Date,rate_CVX,rate_CVX_5D,rate_CVX_20D,rate_VOO,rate_VOO_5D,rate_VOO_20D
2022-04-04,28.07,28.488,29.420500000000004,-1.45,-1.566,-4.6135
2022-04-05,27.33,28.177999999999997,29.121499999999997,-2.62,-1.9939999999999998,-4.2455
2022-04-06,28.38,27.915999999999997,29.028,-3.57,-2.4899999999999998,-4.0395
2022-04-07,30.05,28.357999999999997,28.8545,-3.1,-2.596,-3.79
2022-04-08,32.1,29.186,28.780999999999995,-3.33,-2.814,-3.496
2022-04-11,28.93,29.357999999999997,28.698500000000003,-4.94,-3.5120000000000005,-3.2510000000000003
2022-04-12,31.51,30.194,29.014999999999997,-5.28,-4.044,-3.119
2022-04-13,33.5,31.218,29.4495,-4.23,-4.176,-3.0345
2022-04-14,33.44,31.896000000000004,29.7935,-5.37,-4.630000000000001,-3.063
2022-04-18,35.16,32.507999999999996,30.182499999999997,-5.35,-5.034000000000001,-3.1420000000000003
2022-04-19,33.62,33.446,30.401,-3.88,-4.822000000000001,-3.1475
2022-04-20,34.14,33.971999999999994,30.6625,-3.95,-4.556,-3.211
2022-04-21,28.2,32.912,30.572999999999997,-5.34,-4.7780000000000005,-3.283
2022-04-22,25.48,31.32,30.333999999999996,-7.86,-5.276,-3.5345
2022-04-25,22.89,28.865999999999996,29.872999999999998,-7.37,-5.680000000000001,-3.7855000000000003
2022-04-26,22.16,26.574,29.466500000000003,-9.95,-6.894,-4.1985
2022-04-27,21.94,24.134000000000004,29.1195,-9.73,-8.05,-4.661
2022-04-28,26.17,23.728,28.943499999999993,-7.52,-8.485999999999999,-4.9825
2022-04-29,22.26,23.084,28.664500000000004,-10.83,-9.08,-5.3955
2022-05-02,23.91,23.288,28.462,-9.99,-9.604,-5.7829999999999995
2022-05-03,25.99,24.054000000000002,28.357999999999997,-9.62,-9.538,-6.1915
2022-05-04,29.84,25.634000000000004,28.4835,-6.99,-8.99,-6.410000000000001
2022-05-05,28.84,26.168,28.5065,-10.13,-9.512,-6.7379999999999995
2022-05-06,32.19,28.153999999999996,28.6135,-10.67,-9.48,-7.1165
2022-05-09,23.53,28.077999999999996,28.185000000000002,-13.43,-10.168,-7.6215
2022-05-10,24.7,27.82,27.973499999999994,-13.22,-10.888,-8.0355
2022-05-11,26.52,27.155999999999995,27.724,-14.58,-12.406,-8.500499999999999
2022-05-12,27.71,26.93,27.434499999999996,-14.64,-13.308000000000002,-9.021
2022-05-13,30.12,26.516000000000002,27.2685,-12.68,-13.709999999999999,-9.3865
2022-05-16,34.05,28.619999999999997,27.213,-12.99,-13.622,-9.7685
2022-05-17,34.83,30.645999999999997,27.273500000000002,-11.29,-13.236,-10.139
2022-05-18,30.25,31.391999999999996,27.079,-14.71,-13.262,-10.677
2022-05-19,29.33,31.715999999999998,27.135499999999997,-15.27,-13.388,-11.1735
2022-05-20,30.06,31.703999999999997,27.3645,-15.25,-13.901999999999997,-11.543000000000001
2022-05-23,33.06,31.506,27.872999999999998,-13.68,-14.040000000000001,-11.8585
2022-05-24,33.76,31.292,28.452999999999996,-14.29,-14.64,-12.075500000000002
2022-05-25,35.89,32.42,29.1505,-13.59,-14.416,-12.2685
2022-05-26,36.79,33.912,29.6815,-11.92,-13.745999999999999,-12.4885
2022-05-27,38.09,35.51800000000001,30.473000000000003,-9.77,-12.65,-12.435500000000001
2022-05-31,35.31,35.968,31.043,-10.26,-11.966,-12.449
2022-06-01,35.57,36.33,31.522000000000002,-10.69,-11.245999999999999,-12.502500000000001
2022-06-02,35.33,36.218,31.796499999999998,-9.06,-10.34,-12.606
2022-06-03,36.55,36.17,32.182,-10.5,-10.056000000000001,-12.624500000000001
2022-06-06,36.05,35.76199999999999,32.375,-10.26,-10.154,-12.604
2022-06-07,38.43,36.386,33.120000000000005,-9.4,-9.982,-12.4025
2022-06-08,39.08,37.088,33.839,-10.37,-9.918000000000001,-12.26
2022-06-09,36.53,37.327999999999996,34.3395,-12.42,-10.59,-12.152
2022-06-10,35.04,37.025999999999996,34.706,-14.93,-11.475999999999999,-12.1665
2022-06-13,29.34,35.684000000000005,34.666999999999994,-18.12,-13.048000000000002,-12.438500000000001
2022-06-14,29.5,33.898,34.439499999999995,-18.32,-14.831999999999999,-12.705
2022-06-15,27.07,31.496000000000002,34.0515,-17.18,-16.194,-12.999500000000001
2022-06-16,20.59,28.308,33.5685,-19.83,-17.676,-13.255500000000001
2022-06-17,15.35,24.37,32.8695,-19.62,-18.614,-13.472999999999999
2022-06-21,19.93,22.488,32.363,-17.71,-18.532,-13.596
2022-06-22,14.97,19.582,31.458500000000004,-17.88,-18.444,-13.806000000000001
2022-06-23,10.96,16.36,30.3185,-17.04,-18.416,-13.9435
2022-06-24,12.68,14.778,29.157999999999998,-14.53,-17.356,-13.9905
2022-06-27,14.75,14.658000000000001,28.056,-14.84,-16.4,-14.136499999999998
2022-06-28,16.54,13.98,26.978499999999997,-16.63,-16.184,-14.479499999999998
2022-06-29,14.3,13.846,25.928000000000004,-16.92,-15.992,-14.8125
2022-06-30,12.64,14.181999999999999,24.7815,-17.56,-16.096,-15.156
2022-07-01,13.57,14.36,23.693499999999997,-16.28,-16.446,-15.517
2022-07-05,10.74,13.558000000000002,22.403,-16.14,-16.706,-15.799000000000001
2022-07-06,9.32,12.114,21.066499999999998,-15.85,-16.55,-16.0785
2022-07-07,11.42,11.538,19.716,-14.65,-16.096,-16.341
2022-07-08,10.84,11.178,18.304000000000002,-14.7,-15.524000000000001,-16.5575
2022-07-11,9.87,10.438,16.970999999999997,-15.64,-15.395999999999997,-16.7185
2022-07-12,7.87,9.864,15.6125,-16.4,-15.447999999999999,-16.792
2022-07-13,7.16,9.432,14.503499999999999,-16.77,-15.632,-16.7245
2022-07-14,5.58,8.264,13.3075,-16.99,-16.1,-16.658
2022-07-15,6.9,7.476000000000001,12.299,-15.46,-16.252000000000002,-16.572
2022-07-18,8.38,7.178,11.6885,-16.14,-16.352,-16.3875
2022-07-19,12.26,8.056000000000001,11.534,-13.93,-15.857999999999999,-16.103
2022-07-20,13.74,9.372,11.2245,-13.4,-15.184000000000001,-15.8875
2022-07-21,12.87,10.83,11.119499999999999,-12.55,-14.296000000000001,-15.620999999999999
2022-07-22,11.94,11.838,11.168499999999998,-13.32,-13.868,-15.434999999999999
2022-07-25,15.25,13.212,11.297,-13.24,-13.288,-15.370499999999998
2022-07-26,14.35,13.63,11.277000000000001,-14.25,-13.352,-15.341
2022-07-27,15.85,14.051999999999998,11.2425,-12.07,-13.086000000000002,-15.113
2022-07-28,16.72,14.822,11.3635,-10.99,-12.774,-14.8165
2022-07-29,27.05,17.844,12.084,-9.72,-12.053999999999998,-14.4245
2022-08-01,23.88,19.57,12.5995,-9.72,-11.350000000000001,-14.0965
2022-08-02,23.1,21.32,13.217499999999998,-10.15,-10.53,-13.797
2022-08-03,20.94,22.338,13.798499999999999,-9.12,-9.94,-13.460500000000001
2022-08-04,18.53,22.7,14.154,-9.18,-9.578,-13.187000000000001
2022-08-05,19.96,21.282000000000004,14.61,-9.31,-9.496,-12.9175
2022-08-08,19.83,20.472,15.108,-9.37,-9.425999999999998,-12.604000000000001
2022-08-09,20.89,20.03,15.759,-9.62,-9.319999999999999,-12.265
2022-08-10,21.11,20.064,16.456500000000002,-8.33,-9.162,-11.843
2022-08-11,23.13,20.984,17.334,-8.33,-8.992,-11.41
2022-08-12,23.25,21.642,18.151500000000002,-7.26,-8.581999999999999,-11.0
2022-08-15,21.64,22.003999999999998,18.814500000000002,-6.98,-8.104000000000001,-10.542
2022-08-16,21.43,22.112000000000002,19.273000000000003,-6.87,-7.554,-10.189
2022-08-17,22.1,22.31,19.691,-7.3,-7.348000000000001,-9.884
2022-08-18,22.78,22.240000000000002,20.186500000000002,-7.11,-7.104000000000001,-9.611999999999998
2022-08-19,22.09,22.008000000000003,20.694,-7.96,-7.244,-9.344
2022-08-22,21.68,22.016,21.0155,-9.24,-7.696,-9.144
2022-08-23,24.31,22.592000000000002,21.5135,-9.38,-8.198,-8.9005
2022-08-24,24.93,23.157999999999998,21.9675,-9.2,-8.578,-8.757
2022-08-25,25.67,23.736,22.415,-8.33,-8.822,-8.623999999999999
2022-08-26,25.04,24.326,22.3145,-10.4,-9.31,-8.658
2022-08-29,25.67,25.124000000000002,22.404,-10.79,-9.620000000000001,-8.7115
2022-08-30,23.64,24.990000000000002,22.431,-11.42,-10.028,-8.774999999999999
2022-08-31,22.34,24.472,22.501,-11.87,-10.562,-8.9125
2022-09-01,20.52,23.442,22.6005,-11.4,-11.175999999999998,-9.0235
2022-09-02,21.66,22.766,22.6855,-11.98,-11.492,-9.157
2022-09-06,21.3,21.892000000000003,22.758999999999997,-12.17,-11.768,-9.297
2022-09-07,20.03,21.169999999999998,22.716,-10.9,-11.664,-9.361
2022-09-08,20.62,20.826,22.691499999999998,-10.38,-11.366,-9.4635
2022-09-09,23.44,21.410000000000004,22.707,-9.13,-10.912,-9.503499999999999
2022-09-12,25.21,22.12,22.805,-8.23,-10.162,-9.552
2022-09-13,22.94,22.448,22.869999999999997,-12.01,-10.129999999999999,-9.803500000000001
2022-09-14,25.78,23.598000000000003,23.0875,-11.7,-10.290000000000001,-10.045
2022-09-15,23.83,24.240000000000002,23.174,-12.63,-10.74,-10.311499999999999
2022-09-16,20.77,23.706,23.073500000000003,-13.28,-11.57,-10.620000000000001
2022-09-19,21.1,22.884,23.024,-12.65,-12.453999999999999,-10.8545
2022-09-20,20.63,22.422,22.9715,-13.61,-12.774,-11.073
2022-09-21,19.68,21.202,22.740000000000002,-15.08,-13.45,-11.358
2022-09-22,19.59,20.354000000000003,22.473000000000003,-15.78,-14.080000000000002,-11.687000000000001
2022-09-23,11.98,18.595999999999997,21.7885,-17.14,-14.851999999999999,-12.127500000000001
2022-09-26,9.12,16.2,20.9925,-17.92,-15.906,-12.503499999999999
2022-09-27,9.17,13.908000000000001,20.1675,-18.14,-16.812,-12.871
2022-09-28,12.79,12.529999999999998,19.625,-16.92,-17.18,-13.146
2022-09-29,12.02,11.016,19.109,-18.62,-17.748,-13.483500000000001
2022-09-30,11.18,10.855999999999998,18.642000000000003,-19.84,-18.288,-13.905499999999998
2022-10-03,16.89,12.41,18.4035,-17.32,-18.168,-14.172500000000003
2022-10-04,21.34,14.844,18.405499999999996,-14.89,-17.518,-14.3085
2022-10-05,22.02,16.69,18.505000000000003,-15.03,-17.14,-14.515
2022-10-06,24.21,19.128000000000004,18.6845,-15.9,-16.595999999999997,-14.791000000000002
2022-10-07,23.16,21.524,18.6705,-18.18,-16.264,-15.243500000000001
2022-10-10,20.97,22.34,18.4585,-18.77,-16.554,-15.770500000000002
2022-10-11,21.0,22.272,18.3615,-19.3,-17.436,-16.135
2022-10-12,21.35,22.137999999999998,18.14,-19.54,-18.338,-16.526999999999997
2022-10-13,27.18,22.732,18.3075,-17.48,-18.654,-16.7695
2022-10-14,23.26,22.752,18.432,-19.3,-18.878,-17.070500000000003
2022-10-17,24.15,23.387999999999998,18.5845,-17.29,-18.582,-17.3025
2022-10-18,25.23,24.234,18.814500000000002,-16.34,-17.99,-17.439
2022-10-19,29.27,25.818,19.294,-16.91,-17.464,-17.530499999999996
2022-10-20,30.0,26.381999999999998,19.8145,-17.57,-17.482,-17.619999999999997
2022-10-21,33.24,28.378000000000004,20.8775,-15.63,-16.747999999999998,-17.544500000000003
2022-10-24,33.19,30.186,22.081,-14.63,-16.216,-17.380000000000003
2022-10-25,34.57,32.053999999999995,23.351,-13.27,-15.602,-17.1365
2022-10-26,36.22,33.444,24.5225,-13.9,-15.0,-16.9855
2022-10-27,36.84,34.812,25.7635,-14.35,-14.356,-16.772
2022-10-28,38.44,35.852,27.1265,-12.4,-13.709999999999999,-16.4
2022-10-31,39.14,37.042,28.238999999999997,-12.98,-13.38,-16.183
2022-11-01,39.02,37.932,29.122999999999998,-13.0,-13.325999999999999,-16.0885
2022-11-02,36.66,38.019999999999996,29.855,-15.11,-13.568000000000001,-16.0925
2022-11-03,38.33,38.318,30.561,-15.97,-13.892000000000001,-16.095999999999997
2022-11-04,39.78,38.586,31.391999999999996,-14.8,-14.372,-15.927000000000001
2022-11-07,41.17,38.992000000000004,32.402,-14.03,-14.581999999999999,-15.690000000000001
2022-11-08,41.0,39.388,33.402,-13.57,-14.696000000000002,-15.4035
2022-11-09,36.3,39.315999999999995,34.1495,-15.28,-14.73,-15.1905
2022-11-10,38.44,39.338,34.7125,-10.81,-13.697999999999999,-14.857
2022-11-11,41.71,39.724000000000004,35.635,-9.98,-12.734,-14.391
2022-11-14,41.76,39.842,36.515499999999996,-10.68,-12.064,-14.060500000000001
2022-11-15,42.71,40.184,37.3895,-9.96,-11.342,-13.741499999999998
2022-11-16,40.78,41.08,37.964999999999996,-10.63,-10.412,-13.4275
2022-11-17,40.21,41.434000000000005,38.4755,-10.88,-10.426,-13.093
2022-11-18,39.51,40.994,38.789,-10.49,-10.528,-12.836000000000002
2022-11-21,38.4,40.322,39.049499999999995,-10.8,-10.552000000000001,-12.6445
2022-11-22,41.64,40.108,39.403,-9.64,-10.488000000000001,-12.463
2022-11-23,40.49,40.05,39.616499999999995,-9.09,-10.180000000000001,-12.2225
2022-11-25,40.11,40.029999999999994,39.779999999999994,-9.1,-9.824,-11.96
2022-11-28,36.39,39.406,39.677499999999995,-10.5,-9.825999999999999,-11.865
2022-11-29,38.34,39.394,39.6375,-10.66,-9.798,-11.749
2022-11-30,40.0,39.066,39.6865,-7.97,-9.464,-11.4975
2022-12-01,38.46,38.660000000000004,39.7765,-7.76,-9.198,-11.129999999999999
2022-12-02,37.43,38.124,39.7315,-7.89,-8.956,-10.725999999999999
2022-12-05,34.25,37.696000000000005,39.455,-9.46,-8.748000000000001,-10.459
2022-12-06,30.91,36.21,38.942,-10.72,-8.76,-10.2935
2022-12-07,31.29,34.468,38.4565,-10.89,-9.344,-10.1595
2022-12-08,32.03,33.182,38.243,-10.21,-9.834,-9.906000000000002
2022-12-09,27.97,31.290000000000003,37.7195,-10.84,-10.424000000000001,-9.9075
2022-12-12,29.25,30.29,37.096500000000006,-9.61,-10.454,-9.889
2022-12-13,32.07,30.522000000000002,36.612,-8.96,-10.102,-9.803
2022-12-14,31.18,30.5,36.0355,-9.5,-9.824000000000002,-9.780000000000001
2022-12-15,30.22,30.137999999999998,35.50750000000001,-11.68,-10.118,-9.8325
2022-12-16,28.49,30.242,34.9215,-12.71,-10.492,-9.924
2022-12-19,29.35,30.262,34.4135,-13.44,-11.258,-10.0715
2022-12-20,31.45,30.137999999999998,34.066,-13.72,-12.209999999999999,-10.2175
2022-12-21,32.97,30.496,33.63250000000001,-12.46,-12.802000000000001,-10.3585
2022-12-22,31.01,30.654000000000003,33.158500000000004,-13.66,-13.197999999999999,-10.587
2022-12-23,35.0,31.956,32.903000000000006,-13.19,-13.294,-10.7915
2022-12-27,36.68,33.422000000000004,32.917500000000004,-13.52,-13.309999999999999,-10.942499999999999
2022-12-28,34.69,34.07,32.735,-14.56,-13.478,-11.1375
2022-12-29,35.69,34.614,32.5195,-13.08,-13.602,-11.392999999999999
2022-12-30,36.57,35.726,32.425,-13.31,-13.532,-11.6705
2023-01-03,31.69,35.064,32.138,-13.32,-13.558000000000002,-11.942
2023-01-04,30.31,33.79,31.941000000000003,-12.72,-13.398000000000001,-12.105
2023-01-05,32.63,33.378,32.027,-13.65,-13.216,-12.2515
2023-01-06,33.63,32.965999999999994,32.144,-11.74,-12.948000000000002,-12.294
2023-01-09,32.59,32.17,32.172000000000004,-11.8,-12.646,-12.3735
2023-01-10,33.24,32.480000000000004,32.435500000000005,-11.18,-12.218,-12.3905
2023-01-11,32.6,32.938,32.602999999999994,-10.08,-11.690000000000001,-12.414
2023-01-12,34.02,33.216,32.700500000000005,-9.75,-10.91,-12.4535
2023-01-13,34.38,33.366,32.8605,-9.41,-10.444,-12.449
2023-01-17,36.58,34.164,33.1785,-9.54,-9.992,-12.342
2023-01-18,34.13,34.342,33.460499999999996,-10.98,-9.952,-12.255500000000001
2023-01-19,35.46,34.914,33.766000000000005,-11.6,-10.256,-12.1635
2023-01-20,36.89,35.488,34.038,-10.01,-10.308,-11.978
2023-01-23,36.71,35.954,34.225,-8.94,-10.213999999999999,-11.802
2023-01-24,36.84,36.006,34.5165,-9.04,-10.113999999999999,-11.571000000000002
2023-01-25,35.52,36.284000000000006,34.542500000000004,-9.01,-9.72,-11.362
2023-01-26,42.07,37.606,34.812,-8.06,-9.012,-11.089
2023-01-27,35.8,37.388,34.8675,-7.8,-8.57,-10.751
2023-01-30,31.85,36.416000000000004,34.6755,-8.93,-8.568,-10.5435
2023-01-31,31.72,35.392,34.433,-7.66,-8.291999999999998,-10.261
2023-02-01,29.04,34.096,34.30050000000001,-6.52,-7.794,-9.921
2023-02-02,27.31,31.144,34.1505,-5.25,-7.231999999999999,-9.5475
2023-02-03,27.64,29.512,33.900999999999996,-6.21,-6.914,-9.175500000000001
2023-02-06,27.78,28.698,33.6085,-6.73,-6.473999999999999,-8.925
2023-02-07,31.09,28.572000000000003,33.5335,-5.74,-6.09,-8.622
2023-02-08,28.04,28.372000000000003,33.2735,-6.59,-6.104,-8.3925
2023-02-09,26.88,28.286,32.9875,-7.25,-6.5040000000000004,-8.251000000000001
2023-02-10,29.51,28.660000000000004,32.762,-7.06,-6.6739999999999995,-8.1165
2023-02-13,28.79,28.862000000000002,32.4825,-6.18,-6.564,-7.955
2023-02-14,29.77,28.598000000000003,32.142,-6.21,-6.6579999999999995,-7.788500000000001
2023-02-15,27.3,28.45,31.8005,-5.96,-6.531999999999999,-7.5375
2023-02-16,25.48,28.169999999999998,31.301499999999997,-6.98,-6.478,-7.3065
2023-02-17,22.7,26.808000000000003,30.592000000000002,-7.17,-6.5,-7.164500000000001
2023-02-21,21.32,25.314,29.822499999999998,-8.6,-6.984,-7.147500000000001
2023-02-22,20.83,23.526,29.022,-8.69,-7.4799999999999995,-7.13
2023-02-23,22.01,22.467999999999996,28.3465,-8.34,-7.956,-7.096500000000001
2023-02-24,22.37,21.846,27.3615,-9.1,-8.379999999999999,-7.1485
2023-02-27,22.68,21.842000000000002,26.7055,-8.85,-8.716,-7.2010000000000005
2023-02-28,21.14,21.806,26.169999999999998,-9.16,-8.828,-7.2125
2023-03-01,21.61,21.962,25.664499999999997,-9.24,-8.937999999999999,-7.291500000000001
2023-03-02,21.98,21.956,25.311500000000002,-8.66,-9.001999999999999,-7.3985
2023-03-03,23.74,22.23,25.133000000000003,-7.41,-8.663999999999998,-7.5065
2023-03-06,24.63,22.619999999999997,24.9825,-7.32,-8.358,-7.561999999999999
2023-03-07,23.05,23.002000000000002,24.746,-8.65,-8.256,-7.6579999999999995
2023-03-08,22.28,23.136000000000003,24.305500000000002,-8.52,-8.112,-7.797
2023-03-09,20.45,22.830000000000002,23.926,-10.08,-8.396,-7.971499999999999
2023-03-10,19.83,22.048,23.5735,-11.27,-9.168000000000001,-8.1725
2023-03-13,19.12,20.945999999999998,23.054,-11.41,-9.985999999999999,-8.389999999999999
2023-03-14,20.64,20.464,22.6465,-10.0,-10.256,-8.581
2023-03-15,15.46,19.1,21.931,-10.53,-10.658,-8.797
2023-03-16,15.83,18.176,21.357499999999998,-9.06,-10.453999999999999,-8.952
2023-03-17,14.37,17.084,20.802,-10.02,-10.203999999999999,-9.104000000000001
2023-03-20,16.04,16.468,20.469,-9.23,-9.768,-9.206999999999999
2023-03-21,19.58,16.256,20.381999999999998,-8.08,-9.384,-9.181000000000001
2023-03-22,17.16,16.595999999999997,20.198500000000003,-9.56,-9.190000000000001,-9.2245
2023-03-23,16.0,16.63,19.898000000000003,-9.35,-9.248000000000001,-9.275
2023-03-24,17.15,17.186,19.637,-9.13,-9.069999999999999,-9.2765
2023-03-27,18.34,17.645999999999997,19.419999999999998,-8.98,-9.02,-9.283
2023-03-28,19.71,17.672,19.3485,-9.14,-9.232000000000001,-9.282
2023-03-29,20.74,18.387999999999998,19.305,-7.87,-8.894,-9.2135
2023-03-30,21.88,19.564,19.3,-7.33,-8.49,-9.147
2023-03-31,22.46,20.625999999999998,19.235999999999997,-6.05,-7.8740000000000006,-9.079
2023-04-03,26.93,22.344,19.351,-5.56,-7.19,-8.991000000000001
2023-04-04,26.26,23.654,19.5115,-6.08,-6.578,-8.8625
2023-04-05,26.88,24.881999999999998,19.7415,-6.3,-6.264,-8.7515
2023-04-06,25.24,25.554000000000002,19.981,-5.95,-5.988,-8.545
2023-04-10,25.71,26.203999999999997,20.275,-5.85,-5.9479999999999995,-8.274
2023-04-11,26.4,26.098000000000003,20.639000000000003,-5.84,-6.004,-7.9955
2023-04-12,26.84,26.214,20.948999999999998,-6.21,-6.029999999999999,-7.806
2023-04-13,28.52,26.542,21.601999999999997,-5.01,-5.772,-7.529999999999999
2023-04-14,28.78,27.25,22.2495,-5.2,-5.622,-7.337000000000001
2023-04-17,27.66,27.639999999999997,22.914,-4.88,-5.428,-7.08
2023-04-18,27.36,27.832,23.479999999999997,-4.82,-5.224,-6.8595
2023-04-19,27.48,27.96,23.875,-4.83,-4.948,-6.697
2023-04-20,26.86,27.627999999999997,24.36,-5.36,-5.018000000000001,-6.487
2023-04-21,26.32,27.136000000000003,24.875999999999998,-5.3,-5.037999999999999,-6.2845
2023-04-24,28.07,27.218,25.422,-5.18,-5.098000000000001,-6.087
2023-04-25,26.5,27.046,25.830000000000002,-6.43,-5.42,-5.9595
2023-04-26,24.59,26.468,26.074,-6.78,-5.8100000000000005,-5.841500000000001
2023-04-27,25.21,26.137999999999998,26.297499999999996,-5.24,-5.786,-5.71
2023-04-28,26.24,26.122000000000003,26.515499999999996,-4.56,-5.638,-5.5715
2023-05-01,24.85,25.478,26.635,-4.51,-5.504,-5.4944999999999995
2023-05-02,19.95,24.168,26.286,-5.49,-5.316,-5.4910000000000005
2023-05-03,17.77,22.804000000000002,25.8615,-6.08,-5.176,-5.4910000000000005
2023-05-04,17.35,21.232,25.384999999999998,-6.71,-5.47,-5.5115
2023-05-05,20.07,19.998,25.1265,-5.15,-5.588,-5.471500000000001
2023-05-08,19.64,18.956,24.823,-5.11,-5.708,-5.4345
2023-05-09,19.31,18.828,24.4685,-5.5,-5.71,-5.4174999999999995
2023-05-10,17.86,18.846,24.0195,-5.1,-5.514,-5.362
2023-05-11,17.24,18.824,23.4555,-5.23,-5.218000000000001,-5.372999999999999
2023-05-12,17.53,18.316000000000003,22.893,-5.35,-5.258,-5.3805000000000005
2023-05-15,17.94,17.976,22.407,-5.04,-5.244,-5.3885
2023-05-16,15.25,17.164,21.8015,-5.65,-5.274,-5.430000000000001
2023-05-17,16.85,16.962,21.27,-4.56,-5.166,-5.416500000000001
2023-05-18,15.61,16.636,20.7075,-3.65,-4.85,-5.331
2023-05-19,16.5,16.43,20.2165,-3.8,-4.54,-5.255999999999999
2023-05-22,14.46,15.734,19.536,-3.74,-4.28,-5.184
