Date,rate_OXY,rate_OXY_5D,rate_OXY_20D,rate_VOO,rate_VOO_5D,rate_VOO_20D
2023-05-25,51.3,52.327999999999996,52.072500000000005,-4.7,-4.51,-5.012
2023-05-26,51.63,52.23,51.678999999999995,-3.48,-4.446,-4.958
2023-05-30,50.74,52.0,51.35,-3.45,-4.388,-4.905
2023-05-31,48.35,50.962,51.0455,-3.96,-4.220000000000001,-4.8285
2023-06-01,48.5,50.104,50.885000000000005,-2.99,-3.716,-4.674
2023-06-02,52.48,50.339999999999996,50.958,-1.6,-3.096,-4.4185
2023-06-05,51.74,50.362,50.740500000000004,-1.79,-2.758,-4.250500000000001
2023-06-06,51.84,50.582,50.7485,-1.59,-2.386,-4.0745
2023-06-07,53.37,51.586,50.833,-1.91,-1.9760000000000002,-3.8950000000000005
2023-06-08,52.53,52.391999999999996,51.145500000000006,-1.33,-1.6440000000000001,-3.7065000000000006
2023-06-09,51.53,52.202,51.269499999999994,-1.17,-1.558,-3.5035000000000003
2023-06-12,51.2,52.09400000000001,51.3565,-0.27,-1.254,-3.2495
2023-06-13,50.13,51.751999999999995,51.335,0.38,-0.86,-2.9785
2023-06-14,49.37,50.952,51.3245,0.45,-0.388,-2.6735
2023-06-15,49.24,50.294,51.2075,1.72,0.22200000000000003,-2.3594999999999997
2023-06-16,48.55,49.698,51.142,1.35,0.7260000000000001,-2.1095
2023-06-20,46.2,48.698,50.846000000000004,0.89,0.958,-1.875
2023-06-21,46.82,48.036,50.5925,0.35,0.9520000000000002,-1.6705
2023-06-22,44.39,47.040000000000006,50.135,0.71,1.004,-1.395
2023-06-23,43.24,45.839999999999996,49.6575,-0.04,0.652,-1.1215
2023-06-26,46.25,45.379999999999995,49.405,-0.45,0.292,-0.909
2023-06-27,45.95,45.33,49.121,0.64,0.242,-0.7030000000000001
2023-06-28,46.79,45.324,48.923500000000004,0.69,0.30999999999999994,-0.496
2023-06-29,49.49,46.344,48.9805,0.68,0.304,-0.26400000000000007
2023-06-30,50.21,47.73800000000001,49.066,1.85,0.682,-0.022
2023-07-03,50.21,48.529999999999994,48.9525,2.0,1.1720000000000002,0.158
2023-07-05,49.4,49.22,48.8355,1.78,1.4,0.3365
2023-07-06,46.18,49.098,48.5525,0.97,1.456,0.46449999999999997
2023-07-07,48.7,48.94,48.319,0.74,1.468,0.597
2023-07-10,48.92,48.682,48.1385,1.01,1.3,0.7140000000000001
2023-07-11,53.6,49.36,48.242000000000004,1.65,1.23,0.8550000000000001
2023-07-12,55.54,50.588,48.458999999999996,2.44,1.3619999999999999,0.9904999999999999
2023-07-13,55.84,52.52,48.7445,3.26,1.8199999999999998,1.1345
2023-07-14,50.64,52.908,48.808,3.18,2.308,1.2710000000000001
2023-07-17,50.41,53.205999999999996,48.8665,3.53,2.812,1.3615
2023-07-18,52.41,52.968,49.0595,4.31,3.344,1.5095
2023-07-19,52.62,52.38399999999999,49.3805,4.53,3.7619999999999996,1.6915
2023-07-20,53.37,51.89,49.708,3.86,3.882,1.8669999999999998
2023-07-21,54.08,52.577999999999996,50.1925,3.87,4.0200000000000005,2.025
2023-07-24,58.08,54.112,50.9345,4.3,4.1739999999999995,2.242
2023-07-25,60.84,55.798,51.664,4.56,4.224,2.4925
2023-07-26,59.42,57.157999999999994,52.3375,4.58,4.234,2.6895
2023-07-27,56.89,57.862,52.842499999999994,3.99,4.26,2.8545000000000003
2023-07-28,57.47,58.54,53.241499999999995,4.84,4.454,3.0625
2023-07-31,60.13,58.95,53.7375,5.01,4.595999999999999,3.2205
2023-08-01,57.9,58.362,54.12199999999999,4.66,4.616,3.3534999999999995
2023-08-02,55.43,57.564,54.423500000000004,3.53,4.406000000000001,3.441
2023-08-03,56.99,57.584,54.964,3.31,4.27,3.558
2023-08-04,59.75,58.04,55.51649999999999,2.92,3.886,3.6670000000000003
2023-08-07,60.56,58.126,56.09849999999999,3.63,3.6100000000000003,3.7979999999999996
2023-08-08,60.29,58.604000000000006,56.43300000000001,3.32,3.342,3.8815
2023-08-09,60.4,59.598,56.676,2.85,3.2060000000000004,3.9019999999999997
2023-08-10,60.25,60.25,56.8965,2.89,3.1220000000000003,3.8835
2023-08-11,64.01,61.102,57.565,2.83,3.104,3.8659999999999997
2023-08-14,62.71,61.532000000000004,58.17999999999999,3.23,3.024,3.851
2023-08-15,60.07,61.488,58.563,2.44,2.848,3.7574999999999994
2023-08-16,58.37,61.08200000000001,58.8505,1.94,2.666,3.6279999999999992
2023-08-17,59.41,60.914,59.152499999999996,1.39,2.366,3.5044999999999993
2023-08-18,60.95,60.302,59.495999999999995,1.45,2.09,3.3835
2023-08-21,60.37,59.834,59.6105,1.9,1.8239999999999998,3.2634999999999996
2023-08-22,59.0,59.620000000000005,59.5185,1.71,1.6780000000000002,3.1209999999999996
2023-08-23,57.17,59.379999999999995,59.40599999999999,2.43,1.7759999999999998,3.0134999999999996
2023-08-24,56.38,58.774,59.380500000000005,1.53,1.8039999999999998,2.8905
2023-08-25,57.2,58.024,59.367000000000004,1.97,1.908,2.747
2023-08-28,57.87,57.524,59.254,2.41,2.0100000000000002,2.617
2023-08-29,58.14,57.352,59.266000000000005,3.38,2.3440000000000003,2.553
2023-08-30,58.53,57.624,59.42100000000001,3.66,2.59,2.5595
2023-08-31,58.8,58.108000000000004,59.5115,3.58,3.0,2.573
2023-09-01,60.59,58.786,59.5535,3.65,3.336,2.6094999999999997
2023-09-05,63.25,59.862,59.688,3.35,3.524,2.5955
2023-09-06,62.0,60.634,59.77349999999999,2.76,3.4,2.5675
2023-09-07,59.73,60.874,59.739999999999995,2.49,3.166,2.5495
2023-09-08,61.42,61.398,59.798500000000004,2.62,2.974,2.5360000000000005
2023-09-11,58.01,60.882000000000005,59.4985,3.26,2.896,2.5575
2023-09-12,64.28,61.088,59.577,2.72,2.77,2.532
2023-09-13,64.01,61.49000000000001,59.774,2.84,2.786,2.5520000000000005
2023-09-14,66.38,62.82000000000001,60.1745,3.7,3.028,2.6399999999999997
2023-09-15,63.6,63.25600000000001,60.384,2.45,2.9939999999999998,2.693
2023-09-18,64.01,64.456,60.537,2.56,2.854,2.7485
2023-09-19,62.76,64.152,60.656499999999994,2.36,2.782,2.7715000000000005
2023-09-20,58.95,63.14,60.653999999999996,1.42,2.498,2.757
2023-09-21,54.81,60.826,60.536,-0.2,1.718,2.6255
2023-09-22,55.62,59.230000000000004,60.498000000000005,-0.44,1.1400000000000001,2.527
2023-09-25,56.28,57.684000000000005,60.452,-0.03,0.622,2.4270000000000005
2023-09-26,56.25,56.382000000000005,60.371,-1.48,-0.146,2.2325
2023-09-27,62.28,57.048,60.577999999999996,-1.46,-0.722,1.9904999999999997
2023-09-28,62.97,58.67999999999999,60.8,-1.26,-0.9339999999999999,1.7445
2023-09-29,60.51,59.657999999999994,60.8855,-1.49,-1.1440000000000001,1.491
2023-10-02,53.12,59.025999999999996,60.512,-1.47,-1.432,1.2349999999999999
2023-10-03,53.51,58.477999999999994,60.025,-2.77,-1.69,0.929
2023-10-04,47.62,55.54599999999999,59.306000000000004,-2.07,-1.812,0.6875
2023-10-05,46.11,52.174,58.625,-2.15,-1.9899999999999998,0.45549999999999996
2023-10-06,50.93,50.257999999999996,58.1005,-1.01,-1.8939999999999997,0.274
2023-10-09,57.7,51.174,58.085,-0.36,-1.672,0.09300000000000001
2023-10-10,57.21,51.914,57.731500000000004,0.14,-1.0899999999999999,-0.03599999999999999
2023-10-11,55.67,53.524,57.314499999999995,0.56,-0.564,-0.14999999999999997
2023-10-12,55.35,55.372,56.763,-0.03,-0.13999999999999999,-0.33649999999999997
2023-10-13,58.16,56.818,56.491,-0.55,-0.048,-0.48650000000000004
2023-10-16,60.61,57.4,56.321000000000005,0.47,0.118,-0.591
2023-10-17,61.0,58.158,56.233000000000004,0.48,0.186,-0.6849999999999999
2023-10-18,63.38,59.7,56.454499999999996,-0.85,-0.09600000000000002,-0.7985
2023-10-19,63.28,61.286,56.87800000000001,-1.68,-0.426,-0.8724999999999999
2023-10-20,60.14,61.681999999999995,57.104,-2.89,-0.8940000000000001,-0.9949999999999999
2023-10-23,54.36,60.432,57.008,-3.06,-1.6,-1.1465
2023-10-24,53.65,58.962,56.878,-2.34,-2.164,-1.1895
2023-10-25,55.47,57.38000000000001,56.5375,-3.7,-2.7340000000000004,-1.3015
2023-10-26,55.47,55.818,56.1625,-4.87,-3.372,-1.482
2023-10-27,52.91,54.372,55.782500000000006,-5.28,-3.85,-1.6715
2023-10-30,51.54,53.80799999999999,55.703500000000005,-4.16,-4.069999999999999,-1.8060000000000003
2023-10-31,51.88,53.45399999999999,55.622,-3.59,-4.319999999999999,-1.847
2023-11-01,49.82,52.324,55.73199999999999,-2.49,-4.078,-1.8679999999999999
2023-11-02,54.42,52.114,56.1475,-0.7,-3.2439999999999998,-1.7954999999999999
2023-11-03,53.79,52.29,56.290499999999994,0.19,-2.15,-1.7355
2023-11-06,50.76,52.13399999999999,55.94349999999999,0.38,-1.242,-1.6985000000000003
2023-11-07,47.01,51.16,55.433499999999995,0.65,-0.394,-1.673
2023-11-08,49.31,51.058,55.11550000000001,0.73,0.25,-1.6644999999999999
2023-11-09,47.93,49.760000000000005,54.744499999999995,-0.01,0.388,-1.6635000000000002
2023-11-10,48.9,48.782,54.28150000000001,1.52,0.654,-1.56
2023-11-13,50.42,48.714,53.772000000000006,1.42,0.8620000000000001,-1.5125000000000002
2023-11-14,50.71,49.454,53.25750000000001,3.34,1.4,-1.3695
2023-11-15,49.67,49.525999999999996,52.572,3.57,1.968,-1.1485
2023-11-16,47.26,49.392,51.771,3.71,2.7119999999999997,-0.8790000000000001
2023-11-17,48.84,49.38,51.206,3.86,3.18,-0.5415000000000001
2023-11-20,49.28,49.152,50.952,4.63,3.822,-0.15700000000000008
2023-11-21,48.33,48.676,50.686,4.36,4.026,0.17799999999999994
2023-11-22,47.01,48.14399999999999,50.263,4.81,4.273999999999999,0.6034999999999999
2023-11-24,46.89,48.07,49.833999999999996,4.87,4.505999999999999,1.0905
2023-11-27,46.19,47.54,49.498000000000005,4.69,4.672,1.589
2023-11-28,46.65,47.013999999999996,49.2535,4.79,4.704,2.0364999999999998
2023-11-29,47.31,46.81,49.025,4.72,4.776000000000001,2.452
2023-11-30,44.43,46.294000000000004,48.7555,5.12,4.837999999999999,2.8325
2023-12-01,42.84,45.484,48.176500000000004,5.62,4.988,3.1485
2023-12-04,40.52,44.35,47.513,5.11,5.072,3.3945
2023-12-05,39.12,42.844,46.931,5.08,5.130000000000001,3.6295
2023-12-06,37.2,40.822,46.4405,4.72,5.13,3.8329999999999997
2023-12-07,37.0,39.336,45.825,5.4,5.186,4.0665
2023-12-08,37.17,38.202000000000005,45.287,5.77,5.215999999999999,4.3555
2023-12-11,38.59,37.816,44.7715,6.12,5.418,4.585500000000001
2023-12-12,34.94,36.980000000000004,43.9975,6.6,5.7219999999999995,4.8445
2023-12-13,38.98,37.336,43.411,7.92,6.362,5.0735
2023-12-14,42.7,38.476000000000006,43.0625,8.21,6.9239999999999995,5.3055
2023-12-15,42.22,39.486000000000004,42.810500000000005,8.06,7.382000000000001,5.523
2023-12-18,43.21,40.410000000000004,42.529,8.62,7.882,5.761
2023-12-19,46.43,42.708,42.3865,9.16,8.394,5.9875
2023-12-20,46.12,44.136,42.275999999999996,7.51,8.312,6.1450000000000005
2023-12-21,46.77,44.95,42.263999999999996,8.36,8.341999999999999,6.3225
2023-12-22,47.67,46.04,42.303000000000004,8.57,8.443999999999999,6.5075
2023-12-26,49.19,47.236000000000004,42.452999999999996,8.94,8.508,6.720000000000001
2023-12-27,48.22,47.594,42.5315,9.1,8.495999999999999,6.9355
2023-12-28,45.63,47.496,42.447500000000005,9.11,8.815999999999999,7.154999999999999
2023-12-29,45.0,47.141999999999996,42.476,8.87,8.918000000000001,7.342499999999999
2024-01-02,44.99,46.606,42.5835,8.16,8.836,7.469499999999999
2024-01-03,46.33,46.034000000000006,42.874,7.53,8.553999999999998,7.5905000000000005
2024-01-04,42.75,44.940000000000005,43.0555,7.23,8.18,7.698
2024-01-05,42.32,44.278,43.3115,7.36,7.830000000000001,7.83
2024-01-08,40.7,43.41799999999999,43.496500000000005,8.85,7.8260000000000005,8.0025
2024-01-09,38.75,42.17,43.5755,8.62,7.918000000000001,8.145
2024-01-10,37.16,40.336,43.504000000000005,9.22,8.256,8.3
2024-01-11,37.95,39.376,43.6545,9.19,8.648,8.429499999999999
2024-01-12,40.2,38.952,43.7155,9.23,9.022,8.495000000000001
2024-01-16,36.73,38.158,43.417,8.92,9.036,8.5305
2024-01-17,35.76,37.56,43.094,8.42,8.996,8.5485
2024-01-18,36.36,37.4,42.7515,9.22,8.995999999999999,8.578500000000002
2024-01-19,36.24,37.058,42.242000000000004,10.34,9.226,8.6375
2024-01-22,37.01,36.419999999999995,41.786500000000004,10.55,9.49,8.7895
2024-01-23,36.99,36.471999999999994,41.2975,10.83,9.872,8.913
2024-01-24,38.39,36.998000000000005,40.8335,10.91,10.370000000000001,9.03
2024-01-25,40.08,37.742,40.378,11.43,10.812000000000001,9.1545
2024-01-26,41.02,38.698,40.018,11.37,11.017999999999999,9.267999999999999
2024-01-29,40.58,39.412,39.7655,12.06,11.32,9.4155
2024-01-30,42.22,40.458000000000006,39.6265,11.99,11.552,9.5715
2024-01-31,39.02,40.583999999999996,39.328,10.45,11.459999999999999,9.686
2024-02-01,37.73,40.114,38.897999999999996,11.46,11.466,9.8825
2024-02-02,37.06,39.322,38.6135,12.41,11.674000000000001,10.141499999999999
2024-02-05,36.92,38.59,38.3435,12.07,11.676,10.377
2024-02-06,38.33,37.812,38.225,12.35,11.748,10.552000000000001
2024-02-07,38.45,37.698,38.21,13.07,12.272,10.7745
2024-02-08,39.47,38.046,38.3255,13.13,12.606,10.97
2024-02-09,38.09,38.252,38.332499999999996,13.64,12.852,11.1925
2024-02-12,39.43,38.754000000000005,38.294,13.6,13.157999999999998,11.411
2024-02-13,38.42,38.772,38.3785,12.17,13.122,11.5735
2024-02-14,37.68,38.618,38.4745,13.12,13.132,11.808499999999999
2024-02-15,44.4,39.604,38.8765,13.8,13.266,12.0375
2024-02-16,45.38,41.062,39.3335,13.28,13.193999999999999,12.1845
2024-02-20,43.09,41.794,39.6375,12.73,13.02,12.2935
2024-02-21,45.26,43.162,40.051,12.83,13.151999999999997,12.3935
2024-02-22,45.41,44.708,40.402,14.94,13.516,12.595
2024-02-23,44.19,44.666,40.6075,14.99,13.754000000000001,12.773
2024-02-26,45.26,44.641999999999996,40.8195,14.61,14.02,12.934999999999999
2024-02-27,45.58,45.14,41.0695,14.81,14.435999999999998,13.0725
2024-02-28,44.76,45.04,41.1965,14.65,14.8,13.2055
2024-02-29,45.6,45.077999999999996,41.5255,15.05,14.822,13.435500000000001
2024-03-01,46.57,45.554,41.9675,15.81,14.986,13.653
2024-03-04,44.96,45.49399999999999,42.3625,15.68,15.2,13.8165
2024-03-05,44.73,45.324,42.753,14.57,15.152000000000001,13.941500000000001
2024-03-06,45.94,45.56,43.1335,15.15,15.252,14.0815
2024-03-07,45.84,45.608,43.503,16.24,15.49,14.24
2024-03-08,45.25,45.344,43.792,15.57,15.442000000000002,14.362
2024-03-11,46.96,45.74399999999999,44.2355,15.48,15.402000000000001,14.454000000000002
2024-03-12,46.05,46.007999999999996,44.566500000000005,16.5,15.788,14.599
2024-03-13,48.24,46.468,45.0575,16.35,16.028,14.807999999999998
2024-03-14,49.48,47.196,45.6475,16.14,16.008000000000003,14.958999999999998
2024-03-15,49.64,48.074,45.9095,15.48,15.989999999999998,15.043000000000001
2024-03-18,50.95,48.872,46.188,16.07,16.108,15.1825
2024-03-19,53.0,50.262,46.6835,16.58,16.124000000000002,15.375
2024-03-20,52.36,51.086,47.0385,17.38,16.33,15.602500000000001
2024-03-21,52.69,51.727999999999994,47.402499999999996,17.69,16.639999999999997,15.74
2024-03-22,52.41,52.282000000000004,47.8135,17.27,16.998,15.854
2024-03-25,54.17,52.926,48.259,17.03,17.19,15.975
2024-03-26,51.68,52.662,48.564,16.78,17.23,16.073500000000003
2024-03-27,53.46,52.88199999999999,48.999,17.57,17.268,16.2195
2024-03-28,55.06,53.355999999999995,49.471999999999994,17.56,17.242,16.345
2024-04-01,56.88,54.25,49.9875,17.14,17.216,16.411499999999997
2024-04-02,58.79,55.174,50.678999999999995,16.47,17.104,16.451
2024-04-03,59.77,56.791999999999994,51.431,16.56,17.06,16.5505
2024-04-04,59.6,58.02,52.114,15.31,16.608,16.558500000000002
2024-04-05,63.12,59.632000000000005,52.977999999999994,16.37,16.369999999999997,16.565
2024-04-08,61.99,60.653999999999996,53.815,16.41,16.224,16.607
2024-04-09,61.58,61.212,54.54600000000001,16.55,16.240000000000002,16.6605
2024-04-10,62.47,61.751999999999995,55.367,15.5,16.028,16.6105
2024-04-11,63.19,62.470000000000006,56.1145,16.27,16.22,16.6065
2024-04-12,62.63,62.372,56.772000000000006,14.8,15.906,16.5395
2024-04-15,61.11,62.19599999999999,57.3455,13.46,15.315999999999999,16.438499999999998
2024-04-16,58.11,61.501999999999995,57.703500000000005,13.26,14.658000000000001,16.298000000000002
2024-04-17,56.46,60.3,57.8765,12.6,14.078,16.098999999999997
2024-04-18,56.57,58.976,58.087,12.36,13.296000000000001,15.847999999999999
2024-04-19,57.74,57.998000000000005,58.33950000000001,11.45,12.626,15.535999999999998
2024-04-22,58.47,57.470000000000006,58.6425,12.38,12.41,15.2915
2024-04-23,59.31,57.71,58.8995,13.77,12.512,15.128499999999999
2024-04-24,59.18,58.254,59.2745,13.69,12.73,14.974
2024-04-25,60.37,59.013999999999996,59.620000000000005,13.23,12.904,14.757
2024-04-26,60.16,59.498000000000005,59.875,14.34,13.482,14.596
2024-04-29,61.13,60.029999999999994,60.0875,14.73,13.952000000000002,14.4755
2024-04-30,57.08,59.584,60.001999999999995,12.94,13.785999999999998,14.298999999999998
2024-05-01,52.89,58.326,59.658,12.36,13.52,14.088999999999999
2024-05-02,53.29,56.90999999999999,59.342499999999994,13.38,13.55,13.992499999999998
2024-05-03,52.78,55.434000000000005,58.8255,14.75,13.632,13.911499999999998
2024-05-06,53.98,54.004,58.425,15.88,13.862,13.885
2024-05-07,54.09,53.406000000000006,58.050500000000014,16.04,14.482,13.8595
2024-05-08,51.12,53.052,57.483000000000004,16.05,15.219999999999999,13.887
2024-05-09,52.31,52.855999999999995,56.939,16.7,15.884,13.9085
2024-05-10,50.88,52.476,56.3515,16.85,16.304000000000002,14.011000000000001
2024-05-13,49.47,51.574,55.76950000000001,16.85,16.497999999999998,14.180499999999999
2024-05-14,49.81,50.718,55.354499999999994,17.4,16.77,14.3875
2024-05-15,50.53,50.6,55.05800000000001,18.81,17.322,14.698000000000002
2024-05-16,49.36,50.010000000000005,54.69749999999999,18.58,17.698,15.009
2024-05-17,50.6,49.954,54.3405,18.76,18.08,15.374500000000001
2024-05-20,50.96,50.252,53.96500000000001,18.87,18.484,15.699000000000002
2024-05-21,50.45,50.38,53.522000000000006,19.19,18.842000000000002,15.969999999999999
2024-05-22,48.86,50.04600000000001,53.00599999999999,18.84,18.848000000000003,16.2275
2024-05-23,47.24,49.622,52.3495,17.97,18.726000000000003,16.4645
2024-05-24,47.21,48.944,51.702,18.76,18.726,16.685499999999998
2024-05-28,47.81,48.314,51.036,18.86,18.724,16.892000000000003
2024-05-29,45.29,47.282000000000004,50.4465,18.03,18.492,17.1465
2024-05-30,45.5,46.61,50.077,17.25,18.174,17.391
2024-05-31,48.49,46.86,49.837,18.26,18.232,17.635
2024-06-03,43.28,46.074,49.36200000000001,18.08,18.096,17.8015
2024-06-04,41.71,44.854,48.7485,18.22,17.968,17.9185
2024-06-05,41.59,44.114000000000004,48.1235,19.6,18.282000000000004,18.0965
2024-06-06,42.15,43.444,47.675,19.58,18.747999999999998,18.273
2024-06-07,40.76,41.898,47.097500000000004,19.43,18.982,18.4095
2024-06-10,43.08,41.858000000000004,46.707499999999996,19.81,19.328,18.557499999999997
2024-06-11,43.38,42.192,46.403000000000006,20.08,19.7,18.719
2024-06-12,42.65,42.403999999999996,46.045,21.06,19.991999999999997,18.901999999999997
2024-06-13,41.48,42.269999999999996,45.5925,21.28,20.332,19.0255
2024-06-14,41.58,42.434,45.203500000000005,21.38,20.722,19.1655
2024-06-17,42.42,42.302,44.7945,22.32,21.224,19.3435
2024-06-18,44.91,42.608,44.492000000000004,22.64,21.736,19.532
2024-06-20,47.69,43.616,44.354,22.31,21.985999999999997,19.688
2024-06-21,44.11,44.141999999999996,44.1165,22.04,22.137999999999998,19.848000000000003
2024-06-24,49.59,45.744,44.233999999999995,21.72,22.206,20.0355
2024-06-25,49.24,47.108,44.335499999999996,22.14,22.17,20.2045
2024-06-26,48.7,47.866,44.38,22.26,22.094,20.3745
2024-06-27,48.27,47.982,44.529,22.42,22.116000000000003,20.594
2024-06-28,49.07,48.974000000000004,44.7075,21.66,22.04,20.814500000000002
2024-07-01,47.92,48.64,44.679,21.54,22.003999999999998,20.9785
2024-07-02,46.71,48.134,44.8505,22.15,22.006,21.182
2024-07-03,46.61,47.716,45.0955,22.58,22.07,21.4
2024-07-05,45.38,47.138,45.285000000000004,23.16,22.218,21.578
2024-07-08,43.42,46.008,45.3485,23.25,22.535999999999998,21.7615
2024-07-09,43.58,45.14,45.48950000000001,23.35,22.898000000000003,21.9575
2024-07-10,44.49,44.696,45.56,24.29,23.326,22.1815
2024-07-11,44.66,44.306,45.624,23.45,23.5,22.35
2024-07-12,44.0,44.029999999999994,45.691500000000005,24.05,23.678,22.4995
2024-07-15,45.88,44.522000000000006,45.911500000000004,24.34,23.896,22.652499999999996
2024-07-16,46.16,45.038,46.140499999999996,24.73,24.171999999999997,22.82
2024-07-17,48.58,45.856,46.4485,23.77,24.068,22.8925
2024-07-18,49.94,46.912,46.7,23.26,24.03,22.9235
2024-07-19,48.53,47.818,46.742,22.81,23.782,22.948500000000003
2024-07-22,44.02,47.446,46.7375,23.5,23.613999999999997,23.0215
2024-07-23,42.14,46.641999999999996,46.365,23.35,23.338,23.103
