Date,rate_TSM_5D,rate_TSM_20D,rate_VOO_5D,rate_VOO_20D
2022-03-30,-14.006,-15.925,-1.688,-5.4055
2022-03-31,-14.588,-16.0895,-1.636,-5.2325
2022-04-01,-15.112,-16.1455,-1.614,-5.0075
2022-04-04,-15.262,-15.906,-1.566,-4.6135
2022-04-05,-16.238,-15.7845,-1.9939999999999998,-4.2455
2022-04-06,-17.02,-15.9065,-2.4899999999999998,-4.0395
2022-04-07,-17.512,-16.016000000000002,-2.596,-3.79
2022-04-08,-18.067999999999998,-16.075,-2.814,-3.496
2022-04-11,-19.206,-16.119999999999997,-3.5120000000000005,-3.2510000000000003
2022-04-12,-20.002000000000002,-16.279999999999998,-4.044,-3.119
2022-04-13,-19.946,-16.4205,-4.176,-3.0345
2022-04-14,-20.285999999999998,-16.717499999999998,-4.630000000000001,-3.063
2022-04-18,-20.366,-17.006999999999998,-5.034000000000001,-3.1420000000000003
2022-04-19,-20.066,-17.277499999999996,-4.822000000000001,-3.1475
2022-04-20,-19.816,-17.57,-4.556,-3.211
2022-04-21,-20.428,-17.85,-4.7780000000000005,-3.283
2022-04-22,-20.856,-18.310499999999998,-5.276,-3.5345
2022-04-25,-21.262,-18.702,-5.680000000000001,-3.7855000000000003
2022-04-26,-22.332,-19.2165,-6.894,-4.1985
2022-04-27,-23.735999999999997,-19.948,-8.05,-4.661
2022-04-28,-24.125999999999998,-20.38,-8.485999999999999,-4.9825
2022-04-29,-24.568,-20.8055,-9.08,-5.3955
2022-05-02,-24.826,-21.1305,-9.604,-5.7829999999999995
2022-05-03,-24.548000000000002,-21.538,-9.538,-6.1915
2022-05-04,-23.492,-21.7615,-8.99,-6.410000000000001
2022-05-05,-23.844,-22.086000000000002,-9.512,-6.7379999999999995
2022-05-06,-23.91,-22.404999999999998,-9.48,-7.1165
2022-05-09,-24.938,-22.848000000000003,-10.168,-7.6215
2022-05-10,-25.701999999999998,-23.162,-10.888,-8.0355
2022-05-11,-26.998,-23.5105,-12.406,-8.500499999999999
2022-05-12,-27.706,-24.026,-13.308000000000002,-9.021
2022-05-13,-27.808,-24.285500000000003,-13.709999999999999,-9.3865
2022-05-16,-27.308000000000003,-24.583499999999997,-13.622,-9.7685
2022-05-17,-26.583999999999996,-24.791500000000003,-13.236,-10.139
2022-05-18,-26.15,-25.094,-13.262,-10.677
2022-05-19,-25.746,-25.3555,-13.388,-11.1735
2022-05-20,-25.774,-25.515,-13.901999999999997,-11.543000000000001
2022-05-23,-25.598,-25.6675,-14.040000000000001,-11.8585
2022-05-24,-26.339999999999996,-25.7935,-14.64,-12.075500000000002
2022-05-25,-26.360000000000003,-25.75,-14.416,-12.2685
2022-05-26,-26.233999999999998,-25.8825,-13.745999999999999,-12.4885
2022-05-27,-25.75,-25.8105,-12.65,-12.435500000000001
2022-05-31,-25.136000000000003,-25.744999999999997,-11.966,-12.449
2022-06-01,-24.034,-25.665,-11.245999999999999,-12.502500000000001
2022-06-02,-22.95,-25.6145,-10.34,-12.606
2022-06-03,-22.376,-25.5155,-10.056000000000001,-12.624500000000001
2022-06-06,-22.36,-25.423,-10.154,-12.604
2022-06-07,-22.47,-25.128,-9.982,-12.4025
2022-06-08,-22.678,-24.909,-9.918000000000001,-12.26
2022-06-09,-23.57,-24.7575,-10.59,-12.152
2022-06-10,-24.4,-24.689,-11.475999999999999,-12.1665
2022-06-13,-25.634000000000004,-24.8795,-13.048000000000002,-12.438500000000001
2022-06-14,-26.72,-24.981,-14.831999999999999,-12.705
2022-06-15,-27.43,-25.1205,-16.194,-12.999500000000001
2022-06-16,-28.464,-25.336,-17.676,-13.255500000000001
2022-06-17,-29.065999999999995,-25.519,-18.614,-13.472999999999999
2022-06-21,-28.838,-25.6455,-18.532,-13.596
2022-06-22,-29.21,-25.884000000000004,-18.444,-13.806000000000001
2022-06-23,-30.028,-26.0425,-18.416,-13.9435
2022-06-24,-29.8,-26.196000000000005,-17.356,-13.9905
2022-06-27,-29.659999999999997,-26.3755,-16.4,-14.136499999999998
2022-06-28,-30.086000000000002,-26.729499999999994,-16.184,-14.479499999999998
2022-06-29,-30.291999999999994,-27.172999999999995,-15.992,-14.8125
2022-06-30,-30.677999999999997,-27.7035,-16.096,-15.156
2022-07-01,-31.935999999999996,-28.442499999999995,-16.446,-15.517
2022-07-05,-33.324,-29.1125,-16.706,-15.799000000000001
2022-07-06,-34.553999999999995,-29.778000000000002,-16.55,-16.0785
2022-07-07,-34.832,-30.2635,-16.096,-16.341
2022-07-08,-34.658,-30.698500000000003,-15.524000000000001,-16.5575
2022-07-11,-34.304,-31.126000000000005,-15.395999999999997,-16.7185
2022-07-12,-33.81,-31.465000000000003,-15.447999999999999,-16.792
2022-07-13,-32.864,-31.585499999999996,-15.632,-16.7245
2022-07-14,-32.362,-31.674,-16.1,-16.658
2022-07-15,-31.677999999999997,-31.7605,-16.252000000000002,-16.572
2022-07-18,-30.936,-31.744,-16.352,-16.3875
2022-07-19,-29.768,-31.640499999999996,-15.857999999999999,-16.103
2022-07-20,-28.894,-31.5995,-15.184000000000001,-15.8875
2022-07-21,-28.212,-31.424499999999995,-14.296000000000001,-15.620999999999999
2022-07-22,-28.098000000000003,-31.278000000000002,-13.868,-15.434999999999999
2022-07-25,-27.645999999999997,-31.2055,-13.288,-15.370499999999998
2022-07-26,-27.932,-31.208500000000004,-13.352,-15.341
2022-07-27,-27.753999999999998,-31.0165,-13.086000000000002,-15.113
2022-07-28,-27.617999999999995,-30.756,-12.774,-14.8165
2022-07-29,-27.26,-30.4235,-12.053999999999998,-14.4245
2022-08-01,-27.112000000000002,-29.9995,-11.350000000000001,-14.0965
2022-08-02,-26.684000000000005,-29.5485,-10.53,-13.797
2022-08-03,-26.732,-29.060999999999996,-9.94,-13.460500000000001
2022-08-04,-26.704,-28.724,-9.578,-13.187000000000001
2022-08-05,-26.486,-28.380499999999994,-9.496,-12.9175
2022-08-08,-26.284,-27.9945,-9.425999999999998,-12.604000000000001
2022-08-09,-26.362000000000002,-27.686499999999995,-9.319999999999999,-12.265
2022-08-10,-26.1,-27.369999999999997,-9.162,-11.843
2022-08-11,-25.977999999999998,-27.127999999999997,-8.992,-11.41
2022-08-12,-25.869999999999997,-26.928499999999996,-8.581999999999999,-11.0
2022-08-15,-25.451999999999998,-26.6235,-8.104000000000001,-10.542
2022-08-16,-24.901999999999997,-26.47,-7.554,-10.189
2022-08-17,-24.832,-26.3545,-7.348000000000001,-9.884
2022-08-18,-24.852,-26.288,-7.104000000000001,-9.611999999999998
2022-08-19,-25.258,-26.2185,-7.244,-9.344
2022-08-22,-25.964,-26.202999999999996,-7.696,-9.144
2022-08-23,-26.4,-26.087,-8.198,-8.9005
2022-08-24,-26.806,-26.1175,-8.578,-8.757
2022-08-25,-26.994,-26.131999999999998,-8.822,-8.623999999999999
2022-08-26,-27.268,-26.220499999999998,-9.31,-8.658
2022-08-29,-27.536,-26.308999999999997,-9.620000000000001,-8.7115
2022-08-30,-27.901999999999997,-26.3915,-10.028,-8.774999999999999
2022-08-31,-28.15,-26.471999999999998,-10.562,-8.9125
2022-09-01,-28.666000000000004,-26.622499999999995,-11.175999999999998,-9.0235
2022-09-02,-28.946000000000005,-26.835500000000003,-11.492,-9.157
2022-09-06,-29.110000000000003,-27.015500000000003,-11.768,-9.297
2022-09-07,-29.278000000000002,-27.1205,-11.664,-9.361
2022-09-08,-29.464000000000006,-27.313,-11.366,-9.4635
2022-09-09,-29.404000000000003,-27.479000000000003,-10.912,-9.503499999999999
2022-09-12,-29.162,-27.658499999999997,-10.162,-9.552
2022-09-13,-29.381999999999998,-27.998,-10.129999999999999,-9.803500000000001
2022-09-14,-29.448,-28.256999999999998,-10.290000000000001,-10.045
2022-09-15,-29.839999999999996,-28.565000000000005,-10.74,-10.311499999999999
2022-09-16,-30.451999999999998,-28.879,-11.57,-10.620000000000001
2022-09-19,-31.106,-29.1205,-12.453999999999999,-10.8545
2022-09-20,-31.216,-29.311,-12.774,-11.073
2022-09-21,-31.641999999999996,-29.567500000000003,-13.45,-11.358
2022-09-22,-32.046,-29.875,-14.080000000000002,-11.687000000000001
2022-09-23,-32.734,-30.314,-14.851999999999999,-12.127500000000001
2022-09-26,-33.626,-30.709999999999997,-15.906,-12.503499999999999
2022-09-27,-34.501999999999995,-31.052500000000002,-16.812,-12.871
2022-09-28,-35.358,-31.4315,-17.18,-13.146
2022-09-29,-36.45,-31.95,-17.748,-13.483500000000001
2022-09-30,-37.366,-32.489000000000004,-18.288,-13.905499999999998
2022-10-03,-37.822,-32.928999999999995,-18.168,-14.172500000000003
2022-10-04,-37.664,-33.190999999999995,-17.518,-14.3085
2022-10-05,-37.062,-33.377500000000005,-17.14,-14.515
2022-10-06,-35.988,-33.581,-16.595999999999997,-14.791000000000002
2022-10-07,-35.586,-34.034499999999994,-16.264,-15.243500000000001
2022-10-10,-35.898,-34.613,-16.554,-15.770500000000002
2022-10-11,-37.528000000000006,-35.2275,-17.436,-16.135
2022-10-12,-39.332,-35.8485,-18.338,-16.526999999999997
2022-10-13,-40.672000000000004,-36.289,-18.654,-16.7695
2022-10-14,-41.690000000000005,-36.844,-18.878,-17.070500000000003
2022-10-17,-42.138,-37.371,-18.582,-17.3025
2022-10-18,-42.094,-37.946999999999996,-17.99,-17.439
2022-10-19,-42.174,-38.4815,-17.464,-17.530499999999996
2022-10-20,-42.709999999999994,-38.955,-17.482,-17.619999999999997
2022-10-21,-42.742,-39.346,-16.747999999999998,-17.544500000000003
2022-10-24,-43.38,-39.8095,-16.216,-17.380000000000003
2022-10-25,-43.833999999999996,-40.279999999999994,-15.602,-17.1365
2022-10-26,-44.333999999999996,-40.7255,-15.0,-16.9855
2022-10-27,-44.8,-41.042500000000004,-14.356,-16.772
2022-10-28,-45.108000000000004,-41.2815,-13.709999999999999,-16.4
2022-10-31,-45.062,-41.6195,-13.38,-16.183
2022-11-01,-44.766000000000005,-42.0555,-13.325999999999999,-16.0885
2022-11-02,-44.6,-42.61,-13.568000000000001,-16.0925
2022-11-03,-44.496,-43.1695,-13.892000000000001,-16.095999999999997
2022-11-04,-44.196,-43.434,-14.372,-15.927000000000001
2022-11-07,-43.766,-43.5865,-14.581999999999999,-15.690000000000001
2022-11-08,-43.158,-43.463,-14.696000000000002,-15.4035
2022-11-09,-42.370000000000005,-43.3695,-14.73,-15.1905
2022-11-10,-40.501999999999995,-43.126999999999995,-13.697999999999999,-14.857
2022-11-11,-38.486000000000004,-42.632999999999996,-12.734,-14.391
2022-11-14,-36.702000000000005,-42.2275,-12.064,-14.060500000000001
2022-11-15,-33.944,-41.4255,-11.342,-13.741499999999998
2022-11-16,-31.363999999999997,-40.667,-10.412,-13.4275
2022-11-17,-29.456,-39.8135,-10.426,-13.093
2022-11-18,-27.938,-38.932,-10.528,-12.836000000000002
2022-11-21,-26.657999999999998,-38.047,-10.552000000000001,-12.6445
2022-11-22,-26.282000000000004,-37.0375,-10.488000000000001,-12.463
2022-11-23,-25.827999999999996,-36.0405,-10.180000000000001,-12.2225
2022-11-25,-25.842000000000002,-35.074,-9.824,-11.96
2022-11-28,-26.392000000000003,-34.253,-9.825999999999999,-11.865
2022-11-29,-26.502000000000002,-33.407000000000004,-9.798,-11.749
2022-11-30,-26.524,-32.477,-9.464,-11.4975
2022-12-01,-26.368000000000002,-31.482500000000005,-9.198,-11.129999999999999
2022-12-02,-26.286,-30.521500000000003,-8.956,-10.725999999999999
2022-12-05,-25.792,-29.652000000000005,-8.748000000000001,-10.459
2022-12-06,-25.657999999999998,-28.880000000000003,-8.76,-10.2935
2022-12-07,-26.137999999999998,-28.222,-9.344,-10.1595
2022-12-08,-26.432,-27.498,-9.834,-9.906000000000002
2022-12-09,-26.568,-27.038,-10.424000000000001,-9.9075
2022-12-12,-26.766,-26.721999999999998,-10.454,-9.889
2022-12-13,-26.607999999999997,-26.3565,-10.102,-9.803
2022-12-14,-26.482,-26.3565,-9.824000000000002,-9.780000000000001
2022-12-15,-27.034000000000002,-26.4155,-10.118,-9.8325
2022-12-16,-27.796,-26.623,-10.492,-9.924
2022-12-19,-28.548000000000002,-26.8745,-11.258,-10.0715
2022-12-20,-29.4,-27.042,-12.209999999999999,-10.2175
2022-12-21,-29.896000000000004,-27.26,-12.802000000000001,-10.3585
2022-12-22,-30.306,-27.535000000000004,-13.197999999999999,-10.587
2022-12-23,-30.556,-27.801499999999997,-13.294,-10.7915
2022-12-27,-30.874000000000002,-27.994999999999997,-13.309999999999999,-10.942499999999999
2022-12-28,-31.330000000000002,-28.249000000000002,-13.478,-11.1375
2022-12-29,-31.532,-28.512,-13.602,-11.392999999999999
2022-12-30,-31.672000000000004,-28.861,-13.532,-11.6705
2023-01-03,-31.676,-29.149,-13.558000000000002,-11.942
2023-01-04,-31.168,-29.339000000000006,-13.398000000000001,-12.105
2023-01-05,-30.542,-29.470000000000006,-13.216,-12.2515
2023-01-06,-30.012,-29.4805,-12.948000000000002,-12.294
2023-01-09,-28.8,-29.453000000000003,-12.646,-12.3735
2023-01-10,-27.48,-29.377,-12.218,-12.3905
2023-01-11,-26.476,-29.2665,-11.690000000000001,-12.414
2023-01-12,-24.401999999999997,-28.9185,-10.91,-12.4535
2023-01-13,-22.794,-28.5585,-10.444,-12.449
2023-01-17,-21.194,-27.993000000000002,-9.992,-12.342
2023-01-18,-19.682,-27.348499999999994,-9.952,-12.255500000000001
2023-01-19,-18.46,-26.7445,-10.256,-12.1635
2023-01-20,-17.718,-25.998,-10.308,-11.978
2023-01-23,-16.084000000000003,-25.1055,-10.213999999999999,-11.802
2023-01-24,-15.056000000000001,-24.180500000000002,-10.113999999999999,-11.571000000000002
2023-01-25,-14.512,-23.3375,-9.72,-11.362
2023-01-26,-13.581999999999999,-22.4215,-9.012,-11.089
2023-01-27,-13.162,-21.456,-8.57,-10.751
2023-01-30,-13.628,-20.6295,-8.568,-10.5435
2023-01-31,-13.953999999999999,-19.751,-8.291999999999998,-10.261
2023-02-01,-13.512,-18.7965,-7.794,-9.921
2023-02-02,-12.968,-17.8715,-7.231999999999999,-9.5475
2023-02-03,-12.702,-16.996000000000002,-6.914,-9.175500000000001
2023-02-06,-12.838,-16.336,-6.473999999999999,-8.925
2023-02-07,-12.452000000000002,-15.663999999999998,-6.09,-8.622
2023-02-08,-12.484,-15.0475,-6.104,-8.3925
2023-02-09,-12.4,-14.352500000000001,-6.5040000000000004,-8.251000000000001
2023-02-10,-12.236,-13.954500000000001,-6.6739999999999995,-8.1165
2023-02-13,-11.512,-13.5155,-6.564,-7.955
2023-02-14,-10.968,-13.107499999999998,-6.6579999999999995,-7.788500000000001
2023-02-15,-11.166,-12.9185,-6.531999999999999,-7.5375
2023-02-16,-12.065999999999999,-12.754000000000001,-6.478,-7.3065
2023-02-17,-12.852,-12.738,-6.5,-7.164500000000001
2023-02-21,-14.136,-13.0285,-6.984,-7.147500000000001
2023-02-22,-15.822,-13.299000000000001,-7.4799999999999995,-7.13
2023-02-23,-16.228,-13.3475,-7.956,-7.096500000000001
2023-02-24,-16.637999999999998,-13.518,-8.379999999999999,-7.1485
2023-02-27,-17.062,-13.713,-8.716,-7.2010000000000005
2023-02-28,-17.151999999999997,-13.9095,-8.828,-7.2125
2023-03-01,-16.818,-14.015,-8.937999999999999,-7.291500000000001
2023-03-02,-16.874,-14.187999999999999,-9.001999999999999,-7.3985
2023-03-03,-16.506,-14.402499999999998,-8.663999999999998,-7.5065
2023-03-06,-16.048,-14.5495,-8.358,-7.561999999999999
2023-03-07,-15.681999999999999,-14.620499999999998,-8.256,-7.6579999999999995
2023-03-08,-15.268,-14.719,-8.112,-7.797
2023-03-09,-15.3,-14.892,-8.396,-7.971499999999999
2023-03-10,-15.748000000000001,-15.239499999999998,-9.168000000000001,-8.1725
2023-03-13,-16.074,-15.509,-9.985999999999999,-8.389999999999999
2023-03-14,-15.985999999999999,-15.738999999999999,-10.256,-8.581
2023-03-15,-16.721999999999998,-16.1575,-10.658,-8.797
2023-03-16,-16.64,-16.2605,-10.453999999999999,-8.952
2023-03-17,-16.236,-16.282,-10.203999999999999,-9.104000000000001
2023-03-20,-15.815999999999999,-16.25,-9.768,-9.206999999999999
2023-03-21,-15.222,-16.0105,-9.384,-9.181000000000001
2023-03-22,-14.132,-15.735,-9.190000000000001,-9.2245
2023-03-23,-13.15,-15.491000000000003,-9.248000000000001,-9.275
2023-03-24,-12.534,-15.256,-9.069999999999999,-9.2765
2023-03-27,-12.418000000000001,-15.089000000000002,-9.02,-9.283
2023-03-28,-12.732,-14.9055,-9.232000000000001,-9.282
2023-03-29,-12.703999999999999,-14.7065,-8.894,-9.2135
2023-03-30,-13.096,-14.5465,-8.49,-9.147
2023-03-31,-13.052000000000001,-14.392500000000002,-7.8740000000000006,-9.079
2023-04-03,-12.592,-14.225,-7.19,-8.991000000000001
2023-04-04,-12.283999999999999,-14.056000000000001,-6.578,-8.8625
2023-04-05,-12.708,-14.0665,-6.264,-8.7515
2023-04-06,-13.069999999999999,-13.989,-5.988,-8.545
2023-04-10,-13.762,-13.896,-5.9479999999999995,-8.274
2023-04-11,-14.431999999999999,-13.8145,-6.004,-7.9955
2023-04-12,-15.424000000000001,-13.9155,-6.029999999999999,-7.806
2023-04-13,-16.014,-13.889500000000002,-5.772,-7.529999999999999
2023-04-14,-16.583999999999996,-13.975,-5.622,-7.337000000000001
2023-04-17,-16.778,-14.0315,-5.428,-7.08
2023-04-18,-16.984,-14.1065,-5.224,-6.8595
2023-04-19,-16.915999999999997,-14.338999999999999,-4.948,-6.697
2023-04-20,-16.494,-14.48,-5.018000000000001,-6.487
2023-04-21,-16.838,-14.897,-5.037999999999999,-6.2845
2023-04-24,-17.468,-15.265,-5.098000000000001,-6.087
2023-04-25,-18.572000000000003,-15.645,-5.42,-5.9595
2023-04-26,-19.512,-16.034,-5.8100000000000005,-5.841500000000001
2023-04-27,-20.572000000000003,-16.447,-5.786,-5.71
2023-04-28,-20.774,-16.8165,-5.638,-5.5715
2023-05-01,-20.814,-17.2055,-5.504,-5.4944999999999995
2023-05-02,-20.6,-17.647,-5.316,-5.4910000000000005
2023-05-03,-20.427999999999997,-18.07,-5.176,-5.4910000000000005
2023-05-04,-20.375999999999998,-18.363999999999997,-5.47,-5.5115
2023-05-05,-20.166000000000004,-18.5905,-5.588,-5.471500000000001
2023-05-08,-19.871999999999996,-18.732999999999997,-5.708,-5.4345
2023-05-09,-19.477999999999998,-18.908499999999997,-5.71,-5.4174999999999995
2023-05-10,-19.065999999999995,-18.9805,-5.514,-5.362
2023-05-11,-19.078,-19.130000000000003,-5.218000000000001,-5.372999999999999
2023-05-12,-19.368000000000002,-19.286499999999997,-5.258,-5.3805000000000005
2023-05-15,-19.345999999999997,-19.375,-5.244,-5.3885
2023-05-16,-19.192,-19.460500000000003,-5.274,-5.430000000000001
2023-05-17,-18.058,-19.266,-5.166,-5.416500000000001
2023-05-18,-16.312,-19.084500000000002,-4.85,-5.331
2023-05-19,-14.580000000000002,-18.722,-4.54,-5.255999999999999
2023-05-22,-13.431999999999999,-18.366,-4.28,-5.184
2023-05-23,-12.568,-17.9595,-4.109999999999999,-5.1025
2023-05-24,-12.712,-17.566,-4.3,-5.039
2023-05-25,-11.136,-16.7255,-4.51,-5.012
2023-05-26,-9.116,-15.8075,-4.446,-4.958
2023-05-30,-7.1659999999999995,-14.953999999999999,-4.388,-4.905
2023-05-31,-5.618,-14.214000000000002,-4.220000000000001,-4.8285
2023-06-01,-3.938,-13.4435,-3.716,-4.674
2023-06-02,-4.296,-12.705499999999999,-3.096,-4.4185
2023-06-05,-5.252000000000001,-12.078999999999999,-2.758,-4.250500000000001
2023-06-06,-5.688,-11.408,-2.386,-4.0745
2023-06-07,-5.404000000000001,-10.6955,-1.9760000000000002,-3.8950000000000005
2023-06-08,-5.248,-9.989,-1.6440000000000001,-3.7065000000000006
2023-06-09,-4.646,-9.0975,-1.558,-3.5035000000000003
2023-06-12,-3.186,-8.0335,-1.254,-3.2495
2023-06-13,-2.058,-7.086,-0.86,-2.9785
2023-06-14,-0.9,-6.1225000000000005,-0.388,-2.6735
2023-06-15,-0.07600000000000003,-5.4935,0.22200000000000003,-2.3594999999999997
2023-06-16,0.17799999999999994,-4.975,0.7260000000000001,-2.1095
2023-06-20,-0.362,-4.479,0.958,-1.875
2023-06-21,-1.266,-4.0445,0.9520000000000002,-1.6705
2023-06-22,-2.0140000000000002,-3.4840000000000004,1.004,-1.395
2023-06-23,-2.586,-2.962,0.652,-1.1215
2023-06-26,-3.368,-3.0330000000000004,0.292,-0.909
2023-06-27,-3.686,-3.1215,0.242,-0.7030000000000001
2023-06-28,-3.806,-3.2045000000000003,0.30999999999999994,-0.496
2023-06-29,-4.238,-3.139,0.304,-0.26400000000000007
2023-06-30,-4.406000000000001,-3.0789999999999997,0.682,-0.022
2023-07-03,-3.842,-2.9195,1.1720000000000002,0.158
2023-07-05,-4.034000000000001,-2.817,1.4,0.3365
2023-07-06,-4.304,-2.8585000000000003,1.456,0.46449999999999997
2023-07-07,-4.3740000000000006,-2.8815,1.468,0.597
2023-07-10,-4.578,-2.9114999999999998,1.3,0.7140000000000001
2023-07-11,-4.922,-2.9884999999999997,1.23,0.8550000000000001
2023-07-12,-4.378,-3.1149999999999998,1.3619999999999999,0.9904999999999999
2023-07-13,-3.232,-3.1519999999999997,1.8199999999999998,1.1345
2023-07-14,-2.316,-3.2354999999999996,2.308,1.2710000000000001
2023-07-17,-1.3820000000000001,-3.2380000000000004,2.812,1.3615
2023-07-18,-1.03,-3.2905,3.344,1.5095
2023-07-19,-1.188,-3.3215000000000003,3.7619999999999996,1.6915
2023-07-20,-2.632,-3.4934999999999996,3.882,1.8669999999999998
2023-07-21,-4.11,-3.7595,4.0200000000000005,2.025
2023-07-24,-5.3340000000000005,-3.925,4.1739999999999995,2.242
2023-07-25,-5.864,-3.9144999999999994,4.224,2.4925
2023-07-26,-6.545999999999999,-4.036499999999999,4.234,2.6895
2023-07-27,-6.266,-4.1085,4.26,2.8545000000000003
2023-07-28,-5.587999999999999,-4.0969999999999995,4.454,3.0625
2023-07-31,-5.42,-4.1785000000000005,4.595999999999999,3.2205
2023-08-01,-5.754,-4.3925,4.616,3.3534999999999995
2023-08-02,-6.4159999999999995,-4.632,4.406000000000001,3.441
2023-08-03,-7.2,-4.8325000000000005,4.27,3.558
2023-08-04,-8.05,-5.016,3.886,3.6670000000000003
2023-08-07,-8.542,-5.1695,3.6100000000000003,3.7979999999999996
2023-08-08,-9.181999999999999,-5.4575000000000005,3.342,3.8815
2023-08-09,-9.395999999999999,-5.8865,3.2060000000000004,3.9019999999999997
2023-08-10,-9.36,-6.3645000000000005,3.1220000000000003,3.8835
2023-08-11,-9.938,-6.9215,3.104,3.8659999999999997
2023-08-14,-10.4,-7.4239999999999995,3.024,3.851
2023-08-15,-10.782,-7.895500000000001,2.848,3.7574999999999994
2023-08-16,-11.078,-8.359,2.666,3.6279999999999992
2023-08-17,-11.510000000000002,-8.584,2.366,3.5044999999999993
2023-08-18,-11.616,-8.797999999999998,2.09,3.3835
2023-08-21,-11.681999999999999,-9.011,1.8239999999999998,3.2634999999999996
2023-08-22,-11.608,-9.3315,1.6780000000000002,3.1209999999999996
2023-08-23,-11.294,-9.546000000000001,1.7759999999999998,3.0134999999999996
2023-08-24,-11.175999999999998,-9.811499999999999,1.8039999999999998,2.8905
2023-08-25,-10.916,-10.129999999999999,1.908,2.747
2023-08-28,-10.732000000000001,-10.339,2.0100000000000002,2.617
2023-08-29,-10.370000000000001,-10.4855,2.3440000000000003,2.553
2023-08-30,-10.3,-10.517,2.59,2.5595
2023-08-31,-10.166,-10.553,3.0,2.573
2023-09-01,-10.112,-10.6455,3.336,2.6094999999999997
2023-09-05,-9.998,-10.703,3.524,2.5955
2023-09-06,-10.388,-10.787,3.4,2.5675
2023-09-07,-11.126,-10.9495,3.166,2.5495
2023-09-08,-11.788,-11.16,2.974,2.5360000000000005
2023-09-11,-12.448,-11.273,2.896,2.5575
2023-09-12,-13.12,-11.383,2.77,2.532
