Date,rate_NXPI,rate_VOO_5D,rate_VOO_20D
2022-07-11,-27.74,-28.665999999999997,-26.0875
2022-07-12,-27.61,-28.074,-26.654000000000003
2022-07-13,-26.31,-27.206,-26.9235
2022-07-14,-24.04,-26.47,-27.074
2022-07-15,-22.08,-25.556,-27.141499999999997
2022-07-18,-23.05,-24.618,-27.012
2022-07-19,-19.05,-22.906,-26.671499999999998
2022-07-20,-16.2,-20.884,-26.2175
2022-07-21,-14.57,-18.99,-25.6325
2022-07-22,-16.83,-17.939999999999998,-25.081
2022-07-25,-17.31,-16.791999999999998,-24.687499999999996
2022-07-26,-17.15,-16.412,-24.2755
2022-07-27,-13.87,-15.945999999999998,-23.5915
2022-07-28,-13.07,-15.646,-22.7695
2022-07-29,-12.72,-14.824000000000002,-21.883999999999997
2022-08-01,-12.1,-13.782,-20.964499999999997
2022-08-02,-13.52,-13.056000000000001,-20.112
2022-08-03,-11.73,-12.628,-19.166
2022-08-04,-12.18,-12.45,-18.389
2022-08-05,-13.1,-12.526,-17.711499999999997
2022-08-08,-13.7,-12.845999999999998,-17.0095
2022-08-09,-16.61,-13.463999999999999,-16.4595
2022-08-10,-13.69,-13.856,-15.8285
2022-08-11,-13.56,-14.132,-15.304499999999999
2022-08-12,-11.24,-13.76,-14.7625
2022-08-15,-11.21,-13.262,-14.1705
2022-08-16,-11.76,-12.292,-13.806000000000001
2022-08-17,-13.54,-12.262,-13.672999999999998
2022-08-18,-12.74,-12.098,-13.5815
2022-08-19,-13.51,-12.552,-13.4155
2022-08-22,-15.99,-13.508,-13.3495
2022-08-23,-15.53,-14.262,-13.2685
2022-08-24,-15.83,-14.719999999999999,-13.366499999999998
2022-08-25,-13.91,-14.953999999999999,-13.4085
2022-08-26,-17.39,-15.73,-13.642
2022-08-29,-18.11,-16.154,-13.9425
2022-08-30,-18.16,-16.68,-14.1745
2022-08-31,-18.53,-17.22,-14.514500000000002
2022-09-01,-18.11,-18.06,-14.811000000000002
2022-09-02,-18.74,-18.330000000000002,-15.093
2022-09-06,-19.26,-18.56,-15.371
2022-09-07,-18.22,-18.572,-15.4515
2022-09-08,-17.26,-18.318,-15.63
2022-09-09,-16.04,-17.904000000000003,-15.754
2022-09-12,-15.62,-17.279999999999998,-15.972999999999999
2022-09-13,-22.09,-17.846,-16.517000000000003
2022-09-14,-20.19,-18.240000000000002,-16.9385
2022-09-15,-20.08,-18.804,-17.2655
2022-09-16,-19.96,-19.588,-17.6265
2022-09-19,-18.46,-20.156,-17.874000000000002
2022-09-20,-19.53,-19.644,-18.051
2022-09-21,-20.37,-19.68,-18.293
2022-09-22,-22.33,-20.130000000000003,-18.618000000000002
2022-09-23,-23.39,-20.816,-19.092000000000002
2022-09-26,-23.87,-21.898000000000003,-19.416
2022-09-27,-23.1,-22.612000000000002,-19.6655
2022-09-28,-21.66,-22.869999999999997,-19.8405
2022-09-29,-24.34,-23.272,-20.131
2022-09-30,-26.06,-23.806,-20.5285
2022-10-03,-23.27,-23.686,-20.755
2022-10-04,-19.39,-22.944,-20.7615
2022-10-05,-18.73,-22.358,-20.787
2022-10-06,-19.83,-21.456,-20.9155
2022-10-07,-23.37,-20.918,-21.282
2022-10-10,-25.46,-21.356,-21.774
2022-10-11,-27.32,-22.942,-22.0355
2022-10-12,-29.04,-25.003999999999998,-22.478
2022-10-13,-27.6,-26.558,-22.854
2022-10-14,-30.12,-27.907999999999998,-23.362000000000002
2022-10-17,-28.55,-28.526,-23.8665
2022-10-18,-28.71,-28.804000000000002,-24.325499999999998
2022-10-19,-28.52,-28.7,-24.733
2022-10-20,-29.66,-29.112000000000002,-25.0995
2022-10-21,-26.56,-28.4,-25.258000000000003
2022-10-24,-26.71,-28.032,-25.4
2022-10-25,-24.82,-27.254,-25.486
2022-10-26,-25.54,-26.657999999999998,-25.68
2022-10-27,-26.62,-26.05,-25.794
2022-10-28,-23.36,-25.41,-25.659
2022-10-31,-26.14,-25.296,-25.802500000000002
2022-11-01,-22.69,-24.869999999999997,-25.9675
2022-11-02,-24.27,-24.616,-26.2445
2022-11-03,-26.11,-24.514,-26.5585
2022-11-04,-23.08,-24.458,-26.544
2022-11-07,-19.75,-23.18,-26.258499999999998
2022-11-08,-17.16,-22.074,-25.7505
2022-11-09,-21.33,-21.486,-25.365
2022-11-10,-15.99,-19.462,-24.7845
2022-11-11,-13.77,-17.6,-23.967000000000002
2022-11-14,-14.23,-16.496000000000002,-23.250999999999998
2022-11-15,-11.33,-15.329999999999998,-22.381999999999998
2022-11-16,-15.29,-14.122,-21.720499999999998
2022-11-17,-13.69,-13.662,-20.922
2022-11-18,-12.76,-13.459999999999999,-20.232
2022-11-21,-14.31,-13.475999999999999,-19.612
2022-11-22,-12.01,-13.612,-18.9715
2022-11-23,-11.11,-12.776,-18.25
2022-11-25,-12.37,-12.512,-17.5375
2022-11-28,-16.7,-13.3,-17.2045
2022-11-29,-16.4,-13.718,-16.7175
2022-11-30,-10.79,-13.473999999999998,-16.1225
2022-12-01,-11.71,-13.594,-15.494499999999999
2022-12-02,-12.88,-13.695999999999998,-14.833000000000002
2022-12-05,-14.2,-13.196000000000002,-14.389
2022-12-06,-16.83,-13.282,-14.242999999999999
2022-12-07,-16.4,-14.404,-14.205000000000002
2022-12-08,-12.66,-14.594,-13.7715
2022-12-09,-13.53,-14.723999999999998,-13.648500000000002
2022-12-12,-11.86,-14.256,-13.552999999999997
2022-12-13,-11.24,-13.138,-13.4035
2022-12-14,-12.62,-12.382,-13.468
2022-12-15,-15.82,-13.014000000000001,-13.494499999999999
2022-12-16,-16.54,-13.616,-13.637
2022-12-19,-18.27,-14.898,-13.9125
2022-12-20,-18.65,-16.38,-14.129499999999998
2022-12-21,-16.68,-17.192,-14.363
2022-12-22,-19.66,-17.96,-14.7905
2022-12-23,-19.58,-18.567999999999998,-15.151
2022-12-27,-21.54,-19.221999999999998,-15.393
2022-12-28,-22.59,-20.009999999999998,-15.702499999999997
2022-12-29,-19.35,-20.544,-16.1305
2022-12-30,-19.4,-20.491999999999997,-16.514999999999997
2023-01-03,-20.41,-20.657999999999998,-16.8915
2023-01-04,-18.96,-20.142000000000003,-17.1295
2023-01-05,-21.21,-19.866000000000003,-17.3485
2023-01-06,-18.09,-19.613999999999997,-17.433
2023-01-09,-17.41,-19.216,-17.670499999999997
2023-01-10,-14.81,-18.096,-17.734499999999997
2023-01-11,-13.45,-16.994,-17.814
2023-01-12,-12.69,-15.290000000000001,-17.8865
2023-01-13,-11.87,-14.045999999999998,-17.849
2023-01-17,-12.63,-13.09,-17.689500000000002
2023-01-18,-12.45,-12.617999999999999,-17.485
2023-01-19,-15.35,-12.998,-17.339
2023-01-20,-13.57,-13.174000000000001,-17.085
2023-01-23,-11.26,-13.051999999999998,-16.814
2023-01-24,-11.19,-12.764,-16.3905
2023-01-25,-10.71,-12.416,-15.947
2023-01-26,-7.69,-10.884,-15.254499999999998
2023-01-27,-6.92,-9.553999999999998,-14.471
2023-01-30,-7.97,-8.896,-13.901999999999997
2023-01-31,-5.5,-7.758000000000001,-13.206999999999999
2023-02-01,-0.58,-5.732,-12.215499999999999
2023-02-02,0.53,-4.088,-11.241
2023-02-03,-2.07,-3.1179999999999994,-10.284
2023-02-06,-3.85,-2.2939999999999996,-9.572
2023-02-07,-1.34,-1.462,-8.7685
2023-02-08,-3.61,-2.068,-8.208499999999999
2023-02-09,-2.79,-2.732,-7.675500000000001
2023-02-10,-4.24,-3.1660000000000004,-7.253
2023-02-13,-3.42,-3.0799999999999996,-6.830500000000001
2023-02-14,-2.76,-3.364,-6.337
2023-02-15,-1.11,-2.864,-5.77
2023-02-16,-2.08,-2.7220000000000004,-5.1065
2023-02-17,-3.38,-2.55,-4.597
2023-02-21,-6.7,-3.2060000000000004,-4.369
2023-02-22,-8.45,-4.343999999999999,-4.232
2023-02-23,-6.89,-5.5,-4.0409999999999995
2023-02-24,-8.84,-6.851999999999999,-4.0985
2023-02-27,-8.42,-7.859999999999999,-4.1735
2023-02-28,-8.06,-8.132,-4.178
2023-03-01,-7.69,-7.9799999999999995,-4.2875
2023-03-02,-6.85,-7.9719999999999995,-4.601
2023-03-03,-5.73,-7.35,-4.914
2023-03-06,-7.18,-7.101999999999999,-5.1695
2023-03-07,-8.44,-7.178,-5.398999999999999
2023-03-08,-5.9,-6.82,-5.627
2023-03-09,-7.23,-6.896000000000001,-5.808
2023-03-10,-9.61,-7.672,-6.149
2023-03-13,-9.67,-8.17,-6.4205
2023-03-14,-7.7,-8.022,-6.6345
2023-03-15,-9.84,-8.809999999999999,-6.988499999999999
2023-03-16,-7.36,-8.836,-7.301
2023-03-17,-8.48,-8.61,-7.6209999999999996
2023-03-20,-6.83,-8.042,-7.7935
2023-03-21,-6.87,-7.8759999999999994,-7.802
2023-03-22,-8.83,-7.674000000000001,-7.821
2023-03-23,-6.07,-7.4159999999999995,-7.779999999999999
2023-03-24,-8.86,-7.492,-7.781000000000001
2023-03-27,-10.06,-8.138000000000002,-7.863000000000001
2023-03-28,-10.56,-8.876,-7.988000000000001
2023-03-29,-7.6,-8.629999999999999,-7.983500000000001
2023-03-30,-6.26,-8.668000000000001,-7.953999999999999
2023-03-31,-3.78,-7.651999999999999,-7.8565
2023-04-03,-5.95,-6.83,-7.794999999999999
2023-04-04,-8.91,-6.5,-7.8185
2023-04-05,-10.48,-7.075999999999999,-8.0475
2023-04-06,-11.96,-8.216,-8.284
2023-04-10,-10.79,-9.618,-8.343
2023-04-11,-11.06,-10.639999999999999,-8.4125
2023-04-12,-11.91,-11.24,-8.623000000000001
2023-04-13,-11.04,-11.352,-8.683
2023-04-14,-10.82,-11.123999999999999,-8.856
2023-04-17,-9.71,-10.908,-8.9175
2023-04-18,-9.06,-10.508000000000001,-9.029
2023-04-19,-10.59,-10.244,-9.215
2023-04-20,-12.22,-10.48,-9.3845
2023-04-21,-12.11,-10.738,-9.6865
2023-04-24,-12.08,-11.212,-9.8475
2023-04-25,-14.85,-12.37,-10.087
2023-04-26,-14.41,-13.134,-10.2795
2023-04-27,-16.55,-14.0,-10.727
2023-04-28,-15.24,-14.626,-11.176
2023-05-01,-13.78,-14.966,-11.676
2023-05-02,-10.97,-14.190000000000001,-11.927
2023-05-03,-12.99,-13.906,-12.131
2023-05-04,-14.91,-13.578,-12.352500000000001
2023-05-05,-13.36,-13.201999999999998,-12.4225
2023-05-08,-12.74,-12.994,-12.52
2023-05-09,-14.25,-13.65,-12.6795
2023-05-10,-14.2,-13.892000000000001,-12.794
2023-05-11,-15.14,-13.937999999999999,-12.999
2023-05-12,-14.53,-14.172,-13.1845
2023-05-15,-12.8,-14.184000000000001,-13.339000000000002
2023-05-16,-13.85,-14.104,-13.5785
2023-05-17,-11.09,-13.482,-13.6035
2023-05-18,-8.83,-12.22,-13.434000000000001
2023-05-19,-9.18,-11.15,-13.2875
2023-05-22,-7.94,-10.178,-13.0805
2023-05-23,-9.13,-9.234,-12.794500000000001
2023-05-24,-13.52,-9.719999999999999,-12.75
2023-05-25,-11.04,-10.162,-12.4745
2023-05-26,-5.98,-9.522,-12.0115
2023-05-30,-5.52,-9.038,-11.5985
2023-05-31,-7.05,-8.622,-11.4025
2023-06-01,-5.94,-7.106,-11.05
2023-06-02,-5.64,-6.026,-10.5865
2023-06-05,-8.22,-6.474000000000001,-10.3295
2023-06-06,-5.8,-6.529999999999999,-9.9825
2023-06-07,-3.13,-5.746,-9.4265
2023-06-08,-2.61,-5.08,-8.847
2023-06-09,-3.87,-4.726000000000001,-8.2835
2023-06-12,-1.64,-3.41,-7.639
2023-06-13,2.01,-1.8479999999999996,-6.8985
2023-06-14,1.63,-0.8960000000000001,-6.1245
2023-06-15,1.66,-0.04200000000000013,-5.487
2023-06-16,2.74,1.2799999999999998,-4.9085
2023-06-20,1.48,1.904,-4.375500000000001
2023-06-21,0.39,1.5799999999999998,-3.9589999999999996
2023-06-22,1.09,1.472,-3.4479999999999995
2023-06-23,-1.98,0.7439999999999999,-2.871
2023-06-26,-0.17,0.1619999999999998,-2.3274999999999997
2023-06-27,4.01,0.6679999999999998,-1.828
2023-06-28,2.59,1.1079999999999999,-1.4225
2023-06-29,3.72,1.6339999999999997,-0.884
2023-06-30,6.26,3.282,-0.27400000000000013
2023-07-03,7.36,4.787999999999999,0.3759999999999999
2023-07-05,5.6,5.106,1.0669999999999997
2023-07-06,5.96,5.779999999999999,1.655
2023-07-07,5.8,6.196,2.1015
2023-07-10,9.04,6.752,2.684
2023-07-11,9.27,7.134,3.3409999999999997
2023-07-12,9.67,7.947999999999999,3.9065
2023-07-13,11.7,9.096,4.391
2023-07-14,9.97,9.93,4.808
2023-07-17,13.06,10.734,5.378
2023-07-18,14.97,11.874,5.9895
2023-07-19,13.37,12.614,6.5840000000000005
2023-07-20,9.42,12.158,7.035499999999999
2023-07-21,10.06,12.176,7.483999999999999
2023-07-24,8.92,11.347999999999999,8.029
2023-07-25,13.37,11.028,8.706
2023-07-26,12.68,10.89,9.1395
2023-07-27,14.31,11.868,9.7255
2023-07-28,15.07,12.87,10.293
2023-07-31,14.9,14.065999999999999,10.725
2023-08-01,14.85,14.362,11.099499999999999
2023-08-02,11.36,14.097999999999999,11.3875
2023-08-03,11.14,13.463999999999999,11.6465
2023-08-04,10.03,12.456,11.858
2023-08-07,12.51,11.978,12.031500000000001
2023-08-08,11.81,11.370000000000001,12.1585
2023-08-09,10.86,11.27,12.218
2023-08-10,9.95,11.032,12.1305
2023-08-11,7.01,10.428,11.9825
2023-08-14,8.16,9.557999999999998,11.7375
2023-08-15,6.22,8.440000000000001,11.3
2023-08-16,4.45,7.1579999999999995,10.854
2023-08-17,3.67,5.901999999999999,10.566500000000001
2023-08-18,4.39,5.378,10.283
2023-08-21,6.17,4.9799999999999995,10.1455
2023-08-22,5.49,4.8340000000000005,9.7515
2023-08-23,5.99,5.1419999999999995,9.417
2023-08-24,3.44,5.096,8.8735
2023-08-25,4.27,5.072,8.3335
2023-08-28,5.33,4.904000000000001,7.8549999999999995
2023-08-29,7.41,5.287999999999999,7.483
2023-08-30,7.66,5.622,7.298
2023-08-31,7.6,6.453999999999999,7.121
2023-09-01,8.91,7.382,7.065
2023-09-05,8.09,7.934,6.843999999999999
2023-09-06,8.18,8.088,6.6625
2023-09-07,6.4,7.836,6.4395
2023-09-08,5.92,7.5,6.2379999999999995
2023-09-11,6.14,6.946,6.1945
2023-09-12,4.11,6.15,5.992
2023-09-13,4.57,5.428,5.9094999999999995
2023-09-14,5.73,5.2940000000000005,5.9735
2023-09-15,3.03,4.716,5.9415000000000004
2023-09-18,4.0,4.288,5.922000000000001
2023-09-19,3.93,4.252000000000001,5.8100000000000005
2023-09-20,1.78,3.694,5.624499999999999
2023-09-21,1.29,2.806,5.3895
2023-09-22,2.72,2.744,5.3535
2023-09-25,3.4,2.624,5.3100000000000005
2023-09-26,1.79,2.196,5.133
2023-09-27,2.67,2.3739999999999997,4.896
2023-09-28,4.65,3.0460000000000003,4.7455
2023-09-29,4.33,3.368,4.582000000000001
2023-10-02,4.38,3.564,4.3555
2023-10-03,1.82,3.5700000000000003,4.042
2023-10-04,3.36,3.7079999999999997,3.8009999999999997
2023-10-05,1.95,3.168,3.5784999999999996
2023-10-06,3.78,3.058,3.4715000000000003
2023-10-09,3.32,2.846,3.3305
2023-10-10,5.19,3.5200000000000005,3.3845
2023-10-11,6.08,4.064,3.46
2023-10-12,5.51,4.776000000000001,3.4489999999999994
2023-10-13,1.45,4.3100000000000005,3.3699999999999997
2023-10-16,4.18,4.482,3.379
2023-10-17,3.11,4.066,3.338
2023-10-18,0.76,3.002,3.287
2023-10-19,-1.97,1.5059999999999998,3.1239999999999997
2023-10-20,-3.09,0.598,2.8335
2023-10-23,-4.86,-1.2100000000000002,2.4204999999999997
2023-10-24,-4.21,-2.674,2.1205
2023-10-25,-8.19,-4.464,1.5775
2023-10-26,-6.31,-5.332,1.0295
2023-10-27,-6.53,-6.0200000000000005,0.48650000000000004
2023-10-30,-11.18,-7.284000000000001,-0.2915
2023-10-31,-10.01,-8.443999999999999,-0.883
2023-11-01,-9.77,-8.76,-1.5394999999999999
2023-11-02,-7.19,-8.936,-1.9965
2023-11-03,-5.18,-8.666,-2.4444999999999997
2023-11-06,-4.54,-7.337999999999999,-2.8374999999999995
2023-11-07,-3.0,-5.936,-3.247
2023-11-08,-4.26,-4.833999999999999,-3.7640000000000002
2023-11-09,-5.81,-4.558,-4.33
2023-11-10,-2.55,-4.031999999999999,-4.529999999999999
2023-11-13,-3.49,-3.822,-4.9135
2023-11-14,1.69,-2.8839999999999995,-4.9845
2023-11-15,4.72,-1.0879999999999996,-4.7865
2023-11-16,4.75,1.0240000000000005,-4.4505
2023-11-17,4.82,2.498,-4.055
2023-11-20,6.06,4.408,-3.5090000000000003
2023-11-21,4.55,4.9799999999999995,-3.0709999999999997
2023-11-22,4.11,4.8580000000000005,-2.4560000000000004
2023-11-24,4.39,4.786,-1.921
2023-11-27,4.15,4.652,-1.387
2023-11-28,4.34,4.308000000000001,-0.611
2023-11-29,6.57,4.712000000000001,0.21800000000000005
2023-11-30,6.44,5.178000000000001,1.0285
2023-12-01,7.14,5.728,1.7450000000000003
2023-12-04,7.44,6.386000000000001,2.3760000000000003
2023-12-05,7.21,6.960000000000001,2.9635000000000002
2023-12-06,7.26,7.098000000000001,3.4765
2023-12-07,10.23,7.856,4.2010000000000005
2023-12-08,12.2,8.868,5.1015
2023-12-11,14.77,10.334,5.9675
2023-12-12,14.04,11.7,6.843999999999999
2023-12-13,15.18,13.284,7.5185
2023-12-14,21.04,15.445999999999998,8.3345
2023-12-15,21.17,17.24,9.1555
2023-12-18,19.31,18.148,9.88
2023-12-19,19.33,19.205999999999996,10.5435
2023-12-20,16.49,19.468,11.1405
2023-12-21,19.27,19.114,11.8985
2023-12-22,19.14,18.708000000000002,12.636
2023-12-26,20.46,18.938,13.4515
2023-12-27,20.52,19.176,14.260500000000002
2023-12-28,20.07,19.892,14.935500000000001
2023-12-29,19.46,19.93,15.586500000000001
2024-01-02,15.45,19.192,16.002
2024-01-03,13.02,17.704,16.281
2024-01-04,8.87,15.373999999999999,16.363999999999997
2024-01-05,7.83,12.925999999999998,16.392500000000002
2024-01-08,11.15,11.264,16.438499999999998
2024-01-09,10.92,10.358,16.3745
2024-01-10,10.7,9.894,16.171
2024-01-11,10.8,10.280000000000001,16.009
2024-01-12,9.57,10.628,15.7285
2024-01-16,9.51,10.3,15.151999999999997
2024-01-17,7.69,9.654,14.478
2024-01-18,10.86,9.686,14.0555
2024-01-19,14.36,10.398,13.806999999999999
2024-01-22,14.61,11.406,13.713
2024-01-23,17.26,12.956,13.6125
2024-01-24,16.09,14.636000000000001,13.459999999999999
2024-01-25,14.91,15.446000000000002,13.182500000000001
2024-01-26,12.67,15.108,12.790000000000001
2024-01-29,13.9,14.966,12.4815
2024-01-30,12.7,14.053999999999998,12.1435
2024-01-31,10.31,12.898,11.886500000000002
2024-02-01,11.37,12.190000000000001,11.804
2024-02-02,12.38,12.132000000000001,11.9795
2024-02-05,15.46,12.444,12.361
2024-02-06,16.48,13.2,12.627500000000001
2024-02-07,15.64,14.266,12.863499999999998
2024-02-08,18.97,15.786000000000001,13.277000000000001
2024-02-09,21.92,17.694,13.832999999999998
2024-02-12,23.54,19.31,14.5315
2024-02-13,21.16,20.246,15.114
2024-02-14,22.14,21.546,15.836500000000001
2024-02-15,22.41,22.233999999999998,16.413999999999998
2024-02-16,21.21,22.092000000000002,16.7565
2024-02-20,20.79,21.542,17.065500000000004
2024-02-21,22.84,21.878,17.3445
2024-02-22,24.99,22.448,17.7895
2024-02-23,24.66,22.898000000000003,18.276999999999997
2024-02-26,27.2,24.095999999999997,19.003500000000003
2024-02-27,28.2,25.578,19.7185
2024-02-28,27.3,26.47,20.448500000000003
2024-02-29,30.27,27.526,21.4465
2024-03-01,33.68,29.329999999999995,22.562
2024-03-04,32.05,30.3,23.545499999999997
2024-03-05,29.07,30.474,24.226000000000003
2024-03-06,30.49,31.111999999999995,24.926499999999997
2024-03-07,34.47,31.951999999999998,25.868000000000002
2024-03-08,30.89,31.394,26.464
2024-03-11,31.53,31.29,26.944499999999998
2024-03-12,33.36,32.148,27.435499999999998
2024-03-13,30.52,32.154,27.903499999999998
2024-03-14,27.35,30.73,28.163999999999998
2024-03-15,24.64,29.48,28.2755
2024-03-18,24.24,28.022000000000002,28.427
2024-03-19,24.12,26.174,28.5935
2024-03-20,26.48,25.366000000000003,28.7755
2024-03-21,28.8,25.656,28.965999999999998
2024-03-22,27.95,26.318,29.1305
2024-03-25,26.03,26.676,29.071999999999996
2024-03-26,25.39,26.93,28.9315
2024-03-27,28.59,27.352000000000004,28.996
2024-03-28,29.75,27.542,28.97
2024-04-01,28.51,27.654000000000003,28.7115
2024-04-02,25.72,27.592000000000002,28.395
2024-04-03,27.29,27.971999999999998,28.306
2024-04-04,24.91,27.236,28.027000000000005
2024-04-05,25.84,26.454,27.595499999999998
2024-04-08,27.82,26.315999999999995,27.442
2024-04-09,31.36,27.444,27.433500000000002
2024-04-10,25.85,27.156,27.058000000000003
2024-04-11,27.52,27.677999999999997,26.907999999999998
2024-04-12,22.02,26.913999999999998,26.6415
2024-04-15,20.22,25.394,26.420499999999997
2024-04-16,20.52,23.226,26.234499999999997
2024-04-17,18.57,21.770000000000003,25.957
