Date,rate_GOOGL,rate_GOOGL_5D,rate_GOOGL_20D,rate_VOO,rate_VOO_5D,rate_VOO_20D
2022-04-14,-7.7,-6.064,-1.5605,-5.37,-4.630000000000001,-3.063
2022-04-18,-7.07,-6.748,-1.782,-5.35,-5.034000000000001,-3.1420000000000003
2022-04-19,-5.46,-6.578,-1.9220000000000002,-3.88,-4.822000000000001,-3.1475
2022-04-20,-6.82,-6.532000000000001,-2.2630000000000003,-3.95,-4.556,-3.211
2022-04-21,-9.05,-7.220000000000001,-2.659,-5.34,-4.7780000000000005,-3.283
2022-04-22,-12.64,-8.208,-3.3510000000000004,-7.86,-5.276,-3.5345
2022-04-25,-10.26,-8.846,-3.9274999999999998,-7.37,-5.680000000000001,-3.7855000000000003
2022-04-26,-13.39,-10.431999999999999,-4.6530000000000005,-9.95,-6.894,-4.1985
2022-04-27,-16.47,-12.361999999999998,-5.5695,-9.73,-8.05,-4.661
2022-04-28,-13.48,-13.248,-6.3165,-7.52,-8.485999999999999,-4.9825
2022-04-29,-16.6,-14.040000000000001,-7.1175,-10.83,-9.08,-5.3955
2022-05-02,-14.42,-14.872,-7.847500000000001,-9.99,-9.604,-5.7829999999999995
2022-05-03,-13.89,-14.972,-8.6485,-9.62,-9.538,-6.1915
2022-05-04,-10.4,-13.758000000000001,-9.204,-6.99,-8.99,-6.410000000000001
2022-05-05,-14.48,-13.957999999999998,-9.8425,-10.13,-9.512,-6.7379999999999995
2022-05-06,-15.02,-13.642000000000001,-10.4885,-10.67,-9.48,-7.1165
2022-05-09,-17.31,-14.219999999999999,-11.1715,-13.43,-10.168,-7.6215
2022-05-10,-15.96,-14.634,-11.654,-13.22,-10.888,-8.0355
2022-05-11,-16.53,-15.86,-12.128,-14.58,-12.406,-8.500499999999999
2022-05-12,-17.07,-16.377999999999997,-12.701,-14.64,-13.308000000000002,-9.021
2022-05-13,-14.76,-16.326,-13.054000000000002,-12.68,-13.709999999999999,-9.3865
2022-05-16,-15.92,-16.048,-13.496500000000001,-12.99,-13.622,-9.7685
2022-05-17,-14.45,-15.746,-13.946000000000002,-11.29,-13.236,-10.139
2022-05-18,-17.76,-15.992,-14.493,-14.71,-13.262,-10.677
2022-05-19,-18.86,-16.35,-14.983500000000001,-15.27,-13.388,-11.1735
2022-05-20,-19.93,-17.383999999999997,-15.348000000000003,-15.25,-13.901999999999997,-11.543000000000001
2022-05-23,-18.06,-17.812,-15.738,-13.68,-14.040000000000001,-11.8585
2022-05-24,-22.08,-19.338,-16.1725,-14.29,-14.64,-12.075500000000002
2022-05-25,-22.2,-20.226,-16.459,-13.59,-14.416,-12.2685
2022-05-26,-20.75,-20.604,-16.822499999999998,-11.92,-13.745999999999999,-12.4885
2022-05-27,-17.46,-20.110000000000003,-16.865499999999997,-9.77,-12.65,-12.435500000000001
2022-05-31,-16.41,-19.78,-16.965,-10.26,-11.966,-12.449
2022-06-01,-15.86,-18.536,-17.063499999999998,-10.69,-11.245999999999999,-12.502500000000001
2022-06-02,-13.16,-16.728,-17.2015,-9.06,-10.34,-12.606
2022-06-03,-15.41,-15.66,-17.247999999999998,-10.5,-10.056000000000001,-12.624500000000001
2022-06-06,-13.74,-14.916,-17.184,-10.26,-10.154,-12.604
2022-06-07,-13.5,-14.334,-16.9935,-9.4,-9.982,-12.4025
2022-06-08,-13.47,-13.856,-16.869,-10.37,-9.918000000000001,-12.26
2022-06-09,-15.2,-14.264,-16.8025,-12.42,-10.59,-12.152
2022-06-10,-17.89,-14.760000000000002,-16.8435,-14.93,-11.475999999999999,-12.1665
2022-06-13,-21.38,-16.288,-17.174500000000002,-18.12,-13.048000000000002,-12.438500000000001
2022-06-14,-21.15,-17.818,-17.436,-18.32,-14.831999999999999,-12.705
2022-06-15,-18.91,-18.906,-17.659,-17.18,-16.194,-12.999500000000001
2022-06-16,-21.65,-20.195999999999998,-17.8535,-19.83,-17.676,-13.255500000000001
2022-06-17,-20.83,-20.784,-17.951999999999998,-19.62,-18.614,-13.472999999999999
2022-06-21,-17.61,-20.03,-17.836,-17.71,-18.532,-13.596
2022-06-22,-17.65,-19.33,-17.815499999999997,-17.88,-18.444,-13.806000000000001
2022-06-23,-17.1,-18.968,-17.566499999999998,-17.04,-18.416,-13.9435
2022-06-24,-12.89,-17.215999999999998,-17.101,-14.53,-17.356,-13.9905
2022-06-27,-14.46,-15.942000000000002,-16.7865,-14.84,-16.4,-14.136499999999998
2022-06-28,-17.27,-15.874,-16.776999999999997,-16.63,-16.184,-14.479499999999998
2022-06-29,-17.49,-15.842000000000002,-16.831,-16.92,-15.992,-14.8125
2022-06-30,-19.5,-16.322,-17.012999999999998,-17.56,-16.096,-15.156
2022-07-01,-19.13,-17.57,-17.311500000000002,-16.28,-16.446,-15.517
2022-07-05,-15.91,-17.859999999999996,-17.3365,-16.14,-16.706,-15.799000000000001
2022-07-06,-14.95,-17.395999999999997,-17.397,-15.85,-16.55,-16.0785
2022-07-07,-11.86,-16.27,-17.314999999999998,-14.65,-16.096,-16.341
2022-07-08,-11.44,-14.657999999999998,-17.2135,-14.7,-15.524000000000001,-16.5575
2022-07-11,-14.15,-13.662,-17.160999999999998,-15.64,-15.395999999999997,-16.7185
2022-07-12,-15.38,-13.556000000000001,-17.0355,-16.4,-15.447999999999999,-16.792
2022-07-13,-17.34,-14.033999999999997,-16.833499999999997,-16.77,-15.632,-16.7245
2022-07-14,-18.07,-15.276,-16.6795,-16.99,-16.1,-16.658
2022-07-15,-17.03,-16.394,-16.5855,-15.46,-16.252000000000002,-16.572
2022-07-18,-19.06,-17.375999999999998,-16.456,-16.14,-16.352,-16.3875
2022-07-19,-15.53,-17.406,-16.191,-13.93,-15.857999999999999,-16.103
2022-07-20,-15.47,-17.032,-16.084,-13.4,-15.184000000000001,-15.8875
2022-07-21,-15.14,-16.446,-15.958499999999997,-12.55,-14.296000000000001,-15.620999999999999
2022-07-22,-19.89,-17.018,-16.098,-13.32,-13.868,-15.434999999999999
2022-07-25,-20.18,-17.241999999999997,-16.4625,-13.24,-13.288,-15.370499999999998
2022-07-26,-22.02,-18.54,-16.8405,-14.25,-13.352,-15.341
2022-07-27,-16.08,-18.662,-16.781,-12.07,-13.086000000000002,-15.113
2022-07-28,-15.23,-18.68,-16.668,-10.99,-12.774,-14.8165
2022-07-29,-13.68,-17.438,-16.377,-9.72,-12.053999999999998,-14.4245
2022-08-01,-14.37,-16.276,-16.139,-9.72,-11.350000000000001,-14.0965
2022-08-02,-14.22,-14.716,-16.0545,-10.15,-10.53,-13.797
2022-08-03,-12.59,-14.018,-15.936499999999999,-9.12,-9.94,-13.460500000000001
2022-08-04,-12.53,-13.478,-15.970000000000002,-9.18,-9.578,-13.187000000000001
2022-08-05,-12.93,-13.328,-16.044500000000003,-9.31,-9.496,-12.9175
2022-08-08,-13.02,-13.057999999999998,-15.988,-9.37,-9.425999999999998,-12.604000000000001
2022-08-09,-13.36,-12.886,-15.887,-9.62,-9.319999999999999,-12.265
2022-08-10,-11.81,-12.729999999999999,-15.610500000000002,-8.33,-9.162,-11.843
2022-08-11,-12.24,-12.672,-15.318999999999999,-8.33,-8.992,-11.41
2022-08-12,-10.8,-12.246,-15.007499999999999,-7.26,-8.581999999999999,-11.0
2022-08-15,-10.6,-11.762,-14.5845,-6.98,-8.104000000000001,-10.542
2022-08-16,-10.78,-11.245999999999999,-14.347,-6.87,-7.554,-10.189
2022-08-17,-11.84,-11.252,-14.1655,-7.3,-7.348000000000001,-9.884
2022-08-18,-11.53,-11.11,-13.985,-7.11,-7.104000000000001,-9.611999999999998
2022-08-19,-12.98,-11.546,-13.639500000000002,-7.96,-7.244,-9.344
2022-08-22,-14.44,-12.313999999999998,-13.352500000000001,-9.24,-7.696,-9.144
2022-08-23,-14.63,-13.084,-12.983,-9.38,-8.198,-8.9005
2022-08-24,-14.71,-13.657999999999998,-12.914499999999999,-9.2,-8.578,-8.757
2022-08-25,-13.25,-14.001999999999999,-12.8155,-8.33,-8.822,-8.623999999999999
2022-08-26,-16.37,-14.680000000000001,-12.95,-10.4,-9.31,-8.658
2022-08-29,-16.82,-15.156,-13.0725,-10.79,-9.620000000000001,-8.7115
2022-08-30,-17.06,-15.642000000000001,-13.214499999999997,-11.42,-10.028,-8.774999999999999
2022-08-31,-17.42,-16.184,-13.456,-11.87,-10.562,-8.9125
2022-09-01,-16.24,-16.782,-13.641500000000002,-11.4,-11.175999999999998,-9.0235
2022-09-02,-17.16,-16.939999999999998,-13.853,-11.98,-11.492,-9.157
2022-09-06,-17.66,-17.108,-14.085000000000003,-12.17,-11.768,-9.297
2022-09-07,-16.01,-16.898000000000003,-14.217500000000001,-10.9,-11.664,-9.361
2022-09-08,-16.75,-16.764,-14.464500000000001,-10.38,-11.366,-9.4635
2022-09-09,-15.17,-16.55,-14.611,-9.13,-10.912,-9.503499999999999
2022-09-12,-15.03,-16.124000000000002,-14.8225,-8.23,-10.162,-9.552
2022-09-13,-19.79,-16.55,-15.282000000000002,-12.01,-10.129999999999999,-9.803500000000001
2022-09-14,-19.29,-17.206,-15.7075,-11.7,-10.290000000000001,-10.045
2022-09-15,-20.81,-18.018,-16.156,-12.63,-10.74,-10.311499999999999
2022-09-16,-20.89,-19.162,-16.624000000000002,-13.28,-11.57,-10.620000000000001
2022-09-19,-20.7,-20.296,-17.009999999999998,-12.65,-12.453999999999999,-10.8545
2022-09-20,-22.14,-20.766,-17.395,-13.61,-12.774,-11.073
2022-09-21,-23.53,-21.614,-17.839999999999996,-15.08,-13.45,-11.358
2022-09-22,-22.89,-22.03,-18.249000000000002,-15.78,-14.080000000000002,-11.687000000000001
2022-09-23,-23.93,-22.637999999999998,-18.783,-17.14,-14.851999999999999,-12.127500000000001
2022-09-26,-24.36,-23.369999999999997,-19.182499999999997,-17.92,-15.906,-12.503499999999999
2022-09-27,-24.87,-23.916,-19.585,-18.14,-16.812,-12.871
2022-09-28,-22.94,-23.798,-19.878999999999998,-16.92,-17.18,-13.146
2022-09-29,-24.93,-24.206,-20.2545,-18.62,-17.748,-13.483500000000001
2022-09-30,-26.27,-24.674,-20.756,-19.84,-18.288,-13.905499999999998
2022-10-03,-23.4,-24.482,-21.068,-17.32,-18.168,-14.172500000000003
2022-10-04,-21.14,-23.736,-21.241999999999997,-14.89,-17.518,-14.3085
2022-10-05,-21.3,-23.408,-21.5065,-15.03,-17.14,-14.515
2022-10-06,-21.31,-22.683999999999997,-21.7345,-15.9,-16.595999999999997,-14.791000000000002
2022-10-07,-23.37,-22.104,-22.1445,-18.18,-16.264,-15.243500000000001
2022-10-10,-23.99,-22.222,-22.5925,-18.77,-16.554,-15.770500000000002
2022-10-11,-24.51,-22.895999999999997,-22.8285,-19.3,-17.436,-16.135
2022-10-12,-24.22,-23.479999999999997,-23.075,-19.54,-18.338,-16.526999999999997
2022-10-13,-23.08,-23.834,-23.1885,-17.48,-18.654,-16.7695
2022-10-14,-24.99,-24.157999999999998,-23.393499999999996,-19.3,-18.878,-17.070500000000003
2022-10-17,-22.38,-23.836,-23.4775,-17.29,-18.582,-17.3025
2022-10-18,-21.77,-23.288,-23.459,-16.34,-17.99,-17.439
2022-10-19,-22.64,-22.972,-23.4145,-16.91,-17.464,-17.530499999999996
2022-10-20,-22.38,-22.832,-23.389,-17.57,-17.482,-17.619999999999997
2022-10-21,-21.49,-22.131999999999998,-23.267,-15.63,-16.747999999999998,-17.544500000000003
2022-10-24,-20.42,-21.74,-23.07,-14.63,-16.216,-17.380000000000003
2022-10-25,-18.91,-21.168,-22.772,-13.27,-15.602,-17.1365
2022-10-26,-26.28,-21.896,-22.939,-13.9,-15.0,-16.9855
2022-10-27,-28.37,-23.094,-23.111,-14.35,-14.356,-16.772
2022-10-28,-25.23,-23.842,-23.059,-12.4,-13.709999999999999,-16.4
2022-10-31,-26.6,-25.078,-23.219,-12.98,-13.38,-16.183
2022-11-01,-28.99,-27.094,-23.6115,-13.0,-13.325999999999999,-16.0885
2022-11-02,-31.62,-28.162,-24.1275,-15.11,-13.568000000000001,-16.0925
2022-11-03,-34.29,-29.345999999999997,-24.7765,-15.97,-13.892000000000001,-16.095999999999997
2022-11-04,-31.92,-30.684000000000005,-25.204,-14.8,-14.372,-15.927000000000001
2022-11-07,-30.48,-31.459999999999997,-25.5285,-14.03,-14.581999999999999,-15.690000000000001
2022-11-08,-30.17,-31.696000000000005,-25.811500000000002,-13.57,-14.696000000000002,-15.4035
2022-11-09,-31.38,-31.648000000000003,-26.1695,-15.28,-14.73,-15.1905
2022-11-10,-26.29,-30.048000000000002,-26.330000000000002,-10.81,-13.697999999999999,-14.857
2022-11-11,-24.4,-28.544,-26.3005,-9.98,-12.734,-14.391
2022-11-14,-24.94,-27.436,-26.428500000000003,-10.68,-12.064,-14.060500000000001
2022-11-15,-22.82,-25.965999999999998,-26.481,-9.96,-11.342,-13.741499999999998
2022-11-16,-22.5,-24.19,-26.474,-10.63,-10.412,-13.4275
2022-11-17,-22.88,-23.508,-26.499000000000002,-10.88,-10.426,-13.093
2022-11-18,-23.6,-23.348000000000003,-26.6045,-10.49,-10.528,-12.836000000000002
2022-11-21,-25.02,-23.364,-26.8345,-10.8,-10.552000000000001,-12.6445
2022-11-22,-23.89,-23.578,-27.083499999999997,-9.64,-10.488000000000001,-12.463
2022-11-23,-22.79,-23.636,-26.909000000000002,-9.09,-10.180000000000001,-12.2225
2022-11-25,-23.57,-23.774,-26.669,-9.1,-9.824,-11.96
2022-11-28,-24.67,-23.988000000000003,-26.641000000000002,-10.5,-9.825999999999999,-11.865
2022-11-29,-25.34,-24.052,-26.577999999999996,-10.66,-9.798,-11.749
2022-11-30,-20.81,-23.436,-26.169,-7.97,-9.464,-11.4975
2022-12-01,-20.31,-22.94,-25.603499999999997,-7.76,-9.198,-11.129999999999999
2022-12-02,-20.73,-22.372,-24.9255,-7.89,-8.956,-10.725999999999999
2022-12-05,-21.47,-21.732,-24.403,-9.46,-8.748000000000001,-10.459
2022-12-06,-23.4,-21.343999999999998,-24.049,-10.72,-8.76,-10.2935
2022-12-07,-24.98,-22.178,-23.7895,-10.89,-9.344,-10.1595
2022-12-08,-25.94,-23.304,-23.5175,-10.21,-9.834,-9.906000000000002
2022-12-09,-26.62,-24.482,-23.534,-10.84,-10.424000000000001,-9.9075
2022-12-12,-26.25,-25.438,-23.6265,-9.61,-10.454,-9.889
2022-12-13,-24.43,-25.644,-23.601,-8.96,-10.102,-9.803
2022-12-14,-24.87,-25.622000000000003,-23.7035,-9.5,-9.824000000000002,-9.780000000000001
2022-12-15,-28.16,-26.066000000000003,-23.9865,-11.68,-10.118,-9.8325
2022-12-16,-28.63,-26.468,-24.273999999999997,-12.71,-10.492,-9.924
2022-12-19,-30.05,-27.227999999999998,-24.5965,-13.44,-11.258,-10.0715
2022-12-20,-29.59,-28.259999999999998,-24.825,-13.72,-12.209999999999999,-10.2175
2022-12-21,-29.16,-29.118000000000002,-25.0885,-12.46,-12.802000000000001,-10.3585
2022-12-22,-30.58,-29.601999999999997,-25.477999999999998,-13.66,-13.197999999999999,-10.587
2022-12-23,-29.43,-29.762,-25.770999999999997,-13.19,-13.294,-10.7915
2022-12-27,-30.87,-29.926,-26.081,-13.52,-13.309999999999999,-10.942499999999999
2022-12-28,-31.95,-30.398000000000003,-26.4115,-14.56,-13.478,-11.1375
2022-12-29,-30.04,-30.574,-26.873,-13.08,-13.602,-11.392999999999999
2022-12-30,-30.21,-30.5,-27.368000000000002,-13.31,-13.532,-11.6705
2023-01-03,-28.83,-30.379999999999995,-27.773000000000003,-13.32,-13.558000000000002,-11.942
2023-01-04,-29.64,-30.134000000000004,-28.1815,-12.72,-13.398000000000001,-12.105
2023-01-05,-31.12,-29.968,-28.567500000000003,-13.65,-13.216,-12.2515
2023-01-06,-30.22,-30.004,-28.829500000000003,-11.74,-12.948000000000002,-12.294
2023-01-09,-29.68,-29.898000000000003,-29.016499999999997,-11.8,-12.646,-12.3735
2023-01-10,-29.36,-30.004,-29.1535,-11.18,-12.218,-12.3905
2023-01-11,-26.91,-29.458,-29.186499999999995,-10.08,-11.690000000000001,-12.414
2023-01-12,-27.22,-28.677999999999997,-29.326,-9.75,-10.91,-12.4535
2023-01-13,-26.43,-27.919999999999998,-29.403999999999996,-9.41,-10.444,-12.449
2023-01-17,-27.09,-27.401999999999997,-29.3505,-9.54,-9.992,-12.342
2023-01-18,-27.22,-26.974,-29.28,-10.98,-9.952,-12.255500000000001
2023-01-19,-25.69,-26.73,-29.062,-11.6,-10.256,-12.1635
2023-01-20,-21.75,-25.636000000000003,-28.670000000000005,-10.01,-10.308,-11.978
2023-01-23,-20.35,-24.419999999999998,-28.229499999999994,-8.94,-10.213999999999999,-11.802
2023-01-24,-22.01,-23.404,-27.801,-9.04,-10.113999999999999,-11.571000000000002
2023-01-25,-23.97,-22.753999999999998,-27.528,-9.01,-9.72,-11.362
2023-01-26,-22.15,-22.046,-27.091999999999995,-8.06,-9.012,-11.089
2023-01-27,-20.68,-21.832,-26.5285,-7.8,-8.57,-10.751
2023-01-30,-22.61,-22.284,-26.157,-8.93,-8.568,-10.5435
2023-01-31,-21.1,-22.102,-25.7015,-7.66,-8.291999999999998,-10.261
2023-02-01,-19.39,-21.186,-25.229499999999998,-6.52,-7.794,-9.921
2023-02-02,-13.72,-19.5,-24.433500000000002,-5.25,-7.231999999999999,-9.5475
2023-02-03,-16.02,-18.568,-23.6785,-6.21,-6.914,-9.175500000000001
2023-02-06,-17.48,-17.542,-23.041500000000003,-6.73,-6.473999999999999,-8.925
2023-02-07,-13.75,-16.072,-22.245,-5.74,-6.09,-8.622
2023-02-08,-20.25,-16.244,-21.7895,-6.59,-6.104,-8.3925
2023-02-09,-23.68,-18.235999999999997,-21.628,-7.25,-6.5040000000000004,-8.251000000000001
2023-02-10,-24.03,-19.838,-21.4685,-7.06,-6.6739999999999995,-8.1165
2023-02-13,-24.0,-21.142,-21.347,-6.18,-6.564,-7.955
2023-02-14,-23.94,-23.18,-21.189500000000002,-6.21,-6.6579999999999995,-7.788500000000001
2023-02-15,-22.15,-23.56,-20.936,-5.96,-6.531999999999999,-7.5375
2023-02-16,-23.28,-23.48,-20.8155,-6.98,-6.478,-7.3065
2023-02-17,-24.2,-23.514000000000003,-20.938,-7.17,-6.5,-7.164500000000001
2023-02-21,-26.23,-23.96,-21.232,-8.6,-6.984,-7.147500000000001
2023-02-22,-26.34,-24.44,-21.4485,-8.69,-7.4799999999999995,-7.13
2023-02-23,-26.95,-25.4,-21.597500000000004,-8.34,-7.956,-7.096500000000001
2023-02-24,-28.34,-26.412,-21.907,-9.1,-8.379999999999999,-7.1485
2023-02-27,-27.76,-27.124000000000002,-22.261,-8.85,-8.716,-7.2010000000000005
2023-02-28,-27.6,-27.398000000000003,-22.5105,-9.16,-8.828,-7.2125
2023-03-01,-26.76,-27.482,-22.7935,-9.24,-8.937999999999999,-7.291500000000001
2023-03-02,-25.48,-27.188,-23.098000000000003,-8.66,-9.001999999999999,-7.3985
2023-03-03,-24.2,-26.360000000000003,-23.622,-7.41,-8.663999999999998,-7.5065
2023-03-06,-23.05,-25.418,-23.9735,-7.32,-8.358,-7.561999999999999
2023-03-07,-24.05,-24.708000000000002,-24.302,-8.65,-8.256,-7.6579999999999995
2023-03-08,-23.74,-24.104,-24.801499999999997,-8.52,-8.112,-7.797
2023-03-09,-25.27,-24.061999999999998,-25.052500000000002,-10.08,-8.396,-7.971499999999999
2023-03-10,-26.61,-24.544,-25.198999999999998,-11.27,-9.168000000000001,-8.1725
2023-03-13,-26.23,-25.18,-25.309,-11.41,-9.985999999999999,-8.389999999999999
2023-03-14,-23.95,-25.16,-25.3065,-10.0,-10.256,-8.581
2023-03-15,-22.24,-24.86,-25.2215,-10.53,-10.658,-8.797
2023-03-16,-18.88,-23.582,-25.058,-9.06,-10.453999999999999,-8.952
2023-03-17,-17.84,-21.828,-24.786,-10.02,-10.203999999999999,-9.104000000000001
2023-03-20,-18.16,-20.214,-24.484,-9.23,-9.768,-9.206999999999999
2023-03-21,-15.2,-18.464,-23.932499999999997,-8.08,-9.384,-9.181000000000001
2023-03-22,-16.44,-17.304,-23.4375,-9.56,-9.190000000000001,-9.2245
2023-03-23,-14.65,-16.458000000000002,-22.822499999999998,-9.35,-9.248000000000001,-9.275
2023-03-24,-14.78,-15.846,-22.1445,-9.13,-9.069999999999999,-9.2765
2023-03-27,-17.17,-15.648000000000001,-21.615000000000002,-8.98,-9.02,-9.283
2023-03-28,-18.32,-16.272,-21.151,-9.14,-9.232000000000001,-9.282
2023-03-29,-18.03,-16.59,-20.7145,-7.87,-8.894,-9.2135
2023-03-30,-18.43,-17.346,-20.362,-7.33,-8.49,-9.147
2023-03-31,-16.15,-17.619999999999997,-19.9595,-6.05,-7.8740000000000006,-9.079
2023-04-03,-15.3,-17.246,-19.572,-5.56,-7.19,-8.991000000000001
2023-04-04,-15.06,-16.594,-19.122500000000002,-6.08,-6.578,-8.8625
2023-04-05,-15.23,-16.034,-18.697,-6.3,-6.264,-8.7515
2023-04-06,-12.54,-14.856,-18.060499999999998,-5.95,-5.988,-8.545
2023-04-10,-13.89,-14.404000000000002,-17.424500000000002,-5.85,-5.9479999999999995,-8.274
2023-04-11,-14.69,-14.282,-16.8475,-5.84,-6.004,-7.9955
2023-04-12,-15.22,-14.313999999999998,-16.411,-6.21,-6.029999999999999,-7.806
2023-04-13,-13.15,-13.898000000000001,-15.9565,-5.01,-5.772,-7.529999999999999
2023-04-14,-12.08,-13.806000000000001,-15.616499999999998,-5.2,-5.622,-7.337000000000001
2023-04-17,-14.23,-13.874,-15.436000000000002,-4.88,-5.428,-7.08
2023-04-18,-15.37,-14.010000000000002,-15.2965,-4.82,-5.224,-6.8595
2023-04-19,-15.62,-14.09,-15.3175,-4.83,-4.948,-6.697
2023-04-20,-14.76,-14.412,-15.233500000000001,-5.36,-5.018000000000001,-6.487
2023-04-21,-14.67,-14.930000000000001,-15.2345,-5.3,-5.037999999999999,-6.2845
