Date,rate_BAC_5D,rate_BAC_20D,rate_VOO_5D,rate_VOO_20D
2022-03-28,-6.182,-9.477500000000001,-2.69,-5.965000000000001
2022-03-29,-6.498,-9.361,-2.25,-5.63
2022-03-30,-6.537999999999999,-9.3625,-1.688,-5.4055
2022-03-31,-7.3340000000000005,-9.486500000000001,-1.636,-5.2325
2022-04-01,-8.48,-9.47,-1.614,-5.0075
2022-04-04,-9.575999999999999,-9.193,-1.566,-4.6135
2022-04-05,-10.919999999999998,-9.016000000000002,-1.9939999999999998,-4.2455
2022-04-06,-12.260000000000002,-9.143,-2.4899999999999998,-4.0395
2022-04-07,-12.968,-9.264000000000001,-2.596,-3.79
2022-04-08,-13.49,-9.32,-2.814,-3.496
2022-04-11,-14.018,-9.476,-3.5120000000000005,-3.2510000000000003
2022-04-12,-14.431999999999999,-9.7085,-4.044,-3.119
2022-04-13,-14.807999999999998,-10.116499999999998,-4.176,-3.0345
2022-04-14,-15.588,-10.683000000000002,-4.630000000000001,-3.063
2022-04-18,-15.937999999999999,-11.0985,-5.034000000000001,-3.1420000000000003
2022-04-19,-15.943999999999999,-11.43,-4.822000000000001,-3.1475
2022-04-20,-15.732,-11.8955,-4.556,-3.211
2022-04-21,-15.693999999999999,-12.325,-4.7780000000000005,-3.283
2022-04-22,-15.701999999999998,-12.898,-5.276,-3.5345
2022-04-25,-16.374000000000002,-13.5705,-5.680000000000001,-3.7855000000000003
2022-04-26,-17.718,-14.313999999999998,-6.894,-4.1985
2022-04-27,-19.186,-15.067499999999999,-8.05,-4.661
2022-04-28,-20.089999999999996,-15.713,-8.485999999999999,-4.9825
2022-04-29,-20.9,-16.289499999999997,-9.08,-5.3955
2022-05-02,-21.272,-16.7685,-9.604,-5.7829999999999995
2022-05-03,-20.857999999999997,-17.1345,-9.538,-6.1915
2022-05-04,-19.720000000000002,-17.267500000000002,-8.99,-6.410000000000001
2022-05-05,-19.286,-17.4695,-9.512,-6.7379999999999995
2022-05-06,-18.404000000000003,-17.648500000000002,-9.48,-7.1165
2022-05-09,-18.306,-17.9725,-10.168,-7.6215
2022-05-10,-18.896,-18.354,-10.888,-8.0355
2022-05-11,-20.206,-18.711,-12.406,-8.500499999999999
2022-05-12,-21.27,-19.085,-13.308000000000002,-9.021
2022-05-13,-22.25,-19.314,-13.709999999999999,-9.3865
2022-05-16,-22.924,-19.719,-13.622,-9.7685
2022-05-17,-22.822,-20.073500000000003,-13.236,-10.139
2022-05-18,-23.119999999999997,-20.558,-13.262,-10.677
2022-05-19,-23.387999999999998,-21.008499999999998,-13.388,-11.1735
2022-05-20,-23.956,-21.3775,-13.901999999999997,-11.543000000000001
2022-05-23,-23.496000000000002,-21.4995,-14.040000000000001,-11.8585
2022-05-24,-23.644,-21.555,-14.64,-12.075500000000002
2022-05-25,-23.226,-21.568,-14.416,-12.2685
2022-05-26,-22.261999999999997,-21.551499999999997,-13.745999999999999,-12.4885
2022-05-27,-20.887999999999998,-21.3745,-12.65,-12.435500000000001
2022-05-31,-20.308,-21.2585,-11.966,-12.449
2022-06-01,-19.752000000000002,-21.2785,-11.245999999999999,-12.502500000000001
2022-06-02,-19.268,-21.455000000000002,-10.34,-12.606
2022-06-03,-19.366,-21.5715,-10.056000000000001,-12.624500000000001
2022-06-06,-19.636,-21.682499999999997,-10.154,-12.604
2022-06-07,-19.895999999999997,-21.656,-9.982,-12.4025
2022-06-08,-20.238,-21.613999999999997,-9.918000000000001,-12.26
2022-06-09,-21.195999999999998,-21.7025,-10.59,-12.152
2022-06-10,-22.52,-21.884,-11.475999999999999,-12.1665
2022-06-13,-24.330000000000002,-22.202499999999997,-13.048000000000002,-12.438500000000001
2022-06-14,-26.474,-22.543499999999998,-14.831999999999999,-12.705
2022-06-15,-28.156,-22.9475,-16.194,-12.999500000000001
2022-06-16,-29.321999999999996,-23.253,-17.676,-13.255500000000001
2022-06-17,-29.869999999999997,-23.5045,-18.614,-13.472999999999999
2022-06-21,-29.506,-23.59,-18.532,-13.596
2022-06-22,-29.006,-23.921,-18.444,-13.806000000000001
2022-06-23,-28.994,-24.285,-18.416,-13.9435
2022-06-24,-28.791999999999994,-24.6445,-17.356,-13.9905
2022-06-27,-28.601999999999997,-25.0895,-16.4,-14.136499999999998
2022-06-28,-28.860000000000003,-25.583000000000002,-16.184,-14.479499999999998
2022-06-29,-29.184000000000005,-26.139999999999997,-15.992,-14.8125
2022-06-30,-29.6,-26.747000000000003,-16.096,-15.156
2022-07-01,-29.764,-27.2685,-16.446,-15.517
2022-07-05,-30.084000000000003,-27.769,-16.706,-15.799000000000001
2022-07-06,-30.476,-28.293,-16.55,-16.0785
2022-07-07,-30.306,-28.7425,-16.096,-16.341
2022-07-08,-29.846000000000004,-29.148999999999994,-15.524000000000001,-16.5575
2022-07-11,-29.886000000000003,-29.441000000000003,-15.395999999999997,-16.7185
2022-07-12,-29.832,-29.597,-15.447999999999999,-16.792
2022-07-13,-29.898000000000003,-29.685000000000002,-15.632,-16.7245
2022-07-14,-30.663999999999998,-29.790000000000003,-16.1,-16.658
2022-07-15,-30.46,-29.725,-16.252000000000002,-16.572
2022-07-18,-30.106,-29.637,-16.352,-16.3875
2022-07-19,-29.222,-29.434999999999995,-15.857999999999999,-16.103
2022-07-20,-28.101999999999997,-29.334000000000003,-15.184000000000001,-15.8875
2022-07-21,-26.538,-29.173000000000002,-14.296000000000001,-15.620999999999999
2022-07-22,-26.012,-28.979499999999994,-13.868,-15.434999999999999
2022-07-25,-25.357999999999997,-28.778499999999998,-13.288,-15.370499999999998
2022-07-26,-25.492,-28.6575,-13.352,-15.341
2022-07-27,-25.39,-28.466499999999996,-13.086000000000002,-15.113
2022-07-28,-25.538,-28.2615,-12.774,-14.8165
2022-07-29,-25.37,-27.921999999999997,-12.053999999999998,-14.4245
2022-08-01,-25.246000000000002,-27.649,-11.350000000000001,-14.0965
2022-08-02,-25.044,-27.3975,-10.53,-13.797
2022-08-03,-24.881999999999998,-27.068,-9.94,-13.460500000000001
2022-08-04,-24.68,-26.855,-9.578,-13.187000000000001
2022-08-05,-24.509999999999998,-26.588,-9.496,-12.9175
2022-08-08,-24.584,-26.323500000000003,-9.425999999999998,-12.604000000000001
2022-08-09,-24.302,-26.014999999999997,-9.319999999999999,-12.265
2022-08-10,-23.866,-25.56,-9.162,-11.843
2022-08-11,-23.089999999999996,-24.9615,-8.992,-11.41
2022-08-12,-22.38,-24.567999999999998,-8.581999999999999,-11.0
2022-08-15,-21.529999999999998,-24.179499999999997,-8.104000000000001,-10.542
2022-08-16,-20.695999999999998,-23.8835,-7.554,-10.189
2022-08-17,-20.284,-23.6055,-7.348000000000001,-9.884
2022-08-18,-20.172000000000004,-23.37,-7.104000000000001,-9.611999999999998
2022-08-19,-20.416000000000004,-23.169,-7.244,-9.344
2022-08-22,-20.87,-23.0575,-7.696,-9.144
2022-08-23,-21.532,-22.8935,-8.198,-8.9005
2022-08-24,-22.092000000000002,-22.781,-8.578,-8.757
2022-08-25,-22.428000000000004,-22.5925,-8.822,-8.623999999999999
2022-08-26,-22.858,-22.541,-9.31,-8.658
2022-08-29,-23.1,-22.521,-9.620000000000001,-8.7115
2022-08-30,-23.194,-22.431,-10.028,-8.774999999999999
2022-08-31,-23.466,-22.427,-10.562,-8.9125
2022-09-01,-23.838,-22.381999999999998,-11.175999999999998,-9.0235
2022-09-02,-23.89,-22.386,-11.492,-9.157
2022-09-06,-24.012,-22.378,-11.768,-9.297
2022-09-07,-24.0,-22.3555,-11.664,-9.361
2022-09-08,-23.398,-22.31,-11.366,-9.4635
2022-09-09,-22.759999999999998,-22.299500000000002,-10.912,-9.503499999999999
2022-09-12,-21.974,-22.2845,-10.162,-9.552
2022-09-13,-21.630000000000003,-22.403,-10.129999999999999,-9.803500000000001
2022-09-14,-21.532000000000004,-22.5645,-10.290000000000001,-10.045
2022-09-15,-21.604,-22.639999999999997,-10.74,-10.311499999999999
2022-09-16,-21.964,-22.7475,-11.57,-10.620000000000001
2022-09-19,-22.216,-22.7345,-12.453999999999999,-10.8545
2022-09-20,-22.148000000000003,-22.7225,-12.774,-11.073
2022-09-21,-22.476,-22.8005,-13.45,-11.358
2022-09-22,-23.368000000000002,-22.959,-14.080000000000002,-11.687000000000001
2022-09-23,-24.434,-23.249000000000002,-14.851999999999999,-12.127500000000001
2022-09-26,-26.056,-23.534,-15.906,-12.503499999999999
2022-09-27,-27.653999999999996,-23.860999999999997,-16.812,-12.871
2022-09-28,-28.576,-24.145999999999997,-17.18,-13.146
2022-09-29,-29.394,-24.441,-17.748,-13.483500000000001
2022-09-30,-30.076,-24.808500000000002,-18.288,-13.905499999999998
2022-10-03,-29.902000000000005,-25.037,-18.168,-14.172500000000003
2022-10-04,-28.944,-25.094,-17.518,-14.3085
2022-10-05,-28.416000000000004,-25.25,-17.14,-14.515
2022-10-06,-27.910000000000004,-25.569,-16.595999999999997,-14.791000000000002
2022-10-07,-27.518,-25.998,-16.264,-15.243500000000001
2022-10-10,-27.712,-26.471500000000002,-16.554,-15.770500000000002
2022-10-11,-28.887999999999998,-26.908499999999997,-17.436,-16.135
2022-10-12,-29.818,-27.321500000000004,-18.338,-16.526999999999997
2022-10-13,-29.71,-27.595499999999998,-18.654,-16.7695
2022-10-14,-29.278,-27.8265,-18.878,-17.070500000000003
2022-10-17,-27.933999999999997,-27.901,-18.582,-17.3025
2022-10-18,-25.610000000000003,-27.774,-17.99,-17.439
2022-10-19,-23.764000000000003,-27.6435,-17.464,-17.530499999999996
2022-10-20,-22.85,-27.465999999999998,-17.482,-17.619999999999997
2022-10-21,-21.369999999999997,-27.0605,-16.747999999999998,-17.544500000000003
2022-10-24,-20.708,-26.564,-16.216,-17.380000000000003
2022-10-25,-20.474,-25.979000000000003,-15.602,-17.1365
2022-10-26,-19.66,-25.4145,-15.0,-16.9855
2022-10-27,-18.668,-24.7845,-14.356,-16.772
2022-10-28,-18.104000000000003,-24.0675,-13.709999999999999,-16.4
2022-10-31,-17.657999999999998,-23.503,-13.38,-16.183
2022-11-01,-17.206,-23.0445,-13.325999999999999,-16.0885
2022-11-02,-16.944,-22.5465,-13.568000000000001,-16.0925
2022-11-03,-16.85,-22.0195,-13.892000000000001,-16.095999999999997
2022-11-04,-16.496000000000002,-21.312,-14.372,-15.927000000000001
2022-11-07,-15.978,-20.569499999999998,-14.581999999999999,-15.690000000000001
2022-11-08,-15.575999999999999,-19.7165,-14.696000000000002,-15.4035
2022-11-09,-15.354000000000003,-18.930500000000002,-14.73,-15.1905
2022-11-10,-14.420000000000002,-18.197,-13.697999999999999,-14.857
2022-11-11,-13.780000000000001,-17.4375,-12.734,-14.391
2022-11-14,-13.49,-16.9585,-12.064,-14.060500000000001
2022-11-15,-13.264000000000001,-16.63,-11.342,-13.741499999999998
2022-11-16,-12.953999999999999,-16.228,-10.412,-13.4275
2022-11-17,-13.346,-15.821000000000002,-10.426,-13.093
2022-11-18,-13.838,-15.554499999999999,-10.528,-12.836000000000002
2022-11-21,-14.028,-15.288499999999999,-10.552000000000001,-12.6445
2022-11-22,-14.123999999999999,-15.0425,-10.488000000000001,-12.463
2022-11-23,-14.032,-14.821000000000002,-10.180000000000001,-12.2225
2022-11-25,-13.825999999999999,-14.610500000000002,-9.824,-11.96
2022-11-28,-13.943999999999999,-14.514500000000002,-9.825999999999999,-11.865
2022-11-29,-14.056000000000001,-14.388,-9.798,-11.749
2022-11-30,-13.879999999999999,-14.210999999999999,-9.464,-11.4975
2022-12-01,-14.218,-14.139499999999998,-9.198,-11.129999999999999
2022-12-02,-14.782,-14.0935,-8.956,-10.725999999999999
2022-12-05,-15.690000000000001,-14.312999999999999,-8.748000000000001,-10.459
2022-12-06,-17.298000000000002,-14.717999999999998,-8.76,-10.2935
2022-12-07,-19.376,-15.161000000000001,-9.344,-10.1595
2022-12-08,-21.116,-15.579999999999998,-9.834,-9.906000000000002
2022-12-09,-22.689999999999998,-16.160999999999998,-10.424000000000001,-9.9075
2022-12-12,-23.451999999999998,-16.731,-10.454,-9.889
2022-12-13,-23.562,-17.235999999999997,-10.102,-9.803
2022-12-14,-23.77,-17.7875,-9.824000000000002,-9.780000000000001
2022-12-15,-24.078,-18.361,-10.118,-9.8325
2022-12-16,-24.392,-18.9225,-10.492,-9.924
2022-12-19,-24.694,-19.445,-11.258,-10.0715
2022-12-20,-24.946,-19.9655,-12.209999999999999,-10.2175
2022-12-21,-24.762,-20.447,-12.802000000000001,-10.3585
2022-12-22,-24.478,-20.9725,-13.197999999999999,-10.587
2022-12-23,-24.126,-21.4975,-13.294,-10.7915
2022-12-27,-23.910000000000004,-21.936500000000002,-13.309999999999999,-10.942499999999999
2022-12-28,-23.644,-22.3625,-13.478,-11.1375
2022-12-29,-23.432,-22.835,-13.602,-11.392999999999999
2022-12-30,-23.096,-23.192,-13.532,-11.6705
2023-01-03,-22.516,-23.431,-13.558000000000002,-11.942
2023-01-04,-21.674,-23.432499999999997,-13.398000000000001,-12.105
2023-01-05,-20.976,-23.282,-13.216,-12.2515
2023-01-06,-20.288,-23.063,-12.948000000000002,-12.294
2023-01-09,-19.836,-22.872,-12.646,-12.3735
2023-01-10,-19.556,-22.6475,-12.218,-12.3905
2023-01-11,-19.444,-22.430500000000002,-11.690000000000001,-12.414
2023-01-12,-19.256,-22.2055,-10.91,-12.4535
2023-01-13,-18.87,-21.838,-10.444,-12.449
2023-01-17,-18.574,-21.496,-9.992,-12.342
2023-01-18,-18.762,-21.240000000000002,-9.952,-12.255500000000001
2023-01-19,-19.302,-21.0825,-10.256,-12.1635
2023-01-20,-19.592000000000002,-20.866999999999997,-10.308,-11.978
2023-01-23,-20.02,-20.6525,-10.213999999999999,-11.802
2023-01-24,-19.996000000000002,-20.3755,-10.113999999999999,-11.571000000000002
2023-01-25,-19.456,-20.072499999999998,-9.72,-11.362
2023-01-26,-18.464,-19.721,-9.012,-11.089
2023-01-27,-17.712,-19.384,-8.57,-10.751
2023-01-30,-17.252000000000002,-19.107499999999998,-8.568,-10.5435
2023-01-31,-16.824,-18.807499999999997,-8.291999999999998,-10.261
2023-02-01,-16.259999999999998,-18.5085,-7.794,-9.921
2023-02-02,-15.822,-18.258000000000003,-7.231999999999999,-9.5475
2023-02-03,-15.297999999999998,-17.9645,-6.914,-9.175500000000001
2023-02-06,-14.73,-17.718,-6.473999999999999,-8.925
2023-02-07,-14.059999999999999,-17.363500000000002,-6.09,-8.622
2023-02-08,-13.792000000000002,-17.0675,-6.104,-8.3925
2023-02-09,-13.984,-16.893,-6.5040000000000004,-8.251000000000001
2023-02-10,-14.38,-16.7455,-6.6739999999999995,-8.1165
2023-02-13,-14.713999999999999,-16.679000000000002,-6.564,-7.955
2023-02-14,-15.25,-16.532500000000002,-6.6579999999999995,-7.788500000000001
2023-02-15,-15.687999999999999,-16.299,-6.531999999999999,-7.5375
2023-02-16,-15.894,-16.041,-6.478,-7.3065
2023-02-17,-16.002000000000002,-15.848000000000003,-6.5,-7.164500000000001
2023-02-21,-16.534,-15.8075,-6.984,-7.147500000000001
2023-02-22,-17.16,-15.823500000000001,-7.4799999999999995,-7.13
2023-02-23,-17.772,-15.878,-7.956,-7.096500000000001
2023-02-24,-18.276,-15.994,-8.379999999999999,-7.1485
2023-02-27,-18.811999999999998,-16.123,-8.716,-7.2010000000000005
2023-02-28,-18.913999999999998,-16.223000000000003,-8.828,-7.2125
2023-03-01,-18.898000000000003,-16.342000000000002,-8.937999999999999,-7.291500000000001
2023-03-02,-19.168,-16.605,-9.001999999999999,-7.3985
2023-03-03,-19.106,-16.815,-8.663999999999998,-7.5065
2023-03-06,-19.076,-17.067500000000003,-8.358,-7.561999999999999
2023-03-07,-19.6,-17.4405,-8.256,-7.6579999999999995
2023-03-08,-20.339999999999996,-17.912,-8.112,-7.797
2023-03-09,-21.726,-18.588500000000003,-8.396,-7.971499999999999
2023-03-10,-23.546,-19.2055,-9.168000000000001,-8.1725
2023-03-13,-26.157999999999998,-20.011999999999997,-9.985999999999999,-8.389999999999999
2023-03-14,-28.139999999999997,-20.797,-10.256,-8.581
2023-03-15,-30.044,-21.6105,-10.658,-8.797
2023-03-16,-30.776,-22.360500000000002,-10.453999999999999,-8.952
2023-03-17,-31.926,-23.213500000000003,-10.203999999999999,-9.104000000000001
2023-03-20,-32.284000000000006,-24.0825,-9.768,-9.206999999999999
2023-03-21,-32.364,-24.7545,-9.384,-9.181000000000001
2023-03-22,-32.766,-25.512,-9.190000000000001,-9.2245
2023-03-23,-33.712,-26.345499999999998,-9.248000000000001,-9.275
2023-03-24,-34.034000000000006,-27.153000000000002,-9.069999999999999,-9.2765
2023-03-27,-33.681999999999995,-27.8,-9.02,-9.283
2023-03-28,-33.903999999999996,-28.502,-9.232000000000001,-9.282
2023-03-29,-33.416000000000004,-29.141499999999997,-8.894,-9.2135
2023-03-30,-32.786,-29.75,-8.49,-9.147
2023-03-31,-32.092,-30.3995,-7.8740000000000006,-9.079
2023-04-03,-31.907999999999998,-31.008000000000003,-7.19,-8.991000000000001
2023-04-04,-31.836000000000002,-31.561,-6.578,-8.8625
2023-04-05,-32.186,-32.103,-6.264,-8.7515
2023-04-06,-32.263999999999996,-32.384499999999996,-5.988,-8.545
2023-04-10,-32.44,-32.623000000000005,-5.9479999999999995,-8.274
2023-04-11,-32.38,-32.5635,-6.004,-7.9955
2023-04-12,-32.142,-32.5615,-6.029999999999999,-7.806
2023-04-13,-31.703999999999997,-32.518,-5.772,-7.529999999999999
2023-04-14,-30.901999999999997,-32.416,-5.622,-7.337000000000001
2023-04-17,-29.740000000000002,-32.0765,-5.428,-7.08
2023-04-18,-28.856,-31.7065,-5.224,-6.8595
2023-04-19,-28.101999999999997,-31.496,-4.948,-6.697
2023-04-20,-27.462,-31.191999999999997,-5.018000000000001,-6.487
2023-04-21,-27.296,-30.812,-5.037999999999999,-6.2845
2023-04-24,-27.589999999999996,-30.4655,-5.098000000000001,-6.087
2023-04-25,-28.415999999999997,-30.390000000000004,-5.42,-5.9595
2023-04-26,-29.194,-30.3185,-5.8100000000000005,-5.841500000000001
2023-04-27,-29.679999999999996,-30.258000000000003,-5.786,-5.71
2023-04-28,-29.964,-30.1065,-5.638,-5.5715
2023-05-01,-30.182,-29.988,-5.504,-5.4944999999999995
2023-05-02,-30.380000000000003,-30.008,-5.316,-5.4910000000000005
2023-05-03,-30.528,-29.991500000000002,-5.176,-5.4910000000000005
2023-05-04,-31.308,-30.0385,-5.47,-5.5115
2023-05-05,-31.932,-30.023500000000002,-5.588,-5.471500000000001
2023-05-08,-32.578,-30.022499999999997,-5.708,-5.4345
2023-05-09,-32.815999999999995,-30.116999999999997,-5.71,-5.4174999999999995
2023-05-10,-33.076,-30.225,-5.514,-5.362
2023-05-11,-32.886,-30.333999999999996,-5.218000000000001,-5.372999999999999
2023-05-12,-33.186,-30.5945,-5.258,-5.3805000000000005
2023-05-15,-33.206,-30.889,-5.244,-5.3885
2023-05-16,-33.352,-31.241000000000003,-5.274,-5.430000000000001
2023-05-17,-32.748000000000005,-31.3865,-5.166,-5.416500000000001
2023-05-18,-32.226,-31.525,-4.85,-5.331
2023-05-19,-31.732,-31.703500000000002,-4.54,-5.255999999999999
2023-05-22,-31.397999999999996,-31.841,-4.28,-5.184
2023-05-23,-30.806,-31.8385,-4.109999999999999,-5.1025
2023-05-24,-31.034,-31.8465,-4.3,-5.039
2023-05-25,-31.18,-31.9,-4.51,-5.012
2023-05-26,-31.084000000000003,-31.9835,-4.446,-4.958
2023-05-30,-31.121999999999996,-32.076,-4.388,-4.905
2023-05-31,-31.506,-32.12,-4.220000000000001,-4.8285
2023-06-01,-31.526,-32.096,-3.716,-4.674
2023-06-02,-31.130000000000003,-31.8555,-3.096,-4.4185
2023-06-05,-30.886000000000003,-31.721999999999998,-2.758,-4.250500000000001
2023-06-06,-30.28,-31.501500000000004,-2.386,-4.0745
2023-06-07,-29.324,-31.247000000000003,-1.9760000000000002,-3.8950000000000005
2023-06-08,-28.619999999999997,-30.982,-1.6440000000000001,-3.7065000000000006
2023-06-09,-28.345999999999997,-30.720500000000005,-1.558,-3.5035000000000003
2023-06-12,-28.056,-30.439500000000002,-1.254,-3.2495
2023-06-13,-27.972,-30.193,-0.86,-2.9785
2023-06-14,-28.148000000000003,-29.945999999999998,-0.388,-2.6735
2023-06-15,-28.080000000000002,-29.814999999999998,0.22200000000000003,-2.3594999999999997
2023-06-16,-28.119999999999997,-29.694,0.7260000000000001,-2.1095
2023-06-20,-28.248,-29.5685,0.958,-1.875
2023-06-21,-28.656,-29.5075,0.9520000000000002,-1.6705
2023-06-22,-29.224,-29.5505,1.004,-1.395
2023-06-23,-30.018,-29.561,0.652,-1.1215
2023-06-26,-30.556,-29.538,0.292,-0.909
2023-06-27,-30.863999999999997,-29.5135,0.242,-0.7030000000000001
2023-06-28,-31.108000000000004,-29.504,0.30999999999999994,-0.496
2023-06-29,-30.764,-29.365,0.304,-0.26400000000000007
2023-06-30,-30.302,-29.255000000000003,0.682,-0.022
2023-07-03,-29.642000000000003,-29.165999999999997,1.1720000000000002,0.158
2023-07-05,-29.115999999999996,-29.071000000000005,1.4,0.3365
2023-07-06,-28.895999999999997,-29.157999999999998,1.456,0.46449999999999997
2023-07-07,-28.844,-29.244999999999997,1.468,0.597
2023-07-10,-28.742,-29.285500000000003,1.3,0.7140000000000001
2023-07-11,-28.830000000000002,-29.287,1.23,0.8550000000000001
2023-07-12,-28.689999999999998,-29.229499999999994,1.3619999999999999,0.9904999999999999
2023-07-13,-28.008,-29.166999999999994,1.8199999999999998,1.1345
2023-07-14,-27.721999999999998,-29.1385,2.308,1.2710000000000001
2023-07-17,-27.357999999999997,-29.105,2.812,1.3615
2023-07-18,-26.528000000000002,-28.889000000000003,3.344,1.5095
2023-07-19,-25.458,-28.532,3.7619999999999996,1.6915
2023-07-20,-24.46,-28.118000000000002,3.882,1.8669999999999998
2023-07-21,-23.046,-27.594,4.0200000000000005,2.025
2023-07-24,-21.442,-26.961000000000002,4.1739999999999995,2.242
2023-07-25,-20.728,-26.432,4.224,2.4925
2023-07-26,-20.294,-25.889500000000005,4.234,2.6895
2023-07-27,-20.166,-25.3825,4.26,2.8545000000000003
2023-07-28,-20.206,-24.9545,4.454,3.0625
2023-07-31,-20.528,-24.517500000000002,4.595999999999999,3.2205
2023-08-01,-20.676000000000002,-24.1905,4.616,3.3534999999999995
2023-08-02,-21.128000000000004,-23.8925,4.406000000000001,3.441
2023-08-03,-21.264,-23.4745,4.27,3.558
2023-08-04,-21.42,-23.0985,3.886,3.6670000000000003
2023-08-07,-21.386000000000003,-22.6785,3.6100000000000003,3.7979999999999996
2023-08-08,-21.494,-22.3565,3.342,3.8815
2023-08-09,-21.57,-22.1125,3.2060000000000004,3.9019999999999997
2023-08-10,-21.708,-21.8995,3.1220000000000003,3.8835
2023-08-11,-21.676,-21.587,3.104,3.8659999999999997
2023-08-14,-22.009999999999998,-21.341500000000003,3.024,3.851
2023-08-15,-22.464,-21.3405,2.848,3.7574999999999994
2023-08-16,-22.996000000000002,-21.497,2.666,3.6279999999999992
2023-08-17,-23.558,-21.674,2.366,3.5044999999999993
2023-08-18,-24.302,-21.901,2.09,3.3835
2023-08-21,-24.906,-22.2075,1.8239999999999998,3.2634999999999996
2023-08-22,-25.416000000000004,-22.5125,1.6780000000000002,3.1209999999999996
2023-08-23,-25.701999999999998,-22.849,1.7759999999999998,3.0134999999999996
2023-08-24,-25.927999999999997,-23.1145,1.8039999999999998,2.8905
2023-08-25,-26.136000000000003,-23.3835,1.908,2.747
2023-08-28,-26.27,-23.643,2.0100000000000002,2.617
2023-08-29,-26.022,-23.848999999999997,2.3440000000000003,2.553
2023-08-30,-25.820000000000004,-24.022000000000002,2.59,2.5595
2023-08-31,-25.802,-24.249000000000002,3.0,2.573
2023-09-01,-25.538,-24.413,3.336,2.6094999999999997
2023-09-05,-25.474,-24.665,3.524,2.5955
2023-09-06,-25.660000000000004,-24.8905,3.4,2.5675
2023-09-07,-25.926,-25.111,3.166,2.5495
2023-09-08,-25.951999999999998,-25.31,2.974,2.5360000000000005
