Date,rate_IBM,rate_IBM_5D,rate_IBM_20D,rate_VOO,rate_VOO_5D,rate_VOO_20D
2022-04-12,-5.9,-4.712000000000001,-3.6445,-5.28,-4.044,-3.119
2022-04-13,-5.78,-5.186,-3.6725000000000003,-4.23,-4.176,-3.0345
2022-04-14,-5.47,-5.476000000000001,-3.7185,-5.37,-4.630000000000001,-3.063
2022-04-18,-5.76,-5.704,-3.8085,-5.35,-5.034000000000001,-3.1420000000000003
2022-04-19,-3.55,-5.292,-3.7640000000000002,-3.88,-4.822000000000001,-3.1475
2022-04-20,3.25,-3.4620000000000006,-3.4144999999999994,-3.95,-4.556,-3.211
2022-04-21,4.38,-1.4300000000000002,-2.9805,-5.34,-4.7780000000000005,-3.283
2022-04-22,3.2,0.3040000000000001,-2.6405000000000003,-7.86,-5.276,-3.5345
2022-04-25,3.83,2.222,-2.3465,-7.37,-5.680000000000001,-3.7855000000000003
2022-04-26,1.67,3.2660000000000005,-2.165,-9.95,-6.894,-4.1985
2022-04-27,0.83,2.782,-2.043,-9.73,-8.05,-4.661
2022-04-28,1.34,2.1740000000000004,-1.9024999999999999,-7.52,-8.485999999999999,-4.9825
2022-04-29,-1.28,1.278,-1.8145,-10.83,-9.08,-5.3955
2022-05-02,-0.65,0.38199999999999995,-1.7045,-9.99,-9.604,-5.7829999999999995
2022-05-03,-1.03,-0.158,-1.6175000000000002,-9.62,-9.538,-6.1915
2022-05-04,2.54,0.184,-1.302,-6.99,-8.99,-6.410000000000001
2022-05-05,1.46,0.20800000000000002,-1.0585,-10.13,-9.512,-6.7379999999999995
2022-05-06,2.74,1.012,-0.7204999999999999,-10.67,-9.48,-7.1165
2022-05-09,0.38,1.218,-0.4704999999999999,-13.43,-10.168,-7.6215
2022-05-10,-3.55,0.7140000000000001,-0.3675,-13.22,-10.888,-8.0355
2022-05-11,-2.35,-0.26399999999999996,-0.18999999999999997,-14.58,-12.406,-8.500499999999999
2022-05-12,-0.76,-0.708,0.06100000000000004,-14.64,-13.308000000000002,-9.021
2022-05-13,-0.24,-1.3039999999999998,0.3225,-12.68,-13.709999999999999,-9.3865
2022-05-16,0.81,-1.218,0.651,-12.99,-13.622,-9.7685
2022-05-17,3.29,0.15,0.993,-11.29,-13.236,-10.139
2022-05-18,-0.74,0.4720000000000001,0.7935000000000001,-14.71,-13.262,-10.677
2022-05-19,-3.18,-0.012000000000000099,0.4155000000000001,-15.27,-13.388,-11.1735
2022-05-20,-4.05,-0.774,0.053000000000000026,-15.25,-13.901999999999997,-11.543000000000001
2022-05-23,-2.05,-1.3459999999999999,-0.24099999999999996,-13.68,-14.040000000000001,-11.8585
2022-05-24,-0.1,-2.024,-0.32949999999999996,-14.29,-14.64,-12.075500000000002
2022-05-25,0.34,-1.8079999999999998,-0.354,-13.59,-14.416,-12.2685
2022-05-26,2.19,-0.734,-0.31149999999999994,-11.92,-13.745999999999999,-12.4885
2022-05-27,3.96,0.868,-0.04949999999999997,-9.77,-12.65,-12.435500000000001
2022-05-31,3.64,2.006,0.16500000000000004,-10.26,-11.966,-12.449
2022-06-01,3.97,2.82,0.41500000000000004,-10.69,-11.245999999999999,-12.502500000000001
2022-06-02,4.5,3.6519999999999997,0.5130000000000001,-9.06,-10.34,-12.606
2022-06-03,5.25,4.264,0.7025,-10.5,-10.056000000000001,-12.624500000000001
2022-06-06,6.5,4.772,0.8905000000000001,-10.26,-10.154,-12.604
2022-06-07,6.42,5.328,1.1925,-9.4,-9.982,-12.4025
2022-06-08,4.99,5.532000000000001,1.6195,-10.37,-9.918000000000001,-12.26
2022-06-09,2.89,5.21,1.8815000000000002,-12.42,-10.59,-12.152
2022-06-10,1.59,4.478,1.9989999999999999,-14.93,-11.475999999999999,-12.1665
2022-06-13,0.8,3.338,2.051,-18.12,-13.048000000000002,-12.438500000000001
2022-06-14,1.25,2.304,2.073,-18.32,-14.831999999999999,-12.705
2022-06-15,2.24,1.754,2.0204999999999997,-17.18,-16.194,-12.999500000000001
2022-06-16,1.21,1.418,2.118,-19.83,-17.676,-13.255500000000001
2022-06-17,0.74,1.248,2.314,-19.62,-18.614,-13.472999999999999
2022-06-21,2.82,1.652,2.6574999999999998,-17.71,-18.532,-13.596
2022-06-22,2.25,1.8519999999999999,2.8725,-17.88,-18.444,-13.806000000000001
2022-06-23,3.25,2.054,3.04,-17.04,-18.416,-13.9435
2022-06-24,5.92,2.9959999999999996,3.319,-14.53,-17.356,-13.9905
2022-06-27,6.47,4.142,3.533,-14.84,-16.4,-14.136499999999998
2022-06-28,5.77,4.732,3.6235,-16.63,-16.184,-14.479499999999998
2022-06-29,4.92,5.266,3.6875,-16.92,-15.992,-14.8125
2022-06-30,5.27,5.67,3.7525,-17.56,-16.096,-15.156
2022-07-01,5.08,5.502000000000001,3.7815,-16.28,-16.446,-15.517
2022-07-05,2.56,4.72,3.647,-16.14,-16.706,-15.799000000000001
2022-07-06,2.9,4.145999999999999,3.4669999999999996,-15.85,-16.55,-16.0785
2022-07-07,4.93,4.148000000000001,3.3924999999999996,-14.65,-16.096,-16.341
2022-07-08,4.66,4.026000000000001,3.376,-14.7,-15.524000000000001,-16.5575
2022-07-11,5.05,4.02,3.4839999999999995,-15.64,-15.395999999999997,-16.7185
2022-07-12,3.7,4.248,3.5894999999999997,-16.4,-15.447999999999999,-16.792
2022-07-13,2.22,4.112,3.6605,-16.77,-15.632,-16.7245
2022-07-14,3.61,3.8480000000000003,3.7784999999999997,-16.99,-16.1,-16.658
2022-07-15,4.25,3.7659999999999996,3.879,-15.46,-16.252000000000002,-16.572
2022-07-18,2.92,3.34,3.9644999999999997,-16.14,-16.352,-16.3875
2022-07-19,-2.45,2.1100000000000003,3.8049999999999997,-13.93,-15.857999999999999,-16.103
2022-07-20,-3.71,0.9239999999999998,3.4785000000000004,-13.4,-15.184000000000001,-15.8875
2022-07-21,-5.22,-0.842,3.1049999999999995,-12.55,-14.296000000000001,-15.620999999999999
2022-07-22,-4.4,-2.572,2.7224999999999997,-13.32,-13.868,-15.434999999999999
2022-07-25,-4.19,-3.9940000000000007,2.2169999999999996,-13.24,-13.288,-15.370499999999998
2022-07-26,-4.53,-4.410000000000001,1.6669999999999998,-14.25,-13.352,-15.341
2022-07-27,-3.76,-4.42,1.1905,-12.07,-13.086000000000002,-15.113
2022-07-28,-3.68,-4.112,0.7605,-10.99,-12.774,-14.8165
2022-07-29,-2.52,-3.7359999999999998,0.3709999999999999,-9.72,-12.053999999999998,-14.4245
2022-08-01,-1.55,-3.2079999999999997,0.039499999999999945,-9.72,-11.350000000000001,-14.0965
2022-08-02,-1.68,-2.638,-0.17250000000000004,-10.15,-10.53,-13.797
2022-08-03,-1.38,-2.162,-0.38650000000000007,-9.12,-9.94,-13.460500000000001
2022-08-04,-1.77,-1.78,-0.7215,-9.18,-9.578,-13.187000000000001
2022-08-05,-1.31,-1.5379999999999998,-1.02,-9.31,-9.496,-12.9175
2022-08-08,-1.23,-1.474,-1.334,-9.37,-9.425999999999998,-12.604000000000001
2022-08-09,-2.83,-1.704,-1.6605,-9.62,-9.319999999999999,-12.265
2022-08-10,-1.8,-1.7880000000000003,-1.8615,-8.33,-9.162,-11.843
2022-08-11,-1.27,-1.688,-2.1055,-8.33,-8.992,-11.41
2022-08-12,-0.52,-1.5299999999999998,-2.344,-7.26,-8.581999999999999,-11.0
2022-08-15,-0.05,-1.294,-2.4925,-6.98,-8.104000000000001,-10.542
2022-08-16,0.76,-0.576,-2.3320000000000003,-6.87,-7.554,-10.189
2022-08-17,1.37,0.05800000000000001,-2.0780000000000003,-7.3,-7.348000000000001,-9.884
2022-08-18,2.01,0.714,-1.7165000000000004,-7.11,-7.104000000000001,-9.611999999999998
2022-08-19,1.66,1.15,-1.4135,-7.96,-7.244,-9.344
2022-08-22,0.26,1.212,-1.191,-9.24,-7.696,-9.144
2022-08-23,-0.14,1.032,-0.9715,-9.38,-8.198,-8.9005
2022-08-24,-0.89,0.5799999999999998,-0.8280000000000001,-9.2,-8.578,-8.757
2022-08-25,-0.52,0.07399999999999998,-0.6700000000000002,-8.33,-8.822,-8.623999999999999
2022-08-26,-2.29,-0.716,-0.6585000000000001,-10.4,-9.31,-8.658
2022-08-29,-2.32,-1.232,-0.6970000000000001,-10.79,-9.620000000000001,-8.7115
2022-08-30,-2.68,-1.7399999999999998,-0.7470000000000001,-11.42,-10.028,-8.774999999999999
2022-08-31,-3.24,-2.21,-0.8400000000000001,-11.87,-10.562,-8.9125
2022-09-01,-2.57,-2.62,-0.8800000000000001,-11.4,-11.175999999999998,-9.0235
2022-09-02,-3.48,-2.8579999999999997,-0.9885000000000002,-11.98,-11.492,-9.157
2022-09-06,-3.99,-3.192,-1.1265,-12.17,-11.768,-9.297
2022-09-07,-3.38,-3.332,-1.154,-10.9,-11.664,-9.361
2022-09-08,-2.86,-3.2559999999999993,-1.207,-10.38,-11.366,-9.4635
2022-09-09,-2.37,-3.216,-1.262,-9.13,-10.912,-9.503499999999999
2022-09-12,-1.36,-2.7920000000000003,-1.304,-8.23,-10.162,-9.552
2022-09-13,-3.81,-2.7560000000000002,-1.492,-12.01,-10.129999999999999,-9.803500000000001
2022-09-14,-3.49,-2.778,-1.7045000000000001,-11.7,-10.290000000000001,-10.045
2022-09-15,-5.08,-3.222,-2.027,-12.63,-10.74,-10.311499999999999
2022-09-16,-3.8,-3.508,-2.3175,-13.28,-11.57,-10.620000000000001
2022-09-19,-3.47,-3.9300000000000006,-2.5740000000000003,-12.65,-12.453999999999999,-10.8545
2022-09-20,-4.52,-4.072,-2.8129999999999997,-13.61,-12.774,-11.073
2022-09-21,-5.53,-4.48,-3.0825,-15.08,-13.45,-11.358
2022-09-22,-5.25,-4.514,-3.3005000000000004,-15.78,-14.080000000000002,-11.687000000000001
2022-09-23,-7.16,-5.186000000000001,-3.6324999999999994,-17.14,-14.851999999999999,-12.127500000000001
2022-09-26,-7.68,-6.0280000000000005,-3.902,-17.92,-15.906,-12.503499999999999
2022-09-27,-7.88,-6.7,-4.18,-18.14,-16.812,-12.871
2022-09-28,-7.12,-7.017999999999999,-4.402,-16.92,-17.18,-13.146
2022-09-29,-7.96,-7.56,-4.638,-18.62,-17.748,-13.483500000000001
2022-09-30,-10.06,-8.14,-5.0125,-19.84,-18.288,-13.905499999999998
2022-10-03,-7.85,-8.174,-5.231,-17.32,-18.168,-14.172500000000003
2022-10-04,-4.89,-7.575999999999999,-5.276,-14.89,-17.518,-14.3085
2022-10-05,-4.72,-7.095999999999999,-5.343,-15.03,-17.14,-14.515
2022-10-06,-7.31,-6.965999999999999,-5.5655,-15.9,-16.595999999999997,-14.791000000000002
2022-10-07,-9.84,-6.922,-5.939,-18.18,-16.264,-15.243500000000001
2022-10-10,-10.63,-7.478,-6.402500000000001,-18.77,-16.554,-15.770500000000002
2022-10-11,-10.59,-8.617999999999999,-6.7415,-19.3,-17.436,-16.135
2022-10-12,-10.77,-9.828,-7.105499999999999,-19.54,-18.338,-16.526999999999997
2022-10-13,-7.61,-9.888000000000002,-7.232000000000001,-17.48,-18.654,-16.7695
2022-10-14,-8.92,-9.703999999999999,-7.4879999999999995,-19.3,-18.878,-17.070500000000003
2022-10-17,-7.82,-9.142,-7.705499999999999,-17.29,-18.582,-17.3025
2022-10-18,-6.75,-8.374,-7.816999999999998,-16.34,-17.99,-17.439
2022-10-19,-7.07,-7.634,-7.894000000000001,-16.91,-17.464,-17.530499999999996
2022-10-20,-2.73,-6.6579999999999995,-7.768000000000001,-17.57,-17.482,-17.619999999999997
2022-10-21,-1.53,-5.180000000000001,-7.4864999999999995,-15.63,-16.747999999999998,-17.544500000000003
2022-10-24,0.56,-3.504,-7.0745000000000005,-14.63,-16.216,-17.380000000000003
2022-10-25,0.75,-2.004,-6.643000000000001,-13.27,-15.602,-17.1365
2022-10-26,2.31,-0.12799999999999995,-6.1715,-13.9,-15.0,-16.9855
2022-10-27,2.13,0.8440000000000001,-5.667,-14.35,-14.356,-16.772
2022-10-28,4.95,2.1399999999999997,-4.9165,-12.4,-13.709999999999999,-16.4
2022-10-31,4.78,2.984,-4.285,-12.98,-13.38,-16.183
2022-11-01,4.6,3.754,-3.8105,-13.0,-13.325999999999999,-16.0885
2022-11-02,3.59,4.01,-3.3950000000000005,-15.11,-13.568000000000001,-16.0925
2022-11-03,1.86,3.9560000000000004,-2.9365,-15.97,-13.892000000000001,-16.095999999999997
2022-11-04,3.69,3.7039999999999997,-2.2600000000000002,-14.8,-14.372,-15.927000000000001
2022-11-07,4.7,3.6879999999999997,-1.4934999999999998,-14.03,-14.581999999999999,-15.690000000000001
2022-11-08,5.78,3.9240000000000004,-0.675,-13.57,-14.696000000000002,-15.4035
2022-11-09,4.1,4.026,0.0685,-15.28,-14.73,-15.1905
2022-11-10,6.54,4.962000000000001,0.776,-10.81,-13.697999999999999,-14.857
2022-11-11,7.77,5.7780000000000005,1.6105,-9.98,-12.734,-14.391
2022-11-14,8.43,6.523999999999999,2.4229999999999996,-10.68,-12.064,-14.060500000000001
2022-11-15,8.51,7.0699999999999985,3.186,-9.96,-11.342,-13.741499999999998
2022-11-16,8.63,7.976000000000001,3.971,-10.63,-10.412,-13.4275
2022-11-17,9.63,8.594,4.589,-10.88,-10.426,-13.093
2022-11-18,10.61,9.162,5.196,-10.49,-10.528,-12.836000000000002
2022-11-21,10.0,9.475999999999999,5.668,-10.8,-10.552000000000001,-12.6445
2022-11-22,11.68,10.11,6.214499999999999,-9.64,-10.488000000000001,-12.463
2022-11-23,11.43,10.669999999999998,6.6705,-9.09,-10.180000000000001,-12.2225
2022-11-25,11.17,10.978,7.1225000000000005,-9.1,-9.824,-11.96
2022-11-28,9.65,10.786000000000001,7.3575,-10.5,-9.825999999999999,-11.865
2022-11-29,9.84,10.754000000000001,7.610499999999999,-10.66,-9.798,-11.749
2022-11-30,11.33,10.684000000000001,7.947,-7.97,-9.464,-11.4975
2022-12-01,11.21,10.639999999999999,8.328,-7.76,-9.198,-11.129999999999999
2022-12-02,10.92,10.59,8.781,-7.89,-8.956,-10.725999999999999
2022-12-05,10.16,10.691999999999998,9.1045,-9.46,-8.748000000000001,-10.459
2022-12-06,10.21,10.766,9.379999999999999,-10.72,-8.76,-10.2935
2022-12-07,10.08,10.516000000000002,9.595,-10.89,-9.344,-10.1595
2022-12-08,10.38,10.35,9.909,-10.21,-9.834,-9.906000000000002
2022-12-09,9.95,10.156,10.0795,-10.84,-10.424000000000001,-9.9075
2022-12-12,11.21,10.366000000000001,10.2515,-9.61,-10.454,-9.889
2022-12-13,11.76,10.676,10.418,-8.96,-10.102,-9.803
2022-12-14,11.47,10.953999999999999,10.565999999999999,-9.5,-9.824000000000002,-9.780000000000001
2022-12-15,8.42,10.562000000000001,10.5555,-11.68,-10.118,-9.8325
2022-12-16,7.53,10.078,10.450500000000002,-12.71,-10.492,-9.924
2022-12-19,7.0,9.236,10.27,-13.44,-11.258,-10.0715
2022-12-20,8.42,8.568000000000001,10.190999999999999,-13.72,-12.209999999999999,-10.2175
2022-12-21,8.92,8.058,10.053,-12.46,-12.802000000000001,-10.3585
2022-12-22,8.18,8.01,9.8905,-13.66,-13.197999999999999,-10.587
2022-12-23,8.63,8.23,9.763499999999999,-13.19,-13.294,-10.7915
2022-12-27,9.08,8.645999999999999,9.735,-13.52,-13.309999999999999,-10.942499999999999
2022-12-28,7.68,8.498000000000001,9.627,-14.56,-13.478,-11.1375
2022-12-29,8.29,8.372,9.475,-13.08,-13.602,-11.392999999999999
2022-12-30,8.19,8.374,9.324,-13.31,-13.532,-11.6705
2023-01-03,8.38,8.324,9.197,-13.32,-13.558000000000002,-11.942
2023-01-04,9.07,8.322,9.142500000000002,-12.72,-13.398000000000001,-12.105
2023-01-05,8.01,8.388,9.0325,-13.65,-13.216,-12.2515
2023-01-06,9.92,8.714,9.0245,-11.74,-12.948000000000002,-12.294
2023-01-09,9.81,9.038,8.995999999999999,-11.8,-12.646,-12.3735
2023-01-10,10.76,9.514,9.0365,-11.18,-12.218,-12.3905
2023-01-11,11.1,9.92,9.031,-10.08,-11.690000000000001,-12.414
2023-01-12,11.32,10.582,9.009,-9.75,-10.91,-12.4535
2023-01-13,11.58,10.914,9.014500000000002,-9.41,-10.444,-12.449
2023-01-17,11.05,11.162,9.145999999999999,-9.54,-9.992,-12.342
2023-01-18,7.43,10.496,9.141,-10.98,-9.952,-12.255500000000001
2023-01-19,7.59,9.794,9.1705,-11.6,-10.256,-12.1635
2023-01-20,8.03,9.136,9.151,-10.01,-10.308,-11.978
2023-01-23,8.53,8.526,9.131499999999999,-8.94,-10.213999999999999,-11.802
2023-01-24,8.25,7.965999999999999,9.135000000000002,-9.04,-10.113999999999999,-11.571000000000002
2023-01-25,7.7,8.02,9.0885,-9.01,-9.72,-11.362
2023-01-26,2.9,7.082000000000001,8.7795,-8.06,-9.012,-11.089
2023-01-27,2.85,6.046,8.538,-7.8,-8.57,-10.751
2023-01-30,3.55,5.05,8.301,-8.93,-8.568,-10.5435
2023-01-31,3.11,4.022,8.047,-7.66,-8.291999999999998,-10.261
2023-02-01,3.31,3.1439999999999997,7.7935,-6.52,-7.794,-9.921
2023-02-02,4.28,3.4200000000000004,7.553999999999999,-5.25,-7.231999999999999,-9.5475
2023-02-03,4.68,3.786,7.3875,-6.21,-6.914,-9.175500000000001
2023-02-06,4.12,3.9,7.097500000000001,-6.73,-6.473999999999999,-8.925
2023-02-07,3.86,4.05,6.8,-5.74,-6.09,-8.622
2023-02-08,3.97,4.1819999999999995,6.460500000000001,-6.59,-6.104,-8.3925
2023-02-09,2.29,3.7840000000000003,6.0200000000000005,-7.25,-6.5040000000000004,-8.251000000000001
2023-02-10,3.68,3.5840000000000005,5.638,-7.06,-6.6739999999999995,-8.1165
2023-02-13,5.0,3.7600000000000002,5.309,-6.18,-6.564,-7.955
2023-02-14,3.98,3.7840000000000003,4.9555,-6.21,-6.6579999999999995,-7.788500000000001
2023-02-15,4.28,3.846,4.798,-5.96,-6.531999999999999,-7.5375
2023-02-16,3.22,4.032,4.5794999999999995,-6.98,-6.478,-7.3065
2023-02-17,3.23,3.942,4.3395,-7.17,-6.5,-7.164500000000001
2023-02-21,0.73,3.088,3.9495000000000005,-8.6,-6.984,-7.147500000000001
2023-02-22,0.17,2.3259999999999996,3.5455000000000005,-8.69,-7.4799999999999995,-7.13
2023-02-23,0.03,1.476,3.162,-8.34,-7.956,-7.096500000000001
2023-02-24,-0.14,0.804,3.01,-9.1,-8.379999999999999,-7.1485
2023-02-27,-0.2,0.118,2.8575000000000004,-8.85,-8.716,-7.2010000000000005
2023-02-28,-1.1,-0.24800000000000005,2.625,-9.16,-8.828,-7.2125
2023-03-01,-1.9,-0.662,2.3745000000000003,-9.24,-8.937999999999999,-7.291500000000001
2023-03-02,-1.35,-0.9380000000000001,2.1415,-8.66,-9.001999999999999,-7.3985
2023-03-03,-0.83,-1.076,1.8860000000000003,-7.41,-8.663999999999998,-7.5065
2023-03-06,-0.42,-1.12,1.6310000000000002,-7.32,-8.358,-7.561999999999999
2023-03-07,-1.88,-1.276,1.331,-8.65,-8.256,-7.6579999999999995
2023-03-08,-2.03,-1.302,1.0365,-8.52,-8.112,-7.797
2023-03-09,-3.45,-1.722,0.6655,-10.08,-8.396,-7.971499999999999
2023-03-10,-3.98,-2.352,0.352,-11.27,-9.168000000000001,-8.1725
2023-03-13,-3.88,-3.0439999999999996,-0.025999999999999978,-11.41,-9.985999999999999,-8.389999999999999
2023-03-14,-4.59,-3.586,-0.5055,-10.0,-10.256,-8.581
2023-03-15,-5.63,-4.306,-0.986,-10.53,-10.658,-8.797
2023-03-16,-4.55,-4.526,-1.4275,-9.06,-10.453999999999999,-8.952
2023-03-17,-5.32,-4.794,-1.8545000000000003,-10.02,-10.203999999999999,-9.104000000000001
2023-03-20,-3.61,-4.74,-2.1965,-9.23,-9.768,-9.206999999999999
2023-03-21,-3.13,-4.448,-2.3895,-8.08,-9.384,-9.181000000000001
2023-03-22,-5.05,-4.331999999999999,-2.6505,-9.56,-9.190000000000001,-9.2245
2023-03-23,-5.57,-4.536,-2.9305,-9.35,-9.248000000000001,-9.275
2023-03-24,-4.11,-4.2940000000000005,-3.129,-9.13,-9.069999999999999,-9.2765
2023-03-27,-1.05,-3.782000000000001,-3.1715,-8.98,-9.02,-9.283
2023-03-28,-1.02,-3.3600000000000003,-3.1675,-9.14,-9.232000000000001,-9.282
2023-03-29,-0.74,-2.498,-3.1094999999999997,-7.87,-8.894,-9.2135
2023-03-30,-1.12,-1.608,-3.098,-7.33,-8.49,-9.147
2023-03-31,0.31,-0.724,-3.041,-6.05,-7.8740000000000006,-9.079
2023-04-03,1.02,-0.31000000000000005,-2.969,-5.56,-7.19,-8.991000000000001
2023-04-04,0.68,0.030000000000000006,-2.8409999999999997,-6.08,-6.578,-8.8625
2023-04-05,1.08,0.394,-2.6855,-6.3,-6.264,-8.7515
2023-04-06,-0.15,0.5880000000000001,-2.5204999999999997,-5.95,-5.988,-8.545
2023-04-10,0.25,0.5760000000000001,-2.309,-5.85,-5.9479999999999995,-8.274
2023-04-11,-0.22,0.328,-2.126,-5.84,-6.004,-7.9955
2023-04-12,-1.64,-0.13599999999999993,-1.9784999999999997,-6.21,-6.029999999999999,-7.806
2023-04-13,-2.13,-0.7779999999999999,-1.8035,-5.01,-5.772,-7.529999999999999
2023-04-14,-1.94,-1.136,-1.673,-5.2,-5.622,-7.337000000000001
2023-04-17,-2.19,-1.6239999999999999,-1.5165,-4.88,-5.428,-7.08
2023-04-18,-2.22,-2.024,-1.447,-4.82,-5.224,-6.8595
2023-04-19,-3.33,-2.3619999999999997,-1.457,-4.83,-4.948,-6.697
2023-04-20,-3.3,-2.596,-1.3695,-5.36,-5.018000000000001,-6.487
2023-04-21,-3.78,-2.9639999999999995,-1.28,-5.3,-5.037999999999999,-6.2845
2023-04-24,-4.03,-3.332,-1.276,-5.18,-5.098000000000001,-6.087
2023-04-25,-3.66,-3.62,-1.4064999999999999,-6.43,-5.42,-5.9595
