Date,rate_VOO,rate_VOO_5D,rate_VOO_20D
2022-09-09,-9.13,-10.912,-9.503499999999999
2022-09-12,-8.23,-10.162,-9.552
2022-09-13,-12.01,-10.129999999999999,-9.803500000000001
2022-09-14,-11.7,-10.290000000000001,-10.045
2022-09-15,-12.63,-10.74,-10.311499999999999
2022-09-16,-13.28,-11.57,-10.620000000000001
2022-09-19,-12.65,-12.453999999999999,-10.8545
2022-09-20,-13.61,-12.774,-11.073
2022-09-21,-15.08,-13.45,-11.358
2022-09-22,-15.78,-14.080000000000002,-11.687000000000001
2022-09-23,-17.14,-14.851999999999999,-12.127500000000001
2022-09-26,-17.92,-15.906,-12.503499999999999
2022-09-27,-18.14,-16.812,-12.871
2022-09-28,-16.92,-17.18,-13.146
2022-09-29,-18.62,-17.748,-13.483500000000001
2022-09-30,-19.84,-18.288,-13.905499999999998
2022-10-03,-17.32,-18.168,-14.172500000000003
2022-10-04,-14.89,-17.518,-14.3085
2022-10-05,-15.03,-17.14,-14.515
2022-10-06,-15.9,-16.595999999999997,-14.791000000000002
2022-10-07,-18.18,-16.264,-15.243500000000001
2022-10-10,-18.77,-16.554,-15.770500000000002
2022-10-11,-19.3,-17.436,-16.135
2022-10-12,-19.54,-18.338,-16.526999999999997
2022-10-13,-17.48,-18.654,-16.7695
2022-10-14,-19.3,-18.878,-17.070500000000003
2022-10-17,-17.29,-18.582,-17.3025
2022-10-18,-16.34,-17.99,-17.439
2022-10-19,-16.91,-17.464,-17.530499999999996
2022-10-20,-17.57,-17.482,-17.619999999999997
2022-10-21,-15.63,-16.747999999999998,-17.544500000000003
2022-10-24,-14.63,-16.216,-17.380000000000003
2022-10-25,-13.27,-15.602,-17.1365
2022-10-26,-13.9,-15.0,-16.9855
2022-10-27,-14.35,-14.356,-16.772
2022-10-28,-12.4,-13.709999999999999,-16.4
2022-10-31,-12.98,-13.38,-16.183
2022-11-01,-13.0,-13.325999999999999,-16.0885
2022-11-02,-15.11,-13.568000000000001,-16.0925
2022-11-03,-15.97,-13.892000000000001,-16.095999999999997
2022-11-04,-14.8,-14.372,-15.927000000000001
2022-11-07,-14.03,-14.581999999999999,-15.690000000000001
2022-11-08,-13.57,-14.696000000000002,-15.4035
2022-11-09,-15.28,-14.73,-15.1905
2022-11-10,-10.81,-13.697999999999999,-14.857
2022-11-11,-9.98,-12.734,-14.391
2022-11-14,-10.68,-12.064,-14.060500000000001
2022-11-15,-9.96,-11.342,-13.741499999999998
2022-11-16,-10.63,-10.412,-13.4275
2022-11-17,-10.88,-10.426,-13.093
2022-11-18,-10.49,-10.528,-12.836000000000002
2022-11-21,-10.8,-10.552000000000001,-12.6445
2022-11-22,-9.64,-10.488000000000001,-12.463
2022-11-23,-9.09,-10.180000000000001,-12.2225
2022-11-25,-9.1,-9.824,-11.96
2022-11-28,-10.5,-9.825999999999999,-11.865
2022-11-29,-10.66,-9.798,-11.749
2022-11-30,-7.97,-9.464,-11.4975
2022-12-01,-7.76,-9.198,-11.129999999999999
2022-12-02,-7.89,-8.956,-10.725999999999999
2022-12-05,-9.46,-8.748000000000001,-10.459
2022-12-06,-10.72,-8.76,-10.2935
2022-12-07,-10.89,-9.344,-10.1595
2022-12-08,-10.21,-9.834,-9.906000000000002
2022-12-09,-10.84,-10.424000000000001,-9.9075
2022-12-12,-9.61,-10.454,-9.889
2022-12-13,-8.96,-10.102,-9.803
2022-12-14,-9.5,-9.824000000000002,-9.780000000000001
2022-12-15,-11.68,-10.118,-9.8325
2022-12-16,-12.71,-10.492,-9.924
2022-12-19,-13.44,-11.258,-10.0715
2022-12-20,-13.72,-12.209999999999999,-10.2175
2022-12-21,-12.46,-12.802000000000001,-10.3585
2022-12-22,-13.66,-13.197999999999999,-10.587
2022-12-23,-13.19,-13.294,-10.7915
2022-12-27,-13.52,-13.309999999999999,-10.942499999999999
2022-12-28,-14.56,-13.478,-11.1375
2022-12-29,-13.08,-13.602,-11.392999999999999
2022-12-30,-13.31,-13.532,-11.6705
2023-01-03,-13.32,-13.558000000000002,-11.942
2023-01-04,-12.72,-13.398000000000001,-12.105
2023-01-05,-13.65,-13.216,-12.2515
2023-01-06,-11.74,-12.948000000000002,-12.294
2023-01-09,-11.8,-12.646,-12.3735
2023-01-10,-11.18,-12.218,-12.3905
2023-01-11,-10.08,-11.690000000000001,-12.414
2023-01-12,-9.75,-10.91,-12.4535
2023-01-13,-9.41,-10.444,-12.449
2023-01-17,-9.54,-9.992,-12.342
2023-01-18,-10.98,-9.952,-12.255500000000001
2023-01-19,-11.6,-10.256,-12.1635
2023-01-20,-10.01,-10.308,-11.978
2023-01-23,-8.94,-10.213999999999999,-11.802
2023-01-24,-9.04,-10.113999999999999,-11.571000000000002
2023-01-25,-9.01,-9.72,-11.362
2023-01-26,-8.06,-9.012,-11.089
2023-01-27,-7.8,-8.57,-10.751
2023-01-30,-8.93,-8.568,-10.5435
2023-01-31,-7.66,-8.291999999999998,-10.261
2023-02-01,-6.52,-7.794,-9.921
2023-02-02,-5.25,-7.231999999999999,-9.5475
2023-02-03,-6.21,-6.914,-9.175500000000001
2023-02-06,-6.73,-6.473999999999999,-8.925
2023-02-07,-5.74,-6.09,-8.622
2023-02-08,-6.59,-6.104,-8.3925
2023-02-09,-7.25,-6.5040000000000004,-8.251000000000001
2023-02-10,-7.06,-6.6739999999999995,-8.1165
2023-02-13,-6.18,-6.564,-7.955
2023-02-14,-6.21,-6.6579999999999995,-7.788500000000001
2023-02-15,-5.96,-6.531999999999999,-7.5375
2023-02-16,-6.98,-6.478,-7.3065
2023-02-17,-7.17,-6.5,-7.164500000000001
2023-02-21,-8.6,-6.984,-7.147500000000001
2023-02-22,-8.69,-7.4799999999999995,-7.13
2023-02-23,-8.34,-7.956,-7.096500000000001
2023-02-24,-9.1,-8.379999999999999,-7.1485
2023-02-27,-8.85,-8.716,-7.2010000000000005
2023-02-28,-9.16,-8.828,-7.2125
2023-03-01,-9.24,-8.937999999999999,-7.291500000000001
2023-03-02,-8.66,-9.001999999999999,-7.3985
2023-03-03,-7.41,-8.663999999999998,-7.5065
2023-03-06,-7.32,-8.358,-7.561999999999999
2023-03-07,-8.65,-8.256,-7.6579999999999995
2023-03-08,-8.52,-8.112,-7.797
2023-03-09,-10.08,-8.396,-7.971499999999999
2023-03-10,-11.27,-9.168000000000001,-8.1725
2023-03-13,-11.41,-9.985999999999999,-8.389999999999999
2023-03-14,-10.0,-10.256,-8.581
2023-03-15,-10.53,-10.658,-8.797
2023-03-16,-9.06,-10.453999999999999,-8.952
2023-03-17,-10.02,-10.203999999999999,-9.104000000000001
2023-03-20,-9.23,-9.768,-9.206999999999999
2023-03-21,-8.08,-9.384,-9.181000000000001
2023-03-22,-9.56,-9.190000000000001,-9.2245
2023-03-23,-9.35,-9.248000000000001,-9.275
2023-03-24,-9.13,-9.069999999999999,-9.2765
2023-03-27,-8.98,-9.02,-9.283
2023-03-28,-9.14,-9.232000000000001,-9.282
2023-03-29,-7.87,-8.894,-9.2135
2023-03-30,-7.33,-8.49,-9.147
2023-03-31,-6.05,-7.8740000000000006,-9.079
2023-04-03,-5.56,-7.19,-8.991000000000001
2023-04-04,-6.08,-6.578,-8.8625
2023-04-05,-6.3,-6.264,-8.7515
2023-04-06,-5.95,-5.988,-8.545
2023-04-10,-5.85,-5.9479999999999995,-8.274
2023-04-11,-5.84,-6.004,-7.9955
2023-04-12,-6.21,-6.029999999999999,-7.806
2023-04-13,-5.01,-5.772,-7.529999999999999
2023-04-14,-5.2,-5.622,-7.337000000000001
2023-04-17,-4.88,-5.428,-7.08
2023-04-18,-4.82,-5.224,-6.8595
2023-04-19,-4.83,-4.948,-6.697
2023-04-20,-5.36,-5.018000000000001,-6.487
2023-04-21,-5.3,-5.037999999999999,-6.2845
2023-04-24,-5.18,-5.098000000000001,-6.087
2023-04-25,-6.43,-5.42,-5.9595
2023-04-26,-6.78,-5.8100000000000005,-5.841500000000001
2023-04-27,-5.24,-5.786,-5.71
2023-04-28,-4.56,-5.638,-5.5715
2023-05-01,-4.51,-5.504,-5.4944999999999995
2023-05-02,-5.49,-5.316,-5.4910000000000005
2023-05-03,-6.08,-5.176,-5.4910000000000005
2023-05-04,-6.71,-5.47,-5.5115
2023-05-05,-5.15,-5.588,-5.471500000000001
2023-05-08,-5.11,-5.708,-5.4345
2023-05-09,-5.5,-5.71,-5.4174999999999995
2023-05-10,-5.1,-5.514,-5.362
2023-05-11,-5.23,-5.218000000000001,-5.372999999999999
2023-05-12,-5.35,-5.258,-5.3805000000000005
2023-05-15,-5.04,-5.244,-5.3885
2023-05-16,-5.65,-5.274,-5.430000000000001
2023-05-17,-4.56,-5.166,-5.416500000000001
2023-05-18,-3.65,-4.85,-5.331
2023-05-19,-3.8,-4.54,-5.255999999999999
2023-05-22,-3.74,-4.28,-5.184
2023-05-23,-4.8,-4.109999999999999,-5.1025
2023-05-24,-5.51,-4.3,-5.039
2023-05-25,-4.7,-4.51,-5.012
2023-05-26,-3.48,-4.446,-4.958
2023-05-30,-3.45,-4.388,-4.905
2023-05-31,-3.96,-4.220000000000001,-4.8285
2023-06-01,-2.99,-3.716,-4.674
2023-06-02,-1.6,-3.096,-4.4185
2023-06-05,-1.79,-2.758,-4.250500000000001
2023-06-06,-1.59,-2.386,-4.0745
2023-06-07,-1.91,-1.9760000000000002,-3.8950000000000005
2023-06-08,-1.33,-1.6440000000000001,-3.7065000000000006
2023-06-09,-1.17,-1.558,-3.5035000000000003
2023-06-12,-0.27,-1.254,-3.2495
2023-06-13,0.38,-0.86,-2.9785
2023-06-14,0.45,-0.388,-2.6735
2023-06-15,1.72,0.22200000000000003,-2.3594999999999997
2023-06-16,1.35,0.7260000000000001,-2.1095
2023-06-20,0.89,0.958,-1.875
2023-06-21,0.35,0.9520000000000002,-1.6705
2023-06-22,0.71,1.004,-1.395
2023-06-23,-0.04,0.652,-1.1215
2023-06-26,-0.45,0.292,-0.909
2023-06-27,0.64,0.242,-0.7030000000000001
2023-06-28,0.69,0.30999999999999994,-0.496
2023-06-29,0.68,0.304,-0.26400000000000007
2023-06-30,1.85,0.682,-0.022
2023-07-03,2.0,1.1720000000000002,0.158
2023-07-05,1.78,1.4,0.3365
2023-07-06,0.97,1.456,0.46449999999999997
2023-07-07,0.74,1.468,0.597
2023-07-10,1.01,1.3,0.7140000000000001
2023-07-11,1.65,1.23,0.8550000000000001
2023-07-12,2.44,1.3619999999999999,0.9904999999999999
2023-07-13,3.26,1.8199999999999998,1.1345
2023-07-14,3.18,2.308,1.2710000000000001
2023-07-17,3.53,2.812,1.3615
2023-07-18,4.31,3.344,1.5095
2023-07-19,4.53,3.7619999999999996,1.6915
2023-07-20,3.86,3.882,1.8669999999999998
2023-07-21,3.87,4.0200000000000005,2.025
2023-07-24,4.3,4.1739999999999995,2.242
2023-07-25,4.56,4.224,2.4925
2023-07-26,4.58,4.234,2.6895
2023-07-27,3.99,4.26,2.8545000000000003
2023-07-28,4.84,4.454,3.0625
2023-07-31,5.01,4.595999999999999,3.2205
2023-08-01,4.66,4.616,3.3534999999999995
2023-08-02,3.53,4.406000000000001,3.441
2023-08-03,3.31,4.27,3.558
2023-08-04,2.92,3.886,3.6670000000000003
2023-08-07,3.63,3.6100000000000003,3.7979999999999996
2023-08-08,3.32,3.342,3.8815
2023-08-09,2.85,3.2060000000000004,3.9019999999999997
2023-08-10,2.89,3.1220000000000003,3.8835
2023-08-11,2.83,3.104,3.8659999999999997
2023-08-14,3.23,3.024,3.851
2023-08-15,2.44,2.848,3.7574999999999994
2023-08-16,1.94,2.666,3.6279999999999992
2023-08-17,1.39,2.366,3.5044999999999993
2023-08-18,1.45,2.09,3.3835
2023-08-21,1.9,1.8239999999999998,3.2634999999999996
2023-08-22,1.71,1.6780000000000002,3.1209999999999996
2023-08-23,2.43,1.7759999999999998,3.0134999999999996
2023-08-24,1.53,1.8039999999999998,2.8905
2023-08-25,1.97,1.908,2.747
2023-08-28,2.41,2.0100000000000002,2.617
2023-08-29,3.38,2.3440000000000003,2.553
2023-08-30,3.66,2.59,2.5595
2023-08-31,3.58,3.0,2.573
2023-09-01,3.65,3.336,2.6094999999999997
2023-09-05,3.35,3.524,2.5955
2023-09-06,2.76,3.4,2.5675
2023-09-07,2.49,3.166,2.5495
2023-09-08,2.62,2.974,2.5360000000000005
2023-09-11,3.26,2.896,2.5575
2023-09-12,2.72,2.77,2.532
2023-09-13,2.84,2.786,2.5520000000000005
2023-09-14,3.7,3.028,2.6399999999999997
2023-09-15,2.45,2.9939999999999998,2.693
2023-09-18,2.56,2.854,2.7485
2023-09-19,2.36,2.782,2.7715000000000005
2023-09-20,1.42,2.498,2.757
2023-09-21,-0.2,1.718,2.6255
2023-09-22,-0.44,1.1400000000000001,2.527
2023-09-25,-0.03,0.622,2.4270000000000005
2023-09-26,-1.48,-0.146,2.2325
2023-09-27,-1.46,-0.722,1.9904999999999997
2023-09-28,-1.26,-0.9339999999999999,1.7445
2023-09-29,-1.49,-1.1440000000000001,1.491
2023-10-02,-1.47,-1.432,1.2349999999999999
2023-10-03,-2.77,-1.69,0.929
2023-10-04,-2.07,-1.812,0.6875
2023-10-05,-2.15,-1.9899999999999998,0.45549999999999996
2023-10-06,-1.01,-1.8939999999999997,0.274
2023-10-09,-0.36,-1.672,0.09300000000000001
2023-10-10,0.14,-1.0899999999999999,-0.03599999999999999
2023-10-11,0.56,-0.564,-0.14999999999999997
2023-10-12,-0.03,-0.13999999999999999,-0.33649999999999997
2023-10-13,-0.55,-0.048,-0.48650000000000004
2023-10-16,0.47,0.118,-0.591
2023-10-17,0.48,0.186,-0.6849999999999999
2023-10-18,-0.85,-0.09600000000000002,-0.7985
2023-10-19,-1.68,-0.426,-0.8724999999999999
2023-10-20,-2.89,-0.8940000000000001,-0.9949999999999999
2023-10-23,-3.06,-1.6,-1.1465
2023-10-24,-2.34,-2.164,-1.1895
2023-10-25,-3.7,-2.7340000000000004,-1.3015
2023-10-26,-4.87,-3.372,-1.482
2023-10-27,-5.28,-3.85,-1.6715
2023-10-30,-4.16,-4.069999999999999,-1.8060000000000003
2023-10-31,-3.59,-4.319999999999999,-1.847
2023-11-01,-2.49,-4.078,-1.8679999999999999
2023-11-02,-0.7,-3.2439999999999998,-1.7954999999999999
2023-11-03,0.19,-2.15,-1.7355
2023-11-06,0.38,-1.242,-1.6985000000000003
2023-11-07,0.65,-0.394,-1.673
2023-11-08,0.73,0.25,-1.6644999999999999
2023-11-09,-0.01,0.388,-1.6635000000000002
2023-11-10,1.52,0.654,-1.56
2023-11-13,1.42,0.8620000000000001,-1.5125000000000002
2023-11-14,3.34,1.4,-1.3695
2023-11-15,3.57,1.968,-1.1485
2023-11-16,3.71,2.7119999999999997,-0.8790000000000001
2023-11-17,3.86,3.18,-0.5415000000000001
2023-11-20,4.63,3.822,-0.15700000000000008
2023-11-21,4.36,4.026,0.17799999999999994
2023-11-22,4.81,4.273999999999999,0.6034999999999999
2023-11-24,4.87,4.505999999999999,1.0905
2023-11-27,4.69,4.672,1.589
2023-11-28,4.79,4.704,2.0364999999999998
2023-11-29,4.72,4.776000000000001,2.452
2023-11-30,5.12,4.837999999999999,2.8325
2023-12-01,5.62,4.988,3.1485
2023-12-04,5.11,5.072,3.3945
2023-12-05,5.08,5.130000000000001,3.6295
2023-12-06,4.72,5.13,3.8329999999999997
2023-12-07,5.4,5.186,4.0665
2023-12-08,5.77,5.215999999999999,4.3555
2023-12-11,6.12,5.418,4.585500000000001
2023-12-12,6.6,5.7219999999999995,4.8445
2023-12-13,7.92,6.362,5.0735
2023-12-14,8.21,6.9239999999999995,5.3055
2023-12-15,8.06,7.382000000000001,5.523
2023-12-18,8.62,7.882,5.761
2023-12-19,9.16,8.394,5.9875
2023-12-20,7.51,8.312,6.1450000000000005
2023-12-21,8.36,8.341999999999999,6.3225
2023-12-22,8.57,8.443999999999999,6.5075
2023-12-26,8.94,8.508,6.720000000000001
2023-12-27,9.1,8.495999999999999,6.9355
2023-12-28,9.11,8.815999999999999,7.154999999999999
2023-12-29,8.87,8.918000000000001,7.342499999999999
2024-01-02,8.16,8.836,7.469499999999999
2024-01-03,7.53,8.553999999999998,7.5905000000000005
2024-01-04,7.23,8.18,7.698
2024-01-05,7.36,7.830000000000001,7.83
2024-01-08,8.85,7.8260000000000005,8.0025
2024-01-09,8.62,7.918000000000001,8.145
2024-01-10,9.22,8.256,8.3
2024-01-11,9.19,8.648,8.429499999999999
2024-01-12,9.23,9.022,8.495000000000001
2024-01-16,8.92,9.036,8.5305
2024-01-17,8.42,8.996,8.5485
2024-01-18,9.22,8.995999999999999,8.578500000000002
2024-01-19,10.34,9.226,8.6375
2024-01-22,10.55,9.49,8.7895
2024-01-23,10.83,9.872,8.913
2024-01-24,10.91,10.370000000000001,9.03
2024-01-25,11.43,10.812000000000001,9.1545
2024-01-26,11.37,11.017999999999999,9.267999999999999
2024-01-29,12.06,11.32,9.4155
2024-01-30,11.99,11.552,9.5715
2024-01-31,10.45,11.459999999999999,9.686
2024-02-01,11.46,11.466,9.8825
2024-02-02,12.41,11.674000000000001,10.141499999999999
2024-02-05,12.07,11.676,10.377
2024-02-06,12.35,11.748,10.552000000000001
2024-02-07,13.07,12.272,10.7745
2024-02-08,13.13,12.606,10.97
2024-02-09,13.64,12.852,11.1925
2024-02-12,13.6,13.157999999999998,11.411
2024-02-13,12.17,13.122,11.5735
2024-02-14,13.12,13.132,11.808499999999999
2024-02-15,13.8,13.266,12.0375
2024-02-16,13.28,13.193999999999999,12.1845
2024-02-20,12.73,13.02,12.2935
2024-02-21,12.83,13.151999999999997,12.3935
2024-02-22,14.94,13.516,12.595
2024-02-23,14.99,13.754000000000001,12.773
2024-02-26,14.61,14.02,12.934999999999999
2024-02-27,14.81,14.435999999999998,13.0725
2024-02-28,14.65,14.8,13.2055
2024-02-29,15.05,14.822,13.435500000000001
2024-03-01,15.81,14.986,13.653
2024-03-04,15.68,15.2,13.8165
2024-03-05,14.57,15.152000000000001,13.941500000000001
2024-03-06,15.15,15.252,14.0815
2024-03-07,16.24,15.49,14.24
2024-03-08,15.57,15.442000000000002,14.362
2024-03-11,15.48,15.402000000000001,14.454000000000002
2024-03-12,16.5,15.788,14.599
2024-03-13,16.35,16.028,14.807999999999998
2024-03-14,16.14,16.008000000000003,14.958999999999998
2024-03-15,15.48,15.989999999999998,15.043000000000001
2024-03-18,16.07,16.108,15.1825
2024-03-19,16.58,16.124000000000002,15.375
2024-03-20,17.38,16.33,15.602500000000001
2024-03-21,17.69,16.639999999999997,15.74
2024-03-22,17.27,16.998,15.854
2024-03-25,17.03,17.19,15.975
2024-03-26,16.78,17.23,16.073500000000003
2024-03-27,17.57,17.268,16.2195
2024-03-28,17.56,17.242,16.345
2024-04-01,17.14,17.216,16.411499999999997
2024-04-02,16.47,17.104,16.451
2024-04-03,16.56,17.06,16.5505
2024-04-04,15.31,16.608,16.558500000000002
2024-04-05,16.37,16.369999999999997,16.565
2024-04-08,16.41,16.224,16.607
2024-04-09,16.55,16.240000000000002,16.6605
2024-04-10,15.5,16.028,16.6105
2024-04-11,16.27,16.22,16.6065
2024-04-12,14.8,15.906,16.5395
