Date,rate_INTC,rate_VOO_5D,rate_VOO_20D
2022-04-27,-11.65,-9.424000000000001,-7.366000000000001
2022-04-28,-8.51,-9.68,-7.802
2022-04-29,-14.82,-10.826,-8.372499999999999
2022-05-02,-11.81,-11.572,-8.661
2022-05-03,-11.62,-11.682,-9.0425
2022-05-04,-8.77,-11.106,-9.179
2022-05-05,-12.5,-11.904,-9.445500000000001
2022-05-06,-13.08,-11.556000000000001,-9.742999999999999
2022-05-09,-15.45,-12.283999999999999,-10.107
2022-05-10,-13.62,-12.684000000000001,-10.3365
2022-05-11,-15.91,-14.112,-10.674
2022-05-12,-15.89,-14.790000000000001,-11.0595
2022-05-13,-14.42,-15.057999999999998,-11.242
2022-05-16,-15.43,-15.053999999999998,-11.568999999999999
2022-05-17,-12.85,-14.9,-11.892
2022-05-18,-16.85,-15.088,-12.4325
2022-05-19,-17.51,-15.412,-12.9465
2022-05-20,-18.22,-16.172,-13.403
2022-05-23,-17.53,-16.592000000000002,-13.875499999999999
2022-05-24,-18.18,-17.657999999999998,-14.231
2022-05-25,-17.14,-17.716,-14.505500000000001
2022-05-26,-14.64,-17.142000000000003,-14.812000000000001
2022-05-27,-12.55,-16.008000000000003,-14.698500000000001
2022-05-31,-12.81,-15.064000000000002,-14.748500000000002
2022-06-01,-13.04,-14.036000000000001,-14.8195
2022-06-02,-11.63,-12.934000000000001,-14.9625
2022-06-03,-14.46,-12.898000000000001,-15.060500000000001
2022-06-06,-14.55,-13.298000000000002,-15.133999999999997
2022-06-07,-14.18,-13.572,-15.0705
2022-06-08,-18.69,-14.702000000000002,-15.323999999999998
2022-06-09,-21.08,-16.592000000000002,-15.582500000000001
2022-06-10,-22.71,-18.241999999999997,-15.9235
2022-06-13,-25.48,-20.428,-16.4765
2022-06-14,-25.16,-22.624000000000002,-16.963
2022-06-15,-23.75,-23.636000000000003,-17.508
2022-06-16,-26.32,-24.683999999999997,-17.9815
2022-06-17,-27.05,-25.552,-18.4585
2022-06-21,-25.55,-25.566,-18.825
2022-06-22,-26.24,-25.782,-19.2605
2022-06-23,-26.18,-26.268,-19.660500000000003
2022-06-24,-23.83,-25.77,-19.994999999999997
2022-06-27,-23.79,-25.118,-20.4525
2022-06-28,-25.46,-25.1,-21.098
2022-06-29,-26.42,-25.136000000000003,-21.7785
2022-06-30,-26.19,-25.137999999999998,-22.436
2022-07-01,-27.53,-25.877999999999997,-23.231
2022-07-05,-26.86,-26.492,-23.851
2022-07-06,-26.27,-26.654000000000003,-24.437
2022-07-07,-24.01,-26.172000000000004,-24.928500000000003
2022-07-08,-24.3,-25.794,-25.209
2022-07-11,-25.87,-25.462,-25.4485
2022-07-12,-25.85,-25.26,-25.6055
2022-07-13,-25.85,-25.176000000000002,-25.624000000000002
2022-07-14,-24.86,-25.346,-25.609
2022-07-15,-23.05,-25.096,-25.574
2022-07-18,-22.87,-24.496000000000002,-25.401500000000002
2022-07-19,-19.87,-23.3,-25.0425
2022-07-20,-19.19,-21.968,-24.7245
2022-07-21,-19.09,-20.814,-24.367
2022-07-22,-21.9,-20.584,-24.153
2022-07-25,-21.98,-20.406,-24.0605
2022-07-26,-22.37,-20.906,-23.9895
2022-07-27,-19.95,-21.058,-23.714000000000002
2022-07-28,-20.88,-21.416,-23.437
2022-07-29,-27.64,-22.564,-23.5095
2022-08-01,-25.66,-23.3,-23.416000000000004
2022-08-02,-27.07,-24.24,-23.4265
2022-08-03,-26.31,-25.512,-23.428500000000003
2022-08-04,-27.59,-26.853999999999996,-23.607499999999998
2022-08-05,-27.99,-26.924,-23.792
2022-08-08,-28.01,-27.394,-23.899
2022-08-09,-29.2,-27.82,-24.066499999999998
2022-08-10,-28.02,-28.162,-24.175
2022-08-11,-27.72,-28.188,-24.318
2022-08-12,-27.0,-27.99,-24.5155
2022-08-15,-26.68,-27.724,-24.706
2022-08-16,-26.88,-27.259999999999998,-25.0565
2022-08-17,-27.44,-27.144,-25.469
2022-08-18,-26.87,-26.974,-25.857999999999997
2022-08-19,-27.98,-27.169999999999998,-26.162
2022-08-22,-30.06,-27.845999999999997,-26.565999999999995
2022-08-23,-29.91,-28.451999999999998,-26.943
2022-08-24,-30.03,-28.97,-27.447000000000003
2022-08-25,-28.62,-29.32,-27.834000000000003
2022-08-26,-30.72,-29.868000000000002,-27.988
2022-08-29,-31.3,-30.116000000000003,-28.27
2022-08-30,-32.24,-30.582000000000004,-28.5285
2022-08-31,-32.71,-31.118000000000002,-28.8485
2022-09-01,-32.08,-31.810000000000002,-29.072999999999997
2022-09-02,-32.81,-32.228,-29.314000000000004
2022-09-06,-33.97,-32.762,-29.611999999999995
2022-09-07,-33.46,-33.00599999999999,-29.825
2022-09-08,-33.26,-33.116,-30.087
2022-09-09,-31.87,-33.074,-30.2945
2022-09-12,-31.67,-32.846,-30.528000000000002
2022-09-13,-36.36,-33.324,-31.012
2022-09-14,-36.59,-33.95,-31.497499999999995
2022-09-15,-37.29,-34.756,-31.99
2022-09-16,-36.46,-35.674,-32.4695
2022-09-19,-36.05,-36.55,-32.873000000000005
2022-09-20,-37.07,-36.69199999999999,-33.2235
2022-09-21,-38.1,-36.99400000000001,-33.632999999999996
2022-09-22,-38.95,-37.326,-34.07899999999999
2022-09-23,-40.12,-38.05800000000001,-34.653999999999996
2022-09-26,-41.28,-39.104,-35.182
2022-09-27,-41.45,-39.980000000000004,-35.689499999999995
2022-09-28,-40.94,-40.548,-36.1245
2022-09-29,-42.55,-41.268,-36.616499999999995
2022-09-30,-43.86,-42.016,-37.2055
2022-10-03,-40.25,-41.809999999999995,-37.5775
2022-10-04,-38.68,-41.256,-37.813
2022-10-05,-38.81,-40.83,-38.0805
2022-10-06,-39.8,-40.279999999999994,-38.4075
2022-10-07,-42.94,-40.096000000000004,-38.961
2022-10-10,-44.06,-40.858000000000004,-39.580499999999994
2022-10-11,-44.41,-42.004,-39.983000000000004
2022-10-12,-43.78,-42.998000000000005,-40.3425
2022-10-13,-41.39,-43.315999999999995,-40.5475
2022-10-14,-42.51,-43.23,-40.85
2022-10-17,-41.39,-42.696,-41.117000000000004
2022-10-18,-42.61,-42.336,-41.394
2022-10-19,-42.32,-42.044,-41.605000000000004
2022-10-20,-42.14,-42.194,-41.764500000000005
2022-10-21,-40.18,-41.728,-41.7675
2022-10-24,-39.72,-41.394,-41.689499999999995
2022-10-25,-39.21,-40.714,-41.5775
2022-10-26,-39.66,-40.182,-41.5135
2022-10-27,-41.73,-40.1,-41.472500000000004
2022-10-28,-35.55,-39.17399999999999,-41.057
2022-10-31,-36.96,-38.622,-40.8925
2022-11-01,-36.34,-38.047999999999995,-40.7755
2022-11-02,-38.24,-37.763999999999996,-40.747
2022-11-03,-38.3,-37.077999999999996,-40.672000000000004
2022-11-04,-36.56,-37.28,-40.352999999999994
2022-11-07,-36.1,-37.108000000000004,-39.955
2022-11-08,-35.95,-37.03,-39.532
2022-11-09,-38.06,-36.994,-39.245999999999995
2022-11-10,-33.13,-35.96,-38.833
2022-11-11,-31.65,-34.978,-38.29
2022-11-14,-31.83,-34.124,-37.812
2022-11-15,-31.03,-33.14,-37.233
2022-11-16,-33.65,-32.257999999999996,-36.7995
2022-11-17,-32.85,-32.202,-36.334999999999994
2022-11-18,-32.9,-32.452,-35.971000000000004
2022-11-21,-34.96,-33.078,-35.733
2022-11-22,-33.0,-33.472,-35.4225
2022-11-23,-33.33,-33.408,-35.106
2022-11-25,-34.07,-33.652,-34.723
2022-11-28,-35.43,-34.158,-34.717
2022-11-29,-35.05,-34.176,-34.6215
2022-11-30,-32.43,-34.062,-34.426
2022-12-01,-32.18,-33.83200000000001,-34.123000000000005
2022-12-02,-33.1,-33.638,-33.863
2022-12-05,-33.63,-33.278,-33.7165
2022-12-06,-34.9,-33.248000000000005,-33.6565
2022-12-07,-35.5,-33.862,-33.634
2022-12-08,-35.25,-34.476,-33.4935
2022-12-09,-35.7,-34.995999999999995,-33.622
2022-12-12,-34.7,-35.21,-33.774499999999996
2022-12-13,-34.61,-35.152,-33.9135
2022-12-14,-35.66,-35.184,-34.145
2022-12-15,-38.16,-35.766,-34.3705
2022-12-16,-38.68,-36.362,-34.662
2022-12-19,-38.97,-37.215999999999994,-34.9655
2022-12-20,-39.77,-38.248000000000005,-35.206
2022-12-21,-38.88,-38.892,-35.5
2022-12-22,-40.83,-39.426,-35.875
2022-12-23,-40.56,-39.802,-36.1995
2022-12-27,-40.9,-40.188,-36.473
2022-12-28,-41.8,-40.594,-36.810500000000005
2022-12-29,-40.29,-40.876,-37.2035
2022-12-30,-39.79,-40.668,-37.584
2023-01-03,-38.2,-40.196,-37.839
2023-01-04,-36.05,-39.226,-37.96
2023-01-05,-36.33,-38.132,-38.0315
2023-01-06,-33.64,-36.802,-37.9385
2023-01-09,-32.31,-35.306,-37.7915
2023-01-10,-32.01,-34.068,-37.607
2023-01-11,-31.06,-33.07,-37.425
2023-01-12,-30.05,-31.814,-37.197
2023-01-13,-30.46,-31.178000000000004,-36.937
2023-01-17,-31.64,-31.044,-36.611000000000004
2023-01-18,-33.46,-31.334000000000003,-36.35
2023-01-19,-34.36,-31.994,-36.1195
2023-01-20,-32.51,-32.486000000000004,-35.7565
2023-01-23,-30.09,-32.412,-35.317
2023-01-24,-30.78,-32.239999999999995,-34.814499999999995
2023-01-25,-31.21,-31.79,-34.347
2023-01-26,-30.45,-31.008,-33.82449999999999
2023-01-27,-34.23,-31.351999999999997,-33.446
2023-01-30,-34.64,-32.262,-33.1635
2023-01-31,-33.98,-32.902,-32.873
2023-02-01,-31.5,-32.959999999999994,-32.538
2023-02-02,-29.15,-32.7,-32.193
2023-02-03,-28.88,-31.629999999999995,-31.8205
2023-02-06,-32.3,-31.162,-31.753500000000003
2023-02-07,-31.5,-30.665999999999997,-31.713
2023-02-08,-33.3,-31.026,-31.777499999999996
2023-02-09,-34.44,-32.083999999999996,-31.946500000000004
2023-02-10,-34.28,-33.164,-32.158
2023-02-13,-32.61,-33.226,-32.2655
2023-02-14,-32.41,-33.407999999999994,-32.303999999999995
2023-02-15,-31.93,-33.134,-32.2275
2023-02-16,-33.42,-32.93,-32.1805
2023-02-17,-34.77,-33.028,-32.2935
2023-02-21,-38.32,-34.17,-32.705
2023-02-22,-39.67,-35.622,-33.1495
2023-02-23,-39.35,-37.10600000000001,-33.5565
2023-02-24,-40.43,-38.507999999999996,-34.0555
2023-02-27,-40.98,-39.75,-34.393
2023-02-28,-40.91,-40.267999999999994,-34.7065
2023-03-01,-39.09,-40.152,-34.962
2023-03-02,-37.11,-39.70399999999999,-35.2425
2023-03-03,-36.65,-38.948,-35.6175
2023-03-06,-37.59,-38.269999999999996,-36.053000000000004
2023-03-07,-38.66,-37.82,-36.370999999999995
2023-03-08,-37.61,-37.523999999999994,-36.6765
2023-03-09,-36.53,-37.408,-36.838
2023-03-10,-34.71,-37.019999999999996,-36.8515
2023-03-13,-35.34,-36.57,-36.9045
2023-03-14,-32.83,-35.403999999999996,-36.915499999999994
2023-03-15,-31.88,-34.258,-36.888999999999996
2023-03-16,-27.69,-32.49,-36.67700000000001
2023-03-17,-28.57,-31.262,-36.4345
2023-03-20,-30.11,-30.215999999999998,-36.201499999999996
2023-03-21,-31.77,-30.004,-35.873999999999995
2023-03-22,-32.56,-30.139999999999997,-35.5185
2023-03-23,-30.42,-30.686,-35.071999999999996
2023-03-24,-29.63,-30.898000000000003,-34.532
2023-03-27,-30.06,-30.887999999999998,-33.986000000000004
2023-03-28,-29.8,-30.494,-33.4305
2023-03-29,-24.48,-28.877999999999997,-32.7
2023-03-30,-23.12,-27.418,-32.0005
2023-03-31,-21.73,-25.838,-31.2545
2023-04-03,-20.75,-23.976,-30.4125
2023-04-04,-20.24,-22.064,-29.491500000000002
2023-04-05,-20.89,-21.346,-28.6555
2023-04-06,-20.94,-20.91,-27.875999999999998
2023-04-10,-21.64,-20.892,-27.222500000000004
2023-04-11,-21.99,-21.14,-26.555
2023-04-12,-22.66,-21.624000000000002,-26.046499999999998
2023-04-13,-22.44,-21.934,-25.574499999999997
2023-04-14,-22.93,-22.332,-25.336499999999997
2023-04-17,-22.42,-22.488,-25.029
2023-04-18,-23.01,-22.692,-24.674
2023-04-19,-24.32,-23.024,-24.301499999999997
2023-04-20,-24.88,-23.512,-23.917499999999997
2023-04-21,-25.95,-24.116000000000003,-23.694
2023-04-24,-27.18,-25.068,-23.571499999999997
2023-04-25,-28.89,-26.244,-23.513
2023-04-26,-28.52,-27.084000000000003,-23.449
2023-04-27,-26.74,-27.456,-23.562
2023-04-28,-24.12,-27.090000000000003,-23.612000000000002
2023-05-01,-25.23,-26.7,-23.787
2023-05-02,-26.45,-26.212,-24.072
2023-05-03,-24.43,-25.394,-24.2815
2023-05-04,-23.07,-24.66,-24.3905
2023-05-05,-23.64,-24.564,-24.5255
2023-05-08,-24.15,-24.348,-24.651
2023-05-09,-25.75,-24.208,-24.839
2023-05-10,-26.06,-24.534,-25.009
2023-05-11,-28.7,-25.659999999999997,-25.322
2023-05-12,-28.49,-26.629999999999995,-25.6
2023-05-15,-26.46,-27.092000000000002,-25.802
2023-05-16,-27.87,-27.516000000000002,-26.044999999999998
2023-05-17,-28.72,-28.048000000000002,-26.265000000000004
2023-05-18,-26.75,-27.657999999999998,-26.358500000000003
2023-05-19,-26.15,-27.189999999999998,-26.3685
2023-05-22,-25.3,-26.958,-26.2745
2023-05-23,-27.18,-26.82,-26.189
2023-05-24,-28.43,-26.762,-26.184500000000003
2023-05-25,-32.34,-27.880000000000003,-26.464499999999997
2023-05-26,-28.43,-28.336000000000002,-26.68
2023-05-30,-26.01,-28.478,-26.719
2023-05-31,-22.46,-27.534,-26.5195
2023-06-01,-22.74,-26.396000000000004,-26.434999999999995
2023-06-02,-22.3,-24.387999999999998,-26.396499999999996
2023-06-05,-25.86,-23.874,-26.5075
2023-06-06,-23.15,-23.302,-26.4575
2023-06-07,-22.36,-23.282,-26.288
2023-06-08,-21.02,-22.938,-26.036
2023-06-09,-22.21,-22.919999999999998,-25.7115
2023-06-12,-17.94,-21.336000000000002,-25.184
2023-06-13,-15.86,-19.878,-24.654
2023-06-14,-11.72,-17.75,-23.8465
2023-06-15,-11.13,-15.772,-22.967000000000002
2023-06-16,-9.77,-13.284,-22.118000000000002
2023-06-20,-13.16,-12.328,-21.4685
2023-06-21,-18.36,-12.828,-21.1215
2023-06-22,-18.83,-14.25,-20.704
2023-06-23,-18.11,-15.646,-20.188
2023-06-26,-17.27,-17.146,-19.434499999999996
2023-06-27,-15.38,-17.589999999999996,-18.782000000000004
2023-06-28,-16.7,-17.258,-18.316499999999998
2023-06-29,-18.33,-17.157999999999998,-18.11
2023-06-30,-17.02,-16.939999999999998,-17.823999999999998
2023-07-03,-16.24,-16.733999999999998,-17.520999999999997
2023-07-05,-18.96,-17.45,-17.176
2023-07-06,-20.29,-18.168,-17.032999999999998
2023-07-07,-20.59,-18.619999999999997,-16.9445
2023-07-10,-18.4,-18.896,-16.813499999999998
2023-07-11,-17.01,-19.05,-16.5535
2023-07-12,-15.33,-18.324,-16.423
2023-07-13,-15.6,-17.386000000000003,-16.41
2023-07-14,-17.38,-16.744,-16.693
2023-07-17,-14.36,-15.935999999999998,-16.854499999999998
2023-07-18,-14.04,-15.341999999999999,-17.067999999999998
2023-07-19,-14.14,-15.104,-17.117
2023-07-20,-16.85,-15.354,-17.0415
2023-07-21,-15.23,-14.924000000000001,-16.8615
2023-07-24,-16.2,-15.292000000000002,-16.766
2023-07-25,-15.03,-15.49,-16.654
2023-07-26,-14.39,-15.540000000000001,-16.604499999999998
2023-07-27,-13.92,-14.954000000000002,-16.4655
2023-07-28,-8.25,-13.557999999999998,-15.961500000000001
2023-07-31,-10.88,-12.494,-15.654500000000002
2023-08-01,-10.59,-11.606,-15.372
2023-08-02,-14.03,-11.534,-15.125500000000002
2023-08-03,-12.86,-11.322,-14.754
2023-08-04,-12.2,-12.112,-14.3345
2023-08-07,-11.98,-12.331999999999999,-14.013499999999999
2023-08-08,-12.37,-12.687999999999999,-13.7815
2023-08-09,-13.75,-12.632,-13.7025
2023-08-10,-13.0,-12.66,-13.5725
2023-08-11,-12.61,-12.741999999999999,-13.334
2023-08-14,-11.15,-12.575999999999999,-13.173499999999999
2023-08-15,-12.7,-12.642,-13.1065
2023-08-16,-14.82,-12.856,-13.1405
2023-08-17,-16.44,-13.544,-13.12
2023-08-18,-16.15,-14.252,-13.166
2023-08-21,-15.49,-15.12,-13.130500000000001
2023-08-22,-15.91,-15.762,-13.1745
2023-08-23,-14.06,-15.61,-13.157999999999998
2023-08-24,-16.42,-15.606,-13.283000000000001
2023-08-25,-15.3,-15.436000000000002,-13.635500000000002
2023-08-28,-14.67,-15.272,-13.825
2023-08-29,-13.5,-14.790000000000001,-13.970499999999998
2023-08-30,-13.13,-14.604,-13.9255
2023-08-31,-12.09,-13.738,-13.887
2023-09-01,-9.42,-12.562000000000001,-13.748
2023-09-05,-9.25,-11.478,-13.611499999999998
2023-09-06,-8.69,-10.516,-13.427499999999998
2023-09-07,-5.73,-9.036000000000001,-13.026500000000002
2023-09-08,-6.15,-7.848000000000001,-12.684000000000001
2023-09-11,-4.72,-6.9079999999999995,-12.2895
2023-09-12,-4.05,-5.867999999999999,-11.9345
2023-09-13,-4.42,-5.014,-11.5205
2023-09-14,-4.52,-4.772,-11.005500000000001
2023-09-15,-6.47,-4.836,-10.507000000000001
2023-09-18,-6.2,-5.132,-10.0095
2023-09-19,-9.66,-6.2540000000000004,-9.718
2023-09-20,-13.12,-7.994,-9.5785
2023-09-21,-13.21,-9.732000000000001,-9.536
2023-09-22,-14.19,-11.276,-9.4245
2023-09-25,-13.96,-12.828,-9.3575
2023-09-26,-15.02,-13.9,-9.375
2023-09-27,-13.22,-13.919999999999998,-9.361
2023-09-28,-11.91,-13.66,-9.3
2023-09-29,-11.06,-13.034,-9.248500000000002
2023-10-02,-11.05,-12.452000000000002,-9.33
2023-10-03,-10.5,-11.548,-9.3925
2023-10-04,-9.93,-10.89,-9.4545
2023-10-05,-10.03,-10.514000000000001,-9.669500000000001
2023-10-06,-9.31,-10.164,-9.8275
2023-10-09,-9.62,-9.878,-10.072500000000002
2023-10-10,-8.72,-9.522,-10.306000000000001
2023-10-11,-7.62,-9.059999999999999,-10.466000000000001
2023-10-12,-7.72,-8.597999999999999,-10.626000000000001
2023-10-13,-9.84,-8.704,-10.7945
2023-10-16,-8.4,-8.46,-10.9045
2023-10-17,-9.64,-8.644,-10.903500000000001
2023-10-18,-10.68,-9.256,-10.7815
2023-10-19,-10.6,-9.832,-10.651
2023-10-20,-12.46,-10.356,-10.564499999999999
2023-10-23,-15.1,-11.696000000000002,-10.621500000000001
2023-10-24,-13.26,-12.42,-10.5335
2023-10-25,-17.64,-13.812000000000001,-10.754499999999998
2023-10-26,-18.41,-15.374,-11.0795
2023-10-27,-10.89,-15.060000000000002,-11.071
2023-10-30,-10.52,-14.144,-11.044500000000001
2023-10-31,-8.5,-13.192000000000002,-10.944500000000001
2023-11-01,-6.4,-10.943999999999999,-10.768
2023-11-02,-5.4,-8.342000000000002,-10.5365
2023-11-03,-4.32,-7.0280000000000005,-10.287
2023-11-06,-4.78,-5.880000000000001,-10.045
2023-11-07,-2.75,-4.73,-9.746500000000001
2023-11-08,-4.86,-4.422,-9.6085
2023-11-09,-5.16,-4.3740000000000006,-9.4805
2023-11-10,-2.53,-4.016,-9.115
2023-11-13,-4.09,-3.878,-8.8995
2023-11-14,-1.15,-3.558,-8.475
2023-11-15,1.84,-2.218,-7.848999999999999
2023-11-16,8.68,0.55,-6.885
2023-11-17,9.83,3.022,-5.7705
2023-11-20,12.14,6.268,-4.4085
2023-11-21,9.39,8.376000000000001,-3.276
2023-11-22,9.46,9.9,-1.921
2023-11-24,10.19,10.202,-0.491
2023-11-27,10.49,10.334,0.5780000000000001
2023-11-28,10.81,10.068000000000001,1.6445
2023-11-29,12.32,10.654,2.6855
2023-11-30,11.81,11.124,3.596
2023-12-01,9.59,11.004000000000001,4.3454999999999995
2023-12-04,6.68,10.242,4.8955
2023-12-05,5.69,9.218,5.419
2023-12-06,4.19,7.5920000000000005,5.766
2023-12-07,6.22,6.473999999999999,6.319999999999999
2023-12-08,7.49,6.054,6.952500000000001
2023-12-11,11.73,7.064,7.6655
2023-12-12,10.7,8.065999999999999,8.405000000000001
2023-12-13,11.79,9.586,9.052
2023-12-14,13.04,10.95,9.612
2023-12-15,15.06,12.464,9.931000000000001
2023-12-18,14.09,12.936000000000002,10.144
2023-12-19,16.3,14.056000000000001,10.352
2023-12-20,14.25,14.548000000000002,10.594999999999999
2023-12-21,17.26,15.392000000000001,10.985000000000001
2023-12-22,19.36,16.252000000000002,11.443499999999998
2023-12-26,25.05,18.444,12.1715
2023-12-27,25.64,20.312,12.913
2023-12-28,24.8,22.422,13.537
2023-12-29,24.48,23.866,14.1705
2024-01-02,18.56,23.706,14.619
2024-01-03,16.79,22.054,15.124500000000001
2024-01-04,16.35,20.196,15.657499999999999
2024-01-05,16.4,18.516,16.267999999999997
2024-01-08,20.25,17.669999999999998,16.9695
2024-01-09,19.41,17.839999999999996,17.5655
2024-01-10,18.19,18.12,17.8885
2024-01-11,18.55,18.56,18.281
2024-01-12,17.45,18.770000000000003,18.564
2024-01-16,17.33,18.186,18.7785
2024-01-17,15.23,17.35,18.787
2024-01-18,16.66,17.044,18.9155
2024-01-19,19.62,17.258,19.0815
2024-01-22,19.77,17.722,19.3575
2024-01-23,21.3,18.516,19.559500000000003
2024-01-24,21.76,19.822,19.6795
2024-01-25,22.81,21.052,19.567500000000003
2024-01-26,9.3,18.988,18.7505
2024-01-29,9.73,16.98,17.997
2024-01-30,7.53,14.225999999999999,17.1495
2024-01-31,7.91,11.456,16.616999999999997
2024-02-01,8.43,8.580000000000002,16.199
2024-02-02,6.64,8.048,15.7135
2024-02-05,7.04,7.51,15.245500000000002
2024-02-06,6.97,7.398000000000001,14.5815
2024-02-07,7.07,7.2299999999999995,13.964500000000001
2024-02-08,6.39,6.822,13.374500000000001
2024-02-09,8.35,7.164,12.864499999999998
2024-02-12,10.1,7.775999999999999,12.497
2024-02-13,7.96,7.973999999999999,12.028500000000001
2024-02-14,10.49,8.658,11.7915
2024-02-15,10.15,9.41,11.466
2024-02-16,8.82,9.504,10.925999999999998
2024-02-20,11.31,9.746,10.503
2024-02-21,8.72,9.898,9.873999999999999
2024-02-22,7.51,9.302000000000001,9.1615
2024-02-23,7.54,8.780000000000001,8.398
2024-02-26,7.54,8.524000000000001,8.309999999999999
2024-02-27,6.89,7.640000000000001,8.168000000000001
2024-02-28,5.05,6.906000000000001,8.044
2024-02-29,7.69,6.942,8.033
2024-03-01,9.43,7.32,8.083
2024-03-04,13.79,8.57,8.4405
2024-03-05,7.75,8.742,8.475999999999999
2024-03-06,11.08,9.947999999999999,8.6815
2024-03-07,15.12,11.434000000000001,9.084
2024-03-08,9.82,11.512,9.2555
2024-03-11,11.94,11.142,9.434999999999999
2024-03-12,12.89,12.17,9.5745
2024-03-13,7.9,11.534,9.5715
2024-03-14,6.71,9.852,9.3825
2024-03-15,6.44,9.175999999999998,9.197
2024-03-18,6.61,8.11,9.086500000000001
2024-03-19,4.97,6.525999999999999,8.7695
2024-03-20,5.35,6.016,8.601
2024-03-21,5.89,5.851999999999999,8.52
2024-03-22,6.27,5.818,8.4565
2024-03-25,4.43,5.382,8.301
2024-03-26,4.82,5.351999999999999,8.1975
2024-03-27,9.26,6.1339999999999995,8.408000000000001
2024-03-28,10.25,7.006,8.536000000000001
2024-04-01,10.93,7.938,8.611
2024-04-02,9.5,8.952000000000002,8.3965
2024-04-03,0.59,8.106,8.0385
2024-04-04,-0.89,6.076,7.44
2024-04-05,-3.41,3.344,6.5135000000000005
2024-04-08,-5.21,0.11600000000000002,5.7620000000000005
