Date,rate_LUCD,rate_LUCD_5D,rate_LUCD_20D,rate_VOO,rate_VOO_5D,rate_VOO_20D
2022-03-14,-29.45,-21.472,-17.880000000000003,-9.84,-8.962,-7.0905000000000005
2022-03-15,-30.46,-24.032000000000004,-18.5055,-7.92,-8.55,-7.210000000000001
2022-03-16,-27.33,-26.009999999999998,-19.2475,-5.92,-8.196000000000002,-7.302000000000001
2022-03-17,-21.95,-26.912,-19.775,-4.8,-7.537999999999999,-7.343000000000001
2022-03-18,-26.88,-27.214,-20.549,-3.77,-6.45,-7.235000000000001
2022-03-21,-33.71,-28.065999999999995,-21.413500000000003,-3.77,-5.236,-7.0985
2022-03-22,-31.11,-28.195999999999998,-22.0055,-2.68,-4.188,-6.858499999999999
2022-03-23,-31.11,-28.951999999999998,-22.335500000000003,-3.9,-3.7840000000000003,-6.600500000000001
2022-03-24,-27.05,-29.972,-22.681,-2.83,-3.3899999999999997,-6.3555
2022-03-25,-31.56,-30.907999999999998,-23.262999999999998,-2.35,-3.106,-6.182499999999999
2022-03-28,-30.66,-30.298000000000002,-23.9965,-1.69,-2.69,-5.965000000000001
2022-03-29,-26.13,-29.302,-24.538500000000003,-0.48,-2.25,-5.63
2022-03-30,-25.23,-28.125999999999998,-25.1215,-1.09,-1.688,-5.4055
2022-03-31,-23.64,-27.444,-25.4745,-2.57,-1.636,-5.2325
2022-04-01,-21.19,-25.369999999999997,-25.640499999999996,-2.24,-1.614,-5.0075
2022-04-04,-21.19,-23.476000000000003,-25.827999999999996,-1.45,-1.566,-4.6135
2022-04-05,-25.0,-23.25,-26.195,-2.62,-1.9939999999999998,-4.2455
2022-04-06,-27.92,-23.788000000000004,-26.719,-3.57,-2.4899999999999998,-4.0395
2022-04-07,-31.29,-25.318,-27.4115,-3.1,-2.596,-3.79
2022-04-08,-33.31,-27.742,-27.808500000000002,-3.33,-2.814,-3.496
2022-04-11,-35.55,-30.613999999999997,-28.1135,-4.94,-3.5120000000000005,-3.2510000000000003
2022-04-12,-41.46,-33.906,-28.6635,-5.28,-4.044,-3.119
2022-04-13,-43.05,-36.932,-29.4495,-4.23,-4.176,-3.0345
2022-04-14,-43.28,-39.33,-30.516,-5.37,-4.630000000000001,-3.063
2022-04-18,-48.05,-42.278,-31.5745,-5.35,-5.034000000000001,-3.1420000000000003
2022-04-19,-47.36,-44.64,-32.257,-3.88,-4.822000000000001,-3.1475
2022-04-20,-49.43,-46.233999999999995,-33.173,-3.95,-4.556,-3.211
2022-04-21,-51.49,-47.922000000000004,-34.192,-5.34,-4.7780000000000005,-3.283
2022-04-22,-50.57,-49.38,-35.367999999999995,-7.86,-5.276,-3.5345
2022-04-25,-48.28,-49.426,-36.204,-7.37,-5.680000000000001,-3.7855000000000003
2022-04-26,-48.51,-49.656,-37.096500000000006,-9.95,-6.894,-4.1985
2022-04-27,-49.2,-49.61,-38.25,-9.73,-8.05,-4.661
2022-04-28,-51.27,-49.565999999999995,-39.55200000000001,-7.52,-8.485999999999999,-4.9825
2022-04-29,-51.27,-49.706,-40.9335,-10.83,-9.08,-5.3955
2022-05-02,-46.68,-49.386,-42.208,-9.99,-9.604,-5.7829999999999995
2022-05-03,-47.6,-49.204,-43.5285,-9.62,-9.538,-6.1915
2022-05-04,-45.99,-48.562,-44.578,-6.99,-8.99,-6.410000000000001
2022-05-05,-48.75,-48.05800000000001,-45.6195,-10.13,-9.512,-6.7379999999999995
2022-05-06,-50.36,-47.876,-46.573,-10.67,-9.48,-7.1165
2022-05-09,-53.58,-49.256,-47.5865,-13.43,-10.168,-7.6215
2022-05-10,-52.18,-50.172000000000004,-48.418,-13.22,-10.888,-8.0355
2022-05-11,-55.69,-52.112,-49.12949999999999,-14.58,-12.406,-8.500499999999999
2022-05-12,-53.12,-52.986000000000004,-49.632999999999996,-14.64,-13.308000000000002,-9.021
2022-05-13,-51.01,-53.116,-50.0195,-12.68,-13.709999999999999,-9.3865
2022-05-16,-50.77,-52.553999999999995,-50.1555,-12.99,-13.622,-9.7685
2022-05-17,-47.47,-51.612,-50.160999999999994,-11.29,-13.236,-10.139
2022-05-18,-48.18,-50.11,-50.0985,-14.71,-13.262,-10.677
2022-05-19,-47.24,-48.934000000000005,-49.886,-15.27,-13.388,-11.1735
2022-05-20,-47.0,-48.132,-49.7075,-15.25,-13.901999999999997,-11.543000000000001
2022-05-23,-46.76,-47.33,-49.6315,-13.68,-14.040000000000001,-11.8585
2022-05-24,-48.89,-47.614000000000004,-49.6505,-14.29,-14.64,-12.075500000000002
2022-05-25,-48.89,-47.756,-49.635000000000005,-13.59,-14.416,-12.2685
2022-05-26,-50.79,-48.465999999999994,-49.611,-11.92,-13.745999999999999,-12.4885
2022-05-27,-48.89,-48.844,-49.492,-9.77,-12.65,-12.435500000000001
2022-05-31,-50.08,-49.508,-49.662,-10.26,-11.966,-12.449
2022-06-01,-49.61,-49.652,-49.7625,-10.69,-11.245999999999999,-12.502500000000001
2022-06-02,-47.95,-49.464,-49.8605,-9.06,-10.34,-12.606
2022-06-03,-51.08,-49.522,-49.977,-10.5,-10.056000000000001,-12.624500000000001
2022-06-06,-52.78,-50.3,-50.098,-10.26,-10.154,-12.604
2022-06-07,-51.56,-50.596000000000004,-49.997,-9.4,-9.982,-12.4025
2022-06-08,-49.61,-50.596000000000004,-49.8685,-10.37,-9.918000000000001,-12.26
2022-06-09,-50.1,-51.026,-49.589000000000006,-12.42,-10.59,-12.152
2022-06-10,-51.07,-51.024,-49.4865,-14.93,-11.475999999999999,-12.1665
2022-06-13,-53.26,-51.12,-49.599000000000004,-18.12,-13.048000000000002,-12.438500000000001
2022-06-14,-55.22,-51.852,-49.8215,-18.32,-14.831999999999999,-12.705
2022-06-15,-55.95,-53.11999999999999,-50.24550000000001,-17.18,-16.194,-12.999500000000001
2022-06-16,-57.66,-54.63199999999999,-50.7195,-19.83,-17.676,-13.255500000000001
2022-06-17,-57.42,-55.902,-51.2285,-19.62,-18.614,-13.472999999999999
2022-06-21,-55.71,-56.39200000000001,-51.664,-17.71,-18.532,-13.596
2022-06-22,-56.19,-56.586,-52.1355,-17.88,-18.444,-13.806000000000001
2022-06-23,-53.75,-56.146,-52.378499999999995,-17.04,-18.416,-13.9435
2022-06-24,-46.18,-53.85,-52.242999999999995,-14.53,-17.356,-13.9905
2022-06-27,-44.72,-51.31,-51.939499999999995,-14.84,-16.4,-14.136499999999998
2022-06-28,-45.7,-49.308,-51.779999999999994,-16.63,-16.184,-14.479499999999998
2022-06-29,-46.43,-47.356,-51.597500000000004,-16.92,-15.992,-14.8125
2022-06-30,-44.72,-45.55,-51.352999999999994,-17.56,-16.096,-15.156
2022-07-01,-41.84,-44.682,-51.0475,-16.28,-16.446,-15.517
2022-07-05,-39.47,-43.632,-50.467,-16.14,-16.706,-15.799000000000001
2022-07-06,-37.03,-41.898,-49.6795,-15.85,-16.55,-16.0785
2022-07-07,-34.82,-39.576,-48.8425,-14.65,-16.096,-16.341
2022-07-08,-32.59,-37.15,-47.9915,-14.7,-15.524000000000001,-16.5575
2022-07-11,-35.31,-35.844,-47.251999999999995,-15.64,-15.395999999999997,-16.7185
2022-07-12,-36.31,-35.212,-46.514,-16.4,-15.447999999999999,-16.792
2022-07-13,-33.82,-34.57000000000001,-45.542,-16.77,-15.632,-16.7245
2022-07-14,-34.07,-34.42,-44.484500000000004,-16.99,-16.1,-16.658
2022-07-15,-34.57,-34.816,-43.415499999999994,-15.46,-16.252000000000002,-16.572
2022-07-18,-34.07,-34.568,-42.236000000000004,-16.14,-16.352,-16.3875
2022-07-19,-34.28,-34.162,-41.079,-13.93,-15.857999999999999,-16.103
2022-07-20,-32.81,-33.96,-39.934000000000005,-13.4,-15.184000000000001,-15.8875
2022-07-21,-32.81,-33.708,-38.765,-12.55,-14.296000000000001,-15.620999999999999
2022-07-22,-31.75,-33.144,-37.665,-13.32,-13.868,-15.434999999999999
2022-07-25,-30.69,-32.468,-36.8905,-13.24,-13.288,-15.370499999999998
2022-07-26,-30.69,-31.75,-36.189,-14.25,-13.352,-15.341
2022-07-27,-27.72,-30.732000000000006,-35.290000000000006,-12.07,-13.086000000000002,-15.113
2022-07-28,-27.72,-29.714,-34.3545,-10.99,-12.774,-14.8165
2022-07-29,-27.95,-28.954,-33.516000000000005,-9.72,-12.053999999999998,-14.4245
2022-08-01,-26.76,-28.168,-32.762,-9.72,-11.350000000000001,-14.0965
2022-08-02,-26.23,-27.276,-32.1,-10.15,-10.53,-13.797
2022-08-03,-25.87,-26.906,-31.542,-9.12,-9.94,-13.460500000000001
2022-08-04,-22.81,-25.924,-30.9415,-9.18,-9.578,-13.187000000000001
2022-08-05,-19.39,-24.212,-30.2815,-9.31,-9.496,-12.9175
2022-08-08,-17.77,-22.414,-29.404500000000002,-9.37,-9.425999999999998,-12.604000000000001
2022-08-09,-20.07,-21.182,-28.592499999999994,-9.62,-9.319999999999999,-12.265
2022-08-10,-19.91,-19.990000000000002,-27.897000000000002,-8.33,-9.162,-11.843
2022-08-11,-19.41,-19.31,-27.163999999999998,-8.33,-8.992,-11.41
2022-08-12,-18.76,-19.184,-26.3735,-7.26,-8.581999999999999,-11.0
2022-08-15,-19.41,-19.512,-25.640499999999996,-6.98,-8.104000000000001,-10.542
2022-08-16,-20.54,-19.606,-24.9535,-6.87,-7.554,-10.189
2022-08-17,-24.41,-20.506,-24.5335,-7.3,-7.348000000000001,-9.884
2022-08-18,-26.99,-22.022,-24.2425,-7.11,-7.104000000000001,-9.611999999999998
2022-08-19,-31.51,-24.572,-24.2305,-7.96,-7.244,-9.344
2022-08-22,-35.22,-27.734,-24.457,-9.24,-7.696,-9.144
2022-08-23,-36.11,-30.848000000000003,-24.728,-9.38,-8.198,-8.9005
2022-08-24,-36.11,-33.188,-25.1475,-9.2,-8.578,-8.757
2022-08-25,-35.93,-34.976,-25.558,-8.33,-8.822,-8.623999999999999
2022-08-26,-37.17,-36.108000000000004,-26.019,-10.4,-9.31,-8.658
2022-08-29,-36.99,-36.462,-26.5305,-10.79,-9.620000000000001,-8.7115
2022-08-30,-37.36,-36.712,-27.087,-11.42,-10.028,-8.774999999999999
2022-08-31,-38.82,-37.254,-27.734500000000004,-11.87,-10.562,-8.9125
2022-09-01,-39.96,-38.06,-28.591999999999995,-11.4,-11.175999999999998,-9.0235
2022-09-02,-40.5,-38.726,-29.647499999999997,-11.98,-11.492,-9.157
2022-09-06,-38.72,-39.071999999999996,-30.695,-12.17,-11.768,-9.297
2022-09-07,-36.61,-38.922000000000004,-31.522000000000002,-10.9,-11.664,-9.361
2022-09-08,-38.44,-38.846000000000004,-32.4485,-10.38,-11.366,-9.4635
2022-09-09,-35.05,-37.864,-33.2305,-9.13,-10.912,-9.503499999999999
2022-09-12,-33.23,-36.41,-33.954,-8.23,-10.162,-9.552
2022-09-13,-36.5,-35.965999999999994,-34.8085,-12.01,-10.129999999999999,-9.803500000000001
2022-09-14,-40.6,-36.763999999999996,-35.8115,-11.7,-10.290000000000001,-10.045
2022-09-15,-41.14,-37.303999999999995,-36.648,-12.63,-10.74,-10.311499999999999
2022-09-16,-46.6,-39.614,-37.628499999999995,-13.28,-11.57,-10.620000000000001
2022-09-19,-49.05,-42.778000000000006,-38.5055,-12.65,-12.453999999999999,-10.8545
2022-09-20,-49.89,-45.456,-39.239,-13.61,-12.774,-11.073
2022-09-21,-50.46,-47.428000000000004,-39.9565,-15.08,-13.45,-11.358
2022-09-22,-51.3,-49.46,-40.715999999999994,-15.78,-14.080000000000002,-11.687000000000001
2022-09-23,-51.3,-50.4,-41.4845,-17.14,-14.851999999999999,-12.127500000000001
2022-09-26,-53.83,-51.355999999999995,-42.3175,-17.92,-15.906,-12.503499999999999
2022-09-27,-52.69,-51.916,-43.1025,-18.14,-16.812,-12.871
2022-09-28,-51.26,-52.076,-43.7975,-16.92,-17.18,-13.146
2022-09-29,-53.54,-52.524,-44.5335,-18.62,-17.748,-13.483500000000001
2022-09-30,-55.54,-53.372,-45.3125,-19.84,-18.288,-13.905499999999998
2022-10-03,-50.53,-52.712,-45.814,-17.32,-18.168,-14.172500000000003
2022-10-04,-48.52,-51.878,-46.304,-14.89,-17.518,-14.3085
2022-10-05,-49.09,-51.444,-46.928,-15.03,-17.14,-14.515
2022-10-06,-49.09,-50.554,-47.460499999999996,-15.9,-16.595999999999997,-14.791000000000002
2022-10-07,-49.09,-49.264,-48.1625,-18.18,-16.264,-15.243500000000001
2022-10-10,-49.09,-48.976000000000006,-48.9555,-18.77,-16.554,-15.770500000000002
2022-10-11,-48.21,-48.914,-49.541,-19.3,-17.436,-16.135
2022-10-12,-48.51,-48.798,-49.9365,-19.54,-18.338,-16.526999999999997
2022-10-13,-48.8,-48.739999999999995,-50.3195,-17.48,-18.654,-16.7695
2022-10-14,-49.09,-48.739999999999995,-50.444,-19.3,-18.878,-17.070500000000003
2022-10-17,-46.46,-48.214,-50.314499999999995,-17.29,-18.582,-17.3025
2022-10-18,-44.98,-47.568,-50.069,-16.34,-17.99,-17.439
2022-10-19,-46.46,-47.158,-49.869,-16.91,-17.464,-17.530499999999996
2022-10-20,-45.86,-46.57000000000001,-49.597,-17.57,-17.482,-17.619999999999997
2022-10-21,-45.86,-45.92399999999999,-49.325,-15.63,-16.747999999999998,-17.544500000000003
2022-10-24,-47.05,-46.042,-48.986000000000004,-14.63,-16.216,-17.380000000000003
2022-10-25,-44.67,-45.980000000000004,-48.584999999999994,-13.27,-15.602,-17.1365
2022-10-26,-44.38,-45.564,-48.241,-13.9,-15.0,-16.9855
2022-10-27,-46.3,-45.652,-47.879000000000005,-14.35,-14.356,-16.772
2022-10-28,-44.38,-45.356,-47.321000000000005,-12.4,-13.709999999999999,-16.4
2022-10-31,-42.9,-44.525999999999996,-46.9395,-12.98,-13.38,-16.183
2022-11-01,-43.01,-44.194,-46.664,-13.0,-13.325999999999999,-16.0885
2022-11-02,-43.59,-44.035999999999994,-46.389,-15.11,-13.568000000000001,-16.0925
2022-11-03,-44.17,-43.61,-46.143,-15.97,-13.892000000000001,-16.095999999999997
2022-11-04,-43.59,-43.452000000000005,-45.868,-14.8,-14.372,-15.927000000000001
2022-11-07,-43.88,-43.648,-45.6075,-14.03,-14.581999999999999,-15.690000000000001
2022-11-08,-43.88,-43.822,-45.391000000000005,-13.57,-14.696000000000002,-15.4035
2022-11-09,-35.58,-42.220000000000006,-44.7445,-15.28,-14.73,-15.1905
2022-11-10,-35.87,-40.56,-44.098,-10.81,-13.697999999999999,-14.857
2022-11-11,-32.61,-38.364,-43.274,-9.98,-12.734,-14.391
2022-11-14,-31.43,-35.874,-42.5225,-10.68,-12.064,-14.060500000000001
2022-11-15,-39.51,-35.0,-42.249,-9.96,-11.342,-13.741499999999998
2022-11-16,-42.5,-36.384,-42.051,-10.63,-10.412,-13.4275
2022-11-17,-42.2,-37.65,-41.867999999999995,-10.88,-10.426,-13.093
2022-11-18,-42.2,-39.568,-41.685,-10.49,-10.528,-12.836000000000002
2022-11-21,-40.1,-41.302,-41.3375,-10.8,-10.552000000000001,-12.6445
2022-11-22,-41.61,-41.722,-41.1845,-9.64,-10.488000000000001,-12.463
2022-11-23,-40.1,-41.242000000000004,-40.9705,-9.09,-10.180000000000001,-12.2225
2022-11-25,-37.7,-40.342,-40.540499999999994,-9.1,-9.824,-11.96
2022-11-28,-38.9,-39.682,-40.26649999999999,-10.5,-9.825999999999999,-11.865
2022-11-29,-41.01,-39.864,-40.172000000000004,-10.66,-9.798,-11.749
2022-11-30,-43.73,-40.288,-40.208,-7.97,-9.464,-11.4975
2022-12-01,-42.1,-40.688,-40.1335,-7.76,-9.198,-11.129999999999999
2022-12-02,-38.56,-40.86,-39.853,-7.89,-8.956,-10.725999999999999
2022-12-05,-39.45,-40.970000000000006,-39.646,-9.46,-8.748000000000001,-10.459
2022-12-06,-41.85,-41.138000000000005,-39.5445,-10.72,-8.76,-10.2935
2022-12-07,-44.26,-41.244,-39.5635,-10.89,-9.344,-10.1595
2022-12-08,-41.25,-41.074,-39.846999999999994,-10.21,-9.834,-9.906000000000002
2022-12-09,-41.85,-41.732,-40.146,-10.84,-10.424000000000001,-9.9075
2022-12-12,-45.16,-42.873999999999995,-40.7735,-9.61,-10.454,-9.889
2022-12-13,-46.99,-43.902,-41.5515,-8.96,-10.102,-9.803
2022-12-14,-48.51,-44.751999999999995,-42.0015,-9.5,-9.824000000000002,-9.780000000000001
2022-12-15,-49.73,-46.448,-42.363,-11.68,-10.118,-9.8325
2022-12-16,-50.34,-48.146,-42.769999999999996,-12.71,-10.492,-9.924
2022-12-19,-50.95,-49.304,-43.207499999999996,-13.44,-11.258,-10.0715
2022-12-20,-51.26,-50.158,-43.765499999999996,-13.72,-12.209999999999999,-10.2175
2022-12-21,-52.18,-50.892,-44.294,-12.46,-12.802000000000001,-10.3585
2022-12-22,-54.01,-51.748000000000005,-44.9895,-13.66,-13.197999999999999,-10.587
2022-12-23,-56.77,-53.03399999999999,-45.943,-13.19,-13.294,-10.7915
2022-12-27,-62.6,-55.364,-47.128,-13.52,-13.309999999999999,-10.942499999999999
2022-12-28,-59.22,-56.956,-48.0385,-14.56,-13.478,-11.1375
2022-12-29,-57.08,-57.936,-48.706,-13.08,-13.602,-11.392999999999999
2022-12-30,-58.0,-58.734,-49.501,-13.31,-13.532,-11.6705
2023-01-03,-55.75,-58.529999999999994,-50.360499999999995,-13.32,-13.558000000000002,-11.942
2023-01-04,-57.6,-57.529999999999994,-51.26800000000001,-12.72,-13.398000000000001,-12.105
2023-01-05,-58.55,-57.396,-52.102999999999994,-13.65,-13.216,-12.2515
2023-01-06,-59.18,-57.815999999999995,-52.849000000000004,-11.74,-12.948000000000002,-12.294
2023-01-09,-58.23,-57.862,-53.698,-11.8,-12.646,-12.3735
2023-01-10,-58.54,-58.419999999999995,-54.532500000000006,-11.18,-12.218,-12.3905
2023-01-11,-58.54,-58.60799999999999,-55.201499999999996,-10.08,-11.690000000000001,-12.414
2023-01-12,-57.27,-58.352,-55.7155,-9.75,-10.91,-12.4535
2023-01-13,-58.54,-58.224000000000004,-56.217,-9.41,-10.444,-12.449
2023-01-17,-50.27,-56.63199999999999,-56.24400000000001,-9.54,-9.992,-12.342
2023-01-18,-56.95,-56.314,-56.5745,-10.98,-9.952,-12.255500000000001
2023-01-19,-58.54,-56.314,-56.95399999999999,-11.6,-10.256,-12.1635
2023-01-20,-57.91,-56.44199999999999,-57.286500000000004,-10.01,-10.308,-11.978
2023-01-23,-60.13,-56.760000000000005,-57.684000000000005,-8.94,-10.213999999999999,-11.802
2023-01-24,-61.73,-59.052,-58.07000000000001,-9.04,-10.113999999999999,-11.571000000000002
2023-01-25,-62.68,-60.198,-58.3655,-9.01,-9.72,-11.362
2023-01-26,-61.09,-60.70799999999999,-58.290000000000006,-8.06,-9.012,-11.089
2023-01-27,-59.18,-60.962,-58.288,-7.8,-8.57,-10.751
2023-01-30,-58.54,-60.64399999999999,-58.361000000000004,-8.93,-8.568,-10.5435
2023-01-31,-58.22,-59.94199999999999,-58.37199999999999,-7.66,-8.291999999999998,-10.261
2023-02-01,-57.21,-58.848,-58.44499999999999,-6.52,-7.794,-9.921
2023-02-02,-57.06,-58.041999999999994,-58.418000000000006,-5.25,-7.231999999999999,-9.5475
2023-02-03,-56.9,-57.586,-58.3355,-6.21,-6.914,-9.175500000000001
2023-02-06,-57.21,-57.32000000000001,-58.237,-6.73,-6.473999999999999,-8.925
2023-02-07,-57.21,-57.117999999999995,-58.186,-5.74,-6.09,-8.622
2023-02-08,-57.53,-57.182,-58.1355,-6.59,-6.104,-8.3925
2023-02-09,-57.53,-57.275999999999996,-58.085,-7.25,-6.5040000000000004,-8.251000000000001
2023-02-10,-57.85,-57.46600000000001,-58.114,-7.06,-6.6739999999999995,-8.1165
2023-02-13,-58.17,-57.658,-58.0955,-6.18,-6.564,-7.955
2023-02-14,-58.5,-57.916,-58.50699999999999,-6.21,-6.6579999999999995,-7.788500000000001
2023-02-15,-56.87,-57.784000000000006,-58.50300000000001,-5.96,-6.531999999999999,-7.5375
2023-02-16,-56.87,-57.652,-58.41949999999999,-6.98,-6.478,-7.3065
2023-02-17,-56.55,-57.391999999999996,-58.3515,-7.17,-6.5,-7.164500000000001
2023-02-21,-56.55,-57.068,-58.17249999999999,-8.6,-6.984,-7.147500000000001
2023-02-22,-57.52,-56.87199999999999,-57.962,-8.69,-7.4799999999999995,-7.13
2023-02-23,-57.85,-57.068000000000005,-57.7205,-8.34,-7.956,-7.096500000000001
2023-02-24,-57.52,-57.198,-57.541999999999994,-9.1,-8.379999999999999,-7.1485
2023-02-27,-55.57,-57.001999999999995,-57.3615,-8.85,-8.716,-7.2010000000000005
2023-02-28,-55.25,-56.742000000000004,-57.19699999999999,-9.16,-8.828,-7.2125
2023-03-01,-54.02,-56.041999999999994,-56.987,-9.24,-8.937999999999999,-7.291500000000001
2023-03-02,-53.38,-55.148,-56.795500000000004,-8.66,-9.001999999999999,-7.3985
2023-03-03,-52.74,-54.19199999999999,-56.579499999999996,-7.41,-8.663999999999998,-7.5065
2023-03-06,-50.5,-53.178,-56.2595,-7.32,-8.358,-7.561999999999999
2023-03-07,-48.86,-51.9,-55.842,-8.65,-8.256,-7.6579999999999995
2023-03-08,-42.63,-49.622,-55.113,-8.52,-8.112,-7.797
2023-03-09,-44.6,-47.866,-54.466499999999996,-10.08,-8.396,-7.971499999999999
2023-03-10,-47.88,-46.894,-53.984,-11.27,-9.168000000000001,-8.1725
2023-03-13,-45.91,-45.976,-53.387,-11.41,-9.985999999999999,-8.389999999999999
2023-03-14,-42.8,-44.763999999999996,-52.618500000000004,-10.0,-10.256,-8.581
2023-03-15,-41.38,-44.514,-51.7625,-10.53,-10.658,-8.797
2023-03-16,-42.8,-44.153999999999996,-51.059000000000005,-9.06,-10.453999999999999,-8.952
2023-03-17,-43.93,-43.364,-50.412,-10.02,-10.203999999999999,-9.104000000000001
2023-03-20,-45.91,-43.364,-49.88,-9.23,-9.768,-9.206999999999999
2023-03-21,-48.07,-44.41799999999999,-49.456,-8.08,-9.384,-9.181000000000001
2023-03-22,-50.24,-46.19,-49.092,-9.56,-9.190000000000001,-9.2245
2023-03-23,-52.72,-48.174,-48.8355,-9.35,-9.248000000000001,-9.275
2023-03-24,-52.41,-49.87,-48.58,-9.13,-9.069999999999999,-9.2765
2023-03-27,-52.41,-51.17,-48.422,-8.98,-9.02,-9.283
2023-03-28,-50.46,-51.648,-48.1825,-9.14,-9.232000000000001,-9.282
2023-03-29,-52.73,-52.146,-48.118,-7.87,-8.894,-9.2135
2023-03-30,-52.73,-52.148,-48.085499999999996,-7.33,-8.49,-9.147
2023-03-31,-52.41,-52.148,-48.069,-6.05,-7.8740000000000006,-9.079
2023-04-03,-53.49,-52.364,-48.2185,-5.56,-7.19,-8.991000000000001
2023-04-04,-54.49,-53.169999999999995,-48.5,-6.08,-6.578,-8.8625
2023-04-05,-55.16,-53.65599999999999,-49.1265,-6.3,-6.264,-8.7515
2023-04-06,-55.16,-54.141999999999996,-49.6545,-5.95,-5.988,-8.545
2023-04-10,-52.49,-54.158,-49.885,-5.85,-5.9479999999999995,-8.274
2023-04-11,-49.42,-53.34400000000001,-50.0605,-5.84,-6.004,-7.9955
2023-04-12,-51.46,-52.738,-50.4935,-6.21,-6.029999999999999,-7.806
2023-04-13,-52.83,-52.272000000000006,-51.066,-5.01,-5.772,-7.529999999999999
2023-04-14,-52.49,-51.738,-51.5505,-5.2,-5.622,-7.337000000000001
2023-04-17,-52.49,-51.738,-51.9785,-4.88,-5.428,-7.08
2023-04-18,-48.69,-51.592,-52.11750000000001,-4.82,-5.224,-6.8595
2023-04-19,-44.2,-50.14,-51.924,-4.83,-4.948,-6.697
2023-04-20,-45.58,-48.690000000000005,-51.690999999999995,-5.36,-5.018000000000001,-6.487
2023-04-21,-46.62,-47.516,-51.386,-5.3,-5.037999999999999,-6.2845
