Date,rate_IONQ,rate_VOO_5D,rate_VOO_20D
2022-05-23,-58.52,-59.120000000000005,-55.672000000000004
2022-05-24,-61.17,-59.577999999999996,-56.5375
2022-05-25,-58.81,-59.194,-57.31949999999999
2022-05-26,-58.52,-59.294000000000004,-58.125
2022-05-27,-57.3,-58.864,-58.717999999999996
2022-05-31,-58.59,-58.87800000000001,-59.437
2022-06-01,-60.17,-58.678,-59.989999999999995
2022-06-02,-56.47,-58.21,-60.479
2022-06-03,-58.46,-58.198,-60.62949999999999
2022-06-06,-57.64,-58.266000000000005,-60.632000000000005
2022-06-07,-58.54,-58.25600000000001,-60.3895
2022-06-08,-56.15,-57.452,-59.956999999999994
2022-06-09,-60.04,-58.166,-59.52900000000001
2022-06-10,-63.1,-59.09400000000001,-59.402
2022-06-13,-66.02,-60.77,-59.576
2022-06-14,-65.34,-62.129999999999995,-59.596000000000004
2022-06-15,-62.42,-63.384,-59.773
2022-06-16,-64.22,-64.22,-59.947500000000005
2022-06-17,-62.12,-64.024,-60.15250000000001
2022-06-21,-61.37,-63.09400000000001,-60.2485
2022-06-22,-62.49,-62.524,-60.447
2022-06-23,-61.52,-62.343999999999994,-60.4645
2022-06-24,-61.59,-61.818000000000005,-60.6035
2022-06-27,-63.69,-62.132000000000005,-60.862
2022-06-28,-64.74,-62.806,-61.234
2022-06-29,-66.47,-63.602,-61.628
2022-06-30,-67.07,-64.712,-61.973
2022-07-01,-65.18,-65.42999999999999,-62.408500000000004
2022-07-05,-64.01,-65.494,-62.686
2022-07-06,-63.56,-65.25800000000001,-62.98199999999999
2022-07-07,-60.15,-63.99400000000001,-63.0625
2022-07-08,-59.99,-62.577999999999996,-63.25449999999999
2022-07-11,-63.59,-62.260000000000005,-63.431999999999995
2022-07-12,-64.69,-62.396,-63.5115
2022-07-13,-65.0,-62.684000000000005,-63.4605
2022-07-14,-65.32,-63.718,-63.45949999999999
2022-07-15,-64.22,-64.564,-63.5495
2022-07-18,-63.75,-64.596,-63.525999999999996
2022-07-19,-62.64,-64.18599999999999,-63.552
2022-07-20,-59.57,-63.1,-63.462
2022-07-21,-58.47,-61.73,-63.261
2022-07-22,-61.46,-61.178,-63.258
2022-07-25,-60.99,-60.626,-63.22800000000001
2022-07-26,-62.73,-60.644000000000005,-63.18000000000001
2022-07-27,-59.73,-60.676,-62.9295
2022-07-28,-58.23,-60.628,-62.5175
2022-07-29,-57.36,-59.80800000000001,-62.032000000000004
2022-08-01,-57.01,-59.012,-61.6235
2022-08-02,-55.44,-57.553999999999995,-61.19500000000001
2022-08-03,-53.1,-56.227999999999994,-60.672000000000004
2022-08-04,-51.3,-54.842,-60.229499999999994
2022-08-05,-49.97,-53.364,-59.7285
2022-08-08,-51.72,-52.306,-59.135000000000005
2022-08-09,-53.95,-52.007999999999996,-58.598
2022-08-10,-50.63,-51.513999999999996,-57.87949999999999
2022-08-11,-52.04,-51.662,-57.2155
2022-08-12,-51.28,-51.924,-56.56850000000001
2022-08-15,-50.47,-51.674,-55.9045
2022-08-16,-39.86,-48.856,-54.765499999999996
2022-08-17,-42.59,-47.248000000000005,-53.9165
2022-08-18,-43.8,-45.6,-53.18299999999999
2022-08-19,-49.1,-45.164,-52.565
2022-08-22,-50.15,-45.1,-52.023
2022-08-23,-50.1,-47.148,-51.39149999999999
2022-08-24,-49.32,-48.494,-50.870999999999995
2022-08-25,-47.97,-49.328,-50.358
2022-08-26,-51.35,-49.778,-50.0575
2022-08-29,-51.35,-50.01800000000001,-49.7745
2022-08-30,-52.97,-50.592,-49.650999999999996
2022-08-31,-52.65,-51.258,-49.6285
2022-09-01,-52.07,-52.077999999999996,-49.667
2022-09-02,-52.52,-52.312,-49.7945
2022-09-06,-52.88,-52.617999999999995,-49.8525
2022-09-07,-55.1,-53.044000000000004,-49.91
2022-09-08,-55.56,-53.626,-50.1565
2022-09-09,-54.42,-54.096000000000004,-50.2755
2022-09-12,-50.39,-53.67,-50.231
2022-09-13,-53.03,-53.7,-50.358999999999995
2022-09-14,-51.43,-52.965999999999994,-50.9375
2022-09-15,-51.67,-52.188,-51.39150000000001
2022-09-16,-53.82,-52.068000000000005,-51.8925
2022-09-19,-54.62,-52.914,-52.168499999999995
2022-09-20,-55.61,-53.42999999999999,-52.4415
2022-09-21,-56.18,-54.379999999999995,-52.74550000000001
2022-09-22,-58.07,-55.660000000000004,-53.18300000000001
2022-09-23,-59.71,-56.838,-53.77
2022-09-26,-59.54,-57.822,-54.179500000000004
2022-09-27,-59.13,-58.525999999999996,-54.56849999999999
2022-09-28,-57.21,-58.732000000000006,-54.780499999999996
2022-09-29,-59.63,-59.044000000000004,-55.12950000000001
2022-09-30,-57.21,-58.544000000000004,-55.3865
2022-10-03,-54.24,-57.484,-55.472500000000004
2022-10-04,-49.03,-55.464,-55.28000000000001
2022-10-05,-50.46,-54.11400000000001,-55.048
2022-10-06,-51.05,-52.398,-54.822500000000005
2022-10-07,-54.07,-51.77,-54.80499999999999
2022-10-10,-55.84,-52.089999999999996,-55.0775
2022-10-11,-57.38,-53.760000000000005,-55.295
2022-10-12,-56.01,-54.870000000000005,-55.524
2022-10-13,-54.9,-55.64,-55.685500000000005
2022-10-14,-57.55,-56.336,-55.872
2022-10-17,-55.24,-56.215999999999994,-55.903000000000006
2022-10-18,-55.76,-55.891999999999996,-55.9105
2022-10-19,-56.36,-55.962,-55.91949999999999
2022-10-20,-55.84,-56.15,-55.80799999999999
2022-10-21,-55.33,-55.705999999999996,-55.589
2022-10-24,-55.93,-55.84400000000001,-55.408500000000004
2022-10-25,-52.98,-55.288,-55.101
2022-10-26,-51.86,-54.388,-54.8335
2022-10-27,-52.38,-53.696000000000005,-54.47099999999999
2022-10-28,-50.47,-52.724000000000004,-54.13399999999999
2022-10-31,-48.74,-51.286,-53.858999999999995
2022-11-01,-49.92,-50.674,-53.903499999999994
2022-11-02,-52.29,-50.760000000000005,-53.995000000000005
2022-11-03,-53.73,-51.03,-54.129
2022-11-04,-53.73,-51.682,-54.112
2022-11-07,-52.8,-52.49399999999999,-53.96
2022-11-08,-55.5,-53.60999999999999,-53.866
2022-11-09,-58.55,-54.862,-53.992999999999995
2022-11-10,-50.27,-54.17,-53.7615
2022-11-11,-47.92,-53.008,-53.28000000000001
2022-11-14,-46.53,-51.754,-52.844500000000004
2022-11-15,-49.52,-50.558,-52.532500000000006
2022-11-16,-53.05,-49.458000000000006,-52.367
2022-11-17,-56.05,-50.614,-52.3775
2022-11-18,-55.96,-52.222,-52.40899999999999
2022-11-21,-57.02,-54.32000000000001,-52.463499999999996
2022-11-22,-56.58,-55.732000000000006,-52.643499999999996
2022-11-23,-55.42,-56.205999999999996,-52.8215
2022-11-25,-56.04,-56.20399999999999,-53.00449999999999
2022-11-28,-55.78,-56.168000000000006,-53.269999999999996
2022-11-29,-56.76,-56.116,-53.67099999999999
2022-11-30,-53.81,-55.562,-53.8655
2022-12-01,-54.27,-55.331999999999994,-53.9645
2022-12-02,-54.45,-55.013999999999996,-54.0005
2022-12-05,-56.97,-55.251999999999995,-54.1625
2022-12-06,-59.67,-55.834,-54.50600000000001
2022-12-07,-59.67,-57.00600000000001,-54.7145
2022-12-08,-57.24,-57.6,-54.649
2022-12-09,-58.5,-58.410000000000004,-55.060500000000005
2022-12-12,-58.59,-58.734,-55.59400000000001
2022-12-13,-59.96,-58.79200000000001,-56.265499999999996
2022-12-14,-60.78,-59.013999999999996,-56.828500000000005
2022-12-15,-63.7,-60.306000000000004,-57.361000000000004
2022-12-16,-64.15,-61.436,-57.766
2022-12-19,-65.61,-62.84000000000001,-58.248500000000014
2022-12-20,-65.52,-63.952,-58.673500000000004
2022-12-21,-65.7,-64.936,-59.12949999999999
2022-12-22,-68.65,-65.926,-59.791
2022-12-23,-69.29,-66.95400000000001,-60.4535
2022-12-27,-71.13,-68.058,-61.221000000000004
2022-12-28,-70.95,-69.144,-61.93050000000001
2022-12-29,-67.08,-69.41999999999999,-62.59400000000001
2022-12-30,-67.91,-69.272,-63.275999999999996
2023-01-03,-66.24,-68.66199999999999,-63.8655
2023-01-04,-64.84,-67.404,-64.259
2023-01-05,-64.55,-66.124,-64.503
2023-01-06,-63.3,-65.36800000000001,-64.6845
2023-01-09,-62.91,-64.368,-64.968
2023-01-10,-62.91,-63.702,-65.1885
2023-01-11,-62.42,-63.217999999999996,-65.38
2023-01-12,-60.58,-62.424,-65.41099999999999
2023-01-13,-57.08,-61.17999999999999,-65.226
2023-01-17,-57.66,-60.129999999999995,-64.924
2023-01-18,-59.12,-59.372,-64.6725
2023-01-19,-60.87,-59.06199999999999,-64.4355
2023-01-20,-57.76,-58.498000000000005,-64.04749999999999
2023-01-23,-56.21,-58.324,-63.573
2023-01-24,-56.79,-58.15,-62.98
2023-01-25,-56.21,-57.568000000000005,-62.326
2023-01-26,-55.82,-56.55800000000001,-61.56049999999999
2023-01-27,-56.31,-56.26800000000001,-60.8285
2023-01-30,-56.6,-56.346000000000004,-60.3045
2023-01-31,-56.79,-56.346000000000004,-59.7485
2023-02-01,-52.46,-55.596000000000004,-59.0595
2023-02-02,-45.52,-53.536,-58.09349999999999
2023-02-03,-45.43,-51.36,-57.1375
2023-02-06,-46.28,-49.296,-56.286500000000004
2023-02-07,-48.44,-47.626,-55.563
2023-02-08,-48.6,-46.854,-54.847500000000004
2023-02-09,-52.25,-48.2,-54.339
2023-02-10,-51.26,-49.366,-53.873000000000005
2023-02-13,-50.59,-50.227999999999994,-53.548500000000004
2023-02-14,-49.67,-50.474000000000004,-53.149
2023-02-15,-43.6,-49.474000000000004,-52.373000000000005
2023-02-16,-47.01,-48.426,-51.68000000000001
2023-02-17,-50.69,-48.312,-51.326499999999996
2023-02-21,-52.89,-48.772,-51.1605
2023-02-22,-51.79,-49.196,-50.9105
2023-02-23,-51.6,-50.79600000000001,-50.68
2023-02-24,-53.54,-52.102,-50.565999999999995
2023-02-27,-52.98,-52.56,-50.3995
2023-02-28,-51.92,-52.366,-50.1655
2023-03-01,-51.9,-52.388,-49.92100000000001
2023-03-02,-50.58,-52.18399999999999,-49.827
2023-03-03,-48.02,-51.08,-49.952000000000005
2023-03-06,-48.97,-50.278,-50.129
2023-03-07,-48.87,-49.66799999999999,-50.2585
2023-03-08,-47.68,-48.824,-50.2205
2023-03-09,-49.96,-48.7,-50.2885
2023-03-10,-52.63,-49.622,-50.307500000000005
2023-03-13,-51.15,-50.058,-50.30200000000001
2023-03-14,-50.34,-50.352000000000004,-50.2895
2023-03-15,-50.54,-50.924,-50.333
2023-03-16,-50.24,-50.980000000000004,-50.665000000000006
2023-03-17,-50.95,-50.644,-50.862
2023-03-20,-52.16,-50.846,-50.935500000000005
2023-03-21,-49.5,-50.678,-50.766000000000005
2023-03-22,-51.75,-50.92,-50.764
2023-03-23,-49.8,-50.832,-50.674
2023-03-24,-49.39,-50.519999999999996,-50.4665
2023-03-27,-46.93,-49.474000000000004,-50.164
2023-03-28,-51.26,-49.826,-50.131
2023-03-29,-46.83,-48.842,-49.8775
2023-03-30,-47.34,-48.35,-49.715500000000006
2023-03-31,-36.31,-45.734,-49.129999999999995
2023-04-03,-35.52,-43.452,-48.4575
2023-04-04,-25.88,-38.376000000000005,-47.30800000000001
2023-04-05,-30.18,-35.046,-46.433
2023-04-06,-28.61,-31.3,-45.365500000000004
2023-04-10,-28.19,-29.676,-44.1435
2023-04-11,-28.92,-28.356,-43.032
2023-04-12,-30.91,-29.362000000000002,-42.060500000000005
2023-04-13,-28.5,-29.026,-40.9585
2023-04-14,-29.65,-29.233999999999998,-39.928999999999995
2023-04-17,-31.33,-29.862000000000002,-38.948
2023-04-18,-32.67,-30.612000000000002,-37.973499999999994
2023-04-19,-33.74,-31.178000000000004,-37.1855
2023-04-20,-35.34,-32.54600000000001,-36.364999999999995
2023-04-21,-34.0,-33.416000000000004,-35.575
2023-04-24,-37.66,-34.682,-34.9885
2023-04-25,-40.89,-36.326,-34.686499999999995
2023-04-26,-41.97,-37.971999999999994,-34.221999999999994
2023-04-27,-40.5,-39.004,-33.9055
2023-04-28,-40.89,-40.382,-33.583
2023-05-01,-40.21,-40.891999999999996,-33.778000000000006
2023-05-02,-42.05,-41.124,-34.104499999999994
2023-05-03,-41.03,-40.936,-34.862
2023-05-04,-39.39,-40.714,-35.322500000000005
2023-05-05,-36.01,-39.738,-35.6925
2023-05-08,-33.45,-38.386,-35.9555
2023-05-09,-31.03,-36.182,-36.061
2023-05-10,-25.03,-32.982,-35.767
2023-05-11,-24.3,-29.964,-35.557
2023-05-12,-31.35,-29.032000000000004,-35.642
2023-05-15,-20.93,-26.528,-35.122
2023-05-16,-13.93,-23.107999999999997,-34.185
2023-05-17,-3.48,-18.798,-32.672000000000004
2023-05-18,-2.08,-14.354,-31.009000000000004
2023-05-19,-4.34,-8.952000000000002,-29.526
2023-05-22,16.99,-1.3679999999999999,-26.7935
2023-05-23,16.67,4.752000000000001,-23.9155
2023-05-24,10.31,7.510000000000001,-21.3015
2023-05-25,0.72,8.07,-19.2405
2023-05-26,7.73,10.484,-16.8095
2023-05-30,18.39,10.764000000000001,-13.879499999999998
2023-05-31,16.24,10.678,-10.965
2023-06-01,15.16,11.648,-8.1555
2023-06-02,-0.95,11.314,-6.2335
2023-06-05,5.71,10.91,-4.1475
2023-06-06,5.39,8.309999999999999,-2.2055
2023-06-07,1.52,5.366,-0.5780000000000001
2023-06-08,14.41,5.215999999999999,1.3940000000000001
2023-06-09,13.33,8.072,3.2755
2023-06-12,13.23,9.575999999999999,5.5045
2023-06-13,14.19,11.336,7.2605
2023-06-14,6.78,12.388000000000002,8.296000000000001
2023-06-15,6.78,10.862,8.809000000000001
2023-06-16,4.2,9.036,9.123000000000001
2023-06-20,0.02,6.394,9.341
2023-06-21,-0.95,3.3660000000000005,8.444
2023-06-22,1.3,2.2700000000000005,7.6754999999999995
2023-06-23,0.66,1.046,7.193
2023-06-26,10.97,2.4,7.705499999999999
2023-06-27,16.13,5.622000000000001,8.125499999999999
2023-06-28,43.4,14.492,9.376
2023-06-29,45.34,23.3,10.831
2023-06-30,45.34,32.236000000000004,12.34
2023-07-03,44.1,38.862,14.592500000000001
2023-07-05,50.71,45.778000000000006,16.8425
2023-07-06,41.86,45.470000000000006,18.666
2023-07-07,41.75,44.752,20.677500000000002
2023-07-10,49.75,45.634,22.4445
2023-07-11,47.94,46.402,24.175
2023-07-12,57.12,47.684000000000005,26.3695
2023-07-13,54.34,50.17999999999999,28.377
2023-07-14,44.63,50.756,30.2695
2023-07-17,59.04,52.61400000000001,32.88250000000001
2023-07-18,67.68,56.56200000000001,36.0565
2023-07-19,65.65,58.26800000000001,39.338
2023-07-20,59.25,59.25,42.348
2023-07-21,53.92,61.108000000000004,44.979
2023-07-24,53.6,60.02,47.626
2023-07-25,62.45,58.974000000000004,50.2
2023-07-26,72.8,60.403999999999996,53.033500000000004
2023-07-27,65.76,61.706,54.1515
2023-07-28,91.37,69.196,56.45300000000001
2023-07-31,105.46,79.56800000000001,59.459
2023-08-01,109.73,89.024,62.74050000000001
2023-08-02,93.73,93.21000000000001,64.8915
2023-08-03,93.31,98.72,67.46400000000001
2023-08-04,83.9,97.226,69.5715
2023-08-07,64.97,89.128,70.33250000000001
2023-08-08,62.99,79.78,71.08500000000001
2023-08-09,56.35,72.304,71.04650000000001
2023-08-10,53.98,64.43800000000002,71.02850000000001
2023-08-11,66.0,60.85799999999999,72.09700000000001
2023-08-14,59.43,59.75,72.1165
2023-08-15,64.42,60.03599999999999,71.9535
2023-08-16,50.71,58.907999999999994,71.2065
2023-08-17,45.72,57.25599999999999,70.53
2023-08-18,48.73,53.802,70.2705
2023-08-21,56.06,53.128,70.3935
2023-08-22,59.68,52.17999999999999,70.255
2023-08-23,68.23,55.68399999999999,70.0265
2023-08-24,57.51,58.041999999999994,69.614
2023-08-25,57.87,59.870000000000005,67.939
2023-08-28,62.22,61.102,65.777
2023-08-29,70.98,63.362,63.8395
2023-08-30,75.39,64.79400000000001,62.92249999999999
2023-08-31,75.89,68.47,62.0515
2023-09-01,76.64,72.224,61.6885
2023-09-05,86.83,77.14599999999999,62.78150000000001
2023-09-06,92.84,81.518,64.274
2023-09-07,72.26,80.89200000000001,65.06949999999999
2023-09-08,90.48,83.81,66.8945
2023-09-11,93.82,87.24600000000001,68.28549999999998
2023-09-12,90.18,87.91600000000001,69.82300000000001
2023-09-13,84.07,86.162,70.8055
2023-09-14,77.58,87.226,72.149
2023-09-15,68.22,82.774,73.274
2023-09-18,59.16,75.842,73.79549999999999
2023-09-19,55.42,68.89,73.7635
2023-09-20,45.77,61.23,73.06800000000001
2023-09-21,33.26,52.366,71.3195
2023-09-22,30.8,44.882,69.98400000000001
2023-09-25,32.08,39.465999999999994,68.69449999999999
2023-09-26,29.03,34.188,67.035
2023-09-27,40.25,33.084,65.4985
2023-09-28,51.58,36.748000000000005,64.308
2023-09-29,46.56,39.9,62.841499999999996
2023-10-02,44.99,42.482000000000006,61.259
2023-10-03,36.33,43.94199999999999,58.733999999999995
2023-10-04,44.6,44.812,56.322
2023-10-05,43.82,43.260000000000005,54.9
2023-10-06,49.65,43.878,52.85850000000001
2023-10-09,43.33,43.546,50.333999999999996
2023-10-10,56.6,47.6,48.655
2023-10-11,53.58,49.396,47.1305
2023-10-12,48.89,50.41,45.696000000000005
2023-10-13,39.92,48.464,44.281
2023-10-16,41.09,48.016000000000005,43.377500000000005
2023-10-17,40.8,44.856,42.646499999999996
2023-10-18,34.05,40.95,42.0605
2023-10-19,31.9,37.552,41.9925
2023-10-20,23.3,34.227999999999994,41.6175
2023-10-23,23.79,30.767999999999994,41.202999999999996
2023-10-24,7.84,24.176,40.1435
2023-10-25,1.88,17.741999999999997,38.225
2023-10-26,-2.82,10.798,35.505
2023-10-27,-0.67,6.004,33.1435
2023-10-30,-6.93,-0.14000000000000004,30.547500000000003
2023-10-31,-5.56,-2.8199999999999994,28.452999999999996
2023-11-01,0.12,-3.1719999999999997,26.228999999999996
2023-11-02,8.95,-0.818,24.485500000000002
2023-11-03,13.18,1.952,22.662
2023-11-06,9.62,5.261999999999999,20.976499999999998
2023-11-07,12.14,8.802,18.7535
2023-11-08,11.56,11.09,16.6525
2023-11-09,9.82,11.264,14.699000000000002
2023-11-10,4.3,9.488,12.918000000000001
2023-11-13,12.92,10.148,11.5095
2023-11-14,24.01,12.522,10.67
2023-11-15,26.93,15.596,10.314
2023-11-16,19.24,17.479999999999997,9.681
2023-11-17,24.11,21.442,9.7215
2023-11-20,25.57,23.971999999999998,9.810500000000001
2023-11-21,20.11,23.192,10.424000000000001
2023-11-22,21.38,22.082,11.399000000000001
2023-11-24,20.79,22.392,12.5795
2023-11-27,18.26,21.222,13.526
2023-11-28,19.33,19.973999999999997,14.838999999999999
2023-11-29,21.97,20.345999999999997,16.2155
2023-11-30,19.53,19.976,17.186
2023-12-01,32.38,22.294,18.357499999999998
2023-12-04,33.82,25.406,19.3895
2023-12-05,26.58,26.856,20.2375
2023-12-06,26.2,27.701999999999998,20.9405
2023-12-07,28.42,29.48,21.7835
2023-12-08,33.14,29.632000000000005,22.9495
2023-12-11,26.97,28.262,24.083
2023-12-12,24.16,27.778000000000002,24.645
2023-12-13,30.65,28.668,24.976999999999997
2023-12-14,43.54,31.691999999999997,25.807499999999997
2023-12-15,45.18,34.1,27.104499999999994
2023-12-18,41.7,37.046,27.983999999999998
2023-12-19,39.27,40.068,28.669
2023-12-20,30.24,39.986000000000004,29.1755
2023-12-21,34.12,38.102,29.8125
2023-12-22,32.67,35.6,30.406500000000005
2023-12-26,31.5,33.56,31.068499999999993
2023-12-27,28.49,31.404000000000003,31.5265
2023-12-28,28.69,31.094,31.8625
2023-12-29,20.54,28.377999999999997,31.913
2024-01-02,17.97,25.438,31.192500000000003
2024-01-03,15.76,22.29,30.289499999999997
2024-01-04,19.14,20.419999999999998,29.9175
2024-01-05,16.43,17.968,29.429000000000002
2024-01-08,22.63,18.386,29.139500000000005
2024-01-09,20.79,18.95,28.522000000000002
2024-01-10,17.3,19.258,28.0385
2024-01-11,12.16,17.862000000000002,27.438499999999998
2024-01-12,10.61,16.698,26.436500000000002
2024-01-16,6.44,13.459999999999999,24.5815
2024-01-17,5.28,10.358,22.5865
2024-01-18,4.02,7.702,20.7025
2024-01-19,5.28,6.326,19.002999999999997
2024-01-22,13.71,6.946000000000001,18.1765
2024-01-23,14.0,8.458,17.1705
2024-01-24,7.41,8.884,15.907499999999999
2024-01-25,9.44,9.968,14.804499999999999
2024-01-26,6.83,10.278,13.7215
2024-01-29,8.77,9.290000000000001,12.7255
2024-01-30,3.72,7.234,11.8845
2024-01-31,-0.35,5.682,10.9685
2024-02-01,-0.63,3.6679999999999993,10.149000000000001
2024-02-02,-0.34,2.234,9.175
2024-02-05,-4.15,-0.35,8.145999999999999
2024-02-06,1.33,-0.8280000000000001,7.080999999999999
2024-02-07,1.04,-0.55,6.0935
2024-02-08,5.75,0.726,5.516
2024-02-09,8.25,2.444,5.3205
2024-02-12,12.67,5.808,5.4235
2024-02-13,2.25,5.992,5.214
2024-02-14,6.01,6.986,5.250500000000001
2024-02-15,6.78,7.192,5.3885
2024-02-16,4.95,6.531999999999999,5.372
2024-02-20,3.02,4.601999999999999,4.8375
2024-02-21,3.11,4.773999999999999,4.293
2024-02-22,6.59,4.89,4.252000000000001
2024-02-23,3.31,4.196,3.9455000000000005
2024-02-26,9.0,5.006,4.054
2024-02-27,12.2,6.8420000000000005,4.225499999999999
2024-02-28,9.2,8.059999999999999,4.499499999999999
2024-02-29,0.49,6.839999999999999,4.5415
2024-03-01,3.33,6.843999999999999,4.7395000000000005
2024-03-04,-2.09,4.6259999999999994,4.652
2024-03-05,-9.0,0.38599999999999995,4.4094999999999995
2024-03-06,-3.72,-2.198,4.157
2024-03-07,5.69,-1.158,4.3895
2024-03-08,4.83,-0.8579999999999999,4.343500000000001
2024-03-11,-4.97,-1.4339999999999997,3.6825
2024-03-12,-4.19,-0.47199999999999986,2.8395
2024-03-13,-6.51,-1.0299999999999998,2.4015
2024-03-14,-10.66,-4.3,1.568
2024-03-15,-9.6,-7.186,0.7489999999999999
2024-03-18,-7.38,-7.667999999999999,0.13249999999999998
2024-03-19,-10.28,-8.886,-0.5325
2024-03-20,-6.99,-8.982,-1.0375
2024-03-21,-8.54,-8.558,-1.7939999999999998
2024-03-22,-8.83,-8.404,-2.4010000000000002
2024-03-25,-7.28,-8.384,-3.215
2024-03-26,-11.55,-8.638,-4.402500000000001
2024-03-27,-7.28,-8.696,-5.2265
2024-03-28,-3.02,-7.5920000000000005,-5.402
2024-04-01,-2.97,-6.42,-5.7170000000000005
2024-04-02,-9.03,-6.7700000000000005,-6.064
2024-04-03,-9.41,-6.3420000000000005,-6.0845
2024-04-04,-11.33,-7.151999999999999,-6.465000000000001
2024-04-05,-10.47,-8.642000000000001,-7.273000000000001
2024-04-08,-18.55,-11.758,-8.442
