Date,rate_ADSK_5D,rate_ADSK_20D,rate_VOO_5D,rate_VOO_20D
2022-03-31,-17.14,-20.875500000000002,-1.636,-5.2325
2022-04-01,-16.962,-20.735,-1.614,-5.0075
2022-04-04,-16.614,-20.338500000000003,-1.566,-4.6135
2022-04-05,-17.369999999999997,-20.0185,-1.9939999999999998,-4.2455
2022-04-06,-18.54,-20.003,-2.4899999999999998,-4.0395
2022-04-07,-19.15,-19.879,-2.596,-3.79
2022-04-08,-19.958,-19.663999999999998,-2.814,-3.496
2022-04-11,-21.421999999999997,-19.443,-3.5120000000000005,-3.2510000000000003
2022-04-12,-22.566,-19.346,-4.044,-3.119
2022-04-13,-22.726,-19.37,-4.176,-3.0345
2022-04-14,-23.323999999999998,-19.621499999999997,-4.630000000000001,-3.063
2022-04-18,-23.75,-19.9075,-5.034000000000001,-3.1420000000000003
2022-04-19,-23.386000000000003,-20.0385,-4.822000000000001,-3.1475
2022-04-20,-22.95,-20.286,-4.556,-3.211
2022-04-21,-23.448,-20.487499999999997,-4.7780000000000005,-3.283
2022-04-22,-24.162,-20.944,-5.276,-3.5345
2022-04-25,-24.57,-21.31,-5.680000000000001,-3.7855000000000003
2022-04-26,-25.95,-21.842999999999996,-6.894,-4.1985
2022-04-27,-27.572000000000003,-22.6145,-8.05,-4.661
2022-04-28,-27.518,-23.058,-8.485999999999999,-4.9825
2022-04-29,-27.368000000000002,-23.500999999999998,-9.08,-5.3955
2022-05-02,-27.090000000000003,-23.842,-9.604,-5.7829999999999995
2022-05-03,-26.365999999999996,-24.281,-9.538,-6.1915
2022-05-04,-24.466,-24.3885,-8.99,-6.410000000000001
2022-05-05,-24.130000000000003,-24.455499999999997,-9.512,-6.7379999999999995
2022-05-06,-23.644,-24.624499999999998,-9.48,-7.1165
2022-05-09,-24.136000000000003,-24.8865,-10.168,-7.6215
2022-05-10,-24.646,-25.087,-10.888,-8.0355
2022-05-11,-26.380000000000003,-25.342,-12.406,-8.500499999999999
2022-05-12,-27.381999999999998,-25.6195,-13.308000000000002,-9.021
2022-05-13,-27.125999999999998,-25.575,-13.709999999999999,-9.3865
2022-05-16,-26.651999999999997,-25.612000000000002,-13.622,-9.7685
2022-05-17,-25.95,-25.728,-13.236,-10.139
2022-05-18,-25.4,-25.954500000000003,-13.262,-10.677
2022-05-19,-24.741999999999997,-25.943,-13.388,-11.1735
2022-05-20,-25.172,-25.827500000000004,-13.901999999999997,-11.543000000000001
2022-05-23,-25.866000000000003,-25.936,-14.040000000000001,-11.8585
2022-05-24,-27.098000000000003,-26.015000000000004,-14.64,-12.075500000000002
2022-05-25,-27.209999999999997,-25.863999999999997,-14.416,-12.2685
2022-05-26,-27.369999999999997,-25.906,-13.745999999999999,-12.4885
2022-05-27,-25.842000000000002,-25.446,-12.65,-12.435500000000001
2022-05-31,-23.988,-25.160500000000003,-11.966,-12.449
2022-06-01,-21.75,-24.860999999999997,-11.245999999999999,-12.502500000000001
2022-06-02,-19.538,-24.631999999999998,-10.34,-12.606
2022-06-03,-18.154,-24.412,-10.056000000000001,-12.624500000000001
2022-06-06,-18.264,-24.101000000000003,-10.154,-12.604
2022-06-07,-18.206,-23.678,-9.982,-12.4025
2022-06-08,-18.494,-23.323,-9.918000000000001,-12.26
2022-06-09,-19.96,-23.027,-10.59,-12.152
2022-06-10,-21.604,-22.967499999999998,-11.475999999999999,-12.1665
2022-06-13,-24.348000000000003,-23.4065,-13.048000000000002,-12.438500000000001
2022-06-14,-27.098000000000003,-23.7895,-14.831999999999999,-12.705
2022-06-15,-29.186,-24.132,-16.194,-12.999500000000001
2022-06-16,-31.562,-24.567500000000003,-17.676,-13.255500000000001
2022-06-17,-33.054,-25.0455,-18.614,-13.472999999999999
2022-06-21,-33.534,-25.497,-18.532,-13.596
2022-06-22,-33.722,-25.753499999999995,-18.444,-13.806000000000001
2022-06-23,-33.20399999999999,-25.658500000000004,-18.416,-13.9435
2022-06-24,-31.028000000000002,-25.522,-17.356,-13.9905
2022-06-27,-29.630000000000003,-25.610500000000002,-16.4,-14.136499999999998
2022-06-28,-28.862000000000002,-26.252,-16.184,-14.479499999999998
2022-06-29,-28.268,-26.823500000000003,-15.992,-14.8125
2022-06-30,-29.154000000000003,-27.509499999999996,-16.096,-15.156
2022-07-01,-30.419999999999998,-28.2425,-16.446,-15.517
2022-07-05,-30.948,-28.809000000000005,-16.706,-15.799000000000001
2022-07-06,-30.788,-29.383000000000003,-16.55,-16.0785
2022-07-07,-30.204,-29.823,-16.096,-16.341
2022-07-08,-29.43,-30.2435,-15.524000000000001,-16.5575
2022-07-11,-29.220000000000006,-30.557500000000005,-15.395999999999997,-16.7185
2022-07-12,-29.580000000000002,-30.803000000000004,-15.447999999999999,-16.792
2022-07-13,-30.036,-30.805,-15.632,-16.7245
2022-07-14,-30.915999999999997,-30.777499999999996,-16.1,-16.658
2022-07-15,-31.2,-30.746999999999996,-16.252000000000002,-16.572
2022-07-18,-31.159999999999997,-30.457,-16.352,-16.3875
2022-07-19,-30.189999999999998,-30.087,-15.857999999999999,-16.103
2022-07-20,-28.206,-29.472999999999995,-15.184000000000001,-15.8875
2022-07-21,-26.012,-28.85,-14.296000000000001,-15.620999999999999
2022-07-22,-24.472,-28.564,-13.868,-15.434999999999999
2022-07-25,-23.03,-28.4575,-13.288,-15.370499999999998
2022-07-26,-22.381999999999998,-28.275,-13.352,-15.341
2022-07-27,-21.834,-27.716,-13.086000000000002,-15.113
2022-07-28,-20.816000000000003,-26.987000000000002,-12.774,-14.8165
2022-07-29,-19.226000000000003,-26.082,-12.053999999999998,-14.4245
2022-08-01,-17.404,-25.2035,-11.350000000000001,-14.0965
2022-08-02,-15.49,-24.410500000000003,-10.53,-13.797
2022-08-03,-14.25,-23.581500000000002,-9.94,-13.460500000000001
2022-08-04,-13.488,-22.808,-9.578,-13.187000000000001
2022-08-05,-13.065999999999999,-21.991,-9.496,-12.9175
2022-08-08,-12.916,-21.127499999999998,-9.425999999999998,-12.604000000000001
2022-08-09,-12.79,-20.213,-9.319999999999999,-12.265
2022-08-10,-12.356,-19.1615,-9.162,-11.843
2022-08-11,-12.074,-18.0975,-8.992,-11.41
2022-08-12,-11.470000000000002,-17.058500000000002,-8.581999999999999,-11.0
2022-08-15,-10.751999999999999,-16.0255,-8.104000000000001,-10.542
2022-08-16,-9.916,-15.144499999999999,-7.554,-10.189
2022-08-17,-9.804,-14.560999999999998,-7.348000000000001,-9.884
2022-08-18,-9.709999999999999,-14.022,-7.104000000000001,-9.611999999999998
2022-08-19,-10.251999999999999,-13.503499999999999,-7.244,-9.344
2022-08-22,-11.174000000000001,-13.0615,-7.696,-9.144
2022-08-23,-12.222,-12.6045,-8.198,-8.9005
2022-08-24,-12.943999999999999,-12.3385,-8.578,-8.757
2022-08-25,-13.398000000000001,-12.1675,-8.822,-8.623999999999999
2022-08-26,-14.178,-12.2415,-9.31,-8.658
2022-08-29,-14.741999999999999,-12.396,-9.620000000000001,-8.7115
2022-08-30,-15.315999999999999,-12.561,-10.028,-8.774999999999999
2022-08-31,-15.989999999999998,-12.7735,-10.562,-8.9125
2022-09-01,-16.863999999999997,-13.011500000000002,-11.175999999999998,-9.0235
2022-09-02,-17.256,-13.288999999999998,-11.492,-9.157
2022-09-06,-17.565999999999995,-13.558499999999999,-11.768,-9.297
2022-09-07,-17.182,-13.659,-11.664,-9.361
2022-09-08,-16.47,-13.801999999999998,-11.366,-9.4635
2022-09-09,-15.722,-13.923499999999999,-10.912,-9.503499999999999
2022-09-12,-14.544,-14.0575,-10.162,-9.552
2022-09-13,-13.87,-14.338,-10.129999999999999,-9.803500000000001
2022-09-14,-13.719999999999999,-14.61,-10.290000000000001,-10.045
2022-09-15,-14.4,-14.950999999999999,-10.74,-10.311499999999999
2022-09-16,-15.709999999999999,-15.4235,-11.57,-10.620000000000001
2022-09-19,-17.130000000000003,-15.777000000000001,-12.453999999999999,-10.8545
2022-09-20,-18.172,-16.0875,-12.774,-11.073
2022-09-21,-19.432,-16.4125,-13.45,-11.358
2022-09-22,-20.552,-16.853,-14.080000000000002,-11.687000000000001
2022-09-23,-21.386,-17.4205,-14.851999999999999,-12.127500000000001
2022-09-26,-22.414,-17.836000000000002,-15.906,-12.503499999999999
2022-09-27,-22.97,-18.1445,-16.812,-12.871
2022-09-28,-23.080000000000002,-18.3535,-17.18,-13.146
2022-09-29,-22.892000000000003,-18.5785,-17.748,-13.483500000000001
2022-09-30,-22.712,-18.8825,-18.288,-13.905499999999998
2022-10-03,-21.926,-19.0035,-18.168,-14.172500000000003
2022-10-04,-20.856,-18.967,-17.518,-14.3085
2022-10-05,-19.663999999999998,-18.974,-17.14,-14.515
2022-10-06,-18.241999999999997,-19.0215,-16.595999999999997,-14.791000000000002
2022-10-07,-17.5,-19.327,-16.264,-15.243500000000001
2022-10-10,-17.616,-19.7715,-16.554,-15.770500000000002
2022-10-11,-18.336000000000002,-20.0835,-17.436,-16.135
2022-10-12,-19.208000000000002,-20.345999999999997,-18.338,-16.526999999999997
2022-10-13,-20.172,-20.4645,-18.654,-16.7695
2022-10-14,-20.568,-20.5415,-18.878,-17.070500000000003
2022-10-17,-19.946,-20.4755,-18.582,-17.3025
2022-10-18,-19.162,-20.331,-17.99,-17.439
2022-10-19,-18.889999999999997,-20.210500000000003,-17.464,-17.530499999999996
2022-10-20,-18.568,-19.9685,-17.482,-17.619999999999997
2022-10-21,-17.627999999999997,-19.601999999999997,-16.747999999999998,-17.544500000000003
2022-10-24,-16.944,-19.107999999999997,-16.216,-17.380000000000003
2022-10-25,-15.718,-18.518,-15.602,-17.1365
2022-10-26,-14.286000000000001,-18.011999999999997,-15.0,-16.9855
2022-10-27,-13.280000000000001,-17.565499999999997,-14.356,-16.772
2022-10-28,-12.056000000000001,-16.938,-13.709999999999999,-16.4
2022-10-31,-11.468,-16.4935,-13.38,-16.183
2022-11-01,-11.547999999999998,-16.191,-13.325999999999999,-16.0885
2022-11-02,-12.702000000000002,-16.2715,-13.568000000000001,-16.0925
2022-11-03,-13.906,-16.4815,-13.892000000000001,-16.095999999999997
2022-11-04,-15.662,-16.4785,-14.372,-15.927000000000001
2022-11-07,-17.152,-16.3775,-14.581999999999999,-15.690000000000001
2022-11-08,-18.344,-16.192999999999998,-14.696000000000002,-15.4035
2022-11-09,-18.724,-16.1505,-14.73,-15.1905
2022-11-10,-16.4,-15.538499999999999,-13.697999999999999,-14.857
2022-11-11,-13.562000000000001,-14.727,-12.734,-14.391
2022-11-14,-11.261999999999999,-14.2065,-12.064,-14.060500000000001
2022-11-15,-8.562000000000001,-13.542999999999997,-11.342,-13.741499999999998
2022-11-16,-6.4159999999999995,-13.032,-10.412,-13.4275
2022-11-17,-7.0920000000000005,-12.669500000000001,-10.426,-13.093
2022-11-18,-8.59,-12.4675,-10.528,-12.836000000000002
2022-11-21,-9.959999999999999,-12.4605,-10.552000000000001,-12.6445
2022-11-22,-11.868,-12.5805,-10.488000000000001,-12.463
2022-11-23,-13.838,-12.919999999999998,-10.180000000000001,-12.2225
2022-11-25,-14.984,-13.095499999999998,-9.824,-11.96
2022-11-28,-16.216,-13.507500000000002,-9.825999999999999,-11.865
2022-11-29,-17.146,-13.88,-9.798,-11.749
2022-11-30,-17.716,-14.122500000000002,-9.464,-11.4975
2022-12-01,-16.838,-13.953999999999999,-9.198,-11.129999999999999
2022-12-02,-16.724,-13.8,-8.956,-10.725999999999999
2022-12-05,-16.392000000000003,-13.690000000000001,-8.748000000000001,-10.459
2022-12-06,-16.354,-13.6805,-8.76,-10.2935
2022-12-07,-16.974,-13.780000000000001,-9.344,-10.1595
2022-12-08,-17.802,-13.723500000000001,-9.834,-9.906000000000002
2022-12-09,-18.352,-14.288,-10.424000000000001,-9.9075
2022-12-12,-18.229999999999997,-14.857,-10.454,-9.889
2022-12-13,-17.542,-15.250499999999999,-10.102,-9.803
2022-12-14,-16.996,-15.888500000000002,-9.824000000000002,-9.780000000000001
2022-12-15,-17.206,-16.421,-10.118,-9.8325
2022-12-16,-17.366,-16.8565,-10.492,-9.924
2022-12-19,-18.296,-17.2835,-11.258,-10.0715
2022-12-20,-19.536,-17.6445,-12.209999999999999,-10.2175
2022-12-21,-20.176000000000002,-17.9655,-12.802000000000001,-10.3585
2022-12-22,-20.67,-18.128999999999998,-13.197999999999999,-10.587
2022-12-23,-21.018,-18.365000000000002,-13.294,-10.7915
2022-12-27,-21.204,-18.5305,-13.309999999999999,-10.942499999999999
2022-12-28,-21.702,-18.7835,-13.478,-11.1375
2022-12-29,-22.041999999999998,-19.047,-13.602,-11.392999999999999
2022-12-30,-22.142,-19.455,-13.532,-11.6705
2023-01-03,-22.285999999999998,-19.7555,-13.558000000000002,-11.942
2023-01-04,-22.046,-19.944000000000003,-13.398000000000001,-12.105
2023-01-05,-21.928,-20.177,-13.216,-12.2515
2023-01-06,-21.898000000000003,-20.278,-12.948000000000002,-12.294
2023-01-09,-21.326,-20.336000000000002,-12.646,-12.3735
2023-01-10,-20.636000000000003,-20.326500000000003,-12.218,-12.3905
2023-01-11,-19.636,-20.295499999999997,-11.690000000000001,-12.414
2023-01-12,-18.148,-20.3285,-10.91,-12.4535
2023-01-13,-17.034,-20.2875,-10.444,-12.449
2023-01-17,-16.349999999999998,-20.122,-9.992,-12.342
2023-01-18,-15.968,-19.977,-9.952,-12.255500000000001
2023-01-19,-16.29,-19.794,-10.256,-12.1635
2023-01-20,-15.796000000000001,-19.3935,-10.308,-11.978
2023-01-23,-14.904,-18.9695,-10.213999999999999,-11.802
2023-01-24,-14.428,-18.561500000000002,-10.113999999999999,-11.571000000000002
2023-01-25,-14.056000000000001,-18.2365,-9.72,-11.362
2023-01-26,-13.024000000000001,-17.749000000000002,-9.012,-11.089
2023-01-27,-12.61,-17.1205,-8.57,-10.751
2023-01-30,-12.792,-16.657,-8.568,-10.5435
2023-01-31,-12.066,-16.0425,-8.291999999999998,-10.261
2023-02-01,-10.398,-15.264499999999998,-7.794,-9.921
2023-02-02,-8.736,-14.421499999999998,-7.231999999999999,-9.5475
2023-02-03,-7.644,-13.5495,-6.914,-9.175500000000001
2023-02-06,-6.837999999999999,-12.892,-6.473999999999999,-8.925
2023-02-07,-6.159999999999999,-12.251000000000001,-6.09,-8.622
2023-02-08,-6.2620000000000005,-11.671000000000001,-6.104,-8.3925
2023-02-09,-6.62,-11.1675,-6.5040000000000004,-8.251000000000001
2023-02-10,-6.7379999999999995,-10.697,-6.6739999999999995,-8.1165
2023-02-13,-6.340000000000001,-10.2185,-6.564,-7.955
2023-02-14,-6.048,-9.6755,-6.6579999999999995,-7.788500000000001
2023-02-15,-5.508,-9.056000000000001,-6.531999999999999,-7.5375
2023-02-16,-5.678,-8.514500000000002,-6.478,-7.3065
2023-02-17,-5.862,-8.2135,-6.5,-7.164500000000001
2023-02-21,-6.4239999999999995,-8.0985,-6.984,-7.147500000000001
2023-02-22,-7.178,-7.863000000000001,-7.4799999999999995,-7.13
2023-02-23,-7.718000000000001,-7.471500000000001,-7.956,-7.096500000000001
2023-02-24,-9.686,-7.68,-8.379999999999999,-7.1485
2023-02-27,-11.234,-7.8695,-8.716,-7.2010000000000005
2023-02-28,-12.336,-7.9845,-8.828,-7.2125
2023-03-01,-13.622,-8.251999999999999,-8.937999999999999,-7.291500000000001
2023-03-02,-14.851999999999999,-8.584999999999999,-9.001999999999999,-7.3985
2023-03-03,-13.707999999999998,-8.922999999999998,-8.663999999999998,-7.5065
2023-03-06,-12.776,-9.1525,-8.358,-7.561999999999999
2023-03-07,-12.224,-9.331,-8.256,-7.6579999999999995
2023-03-08,-11.642,-9.622499999999999,-8.112,-7.797
2023-03-09,-11.736,-9.953500000000002,-8.396,-7.971499999999999
2023-03-10,-12.818000000000001,-10.4725,-9.168000000000001,-8.1725
2023-03-13,-13.654,-10.881499999999999,-9.985999999999999,-8.389999999999999
2023-03-14,-14.15,-11.2835,-10.256,-8.581
2023-03-15,-14.854,-11.824,-10.658,-8.797
2023-03-16,-14.838,-12.286,-10.453999999999999,-8.952
2023-03-17,-14.425999999999998,-12.659499999999998,-10.203999999999999,-9.104000000000001
2023-03-20,-14.216,-12.969999999999999,-9.768,-9.206999999999999
2023-03-21,-13.552000000000001,-13.0655,-9.384,-9.181000000000001
2023-03-22,-13.338,-13.363999999999999,-9.190000000000001,-9.2245
2023-03-23,-13.290000000000001,-13.679000000000002,-9.248000000000001,-9.275
2023-03-24,-13.197999999999999,-13.5375,-9.069999999999999,-9.2765
2023-03-27,-13.338,-13.496,-9.02,-9.283
2023-03-28,-14.169999999999998,-13.524000000000001,-9.232000000000001,-9.282
2023-03-29,-14.106,-13.485,-8.894,-9.2135
2023-03-30,-14.066000000000003,-13.482499999999998,-8.49,-9.147
2023-03-31,-13.394,-13.459,-7.8740000000000006,-9.079
2023-04-03,-12.6,-13.452000000000002,-7.19,-8.991000000000001
2023-04-04,-12.040000000000001,-13.478,-6.578,-8.8625
2023-04-05,-12.128,-13.6065,-6.264,-8.7515
2023-04-06,-12.441999999999998,-13.659,-5.988,-8.545
2023-04-10,-13.241999999999999,-13.564999999999998,-5.9479999999999995,-8.274
2023-04-11,-14.069999999999999,-13.556000000000001,-6.004,-7.9955
2023-04-12,-14.931999999999999,-13.673499999999999,-6.029999999999999,-7.806
2023-04-13,-15.038,-13.652499999999998,-5.772,-7.529999999999999
2023-04-14,-15.266,-13.766,-5.622,-7.337000000000001
2023-04-17,-15.356,-13.7975,-5.428,-7.08
2023-04-18,-15.384,-13.847999999999999,-5.224,-6.8595
2023-04-19,-15.094,-14.059000000000001,-4.948,-6.697
2023-04-20,-15.238,-14.127500000000001,-5.018000000000001,-6.487
2023-04-21,-15.288,-14.2655,-5.037999999999999,-6.2845
2023-04-24,-15.394,-14.346499999999997,-5.098000000000001,-6.087
2023-04-25,-16.014,-14.517,-5.42,-5.9595
2023-04-26,-16.586,-14.663,-5.8100000000000005,-5.841500000000001
2023-04-27,-16.974,-14.8445,-5.786,-5.71
2023-04-28,-16.913999999999998,-14.977500000000001,-5.638,-5.5715
2023-05-01,-16.796,-15.197,-5.504,-5.4944999999999995
2023-05-02,-16.54,-15.502,-5.316,-5.4910000000000005
2023-05-03,-16.148000000000003,-15.689999999999998,-5.176,-5.4910000000000005
2023-05-04,-15.830000000000002,-15.77,-5.47,-5.5115
2023-05-05,-15.752,-15.804999999999998,-5.588,-5.471500000000001
2023-05-08,-16.131999999999998,-15.919500000000003,-5.708,-5.4345
2023-05-09,-16.106,-16.011,-5.71,-5.4174999999999995
2023-05-10,-15.879999999999999,-15.927000000000001,-5.514,-5.362
2023-05-11,-15.874,-15.979,-5.218000000000001,-5.372999999999999
2023-05-12,-15.913999999999998,-15.966999999999999,-5.258,-5.3805000000000005
2023-05-15,-15.494,-15.953999999999999,-5.244,-5.3885
2023-05-16,-15.451999999999998,-16.028,-5.274,-5.430000000000001
2023-05-17,-15.268,-15.970499999999998,-5.166,-5.416500000000001
2023-05-18,-14.26,-15.7345,-4.85,-5.331
2023-05-19,-13.708000000000002,-15.572,-4.54,-5.255999999999999
2023-05-22,-13.142000000000001,-15.391000000000002,-4.28,-5.184
2023-05-23,-12.85,-15.237,-4.109999999999999,-5.1025
2023-05-24,-12.998,-15.0735,-4.3,-5.039
2023-05-25,-13.624,-14.896999999999997,-4.51,-5.012
2023-05-26,-13.796000000000001,-14.7925,-4.446,-4.958
2023-05-30,-14.524000000000001,-14.822999999999999,-4.388,-4.905
2023-05-31,-14.286000000000001,-14.673499999999999,-4.220000000000001,-4.8285
2023-06-01,-13.673999999999998,-14.454999999999998,-3.716,-4.674
2023-06-02,-13.052000000000001,-14.2025,-3.096,-4.4185
2023-06-05,-12.184,-13.9005,-2.758,-4.250500000000001
2023-06-06,-11.02,-13.544999999999998,-2.386,-4.0745
2023-06-07,-10.824,-13.353,-1.9760000000000002,-3.8950000000000005
2023-06-08,-11.097999999999999,-13.2595,-1.6440000000000001,-3.7065000000000006
2023-06-09,-11.346,-13.0705,-1.558,-3.5035000000000003
2023-06-12,-11.374,-12.7655,-1.254,-3.2495
2023-06-13,-10.918000000000001,-12.401,-0.86,-2.9785
2023-06-14,-9.846,-11.9515,-0.388,-2.6735
2023-06-15,-8.008,-11.4445,0.22200000000000003,-2.3594999999999997
2023-06-16,-6.962000000000001,-11.246,0.7260000000000001,-2.1095
2023-06-20,-6.626,-10.995000000000001,0.958,-1.875
2023-06-21,-7.0840000000000005,-10.8865,0.9520000000000002,-1.6705
2023-06-22,-7.676,-10.658,1.004,-1.395
2023-06-23,-9.354,-10.5335,0.652,-1.1215
2023-06-26,-10.452,-10.453,0.292,-0.909
2023-06-27,-10.895999999999999,-10.27,0.242,-0.7030000000000001
2023-06-28,-11.042,-10.016,0.30999999999999994,-0.496
2023-06-29,-11.088,-9.858500000000001,0.304,-0.26400000000000007
2023-06-30,-10.864,-9.831,0.682,-0.022
2023-07-03,-10.565999999999999,-9.8315,1.1720000000000002,0.158
2023-07-05,-10.778,-9.9185,1.4,0.3365
2023-07-06,-11.181999999999999,-10.0565,1.456,0.46449999999999997
2023-07-07,-11.532,-10.0355,1.468,0.597
2023-07-10,-11.252,-9.869499999999999,1.3,0.7140000000000001
2023-07-11,-10.534,-9.628499999999999,1.23,0.8550000000000001
2023-07-12,-9.547999999999998,-9.462,1.3619999999999999,0.9904999999999999
2023-07-13,-8.212,-9.379999999999999,1.8199999999999998,1.1345
2023-07-14,-7.132,-9.357000000000001,2.308,1.2710000000000001
2023-07-17,-6.58,-9.5125,2.812,1.3615
2023-07-18,-6.132,-9.421,3.344,1.5095
2023-07-19,-5.808,-9.257499999999999,3.7619999999999996,1.6915
2023-07-20,-6.292,-9.182,3.882,1.8669999999999998
2023-07-21,-6.656000000000001,-9.102,4.0200000000000005,2.025
2023-07-24,-6.9319999999999995,-8.907,4.1739999999999995,2.242
2023-07-25,-7.49,-8.680499999999999,4.224,2.4925
2023-07-26,-8.036000000000001,-8.5425,4.234,2.6895
2023-07-27,-8.166,-8.463,4.26,2.8545000000000003
2023-07-28,-8.175999999999998,-8.373999999999999,4.454,3.0625
2023-07-31,-8.05,-8.2035,4.595999999999999,3.2205
2023-08-01,-7.8759999999999994,-8.008000000000001,4.616,3.3534999999999995
2023-08-02,-8.35,-7.935499999999999,4.406000000000001,3.441
2023-08-03,-8.894,-7.891,4.27,3.558
2023-08-04,-9.554,-7.8795,3.886,3.6670000000000003
2023-08-07,-10.224,-7.9465,3.6100000000000003,3.7979999999999996
2023-08-08,-10.991999999999999,-8.122499999999999,3.342,3.8815
2023-08-09,-11.184,-8.3445,3.2060000000000004,3.9019999999999997
2023-08-10,-10.809999999999999,-8.5405,3.1220000000000003,3.8835
2023-08-11,-10.356,-8.6855,3.104,3.8659999999999997
2023-08-14,-9.854,-8.765,3.024,3.851
2023-08-15,-9.437999999999999,-8.949,2.848,3.7574999999999994
2023-08-16,-9.468,-9.2595,2.666,3.6279999999999992
2023-08-17,-10.006,-9.469,2.366,3.5044999999999993
2023-08-18,-10.478,-9.641,2.09,3.3835
2023-08-21,-11.04,-9.792,1.8239999999999998,3.2634999999999996
2023-08-22,-11.568000000000001,-9.9685,1.6780000000000002,3.1209999999999996
2023-08-23,-11.528,-10.1325,1.7759999999999998,3.0134999999999996
2023-08-24,-10.948,-10.1645,1.8039999999999998,2.8905
2023-08-25,-10.0,-10.097,1.908,2.747
2023-08-28,-9.120000000000001,-10.0595,2.0100000000000002,2.617
2023-08-29,-8.026,-10.006,2.3440000000000003,2.553
2023-08-30,-7.029999999999999,-9.8025,2.59,2.5595
2023-08-31,-6.258000000000001,-9.505500000000001,3.0,2.573
2023-09-01,-5.997999999999999,-9.208,3.336,2.6094999999999997
2023-09-05,-5.840000000000001,-8.9635,3.524,2.5955
2023-09-06,-5.62,-8.663,3.4,2.5675
2023-09-07,-5.614,-8.41,3.166,2.5495
2023-09-08,-5.7780000000000005,-8.247499999999999,2.974,2.5360000000000005
2023-09-11,-5.892,-8.092,2.896,2.5575
2023-09-12,-6.552,-8.138,2.77,2.532
