Date,rate_WMT,rate_VOO_5D,rate_VOO_20D
2022-08-09,-9.23,-9.734,-9.574
2022-08-10,-9.1,-9.886,-9.4055
2022-08-11,-8.77,-9.462,-9.3055
2022-08-12,-7.61,-8.91,-9.190999999999999
2022-08-15,-7.43,-8.428,-9.056999999999999
2022-08-16,-4.25,-7.4319999999999995,-8.792
2022-08-17,-4.18,-6.448,-8.561
2022-08-18,-4.39,-5.572,-8.407
2022-08-19,-5.35,-5.119999999999999,-8.288999999999998
2022-08-22,-6.5,-4.933999999999999,-8.222
2022-08-23,-6.77,-5.438,-7.8185
2022-08-24,-6.32,-5.866,-7.5535
2022-08-25,-5.9,-6.167999999999999,-7.3774999999999995
2022-08-26,-7.88,-6.6739999999999995,-7.3805
2022-08-29,-7.29,-6.831999999999999,-7.381
2022-08-30,-7.47,-6.9719999999999995,-7.394
2022-08-31,-7.44,-7.196000000000001,-7.349000000000001
2022-09-01,-6.38,-7.292,-7.1235
2022-09-02,-7.05,-7.1259999999999994,-6.957499999999999
2022-09-06,-7.34,-7.136,-6.832499999999999
2022-09-07,-5.39,-6.720000000000001,-6.6405
2022-09-08,-4.95,-6.2219999999999995,-6.433
2022-09-09,-4.69,-5.884,-6.229
2022-09-12,-3.9,-5.254,-6.0435
2022-09-13,-5.8,-4.946,-5.962000000000001
2022-09-14,-6.0,-5.068,-6.0495
2022-09-15,-6.96,-5.470000000000001,-6.1884999999999994
2022-09-16,-7.15,-5.962,-6.3265
2022-09-19,-6.39,-6.459999999999999,-6.3785
2022-09-20,-6.92,-6.684,-6.3995
2022-09-21,-6.09,-6.702,-6.3655
2022-09-22,-7.03,-6.715999999999999,-6.401000000000001
2022-09-23,-9.3,-7.146000000000001,-6.571000000000001
2022-09-26,-8.45,-7.558,-6.599500000000001
2022-09-27,-8.69,-7.911999999999999,-6.669500000000001
2022-09-28,-7.21,-8.136,-6.656499999999999
2022-09-29,-7.8,-8.290000000000001,-6.6745
2022-09-30,-9.55,-8.34,-6.833
2022-10-03,-7.42,-8.134,-6.8515
2022-10-04,-6.24,-7.644,-6.7965
2022-10-05,-7.15,-7.632000000000001,-6.8845
2022-10-06,-8.0,-7.672,-7.037000000000001
2022-10-07,-10.13,-7.787999999999999,-7.309
2022-10-10,-9.61,-8.225999999999999,-7.594500000000001
2022-10-11,-7.3,-8.438,-7.669499999999999
2022-10-12,-8.33,-8.674,-7.786
2022-10-13,-7.57,-8.588,-7.8165000000000004
2022-10-14,-8.85,-8.332,-7.9015
2022-10-17,-8.2,-8.049999999999999,-7.992
2022-10-18,-6.27,-7.843999999999999,-7.9595
2022-10-19,-6.54,-7.486,-7.981999999999999
2022-10-20,-6.31,-7.234,-7.946
2022-10-21,-4.43,-6.35,-7.702499999999999
2022-10-24,-2.62,-5.234,-7.411
2022-10-25,-2.16,-4.412,-7.0845
2022-10-26,-1.41,-3.386,-6.794499999999999
2022-10-27,-1.7,-2.464,-6.489500000000001
2022-10-28,-0.46,-1.67,-6.035
2022-10-31,-0.59,-1.264,-5.693499999999999
2022-11-01,-1.01,-1.034,-5.432
2022-11-02,-1.65,-1.082,-5.157
2022-11-03,-1.67,-1.076,-4.8405000000000005
2022-11-04,-1.5,-1.284,-4.409000000000001
2022-11-07,-0.49,-1.264,-3.9530000000000003
2022-11-08,-0.29,-1.12,-3.6025
2022-11-09,-2.24,-1.238,-3.2979999999999996
2022-11-10,-0.54,-1.012,-2.9465
2022-11-11,-0.41,-0.794,-2.5244999999999997
2022-11-14,-2.87,-1.27,-2.258
2022-11-15,2.96,-0.6200000000000001,-1.7965
2022-11-16,3.64,0.5559999999999999,-1.2875
2022-11-17,3.32,1.3279999999999998,-0.806
2022-11-18,4.75,2.3600000000000003,-0.34700000000000003
2022-11-21,5.34,4.002000000000001,0.050999999999999976
2022-11-22,5.71,4.552,0.4445
2022-11-23,6.2,5.064,0.825
2022-11-25,6.63,5.726,1.2414999999999998
2022-11-28,6.93,6.162,1.611
2022-11-29,6.56,6.406000000000001,1.9685
2022-11-30,6.18,6.5,2.3280000000000003
2022-12-01,6.67,6.593999999999999,2.7439999999999998
2022-12-02,6.57,6.581999999999999,3.156
2022-12-05,5.52,6.3,3.507
2022-12-06,4.5,5.888,3.7565
2022-12-07,4.05,5.462000000000001,3.9735
2022-12-08,3.86,4.9,4.278499999999999
2022-12-09,1.84,3.9539999999999997,4.3975
2022-12-12,3.42,3.534,4.589
2022-12-13,3.08,3.25,4.8865
2022-12-14,2.55,2.95,4.866
2022-12-15,1.71,2.5200000000000005,4.7695
2022-12-16,0.05,2.162,4.606
2022-12-19,0.08,1.494,4.3725000000000005
2022-12-20,0.92,1.0619999999999998,4.1515
2022-12-21,1.67,0.8859999999999999,3.9495000000000005
2022-12-22,0.53,0.65,3.6660000000000004
2022-12-23,0.73,0.786,3.3709999999999996
2022-12-27,0.75,0.9199999999999999,3.0620000000000003
2022-12-28,-0.93,0.55,2.6875
2022-12-29,-0.36,0.144,2.3605
2022-12-30,-0.6,-0.082,1.9970000000000003
2023-01-03,0.6,-0.10800000000000003,1.6985000000000003
2023-01-04,0.71,-0.11600000000000002,1.458
2023-01-05,0.37,0.144,1.2515
2023-01-06,2.81,0.778,1.1895
2023-01-09,1.53,1.2040000000000002,1.073
2023-01-10,1.47,1.378,1.0545
2023-01-11,2.35,1.706,1.0010000000000001
2023-01-12,1.43,1.918,0.9185000000000001
2023-01-13,1.77,1.7100000000000002,0.8795
2023-01-17,1.15,1.634,0.8515
2023-01-18,-1.34,1.0719999999999998,0.7819999999999999
2023-01-19,-2.74,0.053999999999999916,0.6409999999999999
2023-01-20,-1.55,-0.542,0.5175
2023-01-23,-0.08,-0.9120000000000001,0.43
2023-01-24,0.18,-1.1060000000000003,0.4125
2023-01-25,-0.29,-0.8960000000000001,0.3615
2023-01-26,-0.38,-0.42399999999999993,0.30500000000000005
2023-01-27,0.38,-0.03799999999999996,0.3705
2023-01-30,-0.42,-0.10599999999999996,0.3675
2023-01-31,0.78,0.014000000000000058,0.4365
2023-02-01,1.31,0.3340000000000001,0.4720000000000001
2023-02-02,0.59,0.528,0.466
2023-02-03,-0.71,0.31000000000000005,0.41200000000000003
2023-02-06,-1.42,0.11000000000000006,0.20049999999999998
2023-02-07,-1.21,-0.2879999999999999,0.06349999999999997
2023-02-08,-1.74,-0.898,-0.097
2023-02-09,-0.84,-1.184,-0.2565
2023-02-10,0.69,-0.9039999999999999,-0.29350000000000004
2023-02-13,2.2,-0.18,-0.27199999999999996
2023-02-14,1.91,0.44399999999999995,-0.23400000000000004
2023-02-15,2.66,1.324,-0.03400000000000001
2023-02-16,1.06,1.704,0.156
2023-02-17,2.57,2.0799999999999996,0.362
2023-02-21,3.19,2.278,0.5255
2023-02-22,1.04,2.104,0.5685
2023-02-23,-0.46,1.48,0.5599999999999999
2023-02-24,-0.19,1.23,0.5695
2023-02-27,-0.91,0.534,0.505
2023-02-28,-0.43,-0.19,0.5045
2023-03-01,-1.77,-0.752,0.377
2023-03-02,-1.53,-0.966,0.23500000000000001
2023-03-03,-1.41,-1.21,0.13499999999999995
2023-03-06,-1.43,-1.314,0.099
2023-03-07,-2.4,-1.7079999999999997,0.05
2023-03-08,-3.19,-1.9920000000000002,-0.049
2023-03-09,-3.83,-2.4519999999999995,-0.15350000000000003
2023-03-10,-3.97,-2.964,-0.31000000000000005
2023-03-13,-3.69,-3.4160000000000004,-0.529
2023-03-14,-3.19,-3.5740000000000003,-0.7985
2023-03-15,-2.12,-3.3600000000000003,-1.0
2023-03-16,-3.06,-3.2060000000000004,-1.286
2023-03-17,-2.28,-2.868,-1.453
2023-03-20,-1.24,-2.3779999999999997,-1.6435000000000002
2023-03-21,-1.57,-2.054,-1.8815000000000002
2023-03-22,-2.2,-2.0700000000000003,-2.0435
2023-03-23,-1.41,-1.7399999999999998,-2.091
2023-03-24,-0.61,-1.4060000000000001,-2.112
2023-03-27,1.04,-0.95,-2.0145
2023-03-28,0.65,-0.506,-1.9604999999999997
2023-03-29,1.08,0.15,-1.818
2023-03-30,2.09,0.85,-1.637
2023-03-31,3.33,1.638,-1.4
2023-04-03,4.11,2.2520000000000002,-1.123
2023-04-04,3.1,2.742,-0.8480000000000001
2023-04-05,4.79,3.4840000000000004,-0.449
2023-04-06,5.57,4.18,0.020999999999999998
2023-04-10,5.37,4.588,0.488
2023-04-11,5.06,4.7780000000000005,0.9254999999999999
2023-04-12,4.55,5.068,1.3125
2023-04-13,4.66,5.042,1.6515
2023-04-14,3.96,4.720000000000001,2.0025
2023-04-17,4.68,4.582,2.3505
2023-04-18,4.87,4.5440000000000005,2.6559999999999997
2023-04-19,4.97,4.628,2.9829999999999997
2023-04-20,5.54,4.804,3.37
2023-04-21,5.99,5.21,3.7399999999999998
2023-04-24,6.6,5.593999999999999,4.100499999999999
2023-04-25,5.83,5.786,4.34
2023-04-26,5.41,5.8740000000000006,4.578
2023-04-27,5.71,5.9079999999999995,4.8095
2023-04-28,5.45,5.8,4.9775
2023-05-01,5.72,5.6240000000000006,5.0969999999999995
2023-05-02,5.49,5.556,5.1659999999999995
2023-05-03,5.17,5.508,5.2695
2023-05-04,5.08,5.382,5.284
2023-05-05,5.82,5.456,5.2965
2023-05-08,6.36,5.5840000000000005,5.346
2023-05-09,6.51,5.787999999999999,5.4185
2023-05-10,6.27,6.008,5.5045
2023-05-11,6.58,6.308000000000001,5.6005
2023-05-12,6.55,6.453999999999999,5.7299999999999995
2023-05-15,5.9,6.362,5.791
2023-05-16,4.6,5.9799999999999995,5.7775
2023-05-17,4.44,5.614,5.7509999999999994
2023-05-18,5.65,5.428,5.7565
2023-05-19,4.68,5.054,5.691
2023-05-22,3.86,4.646,5.554
2023-05-23,3.68,4.462000000000001,5.4465
2023-05-24,3.23,4.220000000000001,5.3375
2023-05-25,2.26,3.5419999999999994,5.165
2023-05-26,2.43,3.0919999999999996,5.014
2023-05-30,2.19,2.758,4.8375
2023-05-31,2.73,2.568,4.6995000000000005
2023-06-01,3.02,2.526,4.5920000000000005
2023-06-02,3.97,2.868,4.5365
2023-06-05,4.64,3.31,4.4775
2023-06-06,4.62,3.7960000000000003,4.3905
2023-06-07,4.78,4.206,4.304
2023-06-08,6.28,4.858,4.3045
2023-06-09,6.91,5.446000000000001,4.321
2023-06-12,7.61,6.040000000000001,4.3740000000000006
2023-06-13,8.44,6.803999999999999,4.5009999999999994
2023-06-14,9.53,7.754,4.7475000000000005
2023-06-15,10.13,8.524,5.032
2023-06-16,8.6,8.862,5.1795
2023-06-20,7.65,8.870000000000001,5.328
2023-06-21,7.86,8.754,5.5280000000000005
2023-06-22,8.76,8.6,5.782
2023-06-23,8.55,8.284,6.048
2023-06-26,8.27,8.218,6.3485
2023-06-27,7.88,8.264,6.6209999999999996
2023-06-28,8.46,8.384,6.9345
2023-06-29,7.73,8.178,7.1845
2023-06-30,9.75,8.418000000000001,7.521000000000001
2023-07-03,10.25,8.814000000000002,7.834999999999999
2023-07-05,10.19,9.276,8.1125
2023-07-06,9.5,9.484,8.3565
2023-07-07,7.0,9.338,8.467500000000001
2023-07-10,7.96,8.98,8.5515
2023-07-11,7.8,8.49,8.596
2023-07-12,8.07,8.065999999999999,8.619
2023-07-13,7.44,7.653999999999999,8.568999999999999
2023-07-14,7.81,7.816,8.483
2023-07-17,7.94,7.812,8.3735
2023-07-18,7.75,7.802,8.331
2023-07-19,7.78,7.744,8.3375
2023-07-20,9.77,8.209999999999999,8.433
2023-07-21,10.38,8.724,8.514
2023-07-24,11.03,9.342,8.638
2023-07-25,10.94,9.98,8.7715
2023-07-26,11.34,10.691999999999998,8.944500000000001
2023-07-27,10.93,10.924000000000001,9.068000000000001
2023-07-28,11.45,11.138,9.254
2023-07-31,11.42,11.216,9.337499999999999
2023-08-01,10.68,11.164,9.359
2023-08-02,10.75,11.046000000000001,9.386999999999999
2023-08-03,10.78,11.016,9.450999999999999
2023-08-04,10.15,10.756,9.6085
2023-08-07,11.62,10.796,9.791500000000001
2023-08-08,11.67,10.994,9.985
2023-08-09,11.76,11.196,10.1695
2023-08-10,11.54,11.348,10.374500000000001
2023-08-11,11.86,11.69,10.577
2023-08-14,11.45,11.656,10.752500000000001
2023-08-15,11.1,11.541999999999998,10.92
2023-08-16,11.13,11.416,11.0875
2023-08-17,9.59,11.026,11.0785
2023-08-18,10.56,10.766,11.0875
2023-08-21,10.37,10.55,11.0545
2023-08-22,10.15,10.360000000000001,11.014999999999999
2023-08-23,10.64,10.262,10.98
2023-08-24,10.09,10.361999999999998,10.937999999999999
2023-08-25,10.52,10.354000000000001,10.891499999999999
2023-08-28,10.93,10.466000000000001,10.867
2023-08-29,11.54,10.744,10.91
2023-08-30,12.08,11.032,10.9765
2023-08-31,12.73,11.559999999999999,11.074
2023-09-01,12.01,11.858,11.167
2023-09-05,11.42,11.956,11.157
2023-09-06,12.11,12.069999999999999,11.179
2023-09-07,13.37,12.328,11.2595
2023-09-08,13.56,12.494,11.360499999999998
2023-09-11,13.92,12.876,11.4635
2023-09-12,14.04,13.4,11.593
2023-09-13,14.06,13.789999999999997,11.741
2023-09-14,14.5,14.016,11.9095
2023-09-15,14.11,14.126,12.135499999999999
2023-09-18,13.34,14.01,12.2745
2023-09-19,13.32,13.866,12.422
2023-09-20,13.67,13.788,12.598
2023-09-21,12.35,13.357999999999999,12.683499999999999
2023-09-22,12.63,13.062000000000001,12.8105
2023-09-25,13.11,13.016,12.940000000000001
2023-09-26,12.72,12.896,13.029500000000002
2023-09-27,12.2,12.602,13.0625
2023-09-28,12.75,12.681999999999999,13.096
2023-09-29,10.98,12.352,13.008500000000002
2023-10-02,10.88,11.906,12.951999999999998
2023-10-03,10.2,11.402,12.891
2023-10-04,11.49,11.260000000000002,12.86
2023-10-05,10.19,10.748,12.701
2023-10-06,8.38,10.228,12.442
2023-10-09,8.0,9.652,12.145999999999999
2023-10-10,9.2,9.452000000000002,11.904
2023-10-11,9.63,9.08,11.682500000000001
2023-10-12,10.13,9.068000000000001,11.464
2023-10-13,10.73,9.538,11.295
2023-10-16,11.68,10.274000000000001,11.212
2023-10-17,11.82,10.797999999999998,11.136999999999999
2023-10-18,11.9,11.252,11.0485
2023-10-19,11.37,11.5,10.999500000000001
2023-10-20,9.99,11.352,10.867500000000001
2023-10-23,11.54,11.324,10.789
2023-10-24,13.09,11.578,10.807500000000001
2023-10-25,12.75,11.748,10.835
2023-10-26,12.06,11.886,10.800500000000001
2023-10-27,11.65,12.218,10.834
2023-10-30,12.93,12.495999999999999,10.936499999999999
2023-10-31,13.2,12.518,11.086500000000001
2023-11-01,13.94,12.756,11.209
2023-11-02,14.38,13.219999999999999,11.4185
2023-11-03,13.8,13.65,11.6895
2023-11-06,13.94,13.852,11.986500000000001
2023-11-07,14.47,14.106,12.25
2023-11-08,13.55,14.028,12.446
2023-11-09,13.29,13.809999999999999,12.604000000000001
2023-11-10,14.84,14.018,12.8095
2023-11-13,15.86,14.402000000000001,13.0185
2023-11-14,15.84,14.675999999999998,13.2195
2023-11-15,17.3,15.425999999999998,13.489500000000001
2023-11-16,7.9,14.348000000000003,13.315999999999999
2023-11-17,7.43,12.866,13.187999999999999
2023-11-20,7.39,11.172,12.980500000000001
2023-11-21,7.78,9.56,12.715
2023-11-22,6.96,7.492,12.4255
2023-11-24,7.92,7.496,12.2185
2023-11-27,8.4,7.69,12.056000000000001
2023-11-28,9.69,8.15,11.894000000000002
2023-11-29,7.93,8.18,11.6305
2023-11-30,7.66,8.32,11.3165
2023-12-01,6.6,8.056000000000001,10.9275
2023-12-04,6.58,7.692,10.5665
2023-12-05,7.55,7.264,10.247
2023-12-06,6.4,6.958,9.8435
2023-12-07,5.32,6.489999999999999,9.432
2023-12-08,4.23,6.016,8.979
2023-12-11,4.49,5.598,8.461500000000001
2023-12-12,4.57,5.002000000000001,7.897
2023-12-13,6.42,5.006,7.426
2023-12-14,5.13,4.968,6.817500000000001
2023-12-15,5.52,5.226,6.6985
2023-12-18,7.05,5.738,6.6795
2023-12-19,7.43,6.3100000000000005,6.6815
2023-12-20,6.18,6.262,6.6015
2023-12-21,6.93,6.622,6.6
2023-12-22,8.2,7.1579999999999995,6.614
2023-12-26,8.04,7.356,6.595999999999999
2023-12-27,9.05,7.68,6.564
2023-12-28,8.84,8.212,6.6095
2023-12-29,8.89,8.604,6.670999999999999
2024-01-02,9.84,8.931999999999999,6.833
2024-01-03,9.84,9.292000000000002,6.9959999999999996
2024-01-04,8.79,9.24,7.058
2024-01-05,8.07,9.085999999999999,7.141500000000001
2024-01-08,9.13,9.133999999999999,7.332000000000001
2024-01-09,9.86,9.138,7.613499999999999
2024-01-10,11.22,9.413999999999998,7.95
2024-01-11,11.1,9.876000000000001,8.2765
2024-01-12,11.24,10.510000000000002,8.5175
2024-01-16,11.59,11.002,8.8405
2024-01-17,11.07,11.244,9.117999999999999
2024-01-18,12.56,11.512,9.3935
2024-01-19,11.97,11.686000000000002,9.6205
2024-01-22,11.98,11.834,9.9105
2024-01-23,12.26,11.968,10.177
2024-01-24,10.68,11.889999999999999,10.301
2024-01-25,12.29,11.836,10.5135
2024-01-26,13.27,12.096,10.7245
2024-01-29,13.8,12.459999999999999,10.9725
2024-01-30,14.18,12.844,11.237
2024-01-31,13.94,13.496,11.442
2024-02-01,15.76,14.190000000000001,11.738
2024-02-02,16.61,14.857999999999999,12.129000000000001
2024-02-05,16.0,15.298000000000002,12.5255
2024-02-06,16.78,15.818000000000001,12.907999999999998
2024-02-07,16.49,16.328,13.239500000000001
2024-02-08,16.48,16.472,13.502500000000001
2024-02-09,16.42,16.434,13.7685
2024-02-12,17.12,16.658,14.0625
2024-02-13,16.56,16.613999999999997,14.311000000000002
2024-02-14,16.31,16.578,14.573000000000002
2024-02-15,16.64,16.61,14.777000000000001
2024-02-16,17.15,16.756,15.035999999999998
2024-02-20,19.77,17.285999999999998,15.4255
2024-02-21,18.74,17.722,15.749499999999998
2024-02-22,19.55,18.369999999999997,16.193
2024-02-23,19.63,18.968,16.56
2024-02-26,21.17,19.772,16.955000000000002
2024-02-27,21.16,20.05,17.323
2024-02-28,21.19,20.54,17.6735
2024-02-29,20.18,20.666000000000004,17.9855
2024-03-01,19.97,20.734,18.196
2024-03-04,20.5,20.6,18.3905
2024-03-05,21.51,20.669999999999998,18.666
2024-03-06,22.23,20.878,18.938499999999998
2024-03-07,21.95,21.232,19.2115
2024-03-08,21.62,21.562,19.4685
2024-03-11,22.35,21.932,19.765
2024-03-12,23.37,22.304000000000002,20.077499999999997
2024-03-13,23.2,22.498,20.4095
2024-03-14,22.84,22.676,20.735999999999997
2024-03-15,22.38,22.828,21.023
2024-03-18,22.62,22.881999999999998,21.2965
2024-03-19,22.64,22.736,21.439999999999998
2024-03-20,23.2,22.735999999999997,21.663000000000004
2024-03-21,23.5,22.868000000000002,21.860500000000002
2024-03-22,22.64,22.919999999999998,22.011000000000003
2024-03-25,22.19,22.833999999999996,22.062
2024-03-26,22.09,22.724,22.1085
2024-03-27,22.46,22.576,22.172
2024-03-28,21.49,22.174,22.2375
2024-04-01,20.83,21.812,22.2805
2024-04-02,19.27,21.228,22.219
2024-04-03,19.77,20.764,22.131999999999998
2024-04-04,19.9,20.252,22.0155
2024-04-05,20.55,20.064,21.945500000000003
2024-04-08,20.42,19.982,21.8855
2024-04-09,20.44,20.216,21.79
2024-04-10,22.05,20.672,21.723999999999997
2024-04-11,21.02,20.896,21.615
2024-04-12,21.12,21.01,21.529
2024-04-15,20.71,21.068,21.445500000000003
2024-04-16,20.53,21.086000000000002,21.341
2024-04-17,20.16,20.708,21.217000000000002
2024-04-18,19.39,20.381999999999998,21.0265
2024-04-19,19.92,20.142000000000003,20.8475
2024-04-22,21.13,20.226000000000003,20.772
2024-04-23,19.03,19.926000000000002,20.613999999999997
2024-04-24,20.59,20.012,20.539
2024-04-25,21.27,20.388,20.479499999999998
2024-04-26,21.17,20.638,20.463500000000003
2024-04-29,21.33,20.678,20.4885
2024-04-30,19.54,20.779999999999998,20.502000000000002
2024-05-01,18.23,20.308,20.425
2024-05-02,19.92,20.038,20.426
2024-05-03,20.14,19.832,20.4055
2024-05-06,20.24,19.613999999999997,20.3965
2024-05-07,21.73,20.052,20.461000000000002
2024-05-08,21.09,20.624000000000002,20.413
2024-05-09,21.37,20.913999999999998,20.430500000000002
2024-05-10,21.45,21.176,20.447000000000003
2024-05-13,21.31,21.39,20.476999999999997
