Date,rate_SO,rate_VOO_5D,rate_VOO_20D
2024-04-10,1.8,2.2440000000000007,2.4235
2024-04-11,1.52,2.1060000000000008,2.3945
2024-04-12,0.29,1.7640000000000007,2.3449999999999998
2024-04-15,-0.2,1.2800000000000007,2.2920000000000003
2024-04-16,-1.1,0.46200000000000074,2.17
2024-04-17,1.85,0.47200000000000075,2.1380000000000003
2024-04-18,2.96,0.7600000000000008,2.16
2024-04-19,5.26,1.7540000000000007,2.321
2024-04-22,6.47,3.088,2.55
2024-04-23,6.86,4.6800000000000015,2.801
2024-04-24,7.82,5.8740000000000006,3.136
2024-04-25,8.49,6.980000000000001,3.375
2024-04-26,6.8,7.288000000000001,3.479
2024-04-29,8.52,7.698000000000002,3.719
2024-04-30,7.22,7.770000000000001,3.8765
2024-05-01,8.56,7.918000000000001,4.127
2024-05-02,9.72,8.164000000000001,4.5024999999999995
2024-05-03,10.46,8.896000000000003,4.9255
2024-05-06,9.92,9.176000000000002,5.3105
2024-05-07,12.05,10.142000000000001,5.7635
2024-05-08,13.03,11.036000000000001,6.325
2024-05-09,13.93,11.878000000000002,6.9455
2024-05-10,13.77,12.540000000000001,7.6195
2024-05-13,14.58,13.472,8.3585
2024-05-14,14.59,13.98,9.142999999999999
2024-05-15,15.43,14.460000000000003,9.822
2024-05-16,15.56,14.786000000000001,10.452
2024-05-17,15.79,15.190000000000001,10.9785
2024-05-20,15.28,15.330000000000002,11.419
2024-05-21,16.01,15.613999999999999,11.876499999999998
2024-05-22,14.67,15.462,12.219
2024-05-23,12.79,14.908000000000001,12.434000000000001
2024-05-24,13.51,14.452000000000002,12.769499999999999
2024-05-28,13.25,14.046000000000001,13.006
2024-05-29,12.83,13.41,13.2865
2024-05-30,13.92,13.260000000000002,13.554499999999999
2024-05-31,16.46,13.994,13.891500000000002
2024-06-03,16.49,14.59,14.192999999999998
2024-06-04,16.87,15.313999999999998,14.5405
2024-06-05,15.31,15.809999999999999,14.7035
2024-06-06,14.37,15.9,14.770499999999998
2024-06-07,13.51,15.310000000000002,14.749499999999998
2024-06-10,14.76,14.964000000000002,14.799000000000001
2024-06-11,14.14,14.418000000000001,14.777000000000001
2024-06-12,14.06,14.168000000000001,14.750499999999999
2024-06-13,14.39,14.172,14.698500000000001
2024-06-14,14.34,14.338,14.6375
2024-06-17,13.04,13.994,14.5
2024-06-18,13.41,13.848000000000003,14.4065
2024-06-20,14.7,13.975999999999999,14.341
2024-06-21,14.13,13.924000000000001,14.314000000000002
2024-06-24,15.36,14.128,14.4425
2024-06-25,13.48,14.216000000000003,14.440999999999999
2024-06-26,13.75,14.284,14.466
2024-06-27,13.51,14.046000000000001,14.5
2024-06-28,12.84,13.788,14.446000000000002
2024-07-01,11.83,13.081999999999999,14.214499999999997
2024-07-02,12.62,12.91,14.021
2024-07-03,12.86,12.732,13.820500000000001
2024-07-05,13.31,12.692,13.720500000000001
2024-07-08,12.97,12.718,13.6505
2024-07-09,13.43,13.038000000000002,13.6465
2024-07-10,13.89,13.292000000000002,13.603
2024-07-11,15.93,13.906,13.692499999999999
2024-07-12,16.12,14.468,13.795499999999999
2024-07-15,16.2,15.114,13.886000000000001
2024-07-16,17.75,15.978,14.056500000000003
2024-07-17,18.48,16.896,14.3285
2024-07-18,18.02,17.314,14.559000000000001
2024-07-19,18.15,17.720000000000002,14.7315
2024-07-22,18.8,18.240000000000002,14.965
2024-07-23,18.08,18.306,15.100999999999999
2024-07-24,19.99,18.608,15.4265
2024-07-25,18.3,18.663999999999998,15.654000000000002
