Date,rate_FSLR,rate_VOO_5D,rate_VOO_20D
2022-11-29,68.62,73.47999999999999,65.2945
2022-11-30,77.78,74.268,66.3915
2022-12-01,72.6,73.67,67.15350000000001
2022-12-02,72.42,72.66,67.518
2022-12-05,71.44,72.57199999999999,68.042
2022-12-06,63.66,71.58,68.5
2022-12-07,61.47,68.318,68.84799999999998
2022-12-08,59.84,65.76599999999999,68.91
2022-12-09,58.43,62.967999999999996,68.59400000000001
2022-12-12,57.89,60.257999999999996,68.59700000000001
2022-12-13,64.17,60.35999999999999,68.7455
2022-12-14,66.95,61.455999999999996,68.76650000000001
2022-12-15,66.33,62.754,68.803
2022-12-16,62.32,63.532,68.3545
2022-12-19,63.89,64.732,67.9125
2022-12-20,63.71,64.64,67.51500000000001
2022-12-21,69.09,65.068,67.2775
2022-12-22,64.0,64.602,66.69800000000001
2022-12-23,63.87,64.91199999999999,66.018
2022-12-27,57.44,63.62199999999999,65.296
2022-12-28,53.46,61.572,64.538
2022-12-29,56.03,58.959999999999994,63.4505
2022-12-30,57.02,57.563999999999986,62.671499999999995
2023-01-03,52.0,55.19,61.6505
2023-01-04,52.84,54.269999999999996,60.7205
2023-01-05,51.49,53.876,60.112
2023-01-06,63.14,55.298,60.1955
2023-01-09,65.59,57.011999999999986,60.48299999999999
2023-01-10,77.85,62.181999999999995,61.45399999999999
2023-01-11,79.3,67.474,62.5245
2023-01-12,85.98,74.372,63.614999999999995
2023-01-13,87.36,79.216,64.6355
2023-01-17,84.68,83.03399999999999,65.553
2023-01-18,84.65,84.39399999999999,66.6695
2023-01-19,71.64,82.862,67.05699999999999
2023-01-20,74.6,80.58599999999998,67.6015
2023-01-23,83.24,79.76199999999999,68.309
2023-01-24,79.08,78.64199999999998,69.063
2023-01-25,76.23,76.958,69.68100000000001
2023-01-26,82.55,79.14,70.9365
2023-01-27,86.01,81.422,72.564
2023-01-30,78.45,80.46399999999998,73.685
2023-01-31,85.0,81.648,75.084
2023-02-01,85.47,83.496,76.75750000000001
2023-02-02,74.68,81.922,77.8495
2023-02-03,74.23,79.566,78.9865
2023-02-06,73.56,78.588,79.50750000000001
2023-02-07,72.0,75.988,79.828
2023-02-08,71.69,73.232,79.52000000000001
2023-02-09,70.08,72.312,79.059
2023-02-10,69.52,71.36999999999999,78.236
2023-02-13,73.35,71.328,77.5355
2023-02-14,71.11,71.15,76.857
2023-02-15,78.5,72.51199999999999,76.5495
2023-02-16,71.08,72.71199999999999,76.5215
2023-02-17,70.34,72.87599999999999,76.3085
2023-02-21,67.02,71.60999999999999,75.49749999999999
2023-02-22,69.66,71.32,75.0265
2023-02-23,71.65,69.95,74.7975
2023-02-24,68.2,69.374,74.08000000000001
2023-02-27,72.19,69.744,73.389
2023-02-28,75.29,71.398,73.231
2023-03-01,100.13,77.492,73.9875
2023-03-02,102.67,83.696,74.8475
2023-03-03,114.55,92.966,76.841
2023-03-06,116.74,101.876,78.9665
2023-03-07,118.73,110.564,81.225
2023-03-08,118.77,114.29199999999999,83.5635
2023-03-09,115.68,116.89399999999998,85.763
2023-03-10,112.16,116.41600000000001,87.86699999999999
2023-03-13,108.0,114.668,89.791
2023-03-14,111.78,113.27799999999999,91.7125
2023-03-15,107.63,111.05,93.5385
2023-03-16,111.04,110.122,95.1655
2023-03-17,103.96,108.482,96.8095
2023-03-20,109.12,108.70599999999999,98.7485
2023-03-21,113.08,108.96599999999998,101.0515
2023-03-22,109.41,109.322,103.03900000000002
2023-03-23,113.9,109.894,105.15149999999998
2023-03-24,114.68,112.03800000000001,107.47549999999998
2023-03-27,113.85,112.984,109.55850000000001
2023-03-28,113.73,113.11399999999999,111.48049999999998
2023-03-29,118.76,114.984,112.41199999999999
2023-03-30,116.85,115.574,113.12100000000001
2023-03-31,120.78,116.79399999999998,113.4325
2023-04-03,109.86,115.99600000000001,113.0885
2023-04-04,109.52,115.154,112.62800000000001
2023-04-05,103.23,112.048,111.851
2023-04-06,106.02,109.88199999999999,111.36799999999998
2023-04-10,113.27,108.38,111.42350000000002
2023-04-11,111.3,108.66799999999998,111.5885
2023-04-12,109.2,108.604,111.4595
2023-04-13,112.51,110.46,111.7035
2023-04-14,109.7,111.196,111.63649999999998
2023-04-17,120.01,112.54400000000001,112.43900000000001
2023-04-18,120.6,114.404,113.01299999999999
2023-04-19,119.33,116.42999999999999,113.32549999999999
2023-04-20,116.71,117.27000000000001,113.6905
2023-04-21,118.05,118.93999999999998,113.898
2023-04-24,111.17,117.17199999999998,113.72250000000001
2023-04-25,111.8,115.41199999999999,113.62
2023-04-26,100.87,111.71999999999998,112.97700000000002
2023-04-27,102.18,108.814,112.148
2023-04-28,84.07,102.018,110.50900000000001
2023-05-01,80.6,95.90399999999998,108.5
2023-05-02,76.22,88.788,106.81800000000001
2023-05-03,74.18,83.45,105.051
2023-05-04,71.49,77.31199999999998,103.46399999999998
2023-05-05,78.39,76.176,102.08250000000001
2023-05-08,77.27,75.50999999999999,100.2825
2023-05-09,77.8,75.826,98.6075
2023-05-10,80.51,77.092,97.173
2023-05-11,82.94,79.38199999999999,95.6945
2023-05-12,130.97,89.898,96.758
2023-05-15,120.96,98.636,96.8055
2023-05-16,112.24,105.524,96.3875
2023-05-17,109.22,111.26599999999999,95.88199999999999
2023-05-18,105.76,115.83,95.33449999999999
2023-05-19,103.03,110.24199999999999,94.58349999999999
2023-05-22,101.2,106.29,94.08500000000001
2023-05-23,100.41,103.924,93.5155
2023-05-24,98.09,101.698,93.3765
2023-05-25,100.46,100.63799999999999,93.2905
2023-05-26,101.28,100.288,94.151
2023-05-30,101.91,100.42999999999999,95.21650000000001
2023-05-31,102.47,100.842,96.52900000000001
2023-06-01,105.95,102.41399999999999,98.11749999999999
2023-06-02,104.0,103.12199999999999,99.743
2023-06-05,100.99,103.064,100.87299999999999
2023-06-06,94.25,101.532,101.722
2023-06-07,89.28,98.89399999999999,102.29599999999999
2023-06-08,89.84,95.672,102.7625
2023-06-09,89.51,92.774,103.09099999999998
2023-06-12,93.68,91.312,101.22650000000002
2023-06-13,93.43,91.148,99.85
2023-06-14,90.52,91.39599999999999,98.764
2023-06-15,90.38,91.50399999999999,97.822
2023-06-16,86.55,90.912,96.8615
2023-06-20,83.71,88.91799999999999,95.8955
2023-06-21,82.22,86.676,94.9465
2023-06-22,84.67,85.506,94.15950000000001
2023-06-23,82.16,83.862,93.363
2023-06-26,76.29,81.81,92.1545
2023-06-27,80.4,81.148,91.1105
2023-06-28,81.86,81.076,90.10799999999999
2023-06-29,81.66,80.474,89.0675
2023-06-30,87.63,81.56800000000001,88.15150000000001
2023-07-03,87.1,83.72999999999999,87.3065
2023-07-05,82.8,84.21,86.397
2023-07-06,79.11,83.66,85.64000000000001
2023-07-07,84.92,84.31199999999998,85.422
2023-07-10,86.55,84.09599999999999,85.2575
2023-07-11,85.38,83.752,85.051
2023-07-12,90.57,85.306,84.8955
2023-07-13,92.5,87.984,84.849
2023-07-14,87.01,88.40199999999999,84.6735
2023-07-17,101.98,91.48799999999999,85.2535
2023-07-18,96.97,93.806,85.7745
2023-07-19,94.06,94.50399999999999,86.292
2023-07-20,93.98,94.8,86.88
2023-07-21,93.41,96.08,87.317
2023-07-24,93.16,94.31599999999999,87.86699999999999
2023-07-25,95.45,94.01199999999999,88.825
2023-07-26,92.92,93.78399999999999,89.451
2023-07-27,94.27,93.84199999999998,90.0715
2023-07-28,103.62,95.88399999999999,91.1695
2023-07-31,102.65,97.782,91.92049999999999
2023-08-01,96.77,98.04599999999999,92.404
2023-08-02,89.95,97.452,92.7615
2023-08-03,91.54,96.90599999999999,93.383
2023-08-04,90.04,94.19,93.639
2023-08-07,91.03,91.86599999999999,93.86300000000001
2023-08-08,91.37,90.78599999999999,94.1625
2023-08-09,96.54,92.104,94.461
2023-08-10,97.51,93.298,94.7115
2023-08-11,97.41,94.772,95.23150000000001
2023-08-14,101.93,96.952,95.22900000000001
2023-08-15,94.41,97.55999999999999,95.101
2023-08-16,89.26,96.104,94.861
2023-08-17,83.77,93.356,94.3505
2023-08-18,82.78,90.42999999999999,93.819
2023-08-21,82.65,86.57399999999998,93.29350000000001
2023-08-22,79.2,83.532,92.48100000000001
2023-08-23,81.9,82.06,91.93
2023-08-24,77.82,80.86999999999999,91.1075
2023-08-25,79.83,80.28,89.918
2023-08-28,79.37,79.624,88.754
2023-08-29,82.63,80.30999999999999,88.047
2023-08-30,84.88,80.90599999999999,87.79350000000001
2023-08-31,87.68,82.878,87.6005
2023-09-01,84.15,83.74199999999999,87.30600000000001
2023-09-05,84.22,84.71199999999999,86.9655
2023-09-06,80.61,84.30799999999999,86.4275
2023-09-07,79.17,83.16599999999998,85.559
2023-09-08,81.74,81.978,84.7705
2023-09-11,78.1,80.768,83.80499999999999
2023-09-12,79.62,79.848,82.6895
2023-09-13,69.5,77.626,81.444
2023-09-14,75.8,76.952,80.771
2023-09-15,72.94,75.19199999999998,80.2295
2023-09-18,66.82,72.93599999999999,79.4315
2023-09-19,68.23,70.65799999999999,78.7105
2023-09-20,68.29,70.416,78.16499999999999
2023-09-21,65.35,68.326,77.3375
2023-09-22,61.64,66.066,76.5285
2023-09-25,63.49,65.4,75.7115
2023-09-26,60.59,63.87199999999999,74.7725
2023-09-27,57.85,61.78399999999999,73.5335
2023-09-28,60.69,60.852,72.324
2023-09-29,60.78,60.67999999999999,70.97900000000001
2023-10-02,54.54,58.89,69.4985
2023-10-03,49.58,56.688,67.7665
2023-10-04,50.13,55.14399999999999,66.2425
2023-10-05,43.82,51.769999999999996,64.475
2023-10-06,46.95,49.004,62.7355
2023-10-09,42.31,46.55799999999999,60.946000000000005
2023-10-10,49.92,46.626,59.461
2023-10-11,49.86,46.571999999999996,58.479
2023-10-12,47.79,47.366,57.0785
2023-10-13,46.35,47.245999999999995,55.749
2023-10-16,49.65,48.714,54.890499999999996
2023-10-17,56.31,49.992,54.294500000000006
2023-10-18,51.46,50.312,53.452999999999996
2023-10-19,50.32,50.818,52.701499999999996
2023-10-20,49.14,51.376,52.076499999999996
2023-10-23,49.68,51.38199999999999,51.386
2023-10-24,54.2,50.959999999999994,51.066500000000005
2023-10-25,49.72,50.611999999999995,50.66
2023-10-26,49.51,50.44999999999999,50.101
2023-10-27,41.74,48.96999999999999,49.149
2023-10-30,34.89,46.01199999999999,48.1665
2023-10-31,40.94,43.36,47.734500000000004
2023-11-01,40.54,41.523999999999994,47.255
2023-11-02,45.14,40.64999999999999,47.321
2023-11-03,49.34,42.169999999999995,47.4405
2023-11-06,44.54,44.099999999999994,47.552
2023-11-07,41.96,44.303999999999995,47.154
2023-11-08,35.63,43.321999999999996,46.4425
2023-11-09,30.46,40.38599999999999,45.576
2023-11-10,31.82,36.882,44.8495
2023-11-13,31.74,34.32199999999999,43.95399999999999
2023-11-14,46.69,35.267999999999994,43.473
2023-11-15,49.89,38.11999999999999,43.3945
2023-11-16,51.94,42.416,43.4755
2023-11-17,52.43,46.538,43.64
2023-11-20,56.61,51.512,43.9865
2023-11-21,55.93,53.35999999999999,44.07299999999999
2023-11-22,57.03,54.78799999999999,44.4385
2023-11-24,51.8,54.75999999999999,44.553000000000004
2023-11-27,52.06,54.68599999999999,45.069
2023-11-28,52.42,53.848,45.9455
2023-11-29,52.83,53.227999999999994,46.54
2023-11-30,55.13,52.84799999999999,47.2695
2023-12-01,56.52,53.791999999999994,47.8385
2023-12-04,55.8,54.539999999999985,48.161500000000004
2023-12-05,51.78,54.41199999999999,48.5235
2023-12-06,42.0,52.246,48.5255
2023-12-07,40.92,49.403999999999996,48.790000000000006
2023-12-08,42.08,46.516,49.370999999999995
2023-12-11,42.79,43.913999999999994,49.919500000000006
2023-12-12,36.76,40.90999999999999,50.170500000000004
2023-12-13,43.23,41.15599999999999,49.997499999999995
2023-12-14,54.58,43.88799999999999,50.232
2023-12-15,64.7,48.41199999999999,50.870000000000005
2023-12-18,62.05,52.263999999999996,51.351
2023-12-19,68.59,58.629999999999995,51.95
2023-12-20,60.74,62.13199999999999,52.1905
2023-12-21,66.04,64.424,52.641000000000005
2023-12-22,66.38,64.75999999999999,53.370000000000005
2023-12-26,67.89,65.928,54.161500000000004
2023-12-27,68.37,65.88399999999999,54.959
2023-12-28,69.13,67.56199999999998,55.774
2023-12-29,68.22,67.998,56.4285
2024-01-02,66.86,68.09400000000001,56.945499999999996
2024-01-03,62.31,66.978,57.271
2024-01-04,61.24,65.55199999999999,57.74400000000001
2024-01-05,61.78,64.082,58.733000000000004
2024-01-08,61.07,62.652,59.7405
2024-01-09,61.82,61.64399999999999,60.7275
2024-01-10,57.4,60.66199999999999,61.458000000000006
2024-01-11,55.43,59.499999999999986,62.39150000000001
2024-01-12,55.58,58.25999999999999,63.009
2024-01-16,44.63,54.971999999999994,62.5115
2024-01-17,42.85,51.178,61.419000000000004
2024-01-18,43.04,48.306,60.46849999999999
2024-01-19,41.56,45.532,59.117
2024-01-22,45.41,43.498,58.3505
2024-01-23,46.91,43.95399999999999,57.394000000000005
2024-01-24,44.41,44.26599999999999,56.29549999999999
2024-01-25,44.75,44.60799999999999,55.1385
2024-01-26,43.4,44.97599999999999,53.89
2024-01-29,44.82,44.85799999999999,52.6745
2024-01-30,44.56,44.38799999999999,51.491499999999995
2024-01-31,41.92,43.89,50.2445
2024-02-01,42.68,43.47599999999999,49.263
2024-02-02,36.91,42.17799999999999,48.0465
2024-02-05,34.99,40.211999999999996,46.707
2024-02-06,36.25,38.55,45.466
2024-02-07,40.41,38.248,44.3955
2024-02-08,38.22,37.355999999999995,43.4365
2024-02-09,46.19,39.211999999999996,42.9745
2024-02-12,51.67,42.54799999999999,42.779
2024-02-13,46.99,44.69599999999999,42.897000000000006
2024-02-14,52.65,47.14399999999999,43.387
2024-02-15,54.13,50.32599999999999,43.941500000000005
2024-02-16,51.44,51.376,44.4355
2024-02-20,47.86,50.61399999999999,44.558
2024-02-21,44.77,50.169999999999995,44.451
2024-02-22,39.68,47.57599999999999,44.2145
2024-02-23,37.92,44.333999999999996,43.873
2024-02-26,39.54,41.95399999999999,43.67999999999999
2024-02-27,39.93,40.367999999999995,43.435500000000005
2024-02-28,44.03,40.22,43.409
2024-02-29,48.5,41.983999999999995,43.738
2024-03-01,51.58,44.715999999999994,44.183
2024-03-04,50.3,46.867999999999995,44.8525
2024-03-05,52.55,49.39199999999999,45.7305
2024-03-06,51.94,50.97399999999999,46.515
2024-03-07,53.77,52.028,47.183
2024-03-08,54.73,52.657999999999994,48.0085
2024-03-11,55.5,53.69799999999999,48.474000000000004
2024-03-12,52.84,53.75599999999999,48.5325
2024-03-13,51.57,53.681999999999995,48.7615
2024-03-14,43.31,51.589999999999996,48.2945
2024-03-15,41.43,48.92999999999999,47.659499999999994
2024-03-18,43.4,46.51,47.25750000000001
2024-03-19,41.49,44.239999999999995,46.939
2024-03-20,44.87,42.9,46.944
2024-03-21,46.46,43.529999999999994,47.283
2024-03-22,47.06,44.65599999999999,47.74
2024-03-25,48.46,45.66799999999999,48.18599999999999
2024-03-26,46.92,46.754,48.5355
2024-03-27,60.59,49.89799999999999,49.3635
2024-03-28,61.88,52.98199999999999,50.0325
2024-04-01,63.7,56.31,50.6385
2024-04-02,59.26,58.46999999999999,51.0865
2024-04-03,58.84,60.854,51.400999999999996
2024-04-04,63.31,61.398,51.969500000000004
2024-04-05,66.27,62.275999999999996,52.594500000000004
2024-04-08,70.64,63.664,53.39
2024-04-09,75.83,66.978,54.40650000000001
2024-04-10,76.38,70.48599999999999,55.5835
2024-04-11,75.58,72.93999999999998,56.78399999999999
2024-04-12,73.72,74.42999999999999,58.3045
2024-04-15,67.55,73.81199999999998,59.6105
2024-04-16,64.82,71.60999999999999,60.68150000000001
2024-04-17,69.5,70.234,62.08200000000001
2024-04-18,65.97,68.31199999999998,63.137
2024-04-19,66.68,66.904,64.148
2024-04-22,67.86,66.966,65.188
2024-04-23,71.48,68.298,66.339
2024-04-24,68.99,68.196,67.44250000000001
2024-04-25,66.66,68.334,67.746
2024-04-26,70.18,69.034,68.161
2024-04-29,72.17,69.896,68.5845
2024-04-30,68.51,69.30199999999999,69.047
2024-05-01,68.37,69.178,69.5235
2024-05-02,70.7,69.986,69.893
2024-05-03,79.46,71.842,70.5525
2024-05-06,81.26,73.66,71.0835
2024-05-07,82.0,76.35799999999999,71.392
2024-05-08,78.58,78.4,71.502
2024-05-09,81.08,80.47599999999998,71.77700000000002
2024-05-10,78.87,80.35799999999999,72.03450000000001
2024-05-13,77.56,79.618,72.535
2024-05-14,75.25,78.268,73.0565
2024-05-15,79.71,78.494,73.567
2024-05-16,82.14,78.70599999999999,74.3755
2024-05-17,84.81,79.894,75.28200000000001
2024-05-20,83.68,81.11799999999998,76.07300000000001
2024-05-21,98.15,85.698,77.4065
2024-05-22,134.52,96.66,80.68299999999999
2024-05-23,132.74,106.78,83.98700000000001
2024-05-24,157.44,121.306,88.35
