Date,rate_TXN_5D,rate_TXN_20D,rate_VOO_5D,rate_VOO_20D
2022-03-30,1.598,-3.6615,-1.688,-5.4055
2022-03-31,1.52,-3.321,-1.636,-5.2325
2022-04-01,1.222,-2.991,-1.614,-5.0075
2022-04-04,0.9039999999999999,-2.513,-1.566,-4.6135
2022-04-05,-0.5760000000000002,-2.2465,-1.9939999999999998,-4.2455
2022-04-06,-1.6640000000000001,-2.1134999999999997,-2.4899999999999998,-4.0395
2022-04-07,-2.2880000000000003,-1.9789999999999999,-2.596,-3.79
2022-04-08,-3.136,-1.8739999999999999,-2.814,-3.496
2022-04-11,-4.282000000000001,-1.7310000000000003,-3.5120000000000005,-3.2510000000000003
2022-04-12,-4.726000000000001,-1.7094999999999998,-4.044,-3.119
2022-04-13,-4.952,-1.739,-4.176,-3.0345
2022-04-14,-5.37,-1.8645,-4.630000000000001,-3.063
2022-04-18,-5.106,-1.9560000000000002,-5.034000000000001,-3.1420000000000003
2022-04-19,-4.3420000000000005,-1.9899999999999998,-4.822000000000001,-3.1475
2022-04-20,-3.652,-2.0650000000000004,-4.556,-3.211
2022-04-21,-3.4240000000000004,-2.1105,-4.7780000000000005,-3.283
2022-04-22,-3.464,-2.4005,-5.276,-3.5345
2022-04-25,-3.75,-2.6925,-5.680000000000001,-3.7855000000000003
2022-04-26,-4.894,-3.1535,-6.894,-4.1985
2022-04-27,-5.976,-3.7325000000000004,-8.05,-4.661
2022-04-28,-6.126,-4.041500000000001,-8.485999999999999,-4.9825
2022-04-29,-6.454000000000001,-4.394,-9.08,-5.3955
2022-05-02,-6.4159999999999995,-4.602,-9.604,-5.7829999999999995
2022-05-03,-5.942,-4.865,-9.538,-6.1915
2022-05-04,-5.178,-4.883,-8.99,-6.410000000000001
2022-05-05,-5.742,-5.061,-9.512,-6.7379999999999995
2022-05-06,-6.006,-5.3235,-9.48,-7.1165
2022-05-09,-6.968000000000001,-5.5600000000000005,-10.168,-7.6215
2022-05-10,-7.42,-5.649500000000001,-10.888,-8.0355
2022-05-11,-8.645999999999999,-5.863,-12.406,-8.500499999999999
2022-05-12,-9.11,-6.100499999999999,-13.308000000000002,-9.021
2022-05-13,-8.858,-6.1955,-13.709999999999999,-9.3865
2022-05-16,-8.474,-6.401999999999999,-13.622,-9.7685
2022-05-17,-7.744,-6.5,-13.236,-10.139
2022-05-18,-7.138,-6.7345,-13.262,-10.677
2022-05-19,-6.953999999999999,-6.983,-13.388,-11.1735
2022-05-20,-6.946000000000001,-7.066,-13.901999999999997,-11.543000000000001
2022-05-23,-6.792,-7.1625,-14.040000000000001,-11.8585
2022-05-24,-7.564,-7.1674999999999995,-14.64,-12.075500000000002
2022-05-25,-7.596000000000001,-7.1395,-14.416,-12.2685
2022-05-26,-6.890000000000001,-7.1739999999999995,-13.745999999999999,-12.4885
2022-05-27,-6.006,-6.953999999999999,-12.65,-12.435500000000001
2022-05-31,-5.264,-6.8745,-11.966,-12.449
2022-06-01,-4.526,-6.8134999999999994,-11.245999999999999,-12.502500000000001
2022-06-02,-3.776,-6.788999999999999,-10.34,-12.606
2022-06-03,-3.944,-6.724499999999999,-10.056000000000001,-12.624500000000001
2022-06-06,-5.024,-6.708499999999999,-10.154,-12.604
2022-06-07,-5.748,-6.5695,-9.982,-12.4025
2022-06-08,-6.728,-6.6405,-9.918000000000001,-12.26
2022-06-09,-8.366,-6.718999999999999,-10.59,-12.152
2022-06-10,-9.942,-6.9325,-11.475999999999999,-12.1665
2022-06-13,-11.483999999999998,-7.365,-13.048000000000002,-12.438500000000001
2022-06-14,-13.192000000000002,-7.749,-14.831999999999999,-12.705
2022-06-15,-14.216,-8.2585,-16.194,-12.999500000000001
2022-06-16,-15.322,-8.765,-17.676,-13.255500000000001
2022-06-17,-16.144,-9.23,-18.614,-13.472999999999999
2022-06-21,-16.15,-9.666,-18.532,-13.596
2022-06-22,-16.310000000000002,-10.1285,-18.444,-13.806000000000001
2022-06-23,-16.828,-10.5745,-18.416,-13.9435
2022-06-24,-16.332,-10.949000000000002,-17.356,-13.9905
2022-06-27,-15.744,-11.4435,-16.4,-14.136499999999998
2022-06-28,-15.670000000000002,-12.082,-16.184,-14.479499999999998
2022-06-29,-15.65,-12.725,-15.992,-14.8125
2022-06-30,-15.378,-13.2875,-16.096,-15.156
2022-07-01,-16.080000000000002,-14.025,-16.446,-15.517
2022-07-05,-16.688,-14.629500000000002,-16.706,-15.799000000000001
2022-07-06,-16.951999999999998,-15.063999999999998,-16.55,-16.0785
2022-07-07,-16.648000000000003,-15.45,-16.096,-16.341
2022-07-08,-16.348000000000003,-15.6925,-15.524000000000001,-16.5575
2022-07-11,-15.807999999999998,-15.885500000000002,-15.395999999999997,-16.7185
2022-07-12,-15.23,-15.951500000000001,-15.447999999999999,-16.792
2022-07-13,-14.854,-15.906500000000003,-15.632,-16.7245
2022-07-14,-14.51,-15.779500000000002,-16.1,-16.658
2022-07-15,-13.964000000000002,-15.629499999999998,-16.252000000000002,-16.572
2022-07-18,-13.297999999999998,-15.379500000000002,-16.352,-16.3875
2022-07-19,-12.190000000000001,-14.963,-15.857999999999999,-16.103
2022-07-20,-10.988,-14.616000000000003,-15.184000000000001,-15.8875
2022-07-21,-10.041999999999998,-14.2125,-14.296000000000001,-15.620999999999999
2022-07-22,-9.676,-13.8415,-13.868,-15.434999999999999
2022-07-25,-9.292000000000002,-13.619499999999999,-13.288,-15.370499999999998
2022-07-26,-9.704,-13.453,-13.352,-15.341
2022-07-27,-9.028,-12.9555,-13.086000000000002,-15.113
2022-07-28,-8.026,-12.3065,-12.774,-14.8165
2022-07-29,-6.394,-11.595500000000001,-12.053999999999998,-14.4245
2022-08-01,-4.686,-10.770999999999999,-11.350000000000001,-14.0965
2022-08-02,-2.85,-9.993500000000001,-10.53,-13.797
2022-08-03,-1.6720000000000002,-9.135499999999999,-9.94,-13.460500000000001
2022-08-04,-0.834,-8.352999999999998,-9.578,-13.187000000000001
2022-08-05,-0.38800000000000007,-7.605500000000001,-9.496,-12.9175
2022-08-08,-0.06400000000000004,-6.834999999999999,-9.425999999999998,-12.604000000000001
2022-08-09,0.007999999999999962,-6.184,-9.319999999999999,-12.265
2022-08-10,-0.022000000000000037,-5.4275,-9.162,-11.843
2022-08-11,-0.25000000000000006,-4.788,-8.992,-11.41
2022-08-12,-0.18000000000000008,-4.1594999999999995,-8.581999999999999,-11.0
2022-08-15,0.013999999999999947,-3.507,-8.104000000000001,-10.542
2022-08-16,0.43999999999999995,-3.0265,-7.554,-10.189
2022-08-17,-0.02400000000000002,-2.6865,-7.348000000000001,-9.884
2022-08-18,-0.28,-2.3475,-7.104000000000001,-9.611999999999998
2022-08-19,-0.93,-1.973,-7.244,-9.344
2022-08-22,-1.948,-1.671,-7.696,-9.144
2022-08-23,-2.738,-1.2850000000000001,-8.198,-8.9005
2022-08-24,-3.066,-1.1960000000000002,-8.578,-8.757
2022-08-25,-3.144,-1.1270000000000002,-8.822,-8.623999999999999
2022-08-26,-3.654,-1.2879999999999998,-9.31,-8.658
2022-08-29,-3.914,-1.4780000000000002,-9.620000000000001,-8.7115
2022-08-30,-4.343999999999999,-1.6585,-10.028,-8.774999999999999
2022-08-31,-4.864,-1.9940000000000002,-10.562,-8.9125
2022-09-01,-5.659999999999999,-2.3335,-11.175999999999998,-9.0235
2022-09-02,-6.1080000000000005,-2.718,-11.492,-9.157
2022-09-06,-6.4319999999999995,-3.07,-11.768,-9.297
2022-09-07,-6.414,-3.2640000000000002,-11.664,-9.361
2022-09-08,-6.016,-3.4924999999999997,-11.366,-9.4635
2022-09-09,-5.4799999999999995,-3.6409999999999996,-10.912,-9.503499999999999
2022-09-12,-4.7299999999999995,-3.8555,-10.162,-9.552
2022-09-13,-4.84,-4.2835,-10.129999999999999,-9.803500000000001
2022-09-14,-4.922,-4.6045,-10.290000000000001,-10.045
2022-09-15,-5.548,-4.8735,-10.74,-10.311499999999999
2022-09-16,-6.136,-5.1049999999999995,-11.57,-10.620000000000001
2022-09-19,-6.602000000000001,-5.2735,-12.453999999999999,-10.8545
2022-09-20,-6.236,-5.3555,-12.774,-11.073
2022-09-21,-6.454000000000001,-5.5335,-13.45,-11.358
2022-09-22,-6.470000000000001,-5.724500000000001,-14.080000000000002,-11.687000000000001
2022-09-23,-6.909999999999999,-6.0465,-14.851999999999999,-12.127500000000001
2022-09-26,-7.548,-6.247,-15.906,-12.503499999999999
2022-09-27,-8.138,-6.411500000000001,-16.812,-12.871
2022-09-28,-8.190000000000001,-6.495,-17.18,-13.146
2022-09-29,-8.652000000000001,-6.6715,-17.748,-13.483500000000001
2022-09-30,-9.376000000000001,-6.975499999999999,-18.288,-13.905499999999998
2022-10-03,-9.398,-7.069500000000001,-18.168,-14.172500000000003
2022-10-04,-8.858,-7.018000000000001,-17.518,-14.3085
2022-10-05,-8.256,-6.955499999999999,-17.14,-14.515
2022-10-06,-7.31,-6.995,-16.595999999999997,-14.791000000000002
2022-10-07,-6.7620000000000005,-7.295999999999999,-16.264,-15.243500000000001
2022-10-10,-7.101999999999999,-7.6625,-16.554,-15.770500000000002
2022-10-11,-8.408,-7.909999999999999,-17.436,-16.135
2022-10-12,-10.224,-8.281,-18.338,-16.526999999999997
2022-10-13,-11.584,-8.504,-18.654,-16.7695
2022-10-14,-12.812000000000001,-8.965,-18.878,-17.070500000000003
2022-10-17,-13.464000000000002,-9.378,-18.582,-17.3025
2022-10-18,-13.681999999999999,-9.7715,-17.99,-17.439
2022-10-19,-13.556000000000001,-10.0565,-17.464,-17.530499999999996
2022-10-20,-13.624,-10.2925,-17.482,-17.619999999999997
2022-10-21,-12.338,-10.322,-16.747999999999998,-17.544500000000003
2022-10-24,-11.132,-10.274,-16.216,-17.380000000000003
2022-10-25,-9.925999999999998,-10.2185,-15.602,-17.1365
2022-10-26,-9.336,-10.343,-15.0,-16.9855
2022-10-27,-8.992,-10.377500000000001,-14.356,-16.772
2022-10-28,-8.806000000000001,-10.1795,-13.709999999999999,-16.4
2022-10-31,-8.922,-10.155,-13.38,-16.183
2022-11-01,-8.804,-10.205,-13.325999999999999,-16.0885
2022-11-02,-8.686,-10.450500000000002,-13.568000000000001,-16.0925
2022-11-03,-8.66,-10.715,-13.892000000000001,-16.095999999999997
2022-11-04,-8.48,-10.609,-14.372,-15.927000000000001
2022-11-07,-7.88,-10.3495,-14.581999999999999,-15.690000000000001
2022-11-08,-7.302,-9.9285,-14.696000000000002,-15.4035
2022-11-09,-6.586,-9.541,-14.73,-15.1905
2022-11-10,-4.568,-8.961,-13.697999999999999,-14.857
2022-11-11,-2.69,-8.0785,-12.734,-14.391
2022-11-14,-1.376,-7.327500000000001,-12.064,-14.060500000000001
2022-11-15,-0.3180000000000001,-6.5875,-11.342,-13.741499999999998
2022-11-16,0.6259999999999999,-5.995500000000001,-10.412,-13.4275
2022-11-17,0.7,-5.380000000000001,-10.426,-13.093
2022-11-18,0.21799999999999992,-4.939500000000001,-10.528,-12.836000000000002
2022-11-21,-0.35000000000000003,-4.632,-10.552000000000001,-12.6445
2022-11-22,-0.386,-4.2025,-10.488000000000001,-12.463
2022-11-23,0.238,-3.6020000000000003,-10.180000000000001,-12.2225
2022-11-25,0.43200000000000005,-3.024,-9.824,-11.96
2022-11-28,0.18599999999999994,-2.6915,-9.825999999999999,-11.865
2022-11-29,0.25199999999999995,-2.3385000000000002,-9.798,-11.749
2022-11-30,0.6179999999999999,-1.847,-9.464,-11.4975
2022-12-01,0.4459999999999999,-1.3190000000000002,-9.198,-11.129999999999999
2022-12-02,0.5079999999999998,-0.732,-8.956,-10.725999999999999
2022-12-05,1.0,-0.3215,-8.748000000000001,-10.459
2022-12-06,1.154,-0.08000000000000003,-8.76,-10.2935
2022-12-07,0.3959999999999999,0.07749999999999997,-9.344,-10.1595
2022-12-08,0.2679999999999999,0.39449999999999996,-9.834,-9.906000000000002
2022-12-09,-0.11200000000000007,0.382,-10.424000000000001,-9.9075
2022-12-12,-0.10200000000000013,0.3255,-10.454,-9.889
2022-12-13,0.24999999999999983,0.32649999999999996,-10.102,-9.803
2022-12-14,0.47999999999999987,0.277,-9.824000000000002,-9.780000000000001
2022-12-15,-0.23200000000000012,0.17999999999999997,-10.118,-9.8325
2022-12-16,-0.7620000000000001,0.01649999999999998,-10.492,-9.924
2022-12-19,-1.8700000000000003,-0.1965,-11.258,-10.0715
2022-12-20,-3.15,-0.37350000000000005,-12.209999999999999,-10.2175
2022-12-21,-3.946,-0.613,-12.802000000000001,-10.3585
2022-12-22,-4.544,-1.0155,-13.197999999999999,-10.587
2022-12-23,-5.1259999999999994,-1.373,-13.294,-10.7915
2022-12-27,-5.558000000000001,-1.6324999999999998,-13.309999999999999,-10.942499999999999
2022-12-28,-6.112,-1.9645,-13.478,-11.1375
2022-12-29,-6.530000000000001,-2.4,-13.602,-11.392999999999999
2022-12-30,-6.4719999999999995,-2.745,-13.532,-11.6705
2023-01-03,-6.572,-3.143,-13.558000000000002,-11.942
2023-01-04,-5.936,-3.3665,-13.398000000000001,-12.105
2023-01-05,-5.26,-3.568,-13.216,-12.2515
2023-01-06,-4.086,-3.5204999999999997,-12.948000000000002,-12.294
2023-01-09,-2.7620000000000005,-3.5025,-12.646,-12.3735
2023-01-10,-1.0480000000000005,-3.3770000000000002,-12.218,-12.3905
2023-01-11,0.04999999999999973,-3.3284999999999996,-11.690000000000001,-12.414
2023-01-12,1.3159999999999998,-3.3015,-10.91,-12.4535
2023-01-13,1.7519999999999996,-3.2024999999999997,-10.444,-12.449
2023-01-17,1.6079999999999994,-3.0425,-9.992,-12.342
2023-01-18,1.0819999999999996,-2.916,-9.952,-12.255500000000001
2023-01-19,0.18399999999999964,-2.8150000000000004,-10.256,-12.1635
2023-01-20,-0.39600000000000035,-2.6130000000000004,-10.308,-11.978
2023-01-23,-0.4900000000000003,-2.3385,-10.213999999999999,-11.802
2023-01-24,-0.3040000000000004,-1.9825000000000004,-10.113999999999999,-11.571000000000002
2023-01-25,-0.1580000000000004,-1.6740000000000002,-9.72,-11.362
2023-01-26,0.19999999999999968,-1.3755000000000002,-9.012,-11.089
2023-01-27,0.4539999999999996,-0.9715,-8.57,-10.751
2023-01-30,-0.11800000000000033,-0.7354999999999999,-8.568,-10.5435
2023-01-31,-0.10000000000000035,-0.38949999999999996,-8.291999999999998,-10.261
2023-02-01,0.6799999999999996,0.139,-7.794,-9.921
2023-02-02,1.8579999999999994,0.5730000000000001,-7.231999999999999,-9.5475
2023-02-03,2.6379999999999995,1.003,-6.914,-9.175500000000001
2023-02-06,3.5140000000000002,1.1644999999999999,-6.473999999999999,-8.925
2023-02-07,4.206,1.3525,-6.09,-8.622
2023-02-08,3.582,1.2965,-6.104,-8.3925
2023-02-09,2.498,1.185,-6.5040000000000004,-8.251000000000001
2023-02-10,1.7719999999999998,1.117,-6.6739999999999995,-8.1165
2023-02-13,1.2919999999999998,1.0495,-6.564,-7.955
2023-02-14,0.49400000000000005,1.074,-6.6579999999999995,-7.788500000000001
2023-02-15,0.7200000000000001,1.206,-6.531999999999999,-7.5375
2023-02-16,0.842,1.3495,-6.478,-7.3065
2023-02-17,0.788,1.413,-6.5,-7.164500000000001
2023-02-21,0.1160000000000001,1.201,-6.984,-7.147500000000001
2023-02-22,-0.6239999999999999,0.9940000000000001,-7.4799999999999995,-7.13
2023-02-23,-1.38,0.9005000000000001,-7.956,-7.096500000000001
2023-02-24,-2.164,0.7585,-8.379999999999999,-7.1485
2023-02-27,-2.682,0.629,-8.716,-7.2010000000000005
2023-02-28,-2.602,0.58,-8.828,-7.2125
2023-03-01,-2.3259999999999996,0.4375,-8.937999999999999,-7.291500000000001
2023-03-02,-2.066,0.21400000000000002,-9.001999999999999,-7.3985
2023-03-03,-1.326,-0.03749999999999995,-8.663999999999998,-7.5065
2023-03-06,-1.0579999999999998,-0.29499999999999993,-8.358,-7.561999999999999
2023-03-07,-0.982,-0.5439999999999999,-8.256,-7.6579999999999995
2023-03-08,-0.5279999999999999,-0.746,-8.112,-7.797
2023-03-09,-0.598,-0.8310000000000001,-8.396,-7.971499999999999
2023-03-10,-1.048,-0.924,-9.168000000000001,-8.1725
2023-03-13,-0.954,-0.9765,-9.985999999999999,-8.389999999999999
2023-03-14,-0.542,-1.0025,-10.256,-8.581
2023-03-15,-0.748,-1.0565,-10.658,-8.797
2023-03-16,-0.332,-1.094,-10.453999999999999,-8.952
2023-03-17,0.12600000000000003,-1.1030000000000002,-10.203999999999999,-9.104000000000001
2023-03-20,0.72,-0.9935,-9.768,-9.206999999999999
2023-03-21,1.0219999999999998,-0.776,-9.384,-9.181000000000001
2023-03-22,1.238,-0.591,-9.190000000000001,-9.2245
2023-03-23,1.594,-0.35050000000000003,-9.248000000000001,-9.275
2023-03-24,2.022,-0.056499999999999995,-9.069999999999999,-9.2765
2023-03-27,1.784,0.123,-9.02,-9.283
2023-03-28,1.6800000000000002,0.29450000000000004,-9.232000000000001,-9.282
2023-03-29,2.216,0.5445,-8.894,-9.2135
2023-03-30,2.664,0.8320000000000001,-8.49,-9.147
2023-03-31,3.402,1.1255,-7.8740000000000006,-9.079
2023-04-03,4.186,1.434,-7.19,-8.991000000000001
2023-04-04,4.498,1.6644999999999999,-6.578,-8.8625
2023-04-05,4.050000000000001,1.689,-6.264,-8.7515
2023-04-06,3.342,1.8169999999999997,-5.988,-8.545
2023-04-10,2.5780000000000003,2.032,-5.9479999999999995,-8.274
2023-04-11,2.098,2.197,-6.004,-7.9955
2023-04-12,1.778,2.2445,-6.029999999999999,-7.806
2023-04-13,1.9920000000000002,2.374,-5.772,-7.529999999999999
2023-04-14,2.088,2.422,-5.622,-7.337000000000001
2023-04-17,2.1599999999999997,2.5405,-5.428,-7.08
2023-04-18,2.21,2.5695,-5.224,-6.8595
2023-04-19,2.1559999999999997,2.528,-4.948,-6.697
2023-04-20,1.8739999999999999,2.5330000000000004,-5.018000000000001,-6.487
2023-04-21,1.652,2.4365,-5.037999999999999,-6.2845
2023-04-24,1.182,2.3305000000000002,-5.098000000000001,-6.087
2023-04-25,-0.054000000000000006,2.1100000000000003,-5.42,-5.9595
2023-04-26,-1.482,1.7375,-5.8100000000000005,-5.841500000000001
2023-04-27,-2.766,1.2875,-5.786,-5.71
2023-04-28,-3.8760000000000003,0.8015000000000001,-5.638,-5.5715
2023-05-01,-4.898000000000001,0.2555000000000001,-5.504,-5.4944999999999995
2023-05-02,-5.492,-0.30949999999999994,-5.316,-5.4910000000000005
2023-05-03,-5.593999999999999,-0.7854999999999999,-5.176,-5.4910000000000005
2023-05-04,-5.906000000000001,-1.2014999999999998,-5.47,-5.5115
2023-05-05,-6.042,-1.5445,-5.588,-5.471500000000001
2023-05-08,-6.319999999999999,-1.9689999999999999,-5.708,-5.4345
2023-05-09,-6.425999999999999,-2.4405,-5.71,-5.4174999999999995
2023-05-10,-6.462000000000001,-2.8455,-5.514,-5.362
2023-05-11,-6.5920000000000005,-3.3475,-5.218000000000001,-5.372999999999999
2023-05-12,-7.036,-3.8254999999999995,-5.258,-5.3805000000000005
2023-05-15,-6.918000000000001,-4.2385,-5.244,-5.3885
2023-05-16,-6.876,-4.712,-5.274,-5.430000000000001
2023-05-17,-6.616,-5.038500000000001,-5.166,-5.416500000000001
2023-05-18,-5.638,-5.2255,-4.85,-5.331
2023-05-19,-4.706,-5.415,-4.54,-5.255999999999999
2023-05-22,-4.07,-5.5515,-4.28,-5.184
2023-05-23,-3.35,-5.536,-4.109999999999999,-5.1025
2023-05-24,-3.154,-5.4565,-4.3,-5.039
2023-05-25,-3.174,-5.327500000000001,-4.51,-5.012
2023-05-26,-2.472,-5.063999999999999,-4.446,-4.958
2023-05-30,-1.8259999999999998,-4.7835,-4.388,-4.905
2023-05-31,-1.3559999999999999,-4.502,-4.220000000000001,-4.8285
2023-06-01,-0.366,-4.1495,-3.716,-4.674
2023-06-02,0.26799999999999996,-3.7840000000000003,-3.096,-4.4185
2023-06-05,-0.41400000000000003,-3.657,-2.758,-4.250500000000001
2023-06-06,-1.114,-3.482,-2.386,-4.0745
2023-06-07,-1.3240000000000003,-3.2265,-1.9760000000000002,-3.8950000000000005
2023-06-08,-1.7260000000000002,-2.9655,-1.6440000000000001,-3.7065000000000006
2023-06-09,-2.248,-2.6980000000000004,-1.558,-3.5035000000000003
2023-06-12,-1.8199999999999998,-2.353,-1.254,-3.2495
2023-06-13,-1.0219999999999998,-2.008,-0.86,-2.9785
2023-06-14,-0.442,-1.6179999999999999,-0.388,-2.6735
2023-06-15,0.22200000000000003,-1.256,0.22200000000000003,-2.3594999999999997
2023-06-16,0.9199999999999999,-1.0585,0.7260000000000001,-2.1095
2023-06-20,0.958,-0.9369999999999999,0.958,-1.875
2023-06-21,0.17400000000000002,-0.9470000000000001,0.9520000000000002,-1.6705
2023-06-22,-0.33399999999999996,-0.8640000000000001,1.004,-1.395
2023-06-23,-1.5139999999999998,-0.8460000000000001,0.652,-1.1215
2023-06-26,-2.42,-0.8699999999999999,0.292,-0.909
2023-06-27,-2.1999999999999997,-0.8690000000000001,0.242,-0.7030000000000001
2023-06-28,-1.6920000000000002,-0.9135,0.30999999999999994,-0.496
2023-06-29,-1.222,-0.8305000000000001,0.304,-0.26400000000000007
2023-06-30,0.176,-0.7105,0.682,-0.022
2023-07-03,1.4119999999999997,-0.584,1.1720000000000002,0.158
2023-07-05,1.4300000000000002,-0.40800000000000003,1.4,0.3365
2023-07-06,1.408,-0.283,1.456,0.46449999999999997
2023-07-07,1.0539999999999998,-0.236,1.468,0.597
2023-07-10,0.9780000000000001,-0.034499999999999975,1.3,0.7140000000000001
2023-07-11,0.8720000000000001,0.196,1.23,0.8550000000000001
2023-07-12,1.53,0.4295,1.3619999999999999,0.9904999999999999
2023-07-13,2.464,0.5885,1.8199999999999998,1.1345
2023-07-14,3.268,0.6915,2.308,1.2710000000000001
2023-07-17,3.7159999999999997,0.8390000000000001,2.812,1.3615
2023-07-18,4.266,1.0325,3.344,1.5095
2023-07-19,4.412000000000001,1.293,3.7619999999999996,1.6915
2023-07-20,4.05,1.5575,3.882,1.8669999999999998
2023-07-21,4.442,1.8855,4.0200000000000005,2.025
2023-07-24,4.497999999999999,2.342,4.1739999999999995,2.242
2023-07-25,4.7700000000000005,2.83,4.224,2.4925
2023-07-26,3.904,2.819,4.234,2.6895
2023-07-27,3.656,2.8945,4.26,2.8545000000000003
2023-07-28,2.984,2.9370000000000003,4.454,3.0625
2023-07-31,2.5439999999999996,2.934,4.595999999999999,3.2205
2023-08-01,1.6640000000000001,2.893,4.616,3.3534999999999995
2023-08-02,1.266,2.778,4.406000000000001,3.441
2023-08-03,0.604,2.6935,4.27,3.558
2023-08-04,-0.5039999999999999,2.5475000000000003,3.886,3.6670000000000003
2023-08-07,-1.7399999999999998,2.2545,3.6100000000000003,3.7979999999999996
2023-08-08,-2.972,1.932,3.342,3.8815
2023-08-09,-3.5,1.5204999999999997,3.2060000000000004,3.9019999999999997
2023-08-10,-3.9339999999999997,1.094,3.1220000000000003,3.8835
2023-08-11,-4.11,0.7030000000000002,3.104,3.8659999999999997
2023-08-14,-3.9799999999999995,0.3305000000000001,3.024,3.851
2023-08-15,-3.844,-0.09549999999999988,2.848,3.7574999999999994
2023-08-16,-3.944,-0.5684999999999999,2.666,3.6279999999999992
2023-08-17,-4.066,-0.9349999999999998,2.366,3.5044999999999993
2023-08-18,-4.016,-1.4114999999999998,2.09,3.3835
2023-08-21,-4.214,-1.8475000000000001,1.8239999999999998,3.2634999999999996
2023-08-22,-4.294,-2.3615,1.6780000000000002,3.1209999999999996
2023-08-23,-3.976,-2.5385,1.7759999999999998,3.0134999999999996
2023-08-24,-3.9859999999999998,-2.8455000000000004,1.8039999999999998,2.8905
2023-08-25,-3.8839999999999995,-3.1285,1.908,2.747
2023-08-28,-3.8280000000000003,-3.4404999999999992,2.0100000000000002,2.617
2023-08-29,-3.556,-3.6665,2.3440000000000003,2.553
2023-08-30,-3.6019999999999994,-3.7555,2.59,2.5595
2023-08-31,-3.412,-3.8495000000000004,3.0,2.573
