Date,rate_MU,rate_MU_5D,rate_MU_20D,rate_VOO,rate_VOO_5D,rate_VOO_20D
2022-04-08,-19.92,-17.59,-15.044500000000003,-3.33,-2.814,-3.496
2022-04-11,-20.04,-18.810000000000002,-14.881499999999999,-4.94,-3.5120000000000005,-3.2510000000000003
2022-04-12,-20.12,-19.384000000000004,-14.923499999999999,-5.28,-4.044,-3.119
2022-04-13,-19.66,-19.686,-15.2975,-4.23,-4.176,-3.0345
2022-04-14,-22.12,-20.372000000000003,-15.8405,-5.37,-4.630000000000001,-3.063
2022-04-18,-21.0,-20.588,-16.267500000000002,-5.35,-5.034000000000001,-3.1420000000000003
2022-04-19,-19.26,-20.432000000000002,-16.55,-3.88,-4.822000000000001,-3.1475
2022-04-20,-18.74,-20.156,-16.8485,-3.95,-4.556,-3.211
2022-04-21,-21.25,-20.474,-17.0835,-5.34,-4.7780000000000005,-3.283
2022-04-22,-22.92,-20.634000000000004,-17.541500000000003,-7.86,-5.276,-3.5345
2022-04-25,-22.14,-20.862000000000002,-17.954500000000003,-7.37,-5.680000000000001,-3.7855000000000003
2022-04-26,-25.49,-22.108,-18.631,-9.95,-6.894,-4.1985
2022-04-27,-26.17,-23.594,-19.461499999999997,-9.73,-8.05,-4.661
2022-04-28,-22.07,-23.758000000000003,-19.9285,-7.52,-8.485999999999999,-4.9825
2022-04-29,-24.27,-24.028000000000002,-20.436,-10.83,-9.08,-5.3955
2022-05-02,-20.99,-23.798000000000002,-20.709500000000002,-9.99,-9.604,-5.7829999999999995
2022-05-03,-20.26,-22.752000000000002,-21.0255,-9.62,-9.538,-6.1915
2022-05-04,-17.68,-21.054000000000002,-21.047,-6.99,-8.99,-6.410000000000001
2022-05-05,-20.23,-20.686,-21.151,-10.13,-9.512,-6.7379999999999995
2022-05-06,-21.26,-20.084000000000003,-21.279500000000002,-10.67,-9.48,-7.1165
2022-05-09,-23.91,-20.668000000000003,-21.479,-13.43,-10.168,-7.6215
2022-05-10,-22.83,-21.182000000000002,-21.6185,-13.22,-10.888,-8.0355
2022-05-11,-24.99,-22.644000000000002,-21.862000000000002,-14.58,-12.406,-8.500499999999999
2022-05-12,-24.16,-23.43,-22.087,-14.64,-13.308000000000002,-9.021
2022-05-13,-19.5,-23.078,-21.956,-12.68,-13.709999999999999,-9.3865
2022-05-16,-21.1,-22.516000000000002,-21.961,-12.99,-13.622,-9.7685
2022-05-17,-16.65,-21.28,-21.8305,-11.29,-13.236,-10.139
2022-05-18,-20.46,-20.374000000000002,-21.9165,-14.71,-13.262,-10.677
2022-05-19,-22.29,-20.0,-21.9685,-15.27,-13.388,-11.1735
2022-05-20,-22.85,-20.67,-21.965,-15.25,-13.901999999999997,-11.543000000000001
2022-05-23,-22.08,-20.866000000000003,-21.962,-13.68,-14.040000000000001,-11.8585
2022-05-24,-25.39,-22.614,-21.957,-14.29,-14.64,-12.075500000000002
2022-05-25,-24.0,-23.322000000000003,-21.8485,-13.59,-14.416,-12.2685
2022-05-26,-20.95,-23.054000000000002,-21.7925,-11.92,-13.745999999999999,-12.4885
2022-05-27,-17.92,-22.068,-21.475,-9.77,-12.65,-12.435500000000001
2022-05-31,-17.34,-21.12,-21.292499999999997,-10.26,-11.966,-12.449
2022-06-01,-17.18,-19.478,-21.1385,-10.69,-11.245999999999999,-12.502500000000001
2022-06-02,-15.17,-17.712000000000003,-21.012999999999998,-9.06,-10.34,-12.606
2022-06-03,-21.21,-17.764000000000003,-21.062,-10.5,-10.056000000000001,-12.624500000000001
2022-06-06,-20.64,-18.308,-21.031,-10.26,-10.154,-12.604
2022-06-07,-20.29,-18.898000000000003,-20.85,-9.4,-9.982,-12.4025
2022-06-08,-22.71,-20.004,-20.844,-10.37,-9.918000000000001,-12.26
2022-06-09,-25.6,-22.090000000000003,-20.8745,-12.42,-10.59,-12.152
2022-06-10,-29.41,-23.73,-21.137,-14.93,-11.475999999999999,-12.1665
2022-06-13,-33.64,-26.330000000000005,-21.844,-18.12,-13.048000000000002,-12.438500000000001
2022-06-14,-33.8,-29.032000000000004,-22.479000000000003,-18.32,-14.831999999999999,-12.705
2022-06-15,-33.32,-31.154000000000003,-23.3125,-17.18,-16.194,-12.999500000000001
2022-06-16,-37.94,-33.622,-24.186500000000002,-19.83,-17.676,-13.255500000000001
2022-06-17,-37.11,-35.162,-24.9275,-19.62,-18.614,-13.472999999999999
2022-06-21,-35.93,-35.620000000000005,-25.5815,-17.71,-18.532,-13.596
2022-06-22,-36.45,-36.15,-26.3,-17.88,-18.444,-13.806000000000001
2022-06-23,-36.58,-36.80200000000001,-26.859499999999997,-17.04,-18.416,-13.9435
2022-06-24,-34.09,-36.032000000000004,-27.363999999999997,-14.53,-17.356,-13.9905
2022-06-27,-33.71,-35.352000000000004,-28.002,-14.84,-16.4,-14.136499999999998
2022-06-28,-34.74,-35.11400000000001,-28.843,-16.63,-16.184,-14.479499999999998
2022-06-29,-36.81,-35.186,-29.816499999999998,-16.92,-15.992,-14.8125
2022-06-30,-37.64,-35.39800000000001,-30.839499999999997,-17.56,-16.096,-15.156
2022-07-01,-38.4,-36.260000000000005,-32.001000000000005,-16.28,-16.446,-15.517
2022-07-05,-35.03,-36.52400000000001,-32.692,-16.14,-16.706,-15.799000000000001
2022-07-06,-34.32,-36.440000000000005,-33.376,-15.85,-16.55,-16.0785
2022-07-07,-32.65,-35.608000000000004,-33.99400000000001,-14.65,-16.096,-16.341
2022-07-08,-32.32,-34.544000000000004,-34.4745,-14.7,-15.524000000000001,-16.5575
2022-07-11,-33.83,-33.63000000000001,-34.886,-15.64,-15.395999999999997,-16.7185
2022-07-12,-32.27,-33.078,-35.029,-16.4,-15.447999999999999,-16.792
2022-07-13,-32.64,-32.742000000000004,-34.979,-16.77,-15.632,-16.7245
2022-07-14,-32.08,-32.628,-34.893,-16.99,-16.1,-16.658
2022-07-15,-29.6,-32.084,-34.70700000000001,-15.46,-16.252000000000002,-16.572
2022-07-18,-30.83,-31.484,-34.3515,-16.14,-16.352,-16.3875
2022-07-19,-28.61,-30.752,-33.9265,-13.93,-15.857999999999999,-16.103
2022-07-20,-27.58,-29.740000000000002,-33.509,-13.4,-15.184000000000001,-15.8875
2022-07-21,-27.19,-28.762,-33.046,-12.55,-14.296000000000001,-15.620999999999999
2022-07-22,-29.87,-28.816000000000003,-32.7105,-13.32,-13.868,-15.434999999999999
2022-07-25,-31.17,-28.884000000000004,-32.564499999999995,-13.24,-13.288,-15.370499999999998
2022-07-26,-31.72,-29.506000000000007,-32.464999999999996,-14.25,-13.352,-15.341
2022-07-27,-29.19,-29.828000000000003,-32.1875,-12.07,-13.086000000000002,-15.113
2022-07-28,-28.98,-30.186,-31.796000000000003,-10.99,-12.774,-14.8165
2022-07-29,-29.22,-30.056000000000004,-31.375,-9.72,-12.053999999999998,-14.4245
2022-08-01,-27.7,-29.362000000000002,-30.839999999999996,-9.72,-11.350000000000001,-14.0965
2022-08-02,-27.76,-28.570000000000004,-30.476499999999998,-10.15,-10.53,-13.797
2022-08-03,-26.24,-27.98,-30.0725,-9.12,-9.94,-13.460500000000001
2022-08-04,-25.73,-27.330000000000002,-29.726499999999998,-9.18,-9.578,-13.187000000000001
2022-08-05,-27.77,-27.040000000000003,-29.499000000000002,-9.31,-9.496,-12.9175
2022-08-08,-28.63,-27.226,-29.238999999999997,-9.37,-9.425999999999998,-12.604000000000001
2022-08-09,-30.45,-27.764000000000003,-29.148000000000003,-9.62,-9.319999999999999,-12.265
2022-08-10,-28.67,-28.25,-28.9495,-8.33,-9.162,-11.843
2022-08-11,-27.94,-28.692000000000007,-28.742499999999996,-8.33,-8.992,-11.41
2022-08-12,-25.78,-28.294000000000004,-28.551500000000004,-7.26,-8.581999999999999,-11.0
2022-08-15,-26.05,-27.778000000000002,-28.3125,-6.98,-8.104000000000001,-10.542
2022-08-16,-26.7,-27.028000000000002,-28.217000000000002,-6.87,-7.554,-10.189
2022-08-17,-28.42,-26.978,-28.258999999999997,-7.3,-7.348000000000001,-9.884
2022-08-18,-27.37,-26.864000000000004,-28.268,-7.11,-7.104000000000001,-9.611999999999998
2022-08-19,-29.27,-27.562,-28.238,-7.96,-7.244,-9.344
2022-08-22,-30.97,-28.546000000000003,-28.227999999999998,-9.24,-7.696,-9.144
2022-08-23,-31.32,-29.470000000000006,-28.208000000000006,-9.38,-8.198,-8.9005
2022-08-24,-30.97,-29.98,-28.296999999999997,-9.2,-8.578,-8.757
2022-08-25,-28.71,-30.248,-28.283499999999997,-8.33,-8.822,-8.623999999999999
2022-08-26,-31.5,-30.694000000000006,-28.3975,-10.4,-9.31,-8.658
2022-08-29,-31.98,-30.896000000000004,-28.6115,-10.79,-9.620000000000001,-8.7115
2022-08-30,-32.54,-31.140000000000004,-28.8505,-11.42,-10.028,-8.774999999999999
2022-08-31,-32.36,-31.418000000000006,-29.1565,-11.87,-10.562,-8.9125
2022-09-01,-30.93,-31.862000000000002,-29.416499999999996,-11.4,-11.175999999999998,-9.0235
2022-09-02,-31.69,-31.9,-29.6125,-11.98,-11.492,-9.157
2022-09-06,-32.53,-32.010000000000005,-29.807499999999997,-12.17,-11.768,-9.297
2022-09-07,-32.76,-32.054,-29.922999999999995,-10.9,-11.664,-9.361
2022-09-08,-32.33,-32.048,-30.106,-10.38,-11.366,-9.4635
2022-09-09,-30.06,-31.874000000000002,-30.212,-9.13,-10.912,-9.503499999999999
2022-09-12,-29.51,-31.438,-30.398500000000002,-8.23,-10.162,-9.552
2022-09-13,-34.52,-31.836000000000002,-30.822000000000003,-12.01,-10.129999999999999,-9.803500000000001
2022-09-14,-35.11,-32.306000000000004,-31.2425,-11.7,-10.290000000000001,-10.045
2022-09-15,-35.6,-32.96,-31.601499999999998,-12.63,-10.74,-10.311499999999999
2022-09-16,-35.41,-34.03,-32.0035,-13.28,-11.57,-10.620000000000001
2022-09-19,-36.28,-35.384,-32.354,-12.65,-12.453999999999999,-10.8545
2022-09-20,-37.83,-36.04600000000001,-32.697,-13.61,-12.774,-11.073
2022-09-21,-38.67,-36.758,-33.064499999999995,-15.08,-13.45,-11.358
2022-09-22,-39.19,-37.476,-33.4755,-15.78,-14.080000000000002,-11.687000000000001
2022-09-23,-38.67,-38.12800000000001,-33.9735,-17.14,-14.851999999999999,-12.127500000000001
2022-09-26,-40.12,-38.896,-34.4045,-17.92,-15.906,-12.503499999999999
2022-09-27,-38.07,-38.944,-34.708999999999996,-18.14,-16.812,-12.871
2022-09-28,-37.56,-38.722,-34.96,-16.92,-17.18,-13.146
2022-09-29,-38.75,-38.634,-35.2795,-18.62,-17.748,-13.483500000000001
2022-09-30,-38.65,-38.63,-35.6655,-19.84,-18.288,-13.905499999999998
2022-10-03,-35.77,-37.760000000000005,-35.8695,-17.32,-18.168,-14.172500000000003
2022-10-04,-33.07,-36.760000000000005,-35.8965,-14.89,-17.518,-14.3085
2022-10-05,-32.14,-35.676,-35.865500000000004,-15.03,-17.14,-14.515
2022-10-06,-32.27,-34.38000000000001,-35.8625,-15.9,-16.595999999999997,-14.791000000000002
2022-10-07,-34.34,-33.51800000000001,-36.0765,-18.18,-16.264,-15.243500000000001
2022-10-10,-36.18,-33.60000000000001,-36.41,-18.77,-16.554,-15.770500000000002
2022-10-11,-33.33,-33.652,-36.3505,-19.3,-17.436,-16.135
2022-10-12,-34.51,-34.126000000000005,-36.320499999999996,-19.54,-18.338,-16.526999999999997
2022-10-13,-31.93,-34.05800000000001,-36.137,-17.48,-18.654,-16.7695
2022-10-14,-34.54,-34.098,-36.0935,-19.3,-18.878,-17.070500000000003
2022-10-17,-33.59,-33.58,-35.958999999999996,-17.29,-18.582,-17.3025
2022-10-18,-34.76,-33.866,-35.805499999999995,-16.34,-17.99,-17.439
2022-10-19,-34.17,-33.798,-35.5805,-16.91,-17.464,-17.530499999999996
2022-10-20,-33.34,-34.080000000000005,-35.288000000000004,-17.57,-17.482,-17.619999999999997
2022-10-21,-30.46,-33.263999999999996,-34.8775,-15.63,-16.747999999999998,-17.544500000000003
2022-10-24,-30.22,-32.59000000000001,-34.3825,-14.63,-16.216,-17.380000000000003
2022-10-25,-30.68,-31.774,-34.013,-13.27,-15.602,-17.1365
2022-10-26,-31.2,-31.180000000000007,-33.695,-13.9,-15.0,-16.9855
2022-10-27,-35.19,-31.55,-33.516999999999996,-14.35,-14.356,-16.772
2022-10-28,-32.93,-32.044,-33.231,-12.4,-13.709999999999999,-16.4
2022-10-31,-32.86,-32.572,-33.0855,-12.98,-13.38,-16.183
2022-11-01,-31.14,-32.664,-32.989,-13.0,-13.325999999999999,-16.0885
2022-11-02,-32.84,-32.992000000000004,-33.024,-15.11,-13.568000000000001,-16.0925
2022-11-03,-32.81,-32.516000000000005,-33.051,-15.97,-13.892000000000001,-16.095999999999997
2022-11-04,-29.57,-31.844000000000005,-32.8125,-14.8,-14.372,-15.927000000000001
2022-11-07,-29.09,-31.090000000000003,-32.458,-14.03,-14.581999999999999,-15.690000000000001
2022-11-08,-27.95,-30.452000000000005,-32.189,-13.57,-14.696000000000002,-15.4035
2022-11-09,-29.82,-29.848000000000003,-31.954500000000003,-15.28,-14.73,-15.1905
2022-11-10,-24.54,-28.194,-31.585,-10.81,-13.697999999999999,-14.857
2022-11-11,-21.78,-26.636000000000003,-30.946999999999996,-9.98,-12.734,-14.391
2022-11-14,-22.68,-25.354000000000003,-30.401500000000006,-10.68,-12.064,-14.060500000000001
2022-11-15,-21.05,-23.974000000000004,-29.716,-9.96,-11.342,-13.741499999999998
2022-11-16,-26.28,-23.266000000000002,-29.321499999999997,-10.63,-10.412,-13.4275
2022-11-17,-26.45,-23.648000000000003,-28.976999999999997,-10.88,-10.426,-13.093
2022-11-18,-26.64,-24.62,-28.786,-10.49,-10.528,-12.836000000000002
2022-11-21,-28.4,-25.764000000000003,-28.695,-10.8,-10.552000000000001,-12.6445
2022-11-22,-26.58,-26.870000000000005,-28.490000000000002,-9.64,-10.488000000000001,-12.463
2022-11-23,-26.2,-26.854000000000003,-28.24,-9.09,-10.180000000000001,-12.2225
2022-11-25,-26.85,-26.934000000000005,-27.822999999999997,-9.1,-9.824,-11.96
2022-11-28,-30.15,-27.636000000000003,-27.683999999999997,-10.5,-9.825999999999999,-11.865
2022-11-29,-30.94,-28.144,-27.588,-10.66,-9.798,-11.749
2022-11-30,-27.78,-28.384000000000004,-27.419999999999998,-7.97,-9.464,-11.4975
2022-12-01,-29.75,-29.094000000000005,-27.265499999999996,-7.76,-9.198,-11.129999999999999
2022-12-02,-30.74,-29.872000000000003,-27.162,-7.89,-8.956,-10.725999999999999
2022-12-05,-31.52,-30.146000000000004,-27.259499999999996,-9.46,-8.748000000000001,-10.459
2022-12-06,-31.96,-30.350000000000005,-27.403000000000002,-10.72,-8.76,-10.2935
2022-12-07,-31.79,-31.152000000000005,-27.595,-10.89,-9.344,-10.1595
2022-12-08,-30.08,-31.218000000000007,-27.607999999999997,-10.21,-9.834,-9.906000000000002
2022-12-09,-30.49,-31.168,-27.9055,-10.84,-10.424000000000001,-9.9075
2022-12-12,-29.89,-30.842000000000002,-28.311,-9.61,-10.454,-9.889
2022-12-13,-30.03,-30.456,-28.678499999999996,-8.96,-10.102,-9.803
2022-12-14,-30.84,-30.266000000000002,-29.168,-9.5,-9.824000000000002,-9.780000000000001
2022-12-15,-34.04,-31.058000000000003,-29.556,-11.68,-10.118,-9.8325
2022-12-16,-34.0,-31.76,-29.9335,-12.71,-10.492,-9.924
2022-12-19,-34.44,-32.67,-30.323500000000003,-13.44,-11.258,-10.0715
2022-12-20,-35.75,-33.814,-30.691000000000003,-13.72,-12.209999999999999,-10.2175
2022-12-21,-35.11,-34.668000000000006,-31.1175,-12.46,-12.802000000000001,-10.3585
2022-12-22,-37.33,-35.326,-31.674,-13.66,-13.197999999999999,-10.587
2022-12-23,-36.36,-35.798,-32.1495,-13.19,-13.294,-10.7915
2022-12-27,-36.59,-36.228,-32.471500000000006,-13.52,-13.309999999999999,-10.942499999999999
2022-12-28,-37.72,-36.622,-32.810500000000005,-14.56,-13.478,-11.1375
2022-12-29,-35.79,-36.758,-33.211,-13.08,-13.602,-11.392999999999999
2022-12-30,-36.64,-36.620000000000005,-33.5555,-13.31,-13.532,-11.6705
2023-01-03,-35.3,-36.408,-33.7835,-13.32,-13.558000000000002,-11.942
2023-01-04,-30.5,-35.190000000000005,-33.7325,-12.72,-13.398000000000001,-12.105
2023-01-05,-29.85,-33.616,-33.626999999999995,-13.65,-13.216,-12.2515
2023-01-06,-27.23,-31.904000000000007,-33.399,-11.74,-12.948000000000002,-12.294
2023-01-09,-27.75,-30.126000000000005,-33.2825,-11.8,-12.646,-12.3735
2023-01-10,-26.66,-28.398000000000003,-33.090999999999994,-11.18,-12.218,-12.3905
2023-01-11,-25.58,-27.414000000000005,-32.8755,-10.08,-11.690000000000001,-12.414
2023-01-12,-26.59,-26.762000000000008,-32.703500000000005,-9.75,-10.91,-12.4535
2023-01-13,-27.02,-26.720000000000006,-32.5125,-9.41,-10.444,-12.449
2023-01-17,-27.12,-26.594000000000005,-32.1665,-9.54,-9.992,-12.342
2023-01-18,-27.56,-26.774,-31.8445,-10.98,-9.952,-12.255500000000001
2023-01-19,-27.75,-27.208000000000006,-31.509999999999998,-11.6,-10.256,-12.1635
2023-01-20,-25.07,-26.904000000000003,-30.976,-10.01,-10.308,-11.978
2023-01-23,-20.78,-25.656,-30.259499999999996,-8.94,-10.213999999999999,-11.802
2023-01-24,-21.5,-24.532000000000004,-29.468,-9.04,-10.113999999999999,-11.571000000000002
2023-01-25,-21.14,-23.248,-28.707,-9.01,-9.72,-11.362
2023-01-26,-19.53,-21.604000000000003,-27.853999999999996,-8.06,-9.012,-11.089
2023-01-27,-18.16,-20.222000000000005,-26.875999999999998,-7.8,-8.57,-10.751
2023-01-30,-20.92,-20.250000000000004,-26.1325,-8.93,-8.568,-10.5435
2023-01-31,-22.72,-20.494000000000007,-25.436500000000002,-7.66,-8.291999999999998,-10.261
2023-02-01,-19.34,-20.134000000000004,-24.6385,-6.52,-7.794,-9.921
2023-02-02,-18.62,-19.952,-24.0445,-5.25,-7.231999999999999,-9.5475
2023-02-03,-19.57,-20.234,-23.5305,-6.21,-6.914,-9.175500000000001
2023-02-06,-22.6,-20.57,-23.299,-6.73,-6.473999999999999,-8.925
2023-02-07,-19.88,-20.002000000000002,-22.9055,-5.74,-6.09,-8.622
2023-02-08,-22.26,-20.586000000000002,-22.685499999999998,-6.59,-6.104,-8.3925
2023-02-09,-22.35,-21.332000000000004,-22.524,-7.25,-6.5040000000000004,-8.251000000000001
2023-02-10,-22.81,-21.98,-22.335,-7.06,-6.6739999999999995,-8.1165
2023-02-13,-22.43,-21.946000000000005,-22.1055,-6.18,-6.564,-7.955
2023-02-14,-19.94,-21.958000000000006,-21.7465,-6.21,-6.6579999999999995,-7.788500000000001
2023-02-15,-20.23,-21.552000000000003,-21.38,-5.96,-6.531999999999999,-7.5375
2023-02-16,-22.52,-21.586000000000002,-21.118500000000004,-6.98,-6.478,-7.3065
2023-02-17,-23.84,-21.792,-21.057,-7.17,-6.5,-7.164500000000001
2023-02-21,-25.64,-22.434000000000005,-21.3,-8.6,-6.984,-7.147500000000001
2023-02-22,-26.44,-23.734,-21.547,-8.69,-7.4799999999999995,-7.13
2023-02-23,-24.18,-24.524000000000004,-21.699,-8.34,-7.956,-7.096500000000001
2023-02-24,-24.9,-25.000000000000004,-21.9675,-9.1,-8.379999999999999,-7.1485
2023-02-27,-25.26,-25.284000000000002,-22.3225,-8.85,-8.716,-7.2010000000000005
2023-02-28,-25.36,-25.228,-22.5445,-9.16,-8.828,-7.2125
2023-03-01,-25.4,-25.020000000000003,-22.6785,-9.24,-8.937999999999999,-7.291500000000001
2023-03-02,-26.54,-25.492,-23.0385,-8.66,-9.001999999999999,-7.3985
2023-03-03,-26.1,-25.732000000000006,-23.4125,-7.41,-8.663999999999998,-7.5065
2023-03-06,-26.04,-25.887999999999998,-23.736,-7.32,-8.358,-7.561999999999999
2023-03-07,-27.66,-26.348000000000003,-23.988999999999997,-8.65,-8.256,-7.6579999999999995
2023-03-08,-25.96,-26.46,-24.293,-8.52,-8.112,-7.797
2023-03-09,-27.61,-26.674,-24.560499999999998,-10.08,-8.396,-7.971499999999999
2023-03-10,-28.47,-27.148000000000003,-24.8665,-11.27,-9.168000000000001,-8.1725
2023-03-13,-29.78,-27.896000000000004,-25.214999999999996,-11.41,-9.985999999999999,-8.389999999999999
2023-03-14,-29.31,-28.226000000000006,-25.559,-10.0,-10.256,-8.581
2023-03-15,-29.49,-28.932,-26.0365,-10.53,-10.658,-8.797
2023-03-16,-26.34,-28.678000000000004,-26.342000000000002,-9.06,-10.453999999999999,-8.952
2023-03-17,-26.23,-28.23,-26.527499999999996,-10.02,-10.203999999999999,-9.104000000000001
2023-03-20,-24.96,-27.266000000000002,-26.583499999999997,-9.23,-9.768,-9.206999999999999
2023-03-21,-23.68,-26.140000000000004,-26.485500000000002,-8.08,-9.384,-9.181000000000001
2023-03-22,-24.28,-25.098000000000003,-26.377500000000005,-9.56,-9.190000000000001,-9.2245
2023-03-23,-20.17,-23.864,-26.177,-9.35,-9.248000000000001,-9.275
2023-03-24,-20.41,-22.700000000000006,-25.952499999999997,-9.13,-9.069999999999999,-9.2765
2023-03-27,-22.18,-22.144000000000002,-25.7985,-8.98,-9.02,-9.283
2023-03-28,-22.84,-21.976000000000006,-25.672499999999996,-9.14,-9.232000000000001,-9.282
2023-03-29,-17.31,-20.582000000000004,-25.268,-7.87,-8.894,-9.2135
2023-03-30,-17.9,-20.128000000000004,-24.836000000000002,-7.33,-8.49,-9.147
2023-03-31,-21.47,-20.340000000000003,-24.6045,-6.05,-7.8740000000000006,-9.079
2023-04-03,-21.93,-20.290000000000003,-24.398999999999997,-5.56,-7.19,-8.991000000000001
2023-04-04,-24.94,-20.71,-24.262999999999998,-6.08,-6.578,-8.8625
2023-04-05,-25.27,-22.302,-24.2285,-6.3,-6.264,-8.7515
2023-04-06,-23.28,-23.378000000000004,-24.012,-5.95,-5.988,-8.545
2023-04-10,-17.21,-22.526000000000003,-23.449,-5.85,-5.9479999999999995,-8.274
