Date,rate_AMAT,rate_AMAT_5D,rate_AMAT_20D,rate_VOO,rate_VOO_5D,rate_VOO_20D
2022-02-23,-14.94,-11.142,-9.808499999999999,-9.06,-6.590000000000001,-4.714
2022-02-24,-11.37,-12.11,-9.8655,-7.73,-7.340000000000001,-4.775
2022-02-25,-9.9,-12.206,-9.695,-5.81,-7.316,-4.720000000000001
2022-02-28,-10.87,-12.096,-9.638,-6.04,-7.224000000000001,-4.774
2022-03-01,-13.44,-12.104,-9.872,-7.18,-7.164,-4.96
2022-03-02,-11.19,-11.354,-10.02,-5.58,-6.467999999999999,-5.099500000000001
2022-03-03,-12.79,-11.638,-10.311499999999999,-6.03,-6.128,-5.3025
2022-03-04,-15.88,-12.834,-10.631499999999999,-6.74,-6.314,-5.439500000000001
2022-03-07,-19.99,-14.657999999999998,-11.129,-9.33,-6.9719999999999995,-5.726
2022-03-08,-16.78,-15.325999999999999,-11.483,-9.98,-7.531999999999999,-6.031000000000001
2022-03-09,-13.88,-15.864,-11.774,-7.69,-7.954000000000001,-6.258
2022-03-10,-16.25,-16.556,-12.354,-8.09,-8.366,-6.572
2022-03-11,-17.11,-16.802,-12.838,-9.21,-8.86,-6.8605
2022-03-14,-19.39,-16.682000000000002,-13.2085,-9.84,-8.962,-7.0905000000000005
2022-03-15,-16.58,-16.642,-13.419,-7.92,-8.55,-7.210000000000001
2022-03-16,-12.58,-16.381999999999998,-13.6855,-5.92,-8.196000000000002,-7.302000000000001
2022-03-17,-11.59,-15.45,-13.938500000000001,-4.8,-7.537999999999999,-7.343000000000001
2022-03-18,-9.52,-13.931999999999999,-13.9435,-3.77,-6.45,-7.235000000000001
2022-03-21,-10.14,-12.081999999999999,-13.879499999999998,-3.77,-5.236,-7.0985
2022-03-22,-9.29,-10.623999999999999,-13.674000000000001,-2.68,-4.188,-6.858499999999999
2022-03-23,-11.98,-10.504000000000001,-13.526,-3.9,-3.7840000000000003,-6.600500000000001
2022-03-24,-7.23,-9.632,-13.318999999999999,-2.83,-3.3899999999999997,-6.3555
2022-03-25,-8.24,-9.376000000000001,-13.235999999999999,-2.35,-3.106,-6.182499999999999
2022-03-28,-7.85,-8.918000000000001,-13.084999999999999,-1.69,-2.69,-5.965000000000001
2022-03-29,-5.35,-8.13,-12.680499999999999,-0.48,-2.25,-5.63
2022-03-30,-9.08,-7.55,-12.575,-1.09,-1.688,-5.4055
2022-03-31,-11.73,-8.45,-12.522,-2.57,-1.636,-5.2325
2022-04-01,-14.2,-9.642,-12.438,-2.24,-1.614,-5.0075
2022-04-04,-12.9,-10.652,-12.0835,-1.45,-1.566,-4.6135
2022-04-05,-17.95,-13.172,-12.142,-2.62,-1.9939999999999998,-4.2455
2022-04-06,-19.51,-15.258,-12.4235,-3.57,-2.4899999999999998,-4.0395
2022-04-07,-17.5,-16.412,-12.486,-3.1,-2.596,-3.79
2022-04-08,-19.1,-17.392000000000003,-12.5855,-3.33,-2.814,-3.496
2022-04-11,-21.53,-19.118000000000002,-12.6925,-4.94,-3.5120000000000005,-3.2510000000000003
2022-04-12,-22.64,-20.056,-12.995499999999998,-5.28,-4.044,-3.119
2022-04-13,-21.12,-20.378000000000004,-13.4225,-4.23,-4.176,-3.0345
2022-04-14,-23.43,-21.564,-14.014499999999998,-5.37,-4.630000000000001,-3.063
2022-04-18,-22.43,-22.23,-14.66,-5.35,-5.034000000000001,-3.1420000000000003
2022-04-19,-20.98,-22.119999999999997,-15.202000000000002,-3.88,-4.822000000000001,-3.1475
2022-04-20,-20.42,-21.676,-15.758500000000002,-3.95,-4.556,-3.211
2022-04-21,-21.89,-21.830000000000002,-16.254,-5.34,-4.7780000000000005,-3.283
2022-04-22,-23.81,-21.906,-17.083000000000002,-7.86,-5.276,-3.5345
2022-04-25,-22.7,-21.96,-17.806,-7.37,-5.680000000000001,-3.7855000000000003
2022-04-26,-26.41,-23.046,-18.734,-9.95,-6.894,-4.1985
2022-04-27,-26.49,-24.26,-19.791,-9.73,-8.05,-4.661
2022-04-28,-22.59,-24.4,-20.466500000000003,-7.52,-8.485999999999999,-4.9825
2022-04-29,-25.46,-24.73,-21.153,-10.83,-9.08,-5.3955
2022-05-02,-23.03,-24.796,-21.594500000000004,-9.99,-9.604,-5.7829999999999995
2022-05-03,-22.47,-24.008000000000003,-22.073,-9.62,-9.538,-6.1915
2022-05-04,-19.14,-22.538000000000004,-22.1325,-6.99,-8.99,-6.410000000000001
2022-05-05,-22.69,-22.558,-22.291500000000003,-10.13,-9.512,-6.7379999999999995
2022-05-06,-23.34,-22.134,-22.5835,-10.67,-9.48,-7.1165
2022-05-09,-27.83,-23.094,-23.02,-13.43,-10.168,-7.6215
2022-05-10,-26.86,-23.972,-23.2865,-13.22,-10.888,-8.0355
2022-05-11,-29.06,-25.956,-23.6075,-14.58,-12.406,-8.500499999999999
2022-05-12,-27.15,-26.848000000000003,-23.909,-14.64,-13.308000000000002,-9.021
2022-05-13,-23.72,-26.924,-23.9235,-12.68,-13.709999999999999,-9.3865
2022-05-16,-24.65,-26.288,-24.0345,-12.99,-13.622,-9.7685
2022-05-17,-20.35,-24.985999999999997,-24.003,-11.29,-13.236,-10.139
2022-05-18,-24.07,-23.988,-24.185499999999998,-14.71,-13.262,-10.677
2022-05-19,-24.47,-23.451999999999998,-24.3145,-15.27,-13.388,-11.1735
2022-05-20,-27.36,-24.18,-24.491999999999997,-15.25,-13.901999999999997,-11.543000000000001
2022-05-23,-25.02,-24.253999999999998,-24.607999999999997,-13.68,-14.040000000000001,-11.8585
2022-05-24,-27.28,-25.639999999999997,-24.6515,-14.29,-14.64,-12.075500000000002
2022-05-25,-25.96,-26.018,-24.625,-13.59,-14.416,-12.2685
2022-05-26,-21.54,-25.432000000000002,-24.572499999999998,-11.92,-13.745999999999999,-12.4885
2022-05-27,-18.56,-23.672000000000004,-24.2275,-9.77,-12.65,-12.435500000000001
2022-05-31,-20.04,-22.676,-24.077999999999996,-10.26,-11.966,-12.449
2022-06-01,-21.35,-21.49,-24.022,-10.69,-11.245999999999999,-12.502500000000001
2022-06-02,-19.42,-20.182,-24.036,-9.06,-10.34,-12.606
2022-06-03,-21.03,-20.080000000000002,-23.952999999999996,-10.5,-10.056000000000001,-12.624500000000001
2022-06-06,-21.0,-20.568,-23.836,-10.26,-10.154,-12.604
2022-06-07,-20.54,-20.668,-23.4715,-9.4,-9.982,-12.4025
2022-06-08,-22.73,-20.944000000000003,-23.265,-10.37,-9.918000000000001,-12.26
2022-06-09,-26.3,-22.32,-23.127,-12.42,-10.59,-12.152
2022-06-10,-29.95,-24.104,-23.267000000000003,-14.93,-11.475999999999999,-12.1665
2022-06-13,-33.75,-26.654000000000003,-23.7685,-18.12,-13.048000000000002,-12.438500000000001
2022-06-14,-33.54,-29.254,-24.213,-18.32,-14.831999999999999,-12.705
2022-06-15,-33.0,-31.308,-24.845499999999998,-17.18,-16.194,-12.999500000000001
2022-06-16,-38.34,-33.716,-25.559,-19.83,-17.676,-13.255500000000001
2022-06-17,-38.18,-35.362,-26.2445,-19.62,-18.614,-13.472999999999999
2022-06-21,-34.53,-35.518,-26.603,-17.71,-18.532,-13.596
2022-06-22,-35.37,-35.884,-27.120500000000003,-17.88,-18.444,-13.806000000000001
2022-06-23,-35.82,-36.448,-27.547500000000003,-17.04,-18.416,-13.9435
2022-06-24,-33.04,-35.388,-27.9015,-14.53,-17.356,-13.9905
2022-06-27,-32.87,-34.326,-28.468,-14.84,-16.4,-14.136499999999998
2022-06-28,-34.64,-34.348,-29.272000000000002,-16.63,-16.184,-14.479499999999998
2022-06-29,-36.74,-34.622,-30.107,-16.92,-15.992,-14.8125
2022-06-30,-37.39,-34.936,-30.909000000000002,-17.56,-16.096,-15.156
2022-07-01,-39.51,-36.230000000000004,-31.913500000000006,-16.28,-16.446,-15.517
2022-07-05,-39.69,-37.594,-32.8465,-16.14,-16.706,-15.799000000000001
2022-07-06,-39.31,-38.528,-33.762,-15.85,-16.55,-16.0785
2022-07-07,-36.42,-38.464,-34.556,-14.65,-16.096,-16.341
2022-07-08,-36.12,-38.209999999999994,-35.2255,-14.7,-15.524000000000001,-16.5575
2022-07-11,-37.9,-37.888,-35.8055,-15.64,-15.395999999999997,-16.7185
2022-07-12,-37.82,-37.513999999999996,-36.199,-16.4,-15.447999999999999,-16.792
2022-07-13,-37.58,-37.168,-36.390499999999996,-16.77,-15.632,-16.7245
2022-07-14,-35.78,-37.040000000000006,-36.502500000000005,-16.99,-16.1,-16.658
2022-07-15,-33.83,-36.582,-36.544,-15.46,-16.252000000000002,-16.572
2022-07-18,-34.75,-35.952,-36.3645,-16.14,-16.352,-16.3875
2022-07-19,-31.21,-34.63,-36.016000000000005,-13.93,-15.857999999999999,-16.103
2022-07-20,-28.43,-32.8,-35.711,-13.4,-15.184000000000001,-15.8875
2022-07-21,-27.31,-31.106,-35.308,-12.55,-14.296000000000001,-15.620999999999999
2022-07-22,-28.82,-30.104000000000003,-34.958,-13.32,-13.868,-15.434999999999999
2022-07-25,-29.28,-29.01,-34.77,-13.24,-13.288,-15.370499999999998
2022-07-26,-30.74,-28.915999999999997,-34.6635,-14.25,-13.352,-15.341
2022-07-27,-27.57,-28.744,-34.309999999999995,-12.07,-13.086000000000002,-15.113
2022-07-28,-26.39,-28.560000000000002,-33.792500000000004,-10.99,-12.774,-14.8165
2022-07-29,-25.82,-27.96,-33.214,-9.72,-12.053999999999998,-14.4245
2022-08-01,-24.86,-27.076,-32.4815,-9.72,-11.350000000000001,-14.0965
2022-08-02,-25.59,-26.046,-31.7765,-10.15,-10.53,-13.797
2022-08-03,-23.5,-25.232000000000003,-30.985999999999997,-9.12,-9.94,-13.460500000000001
2022-08-04,-22.43,-24.44,-30.2865,-9.18,-9.578,-13.187000000000001
2022-08-05,-23.18,-23.912,-29.639499999999998,-9.31,-9.496,-12.9175
2022-08-08,-24.11,-23.762,-28.95,-9.37,-9.425999999999998,-12.604000000000001
2022-08-09,-28.03,-24.25,-28.460499999999996,-9.62,-9.319999999999999,-12.265
2022-08-10,-25.44,-24.637999999999998,-27.853500000000004,-8.33,-9.162,-11.843
2022-08-11,-25.21,-25.194,-27.325,-8.33,-8.992,-11.41
2022-08-12,-22.89,-25.136000000000003,-26.778000000000002,-7.26,-8.581999999999999,-11.0
2022-08-15,-23.18,-24.95,-26.1995,-6.98,-8.104000000000001,-10.542
2022-08-16,-23.78,-24.1,-25.827999999999996,-6.87,-7.554,-10.189
2022-08-17,-24.95,-24.002000000000002,-25.653999999999996,-7.3,-7.348000000000001,-9.884
2022-08-18,-23.89,-23.738000000000003,-25.482999999999997,-7.11,-7.104000000000001,-9.611999999999998
2022-08-19,-25.59,-24.278000000000002,-25.3215,-7.96,-7.244,-9.344
2022-08-22,-27.38,-25.118000000000002,-25.2265,-9.24,-7.696,-9.144
2022-08-23,-26.85,-25.732,-25.032,-9.38,-8.198,-8.9005
2022-08-24,-27.06,-26.153999999999996,-25.0065,-9.2,-8.578,-8.757
2022-08-25,-25.38,-26.451999999999998,-24.956,-8.33,-8.822,-8.623999999999999
2022-08-26,-28.34,-27.002,-25.082,-10.4,-9.31,-8.658
2022-08-29,-29.42,-27.410000000000004,-25.310000000000002,-10.79,-9.620000000000001,-8.7115
2022-08-30,-30.39,-28.118000000000002,-25.55,-11.42,-10.028,-8.774999999999999
2022-08-31,-30.61,-28.827999999999996,-25.9055,-11.87,-10.562,-8.9125
2022-09-01,-30.89,-29.93,-26.3285,-11.4,-11.175999999999998,-9.0235
2022-09-02,-31.15,-30.492,-26.727000000000004,-11.98,-11.492,-9.157
2022-09-06,-31.6,-30.927999999999997,-27.101499999999998,-12.17,-11.768,-9.297
2022-09-07,-30.59,-30.968,-27.2295,-10.9,-11.664,-9.361
2022-09-08,-29.33,-30.712,-27.424,-10.38,-11.366,-9.4635
2022-09-09,-27.47,-30.028,-27.536999999999995,-9.13,-10.912,-9.503499999999999
2022-09-12,-27.61,-29.32,-27.772999999999996,-8.23,-10.162,-9.552
2022-09-13,-31.84,-29.368000000000002,-28.206,-12.01,-10.129999999999999,-9.803500000000001
2022-09-14,-31.66,-29.582,-28.6,-11.7,-10.290000000000001,-10.045
2022-09-15,-32.9,-30.296,-28.997500000000002,-12.63,-10.74,-10.311499999999999
2022-09-16,-32.93,-31.387999999999998,-29.4495,-13.28,-11.57,-10.620000000000001
2022-09-19,-32.32,-32.33,-29.786,-12.65,-12.453999999999999,-10.8545
2022-09-20,-33.49,-32.660000000000004,-30.091499999999996,-13.61,-12.774,-11.073
2022-09-21,-34.25,-33.178000000000004,-30.461499999999994,-15.08,-13.45,-11.358
2022-09-22,-35.75,-33.748000000000005,-30.895999999999997,-15.78,-14.080000000000002,-11.687000000000001
2022-09-23,-36.3,-34.422,-31.442,-17.14,-14.851999999999999,-12.127500000000001
2022-09-26,-37.29,-35.416,-31.889499999999998,-17.92,-15.906,-12.503499999999999
2022-09-27,-36.39,-35.995999999999995,-32.238,-18.14,-16.812,-12.871
2022-09-28,-35.02,-36.15,-32.4695,-16.92,-17.18,-13.146
2022-09-29,-36.19,-36.238,-32.7485,-18.62,-17.748,-13.483500000000001
2022-09-30,-38.04,-36.586,-33.106,-19.84,-18.288,-13.905499999999998
2022-10-03,-33.96,-35.92,-33.2465,-17.32,-18.168,-14.172500000000003
2022-10-04,-31.61,-34.964,-33.247,-14.89,-17.518,-14.3085
2022-10-05,-31.75,-34.309999999999995,-33.305,-15.03,-17.14,-14.515
2022-10-06,-32.57,-33.586,-33.467,-15.9,-16.595999999999997,-14.791000000000002
2022-10-07,-36.67,-33.312,-33.92700000000001,-18.18,-16.264,-15.243500000000001
2022-10-10,-39.21,-34.362,-34.507,-18.77,-16.554,-15.770500000000002
2022-10-11,-41.39,-36.318,-34.984500000000004,-19.3,-17.436,-16.135
2022-10-12,-41.6,-38.288,-35.4815,-19.54,-18.338,-16.526999999999997
2022-10-13,-39.04,-39.58200000000001,-35.788500000000006,-17.48,-18.654,-16.7695
2022-10-14,-42.5,-40.748000000000005,-36.267,-19.3,-18.878,-17.070500000000003
2022-10-17,-42.81,-41.468,-36.7915,-17.29,-18.582,-17.3025
2022-10-18,-42.19,-41.628,-37.2265,-16.34,-17.99,-17.439
2022-10-19,-40.64,-41.436,-37.54600000000001,-16.91,-17.464,-17.530499999999996
2022-10-20,-39.58,-41.544,-37.7375,-17.57,-17.482,-17.619999999999997
2022-10-21,-36.72,-40.388,-37.7585,-15.63,-16.747999999999998,-17.544500000000003
2022-10-24,-34.81,-38.788,-37.6345,-14.63,-16.216,-17.380000000000003
2022-10-25,-32.83,-36.916,-37.4565,-13.27,-15.602,-17.1365
2022-10-26,-32.37,-35.262,-37.324,-13.9,-15.0,-16.9855
2022-10-27,-33.59,-34.064,-37.194,-14.35,-14.356,-16.772
2022-10-28,-31.16,-32.952,-36.85,-12.4,-13.709999999999999,-16.4
2022-10-31,-32.25,-32.44,-36.7645,-12.98,-13.38,-16.183
2022-11-01,-30.35,-31.944,-36.701499999999996,-13.0,-13.325999999999999,-16.0885
2022-11-02,-31.86,-31.842000000000002,-36.707,-15.11,-13.568000000000001,-16.0925
2022-11-03,-32.95,-31.714,-36.726000000000006,-15.97,-13.892000000000001,-16.095999999999997
2022-11-04,-28.93,-31.268,-36.339,-14.8,-14.372,-15.927000000000001
2022-11-07,-26.44,-30.106,-35.700500000000005,-14.03,-14.581999999999999,-15.690000000000001
2022-11-08,-24.61,-28.958000000000006,-34.86149999999999,-13.57,-14.696000000000002,-15.4035
2022-11-09,-26.94,-27.974,-34.1285,-15.28,-14.73,-15.1905
2022-11-10,-19.06,-25.196,-33.12949999999999,-10.81,-13.697999999999999,-14.857
2022-11-11,-14.72,-22.354,-31.740499999999997,-9.98,-12.734,-14.391
2022-11-14,-16.93,-20.452,-30.446500000000004,-10.68,-12.064,-14.060500000000001
2022-11-15,-14.75,-18.48,-29.0745,-9.96,-11.342,-13.741499999999998
2022-11-16,-19.52,-16.996000000000002,-28.0185,-10.63,-10.412,-13.4275
2022-11-17,-19.34,-17.052,-27.006500000000006,-10.88,-10.426,-13.093
2022-11-18,-19.15,-17.938,-26.128000000000004,-10.49,-10.528,-12.836000000000002
2022-11-21,-18.81,-18.314,-25.328,-10.8,-10.552000000000001,-12.6445
2022-11-22,-17.57,-18.878,-24.564999999999998,-9.64,-10.488000000000001,-12.463
2022-11-23,-17.16,-18.406,-23.804499999999997,-9.09,-10.180000000000001,-12.2225
2022-11-25,-18.37,-18.212,-23.0435,-9.1,-9.824,-11.96
2022-11-28,-19.9,-18.362,-22.4805,-10.5,-9.825999999999999,-11.865
2022-11-29,-20.06,-18.612000000000002,-21.871000000000002,-10.66,-9.798,-11.749
2022-11-30,-15.54,-18.206,-21.1305,-7.97,-9.464,-11.4975
2022-12-01,-16.97,-18.168,-20.386,-7.76,-9.198,-11.129999999999999
2022-12-02,-17.18,-17.93,-19.5975,-7.89,-8.956,-10.725999999999999
2022-12-05,-17.37,-17.424,-19.0195,-9.46,-8.748000000000001,-10.459
2022-12-06,-18.63,-17.137999999999998,-18.628999999999998,-10.72,-8.76,-10.2935
2022-12-07,-17.61,-17.552,-18.279,-10.89,-9.344,-10.1595
2022-12-08,-15.77,-17.311999999999998,-17.720499999999998,-10.21,-9.834,-9.906000000000002
2022-12-09,-16.7,-17.216,-17.6025,-10.84,-10.424000000000001,-9.9075
2022-12-12,-15.21,-16.784,-17.627000000000002,-9.61,-10.454,-9.889
2022-12-13,-13.6,-15.778,-17.4605,-8.96,-10.102,-9.803
2022-12-14,-15.03,-15.262,-17.4745,-9.5,-9.824000000000002,-9.780000000000001
2022-12-15,-18.31,-15.77,-17.413999999999998,-11.68,-10.118,-9.8325
2022-12-16,-18.2,-16.07,-17.357,-12.71,-10.492,-9.924
2022-12-19,-18.68,-16.764,-17.3335,-13.44,-11.258,-10.0715
2022-12-20,-19.03,-17.85,-17.3445,-13.72,-12.209999999999999,-10.2175
2022-12-21,-17.32,-18.308,-17.332,-12.46,-12.802000000000001,-10.3585
2022-12-22,-23.23,-19.291999999999998,-17.6355,-13.66,-13.197999999999999,-10.587
2022-12-23,-23.5,-20.352,-17.892,-13.19,-13.294,-10.7915
2022-12-27,-24.84,-21.584,-18.139000000000003,-13.52,-13.309999999999999,-10.942499999999999
2022-12-28,-25.63,-22.904,-18.4175,-14.56,-13.478,-11.1375
2022-12-29,-23.56,-24.152,-18.8185,-13.08,-13.602,-11.392999999999999
2022-12-30,-23.39,-24.184,-19.1395,-13.31,-13.532,-11.6705
2023-01-03,-23.3,-24.144,-19.445500000000003,-13.32,-13.558000000000002,-11.942
2023-01-04,-21.38,-23.451999999999998,-19.646,-12.72,-13.398000000000001,-12.105
2023-01-05,-22.44,-22.814,-19.8365,-13.65,-13.216,-12.2515
2023-01-06,-17.5,-21.601999999999997,-19.831,-11.74,-12.948000000000002,-12.294
2023-01-09,-15.76,-20.076,-19.8305,-11.8,-12.646,-12.3735
2023-01-10,-14.54,-18.324,-19.7225,-11.18,-12.218,-12.3905
2023-01-11,-12.95,-16.637999999999998,-19.6095,-10.08,-11.690000000000001,-12.414
2023-01-12,-12.84,-14.718,-19.5715,-9.75,-10.91,-12.4535
2023-01-13,-13.02,-13.822,-19.471,-9.41,-10.444,-12.449
2023-01-17,-13.46,-13.362,-19.2285,-9.54,-9.992,-12.342
2023-01-18,-13.24,-13.102,-18.9805,-10.98,-9.952,-12.255500000000001
2023-01-19,-16.02,-13.716,-18.8475,-11.6,-10.256,-12.1635
2023-01-20,-13.27,-13.802000000000001,-18.5595,-10.01,-10.308,-11.978
2023-01-23,-9.73,-13.144,-18.18,-8.94,-10.213999999999999,-11.802
2023-01-24,-10.65,-12.581999999999999,-17.551000000000002,-9.04,-10.113999999999999,-11.571000000000002
2023-01-25,-9.89,-11.912,-16.8705,-9.01,-9.72,-11.362
2023-01-26,-8.61,-10.43,-16.059,-8.06,-9.012,-11.089
2023-01-27,-11.03,-9.982,-15.328999999999999,-7.8,-8.57,-10.751
2023-01-30,-14.42,-10.92,-14.872,-8.93,-8.568,-10.5435
2023-01-31,-11.83,-11.156,-14.294,-7.66,-8.291999999999998,-10.261
2023-02-01,-5.78,-10.334,-13.417999999999997,-6.52,-7.794,-9.921
2023-02-02,-1.74,-8.96,-12.436,-5.25,-7.231999999999999,-9.5475
2023-02-03,-5.03,-7.76,-11.5655,-6.21,-6.914,-9.175500000000001
2023-02-06,-6.79,-6.234,-11.03,-6.73,-6.473999999999999,-8.925
2023-02-07,-4.59,-4.786,-10.4715,-5.74,-6.09,-8.622
2023-02-08,-8.14,-5.258,-10.1515,-6.59,-6.104,-8.3925
2023-02-09,-8.04,-6.518000000000001,-9.906,-7.25,-6.5040000000000004,-8.251000000000001
2023-02-10,-9.06,-7.324,-9.716999999999999,-7.06,-6.6739999999999995,-8.1165
2023-02-13,-7.69,-7.5040000000000004,-9.450500000000002,-6.18,-6.564,-7.955
2023-02-14,-6.2,-7.825999999999999,-9.0875,-6.21,-6.6579999999999995,-7.788500000000001
2023-02-15,-5.4,-7.2780000000000005,-8.6955,-5.96,-6.531999999999999,-7.5375
2023-02-16,-8.59,-7.388,-8.324000000000002,-6.98,-6.478,-7.3065
2023-02-17,-8.55,-7.286,-8.088,-7.17,-6.5,-7.164500000000001
2023-02-21,-11.81,-8.110000000000001,-8.192,-8.6,-6.984,-7.147500000000001
2023-02-22,-12.49,-9.368,-8.284,-8.69,-7.4799999999999995,-7.13
2023-02-23,-10.53,-10.394,-8.315999999999999,-8.34,-7.956,-7.096500000000001
2023-02-24,-11.78,-11.032,-8.4745,-9.1,-8.379999999999999,-7.1485
2023-02-27,-11.19,-11.559999999999999,-8.4825,-8.85,-8.716,-7.2010000000000005
2023-02-28,-7.98,-10.794,-8.1605,-9.16,-8.828,-7.2125
2023-03-01,-6.95,-9.686,-7.916500000000001,-9.24,-8.937999999999999,-7.291500000000001
2023-03-02,-6.03,-8.786,-7.929,-8.66,-9.001999999999999,-7.3985
2023-03-03,-5.64,-7.558,-8.123999999999999,-7.41,-8.663999999999998,-7.5065
2023-03-06,-5.96,-6.5120000000000005,-8.1705,-7.32,-8.358,-7.561999999999999
2023-03-07,-7.66,-6.447999999999999,-8.214,-8.65,-8.256,-7.6579999999999995
2023-03-08,-5.88,-6.234,-8.2785,-8.52,-8.112,-7.797
2023-03-09,-7.13,-6.454000000000001,-8.228,-10.08,-8.396,-7.971499999999999
2023-03-10,-9.2,-7.1659999999999995,-8.286,-11.27,-9.168000000000001,-8.1725
2023-03-13,-8.07,-7.587999999999999,-8.236500000000001,-11.41,-9.985999999999999,-8.389999999999999
2023-03-14,-4.53,-6.962000000000001,-8.0785,-10.0,-10.256,-8.581
2023-03-15,-5.99,-6.984,-8.068,-10.53,-10.658,-8.797
2023-03-16,-2.57,-6.072,-7.9265,-9.06,-10.453999999999999,-8.952
2023-03-17,-2.75,-4.782000000000001,-7.6345,-10.02,-10.203999999999999,-9.104000000000001
2023-03-20,-1.62,-3.492,-7.288000000000001,-9.23,-9.768,-9.206999999999999
2023-03-21,-4.49,-3.4840000000000004,-6.922,-8.08,-9.384,-9.181000000000001
2023-03-22,-5.71,-3.428,-6.583,-9.56,-9.190000000000001,-9.2245
2023-03-23,-2.62,-3.438,-6.1875,-9.35,-9.248000000000001,-9.275
2023-03-24,-5.18,-3.9240000000000004,-5.8575,-9.13,-9.069999999999999,-9.2765
2023-03-27,-5.7,-4.74,-5.583,-8.98,-9.02,-9.283
2023-03-28,-7.65,-5.372000000000001,-5.5665000000000004,-9.14,-9.232000000000001,-9.282
2023-03-29,-4.93,-5.216,-5.4655000000000005,-7.87,-8.894,-9.2135
2023-03-30,-3.14,-5.32,-5.321,-7.33,-8.49,-9.147
2023-03-31,-2.58,-4.8,-5.168,-6.05,-7.8740000000000006,-9.079
2023-04-03,-2.91,-4.242,-5.0155,-5.56,-7.19,-8.991000000000001
2023-04-04,-4.63,-3.6379999999999995,-4.864,-6.08,-6.578,-8.8625
2023-04-05,-6.82,-4.016,-4.911,-6.3,-6.264,-8.7515
2023-04-06,-9.06,-5.2,-5.0075,-5.95,-5.988,-8.545
2023-04-10,-7.46,-6.176,-4.9205000000000005,-5.85,-5.9479999999999995,-8.274
2023-04-11,-7.55,-7.104000000000001,-4.8945,-5.84,-6.004,-7.9955
2023-04-12,-10.08,-8.193999999999999,-5.172,-6.21,-6.029999999999999,-7.806
2023-04-13,-9.84,-8.797999999999998,-5.3645000000000005,-5.01,-5.772,-7.529999999999999
2023-04-14,-10.29,-9.044,-5.750500000000001,-5.2,-5.622,-7.337000000000001
2023-04-17,-11.16,-9.784,-6.171,-4.88,-5.428,-7.08
2023-04-18,-11.57,-10.588,-6.6685,-4.82,-5.224,-6.8595
2023-04-19,-12.31,-11.034,-7.0595,-4.83,-4.948,-6.697
2023-04-20,-9.11,-10.888,-7.2295,-5.36,-5.018000000000001,-6.487
2023-04-21,-9.84,-10.798,-7.5905000000000005,-5.3,-5.037999999999999,-6.2845
2023-04-24,-9.73,-10.512,-7.8180000000000005,-5.18,-5.098000000000001,-6.087
