Date,rate_MCD_5D,rate_MCD_20D,rate_VOO_5D,rate_VOO_20D
2022-03-30,-6.723999999999999,-10.336500000000001,-1.688,-5.4055
2022-03-31,-6.2,-10.128499999999999,-1.636,-5.2325
2022-04-01,-5.595999999999999,-9.861,-1.614,-5.0075
2022-04-04,-5.27,-9.4315,-1.566,-4.6135
2022-04-05,-5.212,-8.942499999999999,-1.9939999999999998,-4.2455
2022-04-06,-5.0,-8.393,-2.4899999999999998,-4.0395
2022-04-07,-4.4399999999999995,-7.781000000000001,-2.596,-3.79
2022-04-08,-4.273999999999999,-7.313000000000001,-2.814,-3.496
2022-04-11,-4.006,-6.851000000000001,-3.5120000000000005,-3.2510000000000003
2022-04-12,-3.9580000000000006,-6.532500000000001,-4.044,-3.119
2022-04-13,-3.966,-6.2775,-4.176,-3.0345
2022-04-14,-4.252000000000001,-6.025499999999999,-4.630000000000001,-3.063
2022-04-18,-4.279999999999999,-5.7905,-5.034000000000001,-3.1420000000000003
2022-04-19,-3.910000000000001,-5.407,-4.822000000000001,-3.1475
2022-04-20,-3.41,-5.0675,-4.556,-3.211
2022-04-21,-3.1160000000000005,-4.7015,-4.7780000000000005,-3.283
2022-04-22,-3.1420000000000003,-4.5085,-5.276,-3.5345
2022-04-25,-3.0060000000000002,-4.289,-5.680000000000001,-3.7855000000000003
2022-04-26,-3.5160000000000005,-4.1755,-6.894,-4.1985
2022-04-27,-4.168,-4.186999999999999,-8.05,-4.661
2022-04-28,-4.248,-4.0825000000000005,-8.485999999999999,-4.9825
2022-04-29,-4.322,-4.039,-9.08,-5.3955
2022-05-02,-4.756,-4.079000000000001,-9.604,-5.7829999999999995
2022-05-03,-4.926,-4.0895,-9.538,-6.1915
2022-05-04,-4.36,-3.9739999999999993,-8.99,-6.410000000000001
2022-05-05,-4.723999999999999,-4.0135000000000005,-9.512,-6.7379999999999995
2022-05-06,-4.574,-4.072500000000001,-9.48,-7.1165
2022-05-09,-4.512,-4.1385000000000005,-10.168,-7.6215
2022-05-10,-4.5280000000000005,-4.220000000000001,-10.888,-8.0355
2022-05-11,-5.266,-4.301,-12.406,-8.500499999999999
2022-05-12,-5.62,-4.4270000000000005,-13.308000000000002,-9.021
2022-05-13,-6.048,-4.5215000000000005,-13.709999999999999,-9.3865
2022-05-16,-6.306,-4.645,-13.622,-9.7685
2022-05-17,-6.612,-4.8955,-13.236,-10.139
2022-05-18,-7.6240000000000006,-5.3545,-13.262,-10.677
2022-05-19,-8.774000000000001,-5.841500000000001,-13.388,-11.1735
2022-05-20,-9.616,-6.14,-13.901999999999997,-11.543000000000001
2022-05-23,-10.074000000000002,-6.412000000000001,-14.040000000000001,-11.8585
2022-05-24,-9.854000000000001,-6.4799999999999995,-14.64,-12.075500000000002
2022-05-25,-8.872,-6.530500000000001,-14.416,-12.2685
2022-05-26,-7.426,-6.636,-13.745999999999999,-12.4885
2022-05-27,-6.066000000000001,-6.5760000000000005,-12.65,-12.435500000000001
2022-05-31,-4.99,-6.4704999999999995,-11.966,-12.449
2022-06-01,-4.604,-6.399500000000001,-11.245999999999999,-12.502500000000001
2022-06-02,-4.098,-6.464999999999999,-10.34,-12.606
2022-06-03,-4.052,-6.467999999999999,-10.056000000000001,-12.624500000000001
2022-06-06,-4.314,-6.511,-10.154,-12.604
2022-06-07,-4.536,-6.4765,-9.982,-12.4025
2022-06-08,-4.816,-6.471500000000001,-9.918000000000001,-12.26
2022-06-09,-5.438,-6.508,-10.59,-12.152
2022-06-10,-6.271999999999999,-6.631,-11.475999999999999,-12.1665
2022-06-13,-7.0,-6.749,-13.048000000000002,-12.438500000000001
2022-06-14,-7.772,-6.843000000000001,-14.831999999999999,-12.705
2022-06-15,-8.28,-6.8885000000000005,-16.194,-12.999500000000001
2022-06-16,-8.809999999999999,-6.8045,-17.676,-13.255500000000001
2022-06-17,-9.036,-6.6965,-18.614,-13.472999999999999
2022-06-21,-8.952,-6.583,-18.532,-13.596
2022-06-22,-8.626000000000001,-6.481,-18.444,-13.806000000000001
2022-06-23,-8.272,-6.493,-18.416,-13.9435
2022-06-24,-7.308,-6.413499999999999,-17.356,-13.9905
2022-06-27,-6.35,-6.4275,-16.4,-14.136499999999998
2022-06-28,-6.104000000000001,-6.592499999999999,-16.184,-14.479499999999998
2022-06-29,-5.75,-6.670999999999999,-15.992,-14.8125
2022-06-30,-5.498,-6.716500000000001,-16.096,-15.156
2022-07-01,-5.098,-6.663499999999999,-16.446,-15.517
2022-07-05,-4.68,-6.5845,-16.706,-15.799000000000001
2022-07-06,-4.008,-6.516,-16.55,-16.0785
2022-07-07,-3.596,-6.436,-16.096,-16.341
2022-07-08,-3.096,-6.286499999999999,-15.524000000000001,-16.5575
2022-07-11,-3.07,-6.0714999999999995,-15.395999999999997,-16.7185
2022-07-12,-3.132,-5.7995,-15.447999999999999,-16.792
2022-07-13,-3.04,-5.526,-15.632,-16.7245
2022-07-14,-3.064,-5.2589999999999995,-16.1,-16.658
2022-07-15,-2.9299999999999997,-4.949,-16.252000000000002,-16.572
2022-07-18,-2.9939999999999998,-4.6175,-16.352,-16.3875
2022-07-19,-2.6119999999999997,-4.1935,-15.857999999999999,-16.103
2022-07-20,-2.466,-3.9045,-15.184000000000001,-15.8875
2022-07-21,-2.4,-3.7024999999999997,-14.296000000000001,-15.620999999999999
2022-07-22,-2.478,-3.5005,-13.868,-15.434999999999999
2022-07-25,-2.6340000000000003,-3.4490000000000003,-13.288,-15.370499999999998
2022-07-26,-2.59,-3.2535,-13.352,-15.341
2022-07-27,-2.2640000000000002,-2.9445,-13.086000000000002,-15.113
2022-07-28,-1.5060000000000002,-2.6414999999999997,-12.774,-14.8165
2022-07-29,-0.7940000000000002,-2.3244999999999996,-12.053999999999998,-14.4245
2022-08-01,0.25000000000000006,-2.1119999999999997,-11.350000000000001,-14.0965
2022-08-02,0.604,-1.9324999999999999,-10.53,-13.797
2022-08-03,0.882,-1.722,-9.94,-13.460500000000001
2022-08-04,0.728,-1.5605,-9.578,-13.187000000000001
2022-08-05,0.502,-1.425,-9.496,-12.9175
2022-08-08,0.08,-1.3245,-9.425999999999998,-12.604000000000001
2022-08-09,0.010000000000000002,-1.147,-9.319999999999999,-12.265
2022-08-10,-0.05199999999999998,-0.975,-9.162,-11.843
2022-08-11,-0.13999999999999999,-0.8295,-8.992,-11.41
2022-08-12,0.0040000000000000036,-0.6914999999999999,-8.581999999999999,-11.0
2022-08-15,0.458,-0.4615,-8.104000000000001,-10.542
2022-08-16,0.7819999999999999,-0.29850000000000004,-7.554,-10.189
2022-08-17,1.066,-0.092,-7.348000000000001,-9.884
2022-08-18,1.448,0.1325,-7.104000000000001,-9.611999999999998
2022-08-19,1.674,0.3465,-7.244,-9.344
2022-08-22,1.5459999999999998,0.5835,-7.696,-9.144
2022-08-23,1.254,0.6625,-8.198,-8.9005
2022-08-24,0.95,0.7115,-8.578,-8.757
2022-08-25,0.744,0.6950000000000001,-8.822,-8.623999999999999
2022-08-26,0.25799999999999995,0.6095,-9.31,-8.658
2022-08-29,-0.11200000000000006,0.493,-9.620000000000001,-8.7115
2022-08-30,-0.4700000000000001,0.39399999999999996,-10.028,-8.774999999999999
2022-08-31,-0.906,0.26449999999999996,-10.562,-8.9125
2022-09-01,-1.2100000000000002,0.2105,-11.175999999999998,-9.0235
2022-09-02,-1.328,0.152,-11.492,-9.157
2022-09-06,-1.3860000000000001,0.12649999999999997,-11.768,-9.297
2022-09-07,-1.0779999999999998,0.12199999999999997,-11.664,-9.361
2022-09-08,-0.5920000000000001,0.1295,-11.366,-9.4635
2022-09-09,-0.36200000000000004,0.15499999999999997,-10.912,-9.503499999999999
2022-09-12,0.02399999999999993,0.15699999999999997,-10.162,-9.552
2022-09-13,-0.026000000000000068,0.005499999999999982,-10.129999999999999,-9.803500000000001
2022-09-14,-0.23000000000000007,-0.131,-10.290000000000001,-10.045
2022-09-15,-0.716,-0.316,-10.74,-10.311499999999999
2022-09-16,-1.058,-0.4715,-11.57,-10.620000000000001
2022-09-19,-1.304,-0.5875000000000001,-12.453999999999999,-10.8545
2022-09-20,-1.2280000000000002,-0.688,-12.774,-11.073
2022-09-21,-1.576,-0.8385,-13.45,-11.358
2022-09-22,-1.9940000000000002,-1.052,-14.080000000000002,-11.687000000000001
2022-09-23,-2.6660000000000004,-1.324,-14.851999999999999,-12.127500000000001
2022-09-26,-3.656,-1.5660000000000003,-15.906,-12.503499999999999
2022-09-27,-5.062,-1.9255000000000002,-16.812,-12.871
2022-09-28,-6.128000000000001,-2.253,-17.18,-13.146
2022-09-29,-7.152000000000001,-2.6134999999999997,-17.748,-13.483500000000001
2022-09-30,-8.306000000000001,-3.0980000000000003,-18.288,-13.905499999999998
2022-10-03,-8.902000000000001,-3.4595,-18.168,-14.172500000000003
2022-10-04,-8.724,-3.7600000000000002,-17.518,-14.3085
2022-10-05,-8.52,-4.1135,-17.14,-14.515
2022-10-06,-8.447999999999999,-4.577500000000001,-16.595999999999997,-14.791000000000002
2022-10-07,-8.216,-5.0615000000000006,-16.264,-15.243500000000001
2022-10-10,-8.245999999999999,-5.527,-16.554,-15.770500000000002
2022-10-11,-8.354000000000001,-5.8420000000000005,-17.436,-16.135
2022-10-12,-8.505999999999998,-6.182499999999999,-18.338,-16.526999999999997
2022-10-13,-7.594000000000001,-6.297000000000001,-18.654,-16.7695
2022-10-14,-6.837999999999999,-6.5065,-18.878,-17.070500000000003
2022-10-17,-5.96,-6.691,-18.582,-17.3025
2022-10-18,-5.034000000000001,-6.793499999999999,-17.99,-17.439
2022-10-19,-3.9879999999999995,-6.785499999999999,-17.464,-17.530499999999996
2022-10-20,-3.7560000000000002,-6.7375,-17.482,-17.619999999999997
2022-10-21,-2.884,-6.561,-16.747999999999998,-17.544500000000003
2022-10-24,-2.206,-6.3285,-16.216,-17.380000000000003
2022-10-25,-1.704,-5.954,-15.602,-17.1365
2022-10-26,-1.2559999999999998,-5.5675,-15.0,-16.9855
2022-10-27,-0.07800000000000003,-4.968999999999999,-14.356,-16.772
2022-10-28,1.456,-4.1205,-13.709999999999999,-16.4
2022-10-31,2.786,-3.4065,-13.38,-16.183
2022-11-01,4.078,-2.7535,-13.325999999999999,-16.0885
2022-11-02,5.112,-2.1595,-13.568000000000001,-16.0925
2022-11-03,5.684,-1.436,-13.892000000000001,-16.095999999999997
2022-11-04,5.66,-0.6515000000000001,-14.372,-15.927000000000001
2022-11-07,5.914,0.1334999999999999,-14.581999999999999,-15.690000000000001
2022-11-08,6.322,0.9154999999999998,-14.696000000000002,-15.4035
2022-11-09,6.876,1.686,-14.73,-15.1905
2022-11-10,7.096000000000001,2.2365,-13.697999999999999,-14.857
2022-11-11,6.853999999999999,2.7715,-12.734,-14.391
2022-11-14,6.544,3.2595,-12.064,-14.060500000000001
2022-11-15,5.8,3.624,-11.342,-13.741499999999998
2022-11-16,5.402,4.0335,-10.412,-13.4275
2022-11-17,5.202,4.476,-10.426,-13.093
2022-11-18,5.338,4.827,-10.528,-12.836000000000002
2022-11-21,5.482000000000001,5.1815,-10.552000000000001,-12.6445
2022-11-22,5.928,5.532,-10.488000000000001,-12.463
2022-11-23,5.982,5.842999999999999,-10.180000000000001,-12.2225
2022-11-25,6.086,6.0169999999999995,-9.824,-11.96
2022-11-28,6.06,5.978,-9.825999999999999,-11.865
2022-11-29,5.858,5.9495,-9.798,-11.749
2022-11-30,5.736,5.9464999999999995,-9.464,-11.4975
2022-12-01,5.720000000000001,5.995,-9.198,-11.129999999999999
2022-12-02,5.598000000000001,5.995500000000001,-8.956,-10.725999999999999
2022-12-05,5.484,5.933999999999999,-8.748000000000001,-10.459
2022-12-06,5.486000000000001,5.842499999999999,-8.76,-10.2935
2022-12-07,5.288000000000001,5.688,-9.344,-10.1595
2022-12-08,5.295999999999999,5.6,-9.834,-9.906000000000002
2022-12-09,5.206,5.523000000000001,-10.424000000000001,-9.9075
2022-12-12,5.568,5.6125,-10.454,-9.889
2022-12-13,5.742,5.642,-10.102,-9.803
2022-12-14,6.037999999999999,5.7475,-9.824000000000002,-9.780000000000001
2022-12-15,5.906000000000001,5.726000000000001,-10.118,-9.8325
2022-12-16,5.454,5.586,-10.492,-9.924
2022-12-19,4.652,5.441000000000001,-11.258,-10.0715
2022-12-20,4.130000000000001,5.304,-12.209999999999999,-10.2175
2022-12-21,3.66,5.1805,-12.802000000000001,-10.3585
2022-12-22,3.216,5.0345,-13.197999999999999,-10.587
2022-12-23,3.3259999999999996,4.896,-13.294,-10.7915
2022-12-27,3.4019999999999997,4.7765,-13.309999999999999,-10.942499999999999
2022-12-28,3.2399999999999998,4.6495,-13.478,-11.1375
2022-12-29,3.07,4.514,-13.602,-11.392999999999999
2022-12-30,2.902,4.33,-13.532,-11.6705
2023-01-03,2.646,4.1579999999999995,-13.558000000000002,-11.942
2023-01-04,2.45,4.018,-13.398000000000001,-12.105
2023-01-05,2.2159999999999997,3.8319999999999994,-13.216,-12.2515
2023-01-06,2.478,3.8115,-12.948000000000002,-12.294
2023-01-09,2.75,3.6934999999999993,-12.646,-12.3735
2023-01-10,3.102,3.6319999999999992,-12.218,-12.3905
2023-01-11,3.44,3.4859999999999998,-11.690000000000001,-12.414
2023-01-12,3.786,3.343,-10.91,-12.4535
2023-01-13,3.742,3.2375,-10.444,-12.449
2023-01-17,4.266,3.2835,-9.992,-12.342
2023-01-18,4.046000000000001,3.28,-9.952,-12.255500000000001
2023-01-19,3.646,3.2344999999999997,-10.256,-12.1635
2023-01-20,3.7900000000000005,3.258,-10.308,-11.978
2023-01-23,3.8200000000000003,3.2775,-10.213999999999999,-11.802
2023-01-24,3.4739999999999993,3.3480000000000003,-10.113999999999999,-11.571000000000002
2023-01-25,4.006,3.45,-9.72,-11.362
2023-01-26,4.856,3.5980000000000003,-9.012,-11.089
2023-01-27,5.152,3.7359999999999998,-8.57,-10.751
2023-01-30,5.273999999999999,3.8285000000000005,-8.568,-10.5435
2023-01-31,5.1080000000000005,3.8995000000000006,-8.291999999999998,-10.261
2023-02-01,4.58,3.9335,-7.794,-9.921
2023-02-02,3.6940000000000004,3.9090000000000003,-7.231999999999999,-9.5475
2023-02-03,3.056,3.946,-6.914,-9.175500000000001
2023-02-06,2.814,3.9125,-6.473999999999999,-8.925
2023-02-07,2.7939999999999996,3.9105000000000003,-6.09,-8.622
2023-02-08,2.532,3.7909999999999995,-6.104,-8.3925
2023-02-09,2.3339999999999996,3.6325000000000003,-6.5040000000000004,-8.251000000000001
2023-02-10,2.192,3.5475000000000003,-6.6739999999999995,-8.1165
2023-02-13,2.0620000000000003,3.4924999999999997,-6.564,-7.955
2023-02-14,2.006,3.3455,-6.6579999999999995,-7.788500000000001
2023-02-15,2.288,3.3515,-6.531999999999999,-7.5375
2023-02-16,2.678,3.3905000000000003,-6.478,-7.3065
2023-02-17,3.254,3.4135000000000004,-6.5,-7.164500000000001
2023-02-21,3.432,3.3955000000000006,-6.984,-7.147500000000001
2023-02-22,3.588,3.374,-7.4799999999999995,-7.13
2023-02-23,3.6060000000000003,3.2515,-7.956,-7.096500000000001
2023-02-24,3.442,3.037,-8.379999999999999,-7.1485
2023-02-27,3.044,2.8865,-8.716,-7.2010000000000005
2023-02-28,2.6900000000000004,2.7495000000000003,-8.828,-7.2125
2023-03-01,2.2300000000000004,2.6545,-8.937999999999999,-7.291500000000001
2023-03-02,2.274,2.675,-9.001999999999999,-7.3985
2023-03-03,2.668,2.7805,-8.663999999999998,-7.5065
2023-03-06,3.0959999999999996,2.8965,-8.358,-7.561999999999999
2023-03-07,3.3240000000000003,2.877,-8.256,-7.6579999999999995
2023-03-08,3.5119999999999996,2.834,-8.112,-7.797
2023-03-09,3.0580000000000003,2.8065,-8.396,-7.971499999999999
2023-03-10,2.522,2.8274999999999997,-9.168000000000001,-8.1725
2023-03-13,1.948,2.8354999999999997,-9.985999999999999,-8.389999999999999
2023-03-14,1.8560000000000003,2.8255,-10.256,-8.581
2023-03-15,1.936,2.8165000000000004,-10.658,-8.797
2023-03-16,2.618,2.8890000000000002,-10.453999999999999,-8.952
2023-03-17,3.0140000000000002,2.9114999999999998,-10.203999999999999,-9.104000000000001
2023-03-20,3.6,2.9219999999999997,-9.768,-9.206999999999999
2023-03-21,3.928,2.9495,-9.384,-9.181000000000001
2023-03-22,4.044,2.9305,-9.190000000000001,-9.2245
2023-03-23,3.972,2.9805,-9.248000000000001,-9.275
2023-03-24,4.286,3.1225,-9.069999999999999,-9.2765
2023-03-27,4.522,3.2915,-9.02,-9.283
2023-03-28,4.953999999999999,3.5155000000000003,-9.232000000000001,-9.282
2023-03-29,5.683999999999999,3.7939999999999996,-8.894,-9.2135
2023-03-30,6.308,3.989,-8.49,-9.147
2023-03-31,6.94,4.1905,-7.8740000000000006,-9.079
2023-04-03,7.534000000000001,4.401,-7.19,-8.991000000000001
2023-04-04,7.9860000000000015,4.680999999999999,-6.578,-8.8625
2023-04-05,8.298,4.9905,-6.264,-8.7515
2023-04-06,8.646,5.386,-5.988,-8.545
2023-04-10,8.924000000000001,5.7909999999999995,-5.9479999999999995,-8.274
2023-04-11,9.084,6.1850000000000005,-6.004,-7.9955
2023-04-12,9.274000000000001,6.535499999999999,-6.029999999999999,-7.806
2023-04-13,9.681999999999999,6.927,-5.772,-7.529999999999999
2023-04-14,10.022,7.236999999999999,-5.622,-7.337000000000001
2023-04-17,10.31,7.615,-5.428,-7.08
2023-04-18,10.646,7.9465,-5.224,-6.8595
2023-04-19,10.96,8.2935,-4.948,-6.697
2023-04-20,11.06,8.681000000000001,-5.018000000000001,-6.487
2023-04-21,11.219999999999999,9.049,-5.037999999999999,-6.2845
2023-04-24,11.424000000000001,9.3995,-5.098000000000001,-6.087
2023-04-25,11.456,9.68,-5.42,-5.9595
2023-04-26,11.376000000000001,9.899,-5.8100000000000005,-5.841500000000001
2023-04-27,11.572,10.153,-5.786,-5.71
2023-04-28,11.766000000000002,10.4135,-5.638,-5.5715
2023-05-01,11.940000000000001,10.6495,-5.504,-5.4944999999999995
2023-05-02,12.226,10.853,-5.316,-5.4910000000000005
2023-05-03,12.459999999999999,11.0175,-5.176,-5.4910000000000005
2023-05-04,12.430000000000001,11.186,-5.47,-5.5115
2023-05-05,12.42,11.357,-5.588,-5.471500000000001
2023-05-08,12.374,11.512,-5.708,-5.4345
2023-05-09,12.302,11.6575,-5.71,-5.4174999999999995
2023-05-10,12.370000000000001,11.791500000000001,-5.514,-5.362
2023-05-11,12.342,11.851,-5.218000000000001,-5.372999999999999
2023-05-12,12.315999999999999,11.9305,-5.258,-5.3805000000000005
2023-05-15,12.272,12.002500000000001,-5.244,-5.3885
2023-05-16,12.13,12.0285,-5.274,-5.430000000000001
2023-05-17,11.952000000000002,12.0395,-5.166,-5.416500000000001
2023-05-18,11.908000000000001,12.062999999999999,-4.85,-5.331
2023-05-19,11.874,12.094000000000001,-4.54,-5.255999999999999
2023-05-22,11.5,12.0215,-4.28,-5.184
2023-05-23,11.026,11.921,-4.109999999999999,-5.1025
2023-05-24,10.562000000000001,11.836,-4.3,-5.039
2023-05-25,10.038,11.6795,-4.51,-5.012
2023-05-26,9.462,11.518,-4.446,-4.958
2023-05-30,9.166,11.328,-4.388,-4.905
2023-05-31,9.081999999999999,11.135,-4.220000000000001,-4.8285
2023-06-01,9.172,11.014,-3.716,-4.674
2023-06-02,9.431999999999999,10.93,-3.096,-4.4185
2023-06-05,9.548,10.8,-2.758,-4.250500000000001
2023-06-06,9.45,10.597,-2.386,-4.0745
2023-06-07,9.142,10.345,-1.9760000000000002,-3.8950000000000005
2023-06-08,8.98,10.166500000000001,-1.6440000000000001,-3.7065000000000006
2023-06-09,8.748000000000001,10.0315,-1.558,-3.5035000000000003
2023-06-12,8.76,9.911,-1.254,-3.2495
2023-06-13,9.058,9.7935,-0.86,-2.9785
2023-06-14,9.546,9.699000000000002,-0.388,-2.6735
2023-06-15,10.056000000000001,9.6925,0.22200000000000003,-2.3594999999999997
2023-06-16,10.574000000000002,9.698,0.7260000000000001,-2.1095
2023-06-20,10.908000000000001,9.6695,0.958,-1.875
2023-06-21,11.356,9.757499999999999,0.9520000000000002,-1.6705
2023-06-22,11.72,9.8725,1.004,-1.395
2023-06-23,11.517999999999999,9.931500000000002,0.652,-1.1215
2023-06-26,11.172,9.9815,0.292,-0.909
2023-06-27,11.044,10.065,0.242,-0.7030000000000001
2023-06-28,10.836,10.175,0.30999999999999994,-0.496
2023-06-29,10.925999999999998,10.3335,0.304,-0.26400000000000007
2023-06-30,11.568000000000001,10.5305,0.682,-0.022
2023-07-03,11.952,10.611500000000001,1.1720000000000002,0.158
2023-07-05,12.322,10.758500000000002,1.4,0.3365
2023-07-06,12.512,10.9405,1.456,0.46449999999999997
2023-07-07,12.285999999999998,11.1195,1.468,0.597
2023-07-10,11.94,11.2705,1.3,0.7140000000000001
2023-07-11,11.934000000000001,11.408,1.23,0.8550000000000001
2023-07-12,11.838,11.528,1.3619999999999999,0.9904999999999999
2023-07-13,11.862,11.6415,1.8199999999999998,1.1345
2023-07-14,12.074000000000002,11.7515,2.308,1.2710000000000001
2023-07-17,12.09,11.779,2.812,1.3615
2023-07-18,12.02,11.769499999999999,3.344,1.5095
2023-07-19,11.91,11.7785,3.7619999999999996,1.6915
2023-07-20,12.052,11.8155,3.882,1.8669999999999998
2023-07-21,12.102,11.847,4.0200000000000005,2.025
2023-07-24,12.148,11.936499999999999,4.1739999999999995,2.242
2023-07-25,12.038,11.986,4.224,2.4925
2023-07-26,11.858,11.982000000000001,4.234,2.6895
2023-07-27,11.714,12.035,4.26,2.8545000000000003
2023-07-28,11.596,12.0145,4.454,3.0625
2023-07-31,11.437999999999999,11.904,4.595999999999999,3.2205
2023-08-01,11.3,11.823,4.616,3.3534999999999995
2023-08-02,11.1,11.6765,4.406000000000001,3.441
2023-08-03,10.744,11.593,4.27,3.558
2023-08-04,10.181999999999999,11.488499999999998,3.886,3.6670000000000003
2023-08-07,10.004000000000001,11.42,3.6100000000000003,3.7979999999999996
2023-08-08,9.926,11.321000000000002,3.342,3.8815
2023-08-09,9.879999999999999,11.187000000000001,3.2060000000000004,3.9019999999999997
2023-08-10,9.693999999999999,11.051,3.1220000000000003,3.8835
2023-08-11,9.86,10.934999999999999,3.104,3.8659999999999997
2023-08-14,9.713999999999999,10.826,3.024,3.851
2023-08-15,9.644,10.727,2.848,3.7574999999999994
2023-08-16,9.5,10.584500000000002,2.666,3.6279999999999992
2023-08-17,9.208000000000002,10.34,2.366,3.5044999999999993
2023-08-18,8.852,10.122499999999999,2.09,3.3835
2023-08-21,8.398,9.8885,1.8239999999999998,3.2634999999999996
2023-08-22,7.981999999999999,9.713,1.6780000000000002,3.1209999999999996
2023-08-23,7.796000000000001,9.568999999999999,1.7759999999999998,3.0134999999999996
2023-08-24,7.8180000000000005,9.366,1.8039999999999998,2.8905
2023-08-25,7.959999999999999,9.2135,1.908,2.747
2023-08-28,8.144,9.065000000000001,2.0100000000000002,2.617
2023-08-29,8.312000000000001,8.966,2.3440000000000003,2.553
2023-08-30,8.434000000000001,8.9025,2.59,2.5595
2023-08-31,8.373999999999999,8.7735,3.0,2.573
2023-09-01,8.158,8.7075,3.336,2.6094999999999997
2023-09-05,7.9,8.539,3.524,2.5955
2023-09-06,7.409999999999999,8.337,3.4,2.5675
2023-09-07,7.087999999999999,8.2045,3.166,2.5495
2023-09-08,6.989999999999999,8.0975,2.974,2.5360000000000005
2023-09-11,6.9719999999999995,7.9855,2.896,2.5575
2023-09-12,7.114,7.889,2.77,2.532
2023-09-13,7.5699999999999985,7.8185,2.786,2.5520000000000005
2023-09-14,8.046,7.840999999999999,3.028,2.6399999999999997
2023-09-15,7.970000000000001,7.787999999999999,2.9939999999999998,2.693
2023-09-18,7.8180000000000005,7.727000000000001,2.854,2.7485
2023-09-19,7.6259999999999994,7.696,2.782,2.7715000000000005
2023-09-20,7.286,7.644499999999999,2.498,2.757
2023-09-21,6.272,7.459999999999999,1.718,2.6255
2023-09-22,5.82,7.288499999999999,1.1400000000000001,2.527
