Date,rate_PG,rate_PG_5D,rate_PG_20D,rate_VOO,rate_VOO_5D,rate_VOO_20D
2022-04-12,-1.22,-1.31,-4.285500000000001,-5.28,-4.044,-3.119
2022-04-13,-0.94,-0.9899999999999999,-3.9830000000000005,-4.23,-4.176,-3.0345
2022-04-14,-1.49,-1.026,-3.722,-5.37,-4.630000000000001,-3.063
2022-04-18,-2.41,-1.3980000000000001,-3.5045,-5.35,-5.034000000000001,-3.1420000000000003
2022-04-19,-0.97,-1.406,-3.2325000000000004,-3.88,-4.822000000000001,-3.1475
2022-04-20,1.64,-0.834,-2.866,-3.95,-4.556,-3.211
2022-04-21,1.0,-0.446,-2.4985,-5.34,-4.7780000000000005,-3.283
2022-04-22,0.17,-0.11399999999999999,-2.1805,-7.86,-5.276,-3.5345
2022-04-25,0.97,0.562,-1.8765,-7.37,-5.680000000000001,-3.7855000000000003
2022-04-26,-0.48,0.6599999999999999,-1.677,-9.95,-6.894,-4.1985
2022-04-27,-0.7,0.1920000000000001,-1.5375,-9.73,-8.05,-4.661
2022-04-28,1.42,0.2760000000000001,-1.259,-7.52,-8.485999999999999,-4.9825
2022-04-29,-0.08,0.22600000000000006,-1.0065,-10.83,-9.08,-5.3955
2022-05-02,-1.18,-0.2039999999999999,-0.885,-9.99,-9.604,-5.7829999999999995
2022-05-03,-2.4,-0.588,-0.7945,-9.62,-9.538,-6.1915
2022-05-04,-1.75,-0.798,-0.6875,-6.99,-8.99,-6.410000000000001
2022-05-05,-3.39,-1.7600000000000002,-0.7300000000000001,-10.13,-9.512,-6.7379999999999995
2022-05-06,-2.52,-2.248,-0.7905,-10.67,-9.48,-7.1165
2022-05-09,-2.74,-2.56,-0.9,-13.43,-10.168,-7.6215
2022-05-10,-3.22,-2.724,-1.0145,-13.22,-10.888,-8.0355
2022-05-11,-4.52,-3.278,-1.1795000000000002,-14.58,-12.406,-8.500499999999999
2022-05-12,-4.89,-3.5780000000000003,-1.377,-14.64,-13.308000000000002,-9.021
2022-05-13,-3.92,-3.8579999999999997,-1.4985000000000002,-12.68,-13.709999999999999,-9.3865
2022-05-16,-3.03,-3.9159999999999995,-1.5295,-12.99,-13.622,-9.7685
2022-05-17,-3.3,-3.932,-1.6460000000000001,-11.29,-13.236,-10.139
2022-05-18,-9.16,-4.859999999999999,-2.186,-14.71,-13.262,-10.677
2022-05-19,-11.19,-6.119999999999999,-2.7954999999999997,-15.27,-13.388,-11.1735
2022-05-20,-11.13,-7.562,-3.3605000000000005,-15.25,-13.901999999999997,-11.543000000000001
2022-05-23,-9.15,-8.786,-3.8665,-13.68,-14.040000000000001,-11.8585
2022-05-24,-7.56,-9.638000000000002,-4.2204999999999995,-14.29,-14.64,-12.075500000000002
2022-05-25,-9.05,-9.616,-4.638,-13.59,-14.416,-12.2685
2022-05-26,-8.27,-9.032,-5.1225,-11.92,-13.745999999999999,-12.4885
2022-05-27,-6.89,-8.184,-5.462999999999999,-9.77,-12.65,-12.435500000000001
2022-05-31,-7.41,-7.836,-5.774500000000001,-10.26,-11.966,-12.449
2022-06-01,-8.54,-8.032,-6.0815,-10.69,-11.245999999999999,-12.502500000000001
2022-06-02,-7.58,-7.7379999999999995,-6.372999999999999,-9.06,-10.34,-12.606
2022-06-03,-8.4,-7.764,-6.6235,-10.5,-10.056000000000001,-12.624500000000001
2022-06-06,-8.76,-8.138,-6.935499999999999,-10.26,-10.154,-12.604
2022-06-07,-7.75,-8.206,-7.186,-9.4,-9.982,-12.4025
2022-06-08,-8.89,-8.276,-7.469500000000001,-10.37,-9.918000000000001,-12.26
2022-06-09,-10.52,-8.864,-7.769499999999999,-12.42,-10.59,-12.152
2022-06-10,-10.86,-9.356,-8.068000000000001,-14.93,-11.475999999999999,-12.1665
2022-06-13,-13.23,-10.25,-8.5335,-18.12,-13.048000000000002,-12.438500000000001
2022-06-14,-15.92,-11.884,-9.178,-18.32,-14.831999999999999,-12.705
2022-06-15,-16.75,-13.456,-9.8505,-17.18,-16.194,-12.999500000000001
2022-06-16,-16.24,-14.6,-10.2045,-19.83,-17.676,-13.255500000000001
2022-06-17,-16.84,-15.795999999999998,-10.486999999999998,-19.62,-18.614,-13.472999999999999
2022-06-21,-14.34,-16.017999999999997,-10.647499999999999,-17.71,-18.532,-13.596
2022-06-22,-13.01,-15.435999999999998,-10.840499999999999,-17.88,-18.444,-13.806000000000001
2022-06-23,-10.64,-14.213999999999999,-10.9945,-17.04,-18.416,-13.9435
2022-06-24,-9.36,-12.838,-11.01,-14.53,-17.356,-13.9905
2022-06-27,-10.05,-11.48,-11.099,-14.84,-16.4,-14.136499999999998
2022-06-28,-11.5,-10.912,-11.3295,-16.63,-16.184,-14.479499999999998
2022-06-29,-10.7,-10.45,-11.494,-16.92,-15.992,-14.8125
2022-06-30,-9.71,-10.264,-11.552499999999998,-17.56,-16.096,-15.156
2022-07-01,-8.04,-10.0,-11.5755,-16.28,-16.446,-15.517
2022-07-05,-8.9,-9.77,-11.6005,-16.14,-16.706,-15.799000000000001
2022-07-06,-8.06,-9.082,-11.5655,-15.85,-16.55,-16.0785
2022-07-07,-8.09,-8.559999999999999,-11.5825,-14.65,-16.096,-16.341
2022-07-08,-8.71,-8.36,-11.5735,-14.7,-15.524000000000001,-16.5575
2022-07-11,-8.07,-8.366,-11.451,-15.64,-15.395999999999997,-16.7185
2022-07-12,-8.87,-8.36,-11.3515,-16.4,-15.447999999999999,-16.792
2022-07-13,-8.28,-8.404,-11.104000000000001,-16.77,-15.632,-16.7245
2022-07-14,-8.55,-8.496,-10.735499999999998,-16.99,-16.1,-16.658
2022-07-15,-8.67,-8.488,-10.3315,-15.46,-16.252000000000002,-16.572
2022-07-18,-9.77,-8.828,-10.008000000000001,-16.14,-16.352,-16.3875
2022-07-19,-9.32,-8.918,-9.632000000000001,-13.93,-15.857999999999999,-16.103
2022-07-20,-10.87,-9.436,-9.4585,-13.4,-15.184000000000001,-15.8875
2022-07-21,-11.36,-9.998,-9.376000000000001,-12.55,-14.296000000000001,-15.620999999999999
2022-07-22,-9.95,-10.254,-9.3415,-13.32,-13.868,-15.434999999999999
2022-07-25,-9.35,-10.169999999999998,-9.341000000000001,-13.24,-13.288,-15.370499999999998
2022-07-26,-9.17,-10.139999999999999,-9.297,-14.25,-13.352,-15.341
2022-07-27,-8.32,-9.629999999999999,-9.138,-12.07,-13.086000000000002,-15.113
2022-07-28,-6.81,-8.72,-8.9435,-10.99,-12.774,-14.8165
2022-07-29,-12.52,-9.234,-9.084,-9.72,-12.053999999999998,-14.4245
2022-08-01,-9.77,-9.318000000000001,-9.1705,-9.72,-11.350000000000001,-14.0965
2022-08-02,-10.21,-9.526,-9.236,-10.15,-10.53,-13.797
2022-08-03,-8.84,-9.63,-9.275,-9.12,-9.94,-13.460500000000001
2022-08-04,-8.95,-10.058,-9.318000000000001,-9.18,-9.578,-13.187000000000001
2022-08-05,-8.92,-9.338,-9.3285,-9.31,-9.496,-12.9175
2022-08-08,-8.66,-9.116,-9.358,-9.37,-9.425999999999998,-12.604000000000001
2022-08-09,-8.81,-8.836,-9.355,-9.62,-9.319999999999999,-12.265
2022-08-10,-8.22,-8.712,-9.352,-8.33,-9.162,-11.843
2022-08-11,-8.67,-8.656,-9.358,-8.33,-8.992,-11.41
2022-08-12,-8.07,-8.486,-9.328,-7.26,-8.581999999999999,-11.0
2022-08-15,-7.26,-8.206,-9.2025,-6.98,-8.104000000000001,-10.542
2022-08-16,-6.68,-7.779999999999999,-9.0705,-6.87,-7.554,-10.189
2022-08-17,-6.97,-7.529999999999999,-8.875499999999999,-7.3,-7.348000000000001,-9.884
2022-08-18,-6.75,-7.145999999999999,-8.645,-7.11,-7.104000000000001,-9.611999999999998
2022-08-19,-6.77,-6.886,-8.486,-7.96,-7.244,-9.344
2022-08-22,-6.93,-6.82,-8.364999999999998,-9.24,-7.696,-9.144
2022-08-23,-8.13,-7.109999999999999,-8.312999999999999,-9.38,-8.198,-8.9005
2022-08-24,-8.39,-7.394,-8.316500000000001,-9.2,-8.578,-8.757
2022-08-25,-8.44,-7.731999999999999,-8.398,-8.33,-8.822,-8.623999999999999
2022-08-26,-9.85,-8.347999999999999,-8.2645,-10.4,-9.31,-8.658
2022-08-29,-10.1,-8.982,-8.280999999999999,-10.79,-9.620000000000001,-8.7115
2022-08-30,-10.74,-9.504000000000001,-8.307500000000001,-11.42,-10.028,-8.774999999999999
2022-08-31,-11.68,-10.161999999999999,-8.4495,-11.87,-10.562,-8.9125
2022-09-01,-10.68,-10.61,-8.536000000000001,-11.4,-11.175999999999998,-9.0235
2022-09-02,-11.7,-10.98,-8.675,-11.98,-11.492,-9.157
2022-09-06,-12.32,-11.424000000000001,-8.858,-12.17,-11.768,-9.297
2022-09-07,-11.24,-11.524,-8.9795,-10.9,-11.664,-9.361
2022-09-08,-11.14,-11.416,-9.125499999999999,-10.38,-11.366,-9.4635
2022-09-09,-9.92,-11.264,-9.187999999999999,-9.13,-10.912,-9.503499999999999
2022-09-12,-9.25,-10.774000000000001,-9.247,-8.23,-10.162,-9.552
2022-09-13,-11.04,-10.517999999999999,-9.436,-12.01,-10.129999999999999,-9.803500000000001
2022-09-14,-10.84,-10.437999999999999,-9.644,-11.7,-10.290000000000001,-10.045
2022-09-15,-11.49,-10.508,-9.870000000000001,-12.63,-10.74,-10.311499999999999
2022-09-16,-10.98,-10.72,-10.0815,-13.28,-11.57,-10.620000000000001
2022-09-19,-11.16,-11.102,-10.301,-12.65,-12.453999999999999,-10.8545
2022-09-20,-11.46,-11.186,-10.5275,-13.61,-12.774,-11.073
2022-09-21,-12.57,-11.532,-10.749500000000001,-15.08,-13.45,-11.358
2022-09-22,-12.27,-11.688,-10.9435,-15.78,-14.080000000000002,-11.687000000000001
2022-09-23,-12.66,-12.024,-11.1545,-17.14,-14.851999999999999,-12.127500000000001
2022-09-26,-12.58,-12.308000000000002,-11.291,-17.92,-15.906,-12.503499999999999
2022-09-27,-14.94,-13.004,-11.533,-18.14,-16.812,-12.871
2022-09-28,-14.94,-13.478,-11.743,-16.92,-17.18,-13.146
2022-09-29,-17.01,-14.425999999999998,-12.0095,-18.62,-17.748,-13.483500000000001
2022-09-30,-18.56,-15.606,-12.4035,-19.84,-18.288,-13.905499999999998
2022-10-03,-16.71,-16.432,-12.654,-17.32,-18.168,-14.172500000000003
2022-10-04,-15.7,-16.584,-12.822999999999999,-14.89,-17.518,-14.3085
2022-10-05,-16.27,-16.85,-13.0745,-15.03,-17.14,-14.515
2022-10-06,-17.98,-17.044,-13.4165,-15.9,-16.595999999999997,-14.791000000000002
2022-10-07,-19.37,-17.206,-13.889,-18.18,-16.264,-15.243500000000001
2022-10-10,-19.69,-17.802,-14.410999999999998,-18.77,-16.554,-15.770500000000002
2022-10-11,-19.39,-18.54,-14.8285,-19.3,-17.436,-16.135
2022-10-12,-19.27,-19.140000000000004,-15.25,-19.54,-18.338,-16.526999999999997
2022-10-13,-18.06,-19.156,-15.5785,-17.48,-18.654,-16.7695
2022-10-14,-18.85,-19.052,-15.972000000000003,-19.3,-18.878,-17.070500000000003
2022-10-17,-17.41,-18.596,-16.2845,-17.29,-18.582,-17.3025
2022-10-18,-16.75,-18.068,-16.549,-16.34,-17.99,-17.439
2022-10-19,-15.98,-17.41,-16.7195,-16.91,-17.464,-17.530499999999996
2022-10-20,-17.63,-17.324,-16.9875,-17.57,-17.482,-17.619999999999997
2022-10-21,-16.61,-16.875999999999998,-17.185000000000002,-15.63,-16.747999999999998,-17.544500000000003
2022-10-24,-16.1,-16.613999999999997,-17.360999999999997,-14.63,-16.216,-17.380000000000003
2022-10-25,-15.15,-16.294,-17.3715,-13.27,-15.602,-17.1365
2022-10-26,-14.56,-16.009999999999998,-17.3525,-13.9,-15.0,-16.9855
2022-10-27,-14.49,-15.382,-17.226499999999998,-14.35,-14.356,-16.772
2022-10-28,-12.35,-14.530000000000001,-16.916,-12.4,-13.709999999999999,-16.4
2022-10-31,-12.7,-13.85,-16.7155,-12.98,-13.38,-16.183
2022-11-01,-12.26,-13.272,-16.5435,-13.0,-13.325999999999999,-16.0885
2022-11-02,-13.47,-13.053999999999998,-16.4035,-15.11,-13.568000000000001,-16.0925
2022-11-03,-14.04,-12.963999999999999,-16.206500000000002,-15.97,-13.892000000000001,-16.095999999999997
2022-11-04,-12.53,-13.0,-15.864500000000001,-14.8,-14.372,-15.927000000000001
2022-11-07,-11.24,-12.708,-15.442000000000002,-14.03,-14.581999999999999,-15.690000000000001
2022-11-08,-11.05,-12.466,-15.025,-13.57,-14.696000000000002,-15.4035
2022-11-09,-11.26,-12.024000000000001,-14.624500000000001,-15.28,-14.73,-15.1905
2022-11-10,-8.27,-10.87,-14.135,-10.81,-13.697999999999999,-14.857
2022-11-11,-8.4,-10.044,-13.6125,-9.98,-12.734,-14.391
2022-11-14,-8.39,-9.474,-13.1615,-10.68,-12.064,-14.060500000000001
2022-11-15,-8.71,-9.006,-12.7595,-9.96,-11.342,-13.741499999999998
2022-11-16,-7.9,-8.334,-12.3555,-10.63,-10.412,-13.4275
2022-11-17,-8.46,-8.372000000000002,-11.897,-10.88,-10.426,-13.093
2022-11-18,-7.37,-8.166,-11.435,-10.49,-10.528,-12.836000000000002
2022-11-21,-6.21,-7.7299999999999995,-10.9405,-10.8,-10.552000000000001,-12.6445
2022-11-22,-5.41,-7.07,-10.453500000000002,-9.64,-10.488000000000001,-12.463
2022-11-23,-4.87,-6.464,-9.969,-9.09,-10.180000000000001,-12.2225
2022-11-25,-4.7,-5.712000000000001,-9.4795,-9.1,-9.824,-11.96
2022-11-28,-4.78,-5.194000000000001,-9.101,-10.5,-9.825999999999999,-11.865
2022-11-29,-5.5,-5.0520000000000005,-8.741,-10.66,-9.798,-11.749
2022-11-30,-3.12,-4.593999999999999,-8.284,-7.97,-9.464,-11.4975
2022-12-01,-2.99,-4.218,-7.76,-7.76,-9.198,-11.129999999999999
2022-12-02,-2.13,-3.7039999999999997,-7.164500000000001,-7.89,-8.956,-10.725999999999999
2022-12-05,-3.09,-3.3659999999999997,-6.6925,-9.46,-8.748000000000001,-10.459
2022-12-06,-2.99,-2.864,-6.279999999999999,-10.72,-8.76,-10.2935
2022-12-07,-2.47,-2.734,-5.851,-10.89,-9.344,-10.1595
2022-12-08,-1.88,-2.512,-5.382000000000001,-10.21,-9.834,-9.906000000000002
2022-12-09,-2.1,-2.506,-5.0735,-10.84,-10.424000000000001,-9.9075
2022-12-12,-1.26,-2.14,-4.716500000000001,-9.61,-10.454,-9.889
2022-12-13,-1.39,-1.8199999999999998,-4.3665,-8.96,-10.102,-9.803
2022-12-14,-1.04,-1.534,-3.9829999999999997,-9.5,-9.824000000000002,-9.780000000000001
2022-12-15,-2.06,-1.57,-3.6910000000000003,-11.68,-10.118,-9.8325
2022-12-16,-2.46,-1.6420000000000001,-3.3909999999999996,-12.71,-10.492,-9.924
2022-12-19,-2.48,-1.886,-3.1465,-13.44,-11.258,-10.0715
2022-12-20,-2.45,-2.098,-2.9585,-13.72,-12.209999999999999,-10.2175
2022-12-21,-1.72,-2.234,-2.774,-12.46,-12.802000000000001,-10.3585
2022-12-22,-1.54,-2.13,-2.6075,-13.66,-13.197999999999999,-10.587
2022-12-23,-1.31,-1.9000000000000004,-2.438,-13.19,-13.294,-10.7915
2022-12-27,-0.6,-1.5240000000000002,-2.229,-13.52,-13.309999999999999,-10.942499999999999
2022-12-28,-1.66,-1.366,-2.037,-14.56,-13.478,-11.1375
2022-12-29,-1.32,-1.286,-1.9469999999999998,-13.08,-13.602,-11.392999999999999
2022-12-30,-1.87,-1.3519999999999999,-1.8910000000000005,-13.31,-13.532,-11.6705
2023-01-03,-1.82,-1.4540000000000002,-1.8755000000000002,-13.32,-13.558000000000002,-11.942
2023-01-04,-1.44,-1.6219999999999999,-1.793,-12.72,-13.398000000000001,-12.105
2023-01-05,-2.43,-1.7759999999999998,-1.7650000000000001,-13.65,-13.216,-12.2515
2023-01-06,-0.33,-1.578,-1.658,-11.74,-12.948000000000002,-12.294
2023-01-09,-1.33,-1.4700000000000002,-1.6305,-11.8,-12.646,-12.3735
2023-01-10,-1.41,-1.3880000000000001,-1.596,-11.18,-12.218,-12.3905
2023-01-11,-2.14,-1.528,-1.64,-10.08,-11.690000000000001,-12.414
2023-01-12,-2.64,-1.5699999999999998,-1.7025000000000001,-9.75,-10.91,-12.4535
2023-01-13,-2.01,-1.906,-1.7510000000000001,-9.41,-10.444,-12.449
2023-01-17,-2.27,-2.094,-1.7615000000000003,-9.54,-9.992,-12.342
2023-01-18,-4.63,-2.738,-1.8699999999999999,-10.98,-9.952,-12.255500000000001
2023-01-19,-6.98,-3.7060000000000004,-2.095,-11.6,-10.256,-12.1635
2023-01-20,-6.66,-4.51,-2.3055,-10.01,-10.308,-11.978
2023-01-23,-7.79,-5.6659999999999995,-2.609,-8.94,-10.213999999999999,-11.802
2023-01-24,-7.31,-6.6739999999999995,-2.8975,-9.04,-10.113999999999999,-11.571000000000002
2023-01-25,-7.37,-7.2219999999999995,-3.2005000000000003,-9.01,-9.72,-11.362
2023-01-26,-7.72,-7.37,-3.5564999999999998,-8.06,-9.012,-11.089
2023-01-27,-8.08,-7.653999999999999,-3.8775,-7.8,-8.57,-10.751
2023-01-30,-7.81,-7.6579999999999995,-4.202,-8.93,-8.568,-10.5435
2023-01-31,-6.94,-7.5840000000000005,-4.4555,-7.66,-8.291999999999998,-10.261
2023-02-01,-6.28,-7.366,-4.6785,-6.52,-7.794,-9.921
2023-02-02,-6.91,-7.204000000000001,-4.952,-5.25,-7.231999999999999,-9.5475
2023-02-03,-6.64,-6.9159999999999995,-5.1625,-6.21,-6.914,-9.175500000000001
2023-02-06,-7.39,-6.832000000000001,-5.515499999999999,-6.73,-6.473999999999999,-8.925
2023-02-07,-8.27,-7.097999999999999,-5.8625,-5.74,-6.09,-8.622
2023-02-08,-9.19,-7.68,-6.2515,-6.59,-6.104,-8.3925
2023-02-09,-10.16,-8.33,-6.652499999999999,-7.25,-6.5040000000000004,-8.251000000000001
2023-02-10,-9.39,-8.879999999999999,-6.99,-7.06,-6.6739999999999995,-8.1165
2023-02-13,-8.24,-9.05,-7.3015,-6.18,-6.564,-7.955
2023-02-14,-8.75,-9.146,-7.625500000000001,-6.21,-6.6579999999999995,-7.788500000000001
2023-02-15,-8.95,-9.098,-7.841499999999999,-5.96,-6.531999999999999,-7.5375
2023-02-16,-10.13,-9.092,-7.999,-6.98,-6.478,-7.3065
2023-02-17,-8.28,-8.87,-8.08,-7.17,-6.5,-7.164500000000001
2023-02-21,-8.34,-8.89,-8.1075,-8.6,-6.984,-7.147500000000001
2023-02-22,-7.96,-8.732000000000001,-8.14,-8.69,-7.4799999999999995,-7.13
2023-02-23,-8.25,-8.592,-8.184000000000001,-8.34,-7.956,-7.096500000000001
2023-02-24,-8.76,-8.318,-8.236,-9.1,-8.379999999999999,-7.1485
2023-02-27,-8.84,-8.430000000000001,-8.274,-8.85,-8.716,-7.2010000000000005
2023-02-28,-9.86,-8.734,-8.376499999999998,-9.16,-8.828,-7.2125
2023-03-01,-9.58,-9.058,-8.5085,-9.24,-8.937999999999999,-7.291500000000001
2023-03-02,-8.14,-9.036,-8.601499999999998,-8.66,-9.001999999999999,-7.3985
2023-03-03,-7.49,-8.782,-8.6305,-7.41,-8.663999999999998,-7.5065
2023-03-06,-7.87,-8.588,-8.692,-7.32,-8.358,-7.561999999999999
2023-03-07,-9.67,-8.55,-8.806000000000001,-8.65,-8.256,-7.6579999999999995
2023-03-08,-9.65,-8.564,-8.875,-8.52,-8.112,-7.797
2023-03-09,-10.3,-8.996,-8.9305,-10.08,-8.396,-7.971499999999999
2023-03-10,-9.9,-9.478,-8.9175,-11.27,-9.168000000000001,-8.1725
2023-03-13,-9.29,-9.762,-8.9125,-11.41,-9.985999999999999,-8.389999999999999
2023-03-14,-8.19,-9.466,-8.91,-10.0,-10.256,-8.581
2023-03-15,-6.9,-8.916,-8.817499999999999,-10.53,-10.658,-8.797
2023-03-16,-6.21,-8.097999999999999,-8.6805,-9.06,-10.453999999999999,-8.952
2023-03-17,-6.19,-7.356,-8.483500000000001,-10.02,-10.203999999999999,-9.104000000000001
2023-03-20,-4.76,-6.45,-8.307500000000001,-9.23,-9.768,-9.206999999999999
2023-03-21,-5.45,-5.902,-8.163,-8.08,-9.384,-9.181000000000001
2023-03-22,-5.51,-5.6240000000000006,-8.0405,-9.56,-9.190000000000001,-9.2245
2023-03-23,-5.64,-5.51,-7.909999999999999,-9.35,-9.248000000000001,-9.275
2023-03-24,-3.73,-5.018,-7.658500000000001,-9.13,-9.069999999999999,-9.2765
2023-03-27,-4.23,-4.912000000000001,-7.428,-8.98,-9.02,-9.283
2023-03-28,-3.96,-4.614,-7.133000000000001,-9.14,-9.232000000000001,-9.282
2023-03-29,-3.67,-4.246,-6.8375,-7.87,-8.894,-9.2135
2023-03-30,-3.25,-3.768,-6.593000000000001,-7.33,-8.49,-9.147
2023-03-31,-2.44,-3.5100000000000002,-6.3405000000000005,-6.05,-7.8740000000000006,-9.079
2023-04-03,-1.87,-3.038,-6.0405,-5.56,-7.19,-8.991000000000001
2023-04-04,-1.4,-2.5260000000000002,-5.627000000000001,-6.08,-6.578,-8.8625
2023-04-05,-0.74,-1.9400000000000002,-5.1815,-6.3,-6.264,-8.7515
2023-04-06,-0.12,-1.314,-4.6725,-5.95,-5.988,-8.545
2023-04-10,-0.93,-1.012,-4.224,-5.85,-5.9479999999999995,-8.274
2023-04-11,-1.1,-0.858,-3.8145000000000002,-5.84,-6.004,-7.9955
2023-04-12,-0.87,-0.752,-3.4485,-6.21,-6.029999999999999,-7.806
2023-04-13,-0.48,-0.7000000000000001,-3.1275,-5.01,-5.772,-7.529999999999999
2023-04-14,-0.91,-0.858,-2.8625,-5.2,-5.622,-7.337000000000001
2023-04-17,-0.88,-0.8480000000000001,-2.597,-4.88,-5.428,-7.08
