Date,rate_NVDA_5D,rate_NVDA_20D,rate_VOO_5D,rate_VOO_20D
2022-03-30,2.74,-9.0745,-1.688,-5.4055
2022-03-31,2.1100000000000003,-8.4115,-1.636,-5.2325
2022-04-01,1.408,-7.714500000000001,-1.614,-5.0075
2022-04-04,0.7819999999999999,-6.628,-1.566,-4.6135
2022-04-05,-1.1900000000000002,-5.8275,-1.9939999999999998,-4.2455
2022-04-06,-3.554,-5.5685,-2.4899999999999998,-4.0395
2022-04-07,-5.766,-5.281499999999999,-2.596,-3.79
2022-04-08,-8.356,-5.0905000000000005,-2.814,-3.496
2022-04-11,-12.268,-4.978,-3.5120000000000005,-3.2510000000000003
2022-04-12,-15.451999999999998,-5.2375,-4.044,-3.119
2022-04-13,-17.034000000000002,-5.645999999999999,-4.176,-3.0345
2022-04-14,-19.16,-6.275,-4.630000000000001,-3.063
2022-04-18,-20.122,-7.1135,-5.034000000000001,-3.1420000000000003
2022-04-19,-19.918,-7.927,-4.822000000000001,-3.1475
2022-04-20,-19.936,-8.833000000000002,-4.556,-3.211
2022-04-21,-21.407999999999998,-9.814,-4.7780000000000005,-3.283
2022-04-22,-22.682,-11.374500000000001,-5.276,-3.5345
2022-04-25,-24.056,-12.7815,-5.680000000000001,-3.7855000000000003
2022-04-26,-26.548000000000002,-14.488,-6.894,-4.1985
2022-04-27,-28.792,-16.3425,-8.05,-4.661
2022-04-28,-29.086000000000002,-17.770500000000002,-8.485999999999999,-4.9825
2022-04-29,-29.796,-19.351,-9.08,-5.3955
2022-05-02,-29.906,-20.61,-9.604,-5.7829999999999995
2022-05-03,-29.15,-21.970999999999997,-9.538,-6.1915
2022-05-04,-27.586000000000002,-22.9415,-8.99,-6.410000000000001
2022-05-05,-28.108000000000004,-23.909,-9.512,-6.7379999999999995
2022-05-06,-27.85,-24.872,-9.48,-7.1165
2022-05-09,-29.727999999999998,-25.952999999999996,-10.168,-7.6215
2022-05-10,-31.18,-26.699,-10.888,-8.0355
2022-05-11,-33.878,-27.547999999999995,-12.406,-8.500499999999999
2022-05-12,-35.826,-28.607,-13.308000000000002,-9.021
2022-05-13,-36.524,-29.213,-13.709999999999999,-9.3865
2022-05-16,-36.292,-29.995500000000003,-13.622,-9.7685
2022-05-17,-35.86,-30.684499999999996,-13.236,-10.139
2022-05-18,-35.634,-31.472500000000004,-13.262,-10.677
2022-05-19,-34.936,-31.989000000000004,-13.388,-11.1735
2022-05-20,-35.682,-32.463,-13.901999999999997,-11.543000000000001
2022-05-23,-35.95399999999999,-32.97,-14.040000000000001,-11.8585
2022-05-24,-37.454,-33.411,-14.64,-12.075500000000002
2022-05-25,-37.426,-33.631,-14.416,-12.2685
2022-05-26,-36.885999999999996,-33.939,-13.745999999999999,-12.4885
2022-05-27,-35.314,-33.8425,-12.65,-12.435500000000001
2022-05-31,-33.996,-33.9925,-11.966,-12.449
2022-06-01,-32.212,-34.1765,-11.245999999999999,-12.502500000000001
2022-06-02,-30.098000000000003,-34.259,-10.34,-12.606
2022-06-03,-29.284000000000002,-34.233,-10.056000000000001,-12.624500000000001
2022-06-06,-29.134000000000004,-34.1635,-10.154,-12.604
2022-06-07,-28.776,-33.7545,-9.982,-12.4025
2022-06-08,-28.54,-33.5165,-9.918000000000001,-12.26
2022-06-09,-29.695999999999998,-33.2135,-10.59,-12.152
2022-06-10,-31.01,-33.029,-11.475999999999999,-12.1665
2022-06-13,-33.372,-33.3755,-13.048000000000002,-12.438500000000001
2022-06-14,-35.696,-33.60549999999999,-14.831999999999999,-12.705
2022-06-15,-37.291999999999994,-33.8745,-16.194,-12.999500000000001
2022-06-16,-39.134,-34.088499999999996,-17.676,-13.255500000000001
2022-06-17,-39.958,-34.284499999999994,-18.614,-13.472999999999999
2022-06-21,-39.266000000000005,-34.2715,-18.532,-13.596
2022-06-22,-38.872,-34.334999999999994,-18.444,-13.806000000000001
2022-06-23,-39.1,-34.285999999999994,-18.416,-13.9435
2022-06-24,-37.95,-34.2195,-17.356,-13.9905
2022-06-27,-37.20399999999999,-34.364,-16.4,-14.136499999999998
2022-06-28,-37.646,-34.854499999999994,-16.184,-14.479499999999998
2022-06-29,-38.263999999999996,-35.402,-15.992,-14.8125
2022-06-30,-39.068,-36.0,-16.096,-15.156
2022-07-01,-40.788,-36.891999999999996,-16.446,-15.517
2022-07-05,-41.989999999999995,-37.5405,-16.706,-15.799000000000001
2022-07-06,-42.396,-38.17,-16.55,-16.0785
2022-07-07,-41.916,-38.687,-16.096,-16.341
2022-07-08,-41.164,-39.15599999999999,-15.524000000000001,-16.5575
2022-07-11,-40.702,-39.643499999999996,-15.395999999999997,-16.7185
2022-07-12,-40.616,-39.94199999999999,-15.447999999999999,-16.792
2022-07-13,-40.594,-39.9755,-15.632,-16.7245
2022-07-14,-40.966,-40.0045,-16.1,-16.658
2022-07-15,-41.024,-40.089,-16.252000000000002,-16.572
2022-07-18,-40.294,-39.933499999999995,-16.352,-16.3875
2022-07-19,-38.827999999999996,-39.6595,-15.857999999999999,-16.103
2022-07-20,-36.798,-39.3585,-15.184000000000001,-15.8875
2022-07-21,-34.739999999999995,-38.971500000000006,-14.296000000000001,-15.620999999999999
2022-07-22,-33.541999999999994,-38.6995,-13.868,-15.434999999999999
2022-07-25,-32.833999999999996,-38.6545,-13.288,-15.370499999999998
2022-07-26,-33.188,-38.6555,-13.352,-15.341
2022-07-27,-33.2,-38.247,-13.086000000000002,-15.113
2022-07-28,-33.25,-37.718,-12.774,-14.8165
2022-07-29,-32.602,-37.083,-12.053999999999998,-14.4245
2022-08-01,-31.358000000000004,-36.297000000000004,-11.350000000000001,-14.0965
2022-08-02,-29.688,-35.58,-10.53,-13.797
2022-08-03,-28.774,-34.8415,-9.94,-13.460500000000001
2022-08-04,-27.824,-34.19500000000001,-9.578,-13.187000000000001
2022-08-05,-27.139999999999997,-33.577000000000005,-9.496,-12.9175
2022-08-08,-27.514,-33.0,-9.425999999999998,-12.604000000000001
2022-08-09,-28.316000000000003,-32.505,-9.319999999999999,-12.265
2022-08-10,-28.788,-31.889999999999997,-9.162,-11.843
2022-08-11,-29.528,-31.335500000000003,-8.992,-11.41
2022-08-12,-29.726,-30.752500000000005,-8.581999999999999,-11.0
2022-08-15,-29.062,-30.192,-8.104000000000001,-10.542
2022-08-16,-28.096000000000004,-29.821999999999996,-7.554,-10.189
2022-08-17,-27.953999999999997,-29.678999999999995,-7.348000000000001,-9.884
2022-08-18,-27.504,-29.5265,-7.104000000000001,-9.611999999999998
2022-08-19,-27.944,-29.352999999999998,-7.244,-9.344
2022-08-22,-28.98,-29.228500000000004,-7.696,-9.144
2022-08-23,-29.860000000000003,-28.99,-8.198,-8.9005
2022-08-24,-30.436,-28.988,-8.578,-8.757
2022-08-25,-30.872000000000003,-28.932,-8.822,-8.623999999999999
2022-08-26,-31.706,-29.129,-9.31,-8.658
2022-08-29,-32.358000000000004,-29.478499999999997,-9.620000000000001,-8.7115
2022-08-30,-33.268,-29.884999999999998,-10.028,-8.774999999999999
2022-08-31,-34.403999999999996,-30.3955,-10.562,-8.9125
2022-09-01,-36.326,-31.057499999999997,-11.175999999999998,-9.0235
2022-09-02,-37.525999999999996,-31.7255,-11.492,-9.157
2022-09-06,-38.58,-32.245000000000005,-11.768,-9.297
2022-09-07,-39.278,-32.6255,-11.664,-9.361
2022-09-08,-39.553999999999995,-33.087,-11.366,-9.4635
2022-09-09,-39.09400000000001,-33.449,-10.912,-9.503499999999999
2022-09-12,-38.386,-33.890499999999996,-10.162,-9.552
2022-09-13,-38.730000000000004,-34.662,-10.129999999999999,-9.803500000000001
2022-09-14,-39.252,-35.4145,-10.290000000000001,-10.045
2022-09-15,-40.158,-36.138000000000005,-10.74,-10.311499999999999
2022-09-16,-41.156,-36.862,-11.57,-10.620000000000001
2022-09-19,-42.094,-37.428000000000004,-12.453999999999999,-10.8545
2022-09-20,-42.06,-37.932,-12.774,-11.073
2022-09-21,-41.952,-38.4375,-13.45,-11.358
2022-09-22,-42.278,-39.0985,-14.080000000000002,-11.687000000000001
2022-09-23,-42.866,-39.8605,-14.851999999999999,-12.127500000000001
2022-09-26,-43.854,-40.464999999999996,-15.906,-12.503499999999999
2022-09-27,-44.506,-40.969,-16.812,-12.871
2022-09-28,-44.95,-41.358000000000004,-17.18,-13.146
2022-09-29,-45.242000000000004,-41.808,-17.748,-13.483500000000001
2022-09-30,-45.566,-42.1705,-18.288,-13.905499999999998
2022-10-03,-45.096,-42.3575,-18.168,-14.172500000000003
2022-10-04,-44.214,-42.3775,-17.518,-14.3085
2022-10-05,-43.574,-42.432,-17.14,-14.515
2022-10-06,-42.556,-42.5585,-16.595999999999997,-14.791000000000002
2022-10-07,-42.388,-42.994,-16.264,-15.243500000000001
2022-10-10,-43.122,-43.5415,-16.554,-15.770500000000002
2022-10-11,-44.504,-43.821,-17.436,-16.135
2022-10-12,-46.0,-44.119,-18.338,-16.526999999999997
2022-10-13,-47.018,-44.2735,-18.654,-16.7695
2022-10-14,-47.766,-44.646499999999996,-18.878,-17.070500000000003
2022-10-17,-47.574,-44.911500000000004,-18.582,-17.3025
2022-10-18,-47.233999999999995,-45.1145,-17.99,-17.439
2022-10-19,-46.744,-45.31699999999999,-17.464,-17.530499999999996
2022-10-20,-46.534000000000006,-45.3375,-17.482,-17.619999999999997
2022-10-21,-45.432,-45.288,-16.747999999999998,-17.544500000000003
2022-10-24,-44.796,-45.147000000000006,-16.216,-17.380000000000003
2022-10-25,-43.638,-44.8975,-15.602,-17.1365
2022-10-26,-42.882,-44.8,-15.0,-16.9855
2022-10-27,-42.001999999999995,-44.5275,-14.356,-16.772
2022-10-28,-40.774,-44.089999999999996,-13.709999999999999,-16.4
2022-10-31,-39.970000000000006,-43.8655,-13.38,-16.183
2022-11-01,-39.528,-43.726,-13.325999999999999,-16.0885
2022-11-02,-39.042,-43.667,-13.568000000000001,-16.0925
2022-11-03,-38.629999999999995,-43.546,-13.892000000000001,-16.095999999999997
2022-11-04,-38.164,-43.034,-14.372,-15.927000000000001
2022-11-07,-37.267999999999994,-42.402,-14.581999999999999,-15.690000000000001
2022-11-08,-36.333999999999996,-41.683499999999995,-14.696000000000002,-15.4035
2022-11-09,-35.854,-41.1305,-14.73,-15.1905
2022-11-10,-33.788,-40.2385,-13.697999999999999,-14.857
2022-11-11,-31.85,-39.055,-12.734,-14.391
2022-11-14,-30.066000000000003,-38.025,-12.064,-14.060500000000001
2022-11-15,-28.218,-36.929500000000004,-11.342,-13.741499999999998
2022-11-16,-26.314,-36.023,-10.412,-13.4275
2022-11-17,-26.383999999999997,-35.201,-10.426,-13.093
2022-11-18,-27.212,-34.5,-10.528,-12.836000000000002
2022-11-21,-28.094,-33.84949999999999,-10.552000000000001,-12.6445
2022-11-22,-28.657999999999998,-33.1845,-10.488000000000001,-12.463
2022-11-23,-28.103999999999996,-32.328500000000005,-10.180000000000001,-12.2225
2022-11-25,-27.565999999999995,-31.591999999999995,-9.824,-11.96
2022-11-28,-27.186,-31.103,-9.825999999999999,-11.865
2022-11-29,-26.895999999999997,-30.581,-9.798,-11.749
2022-11-30,-26.092000000000002,-29.825499999999998,-9.464,-11.4975
2022-12-01,-25.426,-28.924500000000002,-9.198,-11.129999999999999
2022-12-02,-24.764,-28.1255,-8.956,-10.725999999999999
2022-12-05,-23.938,-27.546499999999998,-8.748000000000001,-10.459
2022-12-06,-23.502000000000002,-27.139499999999998,-8.76,-10.2935
2022-12-07,-24.112000000000002,-26.77,-9.344,-10.1595
2022-12-08,-24.074,-25.9795,-9.834,-9.906000000000002
2022-12-09,-23.958000000000002,-25.668,-10.424000000000001,-9.9075
2022-12-12,-23.124000000000002,-25.365000000000002,-10.454,-9.889
2022-12-13,-21.24,-24.933,-10.102,-9.803
2022-12-14,-19.838,-24.675,-9.824000000000002,-9.780000000000001
2022-12-15,-20.038000000000004,-24.410500000000003,-10.118,-9.8325
2022-12-16,-20.432,-24.18,-10.492,-9.924
2022-12-19,-21.595999999999997,-23.961,-11.258,-10.0715
2022-12-20,-23.402,-23.759999999999998,-12.209999999999999,-10.2175
2022-12-21,-24.466,-23.627,-12.802000000000001,-10.3585
2022-12-22,-25.936,-23.8685,-13.197999999999999,-10.587
2022-12-23,-27.18,-24.083499999999997,-13.294,-10.7915
2022-12-27,-29.127999999999997,-24.4465,-13.309999999999999,-10.942499999999999
2022-12-28,-30.998,-24.7855,-13.478,-11.1375
2022-12-29,-32.732,-25.287,-13.602,-11.392999999999999
2022-12-30,-33.394,-25.860500000000002,-13.532,-11.6705
2023-01-03,-34.048,-26.404500000000002,-13.558000000000002,-11.942
2023-01-04,-33.316,-26.790999999999997,-13.398000000000001,-12.105
2023-01-05,-32.952,-27.148000000000003,-13.216,-12.2515
2023-01-06,-32.556,-27.398000000000003,-12.948000000000002,-12.294
2023-01-09,-31.458,-27.7065,-12.646,-12.3735
2023-01-10,-29.988,-27.912,-12.218,-12.3905
2023-01-11,-28.826,-28.216499999999996,-11.690000000000001,-12.414
2023-01-12,-26.748,-28.525,-10.91,-12.4535
2023-01-13,-24.858,-28.653,-10.444,-12.449
2023-01-17,-22.936,-28.431,-9.992,-12.342
2023-01-18,-21.574,-28.1975,-9.952,-12.255500000000001
2023-01-19,-20.866,-28.034,-10.256,-12.1635
2023-01-20,-19.634000000000004,-27.583,-10.308,-11.978
2023-01-23,-17.508000000000003,-26.9135,-10.213999999999999,-11.802
2023-01-24,-16.06,-25.962,-10.113999999999999,-11.571000000000002
2023-01-25,-14.258000000000001,-24.967000000000002,-9.72,-11.362
2023-01-26,-11.443999999999999,-23.613,-9.012,-11.089
2023-01-27,-9.101999999999999,-22.109,-8.57,-10.751
2023-01-30,-9.129999999999999,-21.012999999999998,-8.568,-10.5435
2023-01-31,-8.876,-19.832500000000003,-8.291999999999998,-10.261
2023-02-01,-7.359999999999999,-18.295,-7.794,-9.921
2023-02-02,-5.593999999999999,-16.682499999999997,-7.231999999999999,-9.5475
2023-02-03,-4.904,-15.097,-6.914,-9.175500000000001
2023-02-06,-3.1079999999999997,-13.651000000000002,-6.473999999999999,-8.925
2023-02-07,-0.6539999999999999,-12.1315,-6.09,-8.622
2023-02-08,0.514,-10.669500000000001,-6.104,-8.3925
2023-02-09,1.11,-9.1985,-6.5040000000000004,-8.251000000000001
2023-02-10,1.264,-8.094,-6.6739999999999995,-8.1165
2023-02-13,1.9140000000000001,-6.958,-6.564,-7.955
2023-02-14,2.4899999999999998,-5.775,-6.6579999999999995,-7.788500000000001
2023-02-15,2.8739999999999997,-4.5575,-6.531999999999999,-7.5375
2023-02-16,2.534,-3.3485,-6.478,-7.3065
2023-02-17,2.7039999999999997,-2.5095,-6.5,-7.164500000000001
2023-02-21,1.8099999999999998,-2.1285,-6.984,-7.147500000000001
2023-02-22,0.06200000000000001,-1.7445,-7.4799999999999995,-7.13
2023-02-23,0.7699999999999999,-0.8005000000000001,-7.956,-7.096500000000001
2023-02-24,1.782,-0.04200000000000004,-8.379999999999999,-7.1485
2023-02-27,3.4479999999999995,0.6279999999999999,-8.716,-7.2010000000000005
2023-02-28,5.45,1.5165000000000002,-8.828,-7.2125
2023-03-01,6.912000000000001,2.2025,-8.937999999999999,-7.291500000000001
2023-03-02,6.593999999999999,2.6879999999999997,-9.001999999999999,-7.3985
2023-03-03,7.053999999999999,3.12,-8.663999999999998,-7.5065
2023-03-06,7.064,3.62,-8.358,-7.561999999999999
2023-03-07,7.081999999999999,4.064,-8.256,-7.6579999999999995
2023-03-08,8.344,4.452,-8.112,-7.797
2023-03-09,8.44,4.6695,-8.396,-7.971499999999999
2023-03-10,7.644,4.7535,-9.168000000000001,-8.1725
2023-03-13,7.128,5.086,-9.985999999999999,-8.389999999999999
2023-03-14,7.83,5.543,-10.256,-8.581
2023-03-15,7.898000000000001,5.804,-10.658,-8.797
2023-03-16,9.794,6.399500000000001,-10.453999999999999,-8.952
2023-03-17,12.266,7.1865000000000006,-10.203999999999999,-9.104000000000001
2023-03-20,14.895999999999997,8.134,-9.768,-9.206999999999999
2023-03-21,16.812,9.2935,-9.384,-9.181000000000001
2023-03-22,18.824,10.4945,-9.190000000000001,-9.2245
2023-03-23,20.314,11.285499999999999,-9.248000000000001,-9.275
2023-03-24,21.268,12.058000000000002,-9.069999999999999,-9.2765
2023-03-27,21.838,12.7315,-9.02,-9.283
2023-03-28,22.044,13.442000000000002,-9.232000000000001,-9.282
2023-03-29,22.451999999999998,14.379500000000002,-8.894,-9.2135
2023-03-30,22.514,15.2655,-8.49,-9.147
2023-03-31,23.253999999999998,16.108,-7.8740000000000006,-9.079
2023-04-03,24.247999999999998,17.0275,-7.19,-8.991000000000001
2023-04-04,24.910000000000004,17.898999999999997,-6.578,-8.8625
2023-04-05,24.652,18.4565,-6.264,-8.7515
2023-04-06,24.216,19.2095,-5.988,-8.545
2023-04-10,23.924,20.177999999999997,-5.9479999999999995,-8.274
2023-04-11,23.298,21.07,-6.004,-7.9955
2023-04-12,22.598000000000003,21.591,-6.029999999999999,-7.806
2023-04-13,22.348000000000003,22.069,-5.772,-7.529999999999999
2023-04-14,22.188,22.308,-5.622,-7.337000000000001
2023-04-17,21.758,22.551,-5.428,-7.08
2023-04-18,22.184,22.892000000000003,-5.224,-6.8595
2023-04-19,23.328,23.22,-4.948,-6.697
2023-04-20,23.812,23.316,-5.018000000000001,-6.487
2023-04-21,24.089999999999996,23.252000000000002,-5.037999999999999,-6.2845
2023-04-24,24.124,23.265,-5.098000000000001,-6.087
2023-04-25,22.914,23.161,-5.42,-5.9595
2023-04-26,22.106,23.2355,-5.8100000000000005,-5.841500000000001
2023-04-27,22.214000000000002,23.2565,-5.786,-5.71
2023-04-28,22.762,23.314,-5.638,-5.5715
2023-05-01,24.248,23.5135,-5.504,-5.4944999999999995
2023-05-02,25.818,23.5535,-5.316,-5.4910000000000005
2023-05-03,26.410000000000004,23.610500000000002,-5.176,-5.4910000000000005
2023-05-04,26.560000000000002,23.7335,-5.47,-5.5115
2023-05-05,27.234,24.0685,-5.588,-5.471500000000001
2023-05-08,27.445999999999998,24.394000000000002,-5.708,-5.4345
2023-05-09,27.754,24.6675,-5.71,-5.4174999999999995
2023-05-10,28.698,25.1355,-5.514,-5.362
2023-05-11,29.580000000000002,25.5415,-5.218000000000001,-5.372999999999999
2023-05-12,29.272,25.839499999999997,-5.258,-5.3805000000000005
2023-05-15,29.095999999999997,26.228500000000004,-5.244,-5.3885
2023-05-16,29.666000000000004,26.538,-5.274,-5.430000000000001
2023-05-17,30.82,27.008500000000005,-5.166,-5.416500000000001
2023-05-18,33.586,27.985000000000003,-4.85,-5.331
2023-05-19,36.194,28.865499999999997,-4.54,-5.255999999999999
2023-05-22,38.17999999999999,29.7425,-4.28,-5.184
2023-05-23,39.495999999999995,30.683500000000002,-4.109999999999999,-5.1025
2023-05-24,39.815999999999995,31.436,-4.3,-5.039
2023-05-25,45.465999999999994,33.798,-4.51,-5.012
2023-05-26,52.352,36.263000000000005,-4.446,-4.958
2023-05-30,60.36,38.7705,-4.388,-4.905
2023-05-31,66.76400000000001,40.92,-4.220000000000001,-4.8285
2023-06-01,74.71,43.511,-3.716,-4.674
2023-06-02,75.59200000000001,46.056,-3.096,-4.4185
2023-06-05,75.468,48.3215,-2.758,-4.250500000000001
2023-06-06,73.84,50.369,-2.386,-4.0745
2023-06-07,73.204,52.282500000000006,-1.9760000000000002,-3.8950000000000005
2023-06-08,72.08200000000001,54.357000000000006,-1.6440000000000001,-3.7065000000000006
2023-06-09,71.586,56.55749999999999,-1.558,-3.5035000000000003
2023-06-12,71.864,58.969500000000004,-1.254,-3.2495
2023-06-13,73.76599999999999,61.536500000000004,-0.86,-2.9785
2023-06-14,78.214,64.4195,-0.388,-2.6735
2023-06-15,81.478,67.0215,0.22200000000000003,-2.3594999999999997
2023-06-16,84.53999999999999,69.29599999999999,0.7260000000000001,-2.1095
2023-06-20,87.812,71.874,0.958,-1.875
2023-06-21,89.34400000000001,74.32750000000001,0.9520000000000002,-1.6705
2023-06-22,89.364,76.8865,1.004,-1.395
2023-06-23,89.028,79.3245,0.652,-1.1215
2023-06-26,87.47,79.797,0.292,-0.909
2023-06-27,86.09,80.30850000000001,0.242,-0.7030000000000001
2023-06-28,84.662,80.40299999999999,0.30999999999999994,-0.496
2023-06-29,83.008,80.9475,0.304,-0.26400000000000007
2023-06-30,83.18799999999999,81.44399999999999,0.682,-0.022
2023-07-03,84.294,81.9725,1.1720000000000002,0.158
2023-07-05,84.30799999999999,82.51849999999999,1.4,0.3365
2023-07-06,84.792,83.141,1.456,0.46449999999999997
2023-07-07,85.806,84.098,1.468,0.597
2023-07-10,85.372,84.7665,1.3,0.7140000000000001
2023-07-11,85.384,85.422,1.23,0.8550000000000001
2023-07-12,86.66,86.2175,1.3619999999999999,0.9904999999999999
2023-07-13,89.74600000000001,87.136,1.8199999999999998,1.1345
2023-07-14,92.13799999999999,87.579,2.308,1.2710000000000001
2023-07-17,95.554,88.2855,2.812,1.3615
2023-07-18,99.614,89.1905,3.344,1.5095
2023-07-19,102.148,89.8015,3.7619999999999996,1.6915
2023-07-20,101.78399999999999,90.246,3.882,1.8669999999999998
2023-07-21,100.858,90.4525,4.0200000000000005,2.025
2023-07-24,99.38199999999999,90.874,4.1739999999999995,2.242
2023-07-25,97.974,91.81649999999999,4.224,2.4925
2023-07-26,96.708,92.45599999999999,4.234,2.6895
2023-07-27,97.05799999999999,93.345,4.26,2.8545000000000003
2023-07-28,99.086,94.47200000000001,4.454,3.0625
2023-07-31,100.85400000000001,95.29050000000001,4.595999999999999,3.2205
2023-08-01,101.13199999999999,96.02600000000001,4.616,3.3534999999999995
2023-08-02,99.72999999999999,96.3115,4.406000000000001,3.441
2023-08-03,98.158,96.6865,4.27,3.558
2023-08-04,96.01400000000001,97.024,3.886,3.6670000000000003
2023-08-07,94.50399999999999,97.5735,3.6100000000000003,3.7979999999999996
2023-08-08,93.10999999999999,97.95750000000001,3.342,3.8815
2023-08-09,92.236,97.7055,3.2060000000000004,3.9019999999999997
2023-08-10,91.05199999999999,97.013,3.1220000000000003,3.8835
2023-08-11,88.75,96.17699999999999,3.104,3.8659999999999997
2023-08-14,87.686,95.60650000000001,3.024,3.851
2023-08-15,87.216,94.858,2.848,3.7574999999999994
2023-08-16,87.824,94.1245,2.666,3.6279999999999992
2023-08-17,88.454,93.68050000000001,2.366,3.5044999999999993
2023-08-18,90.03799999999998,93.47200000000001,2.09,3.3835
2023-08-21,91.952,93.749,1.8239999999999998,3.2634999999999996
2023-08-22,93.008,93.6165,1.6780000000000002,3.1209999999999996
2023-08-23,95.168,93.7395,1.7759999999999998,3.0134999999999996
2023-08-24,97.43800000000002,93.7755,1.8039999999999998,2.8905
2023-08-25,99.076,93.4695,1.908,2.747
2023-08-28,99.0,93.2855,2.0100000000000002,2.617
2023-08-29,100.78,93.5285,2.3440000000000003,2.553
2023-08-30,102.002,94.3075,2.59,2.5595
2023-08-31,103.25,95.0485,3.0,2.573
2023-09-01,104.26400000000001,95.53200000000001,3.336,2.6094999999999997
2023-09-05,104.83,95.86699999999999,3.524,2.5955
2023-09-06,103.25,96.0635,3.4,2.5675
2023-09-07,100.766,96.44,3.166,2.5495
2023-09-08,97.692,96.7085,2.974,2.5360000000000005
2023-09-11,95.19399999999999,97.143,2.896,2.5575
2023-09-12,92.41999999999999,97.0505,2.77,2.532
2023-09-13,91.188,97.0565,2.786,2.5520000000000005
2023-09-14,90.666,97.1505,3.028,2.6399999999999997
2023-09-15,89.3,96.92,2.9939999999999998,2.693
2023-09-18,88.304,96.7095,2.854,2.7485
2023-09-19,87.19000000000001,95.85999999999999,2.782,2.7715000000000005
2023-09-20,84.50399999999999,94.93050000000001,2.498,2.757
2023-09-21,80.72200000000001,93.539,1.718,2.6255
2023-09-22,78.816,92.2645,1.1400000000000001,2.527
2023-09-25,77.364,91.28150000000001,0.622,2.4270000000000005
2023-09-26,76.024,90.116,-0.146,2.2325
2023-09-27,76.21600000000001,88.7895,-0.722,1.9904999999999997
2023-09-28,77.944,87.5245,-0.9339999999999999,1.7445
