Date,rate_MS_5D,rate_MS_20D,rate_VOO_5D,rate_VOO_20D
2023-09-14,-7.328,-8.706,3.028,2.6399999999999997
2023-09-15,-6.587999999999999,-8.5375,2.9939999999999998,2.693
2023-09-18,-5.494,-8.32,2.854,2.7485
2023-09-19,-4.872,-8.0905,2.782,2.7715000000000005
2023-09-20,-4.898000000000001,-7.888,2.498,2.757
2023-09-21,-5.786,-7.8199999999999985,1.718,2.6255
2023-09-22,-6.874,-7.838500000000001,1.1400000000000001,2.527
2023-09-25,-8.08,-7.8625,0.622,2.4270000000000005
2023-09-26,-9.425999999999998,-7.973999999999999,-0.146,2.2325
2023-09-27,-10.594,-8.1555,-0.722,1.9904999999999997
2023-09-28,-11.166,-8.2975,-0.9339999999999999,1.7445
2023-09-29,-11.512,-8.4635,-1.1440000000000001,1.491
2023-10-02,-12.022,-8.714,-1.432,1.2349999999999999
2023-10-03,-12.856,-9.0595,-1.69,0.929
2023-10-04,-13.35,-9.317499999999999,-1.812,0.6875
2023-10-05,-13.947999999999999,-9.557,-1.9899999999999998,0.45549999999999996
2023-10-06,-14.181999999999999,-9.789,-1.8939999999999997,0.274
2023-10-09,-14.288,-9.971,-1.672,0.09300000000000001
2023-10-10,-13.838,-10.248000000000001,-1.0899999999999999,-0.03599999999999999
2023-10-11,-13.88,-10.680499999999999,-0.564,-0.14999999999999997
2023-10-12,-14.168000000000001,-11.267,-0.13999999999999999,-0.33649999999999997
2023-10-13,-14.712,-11.82,-0.048,-0.48650000000000004
2023-10-16,-14.964000000000002,-12.3385,0.118,-0.591
2023-10-17,-14.920000000000002,-12.76,0.186,-0.6849999999999999
2023-10-18,-15.784,-13.402000000000001,-0.09600000000000002,-0.7985
2023-10-19,-16.836000000000002,-14.029499999999999,-0.426,-0.8724999999999999
2023-10-20,-17.84,-14.5615,-0.8940000000000001,-0.9949999999999999
2023-10-23,-19.351999999999997,-15.1565,-1.6,-1.1465
2023-10-24,-21.24,-15.7135,-2.164,-1.1895
2023-10-25,-21.990000000000002,-16.250999999999998,-2.7340000000000004,-1.3015
2023-10-26,-22.174,-16.7815,-3.372,-1.482
2023-10-27,-22.762,-17.374000000000002,-3.85,-1.6715
2023-10-30,-23.002,-17.901500000000002,-4.069999999999999,-1.8060000000000003
2023-10-31,-23.160000000000004,-18.289499999999997,-4.319999999999999,-1.847
2023-11-01,-23.168,-18.705499999999997,-4.078,-1.8679999999999999
2023-11-02,-22.79,-18.991999999999997,-3.2439999999999998,-1.7954999999999999
2023-11-03,-21.46,-19.1935,-2.15,-1.7355
2023-11-06,-20.244,-19.3905,-1.242,-1.6985000000000003
2023-11-07,-19.164,-19.621,-0.394,-1.673
2023-11-08,-18.102,-19.761000000000003,0.25,-1.6644999999999999
2023-11-09,-17.951999999999998,-19.938,0.388,-1.6635000000000002
2023-11-10,-18.15,-20.053,0.654,-1.56
2023-11-13,-18.338,-20.234,0.8620000000000001,-1.5125000000000002
2023-11-14,-17.734,-20.3245,1.4,-1.3695
2023-11-15,-16.934,-20.048499999999997,1.968,-1.1485
2023-11-16,-15.756,-19.668,2.7119999999999997,-0.8790000000000001
2023-11-17,-14.687999999999999,-19.265,3.18,-0.5415000000000001
2023-11-20,-13.684000000000001,-18.817,3.822,-0.15700000000000008
2023-11-21,-13.65,-18.427,4.026,0.17799999999999994
2023-11-22,-13.906,-18.0275,4.273999999999999,0.6034999999999999
2023-11-24,-14.124,-17.6555,4.505999999999999,1.0905
2023-11-27,-14.628,-17.2315,4.672,1.589
2023-11-28,-15.236,-16.8755,4.704,2.0364999999999998
2023-11-29,-15.219999999999999,-16.442,4.776000000000001,2.452
2023-11-30,-15.036000000000001,-15.994500000000002,4.837999999999999,2.8325
2023-12-01,-14.506,-15.5845,4.988,3.1485
2023-12-04,-13.756,-15.3055,5.072,3.3945
2023-12-05,-12.998000000000001,-15.063999999999998,5.130000000000001,3.6295
2023-12-06,-12.764,-14.842000000000002,5.13,3.8329999999999997
2023-12-07,-12.5,-14.594000000000003,5.186,4.0665
2023-12-08,-12.202000000000002,-14.147,5.215999999999999,4.3555
2023-12-11,-11.856,-13.732,5.418,4.585500000000001
2023-12-12,-11.120000000000001,-13.2595,5.7219999999999995,4.8445
2023-12-13,-9.78,-12.8535,6.362,5.0735
2023-12-14,-7.475999999999999,-12.2295,6.9239999999999995,5.3055
2023-12-15,-5.468,-11.575,7.382000000000001,5.523
2023-12-18,-3.754,-10.9985,7.882,5.761
2023-12-19,-1.956,-10.3275,8.394,5.9875
2023-12-20,-0.768,-9.633,8.312,6.1450000000000005
2023-12-21,-0.42200000000000004,-8.858500000000001,8.341999999999999,6.3225
2023-12-22,-0.24200000000000005,-8.104499999999998,8.443999999999999,6.5075
2023-12-26,0.20800000000000002,-7.289499999999999,8.508,6.720000000000001
2023-12-27,0.584,-6.3725000000000005,8.495999999999999,6.9355
2023-12-28,1.126,-5.5465,8.815999999999999,7.154999999999999
2023-12-29,1.2600000000000002,-4.7845,8.918000000000001,7.342499999999999
2024-01-02,1.574,-4.0845,8.836,7.469499999999999
2024-01-03,1.3679999999999999,-3.5085,8.553999999999998,7.5905000000000005
2024-01-04,1.028,-2.866,8.18,7.698
2024-01-05,0.8800000000000001,-2.1355,7.830000000000001,7.83
2024-01-08,0.8619999999999999,-1.444,7.8260000000000005,8.0025
2024-01-09,0.47000000000000003,-0.9165000000000001,7.918000000000001,8.145
2024-01-10,0.41000000000000003,-0.442,8.256,8.3
2024-01-11,0.14400000000000004,-0.05,8.648,8.429499999999999
2024-01-12,-0.4459999999999999,0.198,9.022,8.495000000000001
2024-01-16,-1.706,-0.0015000000000000124,9.036,8.5305
2024-01-17,-2.9840000000000004,-0.2955,8.996,8.5485
2024-01-18,-4.25,-0.5660000000000001,8.995999999999999,8.578500000000002
2024-01-19,-5.114,-0.8394999999999999,9.226,8.6375
2024-01-22,-5.7780000000000005,-1.0545,9.49,8.7895
2024-01-23,-5.622,-1.3015,9.872,8.913
2024-01-24,-5.0440000000000005,-1.496,10.370000000000001,9.03
2024-01-25,-4.296,-1.6920000000000002,10.812000000000001,9.1545
2024-01-26,-3.844,-1.9465,11.017999999999999,9.267999999999999
2024-01-29,-3.476,-2.205,11.32,9.4155
2024-01-30,-3.304,-2.4425,11.552,9.5715
2024-01-31,-3.374,-2.733,11.459999999999999,9.686
2024-02-01,-3.6020000000000003,-2.9345,11.466,9.8825
2024-02-02,-3.682,-3.1239999999999997,11.674000000000001,10.141499999999999
2024-02-05,-4.022,-3.4305,11.676,10.377
2024-02-06,-4.318,-3.7375,11.748,10.552000000000001
2024-02-07,-4.556,-3.9894999999999996,12.272,10.7745
2024-02-08,-4.796,-4.236,12.606,10.97
2024-02-09,-5.076,-4.429,12.852,11.1925
2024-02-12,-4.868,-4.536,13.157999999999998,11.411
2024-02-13,-5.332,-4.644,13.122,11.5735
2024-02-14,-5.768,-4.685499999999999,13.132,11.808499999999999
2024-02-15,-5.768,-4.615499999999999,13.266,12.0375
2024-02-16,-5.640000000000001,-4.560499999999999,13.193999999999999,12.1845
2024-02-20,-5.970000000000001,-4.584,13.02,12.2935
2024-02-21,-5.648,-4.650499999999999,13.151999999999997,12.3935
2024-02-22,-5.247999999999999,-4.7364999999999995,13.516,12.595
2024-02-23,-5.058000000000001,-4.806,13.754000000000001,12.773
2024-02-26,-5.238,-4.909,14.02,12.934999999999999
2024-02-27,-5.208,-5.017,14.435999999999998,13.0725
2024-02-28,-5.08,-5.0945,14.8,13.2055
2024-02-29,-5.038,-5.152500000000001,14.822,13.435500000000001
2024-03-01,-5.036,-5.1645,14.986,13.653
2024-03-04,-4.08,-5.0085,15.2,13.8165
2024-03-05,-3.282,-4.832,15.152000000000001,13.941500000000001
2024-03-06,-3.3599999999999994,-4.8549999999999995,15.252,14.0815
2024-03-07,-3.332,-4.846500000000001,15.49,14.24
2024-03-08,-3.2199999999999998,-4.7705,15.442000000000002,14.362
2024-03-11,-3.8939999999999997,-4.713,15.402000000000001,14.454000000000002
2024-03-12,-4.345999999999999,-4.7015,15.788,14.599
2024-03-13,-3.54,-4.407,16.028,14.807999999999998
2024-03-14,-2.8920000000000003,-4.1274999999999995,16.008000000000003,14.958999999999998
2024-03-15,-2.598,-3.978,15.989999999999998,15.043000000000001
2024-03-18,-2.3739999999999997,-3.8965000000000005,16.108,15.1825
2024-03-19,-2.072,-3.7270000000000003,16.124000000000002,15.375
2024-03-20,-1.6300000000000001,-3.4025,16.33,15.602500000000001
2024-03-21,-0.6839999999999999,-2.9865,16.639999999999997,15.74
2024-03-22,0.10200000000000009,-2.6879999999999997,16.998,15.854
2024-03-25,0.8019999999999999,-2.3865,17.19,15.975
2024-03-26,1.4300000000000002,-2.0675,17.23,16.073500000000003
2024-03-27,1.9020000000000004,-1.6569999999999996,17.268,16.2195
2024-03-28,2.0700000000000003,-1.2095,17.242,16.345
2024-04-01,2.406,-0.8275,17.216,16.411499999999997
2024-04-02,2.74,-0.6815,17.104,16.451
2024-04-03,3.108,-0.4699999999999999,17.06,16.5505
2024-04-04,2.832,-0.10899999999999994,16.608,16.558500000000002
2024-04-05,2.45,0.23600000000000004,16.369999999999997,16.565
2024-04-08,2.38,0.5725,16.224,16.607
2024-04-09,2.652,0.9550000000000001,16.240000000000002,16.6605
2024-04-10,2.4080000000000004,1.2185000000000001,16.028,16.6105
2024-04-11,1.4220000000000002,1.1315000000000002,16.22,16.6065
2024-04-12,0.27400000000000013,1.0275,15.906,16.5395
2024-04-15,-0.8859999999999999,1.0005000000000002,15.315999999999999,16.438499999999998
2024-04-16,-1.768,1.1065,14.658000000000001,16.298000000000002
2024-04-17,-2.006,1.2349999999999999,14.078,16.098999999999997
2024-04-18,-1.3099999999999998,1.2115,13.296000000000001,15.847999999999999
2024-04-19,-0.40999999999999986,1.0959999999999999,12.626,15.535999999999998
2024-04-22,0.6320000000000001,1.133,12.41,15.2915
2024-04-23,1.59,1.3035,12.512,15.128499999999999
2024-04-24,2.3760000000000003,1.4715,12.73,14.974
2024-04-25,2.8500000000000005,1.4485,12.904,14.757
2024-04-26,3.3,1.4035,13.482,14.596
2024-04-29,3.306,1.3579999999999999,13.952000000000002,14.4755
2024-04-30,2.678,1.288,13.785999999999998,14.298999999999998
2024-05-01,2.178,1.2389999999999999,13.52,14.088999999999999
2024-05-02,2.1900000000000004,1.288,13.55,13.992499999999998
2024-05-03,2.3560000000000003,1.3800000000000001,13.632,13.911499999999998
2024-05-06,2.9200000000000004,1.4929999999999999,13.862,13.885
2024-05-07,3.9800000000000004,1.6199999999999999,14.482,13.8595
2024-05-08,4.86,1.8519999999999999,15.219999999999999,13.887
2024-05-09,6.042,2.443,15.884,13.9085
2024-05-10,7.048,3.0735,16.304000000000002,14.011000000000001
2024-05-13,7.87,3.682,16.497999999999998,14.180499999999999
2024-05-14,8.654,4.2255,16.77,14.3875
2024-05-15,9.72,4.7835,17.322,14.698000000000002
2024-05-16,10.040000000000001,5.2805,17.698,15.009
2024-05-17,10.466,5.7924999999999995,18.08,15.374500000000001
2024-05-20,10.854000000000001,6.2375,18.484,15.699000000000002
2024-05-21,11.286,6.649500000000001,18.842000000000002,15.969999999999999
2024-05-22,11.320000000000002,7.019500000000001,18.848000000000003,16.2275
2024-05-23,11.222000000000001,7.3735,18.726000000000003,16.4645
2024-05-24,10.99,7.715000000000001,18.726,16.685499999999998
2024-05-28,10.678,8.0805,18.724,16.892000000000003
2024-05-29,9.88,8.45,18.492,17.1465
2024-05-30,9.222,8.7805,18.174,17.391
2024-05-31,9.017999999999999,9.0805,18.232,17.635
2024-06-03,8.697999999999999,9.300500000000001,18.096,17.8015
2024-06-04,8.264,9.416500000000001,17.968,17.9185
2024-06-05,8.110000000000001,9.4825,18.282000000000004,18.0965
2024-06-06,8.001999999999999,9.566,18.747999999999998,18.273
2024-06-07,7.838000000000001,9.5295,18.982,18.4095
2024-06-10,7.630000000000001,9.446,19.328,18.557499999999997
2024-06-11,7.388,9.296,19.7,18.719
2024-06-12,7.176,9.113,19.991999999999997,18.901999999999997
2024-06-13,6.832000000000001,8.844000000000001,20.332,19.0255
2024-06-14,6.492,8.6425,20.722,19.1655
2024-06-17,6.630000000000001,8.486999999999998,21.224,19.3435
2024-06-18,7.088000000000001,8.3545,21.736,19.532
2024-06-20,7.470000000000001,8.159,21.985999999999997,19.688
2024-06-21,7.668000000000001,7.931,22.137999999999998,19.848000000000003
2024-06-24,8.008000000000001,7.839,22.206,20.0355
2024-06-25,8.176000000000002,7.783500000000001,22.17,20.2045
2024-06-26,8.028,7.692,22.094,20.3745
2024-06-27,7.662000000000001,7.6045,22.116000000000003,20.594
2024-06-28,7.886000000000001,7.5969999999999995,22.04,20.814500000000002
2024-07-01,8.304,7.660500000000001,22.003999999999998,20.9785
2024-07-02,8.676,7.7780000000000005,22.006,21.182
2024-07-03,9.368,7.968000000000001,22.07,21.4
2024-07-05,10.172,8.120000000000001,22.218,21.578
2024-07-08,10.884,8.317499999999999,22.535999999999998,21.7615
2024-07-09,11.642,8.611500000000001,22.898000000000003,21.9575
2024-07-10,12.48,8.9905,23.326,22.1815
2024-07-11,13.458000000000002,9.4855,23.5,22.35
2024-07-12,14.448000000000002,9.938,23.678,22.4995
