Date,rate_SBUX,rate_VOO_5D,rate_VOO_20D
2022-10-20,-14.72,-13.819999999999999,-14.627
2022-10-21,-12.94,-13.386,-14.393
2022-10-24,-17.67,-14.388,-14.426000000000002
2022-10-25,-16.25,-15.118,-14.3625
2022-10-26,-15.59,-15.434000000000001,-14.4025
2022-10-27,-16.19,-15.728,-14.4465
2022-10-28,-14.41,-16.022000000000002,-14.290000000000001
2022-10-31,-14.9,-15.468,-14.244
2022-11-01,-14.05,-15.028,-14.294
2022-11-02,-16.46,-15.202000000000002,-14.541500000000003
2022-11-03,-16.36,-15.236,-14.747
2022-11-04,-9.51,-14.256,-14.498999999999999
2022-11-07,-10.86,-13.448000000000002,-14.319999999999999
2022-11-08,-8.64,-12.366,-13.988499999999998
2022-11-09,-9.72,-11.018,-13.743
2022-11-10,-5.24,-8.794,-13.394500000000003
2022-11-11,-4.16,-7.724000000000001,-12.847
2022-11-14,-4.12,-6.376,-12.42
2022-11-15,-3.72,-5.392000000000001,-11.976
2022-11-16,-4.47,-4.3420000000000005,-11.499
2022-11-17,-4.56,-4.2059999999999995,-10.991000000000001
2022-11-18,-3.6,-4.093999999999999,-10.524000000000001
2022-11-21,-3.24,-3.918,-9.802499999999998
2022-11-22,-3.13,-3.8,-9.1465
2022-11-23,-2.06,-3.318,-8.470000000000002
2022-11-25,-2.02,-2.81,-7.7615
2022-11-28,-2.9,-2.67,-7.186
2022-11-29,-2.9,-2.602,-6.586
2022-11-30,0.57,-1.862,-5.855
2022-12-01,1.68,-1.114,-4.9479999999999995
2022-12-02,3.29,-0.051999999999999956,-3.9655
2022-12-05,1.86,0.9,-3.397
2022-12-06,0.43,1.5660000000000003,-2.8325000000000005
2022-12-07,0.23,1.498,-2.3890000000000002
2022-12-08,2.04,1.57,-1.8010000000000002
2022-12-09,0.15,0.9420000000000002,-1.5315
2022-12-12,1.03,0.776,-1.2719999999999998
2022-12-13,0.54,0.798,-1.0390000000000001
2022-12-14,0.61,0.874,-0.8225
2022-12-15,-1.22,0.22199999999999998,-0.6599999999999999
2022-12-16,-2.18,-0.24400000000000005,-0.541
2022-12-19,-2.62,-0.974,-0.492
2022-12-20,-2.89,-1.6600000000000001,-0.47450000000000003
2022-12-21,-2.28,-2.238,-0.43200000000000005
2022-12-22,-3.11,-2.616,-0.4845
2022-12-23,-2.64,-2.7079999999999997,-0.5155000000000001
2022-12-27,-1.8,-2.544,-0.4605
2022-12-28,-2.34,-2.4339999999999997,-0.43249999999999994
2022-12-29,-1.28,-2.234,-0.525
2022-12-30,-1.8,-1.972,-0.6990000000000001
2023-01-03,-0.31,-1.5059999999999998,-0.8789999999999999
2023-01-04,3.09,-0.528,-0.8175000000000001
2023-01-05,3.07,0.5539999999999999,-0.6855
2023-01-06,5.27,1.864,-0.4335000000000001
2023-01-09,3.36,2.896,-0.3675
2023-01-10,4.59,3.876,-0.14550000000000005
2023-01-11,4.89,4.236,0.047499999999999966
2023-01-12,4.45,4.512,0.24299999999999997
2023-01-13,5.8,4.618,0.5025
2023-01-17,5.33,5.012,0.8300000000000001
2023-01-18,3.61,4.816,1.1195
2023-01-19,2.88,4.414,1.3945
2023-01-20,3.65,4.254,1.7215
2023-01-23,4.8,4.054,2.0755000000000003
2023-01-24,5.16,4.0200000000000005,2.489
2023-01-25,5.44,4.386,2.893
2023-01-26,6.93,5.196,3.3295000000000003
2023-01-27,7.15,5.896,3.804
2023-01-30,6.63,6.262,4.1995000000000005
2023-01-31,7.3,6.69,4.6545000000000005
2023-02-01,7.89,7.18,5.064500000000001
2023-02-02,7.15,7.224000000000001,5.2675
2023-02-03,2.84,6.362,5.256
2023-02-06,3.48,5.732,5.1665
2023-02-07,5.17,5.306,5.257
2023-02-08,4.68,4.664,5.2615
2023-02-09,4.44,4.122,5.239
2023-02-10,5.41,4.636,5.287000000000001
2023-02-13,6.75,5.29,5.3345
2023-02-14,6.23,5.502000000000001,5.379499999999999
2023-02-15,7.21,6.008,5.5595
2023-02-16,5.81,6.282,5.706
2023-02-17,5.39,6.2780000000000005,5.793
2023-02-21,3.17,5.562,5.711499999999999
2023-02-22,3.16,4.948,5.6115
2023-02-23,1.95,3.896,5.437
2023-02-24,0.12,2.758,5.0965
2023-02-27,0.92,1.864,4.785
2023-02-28,0.58,1.346,4.4825
2023-03-01,-0.06,0.702,4.1145
2023-03-02,1.44,0.6,3.7920000000000003
2023-03-03,2.9,1.156,3.5795000000000003
2023-03-06,3.32,1.636,3.6035000000000004
2023-03-07,1.73,1.866,3.5159999999999996
2023-03-08,0.92,2.0620000000000003,3.3034999999999997
2023-03-09,-1.21,1.532,3.0090000000000003
2023-03-10,-2.1,0.532,2.682
2023-03-13,-2.39,-0.6100000000000001,2.2920000000000003
2023-03-14,-2.02,-1.36,1.8535
2023-03-15,-2.14,-1.972,1.435
2023-03-16,-1.07,-1.9439999999999997,1.0210000000000001
2023-03-17,-2.76,-2.0759999999999996,0.5925
2023-03-20,-1.64,-1.9260000000000002,0.24100000000000005
2023-03-21,-0.96,-1.714,0.03450000000000005
2023-03-22,-2.35,-1.7560000000000002,-0.24099999999999994
2023-03-23,-3.04,-2.15,-0.49049999999999994
2023-03-24,-3.11,-2.2199999999999998,-0.6519999999999999
2023-03-27,-2.8,-2.452,-0.8379999999999999
2023-03-28,-2.74,-2.8080000000000003,-1.004
2023-03-29,-0.88,-2.5140000000000002,-1.045
2023-03-30,-0.19,-1.9440000000000002,-1.1264999999999998
2023-03-31,2.56,-0.8100000000000002,-1.1435
2023-04-03,3.2,0.39,-1.1495
2023-04-04,2.37,1.4120000000000001,-1.1175
2023-04-05,3.25,2.2380000000000004,-1.001
2023-04-06,3.03,2.882,-0.7889999999999999
2023-04-10,3.09,2.9880000000000004,-0.5294999999999999
2023-04-11,4.07,3.162,-0.20649999999999996
2023-04-12,3.93,3.474,0.09100000000000011
2023-04-13,5.29,3.8820000000000006,0.4625000000000001
2023-04-14,5.76,4.428,0.804
2023-04-17,6.58,5.126,1.2710000000000004
2023-04-18,6.19,5.55,1.6625
2023-04-19,5.45,5.854000000000001,1.983
2023-04-20,5.34,5.864,2.3675
2023-04-21,6.46,6.004,2.8425000000000002
2023-04-24,7.54,6.196,3.375
2023-04-25,7.59,6.476000000000001,3.8945
2023-04-26,9.67,7.3199999999999985,4.515000000000001
2023-04-27,10.92,8.436,5.105
2023-04-28,12.43,9.629999999999999,5.736
2023-05-01,12.43,10.608,6.2295
2023-05-02,12.33,11.556000000000001,6.686
2023-05-03,2.15,10.052,6.675
2023-05-04,2.89,8.446000000000002,6.656999999999999
2023-05-05,5.3,7.0200000000000005,6.7705
2023-05-08,5.26,5.586,6.8790000000000004
2023-05-09,4.81,4.082,6.9159999999999995
2023-05-10,5.07,4.666,6.973000000000001
2023-05-11,3.76,4.84,6.8965000000000005
2023-05-12,4.24,4.628,6.8205
2023-05-15,4.75,4.526000000000001,6.728999999999999
2023-05-16,3.42,4.247999999999999,6.5905000000000005
2023-05-17,3.82,3.9979999999999998,6.509
2023-05-18,5.19,4.284000000000001,6.5015
2023-05-19,3.64,4.164,6.3605
2023-05-22,1.09,3.432,6.038
2023-05-23,-1.41,2.466,5.587999999999999
2023-05-24,-2.13,1.2760000000000002,4.997999999999999
2023-05-25,-3.27,-0.4159999999999999,4.2885
2023-05-26,-3.18,-1.78,3.508
2023-05-30,-3.95,-2.788,2.689
2023-05-31,-4.05,-3.316,1.8700000000000003
2023-06-01,-4.08,-3.7060000000000004,1.5585000000000002
2023-06-02,-2.17,-3.4859999999999998,1.3054999999999999
2023-06-05,-1.75,-3.2,0.9530000000000001
2023-06-06,-3.42,-3.0940000000000003,0.5190000000000001
2023-06-07,-3.71,-3.026,0.09300000000000015
2023-06-08,-2.51,-2.7119999999999997,-0.28599999999999987
2023-06-09,-3.67,-3.0119999999999996,-0.6574999999999999
2023-06-12,-3.18,-3.2979999999999996,-1.0284999999999997
2023-06-13,-2.4,-3.094,-1.386
2023-06-14,-1.03,-2.558,-1.6085
2023-06-15,-0.33,-2.1220000000000003,-1.816
2023-06-16,0.15,-1.358,-2.068
2023-06-20,-0.43,-0.808,-2.2715
2023-06-21,0.15,-0.298,-2.3184999999999993
2023-06-22,-0.84,-0.25999999999999995,-2.29
2023-06-23,-3.3,-0.8539999999999999,-2.3484999999999996
2023-06-26,-3.41,-1.566,-2.3555
2023-06-27,-2.93,-2.066,-2.343
2023-06-28,-3.04,-2.7039999999999997,-2.2975
2023-06-29,-2.97,-3.13,-2.2435
2023-06-30,-2.6,-2.99,-2.1694999999999998
2023-07-03,-2.46,-2.8,-2.184
2023-07-05,-3.13,-2.84,-2.253
2023-07-06,-5.32,-3.2960000000000003,-2.348
2023-07-07,-5.46,-3.7939999999999996,-2.4354999999999998
2023-07-10,-2.48,-3.7699999999999996,-2.434
2023-07-11,-1.54,-3.586,-2.3274999999999997
2023-07-12,-0.52,-3.064,-2.1945
2023-07-13,-0.07,-2.0140000000000002,-2.078
2023-07-14,-0.06,-0.9339999999999999,-2.0294999999999996
2023-07-17,-0.72,-0.5820000000000001,-2.049
2023-07-18,-0.89,-0.45199999999999996,-2.101
2023-07-19,0.16,-0.316,-2.0715
2023-07-20,-0.77,-0.45599999999999996,-2.1174999999999997
2023-07-21,1.13,-0.21799999999999997,-2.019
2023-07-24,1.09,0.14400000000000002,-1.7994999999999997
2023-07-25,1.22,0.5660000000000001,-1.568
2023-07-26,0.06,0.546,-1.4184999999999999
2023-07-27,-0.87,0.526,-1.3099999999999998
2023-07-28,-0.41,0.21800000000000003,-1.182
2023-07-31,-0.1,-0.02000000000000001,-1.057
2023-08-01,-0.39,-0.34199999999999997,-0.9534999999999998
2023-08-02,0.44,-0.266,-0.7749999999999998
2023-08-03,0.63,0.03399999999999999,-0.47749999999999987
2023-08-04,-0.95,-0.07400000000000002,-0.25199999999999984
2023-08-07,0.07,-0.04,-0.12449999999999983
2023-08-08,-0.69,-0.09999999999999999,-0.08199999999999982
2023-08-09,-1.26,-0.44000000000000006,-0.11899999999999981
2023-08-10,0.01,-0.564,-0.11499999999999984
2023-08-11,-0.48,-0.47000000000000003,-0.13599999999999984
2023-08-14,-0.47,-0.578,-0.1234999999999998
2023-08-15,-1.12,-0.664,-0.13499999999999984
2023-08-16,-1.84,-0.78,-0.23499999999999982
2023-08-17,-3.46,-1.474,-0.36949999999999983
2023-08-18,-3.02,-1.982,-0.5769999999999997
2023-08-21,-3.54,-2.596,-0.8084999999999999
2023-08-22,-3.8,-3.132,-1.0594999999999999
2023-08-23,-4.39,-3.6420000000000003,-1.2819999999999996
2023-08-24,-4.62,-3.874,-1.4694999999999998
2023-08-25,-4.19,-4.108,-1.6584999999999996
2023-08-28,-3.15,-4.03,-1.811
2023-08-29,-1.75,-3.62,-1.879
2023-08-30,-1.69,-3.08,-1.9854999999999996
2023-08-31,-2.88,-2.732,-2.161
2023-09-01,-2.46,-2.386,-2.2365
2023-09-05,-3.22,-2.4,-2.401
2023-09-06,-3.95,-2.84,-2.5639999999999996
2023-09-07,-4.72,-3.446,-2.7369999999999997
2023-09-08,-4.55,-3.7800000000000002,-2.965
2023-09-11,-4.18,-4.1240000000000006,-3.15
2023-09-12,-3.62,-4.204000000000001,-3.3075
2023-09-13,-2.95,-4.004,-3.3989999999999996
2023-09-14,-2.72,-3.604,-3.442999999999999
2023-09-15,-3.63,-3.4199999999999995,-3.4515000000000002
2023-09-18,-3.12,-3.2079999999999997,-3.4564999999999997
2023-09-19,-4.57,-3.3980000000000006,-3.508
2023-09-20,-4.69,-3.746,-3.5524999999999998
2023-09-21,-6.73,-4.548,-3.6695
2023-09-22,-6.16,-5.054,-3.7464999999999997
2023-09-25,-7.08,-5.846,-3.8909999999999996
2023-09-26,-7.82,-6.496,-4.124499999999999
2023-09-27,-8.64,-7.286000000000001,-4.468999999999999
2023-09-28,-8.73,-7.686000000000002,-4.821
2023-09-29,-8.54,-8.162,-5.104
2023-10-02,-8.52,-8.45,-5.407
2023-10-03,-10.15,-8.916,-5.7535
2023-10-04,-8.5,-8.888,-5.981
2023-10-05,-7.29,-8.599999999999998,-6.1095
2023-10-06,-6.82,-8.255999999999998,-6.223
2023-10-09,-6.98,-7.948,-6.363
2023-10-10,-6.49,-7.216000000000001,-6.5065
2023-10-11,-7.71,-7.058000000000002,-6.7444999999999995
2023-10-12,-8.24,-7.248,-7.0205
2023-10-13,-8.18,-7.5200000000000005,-7.248
2023-10-16,-6.02,-7.328,-7.392999999999999
2023-10-17,-5.49,-7.128,-7.439
2023-10-18,-5.92,-6.7700000000000005,-7.5005
2023-10-19,-5.25,-6.172,-7.426499999999999
2023-10-20,-5.48,-5.632,-7.3925
2023-10-23,-5.47,-5.522,-7.312
2023-10-24,-5.05,-5.434,-7.1735
2023-10-25,-5.67,-5.3839999999999995,-7.025
2023-10-26,-7.0,-5.734,-6.9385
2023-10-27,-7.65,-6.167999999999999,-6.894
2023-10-30,-6.52,-6.378,-6.794
2023-10-31,-7.43,-6.854000000000001,-6.6579999999999995
2023-11-01,-8.16,-7.351999999999999,-6.641
2023-11-02,0.34,-5.8839999999999995,-6.2595
2023-11-03,2.93,-3.7679999999999993,-5.772
2023-11-06,4.29,-1.6059999999999999,-5.208499999999999
2023-11-07,3.94,0.668,-4.686999999999999
2023-11-08,4.56,3.2119999999999997,-4.0735
2023-11-09,2.5,3.6439999999999997,-3.5364999999999993
2023-11-10,4.59,3.976,-2.8979999999999997
2023-11-13,3.77,3.872,-2.4084999999999996
2023-11-14,5.86,4.256,-1.8409999999999997
2023-11-15,6.28,4.6,-1.2309999999999999
2023-11-16,7.46,5.5920000000000005,-0.5954999999999998
2023-11-17,5.83,5.839999999999999,-0.029999999999999714
2023-11-20,4.56,5.997999999999999,0.47150000000000025
2023-11-21,4.04,5.6339999999999995,0.9260000000000002
2023-11-22,3.83,5.144,1.4010000000000002
2023-11-24,3.27,4.305999999999999,1.9144999999999999
2023-11-27,2.91,3.722,2.4425000000000003
2023-11-28,1.82,3.174,2.8595
2023-11-29,0.59,2.4839999999999995,3.2605000000000004
2023-11-30,0.08,1.7339999999999995,3.6725000000000003
2023-12-01,-0.01,1.0779999999999998,3.655
2023-12-04,-1.47,0.20199999999999965,3.435
2023-12-05,-3.44,-0.8500000000000003,3.0484999999999998
2023-12-06,-2.02,-1.3720000000000003,2.7504999999999997
2023-12-07,-2.58,-1.9040000000000004,2.3935000000000004
2023-12-08,-2.42,-2.386,2.1475
2023-12-11,-0.97,-2.2860000000000005,1.8695
2023-12-12,-0.94,-1.7860000000000003,1.6340000000000003
2023-12-13,-0.98,-1.5780000000000005,1.2920000000000003
2023-12-14,-1.25,-1.3120000000000005,0.9155000000000001
2023-12-15,-2.31,-1.2900000000000005,0.42700000000000016
2023-12-18,-2.5,-1.5960000000000003,0.01050000000000013
2023-12-19,-1.35,-1.6780000000000004,-0.28499999999999986
2023-12-20,-4.34,-2.3500000000000005,-0.704
2023-12-21,-3.72,-2.8440000000000003,-1.0814999999999997
2023-12-22,-3.77,-3.1360000000000006,-1.4334999999999998
2023-12-26,-3.38,-3.3120000000000003,-1.7479999999999998
2023-12-27,-3.76,-3.7940000000000005,-2.027
2023-12-28,-3.13,-3.5520000000000005,-2.213
2023-12-29,-3.05,-3.418,-2.3695
2024-01-02,-5.27,-3.718,-2.6325
2024-01-03,-5.71,-4.184,-2.8444999999999996
2024-01-04,-5.39,-4.51,-2.9419999999999997
2024-01-05,-5.95,-5.074,-3.1384999999999996
2024-01-08,-4.74,-5.412000000000001,-3.2464999999999997
2024-01-09,-5.85,-5.5280000000000005,-3.418
2024-01-10,-5.44,-5.474,-3.6414999999999997
2024-01-11,-6.0,-5.596000000000001,-3.8945
2024-01-12,-6.97,-5.8,-4.194
2024-01-16,-6.24,-6.1,-4.4435
2024-01-17,-7.18,-6.366,-4.686999999999999
2024-01-18,-5.6,-6.398000000000001,-4.8420000000000005
2024-01-19,-5.07,-6.212000000000001,-5.0280000000000005
2024-01-22,-5.87,-5.992000000000001,-5.1045
2024-01-23,-6.98,-6.140000000000001,-5.2675
2024-01-24,-6.91,-6.086,-5.4245
2024-01-25,-6.33,-6.232000000000001,-5.572
2024-01-26,-6.14,-6.446000000000001,-5.691000000000001
2024-01-29,-5.14,-6.300000000000001,-5.7915
2024-01-30,-4.85,-5.8740000000000006,-5.8815
2024-01-31,-5.91,-5.674,-5.9135
2024-02-01,-5.47,-5.502,-5.9014999999999995
2024-02-02,-5.85,-5.444,-5.9245
2024-02-05,-6.32,-5.680000000000001,-5.943
2024-02-06,-3.16,-5.3420000000000005,-5.864
2024-02-07,-3.52,-4.864,-5.7475000000000005
2024-02-08,-2.24,-4.218000000000001,-5.5875
2024-02-09,-1.53,-3.3540000000000005,-5.364
2024-02-12,-3.36,-2.7620000000000005,-5.1835
2024-02-13,-4.97,-3.124,-5.119999999999999
2024-02-14,-4.77,-3.374,-4.999499999999999
2024-02-15,-5.62,-4.05,-5.0005
2024-02-16,-5.62,-4.868,-5.0280000000000005
2024-02-20,-5.38,-5.272,-5.0035
2024-02-21,-3.81,-5.040000000000001,-4.845
2024-02-22,-3.05,-4.696000000000001,-4.651999999999999
2024-02-23,-3.21,-4.214,-4.496
2024-02-26,-4.56,-4.002,-4.417
2024-02-27,-4.71,-3.868,-4.3955
2024-02-28,-5.85,-4.276,-4.4455
2024-02-29,-3.93,-4.452,-4.346500000000001
2024-03-01,-5.58,-4.926,-4.352
2024-03-04,-6.28,-5.2700000000000005,-4.3735
2024-03-05,-7.52,-5.832000000000001,-4.4335
2024-03-06,-7.09,-6.08,-4.63
2024-03-07,-7.79,-6.852000000000001,-4.8435
