Date,rate_GILD_5D,rate_GILD_20D,rate_VOO_5D,rate_VOO_20D
2022-03-30,-15.256,-15.4395,-1.688,-5.4055
2022-03-31,-15.168000000000001,-15.592500000000001,-1.636,-5.2325
2022-04-01,-14.863999999999999,-15.717999999999998,-1.614,-5.0075
2022-04-04,-14.363999999999999,-15.666999999999998,-1.566,-4.6135
2022-04-05,-14.502,-15.630500000000001,-1.9939999999999998,-4.2455
2022-04-06,-14.094,-15.4815,-2.4899999999999998,-4.0395
2022-04-07,-13.580000000000002,-15.246,-2.596,-3.79
2022-04-08,-12.85,-14.9245,-2.814,-3.496
2022-04-11,-12.508000000000001,-14.641499999999999,-3.5120000000000005,-3.2510000000000003
2022-04-12,-11.982000000000001,-14.389,-4.044,-3.119
2022-04-13,-11.634,-14.0815,-4.176,-3.0345
2022-04-14,-11.402000000000001,-13.877500000000001,-4.630000000000001,-3.063
2022-04-18,-11.604000000000001,-13.706,-5.034000000000001,-3.1420000000000003
2022-04-19,-11.35,-13.4655,-4.822000000000001,-3.1475
2022-04-20,-10.790000000000001,-13.1895,-4.556,-3.211
2022-04-21,-10.307999999999998,-12.823000000000002,-4.7780000000000005,-3.283
2022-04-22,-10.186000000000002,-12.584,-5.276,-3.5345
2022-04-25,-9.882,-12.3,-5.680000000000001,-3.7855000000000003
2022-04-26,-10.169999999999998,-12.098,-6.894,-4.1985
2022-04-27,-10.742,-12.004000000000001,-8.05,-4.661
2022-04-28,-11.366,-11.8505,-8.485999999999999,-4.9825
2022-04-29,-12.196000000000002,-11.841,-9.08,-5.3955
2022-05-02,-12.784,-11.78,-9.604,-5.7829999999999995
2022-05-03,-13.116,-11.786000000000001,-9.538,-6.1915
2022-05-04,-12.904,-11.6045,-8.99,-6.410000000000001
2022-05-05,-12.89,-11.549499999999998,-9.512,-6.7379999999999995
2022-05-06,-12.290000000000001,-11.5185,-9.48,-7.1165
2022-05-09,-11.904,-11.5435,-10.168,-7.6215
2022-05-10,-11.495999999999999,-11.533,-10.888,-8.0355
2022-05-11,-11.926,-11.5905,-12.406,-8.500499999999999
2022-05-12,-11.606,-11.5425,-13.308000000000002,-9.021
2022-05-13,-11.268,-11.485000000000001,-13.709999999999999,-9.3865
2022-05-16,-11.11,-11.42,-13.622,-9.7685
2022-05-17,-10.712,-11.3735,-13.236,-10.139
2022-05-18,-9.956,-11.382000000000001,-13.262,-10.677
2022-05-19,-9.73,-11.398,-13.388,-11.1735
2022-05-20,-9.312000000000001,-11.2665,-13.901999999999997,-11.543000000000001
2022-05-23,-8.906,-11.175999999999998,-14.040000000000001,-11.8585
2022-05-24,-8.572000000000001,-10.974,-14.64,-12.075500000000002
2022-05-25,-8.06,-10.7115,-14.416,-12.2685
2022-05-26,-7.718000000000001,-10.486,-13.745999999999999,-12.4885
2022-05-27,-7.442,-10.078,-12.65,-12.435500000000001
2022-05-31,-7.101999999999999,-9.755500000000001,-11.966,-12.449
2022-06-01,-6.942,-9.430499999999999,-11.245999999999999,-12.502500000000001
2022-06-02,-7.3420000000000005,-9.321,-10.34,-12.606
2022-06-03,-7.590000000000001,-9.161,-10.056000000000001,-12.624500000000001
2022-06-06,-8.34,-9.0905,-10.154,-12.604
2022-06-07,-8.958,-9.019,-9.982,-12.4025
2022-06-08,-9.638,-8.966,-9.918000000000001,-12.26
2022-06-09,-10.291999999999998,-8.9125,-10.59,-12.152
2022-06-10,-11.068000000000001,-9.0265,-11.475999999999999,-12.1665
2022-06-13,-11.894,-9.247,-13.048000000000002,-12.438500000000001
2022-06-14,-13.256,-9.5555,-14.831999999999999,-12.705
2022-06-15,-14.4,-9.888,-16.194,-12.999500000000001
2022-06-16,-15.392000000000001,-10.2715,-17.676,-13.255500000000001
2022-06-17,-16.024,-10.6,-18.614,-13.472999999999999
2022-06-21,-15.633999999999997,-10.827499999999999,-18.532,-13.596
2022-06-22,-14.565999999999999,-10.970500000000001,-18.444,-13.806000000000001
2022-06-23,-13.363999999999999,-11.086000000000002,-18.416,-13.9435
2022-06-24,-11.826,-11.213000000000001,-17.356,-13.9905
2022-06-27,-10.594,-11.318999999999999,-16.4,-14.136499999999998
2022-06-28,-10.106,-11.493500000000001,-16.184,-14.479499999999998
2022-06-29,-9.828,-11.652,-15.992,-14.8125
2022-06-30,-10.048,-11.8625,-16.096,-15.156
2022-07-01,-10.2,-11.9275,-16.446,-15.517
2022-07-05,-10.286,-11.993,-16.706,-15.799000000000001
2022-07-06,-10.081999999999999,-11.928999999999998,-16.55,-16.0785
2022-07-07,-9.959999999999999,-11.9025,-16.096,-16.341
2022-07-08,-9.61,-11.855500000000001,-15.524000000000001,-16.5575
2022-07-11,-9.524,-11.735499999999998,-15.395999999999997,-16.7185
2022-07-12,-9.524000000000001,-11.607000000000001,-15.447999999999999,-16.792
2022-07-13,-9.602,-11.356,-15.632,-16.7245
2022-07-14,-9.862,-11.053999999999998,-16.1,-16.658
2022-07-15,-9.931999999999999,-10.7385,-16.252000000000002,-16.572
2022-07-18,-10.437999999999999,-10.497,-16.352,-16.3875
2022-07-19,-10.5,-10.226,-15.857999999999999,-16.103
2022-07-20,-10.76,-10.1375,-15.184000000000001,-15.8875
2022-07-21,-10.99,-10.16,-14.296000000000001,-15.620999999999999
2022-07-22,-11.508,-10.2745,-13.868,-15.434999999999999
2022-07-25,-11.551999999999998,-10.4285,-13.288,-15.370499999999998
2022-07-26,-11.984,-10.5735,-13.352,-15.341
2022-07-27,-12.172,-10.654,-13.086000000000002,-15.113
2022-07-28,-12.348,-10.790000000000001,-12.774,-14.8165
2022-07-29,-12.65,-10.925,-12.053999999999998,-14.4245
2022-08-01,-12.908000000000001,-11.1055,-11.350000000000001,-14.0965
2022-08-02,-13.142000000000001,-11.2875,-10.53,-13.797
2022-08-03,-12.870000000000001,-11.350999999999999,-9.94,-13.460500000000001
2022-08-04,-12.532,-11.433,-9.578,-13.187000000000001
2022-08-05,-12.181999999999999,-11.568,-9.496,-12.9175
2022-08-08,-11.751999999999999,-11.6625,-9.425999999999998,-12.604000000000001
2022-08-09,-11.23,-11.714,-9.319999999999999,-12.265
2022-08-10,-11.07,-11.718,-9.162,-11.843
2022-08-11,-10.968,-11.709500000000002,-8.992,-11.41
2022-08-12,-10.59,-11.7325,-8.581999999999999,-11.0
2022-08-15,-9.682,-11.4735,-8.104000000000001,-10.542
2022-08-16,-8.830000000000002,-11.2965,-7.554,-10.189
2022-08-17,-8.262,-11.0935,-7.348000000000001,-9.884
2022-08-18,-7.715999999999999,-10.891,-7.104000000000001,-9.611999999999998
2022-08-19,-7.24,-10.6655,-7.244,-9.344
2022-08-22,-7.590000000000001,-10.483,-7.696,-9.144
2022-08-23,-8.092,-10.3235,-8.198,-8.9005
2022-08-24,-8.546,-10.187000000000001,-8.578,-8.757
2022-08-25,-8.847999999999999,-10.016000000000002,-8.822,-8.623999999999999
2022-08-26,-9.41,-9.855500000000001,-9.31,-8.658
2022-08-29,-9.772,-9.699000000000002,-9.620000000000001,-8.7115
2022-08-30,-9.995999999999999,-9.537,-10.028,-8.774999999999999
2022-08-31,-10.024,-9.4755,-10.562,-8.9125
2022-09-01,-9.722,-9.3135,-11.175999999999998,-9.0235
2022-09-02,-9.4,-9.16,-11.492,-9.157
2022-09-06,-9.172,-9.054,-11.768,-9.297
2022-09-07,-8.624,-8.8855,-11.664,-9.361
2022-09-08,-8.18,-8.753,-11.366,-9.4635
2022-09-09,-8.011999999999999,-8.574499999999999,-10.912,-9.503499999999999
2022-09-12,-6.9239999999999995,-8.243500000000001,-10.162,-9.552
2022-09-13,-6.545999999999999,-8.27,-10.129999999999999,-9.803500000000001
2022-09-14,-6.476000000000001,-8.297,-10.290000000000001,-10.045
2022-09-15,-6.536,-8.3215,-10.74,-10.311499999999999
2022-09-16,-6.4799999999999995,-8.2655,-11.57,-10.620000000000001
2022-09-19,-7.074,-8.202,-12.453999999999999,-10.8545
2022-09-20,-7.2219999999999995,-8.178,-12.774,-11.073
2022-09-21,-7.692,-8.197,-13.45,-11.358
2022-09-22,-8.038,-8.1945,-14.080000000000002,-11.687000000000001
2022-09-23,-8.8,-8.253499999999999,-14.851999999999999,-12.127500000000001
2022-09-26,-9.766,-8.291,-15.906,-12.503499999999999
2022-09-27,-10.306000000000001,-8.311499999999999,-16.812,-12.871
2022-09-28,-10.181999999999999,-8.243500000000001,-17.18,-13.146
2022-09-29,-10.374,-8.282,-17.748,-13.483500000000001
2022-09-30,-10.7,-8.498000000000001,-18.288,-13.905499999999998
2022-10-03,-10.65,-8.6035,-18.168,-14.172500000000003
2022-10-04,-9.846,-8.48,-17.518,-14.3085
2022-10-05,-9.366000000000001,-8.428999999999998,-17.14,-14.515
2022-10-06,-8.784,-8.433,-16.595999999999997,-14.791000000000002
2022-10-07,-8.0,-8.495000000000001,-16.264,-15.243500000000001
2022-10-10,-7.402000000000001,-8.722999999999999,-16.554,-15.770500000000002
2022-10-11,-7.298,-8.668000000000001,-17.436,-16.135
2022-10-12,-7.312,-8.638,-18.338,-16.526999999999997
2022-10-13,-6.884,-8.52,-18.654,-16.7695
2022-10-14,-6.354,-8.4635,-18.878,-17.070500000000003
2022-10-17,-5.811999999999999,-8.4075,-18.582,-17.3025
2022-10-18,-5.4719999999999995,-8.230500000000001,-17.99,-17.439
2022-10-19,-5.247999999999999,-8.027000000000001,-17.464,-17.530499999999996
2022-10-20,-5.3340000000000005,-7.843999999999999,-17.482,-17.619999999999997
2022-10-21,-4.8759999999999994,-7.4825,-16.747999999999998,-17.544500000000003
2022-10-24,-4.132,-6.999,-16.216,-17.380000000000003
2022-10-25,-3.3580000000000005,-6.4935,-15.602,-17.1365
2022-10-26,-2.0420000000000003,-5.992,-15.0,-16.9855
2022-10-27,-0.8959999999999999,-5.4745,-14.356,-16.772
2022-10-28,2.366,-4.216,-13.709999999999999,-16.4
2022-10-31,5.054,-3.0730000000000004,-13.38,-16.183
2022-11-01,7.76,-2.092,-13.325999999999999,-16.0885
2022-11-02,9.712,-1.2225,-13.568000000000001,-16.0925
2022-11-03,12.28,-0.20850000000000007,-13.892000000000001,-16.095999999999997
2022-11-04,12.516,0.9129999999999999,-14.372,-15.927000000000001
2022-11-07,13.292000000000002,2.1005,-14.581999999999999,-15.690000000000001
2022-11-08,14.096,3.2565,-14.696000000000002,-15.4035
2022-11-09,15.331999999999999,4.4384999999999994,-14.73,-15.1905
2022-11-10,16.208,5.5645,-13.697999999999999,-14.857
2022-11-11,16.619999999999997,6.656499999999999,-12.734,-14.391
2022-11-14,17.009999999999998,7.806,-12.064,-14.060500000000001
2022-11-15,17.214,8.928,-11.342,-13.741499999999998
2022-11-16,17.368000000000002,10.0925,-10.412,-13.4275
2022-11-17,17.589999999999996,11.2955,-10.426,-13.093
2022-11-18,18.029999999999998,12.383,-10.528,-12.836000000000002
2022-11-21,18.323999999999998,13.419999999999998,-10.552000000000001,-12.6445
2022-11-22,18.762,14.458000000000002,-10.488000000000001,-12.463
2022-11-23,19.26,15.417999999999997,-10.180000000000001,-12.2225
2022-11-25,19.778,16.464000000000002,-9.824,-11.96
2022-11-28,20.09,16.814,-9.825999999999999,-11.865
2022-11-29,20.374000000000002,17.25,-9.798,-11.749
2022-11-30,20.918,17.7475,-9.464,-11.4975
2022-12-01,21.332,18.323,-9.198,-11.129999999999999
2022-12-02,21.810000000000002,18.8465,-8.956,-10.725999999999999
2022-12-05,22.28,19.255000000000003,-8.748000000000001,-10.459
2022-12-06,22.630000000000003,19.5845,-8.76,-10.2935
2022-12-07,22.506,19.85,-9.344,-10.1595
2022-12-08,22.88,20.21,-9.834,-9.906000000000002
2022-12-09,22.664,20.460500000000003,-10.424000000000001,-9.9075
2022-12-12,22.798000000000002,20.799500000000002,-10.454,-9.889
2022-12-13,22.991999999999997,21.08,-10.102,-9.803
2022-12-14,23.136000000000003,21.3305,-9.824000000000002,-9.780000000000001
2022-12-15,22.404000000000003,21.469,-10.118,-9.8325
2022-12-16,22.078,21.5825,-10.492,-9.924
2022-12-19,21.528,21.674,-11.258,-10.0715
2022-12-20,20.482,21.619500000000002,-12.209999999999999,-10.2175
2022-12-21,19.660000000000004,21.555,-12.802000000000001,-10.3585
2022-12-22,19.312,21.482,-13.197999999999999,-10.587
2022-12-23,18.776,21.332,-13.294,-10.7915
2022-12-27,18.398,21.250999999999998,-13.309999999999999,-10.942499999999999
2022-12-28,18.344,21.112000000000002,-13.478,-11.1375
2022-12-29,18.342,20.911,-13.602,-11.392999999999999
2022-12-30,18.496000000000002,20.773,-13.532,-11.6705
2023-01-03,18.580000000000002,20.5245,-13.558000000000002,-11.942
2023-01-04,18.624000000000002,20.336999999999996,-13.398000000000001,-12.105
2023-01-05,18.881999999999998,20.175,-13.216,-12.2515
2023-01-06,19.566,20.176,-12.948000000000002,-12.294
2023-01-09,19.27,19.8705,-12.646,-12.3735
2023-01-10,19.75,19.796,-12.218,-12.3905
2023-01-11,20.214,19.691,-11.690000000000001,-12.414
2023-01-12,20.176,19.471,-10.91,-12.4535
2023-01-13,19.678,19.3115,-10.444,-12.449
2023-01-17,19.764,19.2105,-9.992,-12.342
2023-01-18,18.824,18.982499999999998,-9.952,-12.255500000000001
2023-01-19,17.836,18.767999999999997,-10.256,-12.1635
2023-01-20,17.086000000000002,18.622,-10.308,-11.978
2023-01-23,16.244,18.457500000000003,-10.213999999999999,-11.802
2023-01-24,15.857999999999999,18.346999999999998,-10.113999999999999,-11.571000000000002
2023-01-25,15.947999999999999,18.2755,-9.72,-11.362
2023-01-26,15.947999999999999,18.1555,-9.012,-11.089
2023-01-27,16.146,18.072499999999998,-8.57,-10.751
2023-01-30,16.18,17.916999999999998,-8.568,-10.5435
2023-01-31,16.157999999999998,17.7625,-8.291999999999998,-10.261
2023-02-01,16.064,17.646499999999996,-7.794,-9.921
2023-02-02,15.388,17.3465,-7.231999999999999,-9.5475
2023-02-03,15.524000000000001,17.232999999999997,-6.914,-9.175500000000001
2023-02-06,16.266,17.092,-6.473999999999999,-8.925
2023-02-07,16.762,17.1355,-6.09,-8.622
2023-02-08,17.211999999999996,17.012,-6.104,-8.3925
2023-02-09,18.33,16.8755,-6.5040000000000004,-8.251000000000001
2023-02-10,18.926,16.920499999999997,-6.6739999999999995,-8.1165
2023-02-13,19.234,16.981,-6.564,-7.955
2023-02-14,19.130000000000003,16.976999999999997,-6.6579999999999995,-7.788500000000001
2023-02-15,18.958000000000002,17.0455,-6.531999999999999,-7.5375
2023-02-16,18.37,17.009,-6.478,-7.3065
2023-02-17,17.836000000000002,17.107999999999997,-6.5,-7.164500000000001
2023-02-21,17.056,17.184,-6.984,-7.147500000000001
2023-02-22,16.46,17.1275,-7.4799999999999995,-7.13
2023-02-23,15.772,17.0015,-7.956,-7.096500000000001
2023-02-24,15.024000000000001,16.778,-8.379999999999999,-7.1485
2023-02-27,13.963999999999999,16.5625,-8.716,-7.2010000000000005
2023-02-28,12.838,16.3485,-8.828,-7.2125
2023-03-01,11.72,16.018,-8.937999999999999,-7.291500000000001
2023-03-02,10.873999999999999,15.704000000000002,-9.001999999999999,-7.3985
2023-03-03,10.931999999999999,15.663999999999998,-8.663999999999998,-7.5065
2023-03-06,10.937999999999999,15.416,-8.358,-7.561999999999999
2023-03-07,10.818000000000001,14.986500000000001,-8.256,-7.6579999999999995
2023-03-08,10.98,14.5725,-8.112,-7.797
2023-03-09,10.794,14.0995,-8.396,-7.971499999999999
2023-03-10,10.368,13.6735,-9.168000000000001,-8.1725
2023-03-13,9.934000000000001,13.168000000000001,-9.985999999999999,-8.389999999999999
2023-03-14,9.796,12.627,-10.256,-8.581
2023-03-15,9.645999999999999,12.2015,-10.658,-8.797
2023-03-16,9.889999999999999,11.8325,-10.453999999999999,-8.952
2023-03-17,9.29,11.4035,-10.203999999999999,-9.104000000000001
2023-03-20,9.276,11.028,-9.768,-9.206999999999999
2023-03-21,9.102,10.6385,-9.384,-9.181000000000001
2023-03-22,8.598,10.236,-9.190000000000001,-9.2245
2023-03-23,8.3,9.964500000000001,-9.248000000000001,-9.275
2023-03-24,9.036,9.9065,-9.069999999999999,-9.2765
2023-03-27,9.07,9.8045,-9.02,-9.283
2023-03-28,9.574000000000002,9.822500000000002,-9.232000000000001,-9.282
2023-03-29,10.529999999999998,9.9385,-8.894,-9.2135
2023-03-30,11.27,10.063500000000001,-8.49,-9.147
2023-03-31,12.086,10.195,-7.8740000000000006,-9.079
2023-04-03,13.026,10.3265,-7.19,-8.991000000000001
2023-04-04,13.279999999999998,10.437999999999999,-6.578,-8.8625
2023-04-05,13.862,10.659,-6.264,-8.7515
2023-04-06,14.324000000000002,10.946000000000002,-5.988,-8.545
2023-04-10,14.16,11.142999999999999,-5.9479999999999995,-8.274
2023-04-11,13.970000000000002,11.3355,-6.004,-7.9955
2023-04-12,13.979999999999999,11.483999999999998,-6.029999999999999,-7.806
2023-04-13,13.878,11.716999999999999,-5.772,-7.529999999999999
2023-04-14,13.778,11.918,-5.622,-7.337000000000001
2023-04-17,14.059999999999999,12.3355,-5.428,-7.08
2023-04-18,14.4,12.616499999999998,-5.224,-6.8595
2023-04-19,14.934000000000001,12.941999999999998,-4.948,-6.697
2023-04-20,15.322,13.398000000000001,-5.018000000000001,-6.487
2023-04-21,16.3,13.917999999999997,-5.037999999999999,-6.2845
2023-04-24,17.142,14.362,-5.098000000000001,-6.087
2023-04-25,17.637999999999998,14.758500000000002,-5.42,-5.9595
2023-04-26,17.536,14.932500000000001,-5.8100000000000005,-5.841500000000001
2023-04-27,17.223999999999997,15.071499999999997,-5.786,-5.71
2023-04-28,16.029999999999998,15.108,-5.638,-5.5715
2023-05-01,14.532,14.973500000000001,-5.504,-5.4944999999999995
2023-05-02,13.072,14.77,-5.316,-5.4910000000000005
2023-05-03,11.852,14.5755,-5.176,-5.4910000000000005
2023-05-04,10.431999999999999,14.213999999999999,-5.47,-5.5115
2023-05-05,9.712,13.955000000000002,-5.588,-5.471500000000001
2023-05-08,8.946000000000002,13.669999999999998,-5.708,-5.4345
2023-05-09,8.501999999999999,13.403,-5.71,-5.4174999999999995
2023-05-10,8.138,13.115,-5.514,-5.362
2023-05-11,8.187999999999999,12.791500000000001,-5.218000000000001,-5.372999999999999
2023-05-12,7.758,12.45,-5.258,-5.3805000000000005
2023-05-15,7.7,12.08,-5.244,-5.3885
2023-05-16,7.57,11.695500000000001,-5.274,-5.430000000000001
2023-05-17,7.7620000000000005,11.322,-5.166,-5.416500000000001
2023-05-18,7.628,10.867999999999999,-4.85,-5.331
2023-05-19,7.814,10.3285,-4.54,-5.255999999999999
2023-05-22,7.88,9.7645,-4.28,-5.184
2023-05-23,7.95,9.2735,-4.109999999999999,-5.1025
2023-05-24,8.016,8.942,-4.3,-5.039
2023-05-25,7.861999999999999,8.5275,-4.51,-5.012
2023-05-26,7.38,8.166,-4.446,-4.958
2023-05-30,6.752,7.8195,-4.388,-4.905
2023-05-31,6.304,7.5815,-4.220000000000001,-4.8285
2023-06-01,5.506,7.355499999999999,-3.716,-4.674
2023-06-02,5.548,7.3065,-3.096,-4.4185
2023-06-05,5.696,7.161999999999999,-2.758,-4.250500000000001
2023-06-06,5.638,6.9925,-2.386,-4.0745
2023-06-07,5.380000000000001,6.801,-1.9760000000000002,-3.8950000000000005
2023-06-08,5.973999999999999,6.8145,-1.6440000000000001,-3.7065000000000006
2023-06-09,6.036,6.7685,-1.558,-3.5035000000000003
2023-06-12,6.0760000000000005,6.741499999999999,-1.254,-3.2495
2023-06-13,6.69,6.74,-0.86,-2.9785
2023-06-14,7.2,6.708499999999999,-0.388,-2.6735
2023-06-15,7.363999999999999,6.715000000000001,0.22200000000000003,-2.3594999999999997
2023-06-16,7.566,6.753,0.7260000000000001,-2.1095
2023-06-20,7.523999999999999,6.669,0.958,-1.875
2023-06-21,7.294,6.593500000000001,0.9520000000000002,-1.6705
2023-06-22,7.337999999999999,6.5555,1.004,-1.395
2023-06-23,6.92,6.441,0.652,-1.1215
2023-06-26,6.292,6.3605,0.292,-0.909
2023-06-27,5.828,6.281,0.242,-0.7030000000000001
2023-06-28,5.438,6.265,0.30999999999999994,-0.496
2023-06-29,4.864,6.1955,0.304,-0.26400000000000007
2023-06-30,4.756,6.2535,0.682,-0.022
2023-07-03,4.778,6.168,1.1720000000000002,0.158
2023-07-05,5.089999999999999,6.1295,1.4,0.3365
2023-07-06,5.086,6.127000000000001,1.456,0.46449999999999997
2023-07-07,4.636000000000001,6.0095,1.468,0.597
2023-07-10,4.24,5.819999999999999,1.3,0.7140000000000001
2023-07-11,4.078,5.6785000000000005,1.23,0.8550000000000001
2023-07-12,3.8480000000000003,5.5725,1.3619999999999999,0.9904999999999999
2023-07-13,3.978,5.449,1.8199999999999998,1.1345
2023-07-14,4.7299999999999995,5.392,2.308,1.2710000000000001
2023-07-17,5.215999999999999,5.2829999999999995,2.812,1.3615
2023-07-18,5.787999999999999,5.234,3.344,1.5095
2023-07-19,6.489999999999999,5.314,3.7619999999999996,1.6915
2023-07-20,7.369999999999999,5.468,3.882,1.8669999999999998
2023-07-21,8.309999999999999,5.635,4.0200000000000005,2.025
2023-07-24,8.36,5.642999999999999,4.1739999999999995,2.242
2023-07-25,8.09,5.6835,4.224,2.4925
2023-07-26,7.608,5.759,4.234,2.6895
2023-07-27,6.672,5.7765,4.26,2.8545000000000003
2023-07-28,5.642,5.8295,4.454,3.0625
2023-07-31,5.226,5.7605,4.595999999999999,3.2205
2023-08-01,4.788,5.686,4.616,3.3534999999999995
2023-08-02,4.359999999999999,5.5765,4.406000000000001,3.441
2023-08-03,4.078,5.5245,4.27,3.558
2023-08-04,4.542,5.806,3.886,3.6670000000000003
2023-08-07,5.7379999999999995,6.135,3.6100000000000003,3.7979999999999996
2023-08-08,6.953999999999999,6.404999999999999,3.342,3.8815
2023-08-09,8.187999999999999,6.661500000000001,3.2060000000000004,3.9019999999999997
2023-08-10,9.428,6.8870000000000005,3.1220000000000003,3.8835
2023-08-11,9.826,7.080000000000001,3.104,3.8659999999999997
2023-08-14,9.658000000000001,7.2455,3.024,3.851
2023-08-15,9.572000000000001,7.351000000000001,2.848,3.7574999999999994
2023-08-16,9.16,7.328999999999999,2.666,3.6279999999999992
2023-08-17,8.5,7.169500000000001,2.366,3.5044999999999993
2023-08-18,7.724000000000001,6.9334999999999996,2.09,3.3835
2023-08-21,6.991999999999999,6.903500000000001,1.8239999999999998,3.2634999999999996
2023-08-22,6.374,6.922,1.6780000000000002,3.1209999999999996
2023-08-23,6.191999999999999,6.975,1.7759999999999998,3.0134999999999996
2023-08-24,6.159999999999999,7.041500000000001,1.8039999999999998,2.8905
2023-08-25,6.3420000000000005,7.108499999999999,1.908,2.747
2023-08-28,6.545999999999999,7.233500000000001,2.0100000000000002,2.617
2023-08-29,6.890000000000001,7.4475,2.3440000000000003,2.553
2023-08-30,7.0040000000000004,7.636,2.59,2.5595
2023-08-31,7.032000000000001,7.780000000000001,3.0,2.573
2023-09-01,6.967999999999999,7.715000000000001,3.336,2.6094999999999997
2023-09-05,6.6,7.449000000000001,3.524,2.5955
2023-09-06,5.804,7.159999999999999,3.4,2.5675
2023-09-07,5.034000000000001,6.847499999999999,3.166,2.5495
2023-09-08,5.032,6.681,2.974,2.5360000000000005
2023-09-11,5.302,6.5840000000000005,2.896,2.5575
2023-09-12,5.776,6.4784999999999995,2.77,2.532
2023-09-13,6.602000000000001,6.4174999999999995,2.786,2.5520000000000005
2023-09-14,7.516,6.4365000000000006,3.028,2.6399999999999997
2023-09-15,7.42,6.411,2.9939999999999998,2.693
2023-09-18,7.032000000000001,6.411,2.854,2.7485
2023-09-19,6.75,6.418000000000001,2.782,2.7715000000000005
2023-09-20,6.3420000000000005,6.4094999999999995,2.498,2.757
2023-09-21,5.77,6.3309999999999995,1.718,2.6255
2023-09-22,5.587999999999999,6.268,1.1400000000000001,2.527
2023-09-25,5.37,6.168,0.622,2.4270000000000005
2023-09-26,5.306,6.108,-0.146,2.2325
2023-09-27,5.234,5.9955,-0.722,1.9904999999999997
2023-09-28,5.2780000000000005,5.8995,-0.9339999999999999,1.7445
