Date,rate_T,rate_T_5D,rate_T_20D,rate_VOO,rate_VOO_5D,rate_VOO_20D
2022-01-03,0.0,,,0.0,,
2022-01-04,0.41,,,-0.02,,
2022-01-05,1.53,,,-0.97,,
2022-01-06,1.34,,,-1.04,,
2022-01-07,1.69,0.994,,-1.21,-0.648,
2022-01-10,2.02,1.3980000000000001,,-1.27,-0.9019999999999999,
2022-01-11,1.79,1.6740000000000002,,-0.63,-1.024,
2022-01-12,2.0,1.768,,-0.4,-0.9099999999999999,
2022-01-13,2.69,2.038,,-1.43,-0.9879999999999999,
2022-01-14,3.44,2.3880000000000003,,-1.41,-1.028,
2022-01-18,3.69,2.7220000000000004,,-2.7,-1.314,
2022-01-19,3.63,3.09,,-3.45,-1.8780000000000001,
2022-01-20,3.12,3.314,,-4.24,-2.646,
2022-01-21,2.32,3.2399999999999998,,-5.63,-3.4859999999999998,
2022-01-24,1.79,2.9099999999999997,,-5.34,-4.272,
2022-01-25,2.19,2.61,,-6.33,-4.998,
2022-01-26,-4.3,1.0240000000000002,,-6.51,-5.609999999999999,
2022-01-27,-4.68,-0.5359999999999998,,-6.91,-6.144,
2022-01-28,-1.51,-1.3019999999999998,,-4.96,-6.01,
2022-01-31,-0.66,-1.7919999999999998,1.125,-3.46,-5.634,-2.8954999999999997
2022-02-01,-4.2,-3.0699999999999994,0.915,-2.79,-4.926,-3.035
2022-02-02,-3.8,-2.9699999999999998,0.7045,-1.97,-4.018,-3.1325
2022-02-03,-3.74,-2.782,0.441,-4.0,-3.436,-3.284
2022-02-04,-5.32,-3.5439999999999996,0.10799999999999996,-3.6,-3.164,-3.4120000000000004
2022-02-07,-5.81,-4.574,-0.267,-3.88,-3.2479999999999998,-3.5454999999999997
2022-02-08,-5.78,-4.890000000000001,-0.657,-3.15,-3.3200000000000003,-3.6395000000000004
2022-02-09,-3.75,-4.88,-0.9339999999999999,-1.81,-3.2879999999999994,-3.6985000000000006
2022-02-10,-4.66,-5.064,-1.267,-3.44,-3.1759999999999997,-3.8505000000000003
2022-02-11,-5.09,-5.017999999999999,-1.6560000000000001,-5.24,-3.504,-4.0409999999999995
2022-02-14,-5.38,-4.932,-2.097,-5.53,-3.8340000000000005,-4.247
2022-02-15,-4.29,-4.634,-2.4959999999999996,-4.08,-4.0200000000000005,-4.316
2022-02-16,-5.8,-5.0440000000000005,-2.9675000000000002,-3.98,-4.454,-4.3425
2022-02-17,-6.47,-5.406000000000001,-3.447,-5.93,-4.952,-4.427
2022-02-18,-6.06,-5.6,-3.8660000000000005,-6.5,-5.204,-4.4704999999999995
2022-02-22,-6.51,-5.826,-4.281,-7.48,-5.593999999999999,-4.5775
2022-02-23,-7.42,-6.452,-4.7615,-9.06,-6.590000000000001,-4.714
2022-02-24,-8.47,-6.986,-4.97,-7.73,-7.340000000000001,-4.775
2022-02-25,-5.91,-6.8740000000000006,-5.0315,-5.81,-7.316,-4.720000000000001
2022-02-28,-6.74,-7.010000000000001,-5.293,-6.04,-7.224000000000001,-4.774
2022-03-01,-7.13,-7.134,-5.6165,-7.18,-7.164,-4.96
2022-03-02,-6.05,-6.860000000000001,-5.7090000000000005,-5.58,-6.467999999999999,-5.099500000000001
2022-03-03,-5.71,-6.308,-5.8045,-6.03,-6.128,-5.3025
2022-03-04,-5.86,-6.298,-5.9105,-6.74,-6.314,-5.439500000000001
2022-03-07,-6.98,-6.345999999999999,-5.9935,-9.33,-6.9719999999999995,-5.726
2022-03-08,-9.17,-6.754,-6.1615,-9.98,-7.531999999999999,-6.031000000000001
2022-03-09,-8.17,-7.178,-6.281000000000001,-7.69,-7.954000000000001,-6.258
2022-03-10,-8.44,-7.724000000000001,-6.5155,-8.09,-8.366,-6.572
2022-03-11,-8.44,-8.24,-6.7045,-9.21,-8.86,-6.8605
2022-03-14,-9.6,-8.764,-6.93,-9.84,-8.962,-7.0905000000000005
2022-03-15,-8.82,-8.693999999999999,-7.101999999999999,-7.92,-8.55,-7.210000000000001
2022-03-16,-8.43,-8.746,-7.309,-5.92,-8.196000000000002,-7.302000000000001
2022-03-17,-8.43,-8.744,-7.4405,-4.8,-7.537999999999999,-7.343000000000001
2022-03-18,-8.31,-8.718,-7.532500000000001,-3.77,-6.45,-7.235000000000001
2022-03-21,-8.54,-8.505999999999998,-7.656499999999999,-3.77,-5.236,-7.0985
2022-03-22,-8.35,-8.411999999999999,-7.7485,-2.68,-4.188,-6.858499999999999
2022-03-23,-8.35,-8.395999999999999,-7.794999999999999,-3.9,-3.7840000000000003,-6.600500000000001
2022-03-24,-7.88,-8.285999999999998,-7.7655,-2.83,-3.3899999999999997,-6.3555
2022-03-25,-5.88,-7.8,-7.764,-2.35,-3.106,-6.182499999999999
2022-03-28,-5.76,-7.244,-7.715000000000001,-1.69,-2.69,-5.965000000000001
2022-03-29,-5.29,-6.632,-7.622999999999999,-0.48,-2.25,-5.63
2022-03-30,-4.7,-5.901999999999999,-7.5555,-1.09,-1.688,-5.4055
2022-03-31,-6.7,-5.6659999999999995,-7.6049999999999995,-2.57,-1.636,-5.2325
2022-04-01,-5.17,-5.524,-7.570500000000001,-2.24,-1.614,-5.0075
2022-04-04,-4.41,-5.254,-7.442,-1.45,-1.566,-4.6135
2022-04-05,-5.53,-5.302,-7.260000000000001,-2.62,-1.9939999999999998,-4.2455
