Date,rate_KO,rate_VOO_5D,rate_VOO_20D
2022-03-08,-2.1,2.404,2.6115
2022-03-09,-1.62,1.2799999999999998,2.362
2022-03-10,-3.38,-0.20799999999999982,2.1005
2022-03-11,-3.31,-1.7139999999999997,1.8154999999999997
2022-03-14,-2.3,-2.542,1.668
2022-03-15,-0.52,-2.226,1.5784999999999998
2022-03-16,-0.79,-2.0599999999999996,1.4565
2022-03-17,0.25,-1.3339999999999999,1.3875
2022-03-18,0.27,-0.6179999999999998,1.2205
2022-03-21,1.06,0.05400000000000018,1.0585
2022-03-22,1.42,0.44200000000000017,0.9359999999999999
2022-03-23,0.76,0.7520000000000001,0.8364999999999998
2022-03-24,1.72,1.046,0.8724999999999999
2022-03-25,2.63,1.5180000000000002,0.764
2022-03-28,3.28,1.9620000000000002,0.7374999999999999
2022-03-29,3.67,2.412,0.7579999999999999
2022-03-30,3.76,3.012,0.7459999999999999
2022-03-31,3.41,3.35,0.7135
2022-04-01,4.71,3.7660000000000005,0.7380000000000001
2022-04-04,4.18,3.946,0.8549999999999999
2022-04-05,4.06,4.024,1.1629999999999998
2022-04-06,5.09,4.29,1.4985
2022-04-07,5.65,4.7379999999999995,1.95
2022-04-08,6.29,5.054,2.43
2022-04-11,6.26,5.470000000000001,2.8579999999999997
2022-04-12,7.49,6.156000000000001,3.2585
2022-04-13,7.77,6.692,3.6865
2022-04-14,8.25,7.212000000000001,4.0865
2022-04-18,7.29,7.412000000000001,4.4375
2022-04-19,8.18,7.796000000000001,4.7935
2022-04-20,9.43,8.184000000000001,5.194
2022-04-21,9.78,8.586,5.645
2022-04-22,8.43,8.622,5.9805
2022-04-25,9.4,9.044,6.319
2022-04-26,8.23,9.053999999999998,6.5665
2022-04-27,8.9,8.948,6.828
2022-04-28,9.73,8.938,7.1265
2022-04-29,7.65,8.782,7.338500000000001
2022-05-02,5.93,8.088000000000001,7.399500000000001
2022-05-03,5.4,7.522,7.460500000000001
2022-05-04,8.27,7.396000000000001,7.670999999999999
2022-05-05,7.51,6.952,7.791999999999999
2022-05-06,7.85,6.992,7.902000000000001
2022-05-09,7.65,7.336,7.969999999999999
2022-05-10,6.71,7.598000000000001,7.9925
2022-05-11,7.18,7.38,7.976999999999999
2022-05-12,7.5,7.378,7.963500000000001
2022-05-13,9.4,7.688,8.021
2022-05-16,9.77,8.112,8.145
2022-05-17,9.48,8.666,8.21
2022-05-18,2.09,7.647999999999999,7.843000000000001
2022-05-19,0.16,6.18,7.362
2022-05-20,1.74,4.648,7.027499999999999
2022-05-23,4.77,3.6480000000000006,6.795999999999999
2022-05-24,6.67,3.086,6.718000000000001
2022-05-25,6.75,4.018,6.610499999999999
2022-05-26,7.13,5.412,6.480500000000001
2022-05-27,7.75,6.614,6.4855
2022-05-31,5.62,6.784000000000001,6.469999999999999
2022-06-01,4.97,6.444,6.4485
2022-06-02,6.05,6.304,6.3375
2022-06-03,4.8,5.838,6.202
2022-06-06,4.63,5.214,6.041
2022-06-07,5.26,5.142,5.9215
2022-06-08,4.66,5.08,5.819000000000001
2022-06-09,2.86,4.442,5.603
2022-06-10,2.21,3.9239999999999995,5.3385
2022-06-13,2.1,3.418,4.9735
2022-06-14,-1.4,2.086,4.415
2022-06-15,-0.67,1.02,3.9074999999999998
2022-06-16,-1.67,0.11400000000000006,3.7195
2022-06-17,-1.07,-0.542,3.6580000000000004
2022-06-21,1.04,-0.7540000000000001,3.6229999999999998
2022-06-22,1.78,-0.11799999999999997,3.4735
2022-06-23,2.99,0.6140000000000001,3.2895000000000003
2022-06-24,4.92,1.932,3.198
2022-06-27,4.7,3.086,3.0765
2022-06-28,3.66,3.6100000000000003,2.872
2022-06-29,4.4,4.134,2.811
2022-06-30,4.7,4.476000000000001,2.7975000000000003
2022-07-01,6.95,4.882,2.8425000000000002
2022-07-05,5.17,4.976,2.8609999999999998
2022-07-06,5.39,5.322,2.899
2022-07-07,4.56,5.354,2.864
2022-07-08,4.94,5.402,2.878
2022-07-11,4.61,4.933999999999999,2.9655
2022-07-12,4.17,4.734,3.0635000000000003
2022-07-13,3.68,4.392,3.1425
2022-07-14,3.35,4.15,3.38
2022-07-15,3.88,3.938,3.6075000000000004
2022-07-18,2.48,3.5120000000000005,3.815
2022-07-19,3.93,3.464,4.0649999999999995
2022-07-20,2.23,3.174,4.1245
2022-07-21,2.0,2.904,4.1355
2022-07-22,2.38,2.604,4.1049999999999995
2022-07-25,3.37,2.782,4.027500000000001
2022-07-26,5.06,3.008,4.0455
2022-07-27,4.73,3.508,4.099
2022-07-28,6.47,4.402,4.2025
2022-07-29,6.65,5.256,4.3
2022-08-01,7.04,5.99,4.3045
2022-08-02,5.96,6.17,4.343999999999999
2022-08-03,6.3,6.484,4.3895
2022-08-04,5.99,6.388,4.461
2022-08-05,5.64,6.186,4.496
2022-08-08,5.13,5.804,4.522
2022-08-09,5.22,5.656000000000001,4.5745000000000005
2022-08-10,5.91,5.578,4.686
2022-08-11,5.42,5.4639999999999995,4.7895
2022-08-12,5.97,5.529999999999999,4.894
2022-08-15,6.88,5.88,5.114
2022-08-16,7.47,6.33,5.2909999999999995
2022-08-17,7.3,6.608,5.5445
2022-08-18,7.68,7.06,5.8285
2022-08-19,7.62,7.390000000000001,6.0905000000000005
2022-08-22,6.55,7.324,6.249499999999999
2022-08-23,6.62,7.153999999999999,6.327500000000001
2022-08-24,6.72,7.037999999999999,6.427
2022-08-25,7.07,6.9159999999999995,6.457000000000001
2022-08-26,5.34,6.460000000000001,6.3915
2022-08-29,4.92,6.134,6.2855
2022-08-30,4.27,5.664,6.201
2022-08-31,3.79,5.078,6.0755
2022-09-01,4.0,4.464,5.976000000000001
2022-09-02,3.08,4.0120000000000005,5.848000000000001
2022-09-06,3.11,3.65,5.747
2022-09-07,4.68,3.7319999999999993,5.72
2022-09-08,4.39,3.8519999999999994,5.644
2022-09-09,4.69,3.9899999999999998,5.6075
2022-09-12,4.97,4.367999999999999,5.557499999999999
2022-09-13,1.71,4.087999999999999,5.299
2022-09-14,2.23,3.598,5.037000000000001
2022-09-15,0.21,2.7619999999999996,4.682499999999999
2022-09-16,0.22,1.8679999999999999,4.3095
2022-09-19,0.95,1.064,3.976
2022-09-20,0.8,0.882,3.6885
2022-09-21,-0.02,0.43200000000000005,3.3564999999999996
2022-09-22,-0.25,0.33999999999999997,3.008
2022-09-23,-1.34,0.02799999999999998,2.5875
2022-09-26,-2.54,-0.67,2.1935
2022-09-27,-5.01,-1.832,1.6969999999999998
2022-09-28,-4.02,-2.632,1.2825
2022-09-29,-4.7,-3.522,0.858
2022-09-30,-5.61,-4.376,0.37749999999999995
2022-10-03,-4.45,-4.758000000000001,0.0009999999999999343
2022-10-04,-4.24,-4.604,-0.3665000000000001
2022-10-05,-5.13,-4.8260000000000005,-0.857
2022-10-06,-7.13,-5.312,-1.4330000000000003
2022-10-07,-7.99,-5.788,-2.067
2022-10-10,-8.19,-6.536,-2.725
2022-10-11,-8.04,-7.296000000000001,-3.2125
2022-10-12,-6.93,-7.656000000000001,-3.6704999999999997
2022-10-13,-5.72,-7.374,-3.9669999999999996
2022-10-14,-7.2,-7.215999999999999,-4.337999999999999
2022-10-17,-6.02,-6.781999999999999,-4.6865
2022-10-18,-4.76,-6.1259999999999994,-4.964499999999999
2022-10-19,-5.56,-5.851999999999999,-5.2415
2022-10-20,-7.04,-6.116,-5.581
2022-10-21,-5.56,-5.787999999999999,-5.792
2022-10-24,-2.87,-5.1579999999999995,-5.8085
2022-10-25,-0.55,-4.316,-5.5855
2022-10-26,0.19,-3.166,-5.375
2022-10-27,0.43,-1.672,-5.1185
2022-10-28,2.49,-0.06200000000000001,-4.7135
2022-10-31,0.96,0.704,-4.443
2022-11-01,0.6,0.9339999999999999,-4.201
2022-11-02,-0.77,0.742,-3.9829999999999997
2022-11-03,-0.82,0.492,-3.6674999999999995
2022-11-04,-0.03,-0.012000000000000005,-3.2695
2022-11-07,0.35,-0.134,-2.8425000000000002
2022-11-08,0.53,-0.148,-2.414
2022-11-09,-0.85,-0.16399999999999998,-2.11
2022-11-10,2.66,0.532,-1.691
2022-11-11,3.39,1.216,-1.1615
2022-11-14,2.41,1.6280000000000001,-0.7400000000000001
2022-11-15,2.24,1.9700000000000002,-0.39
2022-11-16,2.06,2.552,-0.00900000000000003
2022-11-17,2.38,2.496,0.4619999999999999
2022-11-18,3.1,2.4379999999999997,0.8949999999999999
2022-11-21,4.67,2.89,1.2719999999999998
2022-11-22,5.12,3.466,1.5554999999999999
2022-11-23,5.59,4.172,1.8255
2022-11-25,5.7,4.836,2.089
2022-11-28,5.71,5.358,2.25
2022-11-29,5.34,5.491999999999999,2.469
2022-11-30,7.24,5.916,2.801
2022-12-01,7.37,6.272,3.2079999999999997
2022-12-02,8.29,6.789999999999999,3.6635000000000004
2022-12-05,6.84,7.016,4.007
2022-12-06,6.8,7.308,4.3295
2022-12-07,6.94,7.247999999999999,4.65
2022-12-08,7.32,7.2379999999999995,5.0585
2022-12-09,6.37,6.854000000000001,5.244
2022-12-12,7.55,6.9959999999999996,5.452
2022-12-13,7.58,7.152000000000001,5.7105
2022-12-14,7.58,7.279999999999999,5.9775
2022-12-15,6.4,7.096000000000001,6.1945
2022-12-16,5.92,7.006,6.3715
2022-12-19,6.04,6.704000000000001,6.5185
2022-12-20,5.97,6.382,6.583499999999999
2022-12-21,7.49,6.364,6.702
2022-12-22,6.8,6.444,6.7625
2022-12-23,7.52,6.764,6.853500000000001
2022-12-27,8.11,7.178,6.9735
2022-12-28,7.14,7.411999999999999,7.0635
2022-12-29,7.72,7.457999999999998,7.0875
2022-12-30,7.2,7.537999999999999,7.078999999999999
2023-01-03,6.06,7.2459999999999996,6.967499999999999
2023-01-04,6.02,6.828,6.9265
2023-01-05,4.84,6.367999999999999,6.8285
2023-01-06,6.83,6.1899999999999995,6.823
2023-01-09,5.51,5.851999999999999,6.732499999999999
2023-01-10,4.71,5.581999999999999,6.649499999999999
2023-01-11,4.51,5.28,6.4975
2023-01-12,3.17,4.946,6.277
2023-01-13,3.53,4.286,6.0745
2023-01-17,3.95,3.974,5.952
2023-01-18,0.82,3.1959999999999997,5.697
2023-01-19,0.67,2.428,5.4285
2023-01-20,1.27,2.0479999999999996,5.193499999999999
2023-01-23,1.52,1.6460000000000001,4.895
2023-01-24,2.06,1.2680000000000002,4.6579999999999995
2023-01-25,2.7,1.6440000000000001,4.417
2023-01-26,2.5,2.0100000000000002,4.1365
2023-01-27,1.96,2.1480000000000006,3.8775
2023-01-30,2.21,2.286,3.6019999999999994
2023-01-31,3.36,2.5460000000000003,3.41
2023-02-01,3.3,2.666,3.272
2023-02-02,1.57,2.48,3.0494999999999997
2023-02-03,0.83,2.2540000000000004,2.8489999999999998
2023-02-06,1.39,2.09,2.5769999999999995
2023-02-07,1.22,1.6620000000000001,2.3625
2023-02-08,0.64,1.13,2.159
2023-02-09,0.47,0.9099999999999999,1.9569999999999996
2023-02-10,0.47,0.8380000000000001,1.8219999999999996
2023-02-13,2.1,0.9800000000000001,1.7505
2023-02-14,0.41,0.818,1.5734999999999997
2023-02-15,0.41,0.772,1.5529999999999997
2023-02-16,-0.2,0.638,1.5094999999999996
2023-02-17,1.3,0.8039999999999999,1.5109999999999997
2023-02-21,0.77,0.538,1.4734999999999998
2023-02-22,1.07,0.6699999999999999,1.424
2023-02-23,1.25,0.8380000000000001,1.3514999999999997
2023-02-24,0.83,1.044,1.2679999999999998
2023-02-27,0.8,0.944,1.2099999999999997
2023-02-28,0.28,0.8460000000000001,1.1134999999999997
2023-03-01,-0.79,0.4739999999999999,0.9059999999999999
2023-03-02,0.62,0.348,0.7719999999999998
2023-03-03,0.16,0.21400000000000002,0.7014999999999998
2023-03-06,1.67,0.388,0.7434999999999998
2023-03-07,1.09,0.55,0.7284999999999998
2023-03-08,1.14,0.9359999999999999,0.7244999999999998
2023-03-09,0.17,0.8459999999999999,0.7009999999999998
2023-03-10,-0.24,0.7659999999999999,0.6654999999999999
2023-03-13,0.75,0.5820000000000001,0.6794999999999998
2023-03-14,1.12,0.588,0.6304999999999998
2023-03-15,1.79,0.718,0.6994999999999998
2023-03-16,1.57,0.998,0.7574999999999998
2023-03-17,1.1,1.266,0.8224999999999998
2023-03-20,2.07,1.53,0.8609999999999998
2023-03-21,1.6,1.626,0.9024999999999999
2023-03-22,1.15,1.498,0.9064999999999998
2023-03-23,0.93,1.3699999999999999,0.8904999999999997
2023-03-24,2.58,1.666,0.9779999999999998
2023-03-27,3.33,1.918,1.1044999999999998
2023-03-28,3.45,2.2880000000000003,1.263
2023-03-29,4.19,2.896,1.5119999999999998
2023-03-30,4.17,3.5439999999999996,1.6895
2023-03-31,4.47,3.9219999999999997,1.9049999999999998
2023-04-03,4.98,4.252,2.0705
2023-04-04,4.67,4.496,2.2495
2023-04-05,5.65,4.787999999999999,2.475
2023-04-06,5.71,5.096,2.752
2023-04-10,5.47,5.296,3.0375
2023-04-11,5.28,5.356,3.2640000000000002
2023-04-12,5.47,5.516,3.4814999999999996
2023-04-13,6.23,5.632,3.7035000000000005
2023-04-14,6.07,5.704,3.9284999999999997
2023-04-17,6.75,5.96,4.211
2023-04-18,6.92,6.288,4.4535
2023-04-19,7.12,6.618,4.7295
2023-04-20,7.59,6.890000000000001,5.051499999999999
2023-04-21,7.74,7.224000000000001,5.392
2023-04-24,7.57,7.388,5.6415
2023-04-25,7.43,7.49,5.846500000000001
2023-04-26,7.0,7.465999999999999,6.024
2023-04-27,7.19,7.386,6.174
2023-04-28,7.86,7.409999999999999,6.3585
2023-05-01,7.9,7.476000000000001,6.529999999999999
2023-05-02,7.52,7.494,6.656999999999999
2023-05-03,7.04,7.502,6.775500000000001
2023-05-04,7.13,7.49,6.849500000000001
2023-05-05,7.53,7.4239999999999995,6.9405
2023-05-08,7.4,7.324000000000001,7.037000000000001
2023-05-09,6.71,7.162000000000001,7.108499999999999
2023-05-10,6.85,7.124,7.1775
2023-05-11,7.32,7.162000000000001,7.232000000000001
2023-05-12,7.64,7.184,7.310499999999999
2023-05-15,7.42,7.188,7.343999999999999
2023-05-16,6.35,7.116,7.3155
2023-05-17,6.25,6.9959999999999996,7.272
2023-05-18,5.72,6.675999999999999,7.1785
2023-05-19,5.77,6.302,7.08
2023-05-22,3.8,5.577999999999999,6.891499999999999
2023-05-23,3.63,5.034000000000001,6.7014999999999985
2023-05-24,2.8,4.343999999999999,6.491499999999999
2023-05-25,2.06,3.6119999999999997,6.235
2023-05-26,1.82,2.822,5.933
2023-05-30,1.06,2.274,5.590999999999999
2023-05-31,0.87,1.722,5.2585
2023-06-01,1.38,1.438,4.975499999999999
2023-06-02,3.26,1.6779999999999997,4.782
2023-06-05,2.58,1.83,4.5344999999999995
2023-06-06,1.85,1.988,4.257
2023-06-07,1.7,2.154,4.0065
2023-06-08,1.95,2.268,3.7615000000000003
2023-06-09,2.11,2.038,3.501
2023-06-12,1.68,1.8579999999999999,3.2029999999999994
2023-06-13,2.08,1.904,2.936
2023-06-14,2.77,2.118,2.7569999999999997
2023-06-15,3.39,2.406,2.614
2023-06-16,4.13,2.81,2.5345
2023-06-20,3.44,3.162,2.4179999999999997
2023-06-21,3.73,3.492,2.4145
2023-06-22,4.43,3.8239999999999994,2.4545
2023-06-23,3.34,3.814,2.4814999999999996
2023-06-26,3.37,3.662,2.5469999999999997
2023-06-27,3.16,3.6060000000000003,2.614
2023-06-28,2.2,3.3,2.6710000000000003
2023-06-29,1.35,2.684,2.6949999999999994
2023-06-30,1.69,2.354,2.7105
2023-07-03,2.25,2.13,2.6599999999999997
2023-07-05,3.0,2.098,2.681
2023-07-06,2.22,2.102,2.6994999999999996
2023-07-07,0.88,2.008,2.6585
2023-07-10,0.13,1.6960000000000002,2.5675
2023-07-11,0.48,1.342,2.4859999999999998
2023-07-12,1.02,0.9460000000000001,2.453
2023-07-13,1.87,0.876,2.4425
2023-07-14,2.8,1.26,2.444
2023-07-17,2.65,1.764,2.4069999999999996
2023-07-18,2.24,2.116,2.3125
2023-07-19,4.04,2.7199999999999998,2.3425
2023-07-20,5.3,3.4059999999999997,2.421
2023-07-21,5.38,3.9219999999999997,2.4684999999999997
2023-07-24,5.42,4.476000000000001,2.5725
2023-07-25,5.06,5.04,2.6569999999999996
2023-07-26,6.41,5.514,2.8194999999999997
2023-07-27,5.38,5.529999999999999,2.9784999999999995
2023-07-28,5.45,5.544,3.1834999999999996
2023-07-31,4.53,5.366,3.3254999999999995
2023-08-01,4.17,5.188,3.4214999999999995
2023-08-02,4.49,4.804,3.496
2023-08-03,3.96,4.5200000000000005,3.5829999999999997
2023-08-04,2.42,3.914,3.6599999999999993
2023-08-07,3.21,3.65,3.814
2023-08-08,2.88,3.3920000000000003,3.9339999999999997
2023-08-09,3.05,3.104,4.0355
2023-08-10,2.88,2.8879999999999995,4.085999999999999
2023-08-11,3.19,3.0420000000000003,4.105499999999999
2023-08-14,2.83,2.966,4.1145000000000005
2023-08-15,2.35,2.86,4.119999999999999
2023-08-16,2.36,2.722,4.036
2023-08-17,2.51,2.648,3.8965000000000005
2023-08-18,2.91,2.5919999999999996,3.7729999999999997
2023-08-21,2.31,2.488,3.6174999999999997
2023-08-22,1.89,2.396,3.4590000000000005
2023-08-23,2.12,2.348,3.2445
2023-08-24,1.94,2.234,3.0725
2023-08-25,2.26,2.104,2.9129999999999994
2023-08-28,2.45,2.132,2.8089999999999997
2023-08-29,2.39,2.232,2.7199999999999998
2023-08-30,2.35,2.278,2.613
2023-08-31,1.63,2.216,2.4964999999999997
2023-09-01,1.02,1.968,2.4265
2023-09-05,0.48,1.5739999999999998,2.2899999999999996
2023-09-06,0.42,1.1800000000000002,2.167
2023-09-07,-0.28,0.654,2.0004999999999997
2023-09-08,-0.28,0.27199999999999996,1.8424999999999998
2023-09-11,0.62,0.192,1.714
2023-09-12,-0.35,0.026000000000000002,1.555
2023-09-13,-0.11,-0.07999999999999999,1.432
2023-09-14,-0.08,-0.039999999999999994,1.3099999999999998
2023-09-15,-0.95,-0.174,1.1369999999999998
2023-09-18,-0.35,-0.368,0.9739999999999996
2023-09-19,-0.55,-0.40800000000000003,0.8309999999999998
2023-09-20,-0.11,-0.40800000000000003,0.7309999999999998
2023-09-21,-1.63,-0.718,0.5434999999999999
2023-09-22,-1.53,-0.834,0.36999999999999983
2023-09-25,-2.54,-1.272,0.12999999999999984
2023-09-26,-3.34,-1.83,-0.15950000000000017
2023-09-27,-4.33,-2.674,-0.49550000000000016
2023-09-28,-4.56,-3.2600000000000002,-0.8410000000000002
2023-09-29,-4.28,-3.81,-1.1365000000000003
2023-10-02,-5.03,-4.308,-1.4390000000000003
2023-10-03,-6.04,-4.848000000000001,-1.7650000000000001
2023-10-04,-5.77,-5.136,-2.0745
2023-10-05,-10.26,-6.276000000000001,-2.5735
2023-10-06,-8.98,-7.215999999999999,-3.0085
2023-10-09,-9.42,-8.094,-3.5105000000000004
2023-10-10,-7.46,-8.378,-3.8659999999999997
2023-10-11,-8.01,-8.826,-4.261
2023-10-12,-9.53,-8.68,-4.7335
2023-10-13,-9.4,-8.764,-5.156000000000001
2023-10-16,-8.48,-8.575999999999999,-5.5625
2023-10-17,-7.39,-8.562,-5.9045000000000005
2023-10-18,-7.43,-8.446,-6.2705
2023-10-19,-6.91,-7.922,-6.5344999999999995
2023-10-20,-6.54,-7.35,-6.784999999999999
2023-10-23,-7.37,-7.128,-7.0265
2023-10-24,-4.71,-6.5920000000000005,-7.095000000000001
2023-10-25,-3.89,-5.8839999999999995,-7.073
2023-10-26,-4.47,-5.395999999999999,-7.0685
2023-10-27,-5.4,-5.168,-7.1245
2023-10-30,-3.84,-4.462,-7.065
2023-10-31,-3.26,-4.172,-6.925999999999999
2023-11-01,-3.29,-4.0520000000000005,-6.802000000000001
2023-11-02,-2.2,-3.5980000000000003,-6.399
2023-11-03,-2.78,-3.074,-6.089
2023-11-06,-2.4,-2.786,-5.7379999999999995
2023-11-07,-2.04,-2.5420000000000003,-5.4670000000000005
2023-11-08,-2.19,-2.322,-5.176
2023-11-09,-2.92,-2.466,-4.8454999999999995
2023-11-10,-2.82,-2.474,-4.516500000000001
2023-11-13,-2.46,-2.4859999999999998,-4.2155000000000005
2023-11-14,-2.18,-2.5140000000000002,-3.9550000000000005
2023-11-15,-1.99,-2.4739999999999998,-3.6830000000000007
2023-11-16,-2.09,-2.308,-3.442
2023-11-17,-1.9,-2.1239999999999997,-3.21
2023-11-20,-1.66,-1.964,-2.9245
2023-11-21,-0.59,-1.6460000000000001,-2.7184999999999997
2023-11-22,0.08,-1.2319999999999998,-2.52
2023-11-24,0.33,-0.748,-2.2800000000000002
2023-11-27,0.15,-0.33799999999999997,-2.0025000000000004
2023-11-28,0.35,0.06400000000000002,-1.7930000000000004
2023-11-29,-0.25,0.132,-1.6425
2023-11-30,0.11,0.138,-1.4725000000000001
2023-12-01,0.45,0.162,-1.3400000000000003
2023-12-04,0.33,0.198,-1.1845
2023-12-05,0.46,0.22000000000000003,-1.0415
2023-12-06,0.37,0.344,-0.9210000000000003
2023-12-07,0.57,0.43599999999999994,-0.7830000000000001
2023-12-08,0.39,0.42400000000000004,-0.6175000000000002
2023-12-11,1.01,0.5599999999999999,-0.42600000000000016
2023-12-12,1.6,0.788,-0.22300000000000014
2023-12-13,2.41,1.1960000000000002,0.006499999999999862
2023-12-14,1.01,1.284,0.15649999999999986
2023-12-15,0.31,1.268,0.27649999999999986
2023-12-18,0.97,1.2600000000000002,0.41999999999999993
2023-12-19,0.66,1.072,0.5359999999999998
2023-12-20,-1.34,0.32199999999999995,0.49849999999999983
2023-12-21,-0.72,-0.02400000000000002,0.4584999999999999
2023-12-22,-0.17,-0.12000000000000002,0.4334999999999999
2023-12-26,0.22,-0.27,0.43699999999999983
2023-12-27,0.47,-0.30800000000000005,0.4429999999999999
2023-12-28,0.53,0.06600000000000002,0.4819999999999999
2023-12-29,0.83,0.376,0.5179999999999998
2024-01-02,2.25,0.86,0.6079999999999999
2024-01-03,2.48,1.312,0.7154999999999998
2024-01-04,2.14,1.6460000000000001,0.7994999999999999
2024-01-05,1.99,1.938,0.8804999999999998
2024-01-08,2.74,2.3200000000000003,0.9889999999999999
2024-01-09,2.55,2.38,1.097
2024-01-10,2.89,2.462,1.1909999999999998
2024-01-11,2.23,2.4800000000000004,1.2224999999999997
2024-01-12,3.22,2.726,1.263
2024-01-16,2.53,2.684,1.339
2024-01-17,2.53,2.68,1.4499999999999997
2024-01-18,2.82,2.6659999999999995,1.5425
2024-01-19,2.26,2.6719999999999997,1.6224999999999998
2024-01-22,1.82,2.392,1.7804999999999995
2024-01-23,2.3,2.346,1.9314999999999998
2024-01-24,0.69,1.9779999999999998,1.9744999999999997
2024-01-25,1.12,1.638,2.0195
2024-01-26,1.48,1.482,2.07
2024-01-29,2.09,1.536,2.1479999999999997
2024-01-30,2.38,1.552,2.2255
2024-01-31,1.68,1.75,2.197
2024-02-01,4.15,2.356,2.2805
2024-02-02,3.41,2.742,2.344
2024-02-05,2.57,2.838,2.3729999999999998
2024-02-06,2.4,2.842,2.356
2024-02-07,2.49,3.004,2.3529999999999998
2024-02-08,2.22,2.618,2.3195
2024-02-09,1.76,2.288,2.296
2024-02-12,2.0,2.1740000000000004,2.235
2024-02-13,1.4,1.9740000000000002,2.1784999999999997
2024-02-14,1.3,1.736,2.117
2024-02-15,1.49,1.5899999999999999,2.0505
2024-02-16,1.47,1.532,2.0109999999999997
2024-02-20,3.7,1.8719999999999999,2.1049999999999995
2024-02-21,4.61,2.5140000000000002,2.2205
2024-02-22,4.46,3.146,2.409
2024-02-23,4.54,3.7560000000000002,2.5799999999999996
2024-02-26,3.71,4.204000000000001,2.6915
2024-02-27,3.08,4.08,2.7409999999999997
2024-02-28,3.19,3.7960000000000003,2.7815
2024-02-29,2.54,3.412,2.8245
2024-03-01,1.67,2.838,2.7005
2024-03-04,2.14,2.524,2.6369999999999996
2024-03-05,1.65,2.2380000000000004,2.5909999999999997
2024-03-06,1.7,1.9400000000000002,2.556
2024-03-07,1.52,1.7360000000000002,2.5075
2024-03-08,1.65,1.7320000000000004,2.479
2024-03-11,2.87,1.8780000000000001,2.5345
2024-03-12,3.31,2.21,2.6
2024-03-13,4.36,2.742,2.7479999999999998
2024-03-14,3.31,3.1000000000000005,2.8485
2024-03-15,2.26,3.222,2.8869999999999996
2024-03-18,2.68,3.184,2.9475
2024-03-19,2.85,3.092,2.9050000000000002
2024-03-20,3.74,2.968,2.8615
2024-03-21,3.26,2.9579999999999997,2.8015
2024-03-22,3.29,3.164,2.739
2024-03-25,3.14,3.2560000000000002,2.7104999999999997
2024-03-26,3.38,3.3620000000000005,2.7254999999999994
2024-03-27,4.22,3.4579999999999997,2.777
2024-03-28,4.47,3.7,2.8735
2024-04-01,3.56,3.754,2.9679999999999995
2024-04-02,2.66,3.658,2.9939999999999998
2024-04-03,2.12,3.406,3.0174999999999996
2024-04-04,1.22,2.806,2.9934999999999996
2024-04-05,1.58,2.228,2.9965
2024-04-08,1.17,1.75,2.9724999999999997
2024-04-09,1.94,1.6059999999999999,2.9259999999999997
2024-04-10,0.58,1.298,2.7895
2024-04-11,0.8,1.214,2.6114999999999995
2024-04-12,-0.51,0.7959999999999999,2.4204999999999997
2024-04-15,-0.74,0.414,2.2704999999999997
2024-04-16,-0.88,-0.15,2.0925
2024-04-17,-0.11,-0.28800000000000003,1.9445000000000001
2024-04-18,0.57,-0.334,1.786
2024-04-19,2.71,0.30999999999999994,1.7585000000000002
2024-04-22,3.36,1.1300000000000001,1.7619999999999998
2024-04-23,3.51,2.008,1.7804999999999995
2024-04-24,5.06,3.042,1.8644999999999996
2024-04-25,5.38,4.004,1.9224999999999999
