Date,rate_VGT_5D,rate_VGT_20D,rate_VOO_5D,rate_VOO_20D
2022-03-31,-3.878,-8.8165,-1.636,-5.2325
2022-04-01,-3.814,-8.519499999999999,-1.614,-5.0075
2022-04-04,-3.624,-7.975,-1.566,-4.6135
2022-04-05,-4.295999999999999,-7.5215000000000005,-1.9939999999999998,-4.2455
2022-04-06,-5.168,-7.3665,-2.4899999999999998,-4.0395
2022-04-07,-5.718,-7.124,-2.596,-3.79
2022-04-08,-6.506,-6.859,-2.814,-3.496
2022-04-11,-8.068000000000001,-6.609,-3.5120000000000005,-3.2510000000000003
2022-04-12,-9.234,-6.5095,-4.044,-3.119
2022-04-13,-9.602,-6.4895,-4.176,-3.0345
2022-04-14,-10.464,-6.6275,-4.630000000000001,-3.063
2022-04-18,-11.044,-6.8625,-5.034000000000001,-3.1420000000000003
2022-04-19,-10.856,-6.9985,-4.822000000000001,-3.1475
2022-04-20,-10.693999999999999,-7.225500000000001,-4.556,-3.211
2022-04-21,-11.176,-7.4670000000000005,-4.7780000000000005,-3.283
2022-04-22,-11.696000000000002,-7.939,-5.276,-3.5345
2022-04-25,-11.962,-8.3315,-5.680000000000001,-3.7855000000000003
2022-04-26,-13.228,-8.943999999999999,-6.894,-4.1985
2022-04-27,-14.244,-9.617,-8.05,-4.661
2022-04-28,-14.25,-10.049000000000001,-8.485999999999999,-4.9825
2022-04-29,-14.496,-10.5935,-9.08,-5.3955
2022-05-02,-14.66,-11.043,-9.604,-5.7829999999999995
2022-05-03,-14.164000000000001,-11.579,-9.538,-6.1915
2022-05-04,-13.266,-11.8595,-8.99,-6.410000000000001
2022-05-05,-13.919999999999998,-12.237,-9.512,-6.7379999999999995
2022-05-06,-14.034,-12.6725,-9.48,-7.1165
2022-05-09,-15.2,-13.2165,-10.168,-7.6215
2022-05-10,-16.148000000000003,-13.599,-10.888,-8.0355
2022-05-11,-18.22,-14.106,-12.406,-8.500499999999999
2022-05-12,-19.526,-14.718,-13.308000000000002,-9.021
2022-05-13,-20.074,-15.075,-13.709999999999999,-9.3865
2022-05-16,-20.116,-15.4845,-13.622,-9.7685
2022-05-17,-19.942,-15.870500000000002,-13.236,-10.139
2022-05-18,-19.966,-16.424,-13.262,-10.677
2022-05-19,-19.982,-16.919500000000003,-13.388,-11.1735
2022-05-20,-20.554,-17.2895,-13.901999999999997,-11.543000000000001
2022-05-23,-20.612000000000002,-17.647,-14.040000000000001,-11.8585
2022-05-24,-21.416,-17.917499999999997,-14.64,-12.075500000000002
2022-05-25,-21.256,-18.177,-14.416,-12.2685
2022-05-26,-20.596,-18.506,-13.745999999999999,-12.4885
2022-05-27,-19.404,-18.5165,-12.65,-12.435500000000001
2022-05-31,-18.669999999999998,-18.6495,-11.966,-12.449
2022-06-01,-17.604000000000003,-18.7775,-11.245999999999999,-12.502500000000001
2022-06-02,-16.316,-18.9395,-10.34,-12.606
2022-06-03,-15.848000000000003,-18.988,-10.056000000000001,-12.624500000000001
2022-06-06,-15.928,-18.99,-10.154,-12.604
2022-06-07,-15.656,-18.7635,-9.982,-12.4025
2022-06-08,-15.592000000000002,-18.6385,-9.918000000000001,-12.26
2022-06-09,-16.432,-18.4925,-10.59,-12.152
2022-06-10,-17.474,-18.475,-11.475999999999999,-12.1665
2022-06-13,-19.246000000000002,-18.783,-13.048000000000002,-12.438500000000001
2022-06-14,-21.154,-19.023,-14.831999999999999,-12.705
2022-06-15,-22.558,-19.2925,-16.194,-12.999500000000001
2022-06-16,-24.158,-19.5405,-17.676,-13.255500000000001
2022-06-17,-24.954,-19.717999999999996,-18.614,-13.472999999999999
2022-06-21,-24.662,-19.81,-18.532,-13.596
2022-06-22,-24.502000000000002,-19.9955,-18.444,-13.806000000000001
2022-06-23,-24.44,-20.0485,-18.416,-13.9435
2022-06-24,-23.162,-20.017000000000003,-17.356,-13.9905
2022-06-27,-22.174,-20.1125,-16.4,-14.136499999999998
2022-06-28,-22.032000000000004,-20.467000000000002,-16.184,-14.479499999999998
2022-06-29,-21.828,-20.785,-15.992,-14.8125
2022-06-30,-22.066,-21.163999999999998,-16.096,-15.156
2022-07-01,-22.69,-21.610500000000002,-16.446,-15.517
2022-07-05,-22.978,-21.895000000000003,-16.706,-15.799000000000001
2022-07-06,-22.682,-22.1555,-16.55,-16.0785
2022-07-07,-22.058,-22.3855,-16.096,-16.341
2022-07-08,-21.208000000000002,-22.568,-15.524000000000001,-16.5575
2022-07-11,-20.779999999999998,-22.697499999999998,-15.395999999999997,-16.7185
2022-07-12,-20.786,-22.723000000000003,-15.447999999999999,-16.792
2022-07-13,-20.93,-22.576500000000003,-15.632,-16.7245
2022-07-14,-21.312,-22.425,-16.1,-16.658
2022-07-15,-21.428,-22.2855,-16.252000000000002,-16.572
2022-07-18,-21.434,-22.0165,-16.352,-16.3875
2022-07-19,-20.764000000000003,-21.675500000000003,-15.857999999999999,-16.103
2022-07-20,-19.764,-21.352,-15.184000000000001,-15.8875
2022-07-21,-18.630000000000003,-20.957,-14.296000000000001,-15.620999999999999
2022-07-22,-18.03,-20.683,-13.868,-15.434999999999999
2022-07-25,-17.394,-20.574499999999997,-13.288,-15.370499999999998
2022-07-26,-17.524,-20.513,-13.352,-15.341
2022-07-27,-17.270000000000003,-20.161499999999997,-13.086000000000002,-15.113
2022-07-28,-17.018,-19.7545,-12.774,-14.8165
2022-07-29,-16.238000000000003,-19.226000000000003,-12.053999999999998,-14.4245
2022-08-01,-15.314000000000002,-18.7305,-11.350000000000001,-14.0965
2022-08-02,-14.154,-18.307,-10.53,-13.797
2022-08-03,-13.306000000000001,-17.817500000000003,-9.94,-13.460500000000001
2022-08-04,-12.65,-17.4025,-9.578,-13.187000000000001
2022-08-05,-12.286,-16.9955,-9.496,-12.9175
2022-08-08,-12.053999999999998,-16.549,-9.425999999999998,-12.604000000000001
2022-08-09,-11.902,-16.086000000000002,-9.319999999999999,-12.265
2022-08-10,-11.758,-15.524499999999998,-9.162,-11.843
2022-08-11,-11.726,-15.006,-8.992,-11.41
2022-08-12,-11.424000000000001,-14.494499999999999,-8.581999999999999,-11.0
2022-08-15,-10.956,-13.929499999999999,-8.104000000000001,-10.542
2022-08-16,-10.384,-13.491,-7.554,-10.189
2022-08-17,-10.274000000000001,-13.152000000000001,-7.348000000000001,-9.884
2022-08-18,-10.032,-12.8565,-7.104000000000001,-9.611999999999998
2022-08-19,-10.27,-12.5545,-7.244,-9.344
2022-08-22,-10.904,-12.306999999999999,-7.696,-9.144
2022-08-23,-11.524000000000001,-11.991,-8.198,-8.9005
2022-08-24,-12.024,-11.8405,-8.578,-8.757
2022-08-25,-12.376,-11.696,-8.822,-8.623999999999999
2022-08-26,-12.995999999999999,-11.744,-9.31,-8.658
2022-08-29,-13.437999999999999,-11.838,-9.620000000000001,-8.7115
2022-08-30,-13.963999999999999,-11.9435,-10.028,-8.774999999999999
2022-08-31,-14.616,-12.168,-10.562,-8.9125
2022-09-01,-15.49,-12.406,-11.175999999999998,-9.0235
2022-09-02,-15.99,-12.67,-11.492,-9.157
2022-09-06,-16.422000000000004,-12.930000000000001,-11.768,-9.297
2022-09-07,-16.528,-13.1,-11.664,-9.361
2022-09-08,-16.436,-13.3375,-11.366,-9.4635
2022-09-09,-16.002000000000002,-13.475,-10.912,-9.503499999999999
2022-09-12,-15.198000000000002,-13.613499999999998,-10.162,-9.552
2022-09-13,-15.184000000000001,-13.987,-10.129999999999999,-9.803500000000001
2022-09-14,-15.315999999999999,-14.333000000000002,-10.290000000000001,-10.045
2022-09-15,-15.888,-14.741,-10.74,-10.311499999999999
2022-09-16,-16.904,-15.193000000000001,-11.57,-10.620000000000001
2022-09-19,-18.048000000000002,-15.558000000000002,-12.453999999999999,-10.8545
2022-09-20,-18.424,-15.867,-12.774,-11.073
2022-09-21,-19.106,-16.2285,-13.45,-11.358
2022-09-22,-19.642000000000003,-16.6455,-14.080000000000002,-11.687000000000001
2022-09-23,-20.28,-17.169,-14.851999999999999,-12.127500000000001
2022-09-26,-21.133999999999997,-17.5925,-15.906,-12.503499999999999
2022-09-27,-21.836000000000002,-17.966500000000003,-16.812,-12.871
2022-09-28,-22.16,-18.2775,-17.18,-13.146
2022-09-29,-22.674,-18.66,-17.748,-13.483500000000001
2022-09-30,-23.244,-19.107499999999998,-18.288,-13.905499999999998
2022-10-03,-23.156,-19.384,-18.168,-14.172500000000003
2022-10-04,-22.595999999999997,-19.509999999999998,-17.518,-14.3085
2022-10-05,-22.128,-19.6775,-17.14,-14.515
2022-10-06,-21.383999999999997,-19.897,-16.595999999999997,-14.791000000000002
2022-10-07,-21.009999999999998,-20.3595,-16.264,-15.243500000000001
2022-10-10,-21.462,-20.95,-16.554,-15.770500000000002
2022-10-11,-22.68,-21.384,-17.436,-16.135
2022-10-12,-23.998,-21.848,-18.338,-16.526999999999997
2022-10-13,-24.786,-22.1215,-18.654,-16.7695
2022-10-14,-25.354000000000003,-22.472,-18.878,-17.070500000000003
2022-10-17,-25.2,-22.738,-18.582,-17.3025
2022-10-18,-24.652,-22.941,-17.99,-17.439
2022-10-19,-24.125999999999998,-23.103,-17.464,-17.530499999999996
2022-10-20,-24.003999999999998,-23.212,-17.482,-17.619999999999997
2022-10-21,-23.066000000000003,-23.1685,-16.747999999999998,-17.544500000000003
2022-10-24,-22.402,-23.055,-16.216,-17.380000000000003
2022-10-25,-21.552,-22.869999999999997,-15.602,-17.1365
2022-10-26,-20.948,-22.8,-15.0,-16.9855
2022-10-27,-20.512,-22.6715,-14.356,-16.772
2022-10-28,-19.85,-22.32,-13.709999999999999,-16.4
2022-10-31,-19.562,-22.1565,-13.38,-16.183
2022-11-01,-19.64,-22.131,-13.325999999999999,-16.0885
2022-11-02,-19.964,-22.259,-13.568000000000001,-16.0925
2022-11-03,-20.548000000000002,-22.4625,-13.892000000000001,-16.095999999999997
2022-11-04,-21.566,-22.459,-14.372,-15.927000000000001
2022-11-07,-22.178,-22.335500000000003,-14.581999999999999,-15.690000000000001
2022-11-08,-22.622,-22.1165,-14.696000000000002,-15.4035
2022-11-09,-22.907999999999998,-21.9865,-14.73,-15.1905
2022-11-10,-21.514000000000003,-21.6445,-13.697999999999999,-14.857
2022-11-11,-19.976,-21.1145,-12.734,-14.391
2022-11-14,-18.81,-20.738,-12.064,-14.060500000000001
2022-11-15,-17.55,-20.341,-11.342,-13.741499999999998
2022-11-16,-16.164,-19.996000000000002,-10.412,-13.4275
2022-11-17,-16.046,-19.655,-10.426,-13.093
2022-11-18,-16.240000000000002,-19.407999999999998,-10.528,-12.836000000000002
2022-11-21,-16.47,-19.255000000000003,-10.552000000000001,-12.6445
2022-11-22,-16.648000000000003,-19.115000000000002,-10.488000000000001,-12.463
2022-11-23,-16.369999999999997,-18.8515,-10.180000000000001,-12.2225
2022-11-25,-16.188,-18.574,-9.824,-11.96
2022-11-28,-16.369999999999997,-18.538,-9.825999999999999,-11.865
2022-11-29,-16.508000000000003,-18.491500000000002,-9.798,-11.749
2022-11-30,-16.154000000000003,-18.2435,-9.464,-11.4975
2022-12-01,-15.85,-17.823,-9.198,-11.129999999999999
2022-12-02,-15.532,-17.32,-8.956,-10.725999999999999
2022-12-05,-15.180000000000001,-16.941499999999998,-8.748000000000001,-10.459
2022-12-06,-15.033999999999997,-16.705499999999997,-8.76,-10.2935
2022-12-07,-15.74,-16.523,-9.344,-10.1595
2022-12-08,-16.292,-16.169,-9.834,-9.906000000000002
2022-12-09,-16.852,-16.154500000000002,-10.424000000000001,-9.9075
2022-12-12,-16.746000000000002,-16.134,-10.454,-9.889
2022-12-13,-16.086000000000002,-16.0245,-10.102,-9.803
2022-12-14,-15.48,-16.0055,-9.824000000000002,-9.780000000000001
2022-12-15,-15.828,-16.085,-10.118,-9.8325
2022-12-16,-16.29,-16.2155,-10.492,-9.924
2022-12-19,-17.334,-16.407500000000002,-11.258,-10.0715
2022-12-20,-18.541999999999998,-16.5425,-12.209999999999999,-10.2175
2022-12-21,-19.374000000000002,-16.687,-12.802000000000001,-10.3585
2022-12-22,-19.926,-16.973999999999997,-13.197999999999999,-10.587
2022-12-23,-20.259999999999998,-17.2335,-13.294,-10.7915
2022-12-27,-20.518,-17.444499999999998,-13.309999999999999,-10.942499999999999
2022-12-28,-21.054000000000002,-17.679,-13.478,-11.1375
2022-12-29,-21.426000000000002,-18.005000000000003,-13.602,-11.392999999999999
2022-12-30,-21.410000000000004,-18.363999999999997,-13.532,-11.6705
2023-01-03,-21.448,-18.7125,-13.558000000000002,-11.942
2023-01-04,-21.268,-18.966500000000003,-13.398000000000001,-12.105
2023-01-05,-21.165999999999997,-19.212,-13.216,-12.2515
2023-01-06,-21.044,-19.331,-12.948000000000002,-12.294
2023-01-09,-20.717999999999996,-19.4705,-12.646,-12.3735
2023-01-10,-20.24,-19.5595,-12.218,-12.3905
2023-01-11,-19.56,-19.669999999999998,-11.690000000000001,-12.414
2023-01-12,-18.432,-19.7985,-10.91,-12.4535
2023-01-13,-17.668,-19.878,-10.444,-12.449
2023-01-17,-17.018,-19.768,-9.992,-12.342
2023-01-18,-16.68,-19.657,-9.952,-12.255500000000001
2023-01-19,-16.81,-19.538999999999998,-10.256,-12.1635
2023-01-20,-16.616,-19.317,-10.308,-11.978
2023-01-23,-16.1,-19.0595,-10.213999999999999,-11.802
2023-01-24,-15.693999999999999,-18.71,-10.113999999999999,-11.571000000000002
2023-01-25,-15.116,-18.371,-9.72,-11.362
2023-01-26,-14.069999999999999,-17.927,-9.012,-11.089
2023-01-27,-13.396,-17.4025,-8.57,-10.751
2023-01-30,-13.45,-17.0655,-8.568,-10.5435
2023-01-31,-13.220000000000002,-16.6625,-8.291999999999998,-10.261
2023-02-01,-12.484,-16.13,-7.794,-9.921
2023-02-02,-11.506,-15.486500000000001,-7.231999999999999,-9.5475
2023-02-03,-10.794,-14.8095,-6.914,-9.175500000000001
2023-02-06,-9.974,-14.298000000000002,-6.473999999999999,-8.925
2023-02-07,-9.054,-13.746500000000001,-6.09,-8.622
2023-02-08,-8.798,-13.269499999999999,-6.104,-8.3925
2023-02-09,-9.114,-12.875,-6.5040000000000004,-8.251000000000001
2023-02-10,-9.338,-12.536,-6.6739999999999995,-8.1165
2023-02-13,-9.08,-12.151,-6.564,-7.955
2023-02-14,-9.104000000000001,-11.768,-6.6579999999999995,-7.788500000000001
2023-02-15,-8.832,-11.307500000000001,-6.531999999999999,-7.5375
2023-02-16,-8.762,-10.863000000000001,-6.478,-7.3065
2023-02-17,-8.768,-10.574000000000002,-6.5,-7.164500000000001
2023-02-21,-9.368,-10.468,-6.984,-7.147500000000001
2023-02-22,-10.044,-10.355500000000001,-7.4799999999999995,-7.13
2023-02-23,-10.612,-10.1815,-7.956,-7.096500000000001
2023-02-24,-11.158,-10.135000000000002,-8.379999999999999,-7.1485
2023-02-27,-11.47,-10.0925,-8.716,-7.2010000000000005
2023-02-28,-11.458,-9.969999999999999,-8.828,-7.2125
2023-03-01,-11.51,-9.928,-8.937999999999999,-7.291500000000001
2023-03-02,-11.594,-9.959,-9.001999999999999,-7.3985
2023-03-03,-11.116,-10.037500000000001,-8.663999999999998,-7.5065
2023-03-06,-10.642,-10.0545,-8.358,-7.561999999999999
2023-03-07,-10.36,-10.0665,-8.256,-7.6579999999999995
2023-03-08,-9.879999999999999,-10.1345,-8.112,-7.797
2023-03-09,-9.844,-10.2205,-8.396,-7.971499999999999
2023-03-10,-10.453999999999999,-10.372499999999999,-9.168000000000001,-8.1725
2023-03-13,-11.047999999999998,-10.482,-9.985999999999999,-8.389999999999999
2023-03-14,-11.052000000000001,-10.5595,-10.256,-8.581
2023-03-15,-11.193999999999999,-10.657,-10.658,-8.797
2023-03-16,-10.597999999999999,-10.662,-10.453999999999999,-8.952
2023-03-17,-9.724,-10.613,-10.203999999999999,-9.104000000000001
2023-03-20,-8.870000000000001,-10.5075,-9.768,-9.206999999999999
2023-03-21,-8.196,-10.2665,-9.384,-9.181000000000001
2023-03-22,-7.736,-10.08,-9.190000000000001,-9.2245
2023-03-23,-7.4959999999999996,-9.883,-9.248000000000001,-9.275
2023-03-24,-7.212000000000001,-9.6265,-9.069999999999999,-9.2765
2023-03-27,-7.096000000000001,-9.414,-9.02,-9.283
2023-03-28,-7.26,-9.217,-9.232000000000001,-9.282
2023-03-29,-6.831999999999999,-8.910499999999999,-8.894,-9.2135
2023-03-30,-6.467999999999999,-8.6015,-8.49,-9.147
2023-03-31,-5.795999999999999,-8.296499999999998,-7.8740000000000006,-9.079
2023-04-03,-5.0200000000000005,-8.0085,-7.19,-8.991000000000001
2023-04-04,-4.286,-7.6985,-6.578,-8.8625
2023-04-05,-4.15,-7.478,-6.264,-8.7515
2023-04-06,-4.104,-7.166500000000001,-5.988,-8.545
2023-04-10,-4.3740000000000006,-6.7765,-5.9479999999999995,-8.274
2023-04-11,-4.752,-6.4345,-6.004,-7.9955
2023-04-12,-5.106,-6.212,-6.029999999999999,-7.806
2023-04-13,-4.928,-5.911499999999999,-5.772,-7.529999999999999
2023-04-14,-4.909999999999999,-5.7445,-5.622,-7.337000000000001
2023-04-17,-4.822,-5.551,-5.428,-7.08
2023-04-18,-4.572,-5.36,-5.224,-6.8595
2023-04-19,-4.258,-5.227500000000001,-4.948,-6.697
2023-04-20,-4.359999999999999,-5.067500000000001,-5.018000000000001,-6.487
2023-04-21,-4.444000000000001,-4.9815000000000005,-5.037999999999999,-6.2845
2023-04-24,-4.65,-4.9105,-5.098000000000001,-6.087
2023-04-25,-5.266,-4.9025,-5.42,-5.9595
2023-04-26,-5.630000000000001,-4.819999999999999,-5.8100000000000005,-5.841500000000001
2023-04-27,-5.566,-4.751,-5.786,-5.71
2023-04-28,-5.279999999999999,-4.6845,-5.638,-5.5715
2023-05-01,-4.898,-4.686,-5.504,-5.4944999999999995
2023-05-02,-4.35,-4.735,-5.316,-5.4910000000000005
2023-05-03,-4.148,-4.785500000000001,-5.176,-5.4910000000000005
2023-05-04,-4.336,-4.7975,-5.47,-5.5115
2023-05-05,-4.2379999999999995,-4.718,-5.588,-5.471500000000001
2023-05-08,-4.152,-4.6305,-5.708,-5.4345
2023-05-09,-4.002000000000001,-4.547499999999999,-5.71,-5.4174999999999995
2023-05-10,-3.524,-4.39,-5.514,-5.362
2023-05-11,-3.054,-4.329,-5.218000000000001,-5.372999999999999
2023-05-12,-3.084,-4.2615,-5.258,-5.3805000000000005
2023-05-15,-2.9779999999999998,-4.1695,-5.244,-5.3885
2023-05-16,-2.748,-4.0915,-5.274,-5.430000000000001
2023-05-17,-2.442,-3.936,-5.166,-5.416500000000001
2023-05-18,-1.6780000000000002,-3.658499999999999,-4.85,-5.331
2023-05-19,-0.914,-3.379,-4.54,-5.255999999999999
2023-05-22,-0.256,-3.071,-4.28,-5.184
2023-05-23,0.11199999999999999,-2.747,-4.109999999999999,-5.1025
2023-05-24,0.07999999999999999,-2.5085,-4.3,-5.039
2023-05-25,0.36400000000000005,-2.176,-4.51,-5.012
2023-05-26,1.218,-1.7545000000000002,-4.446,-4.958
2023-05-30,2.13,-1.314,-4.388,-4.905
2023-05-31,3.154,-0.8709999999999999,-4.220000000000001,-4.8285
2023-06-01,4.49,-0.34900000000000003,-3.716,-4.674
2023-06-02,5.252,0.221,-3.096,-4.4185
2023-06-05,5.378,0.6495,-2.758,-4.250500000000001
2023-06-06,5.428,1.081,-2.386,-4.0745
2023-06-07,5.37,1.472,-1.9760000000000002,-3.8950000000000005
2023-06-08,5.322,1.8625,-1.6440000000000001,-3.7065000000000006
2023-06-09,5.236,2.2935,-1.558,-3.5035000000000003
2023-06-12,5.67,2.838,-1.254,-3.2495
2023-06-13,6.2219999999999995,3.3810000000000002,-0.86,-2.9785
2023-06-14,7.2459999999999996,3.9705,-0.388,-2.6735
2023-06-15,8.346,4.5595,0.22200000000000003,-2.3594999999999997
2023-06-16,9.18,5.008,0.7260000000000001,-2.1095
2023-06-20,9.47,5.433999999999999,0.958,-1.875
2023-06-21,9.285999999999998,5.7665,0.9520000000000002,-1.6705
2023-06-22,9.1,6.2175,1.004,-1.395
2023-06-23,8.394000000000002,6.638,0.652,-1.1215
2023-06-26,7.702,6.842499999999999,0.292,-0.909
2023-06-27,7.558,7.019,0.242,-0.7030000000000001
2023-06-28,7.794,7.1825,0.30999999999999994,-0.496
2023-06-29,7.869999999999999,7.3965000000000005,0.304,-0.26400000000000007
2023-06-30,8.526,7.647,0.682,-0.022
2023-07-03,9.274,7.847999999999999,1.1720000000000002,0.158
2023-07-05,9.466000000000001,8.041,1.4,0.3365
2023-07-06,9.52,8.2055,1.456,0.46449999999999997
2023-07-07,9.49,8.4265,1.468,0.597
2023-07-10,9.208000000000002,8.618500000000001,1.3,0.7140000000000001
2023-07-11,9.086,8.810500000000001,1.23,0.8550000000000001
2023-07-12,9.322,8.954,1.3619999999999999,0.9904999999999999
2023-07-13,9.966,9.1415,1.8199999999999998,1.1345
2023-07-14,10.602,9.2655,2.308,1.2710000000000001
2023-07-17,11.447999999999999,9.394000000000002,2.812,1.3615
2023-07-18,12.464,9.631499999999999,3.344,1.5095
2023-07-19,13.195999999999998,9.885499999999999,3.7619999999999996,1.6915
2023-07-20,13.126,10.1015,3.882,1.8669999999999998
2023-07-21,13.097999999999999,10.265,4.0200000000000005,2.025
2023-07-24,12.802000000000001,10.495999999999999,4.1739999999999995,2.242
2023-07-25,12.504,10.832,4.224,2.4925
2023-07-26,12.01,10.9985,4.234,2.6895
2023-07-27,11.889999999999999,11.125499999999999,4.26,2.8545000000000003
2023-07-28,12.12,11.327499999999999,4.454,3.0625
2023-07-31,12.434,11.472999999999999,4.595999999999999,3.2205
2023-08-01,12.454,11.627,4.616,3.3534999999999995
2023-08-02,12.234,11.6905,4.406000000000001,3.441
2023-08-03,12.044,11.756499999999999,4.27,3.558
2023-08-04,11.306000000000001,11.7815,3.886,3.6670000000000003
2023-08-07,10.488,11.793,3.6100000000000003,3.7979999999999996
2023-08-08,9.572,11.7485,3.342,3.8815
2023-08-09,8.940000000000001,11.595,3.2060000000000004,3.9019999999999997
2023-08-10,8.394,11.3635,3.1220000000000003,3.8835
2023-08-11,7.986,11.127500000000001,3.104,3.8659999999999997
2023-08-14,7.768000000000001,10.873,3.024,3.851
2023-08-15,7.548,10.5195,2.848,3.7574999999999994
2023-08-16,7.403999999999999,10.147,2.666,3.6279999999999992
2023-08-17,7.0920000000000005,9.855,2.366,3.5044999999999993
2023-08-18,6.903999999999999,9.578999999999999,2.09,3.3835
2023-08-21,6.7379999999999995,9.357,1.8239999999999998,3.2634999999999996
2023-08-22,6.7219999999999995,9.074,1.6780000000000002,3.1209999999999996
2023-08-23,7.1,8.9195,1.7759999999999998,3.0134999999999996
2023-08-24,7.296000000000001,8.7065,1.8039999999999998,2.8905
2023-08-25,7.608,8.451,1.908,2.747
2023-08-28,7.787999999999999,8.1955,2.0100000000000002,2.617
2023-08-29,8.251999999999999,8.023499999999999,2.3440000000000003,2.553
2023-08-30,8.578,8.005500000000001,2.59,2.5595
2023-08-31,9.314,8.024,3.0,2.573
2023-09-01,9.924000000000001,8.105500000000001,3.336,2.6094999999999997
2023-09-05,10.45,8.186,3.524,2.5955
2023-09-06,10.476,8.249500000000001,3.4,2.5675
2023-09-07,10.084,8.2915,3.166,2.5495
2023-09-08,9.645999999999999,8.337,2.974,2.5360000000000005
2023-09-11,9.288,8.431000000000001,2.896,2.5575
2023-09-12,8.536,8.378,2.77,2.532
2023-09-13,8.022,8.367999999999999,2.786,2.5520000000000005
2023-09-14,7.95,8.428,3.028,2.6399999999999997
2023-09-15,7.4719999999999995,8.432,2.9939999999999998,2.693
2023-09-18,6.9799999999999995,8.45,2.854,2.7485
2023-09-19,6.82,8.3985,2.782,2.7715000000000005
2023-09-20,6.326,8.269,2.498,2.757
2023-09-21,5.35,7.9905,1.718,2.6255
2023-09-22,4.808000000000001,7.81,1.1400000000000001,2.527
2023-09-25,4.264,7.614,0.622,2.4270000000000005
2023-09-26,3.3900000000000006,7.299000000000001,-0.146,2.2325
2023-09-27,2.884,6.927000000000001,-0.722,1.9904999999999997
