Date,rate_VCR_5D,rate_VCR_20D,rate_VOO_5D,rate_VOO_20D
2022-03-30,-5.720000000000001,-10.4805,-1.688,-5.4055
2022-03-31,-5.656000000000001,-10.2595,-1.636,-5.2325
2022-04-01,-5.492,-9.9495,-1.614,-5.0075
2022-04-04,-5.372,-9.334999999999999,-1.566,-4.6135
2022-04-05,-6.037999999999999,-8.842,-1.9939999999999998,-4.2455
2022-04-06,-6.846000000000001,-8.587,-2.4899999999999998,-4.0395
2022-04-07,-7.236,-8.3525,-2.596,-3.79
2022-04-08,-7.816,-8.072,-2.814,-3.496
2022-04-11,-9.040000000000001,-7.793000000000001,-3.5120000000000005,-3.2510000000000003
2022-04-12,-9.797999999999998,-7.633999999999999,-4.044,-3.119
2022-04-13,-9.65,-7.516500000000001,-4.176,-3.0345
2022-04-14,-9.824000000000002,-7.538500000000001,-4.630000000000001,-3.063
2022-04-18,-9.836,-7.644999999999999,-5.034000000000001,-3.1420000000000003
2022-04-19,-9.046000000000001,-7.5715,-4.822000000000001,-3.1475
2022-04-20,-8.530000000000001,-7.654000000000001,-4.556,-3.211
2022-04-21,-8.692,-7.726999999999999,-4.7780000000000005,-3.283
2022-04-22,-9.038,-7.9385,-5.276,-3.5345
2022-04-25,-9.234,-8.0945,-5.680000000000001,-3.7855000000000003
2022-04-26,-10.8,-8.564499999999999,-6.894,-4.1985
2022-04-27,-12.144,-9.127500000000001,-8.05,-4.661
2022-04-28,-12.868,-9.514,-8.485999999999999,-4.9825
2022-04-29,-14.024000000000001,-10.0305,-9.08,-5.3955
2022-05-02,-14.995999999999999,-10.4705,-9.604,-5.7829999999999995
2022-05-03,-15.203999999999999,-11.022499999999999,-9.538,-6.1915
2022-05-04,-14.941999999999998,-11.3535,-8.99,-6.410000000000001
2022-05-05,-16.003999999999998,-11.8035,-9.512,-6.7379999999999995
2022-05-06,-16.408,-12.3235,-9.48,-7.1165
2022-05-09,-17.852,-12.979499999999998,-10.168,-7.6215
2022-05-10,-19.278,-13.581999999999999,-10.888,-8.0355
2022-05-11,-21.72,-14.333999999999998,-12.406,-8.500499999999999
2022-05-12,-23.058,-15.1555,-13.308000000000002,-9.021
2022-05-13,-23.588,-15.764500000000002,-13.709999999999999,-9.3865
2022-05-16,-23.752,-16.4585,-13.622,-9.7685
2022-05-17,-23.474,-17.189,-13.236,-10.139
2022-05-18,-23.628000000000004,-18.1085,-13.262,-10.677
2022-05-19,-23.93,-18.964999999999996,-13.388,-11.1735
2022-05-20,-25.048000000000002,-19.767000000000003,-13.901999999999997,-11.543000000000001
2022-05-23,-25.784,-20.596,-14.040000000000001,-11.8585
2022-05-24,-27.318,-21.3185,-14.64,-12.075500000000002
2022-05-25,-27.413999999999998,-21.926000000000002,-14.416,-12.2685
2022-05-26,-26.836000000000002,-22.457,-13.745999999999999,-12.4885
2022-05-27,-25.55,-22.648500000000002,-12.65,-12.435500000000001
2022-05-31,-24.29,-22.9195,-11.966,-12.449
2022-06-01,-22.637999999999998,-23.177,-11.245999999999999,-12.502500000000001
2022-06-02,-20.962,-23.431,-10.34,-12.606
2022-06-03,-20.39,-23.553500000000003,-10.056000000000001,-12.624500000000001
2022-06-06,-20.142,-23.582,-10.154,-12.604
2022-06-07,-19.964,-23.447499999999998,-9.982,-12.4025
2022-06-08,-19.880000000000003,-23.3275,-9.918000000000001,-12.26
2022-06-09,-20.582,-23.1465,-10.59,-12.152
2022-06-10,-21.502,-23.1645,-11.475999999999999,-12.1665
2022-06-13,-23.288,-23.506999999999998,-13.048000000000002,-12.438500000000001
2022-06-14,-25.074,-23.778,-14.831999999999999,-12.705
2022-06-15,-26.360000000000003,-24.049,-16.194,-12.999500000000001
2022-06-16,-28.065999999999995,-24.256,-17.676,-13.255500000000001
2022-06-17,-28.944,-24.418,-18.614,-13.472999999999999
2022-06-21,-28.77,-24.4375,-18.532,-13.596
2022-06-22,-28.584000000000003,-24.478,-18.444,-13.806000000000001
2022-06-23,-28.574,-24.363,-18.416,-13.9435
2022-06-24,-27.288,-24.2245,-17.356,-13.9905
2022-06-27,-26.358000000000004,-24.2985,-16.4,-14.136499999999998
2022-06-28,-26.333999999999996,-24.633499999999998,-16.184,-14.479499999999998
2022-06-29,-26.330000000000002,-24.988,-15.992,-14.8125
2022-06-30,-26.778,-25.398000000000003,-16.096,-15.156
2022-07-01,-27.366000000000003,-25.825499999999998,-16.446,-15.517
2022-07-05,-27.45,-26.063499999999998,-16.706,-15.799000000000001
2022-07-06,-27.04,-26.357999999999997,-16.55,-16.0785
2022-07-07,-26.215999999999998,-26.551,-16.096,-16.341
2022-07-08,-25.178,-26.722500000000004,-15.524000000000001,-16.5575
2022-07-11,-24.94,-26.915000000000003,-15.395999999999997,-16.7185
2022-07-12,-25.124000000000002,-26.969,-15.447999999999999,-16.792
2022-07-13,-25.124000000000002,-26.817,-15.632,-16.7245
2022-07-14,-25.56,-26.672500000000003,-16.1,-16.658
2022-07-15,-25.708,-26.559499999999996,-16.252000000000002,-16.572
2022-07-18,-25.416,-26.252499999999998,-16.352,-16.3875
2022-07-19,-24.558,-25.872500000000002,-15.857999999999999,-16.103
2022-07-20,-23.534,-25.508000000000003,-15.184000000000001,-15.8875
2022-07-21,-22.137999999999998,-25.061,-14.296000000000001,-15.620999999999999
2022-07-22,-21.131999999999998,-24.698999999999998,-13.868,-15.434999999999999
2022-07-25,-20.32,-24.5105,-13.288,-15.370499999999998
2022-07-26,-20.509999999999998,-24.4105,-13.352,-15.341
2022-07-27,-20.401999999999997,-24.025,-13.086000000000002,-15.113
2022-07-28,-20.34,-23.563499999999998,-12.774,-14.8165
2022-07-29,-19.548,-22.8915,-12.053999999999998,-14.4245
2022-08-01,-18.432,-22.276999999999997,-11.350000000000001,-14.0965
2022-08-02,-16.886000000000003,-21.7695,-10.53,-13.797
2022-08-03,-15.606,-21.166500000000003,-9.94,-13.460500000000001
2022-08-04,-14.539999999999997,-20.6445,-9.578,-13.187000000000001
2022-08-05,-14.262,-20.1625,-9.496,-12.9175
2022-08-08,-14.084,-19.563,-9.425999999999998,-12.604000000000001
2022-08-09,-14.026,-18.994999999999997,-9.319999999999999,-12.265
2022-08-10,-13.940000000000001,-18.3705,-9.162,-11.843
2022-08-11,-13.953999999999999,-17.743000000000002,-8.992,-11.41
2022-08-12,-13.530000000000001,-17.118,-8.581999999999999,-11.0
2022-08-15,-13.11,-16.4865,-8.104000000000001,-10.542
2022-08-16,-12.331999999999999,-15.938500000000001,-7.554,-10.189
2022-08-17,-12.05,-15.499500000000001,-7.348000000000001,-9.884
2022-08-18,-11.728,-15.1405,-7.104000000000001,-9.611999999999998
2022-08-19,-11.936,-14.818999999999999,-7.244,-9.344
2022-08-22,-12.547999999999998,-14.5435,-7.696,-9.144
2022-08-23,-13.272,-14.129,-8.198,-8.9005
2022-08-24,-13.790000000000001,-13.8465,-8.578,-8.757
2022-08-25,-14.16,-13.595500000000001,-8.822,-8.623999999999999
2022-08-26,-14.696000000000002,-13.606,-9.31,-8.658
2022-08-29,-14.966000000000003,-13.677000000000001,-9.620000000000001,-8.7115
2022-08-30,-15.4,-13.757499999999999,-10.028,-8.774999999999999
2022-08-31,-15.98,-13.939999999999998,-10.562,-8.9125
2022-09-01,-16.572,-14.1035,-11.175999999999998,-9.0235
2022-09-02,-16.82,-14.245499999999998,-11.492,-9.157
2022-09-06,-17.032,-14.414000000000001,-11.768,-9.297
2022-09-07,-16.712,-14.428999999999998,-11.664,-9.361
2022-09-08,-16.15,-14.492499999999998,-11.366,-9.4635
2022-09-09,-15.396,-14.463999999999999,-10.912,-9.503499999999999
2022-09-12,-14.325999999999999,-14.444500000000001,-10.162,-9.552
2022-09-13,-14.095999999999998,-14.660499999999999,-10.129999999999999,-9.803500000000001
2022-09-14,-14.081999999999999,-14.866499999999998,-10.290000000000001,-10.045
2022-09-15,-14.306000000000001,-15.0565,-10.74,-10.311499999999999
2022-09-16,-15.018,-15.2865,-11.57,-10.620000000000001
2022-09-19,-15.734,-15.394,-12.453999999999999,-10.8545
2022-09-20,-15.882,-15.494,-12.774,-11.073
2022-09-21,-16.578000000000003,-15.693000000000001,-13.45,-11.358
2022-09-22,-17.574,-16.0025,-14.080000000000002,-11.687000000000001
2022-09-23,-18.746,-16.433,-14.851999999999999,-12.127500000000001
2022-09-26,-20.184,-16.766,-15.906,-12.503499999999999
2022-09-27,-21.259999999999998,-17.067500000000003,-16.812,-12.871
2022-09-28,-21.566,-17.234500000000004,-17.18,-13.146
2022-09-29,-22.018,-17.512,-17.748,-13.483500000000001
2022-09-30,-22.394000000000002,-17.8885,-18.288,-13.905499999999998
2022-10-03,-22.526,-18.1925,-18.168,-14.172500000000003
2022-10-04,-22.145999999999997,-18.345999999999997,-17.518,-14.3085
2022-10-05,-22.252,-18.619500000000002,-17.14,-14.515
2022-10-06,-21.926,-18.956,-16.595999999999997,-14.791000000000002
2022-10-07,-21.842,-19.5,-16.264,-15.243500000000001
2022-10-10,-22.055999999999997,-20.125,-16.554,-15.770500000000002
2022-10-11,-22.927999999999997,-20.554000000000002,-17.436,-16.135
2022-10-12,-23.686,-21.020500000000002,-18.338,-16.526999999999997
2022-10-13,-24.192,-21.427500000000002,-18.654,-16.7695
2022-10-14,-24.744,-21.9315,-18.878,-17.070500000000003
2022-10-17,-24.610000000000003,-22.344,-18.582,-17.3025
2022-10-18,-24.176000000000002,-22.6275,-17.99,-17.439
2022-10-19,-24.012,-22.879,-17.464,-17.530499999999996
2022-10-20,-24.240000000000002,-23.094,-17.482,-17.619999999999997
2022-10-21,-23.506,-23.1215,-16.747999999999998,-17.544500000000003
2022-10-24,-23.282,-23.1185,-16.216,-17.380000000000003
2022-10-25,-22.872,-23.0305,-15.602,-17.1365
2022-10-26,-22.366,-23.079,-15.0,-16.9855
2022-10-27,-21.686,-23.011000000000003,-14.356,-16.772
2022-10-28,-21.384,-22.869,-13.709999999999999,-16.4
2022-10-31,-21.241999999999997,-22.7975,-13.38,-16.183
2022-11-01,-21.544,-22.880000000000003,-13.325999999999999,-16.0885
2022-11-02,-22.284,-23.087,-13.568000000000001,-16.0925
2022-11-03,-23.038,-23.289,-13.892000000000001,-16.095999999999997
2022-11-04,-23.682,-23.329,-14.372,-15.927000000000001
2022-11-07,-24.296,-23.357499999999998,-14.581999999999999,-15.690000000000001
2022-11-08,-24.875999999999998,-23.366999999999997,-14.696000000000002,-15.4035
2022-11-09,-25.328,-23.4975,-14.73,-15.1905
2022-11-10,-24.625999999999998,-23.3975,-13.697999999999999,-14.857
2022-11-11,-23.686,-23.064500000000002,-12.734,-14.391
2022-11-14,-22.948,-22.942,-12.064,-14.060500000000001
2022-11-15,-21.972,-22.816,-11.342,-13.741499999999998
2022-11-16,-20.808,-22.696499999999997,-10.412,-13.4275
2022-11-17,-20.888,-22.5595,-10.426,-13.093
2022-11-18,-21.324,-22.519000000000002,-10.528,-12.836000000000002
2022-11-21,-21.708,-22.5485,-10.552000000000001,-12.6445
2022-11-22,-22.113999999999997,-22.6265,-10.488000000000001,-12.463
2022-11-23,-22.076,-22.624000000000002,-10.180000000000001,-12.2225
2022-11-25,-21.846,-22.5995,-9.824,-11.96
2022-11-28,-21.77,-22.6155,-9.825999999999999,-11.865
2022-11-29,-21.536,-22.622000000000003,-9.798,-11.749
2022-11-30,-20.990000000000002,-22.488,-9.464,-11.4975
2022-12-01,-20.54,-22.188,-9.198,-11.129999999999999
2022-12-02,-20.139999999999997,-21.875,-8.956,-10.725999999999999
2022-12-05,-20.052,-21.708,-8.748000000000001,-10.459
2022-12-06,-20.169999999999998,-21.5905,-8.76,-10.2935
2022-12-07,-20.887999999999998,-21.491,-9.344,-10.1595
2022-12-08,-21.528,-21.238,-9.834,-9.906000000000002
2022-12-09,-22.244,-21.279500000000002,-10.424000000000001,-9.9075
2022-12-12,-22.454,-21.4,-10.454,-9.889
2022-12-13,-22.380000000000003,-21.448500000000003,-10.102,-9.803
2022-12-14,-22.306,-21.5745,-9.824000000000002,-9.780000000000001
2022-12-15,-22.73,-21.7185,-10.118,-9.8325
2022-12-16,-23.308,-21.8845,-10.492,-9.924
2022-12-19,-24.188,-22.116,-11.258,-10.0715
2022-12-20,-25.240000000000002,-22.3315,-12.209999999999999,-10.2175
2022-12-21,-25.984,-22.542,-12.802000000000001,-10.3585
2022-12-22,-26.748,-22.886499999999998,-13.197999999999999,-10.587
2022-12-23,-27.154000000000003,-23.2115,-13.294,-10.7915
2022-12-27,-27.53,-23.556,-13.309999999999999,-10.942499999999999
2022-12-28,-27.915999999999997,-23.926499999999997,-13.478,-11.1375
2022-12-29,-28.168,-24.3365,-13.602,-11.392999999999999
2022-12-30,-28.103999999999996,-24.7775,-13.532,-11.6705
2023-01-03,-28.084000000000003,-25.197499999999998,-13.558000000000002,-11.942
2023-01-04,-27.625999999999998,-25.4495,-13.398000000000001,-12.105
2023-01-05,-27.133999999999997,-25.6675,-13.216,-12.2515
2023-01-06,-26.676,-25.783500000000004,-12.948000000000002,-12.294
2023-01-09,-26.104000000000003,-25.9215,-12.646,-12.3735
2023-01-10,-25.382,-25.982,-12.218,-12.3905
2023-01-11,-24.5,-25.961000000000002,-11.690000000000001,-12.414
2023-01-12,-23.426,-25.928999999999995,-10.91,-12.4535
2023-01-13,-22.528,-25.839,-10.444,-12.449
2023-01-17,-21.704,-25.665000000000003,-9.992,-12.342
2023-01-18,-21.29,-25.4775,-9.952,-12.255500000000001
2023-01-19,-21.523999999999997,-25.294999999999998,-10.256,-12.1635
2023-01-20,-21.462,-24.9845,-10.308,-11.978
2023-01-23,-21.286,-24.664499999999997,-10.213999999999999,-11.802
2023-01-24,-21.166,-24.2695,-10.113999999999999,-11.571000000000002
2023-01-25,-20.75,-23.8765,-9.72,-11.362
2023-01-26,-19.778,-23.357,-9.012,-11.089
2023-01-27,-18.812,-22.7085,-8.57,-10.751
2023-01-30,-18.372,-22.2155,-8.568,-10.5435
2023-01-31,-17.534,-21.627,-8.291999999999998,-10.261
2023-02-01,-16.39,-20.953,-7.794,-9.921
2023-02-02,-15.081999999999999,-20.221,-7.231999999999999,-9.5475
2023-02-03,-14.604,-19.576,-6.914,-9.175500000000001
2023-02-06,-13.928,-19.0285,-6.473999999999999,-8.925
2023-02-07,-13.565999999999999,-18.4925,-6.09,-8.622
2023-02-08,-13.756,-18.0465,-6.104,-8.3925
2023-02-09,-14.458000000000002,-17.710500000000003,-6.5040000000000004,-8.251000000000001
2023-02-10,-14.87,-17.437,-6.6739999999999995,-8.1165
2023-02-13,-14.996,-17.145500000000002,-6.564,-7.955
2023-02-14,-14.986,-16.813,-6.6579999999999995,-7.788500000000001
2023-02-15,-14.6,-16.374000000000002,-6.531999999999999,-7.5375
2023-02-16,-14.482,-15.95,-6.478,-7.3065
2023-02-17,-14.197999999999999,-15.621,-6.5,-7.164500000000001
2023-02-21,-14.651999999999997,-15.487,-6.984,-7.147500000000001
2023-02-22,-15.180000000000001,-15.3165,-7.4799999999999995,-7.13
2023-02-23,-15.948000000000002,-15.1735,-7.956,-7.096500000000001
2023-02-24,-16.613999999999997,-15.159,-8.379999999999999,-7.1485
2023-02-27,-17.119999999999997,-15.197999999999999,-8.716,-7.2010000000000005
2023-02-28,-17.106,-15.1705,-8.828,-7.2125
2023-03-01,-17.288,-15.255,-8.937999999999999,-7.291500000000001
2023-03-02,-17.472,-15.443999999999999,-9.001999999999999,-7.3985
2023-03-03,-17.139999999999997,-15.673499999999999,-8.663999999999998,-7.5065
2023-03-06,-17.078,-15.8165,-8.358,-7.561999999999999
2023-03-07,-17.212,-15.991500000000002,-8.256,-7.6579999999999995
2023-03-08,-17.262,-16.179,-8.112,-7.797
2023-03-09,-17.674,-16.423499999999997,-8.396,-7.971499999999999
2023-03-10,-18.568,-16.701,-9.168000000000001,-8.1725
2023-03-13,-19.362000000000002,-16.9395,-9.985999999999999,-8.389999999999999
2023-03-14,-19.735999999999997,-17.176499999999997,-10.256,-8.581
2023-03-15,-20.124000000000002,-17.463500000000003,-10.658,-8.797
2023-03-16,-19.830000000000002,-17.731,-10.453999999999999,-8.952
2023-03-17,-19.572,-17.9735,-10.203999999999999,-9.104000000000001
2023-03-20,-19.214,-18.193499999999997,-9.768,-9.206999999999999
2023-03-21,-18.68,-18.183500000000002,-9.384,-9.181000000000001
2023-03-22,-18.483999999999998,-18.289499999999997,-9.190000000000001,-9.2245
2023-03-23,-18.61,-18.3965,-9.248000000000001,-9.275
2023-03-24,-18.594,-18.4685,-9.069999999999999,-9.2765
2023-03-27,-18.612000000000002,-18.566499999999998,-9.02,-9.283
2023-03-28,-19.028,-18.663999999999998,-9.232000000000001,-9.282
2023-03-29,-18.792,-18.6655,-8.894,-9.2135
2023-03-30,-18.392,-18.6265,-8.49,-9.147
2023-03-31,-17.512,-18.561500000000002,-7.8740000000000006,-9.079
2023-04-03,-16.718,-18.4765,-7.19,-8.991000000000001
2023-04-04,-15.968,-18.352999999999998,-6.578,-8.8625
2023-04-05,-15.831999999999999,-18.308,-6.264,-8.7515
2023-04-06,-15.851999999999999,-18.171,-5.988,-8.545
2023-04-10,-16.162,-17.96,-5.9479999999999995,-8.274
2023-04-11,-16.387999999999998,-17.733,-6.004,-7.9955
2023-04-12,-16.842,-17.6295,-6.029999999999999,-7.806
2023-04-13,-16.644,-17.438,-5.772,-7.529999999999999
2023-04-14,-16.402,-17.314,-5.622,-7.337000000000001
2023-04-17,-16.172,-17.11,-5.428,-7.08
2023-04-18,-15.946000000000002,-16.916,-5.224,-6.8595
2023-04-19,-15.446000000000002,-16.820999999999998,-4.948,-6.697
2023-04-20,-15.48,-16.687,-5.018000000000001,-6.487
2023-04-21,-15.382,-16.506999999999998,-5.037999999999999,-6.2845
2023-04-24,-15.388,-16.308500000000002,-5.098000000000001,-6.087
2023-04-25,-15.788,-16.21,-5.42,-5.9595
2023-04-26,-16.258,-16.1285,-5.8100000000000005,-5.841500000000001
2023-04-27,-16.107999999999997,-16.016,-5.786,-5.71
2023-04-28,-16.078,-15.9285,-5.638,-5.5715
2023-05-01,-16.124000000000002,-15.961500000000001,-5.504,-5.4944999999999995
2023-05-02,-15.825999999999999,-15.987,-5.316,-5.4910000000000005
2023-05-03,-15.578,-16.031,-5.176,-5.4910000000000005
2023-05-04,-15.886000000000001,-16.029500000000002,-5.47,-5.5115
2023-05-05,-15.895999999999997,-15.939499999999999,-5.588,-5.471500000000001
2023-05-08,-15.774000000000001,-15.864499999999998,-5.708,-5.4345
2023-05-09,-15.638,-15.7995,-5.71,-5.4174999999999995
2023-05-10,-15.341999999999999,-15.656,-5.514,-5.362
2023-05-11,-14.819999999999999,-15.5735,-5.218000000000001,-5.372999999999999
2023-05-12,-14.772,-15.532,-5.258,-5.3805000000000005
2023-05-15,-14.741999999999999,-15.507,-5.244,-5.3885
2023-05-16,-14.803999999999998,-15.514000000000001,-5.274,-5.430000000000001
2023-05-17,-14.581999999999999,-15.440000000000001,-5.166,-5.416500000000001
2023-05-18,-14.187999999999999,-15.250499999999999,-4.85,-5.331
2023-05-19,-13.858,-15.151000000000002,-4.54,-5.255999999999999
2023-05-22,-13.606,-15.061499999999999,-4.28,-5.184
2023-05-23,-13.441999999999998,-14.9275,-4.109999999999999,-5.1025
2023-05-24,-13.652000000000001,-14.788499999999999,-4.3,-5.039
2023-05-25,-14.23,-14.781,-4.51,-5.012
2023-05-26,-14.266,-14.697999999999999,-4.446,-4.958
2023-05-30,-14.170000000000002,-14.572999999999999,-4.388,-4.905
2023-05-31,-14.078,-14.4905,-4.220000000000001,-4.8285
2023-06-01,-13.7,-14.318999999999999,-3.716,-4.674
2023-06-02,-12.748000000000001,-13.996499999999997,-3.096,-4.4185
2023-06-05,-12.122,-13.754500000000002,-2.758,-4.250500000000001
2023-06-06,-11.347999999999999,-13.4665,-2.386,-4.0745
2023-06-07,-10.498,-13.2055,-1.9760000000000002,-3.8950000000000005
2023-06-08,-9.678,-12.903,-1.6440000000000001,-3.7065000000000006
2023-06-09,-9.27,-12.609,-1.558,-3.5035000000000003
2023-06-12,-8.55,-12.199000000000002,-1.254,-3.2495
2023-06-13,-7.878,-11.750499999999999,-0.86,-2.9785
2023-06-14,-7.151999999999999,-11.2925,-0.388,-2.6735
2023-06-15,-6.514,-10.886,0.22200000000000003,-2.3594999999999997
2023-06-16,-5.962000000000001,-10.552499999999998,0.7260000000000001,-2.1095
2023-06-20,-5.644,-10.145500000000002,0.958,-1.875
2023-06-21,-5.702,-9.7745,0.9520000000000002,-1.6705
2023-06-22,-5.49,-9.3045,1.004,-1.395
2023-06-23,-5.618,-8.8775,0.652,-1.1215
2023-06-26,-5.909999999999999,-8.4725,0.292,-0.909
2023-06-27,-5.9,-8.054,0.242,-0.7030000000000001
2023-06-28,-5.656000000000001,-7.645999999999999,0.30999999999999994,-0.496
2023-06-29,-5.62,-7.19,0.304,-0.26400000000000007
2023-06-30,-5.136,-6.7364999999999995,0.682,-0.022
2023-07-03,-4.212000000000001,-6.338500000000001,1.1720000000000002,0.158
2023-07-05,-3.7020000000000004,-5.949,1.4,0.3365
2023-07-06,-3.564,-5.7,1.456,0.46449999999999997
2023-07-07,-3.364,-5.4065,1.468,0.597
2023-07-10,-3.3300000000000005,-5.149500000000001,1.3,0.7140000000000001
2023-07-11,-3.3579999999999997,-4.8605,1.23,0.8550000000000001
2023-07-12,-3.194,-4.61,1.3619999999999999,0.9904999999999999
2023-07-13,-2.5620000000000003,-4.371,1.8199999999999998,1.1345
2023-07-14,-1.982,-4.114,2.308,1.2710000000000001
2023-07-17,-1.4180000000000001,-3.8755,2.812,1.3615
2023-07-18,-0.9440000000000002,-3.6060000000000003,3.344,1.5095
2023-07-19,-0.524,-3.3300000000000005,3.7619999999999996,1.6915
2023-07-20,-0.8140000000000001,-3.149,3.882,1.8669999999999998
2023-07-21,-1.13,-3.024,4.0200000000000005,2.025
2023-07-24,-1.418,-2.8255000000000003,4.1739999999999995,2.242
2023-07-25,-1.8240000000000003,-2.5845000000000002,4.224,2.4925
2023-07-26,-2.3280000000000003,-2.4370000000000003,4.234,2.6895
2023-07-27,-2.458,-2.3495,4.26,2.8545000000000003
2023-07-28,-2.226,-2.1755000000000004,4.454,3.0625
2023-07-31,-1.9620000000000002,-2.032,4.595999999999999,3.2205
2023-08-01,-1.826,-1.988,4.616,3.3534999999999995
2023-08-02,-1.998,-2.011,4.406000000000001,3.441
2023-08-03,-1.924,-1.9395,4.27,3.558
2023-08-04,-1.986,-1.831,3.886,3.6670000000000003
2023-08-07,-2.016,-1.7034999999999996,3.6100000000000003,3.7979999999999996
2023-08-08,-1.986,-1.645,3.342,3.8815
2023-08-09,-1.8259999999999998,-1.669,3.2060000000000004,3.9019999999999997
2023-08-10,-1.684,-1.7200000000000002,3.1220000000000003,3.8835
2023-08-11,-1.8279999999999998,-1.7925,3.104,3.8659999999999997
2023-08-14,-2.066,-1.8655000000000002,3.024,3.851
2023-08-15,-2.38,-2.004,2.848,3.7574999999999994
2023-08-16,-2.702,-2.2135000000000002,2.666,3.6279999999999992
2023-08-17,-3.274,-2.335,2.366,3.5044999999999993
2023-08-18,-3.7880000000000003,-2.457,2.09,3.3835
2023-08-21,-4.248,-2.5729999999999995,1.8239999999999998,3.2634999999999996
2023-08-22,-4.529999999999999,-2.6805,1.6780000000000002,3.1209999999999996
2023-08-23,-4.546000000000001,-2.768,1.7759999999999998,3.0134999999999996
2023-08-24,-4.598000000000001,-2.87,1.8039999999999998,2.8905
2023-08-25,-4.526000000000001,-3.032,1.908,2.747
2023-08-28,-4.502000000000001,-3.2079999999999997,2.0100000000000002,2.617
2023-08-29,-4.174,-3.2675000000000005,2.3440000000000003,2.553
2023-08-30,-3.8800000000000003,-3.2384999999999997,2.59,2.5595
2023-08-31,-3.2800000000000002,-3.2090000000000005,3.0,2.573
2023-09-01,-2.818,-3.2399999999999998,3.336,2.6094999999999997
2023-09-05,-2.456,-3.318,3.524,2.5955
2023-09-06,-2.55,-3.4085,3.4,2.5675
2023-09-07,-2.65,-3.4445,3.166,2.5495
2023-09-08,-2.808,-3.4900000000000007,2.974,2.5360000000000005
