Date,rate_QQQ_5D,rate_QQQ_20D,rate_VOO_5D,rate_VOO_20D
2022-03-30,-4.217999999999999,-9.449000000000002,-1.688,-5.4055
2022-03-31,-4.07,-9.181000000000001,-1.636,-5.2325
2022-04-01,-3.914,-8.8535,-1.614,-5.0075
2022-04-04,-3.6719999999999997,-8.279,-1.566,-4.6135
2022-04-05,-4.106,-7.774000000000001,-1.9939999999999998,-4.2455
2022-04-06,-4.668000000000001,-7.5,-2.4899999999999998,-4.0395
2022-04-07,-4.962,-7.1705,-2.596,-3.79
2022-04-08,-5.462000000000001,-6.8075,-2.814,-3.496
2022-04-11,-6.688,-6.455,-3.5120000000000005,-3.2510000000000003
2022-04-12,-7.63,-6.248,-4.044,-3.119
2022-04-13,-7.903999999999999,-6.1145000000000005,-4.176,-3.0345
2022-04-14,-8.591999999999999,-6.128,-4.630000000000001,-3.063
2022-04-18,-9.053999999999998,-6.229,-5.034000000000001,-3.1420000000000003
2022-04-19,-8.78,-6.217,-4.822000000000001,-3.1475
2022-04-20,-8.690000000000001,-6.3565,-4.556,-3.211
2022-04-21,-9.284,-6.5185,-4.7780000000000005,-3.283
2022-04-22,-9.937999999999999,-6.8905,-5.276,-3.5345
2022-04-25,-10.394000000000002,-7.205999999999999,-5.680000000000001,-3.7855000000000003
2022-04-26,-11.872,-7.753,-6.894,-4.1985
2022-04-27,-13.116,-8.385499999999999,-8.05,-4.661
2022-04-28,-13.425999999999998,-8.8205,-8.485999999999999,-4.9825
2022-04-29,-14.060000000000002,-9.388,-9.08,-5.3955
2022-05-02,-14.55,-9.864999999999998,-9.604,-5.7829999999999995
2022-05-03,-14.38,-10.430000000000001,-9.538,-6.1915
2022-05-04,-13.632,-10.767,-8.99,-6.410000000000001
2022-05-05,-14.322,-11.233999999999998,-9.512,-6.7379999999999995
2022-05-06,-14.443999999999999,-11.758500000000002,-9.48,-7.1165
2022-05-09,-15.544,-12.385499999999999,-10.168,-7.6215
2022-05-10,-16.474,-12.876500000000002,-10.888,-8.0355
2022-05-11,-18.428,-13.4665,-12.406,-8.500499999999999
2022-05-12,-19.56,-14.148,-13.308000000000002,-9.021
2022-05-13,-19.934,-14.594000000000003,-13.709999999999999,-9.3865
2022-05-16,-19.866000000000003,-15.088500000000002,-13.622,-9.7685
2022-05-17,-19.576,-15.5755,-13.236,-10.139
2022-05-18,-19.618000000000002,-16.198500000000003,-13.262,-10.677
2022-05-19,-19.708000000000002,-16.754,-13.388,-11.1735
2022-05-20,-20.410000000000004,-17.212,-13.901999999999997,-11.543000000000001
2022-05-23,-20.674,-17.6585,-14.040000000000001,-11.8585
2022-05-24,-21.68,-18.0275,-14.64,-12.075500000000002
2022-05-25,-21.674,-18.338,-14.416,-12.2685
2022-05-26,-21.156,-18.686500000000002,-13.745999999999999,-12.4885
2022-05-27,-20.07,-18.7145,-12.65,-12.435500000000001
2022-05-31,-19.284,-18.842,-11.966,-12.449
2022-06-01,-18.19,-18.98,-11.245999999999999,-12.502500000000001
2022-06-02,-16.872,-19.148000000000003,-10.34,-12.606
2022-06-03,-16.416,-19.21,-10.056000000000001,-12.624500000000001
2022-06-06,-16.426,-19.21,-10.154,-12.604
2022-06-07,-16.25,-19.0185,-9.982,-12.4025
2022-06-08,-16.169999999999998,-18.904,-9.918000000000001,-12.26
2022-06-09,-16.964,-18.782000000000004,-10.59,-12.152
2022-06-10,-17.886000000000003,-18.7915,-11.475999999999999,-12.1665
2022-06-13,-19.574,-19.119999999999997,-13.048000000000002,-12.438500000000001
2022-06-14,-21.378,-19.396499999999996,-14.831999999999999,-12.705
2022-06-15,-22.696,-19.684,-16.194,-12.999500000000001
2022-06-16,-24.184,-19.9235,-17.676,-13.255500000000001
2022-06-17,-24.933999999999997,-20.098,-18.614,-13.472999999999999
2022-06-21,-24.634,-20.176000000000002,-18.532,-13.596
2022-06-22,-24.381999999999998,-20.3235,-18.444,-13.806000000000001
2022-06-23,-24.274,-20.332500000000003,-18.416,-13.9435
2022-06-24,-23.042,-20.2655,-17.356,-13.9905
2022-06-27,-22.1,-20.334,-16.4,-14.136499999999998
2022-06-28,-21.968,-20.6505,-16.184,-14.479499999999998
2022-06-29,-21.8,-20.9525,-15.992,-14.8125
2022-06-30,-22.042,-21.2955,-16.096,-15.156
2022-07-01,-22.578,-21.692,-16.446,-15.517
2022-07-05,-22.75,-21.917499999999997,-16.706,-15.799000000000001
2022-07-06,-22.352,-22.131999999999998,-16.55,-16.0785
2022-07-07,-21.636,-22.299,-16.096,-16.341
2022-07-08,-20.712,-22.431,-15.524000000000001,-16.5575
2022-07-11,-20.351999999999997,-22.538999999999998,-15.395999999999997,-16.7185
2022-07-12,-20.392000000000003,-22.544000000000004,-15.447999999999999,-16.792
2022-07-13,-20.562,-22.378999999999998,-15.632,-16.7245
2022-07-14,-21.008000000000003,-22.206500000000002,-16.1,-16.658
2022-07-15,-21.195999999999998,-22.056,-16.252000000000002,-16.572
2022-07-18,-21.176000000000002,-21.787,-16.352,-16.3875
2022-07-19,-20.528,-21.442500000000003,-15.857999999999999,-16.103
2022-07-20,-19.594,-21.119,-15.184000000000001,-15.8875
2022-07-21,-18.482,-20.7315,-14.296000000000001,-15.620999999999999
2022-07-22,-17.938,-20.472,-13.868,-15.434999999999999
2022-07-25,-17.354,-20.365000000000002,-13.288,-15.370499999999998
2022-07-26,-17.564,-20.308500000000002,-13.352,-15.341
2022-07-27,-17.36,-19.967000000000002,-13.086000000000002,-15.113
2022-07-28,-17.228,-19.5885,-12.774,-14.8165
2022-07-29,-16.504,-19.0875,-12.053999999999998,-14.4245
2022-08-01,-15.624,-18.6265,-11.350000000000001,-14.0965
2022-08-02,-14.466,-18.2375,-10.53,-13.797
2022-08-03,-13.634,-17.7875,-9.94,-13.460500000000001
2022-08-04,-12.904,-17.4055,-9.578,-13.187000000000001
2022-08-05,-12.581999999999999,-17.055,-9.496,-12.9175
2022-08-08,-12.366,-16.630000000000003,-9.425999999999998,-12.604000000000001
2022-08-09,-12.245999999999999,-16.201,-9.319999999999999,-12.265
2022-08-10,-12.14,-15.682000000000002,-9.162,-11.843
2022-08-11,-12.163999999999998,-15.1945,-8.992,-11.41
2022-08-12,-11.848,-14.718,-8.581999999999999,-11.0
2022-08-15,-11.389999999999999,-14.1835,-8.104000000000001,-10.542
2022-08-16,-10.826,-13.7755,-7.554,-10.189
2022-08-17,-10.725999999999999,-13.465,-7.348000000000001,-9.884
2022-08-18,-10.528,-13.206,-7.104000000000001,-9.611999999999998
2022-08-19,-10.792,-12.9315,-7.244,-9.344
2022-08-22,-11.458,-12.7095,-7.696,-9.144
2022-08-23,-12.106,-12.411,-8.198,-8.9005
2022-08-24,-12.584,-12.271,-8.578,-8.757
2022-08-25,-12.888,-12.120999999999999,-8.822,-8.623999999999999
2022-08-26,-13.442000000000002,-12.166,-9.31,-8.658
2022-08-29,-13.803999999999998,-12.2545,-9.620000000000001,-8.7115
2022-08-30,-14.279999999999998,-12.364500000000001,-10.028,-8.774999999999999
2022-08-31,-14.854000000000003,-12.575999999999999,-10.562,-8.9125
2022-09-01,-15.541999999999998,-12.7805,-11.175999999999998,-9.0235
2022-09-02,-15.904000000000002,-12.996500000000001,-11.492,-9.157
2022-09-06,-16.23,-13.220500000000001,-11.768,-9.297
2022-09-07,-16.162,-13.3435,-11.664,-9.361
2022-09-08,-15.952000000000002,-13.529,-11.366,-9.4635
2022-09-09,-15.494000000000003,-13.613000000000003,-10.912,-9.503499999999999
2022-09-12,-14.697999999999999,-13.709,-10.162,-9.552
2022-09-13,-14.732,-14.056000000000001,-10.129999999999999,-9.803500000000001
2022-09-14,-14.912,-14.365,-10.290000000000001,-10.045
2022-09-15,-15.431999999999999,-14.7055,-10.74,-10.311499999999999
2022-09-16,-16.381999999999998,-15.0765,-11.57,-10.620000000000001
2022-09-19,-17.426000000000002,-15.367500000000001,-12.453999999999999,-10.8545
2022-09-20,-17.692,-15.614500000000001,-12.774,-11.073
2022-09-21,-18.362000000000002,-15.928999999999998,-13.45,-11.358
2022-09-22,-18.96,-16.299500000000002,-14.080000000000002,-11.687000000000001
2022-09-23,-19.711999999999996,-16.7825,-14.851999999999999,-12.127500000000001
2022-09-26,-20.618000000000002,-17.1615,-15.906,-12.503499999999999
2022-09-27,-21.392,-17.511499999999998,-16.812,-12.871
2022-09-28,-21.586,-17.7555,-17.18,-13.146
2022-09-29,-22.034,-18.0945,-17.748,-13.483500000000001
2022-09-30,-22.488,-18.519,-18.288,-13.905499999999998
2022-10-03,-22.421999999999997,-18.791,-18.168,-14.172500000000003
2022-10-04,-21.889999999999997,-18.926499999999997,-17.518,-14.3085
2022-10-05,-21.666,-19.1315,-17.14,-14.515
2022-10-06,-21.12,-19.3865,-16.595999999999997,-14.791000000000002
2022-10-07,-20.906,-19.872,-16.264,-15.243500000000001
2022-10-10,-21.298000000000002,-20.441,-16.554,-15.770500000000002
2022-10-11,-22.363999999999997,-20.8345,-17.436,-16.135
2022-10-12,-23.428,-21.2605,-18.338,-16.526999999999997
2022-10-13,-24.028,-21.5355,-18.654,-16.7695
2022-10-14,-24.490000000000002,-21.899,-18.878,-17.070500000000003
2022-10-17,-24.326,-22.166,-18.582,-17.3025
2022-10-18,-23.84,-22.3715,-17.99,-17.439
2022-10-19,-23.404000000000003,-22.521,-17.464,-17.530499999999996
2022-10-20,-23.387999999999998,-22.6425,-17.482,-17.619999999999997
2022-10-21,-22.568,-22.613,-16.747999999999998,-17.544500000000003
2022-10-24,-22.056,-22.5255,-16.216,-17.380000000000003
2022-10-25,-21.339999999999996,-22.3585,-15.602,-17.1365
2022-10-26,-20.922000000000004,-22.355,-15.0,-16.9855
2022-10-27,-20.71,-22.3115,-14.356,-16.772
2022-10-28,-20.383999999999997,-22.087,-13.709999999999999,-16.4
2022-10-31,-20.412,-22.023000000000003,-13.38,-16.183
2022-11-01,-20.82,-22.091,-13.325999999999999,-16.0885
2022-11-02,-21.39,-22.286,-13.568000000000001,-16.0925
2022-11-03,-21.962,-22.522,-13.892000000000001,-16.095999999999997
2022-11-04,-22.773999999999997,-22.554,-14.372,-15.927000000000001
2022-11-07,-23.241999999999997,-22.509,-14.581999999999999,-15.690000000000001
2022-11-08,-23.544,-22.386,-14.696000000000002,-15.4035
2022-11-09,-23.68,-22.348999999999997,-14.73,-15.1905
2022-11-10,-22.438,-22.1245,-13.697999999999999,-14.857
2022-11-11,-21.134,-21.715,-12.734,-14.391
2022-11-14,-20.131999999999998,-21.4605,-12.064,-14.060500000000001
2022-11-15,-19.016,-21.18,-11.342,-13.741499999999998
2022-11-16,-17.773999999999997,-20.941499999999998,-10.412,-13.4275
2022-11-17,-17.66,-20.692500000000003,-10.426,-13.093
2022-11-18,-17.836000000000002,-20.532,-10.528,-12.836000000000002
2022-11-21,-18.038,-20.456,-10.552000000000001,-12.6445
2022-11-22,-18.232,-20.403,-10.488000000000001,-12.463
2022-11-23,-18.04,-20.220999999999997,-10.180000000000001,-12.2225
2022-11-25,-17.92,-19.995,-9.824,-11.96
2022-11-28,-18.04,-19.946,-9.825999999999999,-11.865
2022-11-29,-18.113999999999997,-19.8815,-9.798,-11.749
2022-11-30,-17.694000000000003,-19.6215,-9.464,-11.4975
2022-12-01,-17.342000000000002,-19.209,-9.198,-11.129999999999999
2022-12-02,-16.946,-18.741,-8.956,-10.725999999999999
2022-12-05,-16.583999999999996,-18.398500000000002,-8.748000000000001,-10.459
2022-12-06,-16.434,-18.179499999999997,-8.76,-10.2935
2022-12-07,-17.074,-18.004,-9.344,-10.1595
2022-12-08,-17.622,-17.6945,-9.834,-9.906000000000002
2022-12-09,-18.208,-17.683500000000002,-10.424000000000001,-9.9075
2022-12-12,-18.324,-17.695999999999998,-10.454,-9.889
2022-12-13,-17.932000000000002,-17.6295,-10.102,-9.803
2022-12-14,-17.595999999999997,-17.649,-9.824000000000002,-9.780000000000001
2022-12-15,-17.992,-17.749000000000002,-10.118,-9.8325
2022-12-16,-18.436,-17.8775,-10.492,-9.924
2022-12-19,-19.332,-18.07,-11.258,-10.0715
2022-12-20,-20.413999999999998,-18.223499999999998,-12.209999999999999,-10.2175
2022-12-21,-21.154000000000003,-18.3795,-12.802000000000001,-10.3585
2022-12-22,-21.728,-18.671,-13.197999999999999,-10.587
2022-12-23,-22.118000000000002,-18.927,-13.294,-10.7915
2022-12-27,-22.468,-19.177,-13.309999999999999,-10.942499999999999
2022-12-28,-23.002000000000002,-19.4455,-13.478,-11.1375
2022-12-29,-23.4,-19.806,-13.602,-11.392999999999999
2022-12-30,-23.426,-20.192,-13.532,-11.6705
2023-01-03,-23.48,-20.5605,-13.558000000000002,-11.942
2023-01-04,-23.247999999999998,-20.842999999999996,-13.398000000000001,-12.105
2023-01-05,-23.058,-21.1015,-13.216,-12.2515
2023-01-06,-22.814,-21.241000000000003,-12.948000000000002,-12.294
2023-01-09,-22.462,-21.401999999999997,-12.646,-12.3735
2023-01-10,-21.985999999999997,-21.505000000000003,-12.218,-12.3905
2023-01-11,-21.312,-21.59,-11.690000000000001,-12.414
2023-01-12,-20.314,-21.697,-10.91,-12.4535
2023-01-13,-19.618000000000002,-21.7465,-10.444,-12.449
2023-01-17,-18.990000000000002,-21.651500000000002,-9.992,-12.342
2023-01-18,-18.7,-21.571,-9.952,-12.255500000000001
2023-01-19,-18.836,-21.466,-10.256,-12.1635
2023-01-20,-18.628,-21.2505,-10.308,-11.978
2023-01-23,-18.172,-21.000999999999998,-10.213999999999999,-11.802
2023-01-24,-17.782,-20.665,-10.113999999999999,-11.571000000000002
2023-01-25,-17.22,-20.3465,-9.72,-11.362
2023-01-26,-16.18,-19.894,-9.012,-11.089
2023-01-27,-15.404,-19.351000000000003,-8.57,-10.751
2023-01-30,-15.328,-18.982999999999997,-8.568,-10.5435
2023-01-31,-14.969999999999999,-18.551000000000002,-8.291999999999998,-10.261
2023-02-01,-14.158000000000001,-18.016,-7.794,-9.921
2023-02-02,-13.065999999999999,-17.3485,-7.231999999999999,-9.5475
2023-02-03,-12.447999999999999,-16.698500000000003,-6.914,-9.175500000000001
2023-02-06,-11.634,-16.188,-6.473999999999999,-8.925
2023-02-07,-10.762,-15.626000000000001,-6.09,-8.622
2023-02-08,-10.576,-15.163499999999999,-6.104,-8.3925
2023-02-09,-11.122,-14.801000000000002,-6.5040000000000004,-8.251000000000001
2023-02-10,-11.456,-14.484,-6.6739999999999995,-8.1165
2023-02-13,-11.412,-14.136500000000002,-6.564,-7.955
2023-02-14,-11.570000000000002,-13.770999999999997,-6.6579999999999995,-7.788500000000001
2023-02-15,-11.352,-13.3265,-6.531999999999999,-7.5375
2023-02-16,-11.27,-12.9095,-6.478,-7.3065
2023-02-17,-11.190000000000001,-12.624500000000001,-6.5,-7.164500000000001
2023-02-21,-11.669999999999998,-12.511,-6.984,-7.147500000000001
2023-02-22,-12.241999999999999,-12.386,-7.4799999999999995,-7.13
2023-02-23,-12.806000000000001,-12.222999999999999,-7.956,-7.096500000000001
2023-02-24,-13.330000000000002,-12.197,-8.379999999999999,-7.1485
2023-02-27,-13.662,-12.189,-8.716,-7.2010000000000005
2023-02-28,-13.684000000000001,-12.1,-8.828,-7.2125
2023-03-01,-13.776,-12.0875,-8.937999999999999,-7.291500000000001
2023-03-02,-13.862,-12.149,-9.001999999999999,-7.3985
2023-03-03,-13.416000000000002,-12.2845,-8.663999999999998,-7.5065
2023-03-06,-13.046000000000001,-12.3385,-8.358,-7.561999999999999
2023-03-07,-12.86,-12.4065,-8.256,-7.6579999999999995
2023-03-08,-12.534,-12.5305,-8.112,-7.797
2023-03-09,-12.612,-12.658,-8.396,-7.971499999999999
2023-03-10,-13.222,-12.8095,-9.168000000000001,-8.1725
2023-03-13,-13.732,-12.907499999999999,-9.985999999999999,-8.389999999999999
2023-03-14,-13.663999999999998,-12.9695,-10.256,-8.581
2023-03-15,-13.59,-13.035499999999999,-10.658,-8.797
2023-03-16,-12.790000000000001,-13.017500000000002,-10.453999999999999,-8.952
2023-03-17,-11.846,-12.9535,-10.203999999999999,-9.104000000000001
2023-03-20,-10.986,-12.8565,-9.768,-9.206999999999999
2023-03-21,-10.25,-12.6145,-9.384,-9.181000000000001
2023-03-22,-9.844,-12.436,-9.190000000000001,-9.2245
2023-03-23,-9.674000000000001,-12.2345,-9.248000000000001,-9.275
2023-03-24,-9.355999999999998,-11.96,-9.069999999999999,-9.2765
2023-03-27,-9.193999999999999,-11.739500000000001,-9.02,-9.283
2023-03-28,-9.379999999999999,-11.5385,-9.232000000000001,-9.282
2023-03-29,-8.998,-11.241499999999998,-8.894,-9.2135
2023-03-30,-8.654,-10.932500000000001,-8.49,-9.147
2023-03-31,-8.07,-10.6235,-7.8740000000000006,-9.079
2023-04-03,-7.383999999999999,-10.324,-7.19,-8.991000000000001
2023-04-04,-6.664,-9.9895,-6.578,-8.8625
2023-04-05,-6.45,-9.7205,-6.264,-8.7515
2023-04-06,-6.284000000000001,-9.3505,-5.988,-8.545
2023-04-10,-6.434,-8.926499999999999,-5.9479999999999995,-8.274
2023-04-11,-6.664,-8.556999999999999,-6.004,-7.9955
2023-04-12,-6.970000000000001,-8.315999999999999,-6.029999999999999,-7.806
2023-04-13,-6.794,-8.0215,-5.772,-7.529999999999999
2023-04-14,-6.7700000000000005,-7.8454999999999995,-5.622,-7.337000000000001
2023-04-17,-6.7219999999999995,-7.6455,-5.428,-7.08
2023-04-18,-6.574,-7.453999999999999,-5.224,-6.8595
2023-04-19,-6.2940000000000005,-7.327,-4.948,-6.697
2023-04-20,-6.43,-7.168000000000001,-5.018000000000001,-6.487
2023-04-21,-6.5200000000000005,-7.057,-5.037999999999999,-6.2845
2023-04-24,-6.654000000000001,-6.970000000000001,-5.098000000000001,-6.087
2023-04-25,-7.101999999999999,-6.931,-5.42,-5.9595
2023-04-26,-7.444,-6.842999999999999,-5.8100000000000005,-5.841500000000001
2023-04-27,-7.227999999999999,-6.725499999999999,-5.786,-5.71
2023-04-28,-6.911999999999999,-6.6215,-5.638,-5.5715
2023-05-01,-6.561999999999999,-6.592999999999999,-5.504,-5.4944999999999995
2023-05-02,-6.052,-6.598000000000001,-5.316,-5.4910000000000005
2023-05-03,-5.755999999999999,-6.616,-5.176,-5.4910000000000005
2023-05-04,-5.965999999999999,-6.6045,-5.47,-5.5115
2023-05-05,-5.9239999999999995,-6.531499999999999,-5.588,-5.471500000000001
2023-05-08,-5.842,-6.445,-5.708,-5.4345
2023-05-09,-5.7219999999999995,-6.3625,-5.71,-5.4174999999999995
2023-05-10,-5.29,-6.196,-5.514,-5.362
2023-05-11,-4.735999999999999,-6.09,-5.218000000000001,-5.372999999999999
2023-05-12,-4.616,-5.993,-5.258,-5.3805000000000005
2023-05-15,-4.4399999999999995,-5.874499999999999,-5.244,-5.3885
2023-05-16,-4.128,-5.751,-5.274,-5.430000000000001
2023-05-17,-3.786,-5.569,-5.166,-5.416500000000001
2023-05-18,-3.15,-5.27,-4.85,-5.331
2023-05-19,-2.492,-4.986,-4.54,-5.255999999999999
2023-05-22,-1.8699999999999999,-4.6785,-4.28,-5.184
2023-05-23,-1.516,-4.3545,-4.109999999999999,-5.1025
2023-05-24,-1.488,-4.08,-4.3,-5.039
2023-05-25,-1.3459999999999999,-3.7994999999999997,-4.51,-5.012
2023-05-26,-0.656,-3.4220000000000006,-4.446,-4.958
2023-05-30,0.06199999999999992,-3.0225,-4.388,-4.905
2023-05-31,0.9119999999999999,-2.6135,-4.220000000000001,-4.8285
2023-06-01,2.0799999999999996,-2.1209999999999996,-3.716,-4.674
2023-06-02,2.908,-1.581,-3.096,-4.4185
2023-06-05,3.246,-1.1295000000000002,-2.758,-4.250500000000001
2023-06-06,3.4879999999999995,-0.6900000000000001,-2.386,-4.0745
2023-06-07,3.5119999999999996,-0.305,-1.9760000000000002,-3.8950000000000005
2023-06-08,3.556,0.09049999999999998,-1.6440000000000001,-3.7065000000000006
2023-06-09,3.5479999999999996,0.48999999999999994,-1.558,-3.5035000000000003
2023-06-12,3.8579999999999997,0.9890000000000001,-1.254,-3.2495
2023-06-13,4.328,1.502,-0.86,-2.9785
2023-06-14,5.281999999999999,2.0475000000000003,-0.388,-2.6735
2023-06-15,6.242,2.5975,0.22200000000000003,-2.3594999999999997
2023-06-16,6.996,3.0265,0.7260000000000001,-2.1095
2023-06-20,7.358,3.4515000000000002,0.958,-1.875
2023-06-21,7.282000000000001,3.79,0.9520000000000002,-1.6705
2023-06-22,7.297999999999999,4.2509999999999994,1.004,-1.395
2023-06-23,6.861999999999999,4.6850000000000005,0.652,-1.1215
2023-06-26,6.282,4.9334999999999996,0.292,-0.909
2023-06-27,6.112,5.1435,0.242,-0.7030000000000001
2023-06-28,6.264,5.3405000000000005,0.30999999999999994,-0.496
2023-06-29,6.1339999999999995,5.5565,0.304,-0.26400000000000007
2023-06-30,6.529999999999999,5.7975,0.682,-0.022
2023-07-03,7.215999999999999,6.0104999999999995,1.1720000000000002,0.158
2023-07-05,7.55,6.219499999999999,1.4,0.3365
2023-07-06,7.683999999999999,6.3895,1.456,0.46449999999999997
2023-07-07,7.787999999999999,6.6255,1.468,0.597
2023-07-10,7.58,6.803500000000001,1.3,0.7140000000000001
2023-07-11,7.444,6.9845,1.23,0.8550000000000001
2023-07-12,7.537999999999999,7.1395,1.3619999999999999,0.9904999999999999
2023-07-13,8.102,7.333,1.8199999999999998,1.1345
2023-07-14,8.732,7.4879999999999995,2.308,1.2710000000000001
2023-07-17,9.526,7.6245,2.812,1.3615
2023-07-18,10.398,7.834999999999999,3.344,1.5095
2023-07-19,11.038,8.0595,3.7619999999999996,1.6915
2023-07-20,10.896,8.2365,3.882,1.8669999999999998
2023-07-21,10.698,8.338,4.0200000000000005,2.025
2023-07-24,10.36,8.498999999999999,4.1739999999999995,2.242
2023-07-25,9.995999999999999,8.763499999999999,4.224,2.4925
2023-07-26,9.565999999999999,8.923,4.234,2.6895
2023-07-27,9.558,9.06,4.26,2.8545000000000003
2023-07-28,9.99,9.302,4.454,3.0625
2023-07-31,10.402000000000001,9.467,4.595999999999999,3.2205
2023-08-01,10.578,9.604000000000001,4.616,3.3534999999999995
2023-08-02,10.36,9.6255,4.406000000000001,3.441
2023-08-03,10.16,9.678999999999998,4.27,3.558
2023-08-04,9.482,9.7255,3.886,3.6670000000000003
2023-08-07,8.966,9.8135,3.6100000000000003,3.7979999999999996
2023-08-08,8.41,9.8455,3.342,3.8815
2023-08-09,8.144000000000002,9.777000000000001,3.2060000000000004,3.9019999999999997
2023-08-10,7.938000000000001,9.638,3.1220000000000003,3.8835
2023-08-11,7.7299999999999995,9.475,3.104,3.8659999999999997
2023-08-14,7.523999999999999,9.312999999999999,3.024,3.851
2023-08-15,7.298,9.0705,2.848,3.7574999999999994
2023-08-16,7.0920000000000005,8.7905,2.666,3.6279999999999992
2023-08-17,6.702,8.589500000000001,2.366,3.5044999999999993
2023-08-18,6.394,8.399,2.09,3.3835
2023-08-21,6.138,8.2575,1.8239999999999998,3.2634999999999996
2023-08-22,6.018,8.076,1.6780000000000002,3.1209999999999996
2023-08-23,6.276,7.968000000000001,1.7759999999999998,3.0134999999999996
2023-08-24,6.382,7.7955,1.8039999999999998,2.8905
2023-08-25,6.616,7.5555,1.908,2.747
2023-08-28,6.728,7.339,2.0100000000000002,2.617
2023-08-29,7.17,7.223999999999999,2.3440000000000003,2.553
2023-08-30,7.470000000000001,7.2455,2.59,2.5595
2023-08-31,8.122,7.286,3.0,2.573
2023-09-01,8.612,7.338000000000001,3.336,2.6094999999999997
2023-09-05,9.014000000000001,7.351000000000001,3.524,2.5955
2023-09-06,8.948,7.358500000000001,3.4,2.5675
2023-09-07,8.66,7.374499999999999,3.166,2.5495
2023-09-08,8.356,7.3905,2.974,2.5360000000000005
2023-09-11,8.344,7.4915,2.896,2.5575
2023-09-12,8.082,7.4905,2.77,2.532
2023-09-13,8.056000000000001,7.548,2.786,2.5520000000000005
2023-09-14,8.342,7.687,3.028,2.6399999999999997
2023-09-15,8.238,7.774499999999999,2.9939999999999998,2.693
2023-09-18,7.886,7.8645,2.854,2.7485
