Date,rate_JNJ_5D,rate_JNJ_20D,rate_VOO_5D,rate_VOO_20D
2022-03-29,3.3099999999999996,1.361,-2.25,-5.63
2022-03-30,3.918,1.7465,-1.688,-5.4055
2022-03-31,4.148000000000001,1.9955000000000003,-1.636,-5.2325
2022-04-01,4.2700000000000005,2.2380000000000004,-1.614,-5.0075
2022-04-04,4.0920000000000005,2.3555,-1.566,-4.6135
2022-04-05,4.056,2.6060000000000003,-1.9939999999999998,-4.2455
2022-04-06,4.336,2.9705000000000004,-2.4899999999999998,-4.0395
2022-04-07,4.836,3.3129999999999997,-2.596,-3.79
2022-04-08,5.29,3.6744999999999997,-2.814,-3.496
2022-04-11,5.678,3.904,-3.5120000000000005,-3.2510000000000003
2022-04-12,5.94,4.007,-4.044,-3.119
2022-04-13,5.76,4.1785000000000005,-4.176,-3.0345
2022-04-14,5.546,4.2625,-4.630000000000001,-3.063
2022-04-18,5.034,4.3385,-5.034000000000001,-3.1420000000000003
2022-04-19,5.4079999999999995,4.5424999999999995,-4.822000000000001,-3.1475
2022-04-20,5.867999999999999,4.7935,-4.556,-3.211
2022-04-21,6.18,5.0485,-4.7780000000000005,-3.283
2022-04-22,6.369999999999999,5.225,-5.276,-3.5345
2022-04-25,7.3340000000000005,5.482,-5.680000000000001,-3.7855000000000003
2022-04-26,7.518000000000001,5.674,-6.894,-4.1985
2022-04-27,7.312,5.7940000000000005,-8.05,-4.661
2022-04-28,7.324000000000001,5.9,-8.485999999999999,-4.9825
2022-04-29,7.198,5.9875,-9.08,-5.3955
2022-05-02,6.32,5.9945,-9.604,-5.7829999999999995
2022-05-03,5.556,6.04,-9.538,-6.1915
2022-05-04,5.3100000000000005,6.1075,-8.99,-6.410000000000001
2022-05-05,4.5120000000000005,5.944,-9.512,-6.7379999999999995
2022-05-06,4.018,5.783,-9.48,-7.1165
2022-05-09,3.87,5.6395,-10.168,-7.6215
2022-05-10,3.7340000000000004,5.554,-10.888,-8.0355
2022-05-11,3.2659999999999996,5.439,-12.406,-8.500499999999999
2022-05-12,3.3939999999999997,5.3525,-13.308000000000002,-9.021
2022-05-13,3.4480000000000004,5.2585,-13.709999999999999,-9.3865
2022-05-16,3.5340000000000003,5.2645,-13.622,-9.7685
2022-05-17,3.7340000000000004,5.1355,-13.236,-10.139
2022-05-18,3.66,4.887,-13.262,-10.677
2022-05-19,3.2039999999999997,4.6085,-13.388,-11.1735
2022-05-20,3.218,4.4704999999999995,-13.901999999999997,-11.543000000000001
2022-05-23,3.3760000000000003,4.275,-14.040000000000001,-11.8585
2022-05-24,3.6740000000000004,4.1745,-14.64,-12.075500000000002
2022-05-25,4.152,4.0969999999999995,-14.416,-12.2685
2022-05-26,4.792,3.9755000000000003,-13.745999999999999,-12.4885
2022-05-27,5.268000000000001,3.9880000000000004,-12.65,-12.435500000000001
2022-05-31,5.2780000000000005,4.0145,-11.966,-12.449
2022-06-01,4.83,3.993,-11.245999999999999,-12.502500000000001
2022-06-02,4.523999999999999,3.9005,-10.34,-12.606
2022-06-03,4.151999999999999,3.8854999999999995,-10.056000000000001,-12.624500000000001
2022-06-06,3.59,3.8809999999999993,-10.154,-12.604
2022-06-07,3.432,3.905,-9.982,-12.4025
2022-06-08,3.3840000000000003,3.9055,-9.918000000000001,-12.26
2022-06-09,2.9859999999999998,3.8305,-10.59,-12.152
2022-06-10,2.538,3.6715000000000004,-11.475999999999999,-12.1665
2022-06-13,1.892,3.492,-13.048000000000002,-12.438500000000001
2022-06-14,0.718,3.2009999999999996,-14.831999999999999,-12.705
2022-06-15,-0.12600000000000003,2.9404999999999997,-16.194,-12.999500000000001
2022-06-16,-0.544,2.7794999999999996,-17.676,-13.255500000000001
2022-06-17,-0.9,2.6454999999999997,-18.614,-13.472999999999999
2022-06-21,-0.6460000000000001,2.526,-18.532,-13.596
2022-06-22,0.2279999999999999,2.414,-18.444,-13.806000000000001
2022-06-23,1.3459999999999996,2.3585000000000003,-18.416,-13.9435
2022-06-24,2.7559999999999993,2.4305,-17.356,-13.9905
2022-06-27,4.218,2.502,-16.4,-14.136499999999998
2022-06-28,4.671999999999999,2.377,-16.184,-14.479499999999998
2022-06-29,4.816,2.2984999999999998,-15.992,-14.8125
2022-06-30,4.568,2.293,-16.096,-15.156
2022-07-01,4.2219999999999995,2.355,-16.446,-15.517
2022-07-05,3.7399999999999998,2.399,-16.706,-15.799000000000001
2022-07-06,3.876,2.4485,-16.55,-16.0785
2022-07-07,4.0280000000000005,2.4475000000000002,-16.096,-16.341
2022-07-08,4.093999999999999,2.4705,-15.524000000000001,-16.5575
2022-07-11,3.9619999999999997,2.599,-15.395999999999997,-16.7185
2022-07-12,3.6979999999999995,2.689,-15.447999999999999,-16.792
2022-07-13,3.368,2.8175,-15.632,-16.7245
2022-07-14,3.0439999999999996,3.029,-16.1,-16.658
2022-07-15,3.038,3.2615000000000003,-16.252000000000002,-16.572
2022-07-18,2.5639999999999996,3.376,-16.352,-16.3875
2022-07-19,2.0859999999999994,3.4354999999999998,-15.857999999999999,-16.103
2022-07-20,1.5399999999999998,3.3639999999999994,-15.184000000000001,-15.8875
2022-07-21,1.0359999999999996,3.2310000000000003,-14.296000000000001,-15.620999999999999
2022-07-22,0.3319999999999997,3.008,-13.868,-15.434999999999999
2022-07-25,0.12799999999999961,2.719,-13.288,-15.370499999999998
2022-07-26,0.35799999999999965,2.4705000000000004,-13.352,-15.341
2022-07-27,0.6459999999999996,2.3575,-13.086000000000002,-15.113
2022-07-28,0.9799999999999998,2.272,-12.774,-14.8165
2022-07-29,1.2579999999999996,2.1805,-12.053999999999998,-14.4245
2022-08-01,1.4179999999999997,2.018,-11.350000000000001,-14.0965
2022-08-02,1.3519999999999996,1.8735,-10.53,-13.797
2022-08-03,1.4839999999999995,1.7594999999999998,-9.94,-13.460500000000001
2022-08-04,1.2599999999999996,1.5799999999999998,-9.578,-13.187000000000001
2022-08-05,0.9419999999999995,1.3925,-9.496,-12.9175
2022-08-08,0.6239999999999996,1.1835,-9.425999999999998,-12.604000000000001
2022-08-09,0.38799999999999957,1.046,-9.319999999999999,-12.265
2022-08-10,0.04999999999999959,0.9299999999999999,-9.162,-11.843
2022-08-11,-0.3300000000000004,0.7365,-8.992,-11.41
2022-08-12,-0.8000000000000004,0.433,-8.581999999999999,-11.0
2022-08-15,-1.1280000000000003,0.2605,-8.104000000000001,-10.542
2022-08-16,-1.3380000000000003,0.18999999999999997,-7.554,-10.189
2022-08-17,-1.5860000000000003,0.1485,-7.348000000000001,-9.884
2022-08-18,-1.6160000000000003,0.07349999999999998,-7.104000000000001,-9.611999999999998
2022-08-19,-1.2980000000000005,0.025499999999999974,-7.244,-9.344
2022-08-22,-1.1800000000000004,-0.06650000000000003,-7.696,-9.144
2022-08-23,-1.2920000000000005,-0.22250000000000006,-8.198,-8.9005
2022-08-24,-1.4500000000000006,-0.37550000000000006,-8.578,-8.757
2022-08-25,-1.4220000000000004,-0.527,-8.822,-8.623999999999999
2022-08-26,-1.8180000000000003,-0.7435,-9.31,-8.658
2022-08-29,-2.178,-0.9655000000000001,-9.620000000000001,-8.7115
2022-08-30,-2.47,-1.178,-10.028,-8.774999999999999
2022-08-31,-2.8040000000000003,-1.4475,-10.562,-8.9125
2022-09-01,-2.932,-1.575,-11.175999999999998,-9.0235
2022-09-02,-3.0360000000000005,-1.738,-11.492,-9.157
2022-09-06,-3.0060000000000002,-1.8729999999999998,-11.768,-9.297
2022-09-07,-2.8440000000000003,-1.986,-11.664,-9.361
2022-09-08,-2.454,-2.0735,-11.366,-9.4635
2022-09-09,-2.3580000000000005,-2.082,-10.912,-9.503499999999999
2022-09-12,-2.0680000000000005,-2.055,-10.162,-9.552
2022-09-13,-2.3000000000000003,-2.1659999999999995,-10.129999999999999,-9.803500000000001
2022-09-14,-2.242,-2.212,-10.290000000000001,-10.045
2022-09-15,-2.278,-2.2465,-10.74,-10.311499999999999
2022-09-16,-2.0640000000000005,-2.194,-11.57,-10.620000000000001
2022-09-19,-1.9920000000000004,-2.2285,-12.453999999999999,-10.8545
2022-09-20,-1.5840000000000003,-2.267,-12.774,-11.073
2022-09-21,-1.7480000000000004,-2.3259999999999996,-13.45,-11.358
2022-09-22,-1.624,-2.29,-14.080000000000002,-11.687000000000001
2022-09-23,-1.7220000000000006,-2.2689999999999997,-14.851999999999999,-12.127500000000001
2022-09-26,-1.7900000000000003,-2.2215,-15.906,-12.503499999999999
2022-09-27,-1.7940000000000005,-2.171,-16.812,-12.871
2022-09-28,-1.4360000000000004,-2.0675,-17.18,-13.146
2022-09-29,-1.6280000000000001,-1.996,-17.748,-13.483500000000001
2022-09-30,-2.0200000000000005,-2.041,-18.288,-13.905499999999998
2022-10-03,-2.2960000000000003,-2.0365,-18.168,-14.172500000000003
2022-10-04,-2.204,-1.9705,-17.518,-14.3085
2022-10-05,-2.338,-1.941,-17.14,-14.515
2022-10-06,-2.628,-2.0395,-16.595999999999997,-14.791000000000002
2022-10-07,-2.9780000000000006,-2.196,-16.264,-15.243500000000001
2022-10-10,-3.3020000000000005,-2.3449999999999998,-16.554,-15.770500000000002
2022-10-11,-3.6340000000000003,-2.3040000000000003,-17.436,-16.135
2022-10-12,-3.910000000000001,-2.3579999999999997,-18.338,-16.526999999999997
2022-10-13,-3.528,-2.352,-18.654,-16.7695
2022-10-14,-3.0300000000000002,-2.4375,-18.878,-17.070500000000003
2022-10-17,-2.306,-2.4234999999999998,-18.582,-17.3025
2022-10-18,-1.9220000000000002,-2.3885,-17.99,-17.439
2022-10-19,-1.6900000000000006,-2.3435,-17.464,-17.530499999999996
2022-10-20,-1.6960000000000004,-2.37,-17.482,-17.619999999999997
2022-10-21,-1.1960000000000004,-2.306,-16.747999999999998,-17.544500000000003
2022-10-24,-0.6780000000000003,-2.1455,-16.216,-17.380000000000003
2022-10-25,-0.12400000000000047,-1.971,-15.602,-17.1365
2022-10-26,0.7619999999999997,-1.794,-15.0,-16.9855
2022-10-27,1.6099999999999999,-1.5605,-14.356,-16.772
2022-10-28,2.336,-1.217,-13.709999999999999,-16.4
2022-10-31,2.6879999999999997,-0.8995,-13.38,-16.183
2022-11-01,2.9539999999999997,-0.6815,-13.325999999999999,-16.0885
2022-11-02,2.7379999999999995,-0.525,-13.568000000000001,-16.0925
2022-11-03,2.5439999999999996,-0.2675,-13.892000000000001,-16.095999999999997
2022-11-04,2.1359999999999997,0.06150000000000001,-14.372,-15.927000000000001
2022-11-07,2.0059999999999993,0.42750000000000005,-14.581999999999999,-15.690000000000001
2022-11-08,2.0799999999999996,0.7470000000000001,-14.696000000000002,-15.4035
2022-11-09,2.322,1.0330000000000001,-14.73,-15.1905
2022-11-10,2.7299999999999995,1.297,-13.697999999999999,-14.857
2022-11-11,2.53,1.4514999999999998,-12.734,-14.391
2022-11-14,2.424,1.61,-12.064,-14.060500000000001
2022-11-15,2.284,1.7985,-11.342,-13.741499999999998
2022-11-16,2.3979999999999997,2.055,-10.412,-13.4275
2022-11-17,2.4659999999999997,2.3375,-10.426,-13.093
2022-11-18,3.1999999999999993,2.5505,-10.528,-12.836000000000002
2022-11-21,3.6419999999999995,2.69,-10.552000000000001,-12.6445
2022-11-22,4.128,2.8615,-10.488000000000001,-12.463
2022-11-23,4.52,2.9945,-10.180000000000001,-12.2225
2022-11-25,4.784,3.131,-9.824,-11.96
2022-11-28,4.912,3.1945,-9.825999999999999,-11.865
2022-11-29,4.922,3.2485,-9.798,-11.749
2022-11-30,5.058,3.3875,-9.464,-11.4975
2022-12-01,5.229999999999999,3.6174999999999997,-9.198,-11.129999999999999
2022-12-02,5.3919999999999995,3.843,-8.956,-10.725999999999999
2022-12-05,5.531999999999999,4.0435,-8.748000000000001,-10.459
2022-12-06,5.552,4.135,-8.76,-10.2935
2022-12-07,5.4559999999999995,4.2315,-9.344,-10.1595
2022-12-08,5.303999999999999,4.363,-9.834,-9.906000000000002
2022-12-09,4.991999999999999,4.408499999999999,-10.424000000000001,-9.9075
2022-12-12,4.8999999999999995,4.636,-10.454,-9.889
2022-12-13,5.220000000000001,4.834,-10.102,-9.803
2022-12-14,5.494,5.034,-9.824000000000002,-9.780000000000001
2022-12-15,5.52,5.1435,-10.118,-9.8325
2022-12-16,5.491999999999999,5.165,-10.492,-9.924
2022-12-19,5.235999999999999,5.145,-11.258,-10.0715
2022-12-20,4.854,5.1370000000000005,-12.209999999999999,-10.2175
2022-12-21,4.64,5.162000000000001,-12.802000000000001,-10.3585
2022-12-22,4.597999999999999,5.163,-13.197999999999999,-10.587
2022-12-23,4.804,5.17,-13.294,-10.7915
2022-12-27,5.023999999999999,5.173,-13.309999999999999,-10.942499999999999
2022-12-28,5.136,5.1905,-13.478,-11.1375
2022-12-29,5.121999999999999,5.178,-13.602,-11.392999999999999
2022-12-30,5.077999999999999,5.125,-13.532,-11.6705
2023-01-03,5.132,5.1049999999999995,-13.558000000000002,-11.942
2023-01-04,5.414,5.1434999999999995,-13.398000000000001,-12.105
2023-01-05,5.628,5.2095,-13.216,-12.2515
2023-01-06,5.909999999999999,5.2915,-12.948000000000002,-12.294
2023-01-09,5.747999999999999,5.236,-12.646,-12.3735
2023-01-10,5.388,5.204000000000001,-12.218,-12.3905
2023-01-11,4.773999999999999,5.112,-11.690000000000001,-12.414
2023-01-12,4.209999999999999,4.957,-10.91,-12.4535
2023-01-13,3.408,4.7700000000000005,-10.444,-12.449
2023-01-17,3.03,4.6135,-9.992,-12.342
2023-01-18,2.3959999999999995,4.43,-9.952,-12.255500000000001
2023-01-19,1.7679999999999996,4.245,-10.256,-12.1635
2023-01-20,1.1499999999999997,4.031,-10.308,-11.978
2023-01-23,0.5499999999999996,3.7475,-10.213999999999999,-11.802
2023-01-24,0.07399999999999966,3.4824999999999995,-10.113999999999999,-11.571000000000002
2023-01-25,0.04399999999999965,3.2399999999999998,-9.72,-11.362
2023-01-26,-0.03200000000000035,2.981,-9.012,-11.089
2023-01-27,-0.09200000000000035,2.724,-8.57,-10.751
2023-01-30,-0.8320000000000004,2.259,-8.568,-10.5435
2023-01-31,-1.4060000000000004,1.8615,-8.291999999999998,-10.261
2023-02-01,-1.9340000000000004,1.4735,-7.794,-9.921
2023-02-02,-2.3180000000000005,1.048,-7.231999999999999,-9.5475
2023-02-03,-2.7300000000000004,0.6345,-6.914,-9.175500000000001
2023-02-06,-2.5560000000000005,0.14250000000000002,-6.473999999999999,-8.925
2023-02-07,-2.544,-0.21150000000000002,-6.09,-8.622
2023-02-08,-2.6940000000000004,-0.547,-6.104,-8.3925
2023-02-09,-3.172,-0.9385,-6.5040000000000004,-8.251000000000001
2023-02-10,-3.4579999999999997,-1.2825000000000002,-6.6739999999999995,-8.1165
2023-02-13,-3.5300000000000002,-1.592,-6.564,-7.955
2023-02-14,-3.688,-1.891,-6.6579999999999995,-7.788500000000001
2023-02-15,-4.182,-2.1915,-6.531999999999999,-7.5375
2023-02-16,-4.554,-2.519,-6.478,-7.3065
2023-02-17,-4.760000000000001,-2.7600000000000002,-6.5,-7.164500000000001
2023-02-21,-5.316000000000001,-3.0585,-6.984,-7.147500000000001
2023-02-22,-5.814,-3.3629999999999995,-7.4799999999999995,-7.13
2023-02-23,-6.006,-3.7039999999999997,-7.956,-7.096500000000001
2023-02-24,-6.2700000000000005,-4.0785,-8.379999999999999,-7.1485
2023-02-27,-6.8260000000000005,-4.4435,-8.716,-7.2010000000000005
2023-02-28,-7.382000000000001,-4.696,-8.828,-7.2125
2023-03-01,-7.952000000000001,-4.999499999999999,-8.937999999999999,-7.291500000000001
2023-03-02,-8.530000000000001,-5.353,-9.001999999999999,-7.3985
2023-03-03,-8.722,-5.6795,-8.663999999999998,-7.5065
2023-03-06,-8.696000000000002,-5.935,-8.358,-7.561999999999999
2023-03-07,-8.562000000000001,-6.1975,-8.256,-7.6579999999999995
2023-03-08,-8.522,-6.494,-8.112,-7.797
2023-03-09,-8.668000000000001,-6.846500000000001,-8.396,-7.971499999999999
2023-03-10,-8.952,-7.124499999999999,-9.168000000000001,-8.1725
2023-03-13,-9.244,-7.3815,-9.985999999999999,-8.389999999999999
2023-03-14,-9.264000000000001,-7.631,-10.256,-8.581
2023-03-15,-9.102,-7.847499999999999,-10.658,-8.797
2023-03-16,-8.776,-7.995,-10.453999999999999,-8.952
2023-03-17,-8.686000000000002,-8.1575,-10.203999999999999,-9.104000000000001
2023-03-20,-8.59,-8.339,-9.768,-9.206999999999999
2023-03-21,-8.594000000000001,-8.4505,-9.384,-9.181000000000001
2023-03-22,-8.982,-8.639500000000002,-9.190000000000001,-9.2245
2023-03-23,-9.324000000000002,-8.8245,-9.248000000000001,-9.275
2023-03-24,-9.294,-8.9135,-9.069999999999999,-9.2765
2023-03-27,-9.362,-8.973,-9.02,-9.283
2023-03-28,-9.606000000000002,-9.006499999999999,-9.232000000000001,-9.282
2023-03-29,-9.34,-8.9865,-8.894,-9.2135
2023-03-30,-9.070000000000002,-8.9595,-8.49,-9.147
2023-03-31,-8.792000000000002,-8.931000000000001,-7.8740000000000006,-9.079
2023-04-03,-8.344000000000001,-8.885000000000002,-7.19,-8.991000000000001
2023-04-04,-7.528000000000001,-8.748000000000001,-6.578,-8.8625
2023-04-05,-6.056,-8.370000000000001,-6.264,-8.7515
2023-04-06,-4.652000000000001,-7.955500000000001,-5.988,-8.545
2023-04-10,-3.5300000000000002,-7.575500000000001,-5.9479999999999995,-8.274
2023-04-11,-2.662000000000001,-7.239500000000001,-6.004,-7.9955
2023-04-12,-2.028000000000001,-6.939,-6.029999999999999,-7.806
2023-04-13,-1.9680000000000006,-6.586500000000001,-5.772,-7.529999999999999
2023-04-14,-1.886000000000001,-6.2330000000000005,-5.622,-7.337000000000001
2023-04-17,-1.7280000000000009,-5.836,-5.428,-7.08
2023-04-18,-2.1140000000000008,-5.620500000000001,-5.224,-6.8595
2023-04-19,-2.2780000000000005,-5.36,-4.948,-6.697
2023-04-20,-2.5760000000000005,-4.985,-5.018000000000001,-6.487
2023-04-21,-2.9480000000000004,-4.639,-5.037999999999999,-6.2845
2023-04-24,-3.182000000000001,-4.308,-5.098000000000001,-6.087
2023-04-25,-2.6900000000000004,-3.9524999999999997,-5.42,-5.9595
2023-04-26,-2.6800000000000006,-3.6285,-5.8100000000000005,-5.841500000000001
2023-04-27,-2.750000000000001,-3.3375,-5.786,-5.71
2023-04-28,-2.6300000000000003,-3.029,-5.638,-5.5715
2023-05-01,-2.6300000000000003,-2.7675,-5.504,-5.4944999999999995
2023-05-02,-2.638000000000001,-2.526,-5.316,-5.4910000000000005
2023-05-03,-2.596000000000001,-2.3955,-5.176,-5.4910000000000005
2023-05-04,-2.686000000000001,-2.495,-5.47,-5.5115
2023-05-05,-2.7960000000000007,-2.5650000000000004,-5.588,-5.471500000000001
2023-05-08,-2.9460000000000006,-2.6215,-5.708,-5.4345
2023-05-09,-3.4120000000000004,-2.7135000000000002,-5.71,-5.4174999999999995
2023-05-10,-3.556000000000001,-2.7775000000000003,-5.514,-5.362
2023-05-11,-3.6900000000000004,-2.9255,-5.218000000000001,-5.372999999999999
2023-05-12,-3.9120000000000004,-3.0715,-5.258,-5.3805000000000005
2023-05-15,-4.238,-3.249,-5.244,-5.3885
2023-05-16,-4.44,-3.2950000000000004,-5.274,-5.430000000000001
2023-05-17,-4.7540000000000004,-3.3965000000000005,-5.166,-5.416500000000001
2023-05-18,-5.050000000000001,-3.5440000000000005,-4.85,-5.331
2023-05-19,-5.272000000000001,-3.6525,-4.54,-5.255999999999999
2023-05-22,-5.590000000000001,-3.851,-4.28,-5.184
2023-05-23,-5.890000000000001,-4.095000000000001,-4.109999999999999,-5.1025
2023-05-24,-6.166000000000001,-4.268,-4.3,-5.039
2023-05-25,-6.6480000000000015,-4.5185,-4.51,-5.012
2023-05-26,-7.188000000000001,-4.792,-4.446,-4.958
2023-05-30,-7.484000000000002,-5.064500000000001,-4.388,-4.905
2023-05-31,-7.692000000000002,-5.3585,-4.220000000000001,-4.8285
2023-06-01,-7.910000000000001,-5.596500000000001,-3.716,-4.674
2023-06-02,-7.5760000000000005,-5.741,-3.096,-4.4185
2023-06-05,-7.074000000000001,-5.8615,-2.758,-4.250500000000001
2023-06-06,-6.592000000000001,-5.976000000000001,-2.386,-4.0745
2023-06-07,-6.15,-6.043,-1.9760000000000002,-3.8950000000000005
2023-06-08,-5.474000000000001,-6.0760000000000005,-1.6440000000000001,-3.7065000000000006
2023-06-09,-5.114,-6.0969999999999995,-1.558,-3.5035000000000003
2023-06-12,-4.928000000000001,-6.1155,-1.254,-3.2495
2023-06-13,-4.6240000000000006,-6.0725,-0.86,-2.9785
2023-06-14,-4.264000000000001,-5.999,-0.388,-2.6735
2023-06-15,-3.8520000000000003,-5.850499999999999,0.22200000000000003,-2.3594999999999997
2023-06-16,-3.352000000000001,-5.672499999999999,0.7260000000000001,-2.1095
2023-06-20,-2.8500000000000005,-5.51,0.958,-1.875
2023-06-21,-2.4760000000000004,-5.294,0.9520000000000002,-1.6705
2023-06-22,-1.9940000000000004,-5.025,1.004,-1.395
2023-06-23,-1.7880000000000007,-4.755999999999999,0.652,-1.1215
2023-06-26,-1.8580000000000005,-4.475,0.292,-0.909
2023-06-27,-1.9500000000000006,-4.2005,0.242,-0.7030000000000001
2023-06-28,-2.048000000000001,-3.935,0.30999999999999994,-0.496
2023-06-29,-2.2380000000000004,-3.6615,0.304,-0.26400000000000007
2023-06-30,-2.266000000000001,-3.345,0.682,-0.022
2023-07-03,-2.2840000000000003,-3.152,1.1720000000000002,0.158
2023-07-05,-2.3280000000000007,-3.0140000000000002,1.4,0.3365
2023-07-06,-2.470000000000001,-2.9045,1.456,0.46449999999999997
2023-07-07,-2.9820000000000007,-2.8695,1.468,0.597
2023-07-10,-3.6080000000000005,-2.8785,1.3,0.7140000000000001
2023-07-11,-4.128000000000001,-2.9055,1.23,0.8550000000000001
2023-07-12,-4.65,-2.9445,1.3619999999999999,0.9904999999999999
2023-07-13,-4.956000000000001,-2.9875,1.8199999999999998,1.1345
2023-07-14,-4.886000000000001,-3.025,2.308,1.2710000000000001
2023-07-17,-4.938000000000001,-3.15,2.812,1.3615
2023-07-18,-4.888000000000001,-3.2895000000000003,3.344,1.5095
2023-07-19,-4.814000000000001,-3.4355,3.7619999999999996,1.6915
2023-07-20,-3.6960000000000006,-3.2924999999999995,3.882,1.8669999999999998
2023-07-21,-2.4880000000000004,-3.1485,4.0200000000000005,2.025
2023-07-24,-1.0840000000000007,-2.9739999999999998,4.1739999999999995,2.242
2023-07-25,0.47599999999999926,-2.7060000000000004,4.224,2.4925
2023-07-26,2.111999999999999,-2.42,4.234,2.6895
2023-07-27,2.7339999999999995,-2.097,4.26,2.8545000000000003
2023-07-28,3.2399999999999993,-1.7790000000000004,4.454,3.0625
2023-07-31,2.8219999999999996,-1.702,4.595999999999999,3.2205
2023-08-01,2.4059999999999997,-1.5334999999999999,4.616,3.3534999999999995
2023-08-02,2.0699999999999994,-1.3205,4.406000000000001,3.441
2023-08-03,1.7039999999999993,-1.0535,4.27,3.558
2023-08-04,1.0599999999999992,-0.7685000000000001,3.886,3.6670000000000003
2023-08-07,1.705999999999999,-0.37350000000000005,3.6100000000000003,3.7979999999999996
2023-08-08,2.201999999999999,0.048999999999999974,3.342,3.8815
2023-08-09,2.5699999999999994,0.4845,3.2060000000000004,3.9019999999999997
2023-08-10,2.7739999999999996,0.8790000000000001,3.1220000000000003,3.8835
2023-08-11,3.3099999999999996,1.2805,3.104,3.8659999999999997
2023-08-14,3.339999999999999,1.6960000000000002,3.024,3.851
2023-08-15,3.321999999999999,2.1015,2.848,3.7574999999999994
2023-08-16,3.2699999999999987,2.5055000000000005,2.666,3.6279999999999992
2023-08-17,3.429999999999999,2.6605,2.366,3.5044999999999993
2023-08-18,3.317999999999999,2.732,2.09,3.3835
2023-08-21,2.821999999999999,2.6725000000000003,1.8239999999999998,3.2634999999999996
2023-08-22,2.2599999999999993,2.5475000000000003,1.6780000000000002,3.1209999999999996
2023-08-23,1.6219999999999992,2.383,1.7759999999999998,3.0134999999999996
