Date,rate_UPRO,rate_UPRO_5D,rate_UPRO_20D,rate_VOO,rate_VOO_5D,rate_VOO_20D
2022-02-18,-19.34,-15.724,-13.267500000000002,-6.5,-5.204,-4.4704999999999995
2022-02-22,-21.82,-16.785999999999998,-13.6005,-7.48,-5.593999999999999,-4.5775
2022-02-23,-26.03,-19.456,-14.01,-9.06,-6.590000000000001,-4.714
2022-02-24,-22.71,-21.528,-14.2315,-7.73,-7.340000000000001,-4.775
2022-02-25,-17.84,-21.548000000000002,-14.156,-5.81,-7.316,-4.720000000000001
2022-02-28,-18.45,-21.369999999999997,-14.360999999999999,-6.04,-7.224000000000001,-4.774
2022-03-01,-21.33,-21.272,-14.9055,-7.18,-7.164,-4.96
2022-03-02,-17.3,-19.526,-15.352999999999998,-5.58,-6.467999999999999,-5.099500000000001
2022-03-03,-18.44,-18.672,-15.970500000000001,-6.03,-6.128,-5.3025
2022-03-04,-20.31,-19.166000000000004,-16.385,-6.74,-6.314,-5.439500000000001
2022-03-07,-27.0,-20.875999999999998,-17.188499999999998,-9.33,-6.9719999999999995,-5.726
2022-03-08,-28.67,-22.344,-18.035,-9.98,-7.531999999999999,-6.031000000000001
2022-03-09,-23.07,-23.497999999999998,-18.7015,-7.69,-7.954000000000001,-6.258
2022-03-10,-24.14,-24.637999999999998,-19.6085,-8.09,-8.366,-6.572
2022-03-11,-26.89,-25.953999999999997,-20.4175,-9.21,-8.86,-6.8605
2022-03-14,-28.46,-26.246,-21.054,-9.84,-8.962,-7.0905000000000005
2022-03-15,-23.82,-25.276000000000003,-21.4195,-7.92,-8.55,-7.210000000000001
2022-03-16,-18.93,-24.448,-21.732,-5.92,-8.196000000000002,-7.302000000000001
2022-03-17,-15.93,-22.806,-21.910999999999998,-4.8,-7.537999999999999,-7.343000000000001
2022-03-18,-13.21,-20.07,-21.684500000000003,-3.77,-6.45,-7.235000000000001
2022-03-21,-13.21,-17.02,-21.378,-3.77,-5.236,-7.0985
2022-03-22,-10.26,-14.308000000000002,-20.8,-2.68,-4.188,-6.858499999999999
2022-03-23,-13.7,-13.262,-20.183500000000002,-3.9,-3.7840000000000003,-6.600500000000001
2022-03-24,-9.91,-12.058,-19.5435,-2.83,-3.3899999999999997,-6.3555
2022-03-25,-8.57,-11.129999999999999,-19.080000000000002,-2.35,-3.106,-6.182499999999999
2022-03-28,-6.64,-9.815999999999999,-18.4895,-1.69,-2.69,-5.965000000000001
2022-03-29,-3.13,-8.39,-17.5795,-0.48,-2.25,-5.63
2022-03-30,-4.9,-6.63,-16.9595,-1.09,-1.688,-5.4055
2022-03-31,-9.28,-6.5040000000000004,-16.5015,-2.57,-1.636,-5.2325
2022-04-01,-8.39,-6.468000000000001,-15.9055,-2.24,-1.614,-5.0075
2022-04-04,-6.06,-6.352,-14.858500000000001,-1.45,-1.566,-4.6135
2022-04-05,-9.48,-7.622,-13.899000000000001,-2.62,-1.9939999999999998,-4.2455
2022-04-06,-12.18,-9.078,-13.354499999999998,-3.57,-2.4899999999999998,-4.0395
2022-04-07,-10.92,-9.406,-12.6935,-3.1,-2.596,-3.79
2022-04-08,-11.53,-10.034,-11.9255,-3.33,-2.814,-3.496
2022-04-11,-16.05,-12.032,-11.305000000000001,-4.94,-3.5120000000000005,-3.2510000000000003
2022-04-12,-17.02,-13.539999999999997,-10.965,-5.28,-4.044,-3.119
2022-04-13,-14.22,-13.948000000000002,-10.7295,-4.23,-4.176,-3.0345
2022-04-14,-17.33,-15.23,-10.7995,-5.37,-4.630000000000001,-3.063
2022-04-18,-17.3,-16.384,-11.004000000000001,-5.35,-5.034000000000001,-3.1420000000000003
2022-04-19,-13.36,-15.846,-11.0115,-3.88,-4.822000000000001,-3.1475
2022-04-20,-13.56,-15.154,-11.1765,-3.95,-4.556,-3.211
2022-04-21,-17.38,-15.786000000000001,-11.3605,-5.34,-4.7780000000000005,-3.283
2022-04-22,-24.07,-17.134,-12.0685,-7.86,-5.276,-3.5345
2022-04-25,-22.86,-18.246000000000002,-12.783,-7.37,-5.680000000000001,-3.7855000000000003
2022-04-26,-29.49,-21.472,-13.9255,-9.95,-6.894,-4.1985
2022-04-27,-28.98,-24.556,-15.218,-9.73,-8.05,-4.661
2022-04-28,-23.63,-25.806,-16.1545,-7.52,-8.485999999999999,-4.9825
2022-04-29,-31.96,-27.383999999999997,-17.2885,-10.83,-9.08,-5.3955
2022-05-02,-29.9,-28.792,-18.364,-9.99,-9.604,-5.7829999999999995
2022-05-03,-28.98,-28.689999999999998,-19.51,-9.62,-9.538,-6.1915
2022-05-04,-22.69,-27.432,-20.1705,-6.99,-8.99,-6.410000000000001
2022-05-05,-30.68,-28.842000000000002,-21.095499999999998,-10.13,-9.512,-6.7379999999999995
2022-05-06,-31.91,-28.832,-22.145,-10.67,-9.48,-7.1165
2022-05-09,-38.27,-30.506,-23.482,-13.43,-10.168,-7.6215
2022-05-10,-37.94,-32.298,-24.5765,-13.22,-10.888,-8.0355
2022-05-11,-40.84,-35.928000000000004,-25.767500000000002,-14.58,-12.406,-8.500499999999999
2022-05-12,-41.04,-38.0,-27.1085,-14.64,-13.308000000000002,-9.021
2022-05-13,-36.9,-38.998000000000005,-28.086999999999996,-12.68,-13.709999999999999,-9.3865
2022-05-16,-37.61,-38.866,-29.1025,-12.99,-13.622,-9.7685
2022-05-17,-33.92,-38.062,-30.1305,-11.29,-13.236,-10.139
2022-05-18,-41.73,-38.239999999999995,-31.538999999999998,-14.71,-13.262,-10.677
2022-05-19,-42.92,-38.616,-32.816,-15.27,-13.388,-11.1735
2022-05-20,-42.82,-39.8,-33.753499999999995,-15.25,-13.901999999999997,-11.543000000000001
2022-05-23,-39.61,-40.2,-34.590999999999994,-13.68,-14.040000000000001,-11.8585
2022-05-24,-40.98,-41.612,-35.165499999999994,-14.29,-14.64,-12.075500000000002
2022-05-25,-39.41,-41.148,-35.687,-13.59,-14.416,-12.2685
2022-05-26,-35.87,-39.73799999999999,-36.29899999999999,-11.92,-13.745999999999999,-12.4885
2022-05-27,-31.16,-37.40599999999999,-36.259,-9.77,-12.65,-12.435500000000001
2022-05-31,-32.37,-35.958,-36.38250000000001,-10.26,-11.966,-12.449
2022-06-01,-33.02,-34.366,-36.584500000000006,-10.69,-11.245999999999999,-12.502500000000001
2022-06-02,-29.37,-32.358000000000004,-36.9185,-9.06,-10.34,-12.606
2022-06-03,-32.76,-31.736,-37.0225,-10.5,-10.056000000000001,-12.624500000000001
2022-06-06,-32.22,-31.948,-37.038,-10.26,-10.154,-12.604
2022-06-07,-30.29,-31.532,-36.638999999999996,-9.4,-9.982,-12.4025
2022-06-08,-32.5,-31.427999999999997,-36.367000000000004,-10.37,-9.918000000000001,-12.26
2022-06-09,-37.32,-33.018,-36.190999999999995,-12.42,-10.59,-12.152
2022-06-10,-42.76,-35.017999999999994,-36.277,-14.93,-11.475999999999999,-12.1665
2022-06-13,-49.26,-38.426,-36.895,-18.12,-13.048000000000002,-12.438500000000001
2022-06-14,-49.76,-42.32,-37.502500000000005,-18.32,-14.831999999999999,-12.705
2022-06-15,-47.65,-45.35,-38.189,-17.18,-16.194,-12.999500000000001
2022-06-16,-52.64,-48.414,-38.7345,-19.83,-17.676,-13.255500000000001
2022-06-17,-52.53,-50.368,-39.214999999999996,-19.62,-18.614,-13.472999999999999
2022-06-21,-48.96,-50.308,-39.522000000000006,-17.71,-18.532,-13.596
2022-06-22,-49.27,-50.21,-40.005,-17.88,-18.444,-13.806000000000001
2022-06-23,-47.8,-50.24,-40.346,-17.04,-18.416,-13.9435
2022-06-24,-42.88,-48.288,-40.5195,-14.53,-17.356,-13.9905
2022-06-27,-43.44,-46.47,-40.898,-14.84,-16.4,-14.136499999999998
2022-06-28,-46.9,-46.058,-41.684999999999995,-16.63,-16.184,-14.479499999999998
2022-06-29,-47.09,-45.622,-42.421,-16.92,-15.992,-14.8125
2022-06-30,-48.43,-45.748000000000005,-43.1915,-17.56,-16.096,-15.156
2022-07-01,-45.57,-46.286,-44.0015,-16.28,-16.446,-15.517
2022-07-05,-45.27,-46.652,-44.626999999999995,-16.14,-16.706,-15.799000000000001
2022-07-06,-44.71,-46.214,-45.2515,-15.85,-16.55,-16.0785
2022-07-07,-42.32,-45.260000000000005,-45.852999999999994,-14.65,-16.096,-16.341
2022-07-08,-42.42,-44.058,-46.349000000000004,-14.7,-15.524000000000001,-16.5575
2022-07-11,-44.4,-43.824,-46.703,-15.64,-15.395999999999997,-16.7185
2022-07-12,-45.87,-43.944,-46.85850000000001,-16.4,-15.447999999999999,-16.792
2022-07-13,-46.73,-44.348,-46.732000000000006,-16.77,-15.632,-16.7245
2022-07-14,-47.15,-45.314,-46.6015,-16.99,-16.1,-16.658
2022-07-15,-44.13,-45.656,-46.4255,-15.46,-16.252000000000002,-16.572
2022-07-18,-45.53,-45.882,-46.07,-16.14,-16.352,-16.3875
2022-07-19,-41.19,-44.946,-45.503,-13.93,-15.857999999999999,-16.103
2022-07-20,-40.09,-43.618,-45.0595,-13.4,-15.184000000000001,-15.8875
2022-07-21,-38.26,-41.839999999999996,-44.509,-12.55,-14.296000000000001,-15.620999999999999
2022-07-22,-39.91,-40.995999999999995,-44.11450000000001,-13.32,-13.868,-15.434999999999999
2022-07-25,-39.76,-39.842,-43.9585,-13.24,-13.288,-15.370499999999998
2022-07-26,-41.93,-39.989999999999995,-43.882999999999996,-14.25,-13.352,-15.341
2022-07-27,-37.42,-39.456,-43.409000000000006,-12.07,-13.086000000000002,-15.113
2022-07-28,-35.08,-38.82,-42.808499999999995,-10.99,-12.774,-14.8165
2022-07-29,-32.2,-37.278000000000006,-41.997,-9.72,-12.053999999999998,-14.4245
2022-08-01,-32.02,-35.73,-41.3195,-9.72,-11.350000000000001,-14.0965
2022-08-02,-32.99,-33.942,-40.7055,-10.15,-10.53,-13.797
2022-08-03,-30.75,-32.608,-40.0075,-9.12,-9.94,-13.460500000000001
2022-08-04,-30.84,-31.76,-39.4335,-9.18,-9.578,-13.187000000000001
2022-08-05,-31.13,-31.546,-38.869,-9.31,-9.496,-12.9175
2022-08-08,-31.28,-31.398000000000003,-38.213,-9.37,-9.425999999999998,-12.604000000000001
2022-08-09,-31.89,-31.177999999999997,-37.513999999999996,-9.62,-9.319999999999999,-12.265
2022-08-10,-28.98,-30.824,-36.6265,-8.33,-9.162,-11.843
2022-08-11,-28.97,-30.45,-35.7175,-8.33,-8.992,-11.41
2022-08-12,-26.5,-29.524,-34.836,-7.26,-8.581999999999999,-11.0
2022-08-15,-25.86,-28.440000000000005,-33.852500000000006,-6.98,-8.104000000000001,-10.542
2022-08-16,-25.57,-27.176,-33.0715,-6.87,-7.554,-10.189
2022-08-17,-26.66,-26.712,-32.4,-7.3,-7.348000000000001,-9.884
2022-08-18,-26.26,-26.169999999999998,-31.8,-7.11,-7.104000000000001,-9.611999999999998
2022-08-19,-28.25,-26.52,-31.216999999999995,-7.96,-7.244,-9.344
2022-08-22,-31.26,-27.6,-30.792,-9.24,-7.696,-9.144
2022-08-23,-31.6,-28.806,-30.2755,-9.38,-8.198,-8.9005
2022-08-24,-31.22,-29.718,-29.9655,-9.2,-8.578,-8.757
2022-08-25,-29.28,-30.322000000000003,-29.6755,-8.33,-8.822,-8.623999999999999
2022-08-26,-34.13,-31.498,-29.772,-10.4,-9.31,-8.658
2022-08-29,-34.97,-32.24,-29.9195,-10.79,-9.620000000000001,-8.7115
2022-08-30,-36.4,-33.2,-30.089999999999996,-11.42,-10.028,-8.774999999999999
2022-08-31,-37.37,-34.42999999999999,-30.421,-11.87,-10.562,-8.9125
2022-09-01,-36.07,-35.788,-30.682499999999997,-11.4,-11.175999999999998,-9.0235
2022-09-02,-37.32,-36.426,-30.991999999999997,-11.98,-11.492,-9.157
2022-09-06,-37.77,-36.986000000000004,-31.3165,-12.17,-11.768,-9.297
2022-09-07,-35.09,-36.724000000000004,-31.476499999999998,-10.9,-11.664,-9.361
2022-09-08,-33.97,-36.044000000000004,-31.726,-10.38,-11.366,-9.4635
2022-09-09,-31.19,-35.068000000000005,-31.837,-9.13,-10.912,-9.503499999999999
2022-09-12,-29.18,-33.44,-31.970999999999997,-8.23,-10.162,-9.552
2022-09-13,-37.97,-33.480000000000004,-32.576499999999996,-12.01,-10.129999999999999,-9.803500000000001
2022-09-14,-37.38,-33.938,-33.167,-11.7,-10.290000000000001,-10.045
2022-09-15,-39.38,-35.02,-33.803000000000004,-12.63,-10.74,-10.311499999999999
2022-09-16,-40.7,-36.922000000000004,-34.525000000000006,-13.28,-11.57,-10.620000000000001
2022-09-19,-39.47,-38.980000000000004,-35.086,-12.65,-12.453999999999999,-10.8545
2022-09-20,-41.44,-39.674,-35.595,-13.61,-12.774,-11.073
2022-09-21,-44.47,-41.092,-36.2385,-15.08,-13.45,-11.358
2022-09-22,-45.85,-42.386,-36.97,-15.78,-14.080000000000002,-11.687000000000001
2022-09-23,-48.55,-43.956,-37.9335,-17.14,-14.851999999999999,-12.127500000000001
2022-09-26,-50.02,-46.066,-38.728,-17.92,-15.906,-12.503499999999999
2022-09-27,-50.37,-47.852,-39.498000000000005,-18.14,-16.812,-12.871
2022-09-28,-47.58,-48.474000000000004,-40.057,-16.92,-17.18,-13.146
2022-09-29,-50.83,-49.47,-40.730000000000004,-18.62,-17.748,-13.483500000000001
2022-09-30,-53.05,-50.37,-41.579,-19.84,-18.288,-13.905499999999998
2022-10-03,-48.18,-50.001999999999995,-42.122,-17.32,-18.168,-14.172500000000003
2022-10-04,-43.58,-48.64399999999999,-42.4125,-14.89,-17.518,-14.3085
2022-10-05,-44.0,-47.928,-42.858000000000004,-15.03,-17.14,-14.515
2022-10-06,-45.68,-46.897999999999996,-43.4435,-15.9,-16.595999999999997,-14.791000000000002
2022-10-07,-50.07,-46.302,-44.3875,-18.18,-16.264,-15.243500000000001
2022-10-10,-51.14,-46.894,-45.4855,-18.77,-16.554,-15.770500000000002
2022-10-11,-52.15,-48.608,-46.1945,-19.3,-17.436,-16.135
2022-10-12,-52.58,-50.324,-46.9545,-19.54,-18.338,-16.526999999999997
2022-10-13,-48.97,-50.982,-47.434,-17.48,-18.654,-16.7695
2022-10-14,-52.4,-51.448,-48.01899999999999,-19.3,-18.878,-17.070500000000003
2022-10-17,-48.86,-50.992,-48.4885,-17.29,-18.582,-17.3025
2022-10-18,-47.35,-50.032,-48.784,-16.34,-17.99,-17.439
2022-10-19,-48.15,-49.146,-48.967999999999996,-16.91,-17.464,-17.530499999999996
2022-10-20,-49.51,-49.254000000000005,-49.150999999999996,-17.57,-17.482,-17.619999999999997
2022-10-21,-45.91,-47.956,-49.019,-15.63,-16.747999999999998,-17.544500000000003
2022-10-24,-43.97,-46.978,-48.716499999999996,-14.63,-16.216,-17.380000000000003
2022-10-25,-41.28,-45.763999999999996,-48.262,-13.27,-15.602,-17.1365
2022-10-26,-42.57,-44.648,-48.0115,-13.9,-15.0,-16.9855
2022-10-27,-43.56,-43.458,-47.648,-14.35,-14.356,-16.772
2022-10-28,-39.63,-42.202,-46.977,-12.4,-13.709999999999999,-16.4
2022-10-31,-40.89,-41.586,-46.6125,-12.98,-13.38,-16.183
2022-11-01,-40.65,-41.46,-46.465999999999994,-13.0,-13.325999999999999,-16.0885
2022-11-02,-44.96,-41.938,-46.513999999999996,-15.11,-13.568000000000001,-16.0925
2022-11-03,-46.66,-42.558,-46.563,-15.97,-13.892000000000001,-16.095999999999997
2022-11-04,-44.46,-43.524,-46.2825,-14.8,-14.372,-15.927000000000001
2022-11-07,-42.93,-43.932,-45.872,-14.03,-14.581999999999999,-15.690000000000001
2022-11-08,-42.09,-44.22,-45.369,-13.57,-14.696000000000002,-15.4035
2022-11-09,-45.62,-44.352,-45.021,-15.28,-14.73,-15.1905
2022-11-10,-36.91,-42.402,-44.418,-10.81,-13.697999999999999,-14.857
2022-11-11,-35.08,-40.525999999999996,-43.55200000000001,-9.98,-12.734,-14.391
2022-11-14,-36.69,-39.278,-42.9435,-10.68,-12.064,-14.060500000000001
2022-11-15,-35.12,-37.884,-42.332,-9.96,-11.342,-13.741499999999998
2022-11-16,-36.61,-36.082,-41.755,-10.63,-10.412,-13.4275
2022-11-17,-37.29,-36.158,-41.144,-10.88,-10.426,-13.093
2022-11-18,-36.46,-36.434,-40.671499999999995,-10.49,-10.528,-12.836000000000002
2022-11-21,-37.17,-36.53,-40.3315,-10.8,-10.552000000000001,-12.6445
2022-11-22,-34.66,-36.438,-40.0005,-9.64,-10.488000000000001,-12.463
2022-11-23,-33.52,-35.82000000000001,-39.548,-9.09,-10.180000000000001,-12.2225
2022-11-25,-33.58,-35.077999999999996,-39.049,-9.1,-9.824,-11.96
2022-11-28,-36.69,-35.124,-38.902,-10.5,-9.825999999999999,-11.865
2022-11-29,-37.1,-35.11,-38.7125,-10.66,-9.798,-11.749
2022-11-30,-31.27,-34.432,-38.2435,-7.97,-9.464,-11.4975
2022-12-01,-30.63,-33.854,-37.527,-7.76,-9.198,-11.129999999999999
2022-12-02,-30.91,-33.32,-36.7395,-7.89,-8.956,-10.725999999999999
2022-12-05,-34.53,-32.888,-36.242999999999995,-9.46,-8.748000000000001,-10.459
2022-12-06,-37.28,-32.924,-35.9605,-10.72,-8.76,-10.2935
2022-12-07,-37.62,-34.194,-35.737,-10.89,-9.344,-10.1595
2022-12-08,-36.22,-35.312,-35.266999999999996,-10.21,-9.834,-9.906000000000002
2022-12-09,-37.65,-36.660000000000004,-35.304,-10.84,-10.424000000000001,-9.9075
2022-12-12,-35.03,-36.760000000000005,-35.3015,-9.61,-10.454,-9.889
2022-12-13,-33.63,-36.03,-35.1485,-8.96,-10.102,-9.803
2022-12-14,-34.84,-35.474000000000004,-35.1345,-9.5,-9.824000000000002,-9.780000000000001
2022-12-15,-39.62,-36.153999999999996,-35.285000000000004,-11.68,-10.118,-9.8325
2022-12-16,-41.79,-36.982000000000006,-35.510000000000005,-12.71,-10.492,-9.924
2022-12-19,-43.26,-38.628,-35.85,-13.44,-11.258,-10.0715
2022-12-20,-43.09,-40.519999999999996,-36.146,-13.72,-12.209999999999999,-10.2175
2022-12-21,-40.54,-41.66,-36.44,-12.46,-12.802000000000001,-10.3585
2022-12-22,-43.31,-42.398,-36.929500000000004,-13.66,-13.197999999999999,-10.587
2022-12-23,-42.46,-42.532,-37.37349999999999,-13.19,-13.294,-10.7915
2022-12-27,-43.1,-42.5,-37.694,-13.52,-13.309999999999999,-10.942499999999999
2022-12-28,-45.22,-42.926,-38.1,-14.56,-13.478,-11.1375
2022-12-29,-42.44,-43.306,-38.6585,-13.08,-13.602,-11.392999999999999
2022-12-30,-42.83,-43.21,-39.2685,-13.31,-13.532,-11.6705
2023-01-03,-42.56,-43.230000000000004,-39.851,-13.32,-13.558000000000002,-11.942
2023-01-04,-41.33,-42.876,-40.191,-12.72,-13.398000000000001,-12.105
2023-01-05,-43.32,-42.496,-40.493,-13.65,-13.216,-12.2515
2023-01-06,-39.51,-41.910000000000004,-40.5875,-11.74,-12.948000000000002,-12.294
2023-01-09,-39.58,-41.26,-40.7555,-11.8,-12.646,-12.3735
2023-01-10,-38.36,-40.42,-40.791,-11.18,-12.218,-12.3905
2023-01-11,-36.08,-39.37,-40.8435,-10.08,-11.690000000000001,-12.414
2023-01-12,-35.42,-37.79,-40.933,-9.75,-10.91,-12.4535
2023-01-13,-34.7,-36.827999999999996,-40.926,-9.41,-10.444,-12.449
2023-01-17,-35.05,-35.922000000000004,-40.6975,-9.54,-9.992,-12.342
2023-01-18,-38.12,-35.874,-40.513999999999996,-10.98,-9.952,-12.255500000000001
2023-01-19,-39.55,-36.568,-40.3285,-11.6,-10.256,-12.1635
2023-01-20,-36.27,-36.738,-39.9875,-10.01,-10.308,-11.978
2023-01-23,-33.96,-36.589999999999996,-39.6585,-8.94,-10.213999999999999,-11.802
2023-01-24,-34.19,-36.41799999999999,-39.2025,-9.04,-10.113999999999999,-11.571000000000002
2023-01-25,-34.12,-35.617999999999995,-38.7855,-9.01,-9.72,-11.362
2023-01-26,-32.08,-34.124,-38.2345,-8.06,-9.012,-11.089
2023-01-27,-31.58,-33.18599999999999,-37.552499999999995,-7.8,-8.57,-10.751
2023-01-30,-34.13,-33.21999999999999,-37.137,-8.93,-8.568,-10.5435
2023-01-31,-31.3,-32.641999999999996,-36.560500000000005,-7.66,-8.291999999999998,-10.261
2023-02-01,-28.51,-31.520000000000003,-35.858000000000004,-6.52,-7.794,-9.921
2023-02-02,-25.54,-30.212,-35.0685,-5.25,-7.231999999999999,-9.5475
2023-02-03,-27.84,-29.464000000000006,-34.2945,-6.21,-6.914,-9.175500000000001
2023-02-06,-29.07,-28.451999999999998,-33.772499999999994,-6.73,-6.473999999999999,-8.925
2023-02-07,-26.41,-27.474,-33.114,-5.74,-6.09,-8.622
2023-02-08,-28.79,-27.53,-32.6355,-6.59,-6.104,-8.3925
2023-02-09,-30.67,-28.556,-32.364999999999995,-7.25,-6.5040000000000004,-8.251000000000001
2023-02-10,-30.3,-29.048000000000002,-32.109,-7.06,-6.6739999999999995,-8.1165
2023-02-13,-27.91,-28.815999999999995,-31.7695,-6.18,-6.564,-7.955
2023-02-14,-28.01,-29.136000000000003,-31.4175,-6.21,-6.6579999999999995,-7.788500000000001
2023-02-15,-27.36,-28.85,-30.8795,-5.96,-6.531999999999999,-7.5375
2023-02-16,-30.37,-28.79,-30.420499999999997,-6.98,-6.478,-7.3065
2023-02-17,-30.94,-28.918,-30.153999999999996,-7.17,-6.5,-7.164500000000001
2023-02-21,-35.04,-30.344,-30.208000000000006,-8.6,-6.984,-7.147500000000001
2023-02-22,-35.32,-31.806,-30.264499999999998,-8.69,-7.4799999999999995,-7.13
2023-02-23,-34.43,-33.220000000000006,-30.28,-8.34,-7.956,-7.096500000000001
2023-02-24,-36.53,-34.452,-30.502500000000005,-9.1,-8.379999999999999,-7.1485
2023-02-27,-35.92,-35.448,-30.7195,-8.85,-8.716,-7.2010000000000005
2023-02-28,-36.64,-35.767999999999994,-30.845,-9.16,-8.828,-7.2125
2023-03-01,-36.54,-36.012,-31.107,-9.24,-8.937999999999999,-7.291500000000001
2023-03-02,-35.21,-36.16799999999999,-31.441999999999997,-8.66,-9.001999999999999,-7.3985
2023-03-03,-32.27,-35.316,-31.7785,-7.41,-8.663999999999998,-7.5065
2023-03-06,-32.08,-34.548,-31.990499999999997,-7.32,-8.358,-7.561999999999999
2023-03-07,-35.15,-34.25,-32.2945,-8.65,-8.256,-7.6579999999999995
2023-03-08,-34.86,-33.914,-32.717,-8.52,-8.112,-7.797
2023-03-09,-38.45,-34.562,-33.2,-10.08,-8.396,-7.971499999999999
2023-03-10,-41.06,-36.32000000000001,-33.7195,-11.27,-9.168000000000001,-8.1725
2023-03-13,-41.45,-38.194,-34.277,-11.41,-9.985999999999999,-8.389999999999999
2023-03-14,-38.5,-38.864,-34.8065,-10.0,-10.256,-8.581
2023-03-15,-39.65,-39.822,-35.3885,-10.53,-10.658,-8.797
2023-03-16,-36.62,-39.456,-35.8515,-9.06,-10.453999999999999,-8.952
2023-03-17,-38.74,-38.992000000000004,-36.269999999999996,-10.02,-10.203999999999999,-9.104000000000001
2023-03-20,-37.09,-38.12,-36.5775,-9.23,-9.768,-9.206999999999999
2023-03-21,-34.69,-37.358,-36.559999999999995,-8.08,-9.384,-9.181000000000001
2023-03-22,-38.08,-37.044,-36.698,-9.56,-9.190000000000001,-9.2245
2023-03-23,-37.68,-37.25600000000001,-36.860499999999995,-9.35,-9.248000000000001,-9.275
2023-03-24,-36.47,-36.802,-36.8575,-9.13,-9.069999999999999,-9.2765
2023-03-27,-36.17,-36.618,-36.870000000000005,-8.98,-9.02,-9.283
2023-03-28,-36.58,-36.996,-36.867000000000004,-9.14,-9.232000000000001,-9.282
2023-03-29,-33.89,-36.158,-36.7345,-7.87,-8.894,-9.2135
2023-03-30,-32.76,-35.174,-36.612,-7.33,-8.49,-9.147
2023-03-31,-29.96,-33.872,-36.4965,-6.05,-7.8740000000000006,-9.079
2023-04-03,-28.6,-32.358,-36.322500000000005,-5.56,-7.19,-8.991000000000001
2023-04-04,-29.73,-30.988,-36.051500000000004,-6.08,-6.578,-8.8625
2023-04-05,-30.36,-30.282,-35.8265,-6.3,-6.264,-8.7515
2023-04-06,-29.61,-29.652000000000005,-35.384499999999996,-5.95,-5.988,-8.545
2023-04-10,-29.41,-29.542,-34.80200000000001,-5.85,-5.9479999999999995,-8.274
2023-04-11,-29.41,-29.704,-34.2,-5.84,-6.004,-7.9955
2023-04-12,-30.21,-29.8,-33.7855,-6.21,-6.029999999999999,-7.806
2023-04-13,-27.61,-29.25,-33.1835,-5.01,-5.772,-7.529999999999999
2023-04-14,-28.1,-28.948,-32.7575,-5.2,-5.622,-7.337000000000001
2023-04-17,-27.39,-28.544,-32.19,-4.88,-5.428,-7.08
2023-04-18,-27.25,-28.112000000000002,-31.697999999999997,-4.82,-5.224,-6.8595
2023-04-19,-27.32,-27.534000000000002,-31.329500000000003,-4.83,-4.948,-6.697
2023-04-20,-28.6,-27.732,-30.8555,-5.36,-5.018000000000001,-6.487
2023-04-21,-28.43,-27.798000000000002,-30.393,-5.3,-5.037999999999999,-6.2845
2023-04-24,-28.21,-27.962,-29.98,-5.18,-5.098000000000001,-6.087
