Date,rate_INTU,rate_INTU_5D,rate_INTU_20D,rate_VOO,rate_VOO_5D,rate_VOO_20D
2022-03-03,-18.34,-17.741999999999997,-12.375499999999999,-6.03,-6.128,-5.3025
2022-03-04,-19.59,-18.35,-12.9235,-6.74,-6.314,-5.439500000000001
2022-03-07,-24.04,-19.432,-13.757,-9.33,-6.9719999999999995,-5.726
2022-03-08,-23.25,-20.282,-14.5605,-9.98,-7.531999999999999,-6.031000000000001
2022-03-09,-19.52,-20.948,-15.248499999999998,-7.69,-7.954000000000001,-6.258
2022-03-10,-21.56,-21.592000000000002,-16.238,-8.09,-8.366,-6.572
2022-03-11,-23.72,-22.418,-17.1625,-9.21,-8.86,-6.8605
2022-03-14,-26.15,-22.84,-18.035999999999998,-9.84,-8.962,-7.0905000000000005
2022-03-15,-23.6,-22.909999999999997,-18.7285,-7.92,-8.55,-7.210000000000001
2022-03-16,-20.52,-23.11,-19.2565,-5.92,-8.196000000000002,-7.302000000000001
2022-03-17,-17.83,-22.364,-19.653,-4.8,-7.537999999999999,-7.343000000000001
2022-03-18,-16.8,-20.979999999999997,-19.7385,-3.77,-6.45,-7.235000000000001
2022-03-21,-19.06,-19.562,-19.8155,-3.77,-5.236,-7.0985
2022-03-22,-17.45,-18.332,-19.8285,-2.68,-4.188,-6.858499999999999
2022-03-23,-19.92,-18.212,-19.833,-3.9,-3.7840000000000003,-6.600500000000001
2022-03-24,-19.21,-18.488,-20.046499999999998,-2.83,-3.3899999999999997,-6.3555
2022-03-25,-20.27,-19.182,-20.2325,-2.35,-3.106,-6.182499999999999
2022-03-28,-16.69,-18.708,-20.1355,-1.69,-2.69,-5.965000000000001
2022-03-29,-15.87,-18.392000000000003,-19.979,-0.48,-2.25,-5.63
2022-03-30,-18.14,-18.035999999999998,-20.0765,-1.09,-1.688,-5.4055
2022-03-31,-16.63,-17.52,-19.991,-2.57,-1.636,-5.2325
2022-04-01,-15.63,-16.592000000000002,-19.793,-2.24,-1.614,-5.0075
2022-04-04,-12.06,-15.666000000000002,-19.194,-1.45,-1.566,-4.6135
2022-04-05,-13.68,-15.228,-18.7155,-2.62,-1.9939999999999998,-4.2455
2022-04-06,-14.66,-14.532,-18.472500000000004,-3.57,-2.4899999999999998,-4.0395
2022-04-07,-13.85,-13.976000000000003,-18.087,-3.1,-2.596,-3.79
2022-04-08,-15.9,-14.030000000000001,-17.696,-3.33,-2.814,-3.496
2022-04-11,-17.5,-15.118,-17.2635,-4.94,-3.5120000000000005,-3.2510000000000003
2022-04-12,-19.47,-16.276,-17.057,-5.28,-4.044,-3.119
2022-04-13,-17.99,-16.942,-16.930500000000002,-4.23,-4.176,-3.0345
2022-04-14,-18.88,-17.948,-16.983,-5.37,-4.630000000000001,-3.063
2022-04-18,-18.22,-18.412,-17.054,-5.35,-5.034000000000001,-3.1420000000000003
2022-04-19,-15.53,-18.018,-16.8775,-3.88,-4.822000000000001,-3.1475
2022-04-20,-16.05,-17.334,-16.8075,-3.95,-4.556,-3.211
2022-04-21,-18.79,-17.494,-16.750999999999998,-5.34,-4.7780000000000005,-3.283
2022-04-22,-22.56,-18.229999999999997,-16.918499999999998,-7.86,-5.276,-3.5345
2022-04-25,-21.94,-18.974,-17.002,-7.37,-5.680000000000001,-3.7855000000000003
2022-04-26,-26.25,-21.118000000000002,-17.479999999999997,-9.95,-6.894,-4.1985
2022-04-27,-26.77,-23.262,-18.025,-9.73,-8.05,-4.661
2022-04-28,-22.34,-23.972,-18.235,-7.52,-8.485999999999999,-4.9825
2022-04-29,-26.68,-24.796,-18.7375,-10.83,-9.08,-5.3955
2022-05-02,-24.57,-25.321999999999996,-19.1845,-9.99,-9.604,-5.7829999999999995
2022-05-03,-23.93,-24.857999999999997,-19.778,-9.62,-9.538,-6.1915
2022-05-04,-21.08,-23.72,-20.148,-6.99,-8.99,-6.410000000000001
2022-05-05,-27.44,-24.74,-20.787,-10.13,-9.512,-6.7379999999999995
2022-05-06,-29.8,-25.363999999999997,-21.5845,-10.67,-9.48,-7.1165
2022-05-09,-34.6,-27.370000000000005,-22.5195,-13.43,-10.168,-7.6215
2022-05-10,-33.89,-29.362000000000002,-23.339,-13.22,-10.888,-8.0355
2022-05-11,-36.45,-32.436,-24.188,-14.58,-12.406,-8.500499999999999
2022-05-12,-36.84,-34.316,-25.1305,-14.64,-13.308000000000002,-9.021
2022-05-13,-33.79,-35.114,-25.875999999999998,-12.68,-13.709999999999999,-9.3865
2022-05-16,-35.87,-35.368,-26.758500000000005,-12.99,-13.622,-9.7685
2022-05-17,-33.72,-35.333999999999996,-27.668,-11.29,-13.236,-10.139
2022-05-18,-36.96,-35.436,-28.7135,-14.71,-13.262,-10.677
2022-05-19,-35.39,-35.146,-29.5435,-15.27,-13.388,-11.1735
2022-05-20,-34.44,-35.275999999999996,-30.1375,-15.25,-13.901999999999997,-11.543000000000001
2022-05-23,-33.81,-34.864,-30.731,-13.68,-14.040000000000001,-11.8585
2022-05-24,-35.98,-35.315999999999995,-31.2175,-14.29,-14.64,-12.075500000000002
2022-05-25,-30.83,-34.089999999999996,-31.420500000000004,-13.59,-14.416,-12.2685
2022-05-26,-27.69,-32.55,-31.688,-11.92,-13.745999999999999,-12.4885
2022-05-27,-24.89,-30.640000000000004,-31.598499999999994,-9.77,-12.65,-12.435500000000001
2022-05-31,-26.29,-29.136000000000003,-31.684500000000003,-10.26,-11.966,-12.449
2022-06-01,-26.59,-27.258,-31.817499999999995,-10.69,-11.245999999999999,-12.502500000000001
2022-06-02,-23.39,-25.77,-31.933,-9.06,-10.34,-12.606
2022-06-03,-26.49,-25.53,-31.885499999999997,-10.5,-10.056000000000001,-12.624500000000001
2022-06-06,-26.49,-25.85,-31.72,-10.26,-10.154,-12.604
2022-06-07,-25.16,-25.624000000000002,-31.248,-9.4,-9.982,-12.4025
2022-06-08,-25.54,-25.413999999999998,-30.8305,-10.37,-9.918000000000001,-12.26
2022-06-09,-27.95,-26.326,-30.405499999999996,-12.42,-10.59,-12.152
2022-06-10,-31.3,-27.288,-30.128500000000003,-14.93,-11.475999999999999,-12.1665
2022-06-13,-34.28,-28.846000000000004,-30.153,-18.12,-13.048000000000002,-12.438500000000001
2022-06-14,-34.15,-30.644,-30.066999999999997,-18.32,-14.831999999999999,-12.705
2022-06-15,-31.76,-31.887999999999998,-29.969,-17.18,-16.194,-12.999500000000001
2022-06-16,-35.04,-33.306000000000004,-29.873,-19.83,-17.676,-13.255500000000001
2022-06-17,-33.29,-33.704,-29.768,-19.62,-18.614,-13.472999999999999
2022-06-21,-31.96,-33.239999999999995,-29.644,-17.71,-18.532,-13.596
2022-06-22,-31.36,-32.682,-29.521500000000003,-17.88,-18.444,-13.806000000000001
2022-06-23,-27.91,-31.912,-29.118000000000002,-17.04,-18.416,-13.9435
2022-06-24,-24.99,-29.901999999999997,-28.826,-14.53,-17.356,-13.9905
2022-06-27,-27.22,-28.688,-28.802500000000002,-14.84,-16.4,-14.136499999999998
2022-06-28,-30.42,-28.380000000000003,-29.079,-16.63,-16.184,-14.479499999999998
2022-06-29,-29.84,-28.076,-29.2565,-16.92,-15.992,-14.8125
2022-06-30,-30.57,-28.607999999999997,-29.4555,-17.56,-16.096,-15.156
2022-07-01,-29.26,-29.462,-29.749000000000002,-16.28,-16.446,-15.517
2022-07-05,-27.25,-29.468,-29.787,-16.14,-16.706,-15.799000000000001
2022-07-06,-26.44,-28.672000000000004,-29.7845,-15.85,-16.55,-16.0785
2022-07-07,-25.4,-27.784000000000002,-29.796499999999998,-14.65,-16.096,-16.341
2022-07-08,-26.11,-26.892000000000003,-29.825,-14.7,-15.524000000000001,-16.5575
2022-07-11,-26.85,-26.410000000000004,-29.770000000000003,-15.64,-15.395999999999997,-16.7185
2022-07-12,-29.79,-26.918,-29.694499999999998,-16.4,-15.447999999999999,-16.792
2022-07-13,-30.24,-27.677999999999997,-29.4925,-16.77,-15.632,-16.7245
2022-07-14,-30.84,-28.766000000000002,-29.327000000000005,-16.99,-16.1,-16.658
2022-07-15,-28.54,-29.252,-29.166000000000004,-15.46,-16.252000000000002,-16.572
2022-07-18,-29.37,-29.756,-28.8825,-16.14,-16.352,-16.3875
2022-07-19,-26.63,-29.124000000000002,-28.549500000000002,-13.93,-15.857999999999999,-16.103
2022-07-20,-23.71,-27.818,-28.137,-13.4,-15.184000000000001,-15.8875
2022-07-21,-21.21,-25.892000000000003,-27.629499999999997,-12.55,-14.296000000000001,-15.620999999999999
2022-07-22,-21.2,-24.424,-27.294,-13.32,-13.868,-15.434999999999999
2022-07-25,-22.7,-23.089999999999996,-27.1795,-13.24,-13.288,-15.370499999999998
2022-07-26,-24.81,-22.726,-27.058999999999997,-14.25,-13.352,-15.341
2022-07-27,-21.48,-22.28,-26.612000000000002,-12.07,-13.086000000000002,-15.113
2022-07-28,-18.77,-21.791999999999998,-26.058500000000002,-10.99,-12.774,-14.8165
2022-07-29,-17.44,-21.04,-25.402,-9.72,-12.053999999999998,-14.4245
2022-08-01,-18.3,-20.160000000000004,-24.854,-9.72,-11.350000000000001,-14.0965
2022-08-02,-18.49,-18.896,-24.416,-10.15,-10.53,-13.797
2022-08-03,-15.99,-17.798,-23.8935,-9.12,-9.94,-13.460500000000001
2022-08-04,-15.92,-17.228,-23.4195,-9.18,-9.578,-13.187000000000001
2022-08-05,-15.56,-16.852,-22.892,-9.31,-9.496,-12.9175
2022-08-08,-15.85,-16.362000000000002,-22.342000000000002,-9.37,-9.425999999999998,-12.604000000000001
2022-08-09,-16.42,-15.947999999999999,-21.6735,-9.62,-9.319999999999999,-12.265
2022-08-10,-14.48,-15.646,-20.8855,-8.33,-9.162,-11.843
2022-08-11,-14.4,-15.342000000000002,-20.0635,-8.33,-8.992,-11.41
2022-08-12,-13.44,-14.918000000000001,-19.308500000000002,-7.26,-8.581999999999999,-11.0
2022-08-15,-13.12,-14.372,-18.496000000000002,-6.98,-8.104000000000001,-10.542
2022-08-16,-13.25,-13.738,-17.827,-6.87,-7.554,-10.189
2022-08-17,-14.42,-13.725999999999999,-17.3625,-7.3,-7.348000000000001,-9.884
2022-08-18,-14.49,-13.744,-17.0265,-7.11,-7.104000000000001,-9.611999999999998
2022-08-19,-16.13,-14.282,-16.773,-7.96,-7.244,-9.344
2022-08-22,-18.25,-15.307999999999998,-16.5505,-9.24,-7.696,-9.144
2022-08-23,-17.83,-16.224,-16.2015,-9.38,-8.198,-8.9005
2022-08-24,-15.87,-16.514,-15.920999999999998,-9.2,-8.578,-8.757
2022-08-25,-15.86,-16.788,-15.7755,-8.33,-8.822,-8.623999999999999
2022-08-26,-17.97,-17.156,-15.802000000000001,-10.4,-9.31,-8.658
2022-08-29,-19.38,-17.381999999999998,-15.856,-10.79,-9.620000000000001,-8.7115
2022-08-30,-19.82,-17.779999999999998,-15.9225,-11.42,-10.028,-8.774999999999999
2022-08-31,-19.99,-18.604,-16.1225,-11.87,-10.562,-8.9125
2022-09-01,-20.23,-19.478,-16.338,-11.4,-11.175999999999998,-9.0235
2022-09-02,-20.87,-20.058,-16.6035,-11.98,-11.492,-9.157
2022-09-06,-21.03,-20.387999999999998,-16.8625,-12.17,-11.768,-9.297
2022-09-07,-18.51,-20.125999999999998,-16.967,-10.9,-11.664,-9.361
2022-09-08,-17.88,-19.704,-17.137,-10.38,-11.366,-9.4635
2022-09-09,-16.02,-18.862000000000002,-17.217999999999996,-9.13,-10.912,-9.503499999999999
2022-09-12,-15.12,-17.711999999999996,-17.302,-8.23,-10.162,-9.552
2022-09-13,-19.69,-17.444,-17.630499999999998,-12.01,-10.129999999999999,-9.803500000000001
2022-09-14,-18.37,-17.416,-17.886499999999998,-11.7,-10.290000000000001,-10.045
2022-09-15,-20.96,-18.032,-18.213500000000003,-12.63,-10.74,-10.311499999999999
2022-09-16,-20.8,-18.988,-18.529,-13.28,-11.57,-10.620000000000001
2022-09-19,-20.68,-20.1,-18.7565,-12.65,-12.453999999999999,-10.8545
2022-09-20,-21.73,-20.508000000000003,-18.930500000000002,-13.61,-12.774,-11.073
2022-09-21,-23.37,-21.508000000000003,-19.2075,-15.08,-13.45,-11.358
2022-09-22,-25.51,-22.418,-19.689500000000002,-15.78,-14.080000000000002,-11.687000000000001
2022-09-23,-26.0,-23.458000000000002,-20.1965,-17.14,-14.851999999999999,-12.127500000000001
2022-09-26,-25.67,-24.456000000000003,-20.5815,-17.92,-15.906,-12.503499999999999
2022-09-27,-24.77,-25.064,-20.851,-18.14,-16.812,-12.871
2022-09-28,-23.21,-25.032,-21.0205,-16.92,-17.18,-13.146
2022-09-29,-25.49,-25.028,-21.295499999999997,-18.62,-17.748,-13.483500000000001
2022-09-30,-27.22,-25.272,-21.645000000000003,-19.84,-18.288,-13.905499999999998
2022-10-03,-24.85,-25.107999999999997,-21.844,-17.32,-18.168,-14.172500000000003
2022-10-04,-22.1,-24.574,-21.8975,-14.89,-17.518,-14.3085
2022-10-05,-21.82,-24.296,-22.063,-15.03,-17.14,-14.515
2022-10-06,-22.22,-23.642,-22.28,-15.9,-16.595999999999997,-14.791000000000002
2022-10-07,-25.55,-23.308,-22.7565,-18.18,-16.264,-15.243500000000001
2022-10-10,-26.51,-23.64,-23.326,-18.77,-16.554,-15.770500000000002
2022-10-11,-27.28,-24.676,-23.7055,-19.3,-17.436,-16.135
2022-10-12,-26.43,-25.598000000000003,-24.1085,-19.54,-18.338,-16.526999999999997
2022-10-13,-25.01,-26.156,-24.311,-17.48,-18.654,-16.7695
2022-10-14,-27.9,-26.625999999999998,-24.666000000000004,-19.3,-18.878,-17.070500000000003
2022-10-17,-23.54,-26.032,-24.809,-17.29,-18.582,-17.3025
2022-10-18,-22.64,-25.104000000000003,-24.8545,-16.34,-17.99,-17.439
2022-10-19,-23.85,-24.588,-24.8785,-16.91,-17.464,-17.530499999999996
2022-10-20,-24.02,-24.39,-24.804,-17.57,-17.482,-17.619999999999997
2022-10-21,-21.07,-23.024,-24.5575,-15.63,-16.747999999999998,-17.544500000000003
2022-10-24,-20.96,-22.508000000000003,-24.322,-14.63,-16.216,-17.380000000000003
2022-10-25,-18.32,-21.644000000000002,-23.9995,-13.27,-15.602,-17.1365
2022-10-26,-19.74,-20.822,-23.826,-13.9,-15.0,-16.9855
2022-10-27,-20.18,-20.054000000000002,-23.5605,-14.35,-14.356,-16.772
2022-10-28,-18.38,-19.516,-23.1185,-12.4,-13.709999999999999,-16.4
2022-10-31,-19.17,-19.158,-22.834500000000002,-12.98,-13.38,-16.183
2022-11-01,-24.58,-20.41,-22.9585,-13.0,-13.325999999999999,-16.0885
2022-11-02,-26.33,-21.728,-23.184,-15.11,-13.568000000000001,-16.0925
2022-11-03,-29.93,-23.678,-23.569499999999998,-15.97,-13.892000000000001,-16.095999999999997
2022-11-04,-30.62,-26.125999999999998,-23.823,-14.8,-14.372,-15.927000000000001
2022-11-07,-29.01,-28.094,-23.948,-14.03,-14.581999999999999,-15.690000000000001
2022-11-08,-26.74,-28.526,-23.921,-13.57,-14.696000000000002,-15.4035
2022-11-09,-29.3,-29.119999999999997,-24.064500000000002,-15.28,-14.73,-15.1905
2022-11-10,-22.95,-27.724,-23.9615,-10.81,-13.697999999999999,-14.857
2022-11-11,-22.08,-26.016,-23.670499999999997,-9.98,-12.734,-14.391
2022-11-14,-23.98,-25.009999999999998,-23.692500000000003,-10.68,-12.064,-14.060500000000001
2022-11-15,-22.23,-24.107999999999997,-23.672000000000004,-9.96,-11.342,-13.741499999999998
2022-11-16,-24.72,-23.192,-23.7155,-10.63,-10.412,-13.4275
2022-11-17,-26.91,-23.984,-23.860000000000003,-10.88,-10.426,-13.093
2022-11-18,-27.25,-25.018,-24.169,-10.49,-10.528,-12.836000000000002
2022-11-21,-28.19,-25.860000000000003,-24.5305,-10.8,-10.552000000000001,-12.6445
2022-11-22,-24.99,-26.412,-24.863999999999997,-9.64,-10.488000000000001,-12.463
2022-11-23,-24.31,-26.330000000000002,-25.092499999999998,-9.09,-10.180000000000001,-12.2225
2022-11-25,-24.94,-25.936,-25.330499999999997,-9.1,-9.824,-11.96
2022-11-28,-26.21,-25.727999999999998,-25.721999999999998,-10.5,-9.825999999999999,-11.865
2022-11-29,-27.32,-25.554,-26.129499999999997,-10.66,-9.798,-11.749
2022-11-30,-22.13,-24.982,-26.006999999999998,-7.97,-9.464,-11.4975
2022-12-01,-20.06,-24.131999999999998,-25.6935,-7.76,-9.198,-11.129999999999999
2022-12-02,-21.54,-23.452,-25.274,-7.89,-8.956,-10.725999999999999
2022-12-05,-23.86,-22.982,-24.936,-9.46,-8.748000000000001,-10.459
2022-12-06,-24.85,-22.488,-24.728,-10.72,-8.76,-10.2935
2022-12-07,-25.06,-23.074,-24.644,-10.89,-9.344,-10.1595
2022-12-08,-21.97,-23.456,-24.277499999999996,-10.21,-9.834,-9.906000000000002
2022-12-09,-23.0,-23.747999999999998,-24.279999999999998,-10.84,-10.424000000000001,-9.9075
2022-12-12,-20.97,-23.169999999999998,-24.2245,-9.61,-10.454,-9.889
2022-12-13,-17.66,-21.732,-23.908499999999997,-8.96,-10.102,-9.803
2022-12-14,-19.44,-20.607999999999997,-23.769,-9.5,-9.824000000000002,-9.780000000000001
2022-12-15,-23.65,-20.944,-23.7155,-11.68,-10.118,-9.8325
2022-12-16,-25.82,-21.508,-23.660999999999998,-12.71,-10.492,-9.924
2022-12-19,-26.09,-22.532,-23.602999999999998,-13.44,-11.258,-10.0715
2022-12-20,-25.42,-24.084,-23.464499999999997,-13.72,-12.209999999999999,-10.2175
2022-12-21,-24.25,-25.046,-23.427500000000002,-12.46,-12.802000000000001,-10.3585
2022-12-22,-26.01,-25.518,-23.5125,-13.66,-13.197999999999999,-10.587
2022-12-23,-25.91,-25.536,-23.561,-13.19,-13.294,-10.7915
2022-12-27,-26.17,-25.552,-23.559,-13.52,-13.309999999999999,-10.942499999999999
2022-12-28,-27.41,-25.95,-23.563499999999998,-14.56,-13.478,-11.1375
2022-12-29,-24.71,-26.042,-23.692500000000003,-13.08,-13.602,-11.392999999999999
2022-12-30,-25.02,-25.844,-23.9405,-13.31,-13.532,-11.6705
2023-01-03,-24.08,-25.478,-24.0675,-13.32,-13.558000000000002,-11.942
2023-01-04,-24.01,-25.046,-24.075,-12.72,-13.398000000000001,-12.105
2023-01-05,-27.03,-24.97,-24.184,-13.65,-13.216,-12.2515
2023-01-06,-24.97,-25.022,-24.179499999999997,-11.74,-12.948000000000002,-12.294
2023-01-09,-23.29,-24.676,-24.2455,-11.8,-12.646,-12.3735
2023-01-10,-24.56,-24.772,-24.323500000000003,-11.18,-12.218,-12.3905
2023-01-11,-23.3,-24.630000000000003,-24.44,-10.08,-11.690000000000001,-12.414
2023-01-12,-23.04,-23.832,-24.709,-9.75,-10.91,-12.4535
2023-01-13,-23.7,-23.578,-24.922000000000004,-9.41,-10.444,-12.449
2023-01-17,-24.27,-23.773999999999997,-24.953,-9.54,-9.992,-12.342
2023-01-18,-25.05,-23.872,-24.9145,-10.98,-9.952,-12.255500000000001
2023-01-19,-26.47,-24.506,-24.933500000000002,-11.6,-10.256,-12.1635
2023-01-20,-22.78,-24.454,-24.8015,-10.01,-10.308,-11.978
2023-01-23,-20.52,-23.818,-24.615000000000002,-8.94,-10.213999999999999,-11.802
2023-01-24,-22.12,-23.387999999999998,-24.4205,-9.04,-10.113999999999999,-11.571000000000002
2023-01-25,-22.05,-22.788,-24.2275,-9.01,-9.72,-11.362
2023-01-26,-20.03,-21.5,-23.920499999999997,-8.06,-9.012,-11.089
2023-01-27,-18.12,-20.568,-23.456,-7.8,-8.57,-10.751
2023-01-30,-19.29,-20.322,-23.185,-8.93,-8.568,-10.5435
2023-01-31,-18.11,-19.520000000000003,-22.8395,-7.66,-8.291999999999998,-10.261
2023-02-01,-15.32,-18.174,-22.401500000000002,-6.52,-7.794,-9.921
2023-02-02,-12.24,-16.616000000000003,-21.813000000000002,-5.25,-7.231999999999999,-9.5475
2023-02-03,-17.5,-16.492,-21.3365,-6.21,-6.914,-9.175500000000001
2023-02-06,-19.12,-16.458,-21.044,-6.73,-6.473999999999999,-8.925
2023-02-07,-16.74,-16.183999999999997,-20.7165,-5.74,-6.09,-8.622
2023-02-08,-17.85,-16.69,-20.381,-6.59,-6.104,-8.3925
2023-02-09,-18.23,-17.887999999999998,-20.1275,-7.25,-6.5040000000000004,-8.251000000000001
2023-02-10,-19.4,-18.267999999999997,-19.945500000000003,-7.06,-6.6739999999999995,-8.1165
2023-02-13,-18.54,-18.152,-19.6875,-6.18,-6.564,-7.955
2023-02-14,-17.8,-18.364,-19.363999999999997,-6.21,-6.6579999999999995,-7.788500000000001
2023-02-15,-17.94,-18.381999999999998,-19.008499999999998,-5.96,-6.531999999999999,-7.5375
2023-02-16,-20.4,-18.816,-18.705000000000002,-6.98,-6.478,-7.3065
2023-02-17,-21.16,-19.168,-18.624,-7.17,-6.5,-7.164500000000001
2023-02-21,-22.71,-20.002,-18.7335,-8.6,-6.984,-7.147500000000001
2023-02-22,-20.78,-20.598000000000003,-18.6665,-8.69,-7.4799999999999995,-7.13
2023-02-23,-19.73,-20.956,-18.5505,-8.34,-7.956,-7.096500000000001
2023-02-24,-18.21,-20.518,-18.4595,-9.1,-8.379999999999999,-7.1485
2023-02-27,-19.59,-20.204,-18.533,-8.85,-8.716,-7.2010000000000005
2023-02-28,-20.63,-19.788,-18.6,-9.16,-8.828,-7.2125
2023-03-01,-21.27,-19.886,-18.758,-9.24,-8.937999999999999,-7.291500000000001
2023-03-02,-21.44,-20.228,-19.064,-8.66,-9.001999999999999,-7.3985
2023-03-03,-19.92,-20.57,-19.448,-7.41,-8.663999999999998,-7.5065
2023-03-06,-19.13,-20.477999999999998,-19.529500000000002,-7.32,-8.358,-7.561999999999999
2023-03-07,-19.78,-20.308,-19.5625,-8.65,-8.256,-7.6579999999999995
2023-03-08,-18.38,-19.73,-19.6445,-8.52,-8.112,-7.797
2023-03-09,-20.68,-19.578,-19.785999999999998,-10.08,-8.396,-7.971499999999999
2023-03-10,-22.95,-20.184,-20.022,-11.27,-9.168000000000001,-8.1725
2023-03-13,-23.15,-20.988,-20.2095,-11.41,-9.985999999999999,-8.389999999999999
2023-03-14,-19.92,-21.016,-20.2785,-10.0,-10.256,-8.581
2023-03-15,-20.3,-21.4,-20.4035,-10.53,-10.658,-8.797
2023-03-16,-18.03,-20.87,-20.408,-9.06,-10.453999999999999,-8.952
2023-03-17,-18.89,-20.058,-20.3325,-10.02,-10.203999999999999,-9.104000000000001
2023-03-20,-19.24,-19.276000000000003,-20.2365,-9.23,-9.768,-9.206999999999999
2023-03-21,-17.28,-18.748,-19.965,-8.08,-9.384,-9.181000000000001
2023-03-22,-18.78,-18.444,-19.865000000000002,-9.56,-9.190000000000001,-9.2245
2023-03-23,-15.26,-17.89,-19.6415,-9.35,-9.248000000000001,-9.275
2023-03-24,-15.83,-17.278,-19.5225,-9.13,-9.069999999999999,-9.2765
2023-03-27,-16.33,-16.696,-19.3595,-8.98,-9.02,-9.283
2023-03-28,-17.8,-16.8,-19.218,-9.14,-9.232000000000001,-9.282
2023-03-29,-15.11,-16.066,-18.91,-7.87,-8.894,-9.2135
2023-03-30,-13.8,-15.773999999999997,-18.528,-7.33,-8.49,-9.147
2023-03-31,-12.69,-15.145999999999997,-18.1665,-6.05,-7.8740000000000006,-9.079
2023-04-03,-13.39,-14.557999999999998,-17.8795,-5.56,-7.19,-8.991000000000001
2023-04-04,-13.55,-13.708000000000002,-17.567999999999998,-6.08,-6.578,-8.8625
2023-04-05,-13.68,-13.422,-17.333,-6.3,-6.264,-8.7515
2023-04-06,-12.22,-13.106,-16.910000000000004,-5.95,-5.988,-8.545
2023-04-10,-12.61,-13.09,-16.392999999999997,-5.85,-5.9479999999999995,-8.274
2023-04-11,-14.0,-13.212,-15.9355,-5.84,-6.004,-7.9955
2023-04-12,-14.46,-13.394,-15.6625,-6.21,-6.029999999999999,-7.806
2023-04-13,-13.17,-13.292000000000002,-15.306000000000001,-5.01,-5.772,-7.529999999999999
2023-04-14,-13.21,-13.49,-15.065000000000001,-5.2,-5.622,-7.337000000000001
2023-04-17,-13.5,-13.668000000000001,-14.7955,-4.88,-5.428,-7.08
2023-04-18,-13.02,-13.472,-14.4845,-4.82,-5.224,-6.8595
2023-04-19,-12.47,-13.074000000000002,-14.244,-4.83,-4.948,-6.697
2023-04-20,-12.1,-12.86,-13.91,-5.36,-5.018000000000001,-6.487
2023-04-21,-12.29,-12.676,-13.761500000000002,-5.3,-5.037999999999999,-6.2845
