Date,rate_AMD_5D,rate_AMD_20D,rate_VOO_5D,rate_VOO_20D
2022-03-30,-9.886,-15.88,-1.688,-5.4055
2022-03-31,-11.544,-15.962,-1.636,-5.2325
2022-04-01,-13.132,-15.9335,-1.614,-5.0075
2022-04-04,-14.468,-15.629499999999998,-1.566,-4.6135
2022-04-05,-16.792,-15.555000000000001,-1.9939999999999998,-4.2455
2022-04-06,-18.986,-15.7965,-2.4899999999999998,-4.0395
2022-04-07,-19.708,-15.869499999999999,-2.596,-3.79
2022-04-08,-20.772,-15.964000000000002,-2.814,-3.496
2022-04-11,-22.704,-16.1175,-3.5120000000000005,-3.2510000000000003
2022-04-12,-24.43,-16.6165,-4.044,-3.119
2022-04-13,-25.3,-17.24,-4.176,-3.0345
2022-04-14,-26.872000000000003,-17.9015,-4.630000000000001,-3.063
2022-04-18,-27.920000000000005,-18.597,-5.034000000000001,-3.1420000000000003
2022-04-19,-27.984,-19.27,-4.822000000000001,-3.1475
2022-04-20,-28.144,-20.009500000000003,-4.556,-3.211
2022-04-21,-29.317999999999994,-20.8725,-4.7780000000000005,-3.283
2022-04-22,-30.052,-22.044,-5.276,-3.5345
2022-04-25,-30.53,-23.088500000000003,-5.680000000000001,-3.7855000000000003
2022-04-26,-32.288,-24.360999999999997,-6.894,-4.1985
2022-04-27,-33.65,-25.754,-8.05,-4.661
2022-04-28,-33.682,-26.821500000000004,-8.485999999999999,-4.9825
2022-04-29,-34.076,-27.677,-9.08,-5.3955
2022-05-02,-34.02,-28.3105,-9.604,-5.7829999999999995
2022-05-03,-32.944,-28.98,-9.538,-6.1915
2022-05-04,-30.592000000000002,-29.203999999999997,-8.99,-6.410000000000001
2022-05-05,-29.776,-29.519,-9.512,-6.7379999999999995
2022-05-06,-28.124000000000002,-29.781,-9.48,-7.1165
2022-05-09,-28.644,-30.278499999999998,-10.168,-7.6215
2022-05-10,-28.997999999999998,-30.553499999999996,-10.888,-8.0355
2022-05-11,-30.712,-30.7745,-12.406,-8.500499999999999
2022-05-12,-31.728,-31.125999999999998,-13.308000000000002,-9.021
2022-05-13,-31.748,-31.0,-13.709999999999999,-9.3865
2022-05-16,-30.560000000000002,-30.938499999999998,-13.622,-9.7685
2022-05-17,-28.482,-30.678000000000004,-13.236,-10.139
2022-05-18,-27.22,-30.5435,-13.262,-10.677
2022-05-19,-25.768,-30.238500000000005,-13.388,-11.1735
2022-05-20,-26.014,-29.990500000000004,-13.901999999999997,-11.543000000000001
2022-05-23,-25.887999999999998,-29.778,-14.040000000000001,-11.8585
2022-05-24,-27.603999999999996,-29.507000000000005,-14.64,-12.075500000000002
2022-05-25,-28.156,-29.169999999999998,-14.416,-12.2685
2022-05-26,-27.838,-28.777499999999996,-13.745999999999999,-12.4885
2022-05-27,-26.504,-28.097500000000004,-12.65,-12.435500000000001
2022-05-31,-25.47,-27.640499999999996,-11.966,-12.449
2022-06-01,-23.814,-27.2245,-11.245999999999999,-12.502500000000001
2022-06-02,-21.272000000000002,-26.840000000000003,-10.34,-12.606
2022-06-03,-20.008,-26.335500000000003,-10.056000000000001,-12.624500000000001
2022-06-06,-19.377999999999997,-25.911,-10.154,-12.604
2022-06-07,-18.741999999999997,-25.165,-9.982,-12.4025
2022-06-08,-18.651999999999997,-24.638,-9.918000000000001,-12.26
2022-06-09,-20.148000000000003,-24.199,-10.59,-12.152
2022-06-10,-21.906,-23.880000000000003,-11.475999999999999,-12.1665
2022-06-13,-24.762,-24.1645,-13.048000000000002,-12.438500000000001
2022-06-14,-27.562,-24.4155,-14.831999999999999,-12.705
2022-06-15,-29.492,-24.8905,-16.194,-12.999500000000001
2022-06-16,-32.05800000000001,-25.408499999999997,-17.676,-13.255500000000001
2022-06-17,-34.086,-25.959500000000002,-18.614,-13.472999999999999
2022-06-21,-34.576,-26.305,-18.532,-13.596
2022-06-22,-35.072,-26.7115,-18.444,-13.806000000000001
2022-06-23,-36.122,-27.020000000000003,-18.416,-13.9435
2022-06-24,-35.352000000000004,-27.2075,-17.356,-13.9905
2022-06-27,-34.65,-27.6625,-16.4,-14.136499999999998
2022-06-28,-35.112,-28.457,-16.184,-14.479499999999998
2022-06-29,-35.99400000000001,-29.3425,-15.992,-14.8125
2022-06-30,-36.908,-30.2935,-16.096,-15.156
2022-07-01,-38.727999999999994,-31.571499999999997,-16.446,-15.517
2022-07-05,-40.17999999999999,-32.705499999999994,-16.706,-15.799000000000001
2022-07-06,-40.784000000000006,-33.8085,-16.55,-16.0785
2022-07-07,-40.35,-34.7445,-16.096,-16.341
2022-07-08,-39.674,-35.549,-15.524000000000001,-16.5575
2022-07-11,-39.176,-36.3285,-15.395999999999997,-16.7185
2022-07-12,-38.998000000000005,-36.9785,-15.447999999999999,-16.792
2022-07-13,-38.662,-37.2835,-15.632,-16.7245
2022-07-14,-38.769999999999996,-37.5465,-16.1,-16.658
2022-07-15,-38.492,-37.799,-16.252000000000002,-16.572
2022-07-18,-37.790000000000006,-37.7615,-16.352,-16.3875
2022-07-19,-36.298,-37.5315,-15.857999999999999,-16.103
2022-07-20,-34.432,-37.247499999999995,-15.184000000000001,-15.8875
2022-07-21,-32.474000000000004,-36.897000000000006,-14.296000000000001,-15.620999999999999
2022-07-22,-31.377999999999997,-36.613,-13.868,-15.434999999999999
2022-07-25,-30.419999999999998,-36.5285,-13.288,-15.370499999999998
2022-07-26,-30.52,-36.499,-13.352,-15.341
2022-07-27,-30.46,-36.084500000000006,-13.086000000000002,-15.113
2022-07-28,-30.369999999999997,-35.491,-12.774,-14.8165
2022-07-29,-29.372000000000003,-34.729,-12.053999999999998,-14.4245
2022-08-01,-27.798000000000002,-33.79600000000001,-11.350000000000001,-14.0965
2022-08-02,-25.57,-32.846500000000006,-10.53,-13.797
2022-08-03,-24.2,-31.938499999999998,-9.94,-13.460500000000001
2022-08-04,-22.436,-31.0125,-9.578,-13.187000000000001
2022-08-05,-21.3,-30.1355,-9.496,-12.9175
2022-08-08,-20.913999999999998,-29.230499999999996,-9.425999999999998,-12.604000000000001
2022-08-09,-21.312,-28.425,-9.319999999999999,-12.265
2022-08-10,-21.188,-27.57,-9.162,-11.843
2022-08-11,-21.85,-26.7825,-8.992,-11.41
2022-08-12,-22.03,-26.02,-8.581999999999999,-11.0
2022-08-15,-21.93,-25.2655,-8.104000000000001,-10.542
2022-08-16,-21.424,-24.7065,-7.554,-10.189
2022-08-17,-21.502,-24.3375,-7.348000000000001,-9.884
2022-08-18,-21.25,-23.976499999999998,-7.104000000000001,-9.611999999999998
2022-08-19,-21.764,-23.616500000000002,-7.244,-9.344
2022-08-22,-22.624000000000002,-23.316499999999998,-7.696,-9.144
2022-08-23,-23.436,-22.9355,-8.198,-8.9005
2022-08-24,-24.02,-22.7275,-8.578,-8.757
2022-08-25,-24.356,-22.473000000000003,-8.822,-8.623999999999999
2022-08-26,-24.86,-22.4885,-9.31,-8.658
2022-08-29,-25.324,-22.698,-9.620000000000001,-8.7115
2022-08-30,-25.919999999999998,-23.023,-10.028,-8.774999999999999
2022-08-31,-26.762,-23.368000000000002,-10.562,-8.9125
2022-09-01,-28.198,-23.913500000000003,-11.175999999999998,-9.0235
2022-09-02,-29.214,-24.467000000000002,-11.492,-9.157
2022-09-06,-30.101999999999997,-24.994999999999997,-11.768,-9.297
2022-09-07,-30.698,-25.3695,-11.664,-9.361
2022-09-08,-30.579999999999995,-25.715999999999998,-11.366,-9.4635
2022-09-09,-29.93,-25.933500000000002,-10.912,-9.503499999999999
2022-09-12,-29.186,-26.256,-10.162,-9.552
2022-09-13,-29.524,-26.8935,-10.129999999999999,-9.803500000000001
2022-09-14,-29.918,-27.493000000000002,-10.290000000000001,-10.045
2022-09-15,-30.932,-28.073500000000003,-10.74,-10.311499999999999
2022-09-16,-32.384,-28.716999999999995,-11.57,-10.620000000000001
2022-09-19,-33.66799999999999,-29.232,-12.453999999999999,-10.8545
2022-09-20,-33.964,-29.728500000000004,-12.774,-11.073
2022-09-21,-34.458,-30.2485,-13.45,-11.358
2022-09-22,-35.656,-30.982499999999998,-14.080000000000002,-11.687000000000001
2022-09-23,-37.088,-31.9,-14.851999999999999,-12.127500000000001
2022-09-26,-38.84,-32.727,-15.906,-12.503499999999999
2022-09-27,-40.190000000000005,-33.445,-16.812,-12.871
2022-09-28,-41.208000000000006,-34.0705,-17.18,-13.146
2022-09-29,-42.112,-34.82,-17.748,-13.483500000000001
2022-09-30,-42.89,-35.573,-18.288,-13.905499999999998
2022-10-03,-42.71,-36.101000000000006,-18.168,-14.172500000000003
2022-10-04,-42.372,-36.5125,-17.518,-14.3085
2022-10-05,-42.227999999999994,-36.953,-17.14,-14.515
2022-10-06,-41.382000000000005,-37.520500000000006,-16.595999999999997,-14.791000000000002
2022-10-07,-42.012,-38.5935,-16.264,-15.243500000000001
2022-10-10,-43.43,-39.662,-16.554,-15.770500000000002
2022-10-11,-45.186,-40.428000000000004,-17.436,-16.135
2022-10-12,-46.910000000000004,-41.201,-18.338,-16.526999999999997
2022-10-13,-48.43,-41.894999999999996,-18.654,-16.7695
2022-10-14,-48.864,-42.7135,-18.878,-17.070500000000003
2022-10-17,-48.838,-43.4545,-18.582,-17.3025
2022-10-18,-48.785999999999994,-44.1335,-17.99,-17.439
2022-10-19,-48.896,-44.810500000000005,-17.464,-17.530499999999996
2022-10-20,-49.1,-45.256,-17.482,-17.619999999999997
2022-10-21,-48.596000000000004,-45.5905,-16.747999999999998,-17.544500000000003
2022-10-24,-48.465999999999994,-45.861000000000004,-16.216,-17.380000000000003
2022-10-25,-47.842,-46.0465,-15.602,-17.1365
2022-10-26,-47.402,-46.358999999999995,-15.0,-16.9855
2022-10-27,-47.25600000000001,-46.542,-14.356,-16.772
2022-10-28,-46.694,-46.5415,-13.709999999999999,-16.4
2022-10-31,-46.454,-46.797,-13.38,-16.183
2022-11-01,-46.544,-47.0895,-13.325999999999999,-16.0885
2022-11-02,-46.504,-47.428,-13.568000000000001,-16.0925
2022-11-03,-46.010000000000005,-47.699,-13.892000000000001,-16.095999999999997
2022-11-04,-45.76,-47.478500000000004,-14.372,-15.927000000000001
2022-11-07,-45.013999999999996,-47.193,-14.581999999999999,-15.690000000000001
2022-11-08,-44.29,-46.8655,-14.696000000000002,-15.4035
2022-11-09,-44.082,-46.721,-14.73,-15.1905
2022-11-10,-42.622,-46.247,-13.697999999999999,-14.857
2022-11-11,-40.832,-45.4705,-12.734,-14.391
2022-11-14,-38.989999999999995,-44.731,-12.064,-14.060500000000001
2022-11-15,-36.778000000000006,-43.8635,-11.342,-13.741499999999998
2022-11-16,-34.528000000000006,-43.129000000000005,-10.412,-13.4275
2022-11-17,-33.57000000000001,-42.3645,-10.426,-13.093
2022-11-18,-33.358000000000004,-41.661,-10.528,-12.836000000000002
2022-11-21,-33.548,-41.0015,-10.552000000000001,-12.6445
2022-11-22,-33.746,-40.3395,-10.488000000000001,-12.463
2022-11-23,-33.084,-39.5495,-10.180000000000001,-12.2225
2022-11-25,-32.86,-38.7655,-9.824,-11.96
2022-11-28,-32.928,-38.219500000000004,-9.825999999999999,-11.865
2022-11-29,-32.762,-37.578500000000005,-9.798,-11.749
2022-11-30,-32.332,-36.786500000000004,-9.464,-11.4975
2022-12-01,-31.991999999999997,-35.9215,-9.198,-11.129999999999999
2022-12-02,-31.866000000000003,-35.229499999999994,-8.956,-10.725999999999999
2022-12-05,-31.627999999999997,-34.6865,-8.748000000000001,-10.459
2022-12-06,-32.024,-34.331,-8.76,-10.2935
2022-12-07,-33.204,-34.015,-9.344,-10.1595
2022-12-08,-34.442,-33.5115,-9.834,-9.906000000000002
2022-12-09,-35.576,-33.468,-10.424000000000001,-9.9075
2022-12-12,-36.102000000000004,-33.504000000000005,-10.454,-9.889
2022-12-13,-35.854,-33.547000000000004,-10.102,-9.803
2022-12-14,-36.074,-33.839000000000006,-9.824000000000002,-9.780000000000001
2022-12-15,-36.784,-34.0755,-10.118,-9.8325
2022-12-16,-37.362,-34.416000000000004,-10.492,-9.924
2022-12-19,-38.456,-34.7785,-11.258,-10.0715
2022-12-20,-39.644,-35.071000000000005,-12.209999999999999,-10.2175
2022-12-21,-39.864,-35.3685,-12.802000000000001,-10.3585
2022-12-22,-40.346000000000004,-35.891000000000005,-13.197999999999999,-10.587
2022-12-23,-40.506,-36.3275,-13.294,-10.7915
2022-12-27,-40.746,-36.733000000000004,-13.309999999999999,-10.942499999999999
2022-12-28,-41.196000000000005,-37.179500000000004,-13.478,-11.1375
2022-12-29,-41.716,-37.7145,-13.602,-11.392999999999999
2022-12-30,-41.55,-38.2805,-13.532,-11.6705
2023-01-03,-41.448,-38.723,-13.558000000000002,-11.942
2023-01-04,-41.004,-39.077,-13.398000000000001,-12.105
2023-01-05,-40.858,-39.388,-13.216,-12.2515
2023-01-06,-40.82000000000001,-39.6185,-12.948000000000002,-12.294
2023-01-09,-40.166000000000004,-39.7115,-12.646,-12.3735
2023-01-10,-39.418,-39.683499999999995,-12.218,-12.3905
2023-01-11,-38.6,-39.701499999999996,-11.690000000000001,-12.414
2023-01-12,-37.034000000000006,-39.683,-10.91,-12.4535
2023-01-13,-35.73,-39.5325,-10.444,-12.449
2023-01-17,-34.926,-39.247,-9.992,-12.342
2023-01-18,-34.468,-38.96,-9.952,-12.255500000000001
2023-01-19,-34.717999999999996,-38.767,-10.256,-12.1635
2023-01-20,-34.852000000000004,-38.485,-10.308,-11.978
2023-01-23,-33.83,-38.024,-10.213999999999999,-11.802
2023-01-24,-33.254000000000005,-37.474000000000004,-10.113999999999999,-11.571000000000002
2023-01-25,-32.444,-36.944500000000005,-9.72,-11.362
2023-01-26,-31.066000000000003,-36.347,-9.012,-11.089
2023-01-27,-30.080000000000002,-35.706,-8.57,-10.751
2023-01-30,-30.834000000000003,-35.3035,-8.568,-10.5435
2023-01-31,-30.752,-34.7745,-8.291999999999998,-10.261
2023-02-01,-28.854000000000003,-33.79600000000001,-7.794,-9.921
2023-02-02,-26.338,-32.6805,-7.231999999999999,-9.5475
2023-02-03,-24.27,-31.559000000000005,-6.914,-9.175500000000001
2023-02-06,-22.092000000000002,-30.621499999999997,-6.473999999999999,-8.925
2023-02-07,-20.064,-29.749000000000002,-6.09,-8.622
2023-02-08,-20.080000000000002,-28.9615,-6.104,-8.3925
2023-02-09,-20.990000000000002,-28.278000000000002,-6.5040000000000004,-8.251000000000001
2023-02-10,-21.768,-27.7425,-6.6739999999999995,-8.1165
2023-02-13,-21.854,-27.152500000000003,-6.564,-7.955
2023-02-14,-21.869999999999997,-26.485000000000003,-6.6579999999999995,-7.788500000000001
2023-02-15,-21.81,-25.797000000000004,-6.531999999999999,-7.5375
2023-02-16,-22.273999999999997,-25.166999999999998,-6.478,-7.3065
2023-02-17,-22.702,-24.705000000000002,-6.5,-7.164500000000001
2023-02-21,-23.639999999999997,-24.604999999999997,-6.984,-7.147500000000001
2023-02-22,-25.020000000000003,-24.4265,-7.4799999999999995,-7.13
2023-02-23,-25.822000000000003,-24.1415,-7.956,-7.096500000000001
2023-02-24,-26.116000000000003,-23.9295,-8.379999999999999,-7.1485
2023-02-27,-26.076,-23.704,-8.716,-7.2010000000000005
2023-02-28,-25.814000000000004,-23.35,-8.828,-7.2125
2023-03-01,-25.46,-23.1035,-8.937999999999999,-7.291500000000001
2023-03-02,-25.216,-23.232000000000003,-9.001999999999999,-7.3985
2023-03-03,-24.55,-23.4825,-8.663999999999998,-7.5065
2023-03-06,-24.042,-23.647,-8.358,-7.561999999999999
2023-03-07,-23.333999999999996,-23.6605,-8.256,-7.6579999999999995
2023-03-08,-22.118000000000002,-23.616999999999997,-8.112,-7.797
2023-03-09,-21.494,-23.5855,-8.396,-7.971499999999999
2023-03-10,-21.285999999999998,-23.556500000000003,-9.168000000000001,-8.1725
2023-03-13,-21.136,-23.488999999999997,-9.985999999999999,-8.389999999999999
2023-03-14,-20.157999999999998,-23.2365,-10.256,-8.581
2023-03-15,-19.348,-22.9865,-10.658,-8.797
2023-03-16,-17.032,-22.391,-10.453999999999999,-8.952
2023-03-17,-14.25,-21.5505,-10.203999999999999,-9.104000000000001
2023-03-20,-11.540000000000001,-20.6985,-9.768,-9.206999999999999
2023-03-21,-9.992,-19.8245,-9.384,-9.181000000000001
2023-03-22,-8.542,-18.866999999999997,-9.190000000000001,-9.2245
2023-03-23,-7.85,-17.898,-9.248000000000001,-9.275
2023-03-24,-7.824,-16.9775,-9.069999999999999,-9.2765
2023-03-27,-7.862,-16.145,-9.02,-9.283
2023-03-28,-8.062000000000001,-15.386499999999998,-9.232000000000001,-9.282
2023-03-29,-8.326,-14.583499999999997,-8.894,-9.2135
2023-03-30,-8.813999999999998,-13.7975,-8.49,-9.147
2023-03-31,-8.842,-13.0505,-7.8740000000000006,-9.079
2023-04-03,-8.812,-12.3375,-7.19,-8.991000000000001
2023-04-04,-8.556000000000001,-11.692,-6.578,-8.8625
2023-04-05,-9.040000000000001,-11.313999999999998,-6.264,-8.7515
2023-04-06,-9.824,-10.879999999999999,-5.988,-8.545
2023-04-10,-10.178,-10.2735,-5.9479999999999995,-8.274
2023-04-11,-10.584,-9.6995,-6.004,-7.9955
2023-04-12,-11.174000000000001,-9.446,-6.029999999999999,-7.806
2023-04-13,-11.312000000000001,-9.305,-5.772,-7.529999999999999
2023-04-14,-11.492,-9.495,-5.622,-7.337000000000001
2023-04-17,-12.440000000000001,-9.821000000000002,-5.428,-7.08
2023-04-18,-13.158000000000001,-10.104000000000001,-5.224,-6.8595
2023-04-19,-13.562000000000001,-10.3385,-4.948,-6.697
2023-04-20,-13.894,-10.642999999999999,-5.018000000000001,-6.487
2023-04-21,-14.472,-11.1505,-5.037999999999999,-6.2845
2023-04-24,-14.886000000000001,-11.5865,-5.098000000000001,-6.087
2023-04-25,-15.982,-12.134,-5.42,-5.9595
2023-04-26,-16.71,-12.5005,-5.8100000000000005,-5.841500000000001
2023-04-27,-17.189999999999998,-12.859,-5.786,-5.71
2023-04-28,-17.009999999999998,-13.1995,-5.638,-5.5715
2023-05-01,-16.555999999999997,-13.515,-5.504,-5.4944999999999995
2023-05-02,-15.362,-13.7715,-5.316,-5.4910000000000005
2023-05-03,-16.110000000000003,-14.389,-5.176,-5.4910000000000005
2023-05-04,-16.206,-14.6505,-5.47,-5.5115
2023-05-05,-16.058,-14.758,-5.588,-5.471500000000001
2023-05-08,-15.060000000000002,-14.735499999999998,-5.708,-5.4345
2023-05-09,-14.1,-14.6505,-5.71,-5.4174999999999995
2023-05-10,-11.224,-14.401499999999999,-5.514,-5.362
2023-05-11,-9.264,-14.138499999999999,-5.218000000000001,-5.372999999999999
2023-05-12,-8.251999999999999,-13.948000000000002,-5.258,-5.3805000000000005
2023-05-15,-7.808,-13.5775,-5.244,-5.3885
2023-05-16,-6.588000000000001,-13.008,-5.274,-5.430000000000001
2023-05-17,-5.306,-12.3375,-5.166,-5.416500000000001
2023-05-18,-3.2399999999999998,-11.475,-4.85,-5.331
2023-05-19,-1.23,-10.6375,-4.54,-5.255999999999999
2023-05-22,0.7939999999999999,-9.6575,-4.28,-5.184
2023-05-23,2.06,-8.4975,-4.109999999999999,-5.1025
2023-05-24,2.924,-7.428999999999999,-4.3,-5.039
2023-05-25,5.296,-5.8534999999999995,-4.51,-5.012
2023-05-26,9.344,-4.049,-4.446,-4.958
2023-05-30,12.64,-2.3585000000000003,-4.388,-4.905
2023-05-31,14.565999999999999,-1.0154999999999998,-4.220000000000001,-4.8285
2023-06-01,16.644,0.7595000000000001,-3.716,-4.674
2023-06-02,16.11,2.2255,-3.096,-4.4185
2023-06-05,14.312000000000001,3.5435000000000003,-2.758,-4.250500000000001
2023-06-06,13.807999999999998,4.8585,-2.386,-4.0745
2023-06-07,13.680000000000001,5.929499999999999,-1.9760000000000002,-3.8950000000000005
2023-06-08,13.857999999999999,7.029999999999999,-1.6440000000000001,-3.7065000000000006
2023-06-09,14.930000000000001,8.274000000000001,-1.558,-3.5035000000000003
2023-06-12,16.64,9.7665,-1.254,-3.2495
2023-06-13,16.604000000000003,10.961500000000001,-0.86,-2.9785
2023-06-14,18.014,12.08,-0.388,-2.6735
2023-06-15,18.414,12.959999999999999,0.22200000000000003,-2.3594999999999997
2023-06-16,17.522,13.464500000000001,0.7260000000000001,-2.1095
2023-06-20,15.786000000000001,14.020500000000002,0.958,-1.875
2023-06-21,13.684000000000001,14.184000000000001,0.9520000000000002,-1.6705
2023-06-22,10.870000000000001,14.282499999999999,1.004,-1.395
2023-06-23,8.462,14.3445,0.652,-1.1215
2023-06-26,6.3340000000000005,13.723999999999998,0.292,-0.909
2023-06-27,4.922,12.915000000000001,0.242,-0.7030000000000001
2023-06-28,4.624,12.18,0.30999999999999994,-0.496
2023-06-29,4.756,11.83,0.304,-0.26400000000000007
2023-06-30,5.484,11.5545,0.682,-0.022
2023-07-03,6.9399999999999995,11.4315,1.1720000000000002,0.158
2023-07-05,7.534000000000001,11.2205,1.4,0.3365
2023-07-06,8.081999999999999,10.7485,1.456,0.46449999999999997
2023-07-07,8.379999999999999,10.504999999999999,1.468,0.597
2023-07-10,8.274,10.1585,1.3,0.7140000000000001
2023-07-11,7.444,9.559999999999999,1.23,0.8550000000000001
2023-07-12,7.562,8.950999999999999,1.3619999999999999,0.9904999999999999
2023-07-13,8.014,8.600999999999999,1.8199999999999998,1.1345
2023-07-14,8.528,8.133500000000002,2.308,1.2710000000000001
2023-07-17,9.408000000000001,7.906999999999999,2.812,1.3615
2023-07-18,10.636000000000001,7.838500000000001,3.344,1.5095
2023-07-19,10.975999999999999,7.748499999999998,3.7619999999999996,1.6915
2023-07-20,9.91,7.657500000000001,3.882,1.8669999999999998
2023-07-21,8.972,7.658999999999999,4.0200000000000005,2.025
2023-07-24,7.527999999999999,7.6735,4.1739999999999995,2.242
2023-07-25,6.606,7.906499999999999,4.224,2.4925
2023-07-26,5.418,7.8725,4.234,2.6895
2023-07-27,5.578,7.895999999999999,4.26,2.8545000000000003
2023-07-28,5.956,7.958999999999999,4.454,3.0625
2023-07-31,6.67,7.970000000000001,4.595999999999999,3.2205
2023-08-01,7.492,8.044500000000001,4.616,3.3534999999999995
2023-08-02,7.3340000000000005,7.822500000000001,4.406000000000001,3.441
2023-08-03,7.69,7.798,4.27,3.558
2023-08-04,8.190000000000001,7.911500000000001,3.886,3.6670000000000003
2023-08-07,8.602,8.052,3.6100000000000003,3.7979999999999996
2023-08-08,7.952,8.1715,3.342,3.8815
2023-08-09,8.440000000000001,8.042,3.2060000000000004,3.9019999999999997
2023-08-10,8.19,7.8420000000000005,3.1220000000000003,3.8835
2023-08-11,7.072,7.547499999999999,3.104,3.8659999999999997
2023-08-14,6.392,7.298,3.024,3.851
2023-08-15,6.132,7.0455,2.848,3.7574999999999994
2023-08-16,5.718,6.727499999999999,2.666,3.6279999999999992
2023-08-17,4.978,6.609,2.366,3.5044999999999993
2023-08-18,4.744,6.4905,2.09,3.3835
2023-08-21,4.252,6.479000000000001,1.8239999999999998,3.2634999999999996
2023-08-22,3.5119999999999996,6.272,1.6780000000000002,3.1209999999999996
2023-08-23,3.804,6.324,1.7759999999999998,3.0134999999999996
2023-08-24,3.468,6.0815,1.8039999999999998,2.8905
2023-08-25,3.0580000000000003,5.766,1.908,2.747
2023-08-28,2.332,5.3945,2.0100000000000002,2.617
2023-08-29,2.37,4.9915,2.3440000000000003,2.553
2023-08-30,2.008,4.9925,2.59,2.5595
2023-08-31,2.5200000000000005,4.789,3.0,2.573
2023-09-01,3.44,4.5785,3.336,2.6094999999999997
2023-09-05,4.482,4.3645000000000005,3.524,2.5955
2023-09-06,4.851999999999999,4.2165,3.4,2.5675
2023-09-07,4.66,4.047499999999999,3.166,2.5495
2023-09-08,4.49,3.864,2.974,2.5360000000000005
2023-09-11,3.7119999999999997,3.7385000000000006,2.896,2.5575
2023-09-12,2.762,3.457,2.77,2.532
2023-09-13,2.504,3.3095,2.786,2.5520000000000005
2023-09-14,2.518,3.2475,3.028,2.6399999999999997
2023-09-15,1.6560000000000001,3.0334999999999996,2.9939999999999998,2.693
2023-09-18,1.1,2.8275,2.854,2.7485
