Date,rate_F,rate_VOO_5D,rate_VOO_20D
2024-03-20,-19.12,-22.844,-23.052500000000002
2024-03-21,-19.0,-21.796,-22.7835
2024-03-22,-19.06,-20.734,-22.524
2024-03-25,-19.12,-19.834,-22.2085
2024-03-26,-22.0,-19.660000000000004,-22.052500000000002
2024-03-27,-18.12,-19.46,-21.7955
2024-03-28,-16.75,-19.01,-21.514000000000003
2024-04-01,-16.4,-18.478,-21.2375
2024-04-02,-16.46,-17.945999999999998,-21.052500000000002
2024-04-03,-14.16,-16.378,-20.703
2024-04-04,-16.89,-16.131999999999998,-20.428
2024-04-05,-16.46,-16.074,-20.141
2024-04-08,-15.65,-15.924000000000001,-19.7425
2024-04-09,-14.96,-15.624,-19.2875
2024-04-10,-17.51,-16.294,-18.96
2024-04-11,-17.62,-16.44,-18.719
2024-04-12,-19.91,-17.130000000000003,-18.5025
2024-04-15,-21.93,-18.386000000000003,-18.3805
2024-04-16,-22.75,-19.944,-18.337
2024-04-17,-23.04,-21.05,-18.3455
2024-04-18,-22.92,-22.110000000000003,-18.535500000000003
2024-04-19,-22.45,-22.618000000000002,-18.708000000000002
2024-04-22,-18.12,-21.856,-18.661
2024-04-23,-17.76,-20.858,-18.593
2024-04-24,-17.7,-19.79,-18.378
2024-04-25,-17.15,-18.636000000000003,-18.3295
2024-04-26,-18.67,-17.880000000000003,-18.4255
2024-04-29,-18.92,-18.04,-18.5515
2024-04-30,-22.66,-19.02,-18.8615
2024-05-01,-21.97,-19.874000000000002,-19.252000000000002
2024-05-02,-20.19,-20.482,-19.417
2024-05-03,-20.56,-20.86,-19.622
2024-05-06,-20.13,-21.101999999999997,-19.846
2024-05-07,-22.19,-21.008000000000003,-20.2075
2024-05-08,-22.32,-21.078,-20.448
2024-05-09,-22.44,-21.528,-20.689
2024-05-10,-23.32,-22.080000000000002,-20.8595
2024-05-13,-21.19,-22.292,-20.822499999999998
2024-05-14,-20.5,-21.954,-20.71
2024-05-15,-21.32,-21.754,-20.624000000000002
2024-05-16,-20.88,-21.442,-20.522000000000002
2024-05-17,-21.51,-21.080000000000002,-20.475
2024-05-20,-22.33,-21.308,-20.685499999999998
2024-05-21,-22.33,-21.674,-20.913999999999998
2024-05-22,-23.09,-22.028,-21.183500000000002
2024-05-23,-22.58,-22.368000000000002,-21.455000000000002
2024-05-24,-22.27,-22.52,-21.634999999999998
2024-05-28,-25.32,-23.118,-21.955
2024-05-29,-26.08,-23.868,-22.126
2024-05-30,-24.75,-24.2,-22.265
2024-05-31,-22.46,-24.176,-22.3785
2024-06-03,-21.71,-24.064,-22.436
2024-06-04,-22.72,-23.544,-22.5655
2024-06-05,-22.47,-22.822,-22.5795
2024-06-06,-22.47,-22.366,-22.587
2024-06-07,-21.96,-22.266,-22.563
2024-06-10,-20.5,-22.024,-22.422
2024-06-11,-22.23,-21.926,-22.474
2024-06-12,-22.42,-21.916000000000004,-22.57
2024-06-13,-23.31,-22.084,-22.6695
2024-06-14,-24.78,-22.648,-22.8645
2024-06-17,-23.88,-23.324,-22.982999999999997
2024-06-18,-24.33,-23.744,-23.083
2024-06-20,-23.31,-23.921999999999997,-23.131999999999998
2024-06-21,-23.95,-24.05,-23.175
2024-06-24,-21.45,-23.384,-23.1185
2024-06-25,-22.35,-23.077999999999996,-23.1225
2024-06-26,-22.22,-22.656,-22.9675
2024-06-27,-21.45,-22.284,-22.735999999999997
2024-06-28,-19.47,-21.387999999999998,-22.472
2024-07-01,-17.76,-20.65,-22.237000000000002
2024-07-02,-17.06,-19.592000000000002,-22.0045
2024-07-03,-17.06,-18.56,-21.7215
2024-07-05,-17.25,-17.72,-21.460500000000003
2024-07-08,-16.36,-17.098,-21.154999999999998
2024-07-09,-16.87,-16.919999999999998,-20.9005
2024-07-10,-15.14,-16.535999999999998,-20.6325
2024-07-11,-13.22,-15.768,-20.182
2024-07-12,-9.63,-14.244,-19.542499999999997
