Date,rate_MMM,rate_MMM_5D,rate_MMM_20D,rate_VOO,rate_VOO_5D,rate_VOO_20D
2022-05-19,-14.19,-12.666,-13.412,-15.27,-13.388,-11.1735
2022-05-20,-16.0,-13.298000000000002,-13.546000000000001,-15.25,-13.901999999999997,-11.543000000000001
2022-05-23,-15.68,-14.004,-13.647499999999999,-13.68,-14.040000000000001,-11.8585
2022-05-24,-14.89,-14.764,-13.5835,-14.29,-14.64,-12.075500000000002
2022-05-25,-14.86,-15.124,-13.517500000000002,-13.59,-14.416,-12.2685
2022-05-26,-14.14,-15.113999999999999,-13.5,-11.92,-13.745999999999999,-12.4885
2022-05-27,-12.7,-14.453999999999999,-13.3265,-9.77,-12.65,-12.435500000000001
2022-05-31,-12.83,-13.884,-13.229500000000002,-10.26,-11.966,-12.449
2022-06-01,-14.1,-13.725999999999999,-13.258000000000001,-10.69,-11.245999999999999,-12.502500000000001
2022-06-02,-13.09,-13.372,-13.412,-9.06,-10.34,-12.606
2022-06-03,-14.37,-13.418000000000001,-13.493500000000001,-10.5,-10.056000000000001,-12.624500000000001
2022-06-06,-14.23,-13.723999999999998,-13.570000000000002,-10.26,-10.154,-12.604
2022-06-07,-13.84,-13.925999999999998,-13.7085,-9.4,-9.982,-12.4025
2022-06-08,-14.69,-14.044,-13.796000000000001,-10.37,-9.918000000000001,-12.26
2022-06-09,-15.41,-14.508,-13.8415,-12.42,-10.59,-12.152
2022-06-10,-19.22,-15.478,-14.169,-14.93,-11.475999999999999,-12.1665
2022-06-13,-19.96,-16.624000000000002,-14.525,-18.12,-13.048000000000002,-12.438500000000001
2022-06-14,-20.61,-17.977999999999998,-14.947999999999999,-18.32,-14.831999999999999,-12.705
2022-06-15,-21.15,-19.27,-15.451000000000002,-17.18,-16.194,-12.999500000000001
2022-06-16,-23.13,-20.814,-15.954500000000001,-19.83,-17.676,-13.255500000000001
2022-06-17,-23.77,-21.724,-16.4335,-19.62,-18.614,-13.472999999999999
2022-06-21,-23.67,-22.465999999999998,-16.817,-17.71,-18.532,-13.596
2022-06-22,-23.44,-23.032000000000004,-17.205000000000002,-17.88,-18.444,-13.806000000000001
2022-06-23,-23.59,-23.52,-17.639999999999997,-17.04,-18.416,-13.9435
2022-06-24,-21.15,-23.124000000000002,-17.954500000000003,-14.53,-17.356,-13.9905
2022-06-27,-22.04,-22.778,-18.3495,-14.84,-16.4,-14.136499999999998
2022-06-28,-23.48,-22.740000000000002,-18.8885,-16.63,-16.184,-14.479499999999998
2022-06-29,-23.81,-22.814,-19.4375,-16.92,-15.992,-14.8125
2022-06-30,-24.02,-22.9,-19.9335,-17.56,-16.096,-15.156
2022-07-01,-23.89,-23.448,-20.4735,-16.28,-16.446,-15.517
2022-07-05,-23.48,-23.735999999999997,-20.929,-16.14,-16.706,-15.799000000000001
2022-07-06,-23.12,-23.664,-21.3735,-15.85,-16.55,-16.0785
2022-07-07,-22.99,-23.5,-21.831,-14.65,-16.096,-16.341
2022-07-08,-23.78,-23.452,-22.285500000000003,-14.7,-15.524000000000001,-16.5575
2022-07-11,-23.61,-23.396,-22.6955,-15.64,-15.395999999999997,-16.7185
2022-07-12,-22.91,-23.282,-22.880000000000003,-16.4,-15.447999999999999,-16.792
2022-07-13,-23.98,-23.454,-23.081,-16.77,-15.632,-16.7245
2022-07-14,-24.02,-23.66,-23.2515,-16.99,-16.1,-16.658
2022-07-15,-22.95,-23.494,-23.3415,-15.46,-16.252000000000002,-16.572
2022-07-18,-23.66,-23.503999999999998,-23.368000000000002,-16.14,-16.352,-16.3875
2022-07-19,-21.77,-23.276,-23.268,-13.93,-15.857999999999999,-16.103
2022-07-20,-21.26,-22.732,-23.1475,-13.4,-15.184000000000001,-15.8875
2022-07-21,-20.7,-22.068,-23.0105,-12.55,-14.296000000000001,-15.620999999999999
2022-07-22,-20.6,-21.598000000000003,-22.861,-13.32,-13.868,-15.434999999999999
2022-07-25,-20.6,-20.986,-22.833499999999997,-13.24,-13.288,-15.370499999999998
2022-07-26,-16.71,-19.974,-22.567,-14.25,-13.352,-15.341
2022-07-27,-17.82,-19.286,-22.284,-12.07,-13.086000000000002,-15.113
2022-07-28,-16.93,-18.532,-21.94,-10.99,-12.774,-14.8165
2022-07-29,-15.24,-17.46,-21.501,-9.72,-12.053999999999998,-14.4245
2022-08-01,-14.78,-16.296,-21.045499999999997,-9.72,-11.350000000000001,-14.0965
2022-08-02,-15.48,-16.05,-20.645500000000002,-10.15,-10.53,-13.797
2022-08-03,-14.72,-15.430000000000001,-20.2255,-9.12,-9.94,-13.460500000000001
2022-08-04,-12.69,-14.581999999999999,-19.7105,-9.18,-9.578,-13.187000000000001
2022-08-05,-13.0,-14.134,-19.171499999999998,-9.31,-9.496,-12.9175
2022-08-08,-12.53,-13.684000000000001,-18.6175,-9.37,-9.425999999999998,-12.604000000000001
2022-08-09,-12.79,-13.146,-18.1115,-9.62,-9.319999999999999,-12.265
2022-08-10,-12.17,-12.636,-17.520999999999997,-8.33,-9.162,-11.843
2022-08-11,-12.06,-12.51,-16.923,-8.33,-8.992,-11.41
2022-08-12,-11.02,-12.113999999999999,-16.326500000000003,-7.26,-8.581999999999999,-11.0
2022-08-15,-11.35,-11.878,-15.710999999999999,-6.98,-8.104000000000001,-10.542
2022-08-16,-11.81,-11.682,-15.213,-6.87,-7.554,-10.189
2022-08-17,-12.92,-11.831999999999999,-14.796000000000001,-7.3,-7.348000000000001,-9.884
2022-08-18,-13.21,-12.062000000000001,-14.4215,-7.11,-7.104000000000001,-9.611999999999998
2022-08-19,-13.79,-12.616,-14.081,-7.96,-7.244,-9.344
2022-08-22,-15.21,-13.388,-13.811499999999999,-9.24,-7.696,-9.144
2022-08-23,-15.15,-14.056000000000001,-13.733500000000001,-9.38,-8.198,-8.9005
2022-08-24,-15.43,-14.557999999999998,-13.613999999999999,-9.2,-8.578,-8.757
2022-08-25,-14.75,-14.866,-13.504999999999999,-8.33,-8.822,-8.623999999999999
2022-08-26,-20.15,-16.137999999999998,-13.750499999999999,-10.4,-9.31,-8.658
2022-08-29,-21.22,-17.34,-14.0725,-10.79,-9.620000000000001,-8.7115
2022-08-30,-21.87,-18.684,-14.392000000000001,-11.42,-10.028,-8.774999999999999
2022-08-31,-22.08,-20.014000000000003,-14.76,-11.87,-10.562,-8.9125
2022-09-01,-21.0,-21.264000000000003,-15.1755,-11.4,-11.175999999999998,-9.0235
2022-09-02,-22.59,-21.752,-15.655000000000001,-11.98,-11.492,-9.157
2022-09-06,-24.61,-22.43,-16.259,-12.17,-11.768,-9.297
2022-09-07,-22.54,-22.564,-16.7465,-10.9,-11.664,-9.361
2022-09-08,-23.29,-22.806,-17.3025,-10.38,-11.366,-9.4635
2022-09-09,-21.06,-22.817999999999998,-17.752499999999998,-9.13,-10.912,-9.503499999999999
2022-09-12,-20.4,-22.380000000000003,-18.2215,-8.23,-10.162,-9.552
2022-09-13,-22.7,-21.997999999999998,-18.788999999999998,-12.01,-10.129999999999999,-9.803500000000001
2022-09-14,-24.48,-22.386,-19.4225,-11.7,-10.290000000000001,-10.045
2022-09-15,-25.16,-22.759999999999998,-20.0345,-12.63,-10.74,-10.311499999999999
2022-09-16,-25.04,-23.556,-20.625999999999998,-13.28,-11.57,-10.620000000000001
2022-09-19,-25.03,-24.482,-21.188,-12.65,-12.453999999999999,-10.8545
2022-09-20,-25.1,-24.962,-21.682499999999997,-13.61,-12.774,-11.073
2022-09-21,-26.17,-25.3,-22.2335,-15.08,-13.45,-11.358
2022-09-22,-26.59,-25.586000000000002,-22.7915,-15.78,-14.080000000000002,-11.687000000000001
2022-09-23,-27.31,-26.04,-23.4195,-17.14,-14.851999999999999,-12.127500000000001
2022-09-26,-27.3,-26.494,-23.777,-17.92,-15.906,-12.503499999999999
2022-09-27,-27.67,-27.008000000000003,-24.0995,-18.14,-16.812,-12.871
2022-09-28,-26.49,-27.071999999999996,-24.3305,-16.92,-17.18,-13.146
2022-09-29,-27.74,-27.302,-24.6135,-18.62,-17.748,-13.483500000000001
2022-09-30,-28.88,-27.615999999999996,-25.0075,-19.84,-18.288,-13.905499999999998
2022-10-03,-26.48,-27.451999999999998,-25.201999999999998,-17.32,-18.168,-14.172500000000003
2022-10-04,-24.97,-26.912,-25.220000000000002,-14.89,-17.518,-14.3085
2022-10-05,-25.25,-26.663999999999998,-25.3555,-15.03,-17.14,-14.515
2022-10-06,-27.81,-26.677999999999997,-25.5815,-15.9,-16.595999999999997,-14.791000000000002
2022-10-07,-30.08,-26.918,-26.0325,-18.18,-16.264,-15.243500000000001
2022-10-10,-29.49,-27.52,-26.487000000000002,-18.77,-16.554,-15.770500000000002
2022-10-11,-29.24,-28.374000000000002,-26.814,-19.3,-17.436,-16.135
2022-10-12,-29.17,-29.157999999999998,-27.0485,-19.54,-18.338,-16.526999999999997
2022-10-13,-25.78,-28.752,-27.079500000000003,-17.48,-18.654,-16.7695
2022-10-14,-26.18,-27.972,-27.1365,-19.3,-18.878,-17.070500000000003
2022-10-17,-26.03,-27.28,-27.186500000000002,-17.29,-18.582,-17.3025
2022-10-18,-24.69,-26.369999999999997,-27.166000000000004,-16.34,-17.99,-17.439
2022-10-19,-25.82,-25.7,-27.148500000000002,-16.91,-17.464,-17.530499999999996
2022-10-20,-26.52,-25.848000000000003,-27.145,-17.57,-17.482,-17.619999999999997
2022-10-21,-24.14,-25.439999999999998,-26.9865,-15.63,-16.747999999999998,-17.544500000000003
2022-10-24,-23.13,-24.86,-26.778000000000002,-14.63,-16.216,-17.380000000000003
2022-10-25,-23.05,-24.532,-26.546999999999997,-13.27,-15.602,-17.1365
2022-10-26,-20.35,-23.438,-26.24,-13.9,-15.0,-16.9855
2022-10-27,-20.28,-22.189999999999998,-25.867,-14.35,-14.356,-16.772
2022-10-28,-17.83,-20.928000000000004,-25.314500000000002,-12.4,-13.709999999999999,-16.4
2022-10-31,-18.35,-19.972,-24.908,-12.98,-13.38,-16.183
2022-11-01,-18.21,-19.004,-24.57,-13.0,-13.325999999999999,-16.0885
2022-11-02,-19.75,-18.884000000000004,-24.294999999999998,-15.11,-13.568000000000001,-16.0925
2022-11-03,-19.76,-18.78,-23.892500000000002,-15.97,-13.892000000000001,-16.095999999999997
2022-11-04,-18.5,-18.913999999999998,-23.313499999999998,-14.8,-14.372,-15.927000000000001
2022-11-07,-18.6,-18.964000000000002,-22.769,-14.03,-14.581999999999999,-15.690000000000001
2022-11-08,-18.24,-18.970000000000002,-22.219,-13.57,-14.696000000000002,-15.4035
2022-11-09,-19.07,-18.833999999999996,-21.714000000000002,-15.28,-14.73,-15.1905
2022-11-10,-16.16,-18.114,-21.232999999999997,-10.81,-13.697999999999999,-14.857
2022-11-11,-14.07,-17.228,-20.6275,-9.98,-12.734,-14.391
2022-11-14,-15.13,-16.534,-20.082500000000003,-10.68,-12.064,-14.060500000000001
2022-11-15,-15.02,-15.89,-19.599,-9.96,-11.342,-13.741499999999998
2022-11-16,-16.5,-15.376,-19.133000000000003,-10.63,-10.412,-13.4275
2022-11-17,-17.45,-15.634,-18.679499999999997,-10.88,-10.426,-13.093
2022-11-18,-17.68,-16.356,-18.3565,-10.49,-10.528,-12.836000000000002
2022-11-21,-17.16,-16.762,-18.058,-10.8,-10.552000000000001,-12.6445
2022-11-22,-16.56,-17.07,-17.7335,-9.64,-10.488000000000001,-12.463
2022-11-23,-16.93,-17.156,-17.5625,-9.09,-10.180000000000001,-12.2225
2022-11-25,-16.29,-16.924,-17.363,-9.1,-9.824,-11.96
2022-11-28,-19.02,-17.192,-17.4225,-10.5,-9.825999999999999,-11.865
2022-11-29,-18.07,-17.374000000000002,-17.408499999999997,-10.66,-9.798,-11.749
2022-11-30,-18.18,-17.698,-17.407,-7.97,-9.464,-11.4975
2022-12-01,-17.73,-17.858,-17.306,-7.76,-9.198,-11.129999999999999
2022-12-02,-17.11,-18.022,-17.1735,-7.89,-8.956,-10.725999999999999
2022-12-05,-18.57,-17.932,-17.177,-9.46,-8.748000000000001,-10.459
2022-12-06,-18.6,-18.038000000000004,-17.177,-10.72,-8.76,-10.2935
2022-12-07,-17.48,-17.898000000000003,-17.139,-10.89,-9.344,-10.1595
2022-12-08,-17.7,-17.892,-17.0705,-10.21,-9.834,-9.906000000000002
2022-12-09,-17.86,-18.041999999999998,-17.1555,-10.84,-10.424000000000001,-9.9075
2022-12-12,-17.16,-17.76,-17.310000000000002,-9.61,-10.454,-9.889
2022-12-13,-16.88,-17.416,-17.3975,-8.96,-10.102,-9.803
2022-12-14,-17.65,-17.449999999999996,-17.529,-9.5,-9.824000000000002,-9.780000000000001
2022-12-15,-20.03,-17.916,-17.7055,-11.68,-10.118,-9.8325
2022-12-16,-20.48,-18.44,-17.857,-12.71,-10.492,-9.924
2022-12-19,-20.2,-19.048,-17.982999999999997,-13.44,-11.258,-10.0715
2022-12-20,-21.05,-19.881999999999998,-18.177500000000002,-13.72,-12.209999999999999,-10.2175
2022-12-21,-19.33,-20.218,-18.316000000000003,-12.46,-12.802000000000001,-10.3585
2022-12-22,-20.54,-20.32,-18.4965,-13.66,-13.197999999999999,-10.587
2022-12-23,-21.48,-20.52,-18.756,-13.19,-13.294,-10.7915
2022-12-27,-21.43,-20.766,-18.8765,-13.52,-13.309999999999999,-10.942499999999999
2022-12-28,-22.68,-21.092,-19.107000000000003,-14.56,-13.478,-11.1375
2022-12-29,-21.21,-21.468,-19.2585,-13.08,-13.602,-11.392999999999999
2022-12-30,-21.63,-21.686,-19.4535,-13.31,-13.532,-11.6705
2023-01-03,-19.51,-21.292,-19.5735,-13.32,-13.558000000000002,-11.942
2023-01-04,-17.79,-20.564,-19.5345,-12.72,-13.398000000000001,-12.105
2023-01-05,-19.21,-19.87,-19.565,-13.65,-13.216,-12.2515
2023-01-06,-16.76,-18.98,-19.529,-11.74,-12.948000000000002,-12.294
2023-01-09,-16.72,-17.998,-19.48,-11.8,-12.646,-12.3735
2023-01-10,-15.84,-17.264,-19.378999999999998,-11.18,-12.218,-12.3905
2023-01-11,-15.2,-16.746000000000002,-19.281,-10.08,-11.690000000000001,-12.414
2023-01-12,-15.05,-15.913999999999998,-19.1895,-9.75,-10.91,-12.4535
2023-01-13,-14.94,-15.55,-19.054,-9.41,-10.444,-12.449
2023-01-17,-16.84,-15.574000000000002,-18.8945,-9.54,-9.992,-12.342
2023-01-18,-19.35,-16.276,-18.838,-10.98,-9.952,-12.255500000000001
2023-01-19,-22.17,-17.67,-18.936500000000002,-11.6,-10.256,-12.1635
2023-01-20,-20.72,-18.804,-18.92,-10.01,-10.308,-11.978
2023-01-23,-19.44,-19.704,-18.925500000000003,-8.94,-10.213999999999999,-11.802
2023-01-24,-24.41,-21.218,-19.119,-9.04,-10.113999999999999,-11.571000000000002
2023-01-25,-25.76,-22.5,-19.333,-9.01,-9.72,-11.362
2023-01-26,-25.36,-23.137999999999998,-19.5295,-8.06,-9.012,-11.089
2023-01-27,-24.25,-23.844,-19.607999999999997,-7.8,-8.57,-10.751
2023-01-30,-25.99,-25.154000000000003,-19.847,-8.93,-8.568,-10.5435
2023-01-31,-24.36,-25.144,-19.9835,-7.66,-8.291999999999998,-10.261
2023-02-01,-23.31,-24.654,-20.1735,-6.52,-7.794,-9.921
2023-02-02,-20.48,-23.678,-20.308,-5.25,-7.231999999999999,-9.5475
2023-02-03,-22.27,-23.282,-20.461000000000002,-6.21,-6.914,-9.175500000000001
2023-02-06,-22.9,-22.663999999999998,-20.768,-6.73,-6.473999999999999,-8.925
2023-02-07,-22.64,-22.32,-21.064,-5.74,-6.09,-8.622
2023-02-08,-23.71,-22.4,-21.457500000000003,-6.59,-6.104,-8.3925
2023-02-09,-25.21,-23.346,-21.958000000000002,-7.25,-6.5040000000000004,-8.251000000000001
2023-02-10,-24.6,-23.812,-22.4355,-7.06,-6.6739999999999995,-8.1165
2023-02-13,-23.69,-23.97,-22.873,-6.18,-6.564,-7.955
2023-02-14,-24.39,-24.32,-23.2505,-6.21,-6.6579999999999995,-7.788500000000001
2023-02-15,-24.01,-24.380000000000003,-23.4835,-5.96,-6.531999999999999,-7.5375
2023-02-16,-25.83,-24.503999999999998,-23.6665,-6.98,-6.478,-7.3065
2023-02-17,-25.18,-24.62,-23.889499999999998,-7.17,-6.5,-7.164500000000001
2023-02-21,-27.62,-25.406,-24.298499999999997,-8.6,-6.984,-7.147500000000001
2023-02-22,-27.83,-26.094,-24.4695,-8.69,-7.4799999999999995,-7.13
2023-02-23,-27.85,-26.862000000000002,-24.574,-8.34,-7.956,-7.096500000000001
2023-02-24,-28.57,-27.410000000000004,-24.7345,-9.1,-8.379999999999999,-7.1485
2023-02-27,-28.26,-28.026,-24.935,-8.85,-8.716,-7.2010000000000005
2023-02-28,-28.61,-28.224,-25.066,-9.16,-8.828,-7.2125
2023-03-01,-26.39,-27.936,-25.167499999999997,-9.24,-8.937999999999999,-7.291500000000001
2023-03-02,-26.59,-27.684000000000005,-25.3315,-8.66,-9.001999999999999,-7.3985
2023-03-03,-25.71,-27.112000000000002,-25.593,-7.41,-8.663999999999998,-7.5065
2023-03-06,-26.57,-26.774,-25.808,-7.32,-8.358,-7.561999999999999
2023-03-07,-28.43,-26.738,-26.084500000000002,-8.65,-8.256,-7.6579999999999995
2023-03-08,-28.38,-27.136000000000003,-26.371500000000005,-8.52,-8.112,-7.797
2023-03-09,-29.46,-27.71,-26.659,-10.08,-8.396,-7.971499999999999
2023-03-10,-30.41,-28.65,-26.919,-11.27,-9.168000000000001,-8.1725
2023-03-13,-30.78,-29.492,-27.227999999999998,-11.41,-9.985999999999999,-8.389999999999999
2023-03-14,-31.25,-30.056,-27.606,-10.0,-10.256,-8.581
2023-03-15,-31.25,-30.630000000000003,-27.949,-10.53,-10.658,-8.797
2023-03-16,-30.31,-30.8,-28.264,-9.06,-10.453999999999999,-8.952
2023-03-17,-31.1,-30.938,-28.527500000000003,-10.02,-10.203999999999999,-9.104000000000001
2023-03-20,-30.24,-30.830000000000002,-28.7805,-9.23,-9.768,-9.206999999999999
2023-03-21,-30.26,-30.631999999999998,-28.9125,-8.08,-9.384,-9.181000000000001
2023-03-22,-32.08,-30.798000000000002,-29.125,-9.56,-9.190000000000001,-9.2245
2023-03-23,-32.44,-31.224,-29.3545,-9.35,-9.248000000000001,-9.275
2023-03-24,-32.34,-31.472,-29.542999999999996,-9.13,-9.069999999999999,-9.2765
2023-03-27,-32.11,-31.846000000000004,-29.735499999999995,-8.98,-9.02,-9.283
2023-03-28,-31.95,-32.184000000000005,-29.902499999999996,-9.14,-9.232000000000001,-9.282
2023-03-29,-30.98,-31.964,-30.131999999999998,-7.87,-8.894,-9.2135
2023-03-30,-31.25,-31.726,-30.365000000000002,-7.33,-8.49,-9.147
2023-03-31,-29.71,-31.2,-30.564999999999998,-6.05,-7.8740000000000006,-9.079
2023-04-03,-29.41,-30.660000000000004,-30.707,-5.56,-7.19,-8.991000000000001
2023-04-04,-30.95,-30.46,-30.833,-6.08,-6.578,-8.8625
2023-04-05,-30.92,-30.448,-30.96,-6.3,-6.264,-8.7515
2023-04-06,-31.4,-30.478,-31.057,-5.95,-5.988,-8.545
2023-04-10,-30.61,-30.657999999999998,-31.067,-5.85,-5.9479999999999995,-8.274
2023-04-11,-29.41,-30.657999999999998,-30.9985,-5.84,-6.004,-7.9955
2023-04-12,-29.54,-30.375999999999998,-30.913,-6.21,-6.029999999999999,-7.806
2023-04-13,-28.35,-29.862000000000002,-30.768,-5.01,-5.772,-7.529999999999999
2023-04-14,-28.6,-29.302,-30.682499999999997,-5.2,-5.622,-7.337000000000001
2023-04-17,-27.93,-28.766000000000002,-30.523999999999994,-4.88,-5.428,-7.08
2023-04-18,-28.27,-28.538,-30.4255,-4.82,-5.224,-6.8595
2023-04-19,-28.4,-28.310000000000002,-30.3325,-4.83,-4.948,-6.697
