Date,rate_AVGO,rate_VOO_5D,rate_VOO_20D
2022-04-11,-6.56,-3.914,-1.391
2022-04-12,-5.85,-4.83,-1.4514999999999998
2022-04-13,-4.66,-5.1259999999999994,-1.5665
2022-04-14,-7.63,-6.05,-1.7945
2022-04-18,-5.62,-6.064,-1.9835
2022-04-19,-3.84,-5.52,-2.011
2022-04-20,-3.83,-5.1160000000000005,-2.1185
2022-04-21,-4.62,-5.108,-2.17
2022-04-22,-5.55,-4.691999999999999,-2.4835000000000003
2022-04-25,-5.4,-4.648000000000001,-2.809
2022-04-26,-9.86,-5.852,-3.3894999999999995
2022-04-27,-9.94,-7.074,-4.042999999999999
2022-04-28,-6.83,-7.516,-4.458
2022-04-29,-10.77,-8.559999999999999,-5.0585
2022-05-02,-7.04,-8.888,-5.449999999999999
2022-05-03,-6.28,-8.172,-5.8645
2022-05-04,-2.72,-6.728,-5.936999999999999
2022-05-05,-6.46,-6.653999999999999,-6.101
2022-05-06,-6.45,-5.79,-6.273000000000001
2022-05-09,-9.17,-6.216,-6.453999999999999
2022-05-10,-6.22,-6.204,-6.437
2022-05-11,-8.5,-7.359999999999999,-6.5695
2022-05-12,-7.78,-7.624,-6.725499999999999
2022-05-13,-5.12,-7.358,-6.6
2022-05-16,-6.01,-6.725999999999999,-6.6194999999999995
2022-05-17,-1.92,-5.866,-6.5235
2022-05-18,-7.95,-5.756,-6.7295
2022-05-19,-11.86,-6.572,-7.091499999999999
2022-05-20,-12.35,-8.018,-7.4315
2022-05-23,-15.05,-9.825999999999999,-7.914
2022-05-24,-15.39,-12.52,-8.1905
2022-05-25,-14.2,-13.77,-8.4035
2022-05-26,-11.14,-13.626,-8.619
2022-05-27,-5.89,-12.334,-8.375
2022-05-31,-6.4,-10.604000000000001,-8.343
2022-06-01,-7.24,-8.974,-8.391
2022-06-02,-6.74,-7.481999999999999,-8.592
2022-06-03,-8.89,-7.031999999999999,-8.7135
2022-06-06,-9.23,-7.7,-8.852500000000001
2022-06-07,-7.33,-7.886000000000001,-8.7605
2022-06-08,-8.56,-8.15,-8.877500000000001
2022-06-09,-10.03,-8.808,-8.953999999999999
2022-06-10,-12.44,-9.518,-9.187000000000001
2022-06-13,-16.25,-10.922,-9.743500000000001
2022-06-14,-15.84,-12.623999999999999,-10.235
2022-06-15,-14.78,-13.868,-10.878
2022-06-16,-19.55,-15.772,-11.458
2022-06-17,-19.31,-17.146,-11.8305
2022-06-21,-18.48,-17.592000000000002,-12.137
2022-06-22,-19.72,-18.368000000000002,-12.3705
2022-06-23,-19.65,-19.342,-12.583499999999999
2022-06-24,-17.63,-18.958,-12.754999999999999
2022-06-27,-18.17,-18.729999999999997,-13.1065
2022-06-28,-19.34,-18.901999999999997,-13.779000000000002
2022-06-29,-20.64,-19.086,-14.491
2022-06-30,-21.38,-19.432,-15.197999999999999
2022-07-01,-22.06,-20.318,-15.963999999999999
2022-07-05,-22.3,-21.144,-16.6345
2022-07-06,-21.29,-21.534,-17.2375
2022-07-07,-18.72,-21.15,-17.807
2022-07-08,-18.7,-20.613999999999997,-18.314
2022-07-11,-21.26,-20.454,-18.8755
2022-07-12,-21.5,-20.294,-19.3285
2022-07-13,-21.44,-20.324,-19.588
2022-07-14,-20.97,-20.774,-19.8445
2022-07-15,-19.38,-20.910000000000004,-20.0745
2022-07-18,-19.93,-20.644,-20.0935
2022-07-19,-17.01,-19.746000000000002,-19.9785
2022-07-20,-16.56,-18.77,-19.8825
2022-07-21,-15.6,-17.695999999999998,-19.6765
2022-07-22,-16.44,-17.107999999999997,-19.516
2022-07-25,-16.34,-16.39,-19.4515
2022-07-26,-16.67,-16.322,-19.3765
2022-07-27,-13.96,-15.802000000000001,-19.107499999999998
2022-07-28,-13.01,-15.284,-18.726
2022-07-29,-12.7,-14.536000000000001,-18.292
2022-08-01,-12.23,-13.713999999999999,-17.8005
2022-08-02,-12.85,-12.95,-17.328
2022-08-03,-10.97,-12.352,-16.812
2022-08-04,-10.24,-11.797999999999998,-16.387999999999998
2022-08-05,-10.4,-11.338000000000001,-15.973000000000003
2022-08-08,-11.12,-11.116,-15.466000000000003
2022-08-09,-12.54,-11.054,-15.018
2022-08-10,-10.57,-10.974,-14.4745
2022-08-11,-11.13,-11.152,-13.982499999999998
2022-08-12,-9.7,-11.011999999999999,-13.498500000000002
2022-08-15,-9.62,-10.712,-12.982999999999999
2022-08-16,-10.41,-10.286,-12.653
2022-08-17,-11.83,-10.538,-12.416500000000001
2022-08-18,-9.67,-10.245999999999999,-12.120000000000001
2022-08-19,-10.76,-10.458,-11.836
2022-08-22,-12.9,-11.114,-11.664
2022-08-23,-12.78,-11.588,-11.4695
2022-08-24,-12.67,-11.756,-11.405000000000001
2022-08-25,-10.56,-11.934000000000001,-11.282499999999999
2022-08-26,-13.76,-12.534,-11.3355
2022-08-29,-14.49,-12.851999999999999,-11.4485
2022-08-30,-15.35,-13.366,-11.5735
2022-08-31,-16.15,-14.062000000000001,-11.8325
2022-09-01,-16.5,-15.25,-12.1455
2022-09-02,-15.62,-15.622,-12.4065
2022-09-06,-15.84,-15.892,-12.6425
2022-09-07,-14.88,-15.798000000000002,-12.7595
2022-09-08,-13.84,-15.335999999999999,-12.923000000000002
2022-09-09,-12.23,-14.482,-12.978
2022-09-12,-11.21,-13.6,-13.0535
2022-09-13,-15.28,-13.488,-13.336500000000001
2022-09-14,-14.15,-13.342000000000002,-13.523500000000002
2022-09-15,-15.85,-13.744,-13.7245
2022-09-16,-15.47,-14.392000000000001,-14.014500000000002
2022-09-19,-15.57,-15.264,-14.254999999999999
2022-09-20,-17.01,-15.61,-14.4605
2022-09-21,-18.8,-16.54,-14.761499999999998
2022-09-22,-19.55,-17.28,-15.105500000000001
2022-09-23,-21.01,-18.388,-15.628
2022-09-26,-22.06,-19.686,-16.043
2022-09-27,-21.65,-20.613999999999997,-16.401000000000003
2022-09-28,-21.45,-21.144,-16.706
2022-09-29,-24.08,-22.05,-17.1025
2022-09-30,-25.1,-22.868000000000002,-17.532500000000002
2022-10-03,-22.4,-22.936,-17.8715
2022-10-04,-18.58,-22.322,-18.008499999999998
2022-10-05,-17.76,-21.584,-18.152499999999996
2022-10-06,-18.63,-20.494,-18.392000000000003
2022-10-07,-21.79,-19.832,-18.869999999999997
2022-10-10,-25.56,-20.464,-19.5875
2022-10-11,-26.72,-22.092,-20.1595
2022-10-12,-26.76,-23.892,-20.79
2022-10-13,-25.51,-25.268,-21.273
2022-10-14,-27.34,-26.378000000000004,-21.8665
2022-10-17,-25.95,-26.456,-22.3855
2022-10-18,-26.04,-26.32,-22.837
2022-10-19,-25.96,-26.160000000000004,-23.195
2022-10-20,-26.81,-26.419999999999998,-23.558
2022-10-21,-23.53,-25.657999999999998,-23.684
2022-10-24,-22.38,-24.944,-23.7
2022-10-25,-21.78,-24.092,-23.7065
2022-10-26,-21.6,-23.220000000000002,-23.714
2022-10-27,-22.57,-22.372,-23.6385
2022-10-28,-19.61,-21.588,-23.363999999999997
2022-10-31,-20.08,-21.128,-23.247999999999998
2022-11-01,-19.96,-20.764000000000003,-23.317
2022-11-02,-21.92,-20.828,-23.525
2022-11-03,-23.89,-21.092000000000002,-23.788000000000004
2022-11-04,-20.39,-21.248,-23.718
2022-11-07,-18.75,-20.982000000000003,-23.3775
2022-11-08,-17.59,-20.508,-22.921
2022-11-09,-19.72,-20.068,-22.569
2022-11-10,-13.48,-17.985999999999997,-21.9675
2022-11-11,-11.55,-16.218,-21.178
2022-11-14,-12.37,-14.941999999999998,-20.499
2022-11-15,-10.47,-13.518,-19.7205
2022-11-16,-12.62,-12.098,-19.0535
2022-11-17,-12.55,-11.912,-18.3405
2022-11-18,-12.04,-12.01,-17.766
2022-11-21,-11.65,-11.866,-17.2295
2022-11-22,-9.83,-11.738000000000001,-16.631999999999998
2022-11-23,-9.31,-11.075999999999999,-16.017500000000002
2022-11-25,-9.85,-10.536,-15.381499999999999
2022-11-28,-10.96,-10.32,-14.949000000000002
2022-11-29,-11.07,-10.204,-14.498500000000002
2022-11-30,-7.05,-9.648,-13.853
2022-12-01,-6.92,-9.17,-13.103
2022-12-02,-8.24,-8.848,-12.320500000000001
2022-12-05,-9.59,-8.574000000000002,-11.7805
2022-12-06,-10.31,-8.422,-11.3585
2022-12-07,-11.42,-9.296,-11.05
2022-12-08,-9.52,-9.815999999999999,-10.54
2022-12-09,-7.45,-9.658,-10.2385
2022-12-12,-5.65,-8.870000000000001,-9.9435
2022-12-13,-3.34,-7.476000000000001,-9.491999999999999
2022-12-14,-2.8,-5.752,-9.1085
2022-12-15,-5.43,-4.934,-8.749
2022-12-16,-5.77,-4.598000000000001,-8.41
2022-12-19,-6.77,-4.822,-8.1465
2022-12-20,-7.7,-5.694,-7.949
2022-12-21,-4.86,-6.106,-7.7005
2022-12-22,-6.2,-6.26,-7.544999999999999
2022-12-23,-6.31,-6.368,-7.367999999999999
2022-12-27,-6.13,-6.24,-7.126499999999998
2022-12-28,-7.56,-6.212,-6.950999999999999
2022-12-29,-5.42,-6.324,-6.8695
2022-12-30,-5.21,-6.1259999999999994,-6.784000000000001
2023-01-03,-6.0,-6.064,-6.672
2023-01-04,-4.88,-5.814,-6.4365
2023-01-05,-5.75,-5.452,-6.208499999999999
2023-01-06,-0.13,-4.394,-5.644
2023-01-09,-2.08,-3.768,-5.272
2023-01-10,-2.41,-3.05,-5.02
2023-01-11,-1.87,-2.448,-4.831
2023-01-12,-1.22,-1.542,-4.725
2023-01-13,-1.72,-1.86,-4.671
2023-01-17,-1.68,-1.78,-4.483499999999999
2023-01-18,-2.52,-1.802,-4.321
2023-01-19,-4.39,-2.306,-4.202
2023-01-20,-3.11,-2.6839999999999997,-3.9725
2023-01-23,-1.27,-2.594,-3.793
2023-01-24,-0.7,-2.398,-3.518
2023-01-25,-0.59,-2.0119999999999996,-3.2319999999999993
2023-01-26,1.59,-0.8160000000000001,-2.8459999999999996
2023-01-27,0.31,-0.13199999999999995,-2.4525
2023-01-30,-1.3,-0.13799999999999996,-2.2465
2023-01-31,-0.7,-0.13799999999999996,-2.021
2023-02-01,2.25,0.43000000000000005,-1.6085
2023-02-02,2.75,0.6620000000000001,-1.2269999999999999
2023-02-03,1.4,0.8800000000000001,-0.8694999999999998
2023-02-06,2.01,1.542,-0.7625
2023-02-07,4.21,2.524,-0.44799999999999995
2023-02-08,2.08,2.4899999999999998,-0.22349999999999998
2023-02-09,1.69,2.278,-0.045499999999999985
2023-02-10,0.66,2.13,0.048500000000000015
2023-02-13,1.98,2.124,0.23349999999999999
2023-02-14,2.18,1.7180000000000004,0.42650000000000005
2023-02-15,3.08,1.9180000000000004,0.7064999999999999
2023-02-16,1.88,1.9560000000000002,1.02
2023-02-17,1.05,2.0340000000000003,1.228
2023-02-21,-1.32,1.374,1.2254999999999998
2023-02-22,-2.22,0.4940000000000002,1.1495
2023-02-23,-0.94,-0.3099999999999999,1.132
2023-02-24,-1.96,-1.0779999999999998,0.9545
2023-02-27,-0.66,-1.4199999999999997,0.906
2023-02-28,0.83,-0.9899999999999999,1.0125
2023-03-01,0.7,-0.40599999999999986,1.0825
2023-03-02,1.54,0.09000000000000016,1.0470000000000002
2023-03-03,7.17,1.9160000000000004,1.268
2023-03-06,7.2,3.4880000000000004,1.558
2023-03-07,5.9,4.502,1.7525
2023-03-08,7.09,5.779999999999999,1.8965
2023-03-09,5.46,6.564,2.0655
2023-03-10,4.17,5.964,2.1895000000000002
2023-03-13,4.45,5.414,2.379
2023-03-14,7.13,5.66,2.6365000000000003
2023-03-15,6.06,5.454000000000001,2.8305
2023-03-16,7.81,5.924,3.0669999999999997
2023-03-17,6.88,6.465999999999999,3.317
2023-03-20,9.03,7.382,3.716
2023-03-21,7.85,7.525999999999999,4.1745
2023-03-22,6.87,7.688,4.629
2023-03-23,8.27,7.779999999999999,5.089499999999999
2023-03-24,7.75,7.954000000000001,5.575
2023-03-27,6.18,7.384,5.917
2023-03-28,5.82,6.978,6.1665
2023-03-29,5.95,6.794000000000001,6.428999999999999
2023-03-30,7.35,6.610000000000001,6.719500000000001
2023-03-31,8.66,6.792000000000002,6.794
2023-04-03,8.63,7.282000000000001,6.865499999999999
2023-04-04,7.28,7.574000000000001,6.9345
2023-04-05,6.38,7.660000000000001,6.899000000000001
2023-04-06,5.32,7.2540000000000004,6.892
2023-04-10,6.11,6.7440000000000015,6.989
2023-04-11,5.13,6.0440000000000005,7.022999999999999
2023-04-12,4.32,5.452000000000001,6.8825
2023-04-13,5.58,5.292,6.858499999999999
2023-04-14,4.79,5.186000000000001,6.7075000000000005
2023-04-17,6.11,5.186000000000001,6.669
2023-04-18,6.94,5.548000000000001,6.5645
2023-04-19,7.31,6.146000000000001,6.5375
2023-04-20,7.06,6.442000000000002,6.547
2023-04-21,7.04,6.892,6.4855
2023-04-24,7.32,7.134,6.464
2023-04-25,5.2,6.786,6.414999999999999
2023-04-26,4.22,6.168000000000001,6.335
2023-04-27,4.59,5.674000000000001,6.267
2023-04-28,5.96,5.458000000000001,6.1975
2023-05-01,7.72,5.538000000000001,6.150499999999999
2023-05-02,3.45,5.188000000000001,5.8915
2023-05-03,3.6,5.064000000000001,5.7075
2023-05-04,3.09,4.764000000000001,5.543
2023-05-05,6.42,4.856,5.598
2023-05-08,6.24,4.5600000000000005,5.6045
2023-05-09,4.47,4.764000000000001,5.5715
2023-05-10,5.77,5.198,5.644
2023-05-11,6.01,5.782000000000001,5.6655
2023-05-12,6.59,5.816000000000001,5.7555
2023-05-15,8.04,6.176,5.852
2023-05-16,8.32,6.946000000000001,5.921
2023-05-17,11.01,7.9940000000000015,6.106
2023-05-18,14.45,9.682,6.475499999999999
2023-05-19,15.18,11.4,6.8825
2023-05-22,14.53,12.698,7.243
2023-05-23,15.9,14.214000000000002,7.7780000000000005
2023-05-24,14.72,14.956,8.302999999999999
2023-05-25,23.02,16.669999999999998,9.2245
2023-05-26,37.16,21.066000000000003,10.7845
2023-05-30,35.58,25.276,12.1775
2023-05-31,36.35,29.365999999999996,13.8225
2023-06-01,32.63,32.948,15.274000000000001
2023-06-02,36.32,35.608,16.935499999999998
2023-06-05,34.7,35.116,18.3495
2023-06-06,32.63,34.526,19.669
2023-06-07,33.07,33.870000000000005,21.099
2023-06-08,35.02,34.348000000000006,22.561500000000002
2023-06-09,35.09,34.102000000000004,24.015500000000003
2023-06-12,43.6,35.882000000000005,25.866000000000003
2023-06-13,42.89,37.934000000000005,27.608500000000003
2023-06-14,48.77,41.074,29.631
2023-06-15,48.31,43.732000000000006,31.496
2023-06-16,45.74,45.862,33.060500000000005
2023-06-20,45.73,46.288,34.588
2023-06-21,42.31,46.172000000000004,35.977000000000004
2023-06-22,41.43,44.704,37.2535
2023-06-23,38.03,42.648,38.419
2023-06-26,37.94,41.088,39.165000000000006
2023-06-27,42.43,40.428000000000004,39.4285
2023-06-28,42.36,40.438,39.7675
2023-06-29,44.81,41.114,40.1905
2023-06-30,45.63,42.634,40.840500000000006
2023-07-03,46.18,44.282,41.3335
2023-07-05,43.76,44.548,41.786500000000004
2023-07-06,41.47,44.370000000000005,42.228500000000004
2023-07-07,41.26,43.660000000000004,42.638
2023-07-10,46.39,43.812,43.2065
2023-07-11,47.11,43.998000000000005,43.8075
2023-07-12,48.42,44.93,44.0485
2023-07-13,48.49,46.334,44.3285
2023-07-14,48.19,47.720000000000006,44.2995
2023-07-17,51.8,48.802,44.474000000000004
2023-07-18,50.66,49.512,44.72
2023-07-19,50.31,49.89,44.949
2023-07-20,48.15,49.821999999999996,45.241
2023-07-21,49.55,50.094,45.647000000000006
2023-07-24,50.35,49.804,46.263
2023-07-25,52.67,50.206,46.9995
2023-07-26,49.15,49.974000000000004,47.3355
2023-07-27,49.21,50.186,47.678000000000004
2023-07-28,50.1,50.296,47.942499999999995
2023-07-31,49.93,50.212,48.1575
2023-08-01,52.16,50.11,48.4565
2023-08-02,47.98,49.876,48.667500000000004
2023-08-03,46.87,49.408,48.9375
2023-08-04,46.37,48.662,49.193
2023-08-07,48.7,48.416,49.308499999999995
2023-08-08,47.02,47.388,49.304
2023-08-09,43.12,46.416000000000004,49.039
2023-08-10,42.18,45.477999999999994,48.7235
2023-08-11,40.6,44.324,48.344
2023-08-14,43.53,43.290000000000006,47.9305
2023-08-15,42.21,42.327999999999996,47.508
2023-08-16,41.12,41.928,47.048500000000004
2023-08-17,40.45,41.58200000000001,46.6635
2023-08-18,40.3,41.522,46.20100000000001
2023-08-21,44.78,41.772,45.9225
2023-08-22,43.74,42.078,45.476
2023-08-23,46.07,43.068,45.321999999999996
2023-08-24,43.59,43.696,45.041
2023-08-25,43.29,44.294000000000004,44.7005
2023-08-28,44.33,44.204,44.4205
2023-08-29,47.55,44.965999999999994,44.19
2023-08-30,47.81,45.314,44.1815
2023-08-31,51.23,46.842,44.3995
2023-09-01,44.71,47.126,44.3165
2023-09-05,44.67,47.194,44.115
2023-09-06,44.69,46.622,43.99849999999999
2023-09-07,42.38,45.536,43.961499999999994
2023-09-08,42.46,43.782,43.9755
2023-09-11,42.71,43.382000000000005,44.081
2023-09-12,40.34,42.516000000000005,43.9215
2023-09-13,41.7,41.918,43.896
2023-09-14,44.74,42.39,44.077
2023-09-15,41.5,42.198,44.1295
2023-09-18,41.23,41.902,44.176
2023-09-19,41.1,42.05400000000001,43.992000000000004
2023-09-20,38.04,41.322,43.707
2023-09-21,34.4,39.254,43.1235
2023-09-22,37.8,38.513999999999996,42.834
2023-09-25,38.59,37.986000000000004,42.599000000000004
2023-09-26,35.66,36.898,42.1655
2023-09-27,35.77,36.444,41.5765
2023-09-28,38.27,37.218,41.0995
2023-09-29,38.04,37.266000000000005,40.44
2023-10-02,38.02,37.152,40.1055
2023-10-03,34.73,36.966,39.6085
2023-10-04,36.2,37.052,39.184000000000005
2023-10-05,36.2,36.638000000000005,38.875
2023-10-06,39.7,36.970000000000006,38.737
2023-10-09,41.44,37.654,38.673500000000004
2023-10-10,41.85,39.07800000000001,38.749
2023-10-11,44.5,40.738,38.888999999999996
2023-10-12,49.6,43.418000000000006,39.132
2023-10-13,45.92,44.662,39.353
2023-10-16,49.1,46.194,39.7465
2023-10-17,46.11,47.04600000000001,39.997
2023-10-18,46.54,47.454,40.422000000000004
2023-10-19,43.38,46.21,40.871
2023-10-20,41.04,45.234,41.033
2023-10-23,42.46,43.906000000000006,41.2265
2023-10-24,45.57,43.798,41.721999999999994
2023-10-25,40.38,42.566,41.9525
2023-10-26,36.61,41.212,41.8695
2023-10-27,38.52,40.708,41.8935
2023-10-30,39.0,40.016000000000005,41.9425
2023-10-31,39.02,38.706,42.157000000000004
2023-11-01,40.15,38.660000000000004,42.3545
2023-11-02,43.12,39.962,42.700500000000005
2023-11-03,44.97,41.251999999999995,42.964
2023-11-06,44.67,42.386,43.1255
2023-11-07,47.43,44.068,43.4045
2023-11-08,49.6,45.958,43.6595
2023-11-09,49.64,47.262,43.661500000000004
2023-11-10,57.15,49.698,44.223
2023-11-13,55.43,51.85,44.539500000000004
2023-11-14,59.68,54.3,45.218
2023-11-15,60.07,56.394000000000005,45.8945
2023-11-16,57.49,57.964,46.6
2023-11-17,60.45,58.624,47.570499999999996
2023-11-20,63.39,60.215999999999994,48.617
2023-11-21,61.02,60.484,49.389500000000005
2023-11-22,59.52,60.374,50.346500000000006
2023-11-24,60.64,61.004,51.548
2023-11-27,55.97,60.108000000000004,52.420500000000004
2023-11-28,55.33,58.496,53.237
2023-11-29,54.43,57.178,54.00750000000001
2023-11-30,51.96,55.666,54.598
2023-12-01,51.68,53.874,55.025999999999996
2023-12-04,50.71,52.822,55.313
2023-12-05,48.96,51.548,55.527499999999996
2023-12-06,47.43,50.148,55.527499999999996
2023-12-07,50.44,49.84400000000001,55.569500000000005
2023-12-08,54.0,50.30800000000001,55.7875
2023-12-11,67.73,53.712,56.316500000000005
2023-12-12,74.69,58.85799999999999,57.2795
2023-12-13,77.51,64.874,58.17099999999999
2023-12-14,80.23,70.832,59.178999999999995
2023-12-15,83.98,76.828,60.503499999999995
2023-12-18,86.78,80.638,61.81999999999999
2023-12-19,85.57,82.814,62.92900000000001
2023-12-20,80.84,83.47999999999999,63.92
2023-12-21,83.58,84.15,65.123
2023-12-22,82.72,83.898,66.227
2023-12-26,84.32,83.40599999999999,67.6445
2023-12-27,83.4,82.97200000000001,69.048
2023-12-28,82.79,83.362,70.466
2023-12-29,81.79,83.004,71.9575
2024-01-02,75.39,81.538,73.143
2024-01-03,71.09,78.89200000000001,74.162
2024-01-04,69.55,76.122,75.1915
2024-01-05,69.59,73.482,76.2995
2024-01-08,73.72,71.86800000000001,77.4635
2024-01-09,74.95,71.78,78.511
2024-01-10,74.64,72.49,78.8565
2024-01-11,77.77,74.13399999999999,79.01050000000001
2024-01-12,79.01,76.018,79.0855
2024-01-16,80.19,77.31199999999998,79.0835
2024-01-17,78.37,77.99600000000001,78.80300000000001
2024-01-18,84.86,80.03999999999999,78.70700000000001
2024-01-19,95.72,83.63000000000001,79.2145
2024-01-22,97.22,87.27199999999999,80.0335
2024-01-23,98.15,90.864,80.762
2024-01-24,102.6,95.71000000000001,81.756
2024-01-25,98.75,98.488,82.4775
2024-01-26,94.7,98.28399999999999,83.0425
2024-01-29,96.78,98.196,83.742
2024-01-30,95.46,97.65799999999999,84.42550000000001
2024-01-31,91.6,95.458,85.236
2024-02-01,92.66,94.24,86.3145
2024-02-02,95.93,94.486,87.6335
2024-02-05,98.46,94.822,89.077
2024-02-06,95.87,94.904,90.1845
2024-02-07,100.23,96.63,91.4485
2024-02-08,102.47,98.59200000000001,92.84
2024-02-09,103.57,100.12,94.13000000000001
2024-02-12,101.23,100.674,95.24100000000001
2024-02-13,99.33,101.366,96.19800000000001
2024-02-14,100.84,101.488,97.32149999999999
2024-02-15,101.24,101.24199999999999,98.1405
2024-02-16,98.45,100.21799999999999,98.277
2024-02-20,95.74,99.12,98.203
2024-02-21,95.87,98.428,98.089
2024-02-22,106.93,99.646,98.3055
2024-02-23,105.71,100.53999999999999,98.6535
2024-02-26,107.53,102.35600000000001,99.29499999999999
2024-02-27,105.69,104.346,99.7405
2024-02-28,104.72,106.11600000000001,100.20349999999999
2024-02-29,106.3,105.99000000000001,100.9385
2024-03-01,118.27,108.502,102.21900000000001
2024-03-04,118.71,110.73799999999999,103.35799999999999
2024-03-05,110.36,111.672,103.953
2024-03-06,111.38,113.00399999999999,104.72849999999998
2024-03-07,119.37,115.61800000000001,105.6855
2024-03-08,105.59,113.082,105.8415
2024-03-11,103.4,110.02000000000001,105.833
2024-03-12,103.22,108.59200000000001,105.9325
2024-03-13,98.16,105.94800000000001,105.874
2024-03-14,98.81,101.836,105.7725
2024-03-15,94.83,99.684,105.452
2024-03-18,95.09,98.022,105.28399999999999
2024-03-19,95.21,96.41999999999999,105.25750000000001
2024-03-20,101.02,96.992,105.51500000000001
2024-03-21,112.04,99.638,105.7705
2024-03-22,112.88,103.248,106.12899999999999
2024-03-25,112.59,106.748,106.38199999999999
2024-03-26,109.47,109.6,106.571
2024-03-27,107.49,110.894,106.7095
2024-03-28,108.53,110.19200000000001,106.821
2024-04-01,110.45,109.70599999999999,106.42999999999999
2024-04-02,108.68,108.924,105.92850000000001
2024-04-03,112.44,109.518,106.0325
2024-04-04,105.4,109.1,105.7335
2024-04-05,108.78,109.15,105.204
2024-04-08,108.27,108.71399999999998,105.338
2024-04-09,107.95,108.56800000000001,105.5655
2024-04-10,106.14,107.30799999999999,105.7115
2024-04-11,115.44,109.316,106.57549999999999
2024-04-12,109.5,109.46,107.10999999999999
2024-04-15,104.33,108.672,107.58500000000001
2024-04-16,107.18,108.518,108.1895
2024-04-17,99.97,107.28400000000002,108.42749999999998
2024-04-18,96.3,103.45599999999999,108.19149999999999
2024-04-19,87.87,99.13,106.98299999999999
2024-04-22,90.94,96.452,105.88600000000001
2024-04-23,94.79,93.974,104.99600000000001
2024-04-24,95.97,93.174,104.321
2024-04-25,101.82,94.27799999999999,104.0375
2024-04-26,109.54,98.612,104.088
2024-04-29,108.69,102.162,104.0
2024-04-30,102.73,103.75,103.70250000000001
2024-05-01,92.21,102.998,102.691
2024-05-02,91.55,100.944,101.99849999999999
2024-05-03,97.6,98.556,101.4395
2024-05-06,102.52,97.322,101.152
2024-05-07,101.42,97.05999999999999,100.8255
2024-05-08,104.84,99.586,100.76050000000001
