Date,rate_NFLX,rate_VOO_5D,rate_VOO_20D
2022-12-12,-20.72,-21.522,-24.467499999999998
2022-12-13,-19.44,-20.798,-24.1815
2022-12-14,-20.06,-20.336000000000002,-24.0615
2022-12-15,-26.84,-21.32,-24.229000000000003
2022-12-16,-26.76,-22.764,-24.259999999999998
2022-12-19,-27.36,-24.092000000000002,-24.231
2022-12-20,-27.38,-25.68,-24.167
2022-12-21,-24.97,-26.662,-24.0025
2022-12-22,-25.02,-26.298000000000002,-23.9
2022-12-23,-25.71,-26.088,-23.7585
2022-12-27,-28.38,-26.291999999999994,-23.6965
2022-12-28,-30.18,-26.851999999999997,-23.722
2022-12-29,-26.66,-27.189999999999998,-23.874499999999998
2022-12-30,-25.73,-27.332,-24.146
2023-01-03,-25.12,-27.214,-24.4285
2023-01-04,-21.54,-25.845999999999997,-24.438000000000002
2023-01-05,-21.47,-24.104000000000003,-24.3585
2023-01-06,-20.0,-22.772000000000002,-24.240000000000002
2023-01-09,-20.1,-21.646,-24.149
2023-01-10,-17.0,-20.022,-24.022
2023-01-11,-17.07,-19.127999999999997,-23.8395
2023-01-12,-16.36,-18.106,-23.6855
2023-01-13,-15.68,-17.241999999999997,-23.466500000000003
2023-01-17,-17.33,-16.688,-22.991
2023-01-18,-17.31,-16.75,-22.5185
2023-01-19,-19.95,-17.326,-22.148
2023-01-20,-13.26,-16.705999999999996,-21.442
2023-01-23,-9.53,-15.475999999999999,-20.669999999999998
2023-01-24,-7.92,-13.594,-19.815
2023-01-25,-6.89,-11.51,-18.874
2023-01-26,-7.66,-9.052,-17.838
2023-01-27,-8.69,-8.138,-16.7635
2023-01-30,-10.6,-8.352,-15.960500000000001
2023-01-31,-10.45,-8.858,-15.1965
2023-02-01,-8.53,-9.185999999999998,-14.366999999999999
2023-02-02,-7.52,-9.158,-13.666
2023-02-03,-7.72,-8.963999999999999,-12.9785
2023-02-06,-8.63,-8.57,-12.41
2023-02-07,-8.34,-8.148,-11.822
2023-02-08,-7.57,-7.956,-11.3505
2023-02-09,-8.43,-8.138,-10.918499999999998
2023-02-10,-11.43,-8.88,-10.672
2023-02-13,-9.21,-8.996,-10.3485
2023-02-14,-8.9,-9.108,-9.927
2023-02-15,-8.57,-9.308,-9.49
2023-02-16,-10.97,-9.815999999999999,-9.041
2023-02-17,-11.59,-9.848000000000003,-8.9575
2023-02-21,-13.94,-10.794,-9.178
2023-02-22,-14.53,-11.919999999999998,-9.508500000000002
2023-02-23,-17.05,-13.616,-10.016499999999999
2023-02-24,-18.51,-15.124,-10.559000000000001
2023-02-27,-17.19,-16.244,-10.984
2023-02-28,-17.4,-16.936,-11.324000000000002
2023-03-01,-19.04,-17.838,-11.753499999999999
2023-03-02,-19.41,-18.31,-12.2975
2023-03-03,-18.64,-18.336,-12.8535
2023-03-06,-19.38,-18.774,-13.4365
2023-03-07,-20.25,-19.344,-14.017500000000002
2023-03-08,-19.44,-19.424,-14.5725
2023-03-09,-22.87,-20.116000000000003,-15.3375
2023-03-10,-24.11,-21.21,-16.1215
2023-03-13,-23.92,-22.118000000000002,-16.746
2023-03-14,-23.56,-22.78,-17.4635
2023-03-15,-21.34,-23.16,-18.085500000000003
2023-03-16,-19.76,-22.538000000000004,-18.645000000000003
2023-03-17,-21.41,-21.998,-19.167
2023-03-20,-21.0,-21.413999999999998,-19.6375
2023-03-21,-20.84,-20.87,-19.9825
2023-03-22,-23.86,-21.374000000000002,-20.449
2023-03-23,-17.13,-20.848,-20.453
2023-03-24,-15.09,-19.584,-20.282
2023-03-27,-15.28,-18.44,-20.186500000000002
2023-03-28,-16.33,-17.538,-20.133000000000003
2023-03-29,-14.17,-15.599999999999998,-19.8895
2023-03-30,-12.54,-14.681999999999999,-19.546
2023-03-31,-10.75,-13.813999999999998,-19.1515
2023-04-03,-9.82,-12.722,-18.673499999999997
2023-04-04,-10.2,-11.495999999999999,-18.171
2023-04-05,-11.31,-10.924,-17.764499999999998
2023-04-06,-12.07,-10.83,-17.2245
2023-04-10,-12.16,-11.112,-16.627
2023-04-11,-12.35,-11.617999999999999,-16.0485
2023-04-12,-14.18,-12.414,-15.579500000000001
2023-04-13,-10.32,-12.216,-15.0285
2023-04-14,-12.25,-12.251999999999999,-14.653
2023-04-17,-13.75,-12.569999999999999,-14.27
2023-04-18,-13.5,-12.8,-13.895
2023-04-19,-16.19,-13.202000000000002,-13.6625
2023-04-20,-15.62,-14.262,-13.250499999999999
2023-04-21,-14.95,-14.802000000000001,-13.141499999999999
2023-04-24,-14.69,-14.99,-13.121500000000001
2023-04-25,-16.34,-15.558000000000002,-13.1745
2023-04-26,-16.69,-15.657999999999998,-13.1925
2023-04-27,-15.5,-15.634,-13.259
2023-04-28,-14.46,-15.536000000000001,-13.355
2023-05-01,-15.6,-15.718,-13.5975
2023-05-02,-17.27,-15.904,-13.970000000000002
2023-05-03,-16.82,-15.930000000000001,-14.300999999999998
2023-05-04,-16.45,-16.119999999999997,-14.558000000000002
2023-05-05,-15.94,-16.415999999999997,-14.751499999999998
2023-05-08,-13.79,-16.054,-14.833000000000002
2023-05-09,-13.55,-15.309999999999999,-14.893
2023-05-10,-12.71,-14.488,-14.8195
2023-05-11,-10.31,-13.26,-14.818999999999999
2023-05-12,-11.56,-12.384,-14.7845
2023-05-15,-12.59,-12.144,-14.726499999999998
2023-05-16,-13.14,-12.062000000000001,-14.7085
2023-05-17,-11.54,-11.828,-14.475999999999999
2023-05-18,-3.49,-10.464,-13.869499999999999
2023-05-19,-5.01,-9.154,-13.372499999999999
2023-05-22,-5.62,-7.760000000000001,-12.919
2023-05-23,-7.42,-6.616,-12.473
2023-05-24,-5.14,-5.336,-11.8955
2023-05-25,-6.65,-5.968,-11.453
2023-05-26,-1.54,-5.273999999999999,-10.806999999999999
2023-05-30,2.09,-3.732,-9.9225
2023-05-31,2.67,-1.714,-8.925500000000001
2023-06-01,4.6,0.23399999999999982,-7.8545
2023-06-02,3.92,2.348,-6.836
2023-06-05,4.71,3.598,-5.8035000000000005
2023-06-06,3.61,3.9019999999999997,-4.9335
2023-06-07,3.74,4.1160000000000005,-4.069000000000001
2023-06-08,6.21,4.438,-3.1229999999999998
2023-06-09,8.95,5.444,-2.16
2023-06-12,9.96,6.494,-1.084
2023-06-13,12.99,8.370000000000001,0.195
2023-06-14,14.31,10.484,1.5675000000000001
2023-06-15,15.44,12.33,2.9165
2023-06-16,12.02,12.943999999999999,3.692
2023-06-20,12.72,13.496,4.5785
2023-06-21,10.08,12.913999999999998,5.3635
2023-06-22,9.58,11.968,6.2135
2023-06-23,9.97,10.874,6.968999999999999
2023-06-26,7.9,10.05,7.6965
2023-06-27,8.19,9.144,8.183
2023-06-28,11.47,9.422,8.652
2023-06-29,11.06,9.718,9.0715
2023-06-30,14.21,10.566,9.552000000000001
2023-07-03,14.16,11.818000000000001,10.064
2023-07-05,15.3,13.24,10.5935
2023-07-06,13.5,13.646,11.088
2023-07-07,13.31,14.096,11.5665
2023-07-10,14.23,14.1,11.967500000000001
2023-07-11,13.85,14.038,12.2125
2023-07-12,14.82,13.942000000000002,12.455499999999999
2023-07-13,16.44,14.530000000000001,12.628
2023-07-14,14.28,14.724,12.6265
2023-07-17,16.35,15.148000000000001,12.672
2023-07-18,22.65,16.907999999999998,13.2035
2023-07-19,23.36,18.616000000000003,13.735499999999998
2023-07-20,13.14,17.956,13.888500000000002
2023-07-21,10.61,17.221999999999998,13.939999999999998
2023-07-24,10.83,16.118000000000002,13.983
2023-07-25,10.66,13.719999999999999,14.121
2023-07-26,9.38,10.924000000000001,14.1805
2023-07-27,6.96,9.687999999999999,13.955000000000002
2023-07-28,10.17,9.6,13.910499999999999
2023-07-31,13.53,10.14,13.876500000000002
2023-08-01,13.17,10.642,13.827000000000002
2023-08-02,10.95,10.956,13.6095
2023-08-03,11.27,11.818000000000001,13.498
2023-08-04,11.42,12.068,13.4035
2023-08-07,13.71,12.104,13.377500000000001
2023-08-08,13.24,12.117999999999999,13.347
2023-08-09,11.46,12.22,13.178999999999998
2023-08-10,11.66,12.297999999999998,12.940000000000001
2023-08-11,10.08,12.030000000000001,12.73
2023-08-14,11.24,11.536000000000001,12.4745
2023-08-15,10.53,10.994,11.868500000000001
2023-08-16,9.08,10.518,11.1545
2023-08-17,6.9,9.566,10.8425
2023-08-18,7.16,8.982,10.67
2023-08-21,7.82,8.298,10.5195
2023-08-22,8.67,7.926,10.42
2023-08-23,11.17,8.344,10.5095
2023-08-24,7.59,8.482000000000001,10.541
2023-08-25,9.17,8.884,10.491
2023-08-28,9.52,9.224,10.2905
2023-08-29,11.58,9.806000000000001,10.211
2023-08-30,12.39,10.05,10.283
2023-08-31,12.21,10.974,10.33
2023-09-01,13.02,11.744000000000002,10.41
2023-09-05,14.51,12.742,10.45
2023-09-06,13.9,13.206,10.483
2023-09-07,13.3,13.388,10.575
2023-09-08,13.21,13.588,10.6525
2023-09-11,13.83,13.75,10.84
2023-09-12,11.21,13.09,10.8385
2023-09-13,5.69,11.448,10.5965
2023-09-14,2.81,9.35,10.283
2023-09-15,1.94,7.095999999999999,10.035
2023-09-18,1.31,4.5920000000000005,9.7425
2023-09-19,1.76,2.702,9.439499999999999
2023-09-20,-0.72,1.42,8.97
2023-09-21,-1.26,0.6059999999999999,8.3485
2023-09-22,-2.35,-0.25199999999999995,7.8515
2023-09-25,-1.1,-0.734,7.337999999999999
2023-09-26,-2.5,-1.5859999999999999,6.736999999999999
2023-09-27,-2.92,-2.026,6.0120000000000005
2023-09-28,-3.23,-2.42,5.231
2023-09-29,-2.92,-2.534,4.4745
2023-10-02,-2.18,-2.75,3.7145
2023-10-03,-3.08,-2.8659999999999997,2.835
2023-10-04,-3.05,-2.892,1.9875
2023-10-05,-4.13,-3.072,1.116
2023-10-06,-1.89,-2.8659999999999997,0.3610000000000001
2023-10-09,-0.77,-2.5839999999999996,-0.36899999999999994
2023-10-10,-3.98,-2.764,-1.1285
2023-10-11,-5.85,-3.3239999999999994,-1.7055
2023-10-12,-7.05,-3.908,-2.1985
2023-10-13,-8.45,-5.22,-2.718
2023-10-16,-7.14,-6.494,-3.1405000000000003
2023-10-17,-8.44,-7.385999999999998,-3.6504999999999996
2023-10-18,-10.85,-8.386,-4.156999999999999
2023-10-19,3.23,-6.329999999999999,-3.9325
2023-10-20,3.03,-4.034,-3.6635
2023-10-23,4.52,-1.7019999999999995,-3.3825000000000003
2023-10-24,6.27,1.2399999999999998,-2.944
2023-10-25,5.64,4.537999999999999,-2.516
2023-10-26,3.68,4.628,-2.1705
2023-10-27,2.25,4.4719999999999995,-1.9120000000000001
2023-10-30,5.34,4.636,-1.536
2023-10-31,5.75,4.532,-1.0944999999999998
2023-11-01,7.75,4.954,-0.5544999999999998
2023-11-02,8.88,5.994,0.09600000000000017
2023-11-03,10.78,7.7,0.7295000000000001
2023-11-06,11.37,8.905999999999999,1.3365
2023-11-07,11.34,10.024000000000001,2.1025
2023-11-08,11.85,10.844,2.9875
2023-11-09,11.47,11.362,3.9135
2023-11-10,14.51,12.108,5.0615000000000006
2023-11-13,13.85,12.604000000000001,6.111
2023-11-14,14.87,13.309999999999999,7.2765
2023-11-15,18.24,14.588,8.731
2023-11-16,19.51,16.195999999999998,9.545
2023-11-17,19.25,17.144,10.356
2023-11-20,21.42,18.657999999999998,11.200999999999999
2023-11-21,21.54,19.991999999999997,11.964500000000001
2023-11-22,22.32,20.808,12.7985
2023-11-24,22.71,21.448,13.75
2023-11-27,22.61,22.12,14.768
2023-11-28,22.58,22.352,15.63
2023-11-29,22.19,22.482,16.452
2023-11-30,21.5,22.318,17.1395
2023-12-01,19.37,21.65,17.664
2023-12-04,16.88,20.503999999999998,17.969
2023-12-05,17.17,19.422,18.259
2023-12-06,15.22,18.028,18.453
2023-12-07,16.44,17.016000000000002,18.682499999999997
2023-12-08,16.85,16.512,18.951500000000003
2023-12-11,18.27,16.79,19.139499999999998
2023-12-12,19.03,17.162,19.398500000000002
2023-12-13,23.17,18.752000000000002,19.813499999999998
2023-12-14,20.69,19.601999999999997,19.936
2023-12-15,21.24,20.48,20.0225
2023-12-18,24.67,21.76,20.2935
2023-12-19,26.88,23.330000000000002,20.566499999999998
2023-12-20,25.45,23.786,20.762
2023-12-21,26.04,24.856,20.948
2023-12-22,24.83,25.573999999999998,21.054
2023-12-26,25.93,25.826,21.22
2023-12-27,26.08,25.665999999999997,21.395
2023-12-28,25.76,25.727999999999998,21.573500000000003
2023-12-29,24.86,25.492,21.7415
2024-01-02,19.92,24.51,21.769
2024-01-03,20.35,23.394,21.942500000000003
2024-01-04,21.46,22.47,22.157
2024-01-05,21.31,21.580000000000002,22.4615
2024-01-08,24.07,21.422,22.843
2024-01-09,23.33,22.104,23.166999999999998
2024-01-10,22.38,22.509999999999998,23.3725
2024-01-11,25.88,23.394,23.714999999999996
2024-01-12,25.86,24.304,23.8495
2024-01-16,23.12,24.113999999999997,23.970999999999997
2024-01-17,22.89,24.026,24.0535
2024-01-18,24.14,24.378,24.027
2024-01-19,23.54,23.910000000000004,23.86
2024-01-22,24.24,23.586000000000002,23.799500000000002
2024-01-23,25.87,24.136000000000003,23.791
2024-01-24,39.11,27.380000000000003,24.505000000000003
2024-01-25,43.42,31.236,25.3795
2024-01-26,45.53,35.634,26.351999999999997
2024-01-29,46.88,40.162,27.408000000000005
2024-01-30,43.6,43.708,28.345
2024-01-31,43.92,44.67,29.545000000000005
2024-02-01,43.98,44.782,30.726500000000005
2024-02-02,43.27,44.33,31.817
2024-02-05,42.63,43.480000000000004,32.883
2024-02-06,41.09,42.978,33.734
2024-02-07,41.94,42.582,34.6645
2024-02-08,41.75,42.136,35.632999999999996
2024-02-09,42.44,41.97,36.461
2024-02-12,41.58,41.760000000000005,37.247
2024-02-13,40.86,41.714,38.134
2024-02-14,46.17,42.56,39.297999999999995
2024-02-15,49.19,44.048,40.5505
2024-02-16,47.16,44.992,41.7315
2024-02-20,45.27,45.730000000000004,42.783
2024-02-21,44.89,46.536,43.734
2024-02-22,48.13,46.928,44.185
2024-02-23,47.08,46.50599999999999,44.368
2024-02-26,47.95,46.664,44.489
2024-02-27,50.73,47.756,44.6815
2024-02-28,49.7,48.718,44.9865
2024-02-29,50.98,49.288,45.3395
2024-03-01,53.29,50.53,45.80499999999999
2024-03-04,52.61,51.462,46.272
2024-03-05,48.79,51.074,46.58
2024-03-06,48.61,50.855999999999995,46.955999999999996
2024-03-07,50.99,50.858,47.4085
2024-03-08,50.18,50.236000000000004,47.83
2024-03-11,49.33,49.58,48.174499999999995
2024-03-12,51.7,50.162,48.6805
2024-03-13,51.32,50.70399999999999,49.203500000000005
2024-03-14,52.15,50.936,49.502500000000005
2024-03-15,50.48,50.995999999999995,49.567
2024-03-18,53.41,51.812,49.8795
2024-03-19,53.97,52.266,50.3145
2024-03-20,55.65,53.13199999999999,50.852500000000006
2024-03-21,54.45,53.592,51.168499999999995
2024-03-22,55.72,54.64,51.6005
2024-03-25,55.59,55.076,51.982499999999995
2024-03-26,56.02,55.486000000000004,52.247
2024-03-27,52.21,54.798,52.3725
2024-03-28,50.7,54.048,52.35850000000001
2024-04-01,51.49,53.202,52.2685
2024-04-02,51.47,52.37800000000001,52.2115
2024-04-03,55.29,52.232000000000006,52.536500000000004
2024-04-04,52.17,52.224000000000004,52.7145
2024-04-05,56.76,53.436,53.003
2024-04-08,54.89,54.116,53.2385
2024-04-09,52.41,54.303999999999995,53.392500000000005
2024-04-10,52.5,53.745999999999995,53.432500000000005
2024-04-11,54.98,54.30799999999999,53.6155
2024-04-12,53.53,53.662,53.6845
2024-04-15,49.72,52.628,53.6465
2024-04-16,52.24,52.593999999999994,53.588
2024-04-17,51.31,52.355999999999995,53.455
2024-04-18,50.55,51.470000000000006,53.2
2024-04-19,37.05,48.174,52.330000000000005
2024-04-22,36.94,45.618,51.391
2024-04-23,42.57,43.684,50.739999999999995
