Date,rate_TMO,rate_VOO_5D,rate_VOO_20D
2022-04-18,-6.87,-6.4319999999999995,-4.8465
2022-04-19,-6.55,-6.794,-4.959
2022-04-20,-3.88,-6.159999999999999,-4.923
2022-04-21,-5.56,-6.046,-4.8445
2022-04-22,-8.57,-6.286,-4.9350000000000005
2022-04-25,-11.25,-7.162000000000001,-5.164499999999999
2022-04-26,-15.6,-8.972,-5.6815
2022-04-27,-14.96,-11.187999999999999,-6.243
2022-04-28,-8.94,-11.864,-6.521000000000001
2022-04-29,-9.88,-12.126,-6.811
2022-05-02,-10.72,-12.02,-7.161499999999999
2022-05-03,-10.6,-11.02,-7.4895
2022-05-04,-8.0,-9.628,-7.641499999999999
2022-05-05,-9.94,-9.828,-7.915000000000001
2022-05-06,-10.54,-9.959999999999999,-8.413
2022-05-09,-15.11,-10.838,-9.113
2022-05-10,-13.7,-11.458,-9.561
2022-05-11,-14.69,-12.796,-9.943000000000001
2022-05-12,-13.77,-13.561999999999998,-10.325
2022-05-13,-11.27,-13.708000000000002,-10.52
2022-05-16,-11.6,-13.006,-10.756499999999999
2022-05-17,-9.17,-12.1,-10.8875
2022-05-18,-11.15,-11.392,-11.251
2022-05-19,-9.78,-10.594,-11.462
2022-05-20,-9.08,-10.156,-11.4875
2022-05-23,-9.07,-9.65,-11.378499999999999
2022-05-24,-10.09,-9.834,-11.103
2022-05-25,-12.41,-10.086,-10.9755
2022-05-26,-11.48,-10.425999999999998,-11.102500000000001
2022-05-27,-6.33,-9.876000000000001,-10.925
2022-05-31,-7.1,-9.482,-10.744
2022-06-01,-8.66,-9.196,-10.647
2022-06-02,-6.46,-8.006,-10.57
2022-06-03,-8.36,-7.382,-10.491
2022-06-06,-9.19,-7.954000000000001,-10.4235
2022-06-07,-7.96,-8.126000000000001,-10.065999999999999
2022-06-08,-9.32,-8.258,-9.847
2022-06-09,-11.27,-9.219999999999999,-9.675999999999998
2022-06-10,-13.32,-10.212,-9.6535
2022-06-13,-15.7,-11.514,-9.875
2022-06-14,-16.41,-13.203999999999999,-10.1155
2022-06-15,-15.25,-14.39,-10.4195
2022-06-16,-16.82,-15.5,-10.703
2022-06-17,-17.45,-16.326,-11.086500000000001
2022-06-21,-15.44,-16.274,-11.4045
2022-06-22,-14.54,-15.9,-11.678
2022-06-23,-11.14,-15.078,-11.7305
2022-06-24,-10.47,-13.808000000000002,-11.633500000000002
2022-06-27,-10.66,-12.45,-11.5925
2022-06-28,-11.91,-11.744,-11.871500000000001
2022-06-29,-11.89,-11.214000000000002,-12.111
2022-06-30,-10.72,-11.13,-12.214
2022-07-01,-9.66,-10.968,-12.373999999999999
2022-07-05,-10.15,-10.866,-12.4635
2022-07-06,-8.42,-10.168000000000001,-12.425
2022-07-07,-8.78,-9.546000000000001,-12.466000000000001
2022-07-08,-8.78,-9.158,-12.439
2022-07-11,-8.1,-8.846,-12.2805
2022-07-12,-12.39,-9.294,-12.234
2022-07-13,-13.62,-10.334,-12.129999999999999
2022-07-14,-13.22,-11.222,-11.9705
2022-07-15,-11.13,-11.692,-11.7645
2022-07-18,-13.99,-12.87,-11.623000000000001
2022-07-19,-11.39,-12.669999999999998,-11.319999999999999
2022-07-20,-11.1,-12.166,-11.103
2022-07-21,-5.23,-10.568000000000001,-10.6375
2022-07-22,-7.4,-9.822,-10.450500000000002
2022-07-25,-6.45,-8.314000000000002,-10.249500000000001
2022-07-26,-5.51,-7.138,-9.992
2022-07-27,-4.11,-5.74,-9.602
2022-07-28,-1.57,-5.008,-9.086
2022-07-29,-1.44,-3.8160000000000003,-8.622
2022-08-01,-2.8,-3.086,-8.279
2022-08-02,-3.22,-2.6279999999999997,-7.9325
2022-08-03,-2.99,-2.404,-7.661
2022-08-04,-2.75,-2.6399999999999997,-7.3595
2022-08-05,-2.72,-2.896,-7.0565
2022-08-08,-3.47,-3.0300000000000002,-6.825
2022-08-09,-3.81,-3.1480000000000006,-6.396000000000001
2022-08-10,-2.54,-3.0580000000000003,-5.8420000000000005
2022-08-11,-2.52,-3.012,-5.307
2022-08-12,-1.33,-2.734,-4.817
2022-08-15,-1.19,-2.278,-4.1770000000000005
2022-08-16,-1.44,-1.8039999999999998,-3.6795
2022-08-17,-2.09,-1.714,-3.229
2022-08-18,-2.2,-1.65,-3.0775
2022-08-19,-2.89,-1.9620000000000002,-2.8520000000000003
2022-08-22,-4.22,-2.568,-2.7405
2022-08-23,-4.56,-3.1919999999999997,-2.693
2022-08-24,-4.54,-3.682,-2.7145
2022-08-25,-3.21,-3.8840000000000003,-2.7965000000000004
2022-08-26,-5.56,-4.418,-3.0025
2022-08-29,-6.32,-4.838,-3.1785
2022-08-30,-6.58,-5.242,-3.3465000000000003
2022-08-31,-7.56,-5.845999999999999,-3.575
2022-09-01,-6.79,-6.561999999999999,-3.777
2022-09-02,-7.55,-6.959999999999999,-4.0185
2022-09-06,-7.38,-7.172,-4.214
2022-09-07,-6.49,-7.154000000000001,-4.348
2022-09-08,-4.22,-6.486,-4.4319999999999995
2022-09-09,-3.79,-5.886,-4.4955
2022-09-12,-2.3,-4.836,-4.544
2022-09-13,-5.38,-4.436,-4.753500000000001
2022-09-14,-5.65,-4.268,-4.964
2022-09-15,-6.63,-4.75,-5.191
2022-09-16,-8.34,-5.659999999999999,-5.497999999999999
2022-09-19,-8.59,-6.918000000000001,-5.7829999999999995
2022-09-20,-9.82,-7.806,-6.063
2022-09-21,-10.87,-8.85,-6.3785
2022-09-22,-11.75,-9.873999999999999,-6.739
2022-09-23,-11.67,-10.540000000000001,-7.162000000000001
2022-09-26,-12.72,-11.366,-7.5200000000000005
2022-09-27,-13.66,-12.134,-7.8870000000000005
2022-09-28,-12.14,-12.388,-8.165
2022-09-29,-12.34,-12.506,-8.404
2022-09-30,-13.9,-12.952000000000002,-8.7595
2022-10-03,-11.01,-12.61,-8.932500000000001
2022-10-04,-8.2,-11.518,-8.9735
2022-10-05,-7.15,-10.52,-9.006499999999999
2022-10-06,-8.09,-9.67,-9.2
2022-10-07,-10.89,-9.068000000000001,-9.555
2022-10-10,-13.0,-9.466,-10.09
2022-10-11,-14.66,-10.758,-10.554
2022-10-12,-14.68,-12.264,-11.005500000000001
2022-10-13,-13.05,-13.256,-11.3265
2022-10-14,-14.29,-13.935999999999998,-11.624
2022-10-17,-11.95,-13.725999999999999,-11.792
2022-10-18,-10.76,-12.946000000000002,-11.839
2022-10-19,-13.87,-12.784,-11.989
2022-10-20,-16.96,-13.565999999999999,-12.249500000000001
2022-10-21,-15.33,-13.774000000000001,-12.4325
2022-10-24,-13.97,-14.178,-12.495
2022-10-25,-12.38,-14.502,-12.431000000000001
2022-10-26,-14.3,-14.588,-12.539
2022-10-27,-15.07,-14.209999999999999,-12.6755
2022-10-28,-14.16,-13.976000000000003,-12.688500000000001
2022-10-31,-12.49,-13.680000000000001,-12.7625
2022-11-01,-11.58,-13.520000000000001,-12.9315
2022-11-02,-15.89,-13.838,-13.368500000000001
2022-11-03,-16.54,-14.132,-13.791
2022-11-04,-15.15,-14.330000000000002,-14.004
2022-11-07,-15.71,-14.974,-14.139500000000002
2022-11-08,-15.69,-15.796000000000001,-14.191000000000003
2022-11-09,-16.92,-16.002000000000002,-14.303
2022-11-10,-11.03,-14.9,-14.202000000000002
2022-11-11,-8.05,-13.48,-13.89
2022-11-14,-8.7,-12.078,-13.727500000000001
2022-11-15,-6.8,-10.3,-13.529500000000002
2022-11-16,-8.49,-8.613999999999999,-13.260499999999999
2022-11-17,-9.51,-8.31,-12.888
2022-11-18,-8.62,-8.424,-12.5525
2022-11-21,-8.44,-8.372,-12.276
2022-11-22,-7.02,-8.416,-12.008
2022-11-23,-6.6,-8.038,-11.623000000000001
2022-11-25,-5.94,-7.324,-11.166500000000001
2022-11-28,-7.81,-7.162000000000001,-10.849
2022-11-29,-7.86,-7.046000000000001,-10.6175
2022-11-30,-4.43,-6.5280000000000005,-10.26
2022-12-01,-3.62,-5.932,-9.6465
2022-12-02,-3.87,-5.518,-9.013
2022-12-05,-4.82,-4.92,-8.496500000000001
2022-12-06,-5.93,-4.534000000000001,-8.0075
2022-12-07,-4.66,-4.58,-7.456
2022-12-08,-3.03,-4.462,-6.7615
2022-12-09,-4.32,-4.552,-6.426
2022-12-12,-3.09,-4.206,-6.178
2022-12-13,-2.46,-3.5119999999999996,-5.8660000000000005
2022-12-14,-3.15,-3.21,-5.6835
2022-12-15,-5.39,-3.682,-5.528499999999999
2022-12-16,-8.28,-4.473999999999999,-5.4670000000000005
2022-12-19,-9.32,-5.720000000000001,-5.502
2022-12-20,-9.6,-7.147999999999999,-5.5600000000000005
2022-12-21,-7.7,-8.058,-5.594
2022-12-22,-7.83,-8.546,-5.6555
2022-12-23,-7.57,-8.404,-5.737
2022-12-27,-6.78,-7.895999999999999,-5.685499999999999
2022-12-28,-7.12,-7.4,-5.6485
2022-12-29,-4.85,-6.83,-5.6695
2022-12-30,-5.91,-6.446,-5.784000000000001
2023-01-03,-5.36,-6.004,-5.8585
2023-01-04,-3.92,-5.432,-5.8135
2023-01-05,-4.74,-4.956,-5.754
2023-01-06,-8.38,-5.662000000000001,-5.9399999999999995
2023-01-09,-6.54,-5.788,-6.1155
2023-01-10,-2.9,-5.296,-6.0445
2023-01-11,-0.49,-4.610000000000001,-5.9145
2023-01-12,-0.66,-3.7940000000000005,-5.8245
2023-01-13,-0.28,-2.174,-5.681
2023-01-17,0.38,-0.79,-5.3925
2023-01-18,-0.91,-0.392,-5.024
2023-01-19,-0.28,-0.35,-4.572
2023-01-20,1.34,0.05,-4.025
2023-01-23,3.19,0.744,-3.4805
2023-01-24,-0.8,0.508,-3.129
2023-01-25,-1.69,0.352,-2.835
2023-01-26,-1.35,0.13799999999999998,-2.5635000000000003
2023-01-27,-1.97,-0.524,-2.306
2023-01-30,-3.52,-1.8660000000000003,-2.2395
2023-01-31,-2.52,-2.21,-2.0700000000000003
2023-02-01,0.29,-1.814,-1.7875
2023-02-02,0.25,-1.4940000000000002,-1.5790000000000002
2023-02-03,0.36,-1.028,-1.3240000000000003
2023-02-06,-1.52,-0.6280000000000001,-0.9810000000000001
2023-02-07,-0.37,-0.19800000000000012,-0.6725000000000001
2023-02-08,-1.01,-0.4580000000000001,-0.5780000000000001
2023-02-09,-2.71,-1.05,-0.6890000000000001
2023-02-10,-2.3,-1.582,-0.771
2023-02-13,-1.71,-1.6199999999999999,-0.8425
2023-02-14,-2.3,-2.006,-0.9765
2023-02-15,-3.08,-2.42,-1.085
2023-02-16,-4.64,-2.806,-1.303
2023-02-17,-4.28,-3.2020000000000004,-1.584
2023-02-21,-5.78,-4.016,-2.0325
2023-02-22,-6.18,-4.792,-2.3015
2023-02-23,-5.75,-5.3260000000000005,-2.5045
2023-02-24,-7.12,-5.822,-2.793
2023-02-27,-7.36,-6.438,-3.0625
2023-02-28,-7.29,-6.74,-3.251
2023-03-01,-7.66,-7.036,-3.508
2023-03-02,-5.98,-7.082000000000001,-3.8214999999999995
2023-03-03,-4.23,-6.5040000000000004,-4.0455
2023-03-06,-4.38,-5.908,-4.2825
2023-03-07,-6.0,-5.65,-4.5065
2023-03-08,-5.01,-5.12,-4.7385
2023-03-09,-5.26,-4.976,-4.951
2023-03-10,-6.83,-5.4959999999999996,-5.157
2023-03-13,-7.21,-6.061999999999999,-5.4025
2023-03-14,-4.81,-5.824,-5.5575
2023-03-15,-7.02,-6.226000000000001,-5.7935
2023-03-16,-4.62,-6.098,-5.8705
2023-03-17,-6.25,-5.982,-5.9510000000000005
2023-03-20,-5.71,-5.682,-6.0225
2023-03-21,-4.68,-5.656000000000001,-5.9675
2023-03-22,-5.08,-5.268000000000001,-5.9125
2023-03-23,-4.93,-5.33,-5.871499999999999
2023-03-24,-4.42,-4.964,-5.7365
2023-03-27,-3.85,-4.5920000000000005,-5.561
2023-03-28,-5.09,-4.6739999999999995,-5.451
2023-03-29,-4.94,-4.646,-5.315
2023-03-30,-3.63,-4.386,-5.1975
2023-03-31,-1.4,-3.782,-5.055999999999999
2023-04-03,-2.4,-3.492,-4.957
2023-04-04,-1.38,-2.75,-4.726
2023-04-05,-0.77,-1.9159999999999997,-4.514
2023-04-06,-1.52,-1.494,-4.327
2023-04-10,-1.68,-1.55,-4.0695
2023-04-11,-1.35,-1.34,-3.7765
2023-04-12,-0.85,-1.234,-3.5784999999999996
2023-04-13,1.1,-0.8600000000000001,-3.1725000000000003
2023-04-14,0.72,-0.4119999999999999,-2.9055
2023-04-17,0.68,0.06000000000000003,-2.5589999999999997
2023-04-18,0.06,0.3420000000000001,-2.2705
2023-04-19,-0.76,0.3600000000000001,-2.0745
2023-04-20,-3.08,-0.476,-1.9744999999999997
2023-04-21,-2.13,-1.0459999999999998,-1.8344999999999998
2023-04-24,-1.69,-1.52,-1.698
2023-04-25,-6.0,-2.732,-1.8054999999999999
2023-04-26,-8.54,-4.287999999999999,-1.9779999999999998
2023-04-27,-6.89,-5.05,-2.0755
2023-04-28,-4.92,-5.608,-2.1399999999999997
2023-05-01,-5.85,-6.44,-2.3625
2023-05-02,-6.63,-6.566,-2.574
2023-05-03,-5.54,-5.966,-2.7819999999999996
2023-05-04,-6.33,-5.854,-3.06
2023-05-05,-6.2,-6.109999999999999,-3.2939999999999996
2023-05-08,-6.83,-6.306,-3.5515
2023-05-09,-8.17,-6.614,-3.8924999999999996
2023-05-10,-8.36,-7.178,-4.268
2023-05-11,-8.98,-7.708,-4.772
2023-05-12,-9.85,-8.437999999999999,-5.3004999999999995
2023-05-15,-10.01,-9.074,-5.835
2023-05-16,-10.67,-9.574,-6.3715
2023-05-17,-10.35,-9.972,-6.851000000000001
2023-05-18,-10.04,-10.184000000000001,-7.199
2023-05-19,-9.39,-10.092,-7.561999999999999
2023-05-22,-9.11,-9.912,-7.933
2023-05-23,-9.77,-9.732,-8.1215
2023-05-24,-12.19,-10.1,-8.303999999999998
2023-05-25,-10.52,-10.196,-8.485499999999998
2023-05-26,-10.29,-10.376,-8.754
2023-05-30,-11.6,-10.873999999999999,-9.041500000000001
2023-05-31,-12.57,-11.434000000000001,-9.3385
2023-06-01,-10.51,-11.098,-9.587
2023-06-02,-10.38,-11.07,-9.7895
2023-06-05,-10.65,-11.142,-10.011999999999999
2023-06-06,-11.03,-11.028,-10.222
2023-06-07,-10.28,-10.569999999999999,-10.327499999999999
2023-06-08,-11.2,-10.708,-10.4695
2023-06-09,-10.71,-10.774,-10.556000000000001
2023-06-12,-9.79,-10.602,-10.552999999999999
2023-06-13,-9.4,-10.276,-10.522499999999999
2023-06-14,-10.39,-10.297999999999998,-10.508500000000002
2023-06-15,-7.88,-9.634,-10.385
2023-06-16,-7.51,-8.994,-10.2585
2023-06-20,-9.17,-8.870000000000001,-10.2475
2023-06-21,-9.41,-8.872,-10.2625
2023-06-22,-9.02,-8.598,-10.225
2023-06-23,-9.7,-8.962,-10.1005
2023-06-26,-10.07,-9.474,-10.078
2023-06-27,-12.15,-10.07,-10.171000000000001
2023-06-28,-12.06,-10.6,-10.193999999999999
2023-06-29,-11.35,-11.065999999999999,-10.133
2023-06-30,-10.12,-11.15,-10.1135
2023-07-03,-10.34,-11.204,-10.111500000000001
2023-07-05,-10.09,-10.791999999999998,-10.0835
2023-07-06,-10.64,-10.508,-10.064
2023-07-07,-11.24,-10.486,-10.112
2023-07-10,-10.72,-10.606,-10.088000000000001
2023-07-11,-10.31,-10.6,-10.068000000000001
2023-07-12,-9.18,-10.418,-10.0375
2023-07-13,-9.06,-10.102,-10.0205
2023-07-14,-8.6,-9.574000000000002,-9.931000000000001
2023-07-17,-9.29,-9.288,-10.0015
2023-07-18,-9.56,-9.138,-10.104000000000001
2023-07-19,-7.55,-8.812000000000001,-10.023
2023-07-20,-7.09,-8.418,-9.907
2023-07-21,-3.04,-7.306,-9.608
2023-07-24,-1.46,-5.74,-9.196
2023-07-25,-1.57,-4.142,-8.770999999999999
2023-07-26,-0.97,-2.8259999999999996,-8.212
2023-07-27,-3.41,-2.09,-7.7795000000000005
2023-07-28,-3.1,-2.102,-7.367
2023-07-31,-5.33,-2.8760000000000003,-7.1274999999999995
2023-08-01,-5.69,-3.7,-6.894999999999999
2023-08-02,-4.38,-4.382000000000001,-6.6095
2023-08-03,-5.27,-4.754,-6.340999999999999
2023-08-04,-5.23,-5.18,-6.0405
2023-08-07,-4.71,-5.056,-5.74
2023-08-08,-4.2,-4.758,-5.4345
2023-08-09,-5.24,-4.93,-5.2375
2023-08-10,-5.28,-4.932,-5.0485
2023-08-11,-5.73,-5.032,-4.905
2023-08-14,-6.16,-5.322000000000001,-4.7485
2023-08-15,-6.86,-5.854000000000001,-4.6135
2023-08-16,-7.52,-6.3100000000000005,-4.612
2023-08-17,-6.68,-6.590000000000001,-4.591500000000001
2023-08-18,-7.1,-6.864,-4.7945
2023-08-21,-7.12,-7.056,-5.077500000000001
2023-08-22,-7.72,-7.228,-5.385
2023-08-23,-5.61,-6.845999999999999,-5.617
2023-08-24,-6.45,-6.8,-5.769
2023-08-25,-6.03,-6.586,-5.9155
2023-08-28,-5.61,-6.284000000000001,-5.9295
2023-08-29,-4.44,-5.628000000000001,-5.867
2023-08-30,-4.02,-5.3100000000000005,-5.849
2023-08-31,-4.24,-4.868,-5.7975
2023-09-01,-4.14,-4.49,-5.743
2023-09-05,-5.86,-4.54,-5.8004999999999995
2023-09-06,-6.61,-4.973999999999999,-5.921000000000001
2023-09-07,-7.4,-5.65,-6.029
2023-09-08,-9.6,-6.7219999999999995,-6.245
2023-09-11,-10.14,-7.922,-6.4655000000000005
2023-09-12,-10.81,-8.912,-6.698
2023-09-13,-10.83,-9.756,-6.8965000000000005
2023-09-14,-10.03,-10.282,-7.022
2023-09-15,-10.04,-10.370000000000001,-7.19
2023-09-18,-11.36,-10.614,-7.402999999999999
2023-09-19,-11.19,-10.69,-7.6065
2023-09-20,-11.85,-10.894,-7.813000000000001
2023-09-21,-12.42,-11.372,-8.1535
2023-09-22,-12.21,-11.806000000000001,-8.441500000000001
2023-09-25,-11.72,-11.878,-8.726
2023-09-26,-12.42,-12.124,-9.0665
2023-09-27,-12.98,-12.35,-9.493500000000001
2023-09-28,-12.17,-12.3,-9.901
2023-09-29,-11.63,-12.184000000000001,-10.2705
2023-10-02,-13.16,-12.472,-10.7215
2023-10-03,-12.5,-12.488,-11.0535
2023-10-04,-12.02,-12.296000000000001,-11.324
2023-10-05,-12.78,-12.418000000000001,-11.593
2023-10-06,-12.68,-12.628,-11.747
2023-10-09,-13.1,-12.616,-11.895
2023-10-10,-13.09,-12.734,-12.009
2023-10-11,-13.7,-13.069999999999999,-12.1525
2023-10-12,-15.42,-13.597999999999999,-12.422
2023-10-13,-15.37,-14.136000000000001,-12.6885
2023-10-16,-14.4,-14.396,-12.8405
2023-10-17,-15.04,-14.785999999999998,-13.033000000000001
2023-10-18,-18.03,-15.652000000000001,-13.341999999999999
2023-10-19,-17.62,-16.092000000000002,-13.602
2023-10-20,-18.53,-16.724,-13.918000000000001
2023-10-23,-18.96,-17.636000000000003,-14.280000000000001
2023-10-24,-19.57,-18.542,-14.6375
2023-10-25,-23.86,-19.708,-15.1815
2023-10-26,-22.66,-20.716,-15.706
2023-10-27,-24.16,-21.842000000000002,-16.332500000000003
2023-10-30,-23.7,-22.79,-16.8595
2023-10-31,-21.88,-23.252,-17.3285
2023-11-01,-22.08,-22.896,-17.8315
2023-11-02,-20.99,-22.561999999999998,-18.241999999999997
2023-11-03,-19.79,-21.688,-18.597500000000004
2023-11-06,-19.74,-20.895999999999997,-18.929499999999997
2023-11-07,-19.03,-20.326,-19.2265
2023-11-08,-19.87,-19.884,-19.535
2023-11-09,-21.57,-20.0,-19.8425
2023-11-10,-20.87,-20.216,-20.1175
2023-11-13,-21.42,-20.552,-20.4685
2023-11-14,-18.99,-20.544,-20.666
2023-11-15,-17.04,-19.978,-20.6165
2023-11-16,-16.71,-19.006,-20.570999999999998
2023-11-17,-17.75,-18.381999999999998,-20.532
2023-11-20,-17.3,-17.558,-20.448999999999998
2023-11-21,-15.0,-16.76,-20.220499999999998
2023-11-22,-14.11,-16.174,-19.733
2023-11-24,-13.55,-15.542000000000002,-19.2775
2023-11-27,-13.66,-14.724,-18.752499999999998
2023-11-28,-14.39,-14.142000000000001,-18.287
2023-11-29,-13.18,-13.778,-17.851999999999997
2023-11-30,-12.69,-13.494,-17.3825
2023-12-01,-12.39,-13.262,-16.9525
2023-12-04,-12.53,-13.036000000000001,-16.589499999999997
2023-12-05,-13.17,-12.792,-16.261000000000003
2023-12-06,-12.79,-12.714,-15.949000000000002
2023-12-07,-12.74,-12.724,-15.592499999999998
2023-12-08,-13.48,-12.942000000000002,-15.187999999999999
2023-12-11,-12.59,-12.953999999999999,-14.774000000000001
2023-12-12,-12.24,-12.767999999999999,-14.314999999999998
2023-12-13,-9.13,-12.036,-13.822
2023-12-14,-8.69,-11.225999999999999,-13.404499999999999
2023-12-15,-9.2,-10.370000000000001,-13.029
2023-12-18,-9.12,-9.676,-12.5975
2023-12-19,-7.8,-8.788,-12.1225
2023-12-20,-9.01,-8.764,-11.823
2023-12-21,-8.02,-8.629999999999999,-11.5185
2023-12-22,-7.67,-8.324,-11.224499999999999
2023-12-26,-7.58,-8.016,-10.9205
2023-12-27,-7.31,-7.918000000000001,-10.566500000000001
2023-12-28,-7.13,-7.542,-10.264
2023-12-29,-7.43,-7.4239999999999995,-10.001
2024-01-02,-5.47,-6.983999999999999,-9.655
2024-01-03,-7.82,-7.031999999999999,-9.419500000000001
2024-01-04,-6.62,-6.894,-9.092
2024-01-05,-7.45,-6.958,-8.825
2024-01-08,-6.1,-6.692,-8.492999999999999
2024-01-09,-6.04,-6.806,-8.120999999999999
2024-01-10,-5.76,-6.394,-7.7795000000000005
2024-01-11,-5.49,-6.168000000000001,-7.441999999999998
2024-01-12,-5.71,-5.819999999999999,-7.270999999999999
2024-01-16,-6.02,-5.804,-7.1375
2024-01-17,-6.39,-5.874,-6.997
2024-01-18,-5.7,-5.862,-6.8260000000000005
2024-01-19,-4.72,-5.708,-6.672
2024-01-22,-4.5,-5.465999999999999,-6.4465
2024-01-23,-4.91,-5.244,-6.291
2024-01-24,-6.54,-5.274,-6.2345
2024-01-25,-6.81,-5.496,-6.196
2024-01-26,-5.42,-5.636,-6.1015
2024-01-29,-3.84,-5.504,-5.937
2024-01-30,-2.55,-5.032,-5.693
2024-01-31,-6.41,-5.005999999999999,-5.74
2024-02-01,-4.51,-4.546,-5.5745000000000005
2024-02-02,-4.57,-4.376,-5.4719999999999995
2024-02-05,-4.6,-4.528,-5.3295
2024-02-06,-3.27,-4.672,-5.188000000000001
2024-02-07,-4.49,-4.288,-5.1105
2024-02-08,-4.71,-4.328,-5.058
2024-02-09,-4.73,-4.36,-5.02
2024-02-12,-5.33,-4.506,-5.001
2024-02-13,-6.67,-5.186000000000001,-5.033499999999999
2024-02-14,-5.1,-5.308,-4.969
2024-02-15,-5.05,-5.3759999999999994,-4.9365000000000006
2024-02-16,-5.17,-5.464,-4.9590000000000005
2024-02-20,-5.12,-5.422,-4.99
2024-02-21,-4.35,-4.958,-4.962
2024-02-22,-3.11,-4.5600000000000005,-4.7905
2024-02-23,-2.42,-4.034,-4.571
2024-02-26,-2.62,-3.524,-4.431
2024-02-27,-2.17,-2.9339999999999997,-4.347499999999999
2024-02-28,-1.19,-2.3020000000000005,-4.2795000000000005
2024-02-29,-1.5,-1.9799999999999998,-4.034000000000001
2024-03-01,-0.47,-1.5899999999999999,-3.832
2024-03-04,0.41,-0.984,-3.5829999999999997
2024-03-05,0.9,-0.37,-3.308
2024-03-06,2.05,0.27799999999999997,-3.042
2024-03-07,3.08,1.194,-2.6635
2024-03-08,3.07,1.902,-2.2745
2024-03-11,3.37,2.4939999999999998,-1.8695
2024-03-12,3.0,2.914,-1.4529999999999998
2024-03-13,2.34,2.972,-1.0025
2024-03-14,0.92,2.54,-0.7015
2024-03-15,0.79,2.084,-0.4095
2024-03-18,0.1,1.4300000000000002,-0.146
2024-03-19,0.55,0.9400000000000001,0.1375
2024-03-20,0.1,0.492,0.36
2024-03-21,0.79,0.466,0.5549999999999999
2024-03-22,0.61,0.43000000000000005,0.7065
