Date,rate_BLK_5D,rate_BLK_20D,rate_VOO_5D,rate_VOO_20D
2022-03-30,-11.712,-15.3375,-1.688,-5.4055
2022-03-31,-11.142,-15.180000000000001,-1.636,-5.2325
2022-04-01,-10.448,-14.757499999999999,-1.614,-5.0075
2022-04-04,-9.684000000000001,-14.165000000000001,-1.566,-4.6135
2022-04-05,-9.828,-13.592500000000001,-1.9939999999999998,-4.2455
2022-04-06,-10.49,-13.294,-2.4899999999999998,-4.0395
2022-04-07,-10.778,-12.997,-2.596,-3.79
2022-04-08,-11.534,-12.715,-2.814,-3.496
2022-04-11,-12.727999999999998,-12.5335,-3.5120000000000005,-3.2510000000000003
2022-04-12,-13.784,-12.472,-4.044,-3.119
2022-04-13,-14.437999999999999,-12.546000000000001,-4.176,-3.0345
2022-04-14,-15.784,-12.8265,-4.630000000000001,-3.063
2022-04-18,-17.028,-13.139500000000002,-5.034000000000001,-3.1420000000000003
2022-04-19,-17.622,-13.306999999999999,-4.822000000000001,-3.1475
2022-04-20,-18.016000000000002,-13.5605,-4.556,-3.211
2022-04-21,-18.776,-13.854,-4.7780000000000005,-3.283
2022-04-22,-19.336000000000002,-14.26,-5.276,-3.5345
2022-04-25,-19.596,-14.651499999999999,-5.680000000000001,-3.7855000000000003
2022-04-26,-20.804,-15.2095,-6.894,-4.1985
2022-04-27,-22.046,-15.9185,-8.05,-4.661
2022-04-28,-22.722,-16.6065,-8.485999999999999,-4.9825
2022-04-29,-23.57,-17.367,-9.08,-5.3955
2022-05-02,-24.386,-18.136,-9.604,-5.7829999999999995
2022-05-03,-24.592000000000002,-18.9365,-9.538,-6.1915
2022-05-04,-23.945999999999998,-19.448,-8.99,-6.410000000000001
2022-05-05,-24.176000000000002,-20.028,-9.512,-6.7379999999999995
2022-05-06,-23.94,-20.6575,-9.48,-7.1165
2022-05-09,-24.368000000000002,-21.344500000000004,-10.168,-7.6215
2022-05-10,-24.828000000000003,-21.9615,-10.888,-8.0355
2022-05-11,-26.278000000000002,-22.5715,-12.406,-8.500499999999999
2022-05-12,-27.028000000000002,-23.1755,-13.308000000000002,-9.021
2022-05-13,-27.318,-23.541000000000004,-13.709999999999999,-9.3865
2022-05-16,-27.478,-23.957,-13.622,-9.7685
2022-05-17,-27.444,-24.416999999999998,-13.236,-10.139
2022-05-18,-27.640000000000004,-24.9775,-13.262,-10.677
2022-05-19,-27.808,-25.433500000000002,-13.388,-11.1735
2022-05-20,-28.15,-25.7445,-13.901999999999997,-11.543000000000001
2022-05-23,-27.854000000000003,-26.021500000000003,-14.040000000000001,-11.8585
2022-05-24,-27.701999999999998,-26.1415,-14.64,-12.075500000000002
2022-05-25,-26.901999999999997,-26.1915,-14.416,-12.2685
2022-05-26,-25.534,-26.1365,-13.745999999999999,-12.4885
2022-05-27,-24.012,-25.855,-12.65,-12.435500000000001
2022-05-31,-22.686,-25.5965,-11.966,-12.449
2022-06-01,-21.598,-25.393,-11.245999999999999,-12.502500000000001
2022-06-02,-20.1,-25.229999999999997,-10.34,-12.606
2022-06-03,-19.538,-24.976999999999997,-10.056000000000001,-12.624500000000001
2022-06-06,-19.218,-24.674500000000002,-10.154,-12.604
2022-06-07,-18.856,-24.2185,-9.982,-12.4025
2022-06-08,-18.812,-23.889,-9.918000000000001,-12.26
2022-06-09,-19.428,-23.517500000000002,-10.59,-12.152
2022-06-10,-20.678,-23.3895,-11.475999999999999,-12.1665
2022-06-13,-22.448,-23.457,-13.048000000000002,-12.438500000000001
2022-06-14,-24.492,-23.472,-14.831999999999999,-12.705
2022-06-15,-25.936,-23.512,-16.194,-12.999500000000001
2022-06-16,-27.648000000000003,-23.5195,-17.676,-13.255500000000001
2022-06-17,-28.465999999999998,-23.554,-18.614,-13.472999999999999
2022-06-21,-28.1,-23.444499999999998,-18.532,-13.596
2022-06-22,-27.682,-23.429000000000002,-18.444,-13.806000000000001
2022-06-23,-27.110000000000003,-23.364,-18.416,-13.9435
2022-06-24,-25.676,-23.213,-17.356,-13.9905
2022-06-27,-24.413999999999998,-23.274,-16.4,-14.136499999999998
2022-06-28,-24.078,-23.461,-16.184,-14.479499999999998
2022-06-29,-23.878,-23.727,-15.992,-14.8125
2022-06-30,-24.24,-24.0245,-16.096,-15.156
2022-07-01,-24.82,-24.393,-16.446,-15.517
2022-07-05,-25.058,-24.654,-16.706,-15.799000000000001
2022-07-06,-25.253999999999998,-24.970000000000002,-16.55,-16.0785
2022-07-07,-24.984,-25.259,-16.096,-16.341
2022-07-08,-24.604,-25.472500000000004,-15.524000000000001,-16.5575
2022-07-11,-24.878,-25.7555,-15.395999999999997,-16.7185
2022-07-12,-25.282,-25.805,-15.447999999999999,-16.792
2022-07-13,-25.708,-25.785000000000004,-15.632,-16.7245
2022-07-14,-26.522,-25.7665,-16.1,-16.658
2022-07-15,-26.968,-25.7305,-16.252000000000002,-16.572
2022-07-18,-27.142000000000003,-25.629,-16.352,-16.3875
2022-07-19,-26.562,-25.329,-15.857999999999999,-16.103
2022-07-20,-25.671999999999997,-25.178,-15.184000000000001,-15.8875
2022-07-21,-24.496,-24.97,-14.296000000000001,-15.620999999999999
2022-07-22,-23.724,-24.884,-13.868,-15.434999999999999
2022-07-25,-22.828,-24.917,-13.288,-15.370499999999998
2022-07-26,-22.952,-24.9635,-13.352,-15.341
2022-07-27,-22.753999999999998,-24.847,-13.086000000000002,-15.113
2022-07-28,-22.276,-24.569499999999998,-12.774,-14.8165
2022-07-29,-21.452,-24.187,-12.053999999999998,-14.4245
2022-08-01,-20.538,-23.8465,-11.350000000000001,-14.0965
2022-08-02,-19.408,-23.551,-10.53,-13.797
2022-08-03,-18.326,-23.115,-9.94,-13.460500000000001
2022-08-04,-17.534,-22.707,-9.578,-13.187000000000001
2022-08-05,-16.958000000000002,-22.2755,-9.496,-12.9175
2022-08-08,-16.524,-21.758000000000003,-9.425999999999998,-12.604000000000001
2022-08-09,-15.995999999999999,-21.2295,-9.319999999999999,-12.265
2022-08-10,-15.423999999999998,-20.544,-9.162,-11.843
2022-08-11,-14.892,-19.799500000000002,-8.992,-11.41
2022-08-12,-13.982,-19.029,-8.581999999999999,-11.0
2022-08-15,-13.014,-18.226,-8.104000000000001,-10.542
2022-08-16,-12.03,-17.5965,-7.554,-10.189
2022-08-17,-11.73,-17.058500000000002,-7.348000000000001,-9.884
2022-08-18,-11.456,-16.5395,-7.104000000000001,-9.611999999999998
2022-08-19,-12.048,-16.11,-7.244,-9.344
2022-08-22,-12.998,-15.7685,-7.696,-9.144
2022-08-23,-13.940000000000001,-15.3435,-8.198,-8.9005
2022-08-24,-14.612,-15.023000000000001,-8.578,-8.757
2022-08-25,-15.158000000000001,-14.76,-8.822,-8.623999999999999
2022-08-26,-15.738,-14.6815,-9.31,-8.658
2022-08-29,-16.032,-14.642,-9.620000000000001,-8.7115
2022-08-30,-16.406,-14.593,-10.028,-8.774999999999999
2022-08-31,-16.934,-14.675,-10.562,-8.9125
2022-09-01,-17.55,-14.764,-11.175999999999998,-9.0235
2022-09-02,-17.746000000000002,-14.878499999999999,-11.492,-9.157
2022-09-06,-17.878000000000004,-14.980500000000001,-11.768,-9.297
2022-09-07,-17.714000000000002,-15.022499999999999,-11.664,-9.361
2022-09-08,-17.07,-15.086500000000001,-11.366,-9.4635
2022-09-09,-16.418,-15.145500000000002,-10.912,-9.503499999999999
2022-09-12,-15.632,-15.291,-10.162,-9.552
2022-09-13,-16.086000000000002,-15.748500000000002,-10.129999999999999,-9.803500000000001
2022-09-14,-16.814,-16.2185,-10.290000000000001,-10.045
2022-09-15,-18.18,-16.699,-10.74,-10.311499999999999
2022-09-16,-19.748,-17.2185,-11.57,-10.620000000000001
2022-09-19,-21.164,-17.57,-12.453999999999999,-10.8545
2022-09-20,-21.688,-17.921,-12.774,-11.073
2022-09-21,-22.516000000000002,-18.3625,-13.45,-11.358
2022-09-22,-23.264,-18.862000000000002,-14.080000000000002,-11.687000000000001
2022-09-23,-24.1,-19.454,-14.851999999999999,-12.127500000000001
2022-09-26,-25.276,-19.954500000000003,-15.906,-12.503499999999999
2022-09-27,-26.306,-20.4895,-16.812,-12.871
2022-09-28,-26.838,-20.970499999999998,-17.18,-13.146
2022-09-29,-27.709999999999997,-21.556,-17.748,-13.483500000000001
2022-09-30,-28.698,-22.240999999999996,-18.288,-13.905499999999998
2022-10-03,-28.844,-22.729,-18.168,-14.172500000000003
2022-10-04,-28.394,-23.1185,-17.518,-14.3085
2022-10-05,-28.304000000000002,-23.618000000000002,-17.14,-14.515
2022-10-06,-27.976,-24.2825,-16.595999999999997,-14.791000000000002
2022-10-07,-27.832,-25.0945,-16.264,-15.243500000000001
2022-10-10,-28.488,-25.943,-16.554,-15.770500000000002
2022-10-11,-29.944000000000006,-26.583,-17.436,-16.135
2022-10-12,-31.204,-27.2155,-18.338,-16.526999999999997
2022-10-13,-31.338,-27.572000000000003,-18.654,-16.7695
2022-10-14,-31.324,-27.9885,-18.878,-17.070500000000003
2022-10-17,-30.752,-28.340000000000003,-18.582,-17.3025
2022-10-18,-29.544,-28.546999999999997,-17.99,-17.439
2022-10-19,-28.412,-28.6895,-17.464,-17.530499999999996
2022-10-20,-28.26,-28.820999999999998,-17.482,-17.619999999999997
2022-10-21,-27.139999999999997,-28.7485,-16.747999999999998,-17.544500000000003
2022-10-24,-26.118000000000002,-28.5505,-16.216,-17.380000000000003
2022-10-25,-24.79,-28.168,-15.602,-17.1365
2022-10-26,-23.34,-27.815000000000005,-15.0,-16.9855
2022-10-27,-21.485999999999997,-27.265000000000004,-14.356,-16.772
2022-10-28,-19.875999999999998,-26.543,-13.709999999999999,-16.4
2022-10-31,-19.041999999999998,-26.1,-13.38,-16.183
2022-11-01,-18.564,-25.710499999999996,-13.325999999999999,-16.0885
2022-11-02,-18.442,-25.3495,-13.568000000000001,-16.0925
2022-11-03,-18.708000000000002,-24.948,-13.892000000000001,-16.095999999999997
2022-11-04,-18.806,-24.2865,-14.372,-15.927000000000001
2022-11-07,-17.996000000000002,-23.477,-14.581999999999999,-15.690000000000001
2022-11-08,-17.218,-22.529,-14.696000000000002,-15.4035
2022-11-09,-16.470000000000002,-21.666,-14.73,-15.1905
2022-11-10,-13.77,-20.556,-13.697999999999999,-14.857
2022-11-11,-11.292,-19.2785,-12.734,-14.391
2022-11-14,-9.974,-18.282500000000002,-12.064,-14.060500000000001
2022-11-15,-8.876,-17.362,-11.342,-13.741499999999998
2022-11-16,-7.694,-16.4865,-10.412,-13.4275
2022-11-17,-8.456,-15.605,-10.426,-13.093
2022-11-18,-9.536000000000001,-14.877500000000001,-10.528,-12.836000000000002
2022-11-21,-9.872000000000002,-14.220999999999998,-10.552000000000001,-12.6445
2022-11-22,-10.012,-13.667499999999999,-10.488000000000001,-12.463
2022-11-23,-9.842,-13.112,-10.180000000000001,-12.2225
2022-11-25,-9.534,-12.617,-9.824,-11.96
2022-11-28,-9.522,-12.289,-9.825999999999999,-11.865
2022-11-29,-9.722,-11.891,-9.798,-11.749
2022-11-30,-10.058,-11.541,-9.464,-11.4975
2022-12-01,-10.27,-11.068999999999999,-9.198,-11.129999999999999
2022-12-02,-10.7,-10.615,-8.956,-10.725999999999999
2022-12-05,-10.824,-10.2935,-8.748000000000001,-10.459
2022-12-06,-10.852,-10.105,-8.76,-10.2935
2022-12-07,-10.947999999999999,-9.9735,-9.344,-10.1595
2022-12-08,-11.352,-9.7895,-9.834,-9.906000000000002
2022-12-09,-11.486,-10.044,-10.424000000000001,-9.9075
2022-12-12,-11.564,-10.361500000000001,-10.454,-9.889
2022-12-13,-11.234,-10.42,-10.102,-9.803
2022-12-14,-11.178,-10.549,-9.824000000000002,-9.780000000000001
2022-12-15,-11.308000000000002,-10.693000000000001,-10.118,-9.8325
2022-12-16,-11.47,-10.7975,-10.492,-9.924
2022-12-19,-11.868,-10.944500000000001,-11.258,-10.0715
2022-12-20,-12.64,-11.112,-12.209999999999999,-10.2175
2022-12-21,-12.594,-11.1945,-12.802000000000001,-10.3585
2022-12-22,-12.466,-11.349,-13.197999999999999,-10.587
2022-12-23,-12.372,-11.507000000000001,-13.294,-10.7915
2022-12-27,-12.11,-11.5915,-13.309999999999999,-10.942499999999999
2022-12-28,-11.898,-11.656,-13.478,-11.1375
2022-12-29,-11.82,-11.635000000000002,-13.602,-11.392999999999999
2022-12-30,-11.692,-11.7045,-13.532,-11.6705
2023-01-03,-11.442,-11.692499999999999,-13.558000000000002,-11.942
2023-01-04,-10.935999999999998,-11.6195,-13.398000000000001,-12.105
2023-01-05,-10.862,-11.6585,-13.216,-12.2515
2023-01-06,-10.278,-11.4675,-12.948000000000002,-12.294
2023-01-09,-9.144,-11.1525,-12.646,-12.3735
2023-01-10,-8.042,-10.8315,-12.218,-12.3905
2023-01-11,-7.214,-10.532,-11.690000000000001,-12.414
2023-01-12,-5.93,-10.3325,-10.91,-12.4535
2023-01-13,-5.54,-10.058000000000002,-10.444,-12.449
2023-01-17,-5.619999999999999,-9.730500000000001,-9.992,-12.342
2023-01-18,-5.862,-9.4295,-9.952,-12.255500000000001
2023-01-19,-6.496,-9.189,-10.256,-12.1635
2023-01-20,-6.794,-8.870999999999999,-10.308,-11.978
2023-01-23,-6.94,-8.6445,-10.213999999999999,-11.802
2023-01-24,-6.884,-8.334999999999999,-10.113999999999999,-11.571000000000002
2023-01-25,-6.789999999999999,-8.033999999999999,-9.72,-11.362
2023-01-26,-6.082,-7.682,-9.012,-11.089
2023-01-27,-5.656000000000001,-7.3105,-8.57,-10.751
2023-01-30,-5.66,-7.1045,-8.568,-10.5435
2023-01-31,-5.486,-6.783500000000001,-8.291999999999998,-10.261
2023-02-01,-5.188,-6.4704999999999995,-7.794,-9.921
2023-02-02,-4.8839999999999995,-6.169,-7.231999999999999,-9.5475
2023-02-03,-4.909999999999999,-5.8225,-6.914,-9.175500000000001
2023-02-06,-5.0120000000000005,-5.788,-6.473999999999999,-8.925
2023-02-07,-5.428,-5.8545,-6.09,-8.622
2023-02-08,-6.215999999999999,-6.014,-6.104,-8.3925
2023-02-09,-7.536,-6.2495,-6.5040000000000004,-8.251000000000001
2023-02-10,-8.347999999999999,-6.427,-6.6739999999999995,-8.1165
2023-02-13,-8.48,-6.523000000000001,-6.564,-7.955
2023-02-14,-8.764,-6.6405,-6.6579999999999995,-7.788500000000001
2023-02-15,-8.902,-6.773999999999999,-6.531999999999999,-7.5375
2023-02-16,-8.974,-6.869,-6.478,-7.3065
2023-02-17,-9.154,-7.016999999999999,-6.5,-7.164500000000001
2023-02-21,-10.16,-7.328,-6.984,-7.147500000000001
2023-02-22,-11.179999999999998,-7.714499999999999,-7.4799999999999995,-7.13
2023-02-23,-11.969999999999999,-8.068999999999999,-7.956,-7.096500000000001
2023-02-24,-12.692,-8.5215,-8.379999999999999,-7.1485
2023-02-27,-13.5,-8.977999999999998,-8.716,-7.2010000000000005
2023-02-28,-13.654,-9.3265,-8.828,-7.2125
2023-03-01,-13.756,-9.782,-8.937999999999999,-7.291500000000001
2023-03-02,-13.838,-10.2315,-9.001999999999999,-7.3985
2023-03-03,-13.494,-10.674,-8.663999999999998,-7.5065
2023-03-06,-13.303999999999998,-11.0765,-8.358,-7.561999999999999
2023-03-07,-13.604,-11.474499999999999,-8.256,-7.6579999999999995
2023-03-08,-13.76,-11.864999999999998,-8.112,-7.797
2023-03-09,-14.607999999999999,-12.3295,-8.396,-7.971499999999999
2023-03-10,-16.076,-12.809000000000001,-9.168000000000001,-8.1725
2023-03-13,-17.606,-13.391,-9.985999999999999,-8.389999999999999
2023-03-14,-18.508000000000003,-13.9815,-10.256,-8.581
2023-03-15,-19.55,-14.5615,-10.658,-8.797
2023-03-16,-19.9,-15.078999999999999,-10.453999999999999,-8.952
2023-03-17,-19.858,-15.529999999999998,-10.203999999999999,-9.104000000000001
2023-03-20,-19.424,-15.9585,-9.768,-9.206999999999999
2023-03-21,-18.828,-16.1485,-9.384,-9.181000000000001
2023-03-22,-18.422,-16.372,-9.190000000000001,-9.2245
2023-03-23,-18.06,-16.6015,-9.248000000000001,-9.275
2023-03-24,-17.86,-16.822,-9.069999999999999,-9.2765
2023-03-27,-17.741999999999997,-17.019,-9.02,-9.283
2023-03-28,-18.131999999999998,-17.268,-9.232000000000001,-9.282
2023-03-29,-17.916,-17.412,-8.894,-9.2135
2023-03-30,-17.69,-17.5645,-8.49,-9.147
2023-03-31,-17.098,-17.723000000000003,-7.8740000000000006,-9.079
2023-04-03,-16.588,-17.84,-7.19,-8.991000000000001
2023-04-04,-16.204,-17.918,-6.578,-8.8625
2023-04-05,-16.163999999999998,-18.012999999999998,-6.264,-8.7515
2023-04-06,-16.208,-17.9645,-5.988,-8.545
2023-04-10,-16.366,-17.7955,-5.9479999999999995,-8.274
2023-04-11,-16.286,-17.509999999999998,-6.004,-7.9955
2023-04-12,-16.118000000000002,-17.3205,-6.029999999999999,-7.806
2023-04-13,-15.758000000000001,-17.064999999999998,-5.772,-7.529999999999999
2023-04-14,-14.904000000000002,-16.7155,-5.622,-7.337000000000001
2023-04-17,-13.962,-16.3215,-5.428,-7.08
2023-04-18,-13.366,-15.995499999999998,-5.224,-6.8595
2023-04-19,-12.65,-15.776,-4.948,-6.697
2023-04-20,-12.022,-15.465,-5.018000000000001,-6.487
2023-04-21,-12.276,-15.269499999999999,-5.037999999999999,-6.2845
2023-04-24,-12.868,-15.0735,-5.098000000000001,-6.087
2023-04-25,-13.707999999999998,-14.987,-5.42,-5.9595
2023-04-26,-14.797999999999998,-14.942499999999999,-5.8100000000000005,-5.841500000000001
2023-04-27,-15.622,-14.891499999999999,-5.786,-5.71
2023-04-28,-15.86,-14.812000000000001,-5.638,-5.5715
2023-05-01,-16.066,-14.8155,-5.504,-5.4944999999999995
2023-05-02,-16.2,-14.89,-5.316,-5.4910000000000005
2023-05-03,-16.336,-14.9755,-5.176,-5.4910000000000005
2023-05-04,-17.029999999999998,-15.107999999999999,-5.47,-5.5115
2023-05-05,-17.618,-15.164499999999999,-5.588,-5.471500000000001
2023-05-08,-18.104,-15.25,-5.708,-5.4345
2023-05-09,-18.494,-15.442000000000002,-5.71,-5.4174999999999995
2023-05-10,-18.818,-15.650500000000003,-5.514,-5.362
2023-05-11,-18.564,-15.8095,-5.218000000000001,-5.372999999999999
2023-05-12,-18.548000000000002,-16.075499999999998,-5.258,-5.3805000000000005
2023-05-15,-18.508,-16.3865,-5.244,-5.3885
2023-05-16,-18.55,-16.738000000000003,-5.274,-5.430000000000001
2023-05-17,-18.024,-16.994,-5.166,-5.416500000000001
2023-05-18,-17.354000000000003,-17.142500000000002,-4.85,-5.331
2023-05-19,-16.823999999999998,-17.2125,-4.54,-5.255999999999999
2023-05-22,-16.172,-17.2125,-4.28,-5.184
2023-05-23,-15.494,-17.1845,-4.109999999999999,-5.1025
2023-05-24,-15.388,-17.1415,-4.3,-5.039
2023-05-25,-15.604,-17.137999999999998,-4.51,-5.012
2023-05-26,-15.467999999999998,-17.1145,-4.446,-4.958
2023-05-30,-15.413999999999998,-17.049500000000002,-4.388,-4.905
2023-05-31,-15.51,-17.012,-4.220000000000001,-4.8285
2023-06-01,-15.108,-16.8345,-3.716,-4.674
2023-06-02,-14.522,-16.511000000000003,-3.096,-4.4185
2023-06-05,-14.356,-16.299,-2.758,-4.250500000000001
2023-06-06,-14.016,-16.0275,-2.386,-4.0745
2023-06-07,-13.447999999999999,-15.750499999999999,-1.9760000000000002,-3.8950000000000005
2023-06-08,-13.16,-15.419999999999998,-1.6440000000000001,-3.7065000000000006
2023-06-09,-13.097999999999999,-15.144500000000003,-1.558,-3.5035000000000003
2023-06-12,-12.953999999999999,-14.9005,-1.254,-3.2495
2023-06-13,-12.851999999999999,-14.613499999999998,-0.86,-2.9785
2023-06-14,-12.501999999999999,-14.238499999999998,-0.388,-2.6735
2023-06-15,-11.75,-13.851499999999998,0.22200000000000003,-2.3594999999999997
2023-06-16,-11.3,-13.631,0.7260000000000001,-2.1095
2023-06-20,-11.09,-13.467000000000002,0.958,-1.875
2023-06-21,-11.09,-13.343,0.9520000000000002,-1.6705
2023-06-22,-11.412,-13.218,1.004,-1.395
2023-06-23,-12.168,-13.0465,0.652,-1.1215
2023-06-26,-12.722,-12.910499999999999,0.292,-0.909
2023-06-27,-12.876,-12.818999999999999,0.242,-0.7030000000000001
2023-06-28,-12.970000000000002,-12.732000000000001,0.30999999999999994,-0.496
2023-06-29,-12.751999999999999,-12.5285,0.304,-0.26400000000000007
2023-06-30,-12.488,-12.3915,0.682,-0.022
2023-07-03,-12.112,-12.308,1.1720000000000002,0.158
2023-07-05,-11.864,-12.196000000000002,1.4,0.3365
2023-07-06,-11.930000000000001,-12.2105,1.456,0.46449999999999997
2023-07-07,-11.984,-12.1625,1.468,0.597
2023-07-10,-11.814000000000002,-12.055,1.3,0.7140000000000001
2023-07-11,-11.406,-11.885000000000002,1.23,0.8550000000000001
2023-07-12,-10.592,-11.6055,1.3619999999999999,0.9904999999999999
2023-07-13,-9.138000000000002,-11.282,1.8199999999999998,1.1345
2023-07-14,-8.059999999999999,-11.052,2.308,1.2710000000000001
2023-07-17,-7.281999999999999,-10.937999999999999,2.812,1.3615
2023-07-18,-6.5760000000000005,-10.704,3.344,1.5095
2023-07-19,-6.0520000000000005,-10.346,3.7619999999999996,1.6915
2023-07-20,-5.779999999999999,-9.9545,3.882,1.8669999999999998
2023-07-21,-5.21,-9.5015,4.0200000000000005,2.025
2023-07-24,-4.504,-9.022,4.1739999999999995,2.242
2023-07-25,-4.33,-8.606,4.224,2.4925
2023-07-26,-4.432,-8.235000000000001,4.234,2.6895
2023-07-27,-4.968,-7.953999999999999,4.26,2.8545000000000003
2023-07-28,-5.284,-7.6345,4.454,3.0625
2023-07-31,-5.72,-7.33,4.595999999999999,3.2205
2023-08-01,-6.031999999999999,-7.086,4.616,3.3534999999999995
2023-08-02,-6.63,-6.926499999999999,4.406000000000001,3.441
2023-08-03,-7.058,-6.736,4.27,3.558
2023-08-04,-7.709999999999999,-6.566,3.886,3.6670000000000003
2023-08-07,-8.32,-6.4565,3.6100000000000003,3.7979999999999996
2023-08-08,-9.086,-6.506,3.342,3.8815
2023-08-09,-9.588,-6.6754999999999995,3.2060000000000004,3.9019999999999997
2023-08-10,-9.822,-6.906999999999999,3.1220000000000003,3.8835
2023-08-11,-10.086000000000002,-7.0725,3.104,3.8659999999999997
2023-08-14,-10.454,-7.249499999999999,3.024,3.851
2023-08-15,-10.876000000000001,-7.581,2.848,3.7574999999999994
2023-08-16,-11.216,-7.966500000000001,2.666,3.6279999999999992
2023-08-17,-11.617999999999999,-8.366499999999998,2.366,3.5044999999999993
2023-08-18,-12.058,-8.7845,2.09,3.3835
2023-08-21,-12.425999999999998,-9.23,1.8239999999999998,3.2634999999999996
2023-08-22,-12.544,-9.6345,1.6780000000000002,3.1209999999999996
2023-08-23,-12.434000000000001,-9.967,1.7759999999999998,3.0134999999999996
2023-08-24,-12.45,-10.236999999999998,1.8039999999999998,2.8905
2023-08-25,-12.354,-10.552,1.908,2.747
2023-08-28,-12.228,-10.857,2.0100000000000002,2.617
2023-08-29,-11.803999999999998,-11.0775,2.3440000000000003,2.553
2023-08-30,-11.517999999999999,-11.189,2.59,2.5595
2023-08-31,-11.056000000000001,-11.2365,3.0,2.573
2023-09-01,-10.51,-11.251999999999999,3.336,2.6094999999999997
2023-09-05,-10.186,-11.3235,3.524,2.5955
2023-09-06,-10.1,-11.331,3.4,2.5675
2023-09-07,-10.166,-11.3335,3.166,2.5495
2023-09-08,-10.322,-11.361500000000001,2.974,2.5360000000000005
2023-09-11,-10.482000000000001,-11.350999999999999,2.896,2.5575
2023-09-12,-10.437999999999999,-11.319500000000001,2.77,2.532
2023-09-13,-10.360000000000001,-11.202,2.786,2.5520000000000005
2023-09-14,-9.974,-11.023,3.028,2.6399999999999997
2023-09-15,-9.809999999999999,-10.9095,2.9939999999999998,2.693
2023-09-18,-9.836,-10.7955,2.854,2.7485
2023-09-19,-10.046000000000001,-10.724499999999999,2.782,2.7715000000000005
2023-09-20,-10.39,-10.6635,2.498,2.757
