Date,rate_DHI_5D,rate_DHI_20D,rate_VOO_5D,rate_VOO_20D
2022-03-30,-18.628,-16.2465,-1.688,-5.4055
2022-03-31,-19.514000000000003,-16.844,-1.636,-5.2325
2022-04-01,-19.712,-17.2705,-1.614,-5.0075
2022-04-04,-19.918,-17.414499999999997,-1.566,-4.6135
2022-04-05,-21.174,-17.704,-1.9939999999999998,-4.2455
2022-04-06,-22.628,-18.256,-2.4899999999999998,-4.0395
2022-04-07,-23.334,-18.833,-2.596,-3.79
2022-04-08,-24.42,-19.316,-2.814,-3.496
2022-04-11,-25.330000000000002,-19.552,-3.5120000000000005,-3.2510000000000003
2022-04-12,-25.816000000000003,-19.9675,-4.044,-3.119
2022-04-13,-25.21,-20.325,-4.176,-3.0345
2022-04-14,-24.78,-20.838,-4.630000000000001,-3.063
2022-04-18,-24.676,-21.539,-5.034000000000001,-3.1420000000000003
2022-04-19,-24.272,-21.954500000000003,-4.822000000000001,-3.1475
2022-04-20,-23.666,-22.339,-4.556,-3.211
2022-04-21,-23.836,-22.575499999999998,-4.7780000000000005,-3.283
2022-04-22,-24.074,-22.925500000000003,-5.276,-3.5345
2022-04-25,-23.488,-23.074,-5.680000000000001,-3.7855000000000003
2022-04-26,-23.883999999999997,-23.351,-6.894,-4.1985
2022-04-27,-24.816,-23.868000000000002,-8.05,-4.661
2022-04-28,-24.898,-24.143,-8.485999999999999,-4.9825
2022-04-29,-25.264000000000003,-24.363000000000003,-9.08,-5.3955
2022-05-02,-25.823999999999995,-24.602,-9.604,-5.7829999999999995
2022-05-03,-25.776,-24.8155,-9.538,-6.1915
2022-05-04,-24.497999999999998,-24.698999999999998,-8.99,-6.410000000000001
2022-05-05,-24.704,-24.662,-9.512,-6.7379999999999995
2022-05-06,-24.464,-24.645500000000002,-9.48,-7.1165
2022-05-09,-24.633999999999997,-24.6555,-10.168,-7.6215
2022-05-10,-25.359999999999996,-24.823,-10.888,-8.0355
2022-05-11,-27.574,-25.1385,-12.406,-8.500499999999999
2022-05-12,-28.318,-25.439,-13.308000000000002,-9.021
2022-05-13,-28.627999999999997,-25.607499999999998,-13.709999999999999,-9.3865
2022-05-16,-28.951999999999998,-25.7245,-13.622,-9.7685
2022-05-17,-28.482,-25.8755,-13.236,-10.139
2022-05-18,-28.308,-26.299,-13.262,-10.677
2022-05-19,-28.526,-26.6115,-13.388,-11.1735
2022-05-20,-28.48,-26.708999999999996,-13.901999999999997,-11.543000000000001
2022-05-23,-28.676,-27.021499999999996,-14.040000000000001,-11.8585
2022-05-24,-29.686,-27.326,-14.64,-12.075500000000002
2022-05-25,-28.998,-27.3445,-14.416,-12.2685
2022-05-26,-27.669999999999998,-27.3045,-13.745999999999999,-12.4885
2022-05-27,-26.406,-26.9945,-12.65,-12.435500000000001
2022-05-31,-24.79,-26.762999999999998,-11.966,-12.449
2022-06-01,-22.696,-26.556,-11.245999999999999,-12.502500000000001
2022-06-02,-21.056,-26.484,-10.34,-12.606
2022-06-03,-20.284,-26.1995,-10.056000000000001,-12.624500000000001
2022-06-06,-19.997999999999998,-25.877999999999997,-10.154,-12.604
2022-06-07,-19.812,-25.557499999999997,-9.982,-12.4025
2022-06-08,-20.252,-25.279,-9.918000000000001,-12.26
2022-06-09,-20.85,-24.803,-10.59,-12.152
2022-06-10,-22.032,-24.628,-11.475999999999999,-12.1665
2022-06-13,-23.95,-24.7085,-13.048000000000002,-12.438500000000001
2022-06-14,-26.012,-24.822499999999998,-14.831999999999999,-12.705
2022-06-15,-27.606,-25.06,-16.194,-12.999500000000001
2022-06-16,-30.168,-25.268,-17.676,-13.255500000000001
2022-06-17,-32.242000000000004,-25.557,-18.614,-13.472999999999999
2022-06-21,-33.339999999999996,-25.9235,-18.532,-13.596
2022-06-22,-33.686,-26.075,-18.444,-13.806000000000001
2022-06-23,-33.272000000000006,-25.9565,-18.416,-13.9435
2022-06-24,-31.924,-25.9995,-17.356,-13.9905
2022-06-27,-30.360000000000003,-26.2295,-16.4,-14.136499999999998
2022-06-28,-29.394,-26.670499999999997,-16.184,-14.479499999999998
2022-06-29,-28.986,-27.123999999999995,-15.992,-14.8125
2022-06-30,-29.242,-27.593,-16.096,-15.156
2022-07-01,-28.595999999999997,-27.884499999999996,-16.446,-15.517
2022-07-05,-27.516,-28.0375,-16.706,-15.799000000000001
2022-07-06,-26.089999999999996,-28.1935,-16.55,-16.0785
2022-07-07,-24.534,-28.3045,-16.096,-16.341
2022-07-08,-22.894,-28.253500000000003,-15.524000000000001,-16.5575
2022-07-11,-22.235999999999997,-28.231,-15.395999999999997,-16.7185
2022-07-12,-21.832,-27.9875,-15.447999999999999,-16.792
2022-07-13,-21.468,-27.573,-15.632,-16.7245
2022-07-14,-21.5,-27.176500000000004,-16.1,-16.658
2022-07-15,-21.48,-26.722,-16.252000000000002,-16.572
2022-07-18,-21.630000000000003,-26.0965,-16.352,-16.3875
2022-07-19,-21.654000000000003,-25.3405,-15.857999999999999,-16.103
2022-07-20,-21.798,-24.6875,-15.184000000000001,-15.8875
2022-07-21,-21.118000000000002,-24.0345,-14.296000000000001,-15.620999999999999
2022-07-22,-20.28,-23.473999999999997,-13.868,-15.434999999999999
2022-07-25,-19.684,-23.036499999999997,-13.288,-15.370499999999998
2022-07-26,-19.482000000000003,-22.621000000000002,-13.352,-15.341
2022-07-27,-18.466,-21.955499999999997,-13.086000000000002,-15.113
2022-07-28,-17.938,-21.2725,-12.774,-14.8165
2022-07-29,-17.802,-20.614,-12.053999999999998,-14.4245
2022-08-01,-17.106,-20.164,-11.350000000000001,-14.0965
2022-08-02,-17.028,-19.999000000000002,-10.53,-13.797
2022-08-03,-17.5,-19.808,-9.94,-13.460500000000001
2022-08-04,-17.674,-19.557499999999997,-9.578,-13.187000000000001
2022-08-05,-17.844,-19.351499999999998,-9.496,-12.9175
2022-08-08,-17.997999999999998,-19.1045,-9.425999999999998,-12.604000000000001
2022-08-09,-17.85,-19.0035,-9.319999999999999,-12.265
2022-08-10,-17.194,-18.7395,-9.162,-11.843
2022-08-11,-16.894,-18.406,-8.992,-11.41
2022-08-12,-16.387999999999998,-18.0785,-8.581999999999999,-11.0
2022-08-15,-16.158,-17.7365,-8.104000000000001,-10.542
2022-08-16,-15.613999999999999,-17.4935,-7.554,-10.189
2022-08-17,-15.888,-17.262,-7.348000000000001,-9.884
2022-08-18,-16.156,-17.1655,-7.104000000000001,-9.611999999999998
2022-08-19,-16.94,-17.2435,-7.244,-9.344
2022-08-22,-17.818,-17.270000000000003,-7.696,-9.144
2022-08-23,-18.642000000000003,-17.283499999999997,-8.198,-8.9005
2022-08-24,-18.9,-17.3705,-8.578,-8.757
2022-08-25,-18.922,-17.4115,-8.822,-8.623999999999999
2022-08-26,-19.131999999999998,-17.576,-9.31,-8.658
2022-08-29,-19.208000000000002,-17.7955,-9.620000000000001,-8.7115
2022-08-30,-19.344,-17.8625,-10.028,-8.774999999999999
2022-08-31,-19.858,-17.96,-10.562,-8.9125
2022-09-01,-20.52,-18.122999999999998,-11.175999999999998,-9.0235
2022-09-02,-20.62,-18.270000000000003,-11.492,-9.157
2022-09-06,-20.826,-18.5025,-11.768,-9.297
2022-09-07,-20.796,-18.599,-11.664,-9.361
2022-09-08,-20.451999999999998,-18.7745,-11.366,-9.4635
2022-09-09,-19.986,-18.895999999999997,-10.912,-9.503499999999999
2022-09-12,-19.380000000000003,-19.018,-10.162,-9.552
2022-09-13,-19.606,-19.3645,-10.129999999999999,-9.803500000000001
2022-09-14,-20.080000000000002,-19.7155,-10.290000000000001,-10.045
2022-09-15,-20.622000000000003,-19.958,-10.74,-10.311499999999999
2022-09-16,-21.1,-20.131999999999998,-11.57,-10.620000000000001
2022-09-19,-21.306,-20.109500000000004,-12.453999999999999,-10.8545
2022-09-20,-20.736,-20.094,-12.774,-11.073
2022-09-21,-20.246,-20.116500000000002,-13.45,-11.358
2022-09-22,-19.971999999999998,-20.226,-14.080000000000002,-11.687000000000001
2022-09-23,-19.916,-20.3805,-14.851999999999999,-12.127500000000001
2022-09-26,-20.971999999999998,-20.569499999999998,-15.906,-12.503499999999999
2022-09-27,-21.932,-20.775,-16.812,-12.871
2022-09-28,-21.926000000000002,-20.762,-17.18,-13.146
2022-09-29,-22.49,-20.883999999999997,-17.748,-13.483500000000001
2022-09-30,-23.378,-21.095000000000002,-18.288,-13.905499999999998
2022-10-03,-22.721999999999998,-21.095,-18.168,-14.172500000000003
2022-10-04,-21.24,-20.8785,-17.518,-14.3085
2022-10-05,-20.81,-20.7655,-17.14,-14.515
2022-10-06,-19.51,-20.6485,-16.595999999999997,-14.791000000000002
2022-10-07,-18.401999999999997,-20.699,-16.264,-15.243500000000001
2022-10-10,-18.080000000000002,-20.77,-16.554,-15.770500000000002
2022-10-11,-18.318,-20.5565,-17.436,-16.135
2022-10-12,-18.664,-20.4115,-18.338,-16.526999999999997
2022-10-13,-19.357999999999997,-20.332500000000003,-18.654,-16.7695
2022-10-14,-20.082,-20.4445,-18.878,-17.070500000000003
2022-10-17,-20.580000000000002,-20.588500000000003,-18.582,-17.3025
2022-10-18,-20.651999999999997,-20.5355,-17.99,-17.439
2022-10-19,-21.422,-20.7055,-17.464,-17.530499999999996
2022-10-20,-22.206,-20.891,-17.482,-17.619999999999997
2022-10-21,-21.962,-20.956,-16.747999999999998,-17.544500000000003
2022-10-24,-21.694,-20.769,-16.216,-17.380000000000003
2022-10-25,-21.009999999999998,-20.305,-15.602,-17.1365
2022-10-26,-19.327999999999996,-20.056,-15.0,-16.9855
2022-10-27,-17.396,-19.6175,-14.356,-16.772
2022-10-28,-15.555999999999997,-19.0005,-13.709999999999999,-16.4
2022-10-31,-14.278,-18.658,-13.38,-16.183
2022-11-01,-13.776,-18.439,-13.325999999999999,-16.0885
2022-11-02,-13.732,-18.286499999999997,-13.568000000000001,-16.0925
2022-11-03,-14.128,-18.272,-13.892000000000001,-16.095999999999997
2022-11-04,-14.678,-18.069499999999998,-14.372,-15.927000000000001
2022-11-07,-14.994,-17.8865,-14.581999999999999,-15.690000000000001
2022-11-08,-15.898,-17.834,-14.696000000000002,-15.4035
2022-11-09,-15.838,-17.58,-14.73,-15.1905
2022-11-10,-13.563999999999998,-16.8235,-13.697999999999999,-14.857
2022-11-11,-11.406,-15.9005,-12.734,-14.391
2022-11-14,-9.996,-15.2405,-12.064,-14.060500000000001
2022-11-15,-7.574,-14.5645,-11.342,-13.741499999999998
2022-11-16,-5.87,-13.691999999999998,-10.412,-13.4275
2022-11-17,-6.386,-12.868500000000001,-10.426,-13.093
2022-11-18,-7.167999999999999,-12.202,-10.528,-12.836000000000002
2022-11-21,-7.359999999999999,-11.657,-10.552000000000001,-12.6445
2022-11-22,-7.696,-11.236,-10.488000000000001,-12.463
2022-11-23,-7.384,-10.706,-10.180000000000001,-12.2225
2022-11-25,-6.868,-10.2365,-9.824,-11.96
2022-11-28,-6.438,-9.9225,-9.825999999999999,-11.865
2022-11-29,-5.634,-9.495999999999999,-9.798,-11.749
2022-11-30,-4.882000000000001,-9.0125,-9.464,-11.4975
2022-12-01,-4.376,-8.366999999999999,-9.198,-11.129999999999999
2022-12-02,-3.814,-7.6579999999999995,-8.956,-10.725999999999999
2022-12-05,-3.4760000000000004,-7.122,-8.748000000000001,-10.459
2022-12-06,-3.522,-6.628,-8.76,-10.2935
2022-12-07,-3.444,-5.899,-9.344,-10.1595
2022-12-08,-3.6100000000000003,-5.3100000000000005,-9.834,-9.906000000000002
2022-12-09,-3.8260000000000005,-5.2235,-10.424000000000001,-9.9075
2022-12-12,-3.4959999999999996,-5.1445,-10.454,-9.889
2022-12-13,-2.778,-4.8235,-10.102,-9.803
2022-12-14,-2.566,-4.647,-9.824000000000002,-9.780000000000001
2022-12-15,-1.6960000000000002,-4.2665,-10.118,-9.8325
2022-12-16,-0.898,-3.8515,-10.492,-9.924
2022-12-19,-0.538,-3.4870000000000005,-11.258,-10.0715
2022-12-20,-0.4779999999999999,-3.103,-12.209999999999999,-10.2175
2022-12-21,-0.0019999999999999575,-2.7235,-12.802000000000001,-10.3585
2022-12-22,0.016000000000000014,-2.4165,-13.197999999999999,-10.587
2022-12-23,-0.003999999999999992,-2.1355,-13.294,-10.7915
2022-12-27,0.24,-1.8174999999999997,-13.309999999999999,-10.942499999999999
2022-12-28,0.26599999999999996,-1.6280000000000001,-13.478,-11.1375
2022-12-29,0.19399999999999995,-1.4545,-13.602,-11.392999999999999
2022-12-30,-0.056000000000000015,-1.3365,-13.532,-11.6705
2023-01-03,0.246,-1.1205,-13.558000000000002,-11.942
2023-01-04,0.736,-0.7645,-13.398000000000001,-12.105
2023-01-05,1.682,-0.32699999999999996,-13.216,-12.2515
2023-01-06,2.57,0.04900000000000002,-12.948000000000002,-12.294
2023-01-09,3.332,0.399,-12.646,-12.3735
2023-01-10,3.964,0.827,-12.218,-12.3905
2023-01-11,4.846,1.3210000000000002,-11.690000000000001,-12.414
2023-01-12,5.574,1.761,-10.91,-12.4535
2023-01-13,5.882,2.161,-10.444,-12.449
2023-01-17,6.459999999999999,2.4379999999999997,-9.992,-12.342
2023-01-18,6.712000000000001,2.7295000000000003,-9.952,-12.255500000000001
2023-01-19,5.91,2.933,-10.256,-12.1635
2023-01-20,5.664,3.2965000000000004,-10.308,-11.978
2023-01-23,5.824,3.6175000000000006,-10.213999999999999,-11.802
2023-01-24,6.146,3.9705000000000004,-10.113999999999999,-11.571000000000002
2023-01-25,6.324,4.3115000000000006,-9.72,-11.362
2023-01-26,7.353999999999999,4.7115,-9.012,-11.089
2023-01-27,7.779999999999999,5.175,-8.57,-10.751
2023-01-30,7.62,5.473999999999999,-8.568,-10.5435
2023-01-31,8.006,5.986,-8.291999999999998,-10.261
2023-02-01,8.878,6.469499999999999,-7.794,-9.921
2023-02-02,10.112,7.055499999999999,-7.231999999999999,-9.5475
2023-02-03,10.7,7.4295,-6.914,-9.175500000000001
2023-02-06,11.348,7.6685,-6.473999999999999,-8.925
2023-02-07,11.466,8.019499999999999,-6.09,-8.622
2023-02-08,10.956,8.2175,-6.104,-8.3925
2023-02-09,9.894000000000002,8.317499999999999,-6.5040000000000004,-8.251000000000001
2023-02-10,9.720000000000002,8.466,-6.6739999999999995,-8.1165
2023-02-13,10.216,8.751999999999999,-6.564,-7.955
2023-02-14,10.193999999999999,8.953,-6.6579999999999995,-7.788500000000001
2023-02-15,10.616,9.1935,-6.531999999999999,-7.5375
2023-02-16,10.586,9.4865,-6.478,-7.3065
2023-02-17,9.856,9.514,-6.5,-7.164500000000001
2023-02-21,7.95,9.2835,-6.984,-7.147500000000001
2023-02-22,6.458,9.031,-7.4799999999999995,-7.13
2023-02-23,5.162,8.903,-7.956,-7.096500000000001
2023-02-24,4.05,8.6605,-8.379999999999999,-7.1485
2023-02-27,3.5119999999999996,8.447,-8.716,-7.2010000000000005
2023-02-28,3.944,8.3645,-8.828,-7.2125
2023-03-01,3.8720000000000008,7.9975,-8.937999999999999,-7.291500000000001
2023-03-02,3.572,7.5765,-9.001999999999999,-7.3985
2023-03-03,3.8760000000000003,7.1015,-8.663999999999998,-7.5065
2023-03-06,3.854,6.7355,-8.358,-7.561999999999999
2023-03-07,3.566,6.419,-8.256,-7.6579999999999995
2023-03-08,4.178,6.1754999999999995,-8.112,-7.797
2023-03-09,5.054,6.101,-8.396,-7.971499999999999
2023-03-10,5.351999999999999,5.965999999999999,-9.168000000000001,-8.1725
2023-03-13,6.234,5.864,-9.985999999999999,-8.389999999999999
2023-03-14,7.6,5.765,-10.256,-8.581
2023-03-15,8.134,5.6605,-10.658,-8.797
2023-03-16,8.82,5.651999999999999,-10.453999999999999,-8.952
2023-03-17,9.542,5.705,-10.203999999999999,-9.104000000000001
2023-03-20,9.77,5.842499999999999,-9.768,-9.206999999999999
2023-03-21,9.622,6.183,-9.384,-9.181000000000001
2023-03-22,9.494,6.419500000000001,-9.190000000000001,-9.2245
2023-03-23,9.097999999999999,6.636,-9.248000000000001,-9.275
2023-03-24,8.988,6.9395,-9.069999999999999,-9.2765
2023-03-27,8.690000000000001,7.136999999999999,-9.02,-9.283
2023-03-28,8.438,7.3065000000000015,-9.232000000000001,-9.282
2023-03-29,8.45,7.564,-8.894,-9.2135
2023-03-30,8.216000000000001,7.797,-8.49,-9.147
2023-03-31,8.388,8.067499999999999,-7.8740000000000006,-9.079
2023-04-03,8.974,8.417,-7.19,-8.991000000000001
2023-04-04,9.309999999999999,8.7425,-6.578,-8.8625
2023-04-05,9.629999999999999,8.927,-6.264,-8.7515
2023-04-06,9.68,8.953500000000002,-5.988,-8.545
2023-04-10,9.307999999999998,9.0565,-5.9479999999999995,-8.274
2023-04-11,9.680000000000001,9.2785,-6.004,-7.9955
2023-04-12,10.006,9.344,-6.029999999999999,-7.806
2023-04-13,10.14,9.4285,-5.772,-7.529999999999999
2023-04-14,10.722,9.428999999999998,-5.622,-7.337000000000001
2023-04-17,11.450000000000001,9.5335,-5.428,-7.08
2023-04-18,11.99,9.8335,-5.224,-6.8595
2023-04-19,12.662,10.104000000000001,-4.948,-6.697
2023-04-20,14.815999999999999,10.759,-5.018000000000001,-6.487
2023-04-21,16.682,11.325,-5.037999999999999,-6.2845
2023-04-24,18.706,11.963,-5.098000000000001,-6.087
2023-04-25,20.056,12.675,-5.42,-5.9595
2023-04-26,21.0,13.244499999999999,-5.8100000000000005,-5.841500000000001
2023-04-27,21.166000000000004,13.937999999999999,-5.786,-5.71
2023-04-28,21.892000000000003,14.744,-5.638,-5.5715
2023-05-01,21.778,15.3105,-5.504,-5.4944999999999995
2023-05-02,21.766,15.873,-5.316,-5.4910000000000005
2023-05-03,22.466,16.533499999999997,-5.176,-5.4910000000000005
2023-05-04,22.124000000000002,17.061500000000002,-5.47,-5.5115
2023-05-05,21.648000000000003,17.735999999999997,-5.588,-5.471500000000001
2023-05-08,21.664,18.3995,-5.708,-5.4345
2023-05-09,21.74,18.887999999999998,-5.71,-5.4174999999999995
2023-05-10,21.54,19.417,-5.514,-5.362
2023-05-11,21.946,20.013,-5.218000000000001,-5.372999999999999
2023-05-12,22.048000000000002,20.5675,-5.258,-5.3805000000000005
2023-05-15,22.296,21.110999999999997,-5.244,-5.3885
2023-05-16,22.804000000000002,21.591500000000003,-5.274,-5.430000000000001
2023-05-17,23.442,22.112000000000002,-5.166,-5.416500000000001
2023-05-18,24.042,22.319499999999998,-4.85,-5.331
2023-05-19,24.34,22.482,-4.54,-5.255999999999999
2023-05-22,24.034,22.443,-4.28,-5.184
2023-05-23,22.932,22.310499999999998,-4.109999999999999,-5.1025
2023-05-24,21.854000000000003,22.325499999999998,-4.3,-5.039
2023-05-25,20.814,22.2315,-4.51,-5.012
2023-05-26,20.164,22.05,-4.446,-4.958
2023-05-30,20.024,22.0045,-4.388,-4.905
2023-05-31,20.216,21.923,-4.220000000000001,-4.8285
2023-06-01,20.534,21.8425,-3.716,-4.674
2023-06-02,21.524,22.0815,-3.096,-4.4185
2023-06-05,22.401999999999997,22.238500000000002,-2.758,-4.250500000000001
2023-06-06,23.990000000000002,22.586,-2.386,-4.0745
2023-06-07,25.398000000000003,22.8375,-1.9760000000000002,-3.8950000000000005
2023-06-08,26.418,23.061999999999998,-1.6440000000000001,-3.7065000000000006
2023-06-09,26.856,23.309,-1.558,-3.5035000000000003
2023-06-12,27.875999999999998,23.695500000000003,-1.254,-3.2495
2023-06-13,27.988,24.009,-0.86,-2.9785
2023-06-14,27.910000000000004,24.113999999999997,-0.388,-2.6735
2023-06-15,28.380000000000003,24.2965,0.22200000000000003,-2.3594999999999997
2023-06-16,28.906,24.525,0.7260000000000001,-2.1095
2023-06-20,29.401999999999997,24.961000000000002,0.958,-1.875
2023-06-21,30.1,25.5255,0.9520000000000002,-1.6705
2023-06-22,31.426,26.2375,1.004,-1.395
2023-06-23,32.522000000000006,26.9635,0.652,-1.1215
2023-06-26,33.288,27.6435,0.292,-0.909
2023-06-27,34.332,28.503000000000004,0.242,-0.7030000000000001
2023-06-28,35.048,29.281500000000005,0.30999999999999994,-0.496
2023-06-29,35.204,29.984500000000004,0.304,-0.26400000000000007
2023-06-30,35.49,30.702500000000004,0.682,-0.022
2023-07-03,35.414,31.116000000000003,1.1720000000000002,0.158
2023-07-05,34.472,31.520500000000006,1.4,0.3365
2023-07-06,32.892,31.506999999999998,1.456,0.46449999999999997
2023-07-07,31.822000000000003,31.590500000000002,1.468,0.597
2023-07-10,31.163999999999998,31.889,1.3,0.7140000000000001
2023-07-11,31.026,32.1585,1.23,0.8550000000000001
2023-07-12,31.932000000000006,32.5345,1.3619999999999999,0.9904999999999999
2023-07-13,34.226,33.0665,1.8199999999999998,1.1345
2023-07-14,37.208000000000006,33.915,2.308,1.2710000000000001
2023-07-17,39.017999999999994,34.548500000000004,2.812,1.3615
2023-07-18,40.746,35.1185,3.344,1.5095
2023-07-19,41.589999999999996,35.5815,3.7619999999999996,1.6915
2023-07-20,41.35600000000001,35.8805,3.882,1.8669999999999998
2023-07-21,40.794,36.257,4.0200000000000005,2.025
2023-07-24,41.209999999999994,36.7205,4.1739999999999995,2.242
2023-07-25,41.844,37.2575,4.224,2.4925
2023-07-26,42.05,37.511,4.234,2.6895
2023-07-27,42.477999999999994,37.738,4.26,2.8545000000000003
2023-07-28,42.54,38.090999999999994,4.454,3.0625
2023-07-31,41.98800000000001,38.345,4.595999999999999,3.2205
2023-08-01,41.27,38.721500000000006,4.616,3.3534999999999995
2023-08-02,40.55200000000001,39.031,4.406000000000001,3.441
2023-08-03,39.614,39.4185,4.27,3.558
2023-08-04,39.092,39.9085,3.886,3.6670000000000003
2023-08-07,39.022,40.3095,3.6100000000000003,3.7979999999999996
2023-08-08,38.942,40.7005,3.342,3.8815
2023-08-09,39.062,40.8135,3.2060000000000004,3.9019999999999997
2023-08-10,39.278,40.6815,3.1220000000000003,3.8835
2023-08-11,38.916000000000004,40.3355,3.104,3.8659999999999997
2023-08-14,38.244,40.116,3.024,3.851
2023-08-15,38.104,40.040000000000006,2.848,3.7574999999999994
2023-08-16,37.57000000000001,39.808499999999995,2.666,3.6279999999999992
2023-08-17,36.52,39.4725,2.366,3.5044999999999993
2023-08-18,35.662,39.052499999999995,2.09,3.3835
2023-08-21,34.554,38.452,1.8239999999999998,3.2634999999999996
2023-08-22,33.086,37.8505,1.6780000000000002,3.1209999999999996
2023-08-23,32.356,37.385,1.7759999999999998,3.0134999999999996
2023-08-24,32.386,36.9495,1.8039999999999998,2.8905
2023-08-25,32.028,36.4245,1.908,2.747
2023-08-28,31.978,35.9495,2.0100000000000002,2.617
2023-08-29,31.994,35.5315,2.3440000000000003,2.553
2023-08-30,32.166000000000004,35.2885,2.59,2.5595
2023-08-31,32.516000000000005,35.175,3.0,2.573
2023-09-01,33.17,34.944,3.336,2.6094999999999997
2023-09-05,32.85,34.4065,3.524,2.5955
2023-09-06,32.538,33.9305,3.4,2.5675
2023-09-07,32.266,33.5895,3.166,2.5495
2023-09-08,32.034000000000006,33.364000000000004,2.974,2.5360000000000005
2023-09-11,31.886000000000003,33.1865,2.896,2.5575
2023-09-12,31.895999999999997,32.8195,2.77,2.532
2023-09-13,31.48,32.2745,2.786,2.5520000000000005
2023-09-14,31.053999999999995,31.960500000000003,3.028,2.6399999999999997
2023-09-15,29.96,31.724,2.9939999999999998,2.693
2023-09-18,28.924,31.502000000000002,2.854,2.7485
2023-09-19,28.692,31.354000000000003,2.782,2.7715000000000005
2023-09-20,28.548000000000002,31.140000000000004,2.498,2.757
2023-09-21,27.18,30.666500000000003,1.718,2.6255
2023-09-22,26.492,30.2505,1.1400000000000001,2.527
2023-09-25,25.372,29.838000000000005,0.622,2.4270000000000005
2023-09-26,24.002,29.360000000000003,-0.146,2.2325
2023-09-27,22.616000000000003,28.795499999999997,-0.722,1.9904999999999997
2023-09-28,22.588,28.272000000000002,-0.9339999999999999,1.7445
2023-09-29,22.178,27.666000000000004,-1.1440000000000001,1.491
2023-10-02,21.652,26.958500000000004,-1.432,1.2349999999999999
2023-10-03,20.544,26.283499999999997,-1.69,0.929
2023-10-04,19.875999999999998,25.630000000000003,-1.812,0.6875
