Date,rate_PFE,rate_VOO_5D,rate_VOO_20D
2022-06-07,-1.15,-2.732,-4.694
2022-06-08,-2.05,-2.332,-4.327
2022-06-09,-5.14,-2.662,-4.111
2022-06-10,-8.44,-3.842,-4.145
2022-06-13,-12.21,-5.798,-4.325
2022-06-14,-12.19,-8.006,-4.572
2022-06-15,-11.11,-9.818000000000001,-4.826
2022-06-16,-12.99,-11.388,-5.0885
2022-06-17,-14.73,-12.646,-5.4605
2022-06-21,-11.84,-12.572,-5.8535
2022-06-22,-10.09,-12.152,-6.1965
2022-06-23,-8.23,-11.575999999999999,-6.495
2022-06-24,-5.48,-10.074000000000002,-6.683
2022-06-27,-4.95,-8.118,-6.869999999999999
2022-06-28,-7.18,-7.186,-7.161499999999999
2022-06-29,-6.67,-6.502,-7.348000000000001
2022-06-30,-3.95,-5.646,-7.343000000000001
2022-07-01,-4.06,-5.362,-7.3715
2022-07-05,-5.25,-5.422,-7.507000000000001
2022-07-06,-3.24,-4.634,-7.547500000000001
2022-07-07,-2.02,-3.7039999999999997,-7.590999999999999
2022-07-08,-2.48,-3.41,-7.6125
2022-07-11,-2.99,-3.196,-7.505
2022-07-12,-4.55,-3.056,-7.3105
2022-07-13,-5.01,-3.4099999999999993,-6.9505
2022-07-14,-5.74,-4.154,-6.628
2022-07-15,-5.08,-4.6739999999999995,-6.3265
2022-07-18,-6.91,-5.458,-6.0225
2022-07-19,-5.77,-5.702,-5.5745
2022-07-20,-6.78,-6.056,-5.3214999999999995
2022-07-21,-6.23,-6.154,-5.128500000000001
2022-07-22,-6.03,-6.343999999999999,-5.0185
2022-07-25,-5.04,-5.970000000000001,-4.9965
2022-07-26,-4.07,-5.63,-4.9525
2022-07-27,-4.71,-5.216,-4.829000000000001
2022-07-28,-6.96,-5.362,-4.843500000000001
2022-07-29,-7.35,-5.6259999999999994,-5.0135
2022-08-01,-6.98,-6.014,-5.1594999999999995
2022-08-02,-8.23,-6.846000000000001,-5.3085
2022-08-03,-8.0,-7.504,-5.5465
2022-08-04,-8.0,-7.712000000000001,-5.8455
2022-08-05,-8.8,-8.002,-6.1615
2022-08-08,-8.39,-8.284,-6.4315
2022-08-09,-8.13,-8.264,-6.6105
2022-08-10,-7.91,-8.246,-6.7555000000000005
2022-08-11,-10.01,-8.648,-6.968999999999999
2022-08-12,-7.71,-8.43,-7.100500000000001
2022-08-15,-8.17,-8.386000000000001,-7.163499999999999
2022-08-16,-8.03,-8.366,-7.2765
2022-08-17,-8.76,-8.535999999999998,-7.3755
2022-08-18,-9.61,-8.456,-7.544499999999999
2022-08-19,-8.91,-8.696,-7.6885
2022-08-22,-9.22,-8.906,-7.897499999999999
2022-08-23,-10.32,-9.364,-8.209999999999999
2022-08-24,-11.03,-9.818000000000001,-8.526
2022-08-25,-10.45,-9.986,-8.700500000000002
2022-08-26,-11.79,-10.562000000000001,-8.9225
2022-08-29,-12.51,-11.22,-9.199
2022-08-30,-12.99,-11.754,-9.437000000000001
2022-08-31,-13.77,-12.302,-9.7255
2022-09-01,-11.71,-12.554,-9.911
2022-09-02,-12.84,-12.764000000000001,-10.113
2022-09-06,-12.77,-12.815999999999999,-10.332
2022-09-07,-12.19,-12.656,-10.535
2022-09-08,-10.55,-12.012,-10.667
2022-09-09,-9.23,-11.516,-10.628
2022-09-12,-9.37,-10.822,-10.711
2022-09-13,-12.21,-10.709999999999999,-10.913
2022-09-14,-12.28,-10.728,-11.125499999999999
2022-09-15,-12.66,-11.15,-11.320500000000001
2022-09-16,-12.5,-11.804,-11.465
2022-09-19,-13.57,-12.644000000000002,-11.698
2022-09-20,-14.81,-13.164000000000001,-11.977500000000001
2022-09-21,-16.39,-13.986,-12.281
2022-09-22,-15.18,-14.49,-12.4885
2022-09-23,-16.09,-15.207999999999998,-12.7705
2022-09-26,-16.56,-15.806000000000001,-13.009
2022-09-27,-16.07,-16.058,-13.187000000000001
2022-09-28,-15.43,-15.866,-13.309000000000001
2022-09-29,-15.94,-16.018,-13.417499999999999
2022-09-30,-16.69,-16.137999999999998,-13.666500000000003
2022-10-03,-15.57,-15.939999999999998,-13.803
2022-10-04,-14.98,-15.722,-13.913499999999999
2022-10-05,-15.61,-15.758,-14.0845
2022-10-06,-17.54,-16.078,-14.434000000000001
2022-10-07,-18.98,-16.536,-14.9215
2022-10-10,-20.04,-17.43,-15.455000000000002
2022-10-11,-19.72,-18.378,-15.8305
2022-10-12,-19.52,-19.16,-16.192500000000003
2022-10-13,-17.72,-19.195999999999998,-16.4455
2022-10-14,-17.95,-18.990000000000002,-16.718
2022-10-17,-16.45,-18.272,-16.862000000000002
2022-10-18,-15.62,-17.451999999999998,-16.9025
2022-10-19,-17.48,-17.044,-16.957
2022-10-20,-17.86,-17.072,-17.091
2022-10-21,-13.98,-16.278,-16.985500000000002
2022-10-24,-12.86,-15.559999999999999,-16.8005
2022-10-25,-12.77,-14.989999999999998,-16.6355
2022-10-26,-11.87,-13.868,-16.457500000000003
2022-10-27,-12.48,-12.792,-16.2845
2022-10-28,-9.26,-11.848,-15.913
2022-10-31,-10.94,-11.463999999999999,-15.6815
2022-11-01,-7.95,-10.5,-15.330000000000002
2022-11-02,-9.7,-10.065999999999999,-15.0345
2022-11-03,-10.64,-9.697999999999999,-14.689499999999999
2022-11-04,-9.42,-9.73,-14.211500000000001
2022-11-07,-9.67,-9.476,-13.693000000000001
2022-11-08,-9.18,-9.722,-13.166
2022-11-09,-10.37,-9.855999999999998,-12.708499999999999
2022-11-10,-9.12,-9.552000000000001,-12.2785
2022-11-11,-8.7,-9.408,-11.815999999999999
2022-11-14,-5.61,-8.596,-11.274000000000001
2022-11-15,-6.88,-8.136,-10.837
2022-11-16,-7.87,-7.636,-10.3565
2022-11-17,-7.34,-7.279999999999999,-9.830499999999999
2022-11-18,-7.53,-7.046000000000001,-9.508
2022-11-21,-7.62,-7.448,-9.245999999999999
2022-11-22,-5.91,-7.254,-8.902999999999999
2022-11-23,-6.34,-6.948,-8.6265
2022-11-25,-5.66,-6.612,-8.285499999999999
2022-11-28,-4.97,-6.1,-8.071
2022-11-29,-5.12,-5.6,-7.779999999999999
2022-11-30,-3.9,-5.1979999999999995,-7.577500000000001
2022-12-01,-2.04,-4.337999999999999,-7.1945
2022-12-02,-2.36,-3.678,-6.780500000000001
2022-12-05,-2.69,-3.222,-6.444
2022-12-06,-4.62,-3.122,-6.1915000000000004
2022-12-07,-3.62,-3.0660000000000003,-5.9135
2022-12-08,-0.71,-2.8,-5.4305
2022-12-09,-0.82,-2.492,-5.0155
2022-12-12,0.01,-1.9520000000000004,-4.58
2022-12-13,1.74,-0.68,-4.2125
2022-12-14,4.42,0.9279999999999999,-3.6475
2022-12-15,2.77,1.6239999999999999,-3.1155
2022-12-16,-1.43,1.502,-2.82
2022-12-19,-1.51,1.198,-2.519
2022-12-20,-1.59,0.532,-2.2175000000000002
2022-12-21,-0.94,-0.54,-1.969
2022-12-22,-0.98,-1.29,-1.701
2022-12-23,-0.61,-1.126,-1.4485
2022-12-27,-1.95,-1.214,-1.2974999999999999
2022-12-28,-2.58,-1.4120000000000001,-1.1705
2022-12-29,-1.57,-1.5379999999999998,-1.054
2022-12-30,-1.74,-1.69,-1.0390000000000001
2023-01-03,-1.66,-1.9,-1.004
2023-01-04,-3.8,-2.2700000000000005,-1.0595
2023-01-05,-4.69,-2.692,-1.0630000000000002
2023-01-06,-2.29,-2.836,-0.9964999999999999
2023-01-09,-7.12,-3.9120000000000004,-1.317
2023-01-10,-8.6,-5.3,-1.7060000000000002
2023-01-11,-8.92,-6.324,-2.1525
2023-01-12,-8.43,-7.072,-2.661
2023-01-13,-8.16,-8.246,-3.29
2023-01-17,-11.55,-9.132,-4.006
2023-01-18,-13.62,-10.136000000000001,-4.6155
2023-01-19,-13.69,-11.09,-5.2245
2023-01-20,-13.41,-12.086,-5.8155
2023-01-23,-13.65,-13.184000000000001,-6.4510000000000005
2023-01-24,-14.17,-13.708000000000002,-7.1105
2023-01-25,-13.48,-13.679999999999998,-7.754
2023-01-26,-15.05,-13.952000000000002,-8.409
2023-01-27,-15.93,-14.456,-9.0765
2023-01-30,-16.39,-15.004,-9.817499999999999
2023-01-31,-15.22,-15.214000000000002,-10.491499999999998
2023-02-01,-15.23,-15.563999999999998,-11.17
2023-02-02,-14.54,-15.462,-11.707
2023-02-03,-15.07,-15.290000000000001,-12.225999999999999
2023-02-06,-15.63,-15.138,-12.893
2023-02-07,-15.95,-15.284,-13.3345
2023-02-08,-15.21,-15.280000000000001,-13.665000000000001
2023-02-09,-16.42,-15.656,-14.040000000000001
2023-02-10,-15.4,-15.722,-14.388499999999999
2023-02-13,-15.19,-15.634,-14.739999999999998
2023-02-14,-15.71,-15.586000000000002,-14.948000000000002
2023-02-15,-16.47,-15.838,-15.0905
2023-02-16,-17.18,-15.99,-15.265
2023-02-17,-16.68,-16.246,-15.4285
2023-02-21,-17.66,-16.74,-15.629000000000001
2023-02-22,-18.27,-17.252000000000002,-15.834
2023-02-23,-18.42,-17.642000000000003,-16.081
2023-02-24,-19.48,-18.101999999999997,-16.3025
2023-02-27,-21.33,-19.032,-16.5725
2023-02-28,-21.73,-19.846,-16.839499999999997
2023-03-01,-21.98,-20.588,-17.177500000000002
2023-03-02,-21.16,-21.136,-17.474
2023-03-03,-20.16,-21.272,-17.755000000000003
2023-03-06,-20.24,-21.054000000000002,-18.0135
2023-03-07,-21.71,-21.05,-18.3175
2023-03-08,-22.13,-21.080000000000002,-18.6265
2023-03-09,-23.39,-21.526,-19.035500000000003
2023-03-10,-23.52,-22.198,-19.3905
2023-03-13,-22.62,-22.674,-19.7515
2023-03-14,-22.55,-22.842000000000002,-20.119500000000002
2023-03-15,-21.82,-22.78,-20.425
2023-03-16,-21.64,-22.43,-20.683500000000002
2023-03-17,-22.16,-22.157999999999998,-20.9325
2023-03-20,-20.8,-21.794,-21.1385
2023-03-21,-21.09,-21.502,-21.31
2023-03-22,-22.34,-21.606,-21.5135
2023-03-23,-22.01,-21.68,-21.693
2023-03-24,-21.61,-21.57,-21.799500000000002
2023-03-27,-21.94,-21.798,-21.83
2023-03-28,-22.38,-22.056,-21.8625
2023-03-29,-21.88,-21.964000000000002,-21.857499999999998
2023-03-30,-21.63,-21.887999999999998,-21.881
2023-03-31,-20.81,-21.728,-21.9135
2023-04-03,-19.32,-21.204,-21.8675
2023-04-04,-20.18,-20.764,-21.791
2023-04-05,-18.94,-20.176,-21.6315
2023-04-06,-19.03,-19.656,-21.4135
2023-04-10,-18.59,-19.212,-21.166999999999998
2023-04-11,-18.48,-19.044,-20.96
2023-04-12,-19.29,-18.866,-20.797
2023-04-13,-19.09,-18.896,-20.6605
2023-04-14,-19.64,-19.018,-20.560499999999998
2023-04-17,-19.66,-19.232,-20.435499999999998
2023-04-18,-20.88,-19.712,-20.439500000000002
2023-04-19,-21.48,-20.15,-20.459
2023-04-20,-22.24,-20.779999999999998,-20.454
2023-04-21,-21.54,-21.16,-20.430500000000002
2023-04-24,-22.12,-21.651999999999997,-20.456
2023-04-25,-23.25,-22.125999999999998,-20.5215
2023-04-26,-24.61,-22.752,-20.633000000000003
2023-04-27,-24.39,-23.182,-20.7585
2023-04-28,-24.1,-23.694,-20.881999999999998
2023-05-01,-22.98,-23.866,-20.9905
2023-05-02,-23.27,-23.87,-21.188
2023-05-03,-24.45,-23.838,-21.401500000000002
2023-05-04,-24.87,-23.934000000000005,-21.698
2023-05-05,-24.37,-23.988,-21.965
2023-05-08,-24.02,-24.195999999999998,-22.2365
2023-05-09,-24.39,-24.419999999999998,-22.532
2023-05-10,-24.74,-24.478,-22.804499999999997
2023-05-11,-26.14,-24.732000000000003,-23.157
2023-05-12,-26.59,-25.176,-23.5045
2023-05-15,-26.96,-25.764,-23.8695
2023-05-16,-27.26,-26.338,-24.188499999999998
2023-05-17,-27.76,-26.942,-24.5025
2023-05-18,-28.29,-27.372000000000003,-24.805
2023-05-19,-27.72,-27.598000000000003,-25.114
2023-05-22,-23.86,-26.977999999999998,-25.201
2023-05-23,-22.11,-25.948,-25.144
2023-05-24,-24.09,-25.214000000000002,-25.118000000000002
2023-05-25,-25.66,-24.688,-25.1815
2023-05-26,-26.11,-24.366,-25.282
2023-05-30,-27.26,-25.046,-25.496000000000002
2023-05-31,-25.29,-25.682,-25.597
2023-06-01,-24.76,-25.815999999999995,-25.6125
2023-06-02,-24.1,-25.504,-25.574
2023-06-05,-23.53,-24.988,-25.532
2023-06-06,-24.08,-24.351999999999997,-25.535
2023-06-07,-23.05,-23.904000000000003,-25.468
2023-06-08,-22.66,-23.484,-25.364
2023-06-09,-22.9,-23.244,-25.202
2023-06-12,-21.06,-22.749999999999996,-24.9255
2023-06-13,-20.32,-21.997999999999998,-24.5935
2023-06-14,-22.13,-21.814,-24.337
2023-06-15,-21.36,-21.554,-24.017
2023-06-16,-20.75,-21.124000000000002,-23.64
2023-06-20,-22.17,-21.346,-23.3625
2023-06-21,-23.04,-21.889999999999997,-23.321499999999997
2023-06-22,-23.37,-22.137999999999998,-23.3845
2023-06-23,-24.22,-22.71,-23.391
2023-06-26,-27.0,-23.96,-23.458000000000002
2023-06-27,-27.93,-25.112000000000002,-23.549
2023-06-28,-28.19,-26.142000000000003,-23.5955
2023-06-29,-28.52,-27.172000000000004,-23.756999999999998
2023-06-30,-27.42,-27.812,-23.89
2023-07-03,-26.92,-27.796000000000003,-24.031
2023-07-05,-27.29,-27.668,-24.219
2023-07-06,-28.92,-27.814,-24.461000000000002
2023-07-07,-29.12,-27.934000000000005,-24.7645
2023-07-10,-28.82,-28.214,-25.072499999999998
2023-07-11,-28.15,-28.46,-25.335
2023-07-12,-28.21,-28.644,-25.692500000000003
2023-07-13,-28.07,-28.474,-26.080000000000002
2023-07-14,-27.56,-28.162,-26.351499999999998
2023-07-17,-28.47,-28.092000000000002,-26.707
2023-07-18,-27.71,-28.003999999999998,-27.055
2023-07-19,-27.31,-27.824,-27.312
2023-07-20,-26.66,-27.542,-27.493000000000002
2023-07-21,-25.41,-27.112000000000002,-27.595
2023-07-24,-25.19,-26.456,-27.6435
2023-07-25,-26.08,-26.130000000000003,-27.597500000000004
2023-07-26,-25.79,-25.826,-27.490499999999997
2023-07-27,-27.79,-26.052,-27.470500000000005
2023-07-28,-28.05,-26.580000000000002,-27.446999999999996
2023-07-31,-28.07,-27.156,-27.4795
2023-08-01,-28.39,-27.618000000000002,-27.553000000000004
2023-08-02,-28.9,-28.24,-27.633499999999998
2023-08-03,-29.58,-28.598000000000003,-27.666500000000003
2023-08-04,-29.54,-28.895999999999997,-27.6875
2023-08-07,-28.25,-28.932,-27.659000000000002
2023-08-08,-28.31,-28.915999999999997,-27.666999999999994
2023-08-09,-28.01,-28.738,-27.657
2023-08-10,-28.19,-28.46,-27.663
2023-08-11,-27.71,-28.094,-27.670500000000004
2023-08-14,-27.67,-27.978,-27.6305
2023-08-15,-28.61,-28.038,-27.6755
2023-08-16,-28.48,-28.132000000000005,-27.734
2023-08-17,-27.06,-27.906,-27.753999999999998
2023-08-18,-26.86,-27.736,-27.8265
2023-08-21,-26.38,-27.477999999999998,-27.886000000000003
2023-08-22,-26.6,-27.076,-27.912
2023-08-23,-26.85,-26.75,-27.965000000000003
2023-08-24,-27.51,-26.839999999999996,-27.951
2023-08-25,-27.22,-26.912,-27.9095
2023-08-28,-27.45,-27.125999999999998,-27.878499999999995
2023-08-29,-27.53,-27.312,-27.835499999999996
2023-08-30,-27.86,-27.514,-27.783499999999997
2023-08-31,-28.55,-27.721999999999998,-27.732
2023-09-01,-27.47,-27.772,-27.628499999999995
2023-09-05,-28.0,-27.881999999999998,-27.615999999999996
2023-09-06,-29.68,-28.312,-27.684500000000003
2023-09-07,-29.85,-28.709999999999997,-27.776500000000006
2023-09-08,-29.91,-28.982,-27.8625
2023-09-11,-30.51,-29.589999999999996,-28.002499999999998
2023-09-12,-30.09,-30.008,-28.1235
2023-09-13,-30.23,-30.118000000000002,-28.204500000000003
2023-09-14,-30.09,-30.165999999999997,-28.284999999999997
2023-09-15,-30.25,-30.234,-28.444499999999998
2023-09-18,-31.11,-30.353999999999996,-28.657
2023-09-19,-30.4,-30.415999999999997,-28.857999999999997
2023-09-20,-31.15,-30.6,-29.085500000000003
2023-09-21,-32.71,-31.124000000000002,-29.378499999999995
2023-09-22,-33.03,-31.68,-29.654500000000002
2023-09-25,-32.45,-31.948,-29.915999999999997
2023-09-26,-33.63,-32.594,-30.225
2023-09-27,-34.24,-33.212,-30.5605
2023-09-28,-34.26,-33.522000000000006,-30.8805
2023-09-29,-32.06,-33.328,-31.056
2023-10-02,-29.91,-32.82,-31.178000000000004
2023-10-03,-29.99,-32.092,-31.277500000000003
2023-10-04,-31.18,-31.479999999999997,-31.3525
2023-10-05,-30.86,-30.8,-31.403
2023-10-06,-31.55,-30.698,-31.485000000000003
2023-10-09,-31.41,-30.998,-31.53
2023-10-10,-31.47,-31.294,-31.599
2023-10-11,-31.59,-31.375999999999998,-31.666999999999994
2023-10-12,-31.98,-31.6,-31.7615
2023-10-13,-33.64,-32.018,-31.931
2023-10-16,-31.26,-31.988,-31.938499999999998
2023-10-17,-32.33,-32.160000000000004,-32.035000000000004
2023-10-18,-35.09,-32.86,-32.232
2023-10-19,-35.54,-33.571999999999996,-32.3735
2023-10-20,-36.65,-34.174,-32.5545
2023-10-23,-36.26,-35.174,-32.745
2023-10-24,-37.1,-36.128,-32.9185
2023-10-25,-36.49,-36.408,-33.031
2023-10-26,-35.6,-36.42,-33.098
2023-10-27,-37.76,-36.642,-33.382999999999996
2023-10-30,-36.86,-36.762,-33.7305
2023-10-31,-36.84,-36.709999999999994,-34.073
2023-11-01,-36.24,-36.660000000000004,-34.32600000000001
2023-11-02,-36.26,-36.791999999999994,-34.596000000000004
2023-11-03,-34.72,-36.184,-34.75449999999999
2023-11-06,-34.89,-35.790000000000006,-34.9285
2023-11-07,-34.74,-35.370000000000005,-35.092
2023-11-08,-35.63,-35.248000000000005,-35.294000000000004
2023-11-09,-37.97,-35.59,-35.5935
2023-11-10,-38.38,-36.322,-35.8305
2023-11-13,-39.41,-37.226,-36.23800000000001
2023-11-14,-38.83,-38.044,-36.563
2023-11-15,-36.9,-38.297999999999995,-36.653499999999994
2023-11-16,-37.77,-38.257999999999996,-36.765
2023-11-17,-37.46,-38.074,-36.8055
2023-11-20,-37.34,-37.660000000000004,-36.859500000000004
2023-11-21,-36.67,-37.228,-36.838
2023-11-22,-36.63,-37.174,-36.845000000000006
2023-11-24,-36.25,-36.870000000000005,-36.8775
2023-11-27,-37.0,-36.778,-36.8395
2023-11-28,-37.94,-36.898,-36.8935
2023-11-29,-37.13,-36.99,-36.908
2023-11-30,-36.32,-36.928,-36.912
2023-12-01,-38.83,-37.443999999999996,-37.040499999999994
2023-12-04,-38.08,-37.66,-37.2085
2023-12-05,-38.47,-37.766000000000005,-37.3875
2023-12-06,-39.09,-38.158,-37.605
2023-12-07,-39.43,-38.78,-37.795
2023-12-08,-39.12,-38.838,-37.852500000000006
2023-12-11,-39.41,-39.104,-37.904
2023-12-12,-39.53,-39.315999999999995,-37.91
2023-12-13,-43.55,-40.208,-38.146
2023-12-14,-44.67,-41.25599999999999,-38.5345
2023-12-15,-43.62,-42.15599999999999,-38.827
2023-12-18,-42.72,-42.818,-39.09
2023-12-19,-40.4,-42.992000000000004,-39.243
2023-12-20,-41.52,-42.586,-39.4855
2023-12-21,-40.09,-41.67,-39.6585
2023-12-22,-39.9,-40.926,-39.841
2023-12-26,-39.88,-40.358000000000004,-39.985
2023-12-27,-39.45,-40.168,-40.060500000000005
2023-12-28,-39.08,-39.68,-40.158
2023-12-29,-39.08,-39.477999999999994,-40.296
2024-01-02,-36.42,-38.782000000000004,-40.1755
2024-01-03,-36.42,-38.089999999999996,-40.0925
2024-01-04,-37.78,-37.756,-40.058
2024-01-05,-36.97,-37.333999999999996,-39.952000000000005
2024-01-08,-36.74,-36.866,-39.8175
2024-01-09,-37.12,-37.006,-39.7175
2024-01-10,-37.99,-37.32000000000001,-39.6465
2024-01-11,-39.25,-37.614,-39.63250000000001
2024-01-12,-38.61,-37.942,-39.38549999999999
2024-01-16,-39.43,-38.480000000000004,-39.1235
2024-01-17,-39.79,-39.013999999999996,-38.932
2024-01-18,-39.92,-39.4,-38.791999999999994
2024-01-19,-39.51,-39.452,-38.7475
2024-01-22,-39.45,-39.62,-38.644
2024-01-23,-39.19,-39.571999999999996,-38.599000000000004
2024-01-24,-39.4,-39.494,-38.574
2024-01-25,-41.24,-39.758,-38.642
2024-01-26,-41.24,-40.104,-38.7315
2024-01-29,-41.22,-40.458000000000006,-38.838499999999996
2024-01-30,-42.2,-41.06,-38.9945
2024-01-31,-42.07,-41.594,-39.277
2024-02-01,-40.88,-41.522000000000006,-39.5
2024-02-02,-41.64,-41.602,-39.693
2024-02-05,-42.39,-41.836,-39.964
2024-02-06,-40.41,-41.477999999999994,-40.147499999999994
2024-02-07,-40.28,-41.120000000000005,-40.305499999999995
2024-02-08,-40.26,-40.996,-40.419
2024-02-09,-40.28,-40.724000000000004,-40.4705
2024-02-12,-40.07,-40.260000000000005,-40.5435
2024-02-13,-41.55,-40.488,-40.6495
2024-02-14,-41.25,-40.682,-40.722500000000004
2024-02-15,-40.39,-40.708,-40.745999999999995
2024-02-16,-40.15,-40.682,-40.778
2024-02-20,-40.22,-40.712,-40.816500000000005
2024-02-21,-40.05,-40.41199999999999,-40.8595
2024-02-22,-40.3,-40.222,-40.9045
2024-02-23,-39.85,-40.114,-40.834999999999994
2024-02-26,-41.1,-40.303999999999995,-40.827999999999996
2024-02-27,-41.72,-40.604,-40.852999999999994
2024-02-28,-41.4,-40.874,-40.813
2024-02-29,-42.44,-41.302,-40.8315
2024-03-01,-41.63,-41.658,-40.869
2024-03-04,-43.11,-42.06,-40.9425
2024-03-05,-42.7,-42.256,-40.958
2024-03-06,-40.31,-42.038,-40.953
2024-03-07,-41.17,-41.784000000000006,-40.997499999999995
2024-03-08,-40.24,-41.50600000000001,-40.9965
2024-03-11,-37.76,-40.436,-40.8705
2024-03-12,-38.54,-39.604,-40.794
2024-03-13,-38.09,-39.160000000000004,-40.620999999999995
2024-03-14,-38.28,-38.582,-40.4725
2024-03-15,-38.69,-38.272000000000006,-40.3875
2024-03-18,-39.17,-38.553999999999995,-40.338499999999996
2024-03-19,-39.37,-38.72,-40.296
2024-03-20,-39.22,-38.946,-40.2545
2024-03-21,-39.3,-39.15,-40.204499999999996
