Date,rate_VTI,rate_VOO_5D,rate_VOO_20D
2022-05-11,-16.14,-13.675999999999998,-9.345
2022-05-12,-16.05,-14.674000000000001,-9.91
2022-05-13,-13.85,-15.092000000000002,-10.308
2022-05-16,-14.27,-14.988,-10.719
2022-05-17,-12.46,-14.553999999999998,-11.121
2022-05-18,-15.84,-14.494,-11.686
2022-05-19,-16.21,-14.526,-12.1925
2022-05-20,-16.21,-14.998000000000001,-12.5725
2022-05-23,-14.79,-15.101999999999999,-12.9065
2022-05-24,-15.64,-15.738,-13.1535
2022-05-25,-14.71,-15.512,-13.363
2022-05-26,-12.99,-14.868,-13.594
2022-05-27,-10.81,-13.788,-13.55
2022-05-31,-11.53,-13.136000000000001,-13.5905
2022-06-01,-11.77,-12.362,-13.663499999999999
2022-06-02,-10.02,-11.424,-13.776499999999999
2022-06-03,-11.43,-11.111999999999998,-13.794999999999998
2022-06-06,-11.17,-11.184000000000001,-13.7655
2022-06-07,-10.22,-10.922,-13.537
2022-06-08,-11.22,-10.812000000000001,-13.366499999999998
2022-06-09,-13.32,-11.472,-13.2255
2022-06-10,-15.87,-12.360000000000001,-13.2165
2022-06-13,-19.27,-13.98,-13.4875
2022-06-14,-19.5,-15.836000000000002,-13.749
2022-06-15,-18.34,-17.259999999999998,-14.043000000000001
2022-06-16,-21.16,-18.827999999999996,-14.309000000000001
2022-06-17,-20.86,-19.826,-14.541500000000003
2022-06-21,-18.97,-19.766,-14.679499999999999
2022-06-22,-18.98,-19.662,-14.889000000000001
2022-06-23,-18.58,-19.71,-15.035999999999998
2022-06-24,-15.97,-18.671999999999997,-15.098999999999998
2022-06-27,-16.23,-17.746000000000002,-15.261
2022-06-28,-17.94,-17.54,-15.617499999999998
2022-06-29,-18.07,-17.358,-15.9445
2022-06-30,-18.77,-17.396,-16.294500000000003
2022-07-01,-17.44,-17.69,-16.6655
2022-07-05,-17.16,-17.875999999999998,-16.951999999999998
2022-07-06,-17.0,-17.688,-17.2435
2022-07-07,-15.65,-17.204,-17.515
2022-07-08,-15.74,-16.598000000000003,-17.741000000000003
2022-07-11,-16.79,-16.468,-17.914499999999997
2022-07-12,-17.51,-16.538000000000004,-17.9965
2022-07-13,-17.86,-16.71,-17.926
2022-07-14,-18.22,-17.224,-17.862000000000002
2022-07-15,-16.65,-17.406,-17.7775
2022-07-18,-17.22,-17.491999999999997,-17.580499999999997
2022-07-19,-14.93,-16.976,-17.284
2022-07-20,-14.25,-16.253999999999998,-17.048
2022-07-21,-13.41,-15.291999999999998,-16.7695
2022-07-22,-14.34,-14.830000000000002,-16.557499999999997
2022-07-25,-14.22,-14.23,-16.470000000000002
2022-07-26,-15.27,-14.297999999999998,-16.422
2022-07-27,-13.07,-14.062000000000001,-16.1785
2022-07-28,-11.95,-13.77,-15.872499999999999
2022-07-29,-10.76,-13.053999999999998,-15.472
2022-08-01,-10.68,-12.346,-15.133999999999997
2022-08-02,-11.03,-11.498000000000001,-14.8275
2022-08-03,-9.98,-10.879999999999999,-14.476500000000001
2022-08-04,-10.05,-10.5,-14.196499999999997
2022-08-05,-10.07,-10.362,-13.913
2022-08-08,-10.01,-10.228,-13.574000000000002
2022-08-09,-10.4,-10.102,-13.2185
2022-08-10,-9.0,-9.906,-12.7755
2022-08-11,-9.0,-9.696,-12.314499999999999
2022-08-12,-7.92,-9.266,-11.878
2022-08-15,-7.67,-8.798,-11.4005
2022-08-16,-7.54,-8.226,-11.030999999999999
2022-08-17,-8.09,-8.044,-10.722999999999999
2022-08-18,-7.93,-7.830000000000001,-10.449
2022-08-19,-8.8,-8.006,-10.172
2022-08-22,-10.09,-8.49,-9.9655
2022-08-23,-10.21,-9.024000000000001,-9.7125
2022-08-24,-9.96,-9.398,-9.556999999999999
2022-08-25,-9.1,-9.632000000000001,-9.4145
2022-08-26,-11.09,-10.09,-9.431000000000001
2022-08-29,-11.52,-10.376,-9.473
2022-08-30,-12.17,-10.768,-9.53
2022-08-31,-12.6,-11.296,-9.661
2022-09-01,-12.24,-11.924000000000001,-9.7705
2022-09-02,-12.8,-12.266,-9.907
2022-09-06,-13.02,-12.565999999999999,-10.0575
2022-09-07,-11.71,-12.474,-10.123000000000001
2022-09-08,-11.08,-12.17,-10.227
2022-09-09,-9.75,-11.672,-10.264500000000002
2022-09-12,-8.87,-10.886,-10.312000000000001
2022-09-13,-12.59,-10.8,-10.558
2022-09-14,-12.27,-10.912,-10.794500000000001
2022-09-15,-13.16,-11.328,-11.048
2022-09-16,-13.91,-12.16,-11.347
2022-09-19,-13.33,-13.052000000000001,-11.5735
2022-09-20,-14.31,-13.395999999999997,-11.7845
2022-09-21,-15.73,-14.088,-12.060500000000001
2022-09-22,-16.64,-14.784,-12.3945
2022-09-23,-18.37,-15.675999999999998,-12.858
2022-09-26,-19.24,-16.858,-13.2655
2022-09-27,-19.36,-17.868000000000002,-13.657499999999999
2022-09-28,-17.69,-18.259999999999998,-13.933499999999999
2022-09-29,-19.37,-18.806,-14.272
2022-09-30,-20.45,-19.221999999999998,-14.6825
2022-10-03,-18.0,-18.974,-14.9425
2022-10-04,-15.43,-18.188,-15.062999999999999
2022-10-05,-15.59,-17.768,-15.257
2022-10-06,-16.37,-17.168,-15.5215
2022-10-07,-18.71,-16.82,-15.9695
2022-10-10,-19.34,-17.088,-16.493000000000002
2022-10-11,-19.85,-17.972,-16.856
2022-10-12,-20.06,-18.866,-17.2455
2022-10-13,-18.11,-19.214000000000002,-17.493000000000002
2022-10-14,-20.01,-19.474,-17.798
2022-10-17,-17.91,-19.188,-18.027
2022-10-18,-16.92,-18.602,-18.1575
2022-10-19,-17.62,-18.114,-18.252
2022-10-20,-18.33,-18.158,-18.3365
2022-10-21,-16.46,-17.448,-18.241
2022-10-24,-15.57,-16.98,-18.057499999999997
2022-10-25,-14.06,-16.408,-17.7925
2022-10-26,-14.58,-15.8,-17.637
2022-10-27,-14.98,-15.13,-17.4175
2022-10-28,-13.02,-14.442000000000002,-17.046
2022-10-31,-13.58,-14.044,-16.825
2022-11-01,-13.5,-13.931999999999999,-16.728500000000004
2022-11-02,-15.7,-14.156,-16.734
2022-11-03,-16.47,-14.453999999999999,-16.738999999999997
2022-11-04,-15.44,-14.937999999999999,-16.575499999999998
2022-11-07,-14.7,-15.161999999999997,-16.3435
2022-11-08,-14.26,-15.313999999999998,-16.064
2022-11-09,-16.06,-15.386,-15.864
2022-11-10,-11.43,-14.378,-15.529999999999998
2022-11-11,-10.55,-13.4,-15.056999999999999
2022-11-14,-11.34,-12.728,-14.7285
2022-11-15,-10.45,-11.966,-14.405000000000001
2022-11-16,-11.35,-11.024,-14.0915
2022-11-17,-11.71,-11.08,-13.760499999999999
2022-11-18,-11.31,-11.232,-13.503
2022-11-21,-11.68,-11.3,-13.3085
2022-11-22,-10.53,-11.315999999999999,-13.132
2022-11-23,-9.99,-11.044,-12.902499999999998
2022-11-25,-9.92,-10.686,-12.6495
2022-11-28,-11.37,-10.698,-12.566999999999998
2022-11-29,-11.51,-10.664,-12.4635
2022-11-30,-8.8,-10.318000000000001,-12.2285
2022-12-01,-8.54,-10.028,-11.870499999999998
2022-12-02,-8.62,-9.767999999999999,-11.478
2022-12-05,-10.36,-9.565999999999999,-11.224
2022-12-06,-11.68,-9.6,-11.072999999999999
2022-12-07,-11.82,-10.203999999999999,-10.951
2022-12-08,-11.07,-10.709999999999999,-10.7015
2022-12-09,-11.8,-11.346,-10.72
2022-12-12,-10.56,-11.386,-10.720500000000001
2022-12-13,-9.9,-11.030000000000001,-10.6485
2022-12-14,-10.39,-10.744,-10.6455
2022-12-15,-12.59,-11.048,-10.7075
2022-12-16,-13.58,-11.404,-10.800999999999998
2022-12-19,-14.44,-12.180000000000001,-10.9575
2022-12-20,-14.26,-13.051999999999998,-11.086500000000001
2022-12-21,-12.97,-13.568000000000001,-11.2085
2022-12-22,-14.61,-13.972,-11.439499999999999
2022-12-23,-14.14,-14.084,-11.650500000000001
2022-12-27,-14.5,-14.096,-11.807
2022-12-28,-15.56,-14.356,-12.0095
2022-12-29,-14.02,-14.565999999999999,-12.2705
2022-12-30,-14.24,-14.492,-12.5555
2023-01-03,-14.25,-14.514,-12.837
2023-01-04,-13.5,-14.313999999999998,-12.994
2023-01-05,-14.5,-14.101999999999999,-13.135
2023-01-06,-12.63,-13.824000000000002,-13.1755
2023-01-09,-12.59,-13.494,-13.251500000000002
2023-01-10,-11.91,-13.026,-13.257
2023-01-11,-10.76,-12.478,-13.267
2023-01-12,-10.33,-11.644,-13.288500000000003
2023-01-13,-9.95,-11.108,-13.266499999999999
2023-01-17,-10.07,-10.604000000000001,-13.1405
2023-01-18,-11.48,-10.517999999999999,-13.035500000000003
2023-01-19,-12.19,-10.803999999999998,-12.923000000000002
2023-01-20,-10.52,-10.842,-12.736
2023-01-23,-9.4,-10.732,-12.557500000000001
2023-01-24,-9.54,-10.626,-12.304
2023-01-25,-9.5,-10.23,-12.072
2023-01-26,-8.57,-9.505999999999998,-11.7755
2023-01-27,-8.21,-9.044,-11.408
2023-01-30,-9.43,-9.05,-11.178500000000001
2023-01-31,-7.99,-8.74,-10.866
2023-02-01,-6.72,-8.184000000000001,-10.4895
2023-02-02,-5.37,-7.544,-10.083
2023-02-03,-6.32,-7.1659999999999995,-9.674
2023-02-06,-7.0,-6.6800000000000015,-9.3925
2023-02-07,-6.02,-6.286,-9.064
2023-02-08,-6.86,-6.314,-8.8115
2023-02-09,-7.62,-6.764,-8.6545
2023-02-10,-7.48,-6.996,-8.512
2023-02-13,-6.56,-6.9079999999999995,-8.342500000000001
2023-02-14,-6.52,-7.008,-8.165
2023-02-15,-6.14,-6.864,-7.898000000000001
2023-02-16,-7.29,-6.798,-7.6530000000000005
2023-02-17,-7.53,-6.808,-7.5035
2023-02-21,-9.29,-7.353999999999999,-7.497999999999999
2023-02-22,-9.36,-7.922,-7.489
2023-02-23,-8.91,-8.475999999999999,-7.4595
2023-02-24,-9.84,-8.986,-7.523000000000001
2023-02-27,-9.55,-9.39,-7.589999999999999
2023-02-28,-9.84,-9.5,-7.610499999999999
2023-03-01,-9.42,-9.512,-7.682
2023-03-02,-9.29,-9.588000000000001,-7.8105
2023-03-03,-7.92,-9.203999999999999,-7.938
2023-03-06,-8.03,-8.9,-8.0235
2023-03-07,-9.35,-8.802,-8.141
2023-03-08,-9.23,-8.764,-8.3015
2023-03-09,-10.96,-9.097999999999999,-8.506499999999999
2023-03-10,-12.39,-9.991999999999999,-8.745000000000001
2023-03-13,-12.74,-10.934000000000001,-9.008
2023-03-14,-11.22,-11.308000000000002,-9.241
2023-03-15,-11.89,-11.84,-9.5095
2023-03-16,-10.4,-11.728000000000002,-9.7225
2023-03-17,-11.53,-11.556000000000001,-9.9345
2023-03-20,-10.78,-11.164,-10.097
2023-03-21,-9.52,-10.824,-10.108500000000001
2023-03-22,-11.12,-10.67,-10.1965
2023-03-23,-11.31,-10.852,-10.3165
2023-03-24,-10.76,-10.698,-10.3625
2023-03-27,-10.54,-10.65,-10.412
2023-03-28,-10.66,-10.878,-10.453
2023-03-29,-9.39,-10.532,-10.4515
2023-03-30,-8.9,-10.05,-10.431999999999999
2023-03-31,-7.54,-9.406,-10.413
2023-04-03,-7.14,-8.726,-10.368500000000001
2023-04-04,-7.75,-8.144,-10.288499999999999
2023-04-05,-8.08,-7.882,-10.231
2023-04-06,-7.78,-7.6579999999999995,-10.072
2023-04-10,-7.58,-7.6659999999999995,-9.8315
2023-04-11,-7.48,-7.734,-9.5685
2023-04-12,-7.87,-7.758,-9.401
2023-04-13,-6.68,-7.478,-9.1405
2023-04-14,-6.94,-7.31,-8.9675
2023-04-17,-6.57,-7.108,-8.7195
2023-04-18,-6.53,-6.918000000000001,-8.507000000000001
2023-04-19,-6.48,-6.640000000000001,-8.355
2023-04-20,-7.06,-6.715999999999999,-8.152000000000001
2023-04-21,-6.98,-6.723999999999999,-7.9355
2023-04-24,-6.94,-6.798,-7.7444999999999995
2023-04-25,-8.48,-7.188,-7.641500000000001
2023-04-26,-8.89,-7.67,-7.553
2023-04-27,-7.19,-7.696000000000001,-7.443
2023-04-28,-6.39,-7.578,-7.317500000000001
2023-05-01,-6.3,-7.45,-7.2555
2023-05-02,-7.43,-7.239999999999999,-7.2700000000000005
2023-05-03,-7.96,-7.053999999999999,-7.280500000000001
2023-05-04,-8.63,-7.3420000000000005,-7.308
2023-05-05,-6.98,-7.459999999999999,-7.267999999999999
2023-05-08,-6.88,-7.5760000000000005,-7.233000000000001
2023-05-09,-7.25,-7.540000000000001,-7.221500000000001
2023-05-10,-6.85,-7.318,-7.1705
2023-05-11,-6.97,-6.986,-7.1850000000000005
2023-05-12,-7.19,-7.0280000000000005,-7.197500000000001
2023-05-15,-6.8,-7.0120000000000005,-7.208999999999999
2023-05-16,-7.51,-7.064,-7.258
2023-05-17,-6.32,-6.958,-7.25
2023-05-18,-5.4,-6.644,-7.167
2023-05-19,-5.63,-6.332,-7.099500000000001
2023-05-22,-5.47,-6.066,-7.026000000000001
2023-05-23,-6.45,-5.854,-6.924499999999999
2023-05-24,-7.17,-6.024,-6.838500000000001
2023-05-25,-6.54,-6.252,-6.806
2023-05-26,-5.33,-6.192,-6.753
2023-05-30,-5.29,-6.156000000000001,-6.702500000000001
2023-05-31,-5.86,-6.038,-6.6240000000000006
2023-06-01,-4.82,-5.568,-6.4670000000000005
2023-06-02,-3.28,-4.916,-6.1995
2023-06-05,-3.53,-4.555999999999999,-6.026999999999999
2023-06-06,-3.1,-4.118,-5.838
2023-06-07,-3.29,-3.604,-5.64
2023-06-08,-2.83,-3.2060000000000004,-5.439
2023-06-09,-2.73,-3.096,-5.227
2023-06-12,-1.87,-2.7640000000000002,-4.961
2023-06-13,-1.15,-2.3739999999999997,-4.6785
2023-06-14,-1.15,-1.9460000000000002,-4.3605
2023-06-15,0.05,-1.37,-4.042
2023-06-16,-0.33,-0.89,-3.7885
2023-06-20,-0.81,-0.6779999999999999,-3.5475000000000003
2023-06-21,-1.36,-0.72,-3.342
2023-06-22,-1.09,-0.708,-3.074
2023-06-23,-2.28,-1.174,-2.8295000000000003
2023-06-26,-2.61,-1.6300000000000001,-2.633
2023-06-27,-1.44,-1.7560000000000002,-2.4385
2023-06-28,-1.36,-1.7559999999999998,-2.242
2023-06-29,-0.89,-1.716,-1.9934999999999998
2023-06-30,0.13,-1.234,-1.746
2023-07-03,0.42,-0.628,-1.561
2023-07-05,0.12,-0.316,-1.3785
2023-07-06,-0.75,-0.194,-1.261
2023-07-07,-0.88,-0.192,-1.1405
2023-07-10,-0.45,-0.30799999999999994,-1.0215
2023-07-11,0.21,-0.35,-0.8745
2023-07-12,0.85,-0.20400000000000001,-0.7385
2023-07-13,1.57,0.26000000000000006,-0.6025
2023-07-14,1.44,0.724,-0.47300000000000003
2023-07-17,1.77,1.168,-0.38700000000000007
2023-07-18,2.51,1.6280000000000001,-0.24500000000000002
2023-07-19,2.76,2.0100000000000002,-0.06650000000000005
2023-07-20,2.08,2.112,0.10549999999999997
2023-07-21,2.07,2.2380000000000004,0.26349999999999996
2023-07-24,2.4,2.364,0.49749999999999994
2023-07-25,2.61,2.3839999999999995,0.7585
2023-07-26,2.68,2.3680000000000003,0.9644999999999999
2023-07-27,2.03,2.358,1.134
2023-07-28,2.9,2.524,1.3235
2023-07-31,3.15,2.6740000000000004,1.4745
2023-08-01,2.87,2.726,1.597
2023-08-02,1.75,2.54,1.6785
2023-08-03,1.52,2.4379999999999997,1.7919999999999998
2023-08-04,1.19,2.096,1.8955000000000002
2023-08-07,1.79,1.8240000000000003,2.0075
2023-08-08,1.46,1.542,2.07
2023-08-09,0.97,1.3860000000000001,2.076
2023-08-10,0.98,1.278,2.0465
2023-08-11,0.91,1.2220000000000002,2.02
2023-08-14,1.26,1.116,1.9945
2023-08-15,0.49,0.9220000000000003,1.8935000000000002
2023-08-16,-0.07,0.7140000000000001,1.752
2023-08-17,-0.61,0.3960000000000002,1.6175000000000002
2023-08-18,-0.54,0.10600000000000014,1.4869999999999999
2023-08-21,-0.16,-0.1779999999999999,1.359
2023-08-22,-0.33,-0.3419999999999999,1.2120000000000002
2023-08-23,0.39,-0.24999999999999992,1.0975
2023-08-24,-0.5,-0.2279999999999999,0.9709999999999999
2023-08-25,-0.06,-0.1319999999999999,0.8230000000000001
2023-08-28,0.37,-0.025999999999999877,0.684
2023-08-29,1.34,0.30800000000000016,0.6075
2023-08-30,1.63,0.5560000000000002,0.6014999999999999
2023-08-31,1.56,0.9680000000000002,0.6035
2023-09-01,1.75,1.33,0.6315000000000001
2023-09-05,1.35,1.5260000000000002,0.6094999999999999
2023-09-06,0.83,1.424,0.5780000000000001
2023-09-07,0.52,1.2020000000000002,0.5555
2023-09-08,0.62,1.0140000000000002,0.5375
2023-09-11,1.22,0.9080000000000001,0.5529999999999999
2023-09-12,0.75,0.788,0.5275
2023-09-13,0.76,0.7740000000000002,0.541
2023-09-14,1.6,0.9900000000000002,0.6245
2023-09-15,0.44,0.9540000000000001,0.677
2023-09-18,0.45,0.8000000000000002,0.7264999999999999
2023-09-19,0.2,0.6900000000000002,0.7445
2023-09-20,-0.68,0.40200000000000014,0.7270000000000001
2023-09-21,-2.66,-0.4499999999999999,0.5744999999999999
2023-09-22,-2.86,-1.1099999999999999,0.45649999999999996
2023-09-25,-2.48,-1.6960000000000002,0.3355
2023-09-26,-3.87,-2.51,0.12349999999999998
2023-09-27,-3.77,-3.1279999999999997,-0.13200000000000003
2023-09-28,-3.14,-3.2239999999999993,-0.3705
2023-09-29,-3.42,-3.336,-0.6195
2023-10-02,-3.48,-3.536,-0.881
2023-10-03,-4.85,-3.7319999999999993,-1.191
2023-10-04,-4.18,-3.814,-1.4415
2023-10-05,-4.23,-4.031999999999999,-1.6789999999999998
2023-10-06,-3.11,-3.97,-1.8654999999999997
2023-10-09,-2.51,-3.776,-2.0520000000000005
2023-10-10,-1.91,-3.1879999999999997,-2.185
2023-10-11,-1.53,-2.658,-2.2995
2023-10-12,-2.31,-2.274,-2.495
2023-10-13,-2.86,-2.224,-2.66
2023-10-16,-1.74,-2.07,-2.7695
2023-10-17,-1.62,-2.012,-2.8605
2023-10-18,-3.06,-2.318,-2.9795
2023-10-19,-3.97,-2.65,-3.0450000000000004
2023-10-20,-5.14,-3.1060000000000003,-3.1590000000000003
2023-10-23,-5.4,-3.838,-3.3049999999999997
2023-10-24,-4.69,-4.452,-3.346
2023-10-25,-6.09,-5.058000000000001,-3.4619999999999997
2023-10-26,-7.06,-5.676,-3.658
2023-10-27,-7.55,-6.158,-3.8644999999999996
2023-10-30,-6.5,-6.378,-4.0155
2023-10-31,-5.9,-6.62,-4.068
2023-11-01,-4.87,-6.3759999999999994,-4.102500000000001
2023-11-02,-3.04,-5.572,-4.043
2023-11-03,-1.98,-4.458,-3.9865000000000004
2023-11-06,-1.94,-3.5460000000000003,-3.9579999999999997
2023-11-07,-1.65,-2.696,-3.9450000000000003
2023-11-08,-1.66,-2.054,-3.9515000000000002
2023-11-09,-2.49,-1.9439999999999997,-3.9604999999999997
2023-11-10,-1.06,-1.7599999999999998,-3.8705
2023-11-13,-1.12,-1.596,-3.8395
2023-11-14,1.05,-1.0559999999999998,-3.7060000000000004
2023-11-15,1.3,-0.4640000000000001,-3.4879999999999995
2023-11-16,1.23,0.27999999999999997,-3.228
2023-11-17,1.48,0.788,-2.897
2023-11-20,2.23,1.4580000000000002,-2.5155
2023-11-21,1.96,1.64,-2.1830000000000003
2023-11-22,2.39,1.8579999999999999,-1.759
2023-11-24,2.5,2.1119999999999997,-1.2810000000000001
2023-11-27,2.37,2.29,-0.785
2023-11-28,2.43,2.33,-0.33849999999999997
2023-11-29,2.48,2.434,0.08050000000000002
2023-11-30,2.9,2.5360000000000005,0.46900000000000003
2023-12-01,3.69,2.774,0.8055
2023-12-04,3.33,2.966,1.0710000000000002
2023-12-05,3.16,3.112,1.326
2023-12-06,2.8,3.1759999999999997,1.5485000000000002
2023-12-07,3.48,3.2920000000000003,1.8054999999999999
2023-12-08,3.9,3.3340000000000005,2.125
2023-12-11,4.26,3.5200000000000005,2.391
2023-12-12,4.62,3.812,2.678
2023-12-13,6.11,4.473999999999999,2.931
2023-12-14,6.69,5.116,3.2005000000000003
2023-12-15,6.56,5.648000000000001,3.467
2023-12-18,6.98,6.192,3.7419999999999995
2023-12-19,7.62,6.792,4.0115
2023-12-20,6.3,6.830000000000001,4.2284999999999995
2023-12-21,6.89,6.87,4.4535
2023-12-22,7.09,6.975999999999999,4.683
2023-12-26,7.53,7.086,4.941000000000001
2023-12-27,7.69,7.1,5.204
2023-12-28,7.65,7.37,5.4625
2023-12-29,7.31,7.453999999999999,5.683
2024-01-02,6.6,7.356,5.8285
2024-01-03,5.8,7.01,5.952
2024-01-04,5.56,6.5840000000000005,6.072
2024-01-05,5.71,6.196,6.217499999999999
2024-01-08,7.17,6.168,6.401999999999999
2024-01-09,7.01,6.25,6.5575
2024-01-10,7.47,6.5840000000000005,6.717999999999999
2024-01-11,7.41,6.953999999999999,6.8575
2024-01-12,7.42,7.296000000000001,6.923
2024-01-16,7.01,7.264,6.939
2024-01-17,6.47,7.156000000000001,6.9345
2024-01-18,7.25,7.112,6.947999999999999
2024-01-19,8.34,7.297999999999999,6.983999999999999
2024-01-22,8.74,7.562,7.106
2024-01-23,8.92,7.944,7.207499999999999
2024-01-24,8.9,8.430000000000001,7.298
2024-01-25,9.46,8.872000000000002,7.394500000000001
2024-01-26,9.37,9.078,7.4784999999999995
2024-01-29,10.29,9.388,7.6105
2024-01-30,10.14,9.632,7.752000000000001
2024-01-31,8.44,9.54,7.844000000000001
2024-02-01,9.61,9.569999999999999,8.0345
2024-02-02,10.45,9.786,8.279
2024-02-05,9.98,9.724,8.4925
2024-02-06,10.28,9.751999999999999,8.648
2024-02-07,10.99,10.262,8.847
2024-02-08,11.21,10.582,9.034
2024-02-09,11.76,10.844,9.251499999999998
2024-02-12,11.85,11.218,9.473
2024-02-13,10.39,11.24,9.642
2024-02-14,11.38,11.318000000000001,9.8875
2024-02-15,12.08,11.492,10.129000000000001
2024-02-16,11.6,11.459999999999999,10.292
2024-02-20,11.03,11.296,10.4065
2024-02-21,11.05,11.428,10.513000000000002
2024-02-22,12.84,11.72,10.71
2024-02-23,12.9,11.884,10.882
2024-02-26,12.62,12.088000000000001,11.0445
2024-02-27,12.9,12.462,11.175
2024-02-28,12.73,12.797999999999998,11.3045
2024-02-29,13.16,12.862,11.5405
2024-03-01,13.86,13.053999999999998,11.753
2024-03-04,13.76,13.282,11.9185
2024-03-05,12.62,13.225999999999999,12.0505
2024-03-06,13.25,13.329999999999998,12.199
2024-03-07,14.29,13.556000000000001,12.364
2024-03-08,13.66,13.516,12.486500000000001
2024-03-11,13.49,13.462,12.573
2024-03-12,14.42,13.822,12.7015
2024-03-13,14.3,14.032,12.897
2024-03-14,13.94,13.962,13.025
2024-03-15,13.38,13.906,13.09
2024-03-18,13.85,13.978,13.2025
2024-03-19,14.45,13.984,13.373500000000002
2024-03-20,15.51,14.225999999999999,13.5965
2024-03-21,15.94,14.626,13.751500000000002
2024-03-22,15.28,15.006,13.870499999999998
2024-03-25,15.04,15.244,13.991499999999998
2024-03-26,14.87,15.328,14.09
2024-03-27,15.7,15.366,14.238499999999998
2024-03-28,15.76,15.329999999999998,14.368500000000001
