Date,rate_REGN_5D,rate_REGN_20D,rate_VOO_5D,rate_VOO_20D
2022-03-25,9.132,3.9909999999999997,-3.106,-6.182499999999999
2022-03-28,9.138,4.5685,-2.69,-5.965000000000001
2022-03-29,9.27,5.257,-2.25,-5.63
2022-03-30,9.99,5.839,-1.688,-5.4055
2022-03-31,10.516,6.4959999999999996,-1.636,-5.2325
2022-04-01,10.894,7.0489999999999995,-1.614,-5.0075
2022-04-04,10.935999999999998,7.633999999999999,-1.566,-4.6135
2022-04-05,10.707999999999998,8.208499999999999,-1.9939999999999998,-4.2455
2022-04-06,11.001999999999999,8.814,-2.4899999999999998,-4.0395
2022-04-07,11.474,9.443,-2.596,-3.79
2022-04-08,12.48,10.0765,-2.814,-3.496
2022-04-11,13.032,10.509,-3.5120000000000005,-3.2510000000000003
2022-04-12,13.588,10.8295,-4.044,-3.119
2022-04-13,14.136000000000001,11.1525,-4.176,-3.0345
2022-04-14,14.404,11.427,-4.630000000000001,-3.063
2022-04-18,14.044,11.6375,-5.034000000000001,-3.1420000000000003
2022-04-19,13.9,11.7515,-4.822000000000001,-3.1475
2022-04-20,13.992,11.8895,-4.556,-3.211
2022-04-21,13.384,12.128,-4.7780000000000005,-3.283
2022-04-22,12.324000000000002,12.179499999999999,-5.276,-3.5345
2022-04-25,11.55,12.242,-5.680000000000001,-3.7855000000000003
2022-04-26,10.516,12.096,-6.894,-4.1985
2022-04-27,9.366,11.913499999999999,-8.05,-4.661
2022-04-28,8.592,11.7785,-8.485999999999999,-4.9825
2022-04-29,7.791999999999999,11.4985,-9.08,-5.3955
2022-05-02,6.717999999999999,11.198,-9.604,-5.7829999999999995
2022-05-03,6.311999999999999,10.94,-9.538,-6.1915
2022-05-04,5.952,10.7245,-8.99,-6.410000000000001
2022-05-05,4.9159999999999995,10.257,-9.512,-6.7379999999999995
2022-05-06,3.8600000000000003,9.595,-9.48,-7.1165
2022-05-09,2.3560000000000003,8.667,-10.168,-7.6215
2022-05-10,1.072,7.95,-10.888,-8.0355
2022-05-11,-0.2839999999999999,7.2565,-12.406,-8.500499999999999
2022-05-12,-0.388,6.6259999999999994,-13.308000000000002,-9.021
2022-05-13,0.3280000000000001,6.0760000000000005,-13.709999999999999,-9.3865
2022-05-16,2.0,5.656,-13.622,-9.7685
2022-05-17,3.5980000000000003,5.3745,-13.236,-10.139
2022-05-18,4.998,5.008,-13.262,-10.677
2022-05-19,5.7,4.705,-13.388,-11.1735
2022-05-20,6.176,4.539,-13.901999999999997,-11.543000000000001
2022-05-23,7.01,4.520999999999999,-14.040000000000001,-11.8585
2022-05-24,7.581999999999999,4.641,-14.64,-12.075500000000002
2022-05-25,8.566,4.808,-14.416,-12.2685
2022-05-26,9.382,4.9025,-13.745999999999999,-12.4885
2022-05-27,10.364,5.182,-12.65,-12.435500000000001
2022-05-31,9.831999999999999,5.2995,-11.966,-12.449
2022-06-01,8.958000000000002,5.3025,-11.245999999999999,-12.502500000000001
2022-06-02,7.061999999999999,5.085500000000001,-10.34,-12.606
2022-06-03,5.386,5.0200000000000005,-10.056000000000001,-12.624500000000001
2022-06-06,2.762,4.9075,-10.154,-12.604
2022-06-07,1.16,5.000500000000001,-9.982,-12.4025
2022-06-08,-0.4200000000000001,4.9295,-9.918000000000001,-12.26
2022-06-09,-2.1260000000000003,4.625,-10.59,-12.152
2022-06-10,-3.934,4.1335,-11.475999999999999,-12.1665
2022-06-13,-5.7780000000000005,3.3810000000000002,-13.048000000000002,-12.438500000000001
2022-06-14,-7.803999999999999,2.5494999999999997,-14.831999999999999,-12.705
2022-06-15,-9.232,1.7220000000000002,-16.194,-12.999500000000001
2022-06-16,-9.803999999999998,0.9245000000000001,-17.676,-13.255500000000001
2022-06-17,-9.498,0.33399999999999996,-18.614,-13.472999999999999
2022-06-21,-8.286,-0.23449999999999993,-18.532,-13.596
2022-06-22,-7.07,-0.9704999999999998,-18.444,-13.806000000000001
2022-06-23,-5.61,-1.576,-18.416,-13.9435
2022-06-24,-3.85,-2.1795,-17.356,-13.9905
2022-06-27,-3.1719999999999997,-2.8045,-16.4,-14.136499999999998
2022-06-28,-2.958,-3.565,-16.184,-14.479499999999998
2022-06-29,-2.618,-4.083,-15.992,-14.8125
2022-06-30,-3.132,-4.5985,-16.096,-15.156
2022-07-01,-3.652,-4.8580000000000005,-16.446,-15.517
2022-07-05,-3.818,-5.1055,-16.706,-15.799000000000001
2022-07-06,-3.7840000000000003,-5.2015,-16.55,-16.0785
2022-07-07,-3.4539999999999997,-5.2365,-16.096,-16.341
2022-07-08,-2.476,-5.1125,-15.524000000000001,-16.5575
2022-07-11,-1.876,-4.7955,-15.395999999999997,-16.7185
2022-07-12,-1.4499999999999997,-4.4845,-15.447999999999999,-16.792
2022-07-13,-1.226,-4.0634999999999994,-15.632,-16.7245
2022-07-14,-1.498,-3.6599999999999993,-16.1,-16.658
2022-07-15,-1.94,-3.2895000000000003,-16.252000000000002,-16.572
2022-07-18,-2.814,-3.048,-16.352,-16.3875
2022-07-19,-3.2660000000000005,-2.9265,-15.857999999999999,-16.103
2022-07-20,-3.5,-2.867,-15.184000000000001,-15.8875
2022-07-21,-3.7,-2.8175,-14.296000000000001,-15.620999999999999
2022-07-22,-4.3740000000000006,-2.9805,-13.868,-15.434999999999999
2022-07-25,-4.356,-3.1745,-13.288,-15.370499999999998
2022-07-26,-4.77,-3.3259999999999996,-13.352,-15.341
2022-07-27,-4.9799999999999995,-3.3725,-13.086000000000002,-15.113
2022-07-28,-5.298,-3.4875,-12.774,-14.8165
2022-07-29,-5.438000000000001,-3.557,-12.053999999999998,-14.4245
2022-08-01,-5.736,-3.6955,-11.350000000000001,-14.0965
2022-08-02,-5.926,-3.853,-10.53,-13.797
2022-08-03,-5.4879999999999995,-3.7984999999999998,-9.94,-13.460500000000001
2022-08-04,-4.731999999999999,-3.807,-9.578,-13.187000000000001
2022-08-05,-3.9859999999999998,-3.9345,-9.496,-12.9175
2022-08-08,-2.716,-3.9055,-9.425999999999998,-12.604000000000001
2022-08-09,-1.5879999999999999,-3.8875,-9.319999999999999,-12.265
2022-08-10,-0.8420000000000002,-3.7024999999999997,-9.162,-11.843
2022-08-11,-0.6159999999999999,-3.5865,-8.992,-11.41
2022-08-12,-0.25599999999999995,-3.5134999999999996,-8.581999999999999,-11.0
2022-08-15,0.014000000000000058,-3.1985,-8.104000000000001,-10.542
2022-08-16,0.5780000000000001,-2.9265,-7.554,-10.189
2022-08-17,0.47000000000000003,-2.71,-7.348000000000001,-9.884
2022-08-18,0.49800000000000005,-2.537,-7.104000000000001,-9.611999999999998
2022-08-19,0.28800000000000003,-2.348,-7.244,-9.344
2022-08-22,-0.366,-2.2009999999999996,-7.696,-9.144
2022-08-23,-1.33,-2.0665,-8.198,-8.9005
2022-08-24,-2.0300000000000002,-1.9725000000000001,-8.578,-8.757
2022-08-25,-2.4699999999999998,-1.83,-8.822,-8.623999999999999
2022-08-26,-2.932,-1.7215,-9.31,-8.658
2022-08-29,-3.332,-1.6,-9.620000000000001,-8.7115
2022-08-30,-3.628,-1.492,-10.028,-8.774999999999999
2022-08-31,-4.086,-1.6219999999999999,-10.562,-8.9125
2022-09-01,-4.13,-1.6795000000000002,-11.175999999999998,-9.0235
2022-09-02,-4.432,-1.8330000000000002,-11.492,-9.157
2022-09-06,-4.802,-2.1215,-11.768,-9.297
2022-09-07,-4.476000000000001,-2.214,-11.664,-9.361
2022-09-08,-0.6859999999999999,-1.583,-11.366,-9.4635
2022-09-09,3.126,-0.744,-10.912,-9.503499999999999
2022-09-12,6.953999999999999,-0.03049999999999997,-10.162,-9.552
2022-09-13,10.638,0.5345,-10.129999999999999,-9.803500000000001
2022-09-14,13.606,1.043,-10.290000000000001,-10.045
2022-09-15,13.514,1.6780000000000002,-10.74,-10.311499999999999
2022-09-16,13.1,2.4065000000000003,-11.57,-10.620000000000001
2022-09-19,13.238,3.207,-12.453999999999999,-10.8545
2022-09-20,13.315999999999999,3.9550000000000005,-12.774,-11.073
2022-09-21,12.906,4.602,-13.45,-11.358
2022-09-22,12.36,5.2755,-14.080000000000002,-11.687000000000001
2022-09-23,11.958,6.0135,-14.851999999999999,-12.127500000000001
2022-09-26,11.058,6.7045,-15.906,-12.503499999999999
2022-09-27,10.780000000000001,7.483,-16.812,-12.871
2022-09-28,11.431999999999999,8.367,-17.18,-13.146
2022-09-29,11.544,9.183,-17.748,-13.483500000000001
2022-09-30,11.286,9.8675,-18.288,-13.905499999999998
2022-10-03,12.738,10.997,-18.168,-14.172500000000003
2022-10-04,14.045999999999998,12.195,-17.518,-14.3085
2022-10-05,15.213999999999999,13.2895,-17.14,-14.515
2022-10-06,16.386,13.450999999999999,-16.595999999999997,-14.791000000000002
2022-10-07,17.36,13.425999999999998,-16.264,-15.243500000000001
2022-10-10,17.232,13.566500000000001,-16.554,-15.770500000000002
2022-10-11,17.140000000000004,13.8205,-17.436,-16.135
2022-10-12,16.612000000000002,14.041,-18.338,-16.526999999999997
2022-10-13,17.160000000000004,14.3625,-18.654,-16.7695
2022-10-14,17.558,14.5405,-18.878,-17.070500000000003
2022-10-17,17.692,14.680000000000001,-18.582,-17.3025
2022-10-18,17.266,14.808000000000002,-17.99,-17.439
2022-10-19,16.698,14.989,-17.464,-17.530499999999996
2022-10-20,15.376,15.116499999999998,-17.482,-17.619999999999997
2022-10-21,14.728,15.232999999999999,-16.747999999999998,-17.544500000000003
2022-10-24,14.762,15.606,-16.216,-17.380000000000003
2022-10-25,15.495999999999999,15.987,-15.602,-17.1365
2022-10-26,16.212,16.184,-15.0,-16.9855
2022-10-27,16.752000000000002,16.4185,-14.356,-16.772
2022-10-28,17.848,16.8735,-13.709999999999999,-16.4
2022-10-31,18.204,16.9725,-13.38,-16.183
2022-11-01,18.492,17.0985,-13.325999999999999,-16.0885
2022-11-02,18.596,17.029500000000002,-13.568000000000001,-16.0925
2022-11-03,18.924,17.053,-13.892000000000001,-16.095999999999997
2022-11-04,18.508,17.160500000000003,-14.372,-15.927000000000001
2022-11-07,18.477999999999998,17.284,-14.581999999999999,-15.690000000000001
2022-11-08,18.235999999999997,17.3725,-14.696000000000002,-15.4035
2022-11-09,18.306,17.453,-14.73,-15.1905
2022-11-10,18.372,17.356,-13.697999999999999,-14.857
2022-11-11,18.186,17.317500000000003,-12.734,-14.391
2022-11-14,17.910000000000004,17.3385,-12.064,-14.060500000000001
2022-11-15,17.19,17.3535,-11.342,-13.741499999999998
2022-11-16,16.964,17.5195,-10.412,-13.4275
2022-11-17,16.901999999999997,17.7375,-10.426,-13.093
2022-11-18,16.974,17.879,-10.528,-12.836000000000002
2022-11-21,16.88,17.868000000000002,-10.552000000000001,-12.6445
2022-11-22,17.516,17.8585,-10.488000000000001,-12.463
2022-11-23,17.508,17.8435,-10.180000000000001,-12.2225
2022-11-25,17.42,17.904500000000002,-9.824,-11.96
2022-11-28,17.568,17.809,-9.825999999999999,-11.865
2022-11-29,17.478,17.686500000000002,-9.798,-11.749
2022-11-30,17.554,17.624,-9.464,-11.4975
2022-12-01,18.258000000000003,17.759,-9.198,-11.129999999999999
2022-12-02,19.092,17.9465,-8.956,-10.725999999999999
2022-12-05,19.43,18.039499999999997,-8.748000000000001,-10.459
2022-12-06,19.689999999999998,17.9895,-8.76,-10.2935
2022-12-07,19.986,18.061500000000002,-9.344,-10.1595
2022-12-08,20.119999999999997,18.2125,-9.834,-9.906000000000002
2022-12-09,19.622,18.259,-10.424000000000001,-9.9075
2022-12-12,19.222,18.298499999999997,-10.454,-9.889
2022-12-13,19.224,18.318,-10.102,-9.803
2022-12-14,18.782000000000004,18.4595,-9.824000000000002,-9.780000000000001
2022-12-15,17.723999999999997,18.4025,-10.118,-9.8325
2022-12-16,16.892000000000003,18.2565,-10.492,-9.924
2022-12-19,16.23,18.1125,-11.258,-10.0715
2022-12-20,15.795999999999998,18.047,-12.209999999999999,-10.2175
2022-12-21,15.368,17.9225,-12.802000000000001,-10.3585
2022-12-22,15.440000000000001,17.8855,-13.197999999999999,-10.587
2022-12-23,15.55,17.788999999999998,-13.294,-10.7915
2022-12-27,15.248,17.5325,-13.309999999999999,-10.942499999999999
2022-12-28,14.613999999999999,17.331,-13.478,-11.1375
2022-12-29,14.154,17.072499999999998,-13.602,-11.392999999999999
2022-12-30,13.780000000000001,16.766,-13.532,-11.6705
2023-01-03,13.520000000000001,16.396,-13.558000000000002,-11.942
2023-01-04,13.922,16.1555,-13.398000000000001,-12.105
2023-01-05,14.187999999999999,15.9555,-13.216,-12.2515
2023-01-06,14.61,15.7285,-12.948000000000002,-12.294
2023-01-09,13.280000000000001,15.056000000000001,-12.646,-12.3735
2023-01-10,12.616000000000001,14.644499999999999,-12.218,-12.3905
2023-01-11,12.106,14.376500000000002,-11.690000000000001,-12.414
2023-01-12,11.822000000000001,14.105,-10.91,-12.4535
2023-01-13,11.36,13.873,-10.444,-12.449
2023-01-17,12.828,13.831999999999999,-9.992,-12.342
2023-01-18,13.618,13.826000000000002,-9.952,-12.255500000000001
2023-01-19,13.791999999999998,13.767,-10.256,-12.1635
2023-01-20,14.022,13.661499999999998,-10.308,-11.978
2023-01-23,14.262,13.5965,-10.213999999999999,-11.802
2023-01-24,14.242,13.532500000000002,-10.113999999999999,-11.571000000000002
2023-01-25,14.756,13.627500000000001,-9.72,-11.362
2023-01-26,15.579999999999998,13.85,-9.012,-11.089
2023-01-27,16.222,14.063500000000001,-8.57,-10.751
2023-01-30,16.424,14.163999999999998,-8.568,-10.5435
2023-01-31,17.380000000000003,14.432500000000001,-8.291999999999998,-10.261
2023-02-01,17.81,14.7,-7.794,-9.921
2023-02-02,18.0,14.869499999999999,-7.231999999999999,-9.5475
2023-02-03,19.136000000000003,15.3005,-6.914,-9.175500000000001
2023-02-06,20.4,15.611500000000001,-6.473999999999999,-8.925
2023-02-07,20.65,16.275,-6.09,-8.622
2023-02-08,20.380000000000003,16.641,-6.104,-8.3925
2023-02-09,20.166,16.8845,-6.5040000000000004,-8.251000000000001
2023-02-10,19.384000000000004,17.191,-6.6739999999999995,-8.1165
2023-02-13,18.866000000000003,17.488,-6.564,-7.955
2023-02-14,18.384,17.663999999999998,-6.6579999999999995,-7.788500000000001
2023-02-15,18.468,17.8535,-6.531999999999999,-7.5375
2023-02-16,18.208,17.9885,-6.478,-7.3065
2023-02-17,17.936,18.1695,-6.5,-7.164500000000001
2023-02-21,17.398,18.272,-6.984,-7.147500000000001
2023-02-22,17.208,18.4055,-7.4799999999999995,-7.13
2023-02-23,17.43,18.522,-7.956,-7.096500000000001
2023-02-24,18.064,18.6095,-8.379999999999999,-7.1485
2023-02-27,18.342,18.699499999999997,-8.716,-7.2010000000000005
2023-02-28,18.77,18.8585,-8.828,-7.2125
2023-03-01,19.365999999999996,18.901999999999997,-8.937999999999999,-7.291500000000001
2023-03-02,19.558,18.958999999999996,-9.001999999999999,-7.3985
2023-03-03,20.145999999999997,19.146,-8.663999999999998,-7.5065
2023-03-06,20.740000000000002,19.100500000000004,-8.358,-7.561999999999999
2023-03-07,21.054000000000002,19.022,-8.256,-7.6579999999999995
2023-03-08,20.274,18.808,-8.112,-7.797
2023-03-09,19.498,18.7385,-8.396,-7.971499999999999
2023-03-10,18.508,18.7315,-9.168000000000001,-8.1725
2023-03-13,17.648,18.6665,-9.985999999999999,-8.389999999999999
2023-03-14,17.432000000000002,18.6635,-10.256,-8.581
2023-03-15,17.894,18.6855,-10.658,-8.797
2023-03-16,18.078000000000003,18.641000000000002,-10.453999999999999,-8.952
2023-03-17,18.098000000000003,18.704,-10.203999999999999,-9.104000000000001
2023-03-20,18.310000000000002,18.759999999999998,-9.768,-9.206999999999999
2023-03-21,18.094,18.8375,-9.384,-9.181000000000001
2023-03-22,17.82,18.8385,-9.190000000000001,-9.2245
2023-03-23,19.424,19.139499999999998,-9.248000000000001,-9.275
2023-03-24,21.639999999999997,19.598000000000003,-9.069999999999999,-9.2765
2023-03-27,23.514,20.053,-9.02,-9.283
2023-03-28,25.572,20.538,-9.232000000000001,-9.282
2023-03-29,27.656,20.911,-8.894,-9.2135
2023-03-30,27.942,21.235500000000002,-8.49,-9.147
2023-03-31,27.992,21.5595,-7.8740000000000006,-9.079
2023-04-03,28.042,21.8785,-7.19,-8.991000000000001
2023-04-04,27.77,22.217,-6.578,-8.8625
2023-04-05,27.824,22.7985,-6.264,-8.7515
2023-04-06,28.224,23.417,-5.988,-8.545
2023-04-10,28.163999999999998,23.9735,-5.9479999999999995,-8.274
2023-04-11,27.968,24.4585,-6.004,-7.9955
2023-04-12,27.918,24.8385,-6.029999999999999,-7.806
2023-04-13,28.072000000000003,25.342999999999996,-5.772,-7.529999999999999
2023-04-14,28.090000000000003,25.919999999999998,-5.622,-7.337000000000001
2023-04-17,27.97,26.4415,-5.428,-7.08
2023-04-18,27.622000000000003,26.7865,-5.224,-6.8595
2023-04-19,27.276,27.134000000000004,-4.948,-6.697
2023-04-20,26.310000000000002,27.465500000000002,-5.018000000000001,-6.487
2023-04-21,25.454,27.427500000000002,-5.037999999999999,-6.2845
2023-04-24,24.773999999999997,27.225,-5.098000000000001,-6.087
2023-04-25,24.218,26.9625,-5.42,-5.9595
2023-04-26,23.282,26.561500000000002,-5.8100000000000005,-5.841500000000001
2023-04-27,23.103999999999996,26.327499999999997,-5.786,-5.71
2023-04-28,23.137999999999998,26.226499999999998,-5.638,-5.5715
2023-05-01,23.324,26.058,-5.504,-5.4944999999999995
2023-05-02,23.491999999999997,25.825,-5.316,-5.4910000000000005
2023-05-03,24.154,25.6575,-5.176,-5.4910000000000005
2023-05-04,22.908,25.098499999999998,-5.47,-5.5115
2023-05-05,21.618000000000002,24.575,-5.588,-5.471500000000001
2023-05-08,19.988,24.014,-5.708,-5.4345
2023-05-09,18.688,23.505000000000003,-5.71,-5.4174999999999995
2023-05-10,17.086,22.9495,-5.514,-5.362
2023-05-11,16.834,22.289,-5.218000000000001,-5.372999999999999
2023-05-12,16.3,21.6275,-5.258,-5.3805000000000005
2023-05-15,16.264,21.0875,-5.244,-5.3885
2023-05-16,15.88,20.569499999999998,-5.274,-5.430000000000001
2023-05-17,15.882,20.101,-5.166,-5.416500000000001
2023-05-18,15.940000000000001,19.6965,-4.85,-5.331
2023-05-19,16.386000000000003,19.360500000000002,-4.54,-5.255999999999999
2023-05-22,16.402,18.994500000000002,-4.28,-5.184
2023-05-23,16.594,18.663500000000003,-4.109999999999999,-5.1025
2023-05-24,16.222,18.336000000000002,-4.3,-5.039
2023-05-25,15.538,17.805,-4.51,-5.012
2023-05-26,14.504,17.202,-4.446,-4.958
2023-05-30,13.808000000000002,16.6155,-4.388,-4.905
2023-05-31,13.412,16.1435,-4.220000000000001,-4.8285
2023-06-01,13.166,15.589000000000002,-3.716,-4.674
2023-06-02,13.563999999999998,15.469,-3.096,-4.4185
2023-06-05,14.274000000000001,15.366,-2.758,-4.250500000000001
2023-06-06,14.809999999999999,15.321000000000002,-2.386,-4.0745
2023-06-07,14.846,15.182999999999998,-1.9760000000000002,-3.8950000000000005
2023-06-08,15.419999999999998,15.1725,-1.6440000000000001,-3.7065000000000006
2023-06-09,15.62,15.1655,-1.558,-3.5035000000000003
2023-06-12,15.732,15.223999999999998,-1.254,-3.2495
2023-06-13,16.316,15.334,-0.86,-2.9785
2023-06-14,17.302,15.538499999999999,-0.388,-2.6735
2023-06-15,18.302,15.777499999999998,0.22200000000000003,-2.3594999999999997
2023-06-16,19.41,16.033,0.7260000000000001,-2.1095
2023-06-20,20.235999999999997,16.1865,0.958,-1.875
2023-06-21,20.582,16.378999999999998,0.9520000000000002,-1.6705
2023-06-22,20.846,16.601499999999998,1.004,-1.395
2023-06-23,20.744,16.907999999999998,0.652,-1.1215
2023-06-26,20.784,17.3445,0.292,-0.909
2023-06-27,18.808,17.2625,0.242,-0.7030000000000001
2023-06-28,16.419999999999998,17.032,0.30999999999999994,-0.496
2023-06-29,14.254,16.811999999999998,0.304,-0.26400000000000007
2023-06-30,12.398,16.716,0.682,-0.022
2023-07-03,10.34,16.5385,1.1720000000000002,0.158
2023-07-05,10.347999999999999,16.281,1.4,0.3365
2023-07-06,10.447999999999999,15.9415,1.456,0.46449999999999997
2023-07-07,9.919999999999998,15.5805,1.468,0.597
2023-07-10,9.416,15.215,1.3,0.7140000000000001
2023-07-11,9.378,14.978,1.23,0.8550000000000001
2023-07-12,9.394,14.6965,1.3619999999999999,0.9904999999999999
2023-07-13,9.882000000000001,14.333000000000002,1.8199999999999998,1.1345
2023-07-14,10.67,13.922500000000003,2.308,1.2710000000000001
2023-07-17,11.222,13.445000000000002,2.812,1.3615
2023-07-18,11.516,13.004500000000002,3.344,1.5095
2023-07-19,11.534,12.521,3.7619999999999996,1.6915
2023-07-20,11.596,12.0865,3.882,1.8669999999999998
2023-07-21,12.084,11.732000000000001,4.0200000000000005,2.025
2023-07-24,12.25,11.3215,4.1739999999999995,2.242
2023-07-25,12.352,10.8965,4.224,2.4925
2023-07-26,12.714,10.997499999999999,4.234,2.6895
2023-07-27,13.368,11.3235,4.26,2.8545000000000003
2023-07-28,13.714000000000002,11.597,4.454,3.0625
2023-07-31,14.162,11.7625,4.595999999999999,3.2205
2023-08-01,14.382,11.907,4.616,3.3534999999999995
2023-08-02,14.363999999999999,12.0015,4.406000000000001,3.441
2023-08-03,15.097999999999999,12.486,4.27,3.558
2023-08-04,15.639999999999997,13.027000000000001,3.886,3.6670000000000003
2023-08-07,16.554,13.547,3.6100000000000003,3.7979999999999996
2023-08-08,17.738,13.997,3.342,3.8815
2023-08-09,19.247999999999998,14.465,3.2060000000000004,3.9019999999999997
2023-08-10,19.759999999999998,14.9555,3.1220000000000003,3.8835
2023-08-11,20.734,15.542999999999997,3.104,3.8659999999999997
2023-08-14,21.494,16.115000000000002,3.024,3.851
2023-08-15,22.078,16.6375,2.848,3.7574999999999994
2023-08-16,22.363999999999997,17.1725,2.666,3.6279999999999992
2023-08-17,22.47,17.674,2.366,3.5044999999999993
2023-08-18,22.586,18.1685,2.09,3.3835
2023-08-21,23.330000000000002,18.884999999999998,1.8239999999999998,3.2634999999999996
2023-08-22,24.086000000000002,19.571,1.6780000000000002,3.1209999999999996
2023-08-23,25.022000000000002,20.2495,1.7759999999999998,3.0134999999999996
2023-08-24,25.869999999999997,20.799500000000002,1.8039999999999998,2.8905
2023-08-25,26.386000000000003,21.3365,1.908,2.747
2023-08-28,26.247999999999998,21.9065,2.0100000000000002,2.617
2023-08-29,26.136000000000003,22.5095,2.3440000000000003,2.553
2023-08-30,26.106,23.185,2.59,2.5595
2023-08-31,26.026,23.5315,3.0,2.573
2023-09-01,25.941999999999997,23.912,3.336,2.6094999999999997
2023-09-05,25.701999999999998,24.1935,3.524,2.5955
2023-09-06,25.380000000000003,24.419999999999998,3.4,2.5675
2023-09-07,25.148000000000003,24.66,3.166,2.5495
2023-09-08,25.196,24.890499999999996,2.974,2.5360000000000005
2023-09-11,25.324,25.0595,2.896,2.5575
2023-09-12,25.584,25.216,2.77,2.532
2023-09-13,25.786,25.347,2.786,2.5520000000000005
2023-09-14,25.956,25.558,3.028,2.6399999999999997
2023-09-15,25.786,25.7195,2.9939999999999998,2.693
2023-09-18,25.573999999999998,25.8065,2.854,2.7485
2023-09-19,25.704,25.809500000000003,2.782,2.7715000000000005
2023-09-20,25.85,25.788,2.498,2.757
2023-09-21,25.636000000000003,25.7115,1.718,2.6255
2023-09-22,25.672000000000004,25.669999999999998,1.1400000000000001,2.527
2023-09-25,25.940000000000005,25.695,0.622,2.4270000000000005
2023-09-26,25.821999999999996,25.702999999999996,-0.146,2.2325
2023-09-27,25.844,25.714999999999996,-0.722,1.9904999999999997
2023-09-28,26.140000000000004,25.72,-0.9339999999999999,1.7445
2023-09-29,26.072000000000003,25.6815,-1.1440000000000001,1.491
2023-10-02,25.516000000000002,25.588500000000003,-1.432,1.2349999999999999
2023-10-03,24.746,25.464,-1.69,0.929
2023-10-04,24.160000000000004,25.41,-1.812,0.6875
2023-10-05,23.976,25.427,-1.9899999999999998,0.45549999999999996
