Date,rate_XOM,rate_VOO_5D,rate_VOO_20D
2024-07-12,39.04,37.866,38.5195
2024-07-15,41.4,38.606,38.803000000000004
2024-07-16,42.42,39.852,39.1945
2024-07-17,44.38,41.25,39.7295
2024-07-18,45.8,42.608,40.272999999999996
2024-07-19,42.46,43.292,40.505
2024-07-22,41.48,43.308,40.748000000000005
2024-07-23,39.2,42.664,40.6755
2024-07-24,41.16,42.02,40.681
2024-07-25,44.12,41.684,40.832
