Date,rate_NEE,rate_NEE_5D,rate_NEE_20D,rate_VOO,rate_VOO_5D,rate_VOO_20D
2022-03-29,-1.61,-2.5000000000000004,-4.898000000000001,-0.48,-2.25,-5.63
2022-03-30,-0.6,-1.8240000000000003,-4.4495,-1.09,-1.688,-5.4055
2022-03-31,-1.51,-1.59,-4.1155,-2.57,-1.636,-5.2325
2022-04-01,-0.34,-1.1780000000000002,-3.8019999999999996,-2.24,-1.614,-5.0075
2022-04-04,-0.44,-0.9000000000000001,-3.714,-1.45,-1.566,-4.6135
2022-04-05,0.37,-0.5040000000000001,-3.4590000000000005,-2.62,-1.9939999999999998,-4.2455
2022-04-06,0.55,-0.274,-3.1025,-3.57,-2.4899999999999998,-4.0395
2022-04-07,1.23,0.274,-2.7030000000000003,-3.1,-2.596,-3.79
2022-04-08,0.09,0.36000000000000004,-2.3114999999999997,-3.33,-2.814,-3.496
2022-04-11,-1.63,0.12200000000000007,-2.005,-4.94,-3.5120000000000005,-3.2510000000000003
2022-04-12,-2.43,-0.438,-1.8935,-5.28,-4.044,-3.119
2022-04-13,-2.82,-1.112,-1.8315000000000001,-4.23,-4.176,-3.0345
2022-04-14,-3.67,-2.0919999999999996,-1.8225000000000002,-5.37,-4.630000000000001,-3.063
2022-04-18,-4.93,-3.0959999999999996,-1.858,-5.35,-5.034000000000001,-3.1420000000000003
2022-04-19,-4.8,-3.7299999999999995,-1.8544999999999998,-3.88,-4.822000000000001,-3.1475
2022-04-20,-5.17,-4.2780000000000005,-1.9300000000000002,-3.95,-4.556,-3.211
2022-04-21,-11.32,-5.978,-2.2969999999999997,-5.34,-4.7780000000000005,-3.283
2022-04-22,-13.9,-8.024,-2.8579999999999997,-7.86,-5.276,-3.5345
2022-04-25,-13.79,-9.796,-3.4274999999999998,-7.37,-5.680000000000001,-3.7855000000000003
2022-04-26,-14.34,-11.704,-4.053,-9.95,-6.894,-4.1985
2022-04-27,-14.68,-13.606,-4.7065,-9.73,-8.05,-4.661
2022-04-28,-14.43,-14.228,-5.398000000000001,-7.52,-8.485999999999999,-4.9825
2022-04-29,-17.29,-14.906,-6.187,-10.83,-9.08,-5.3955
2022-05-02,-18.09,-15.766,-7.0745000000000005,-9.99,-9.604,-5.7829999999999995
2022-05-03,-17.07,-16.312,-7.906000000000001,-9.62,-9.538,-6.1915
2022-05-04,-14.43,-16.262,-8.646,-6.99,-8.99,-6.410000000000001
2022-05-05,-15.83,-16.541999999999998,-9.465,-10.13,-9.512,-6.7379999999999995
2022-05-06,-15.11,-16.105999999999998,-10.282,-10.67,-9.48,-7.1165
2022-05-09,-17.13,-15.913999999999998,-11.143,-13.43,-10.168,-7.6215
2022-05-10,-17.96,-16.092,-11.9595,-13.22,-10.888,-8.0355
2022-05-11,-17.72,-16.75,-12.724,-14.58,-12.406,-8.500499999999999
2022-05-12,-19.68,-17.52,-13.567000000000002,-14.64,-13.308000000000002,-9.021
2022-05-13,-18.18,-18.134,-14.2925,-12.68,-13.709999999999999,-9.3865
2022-05-16,-17.81,-18.27,-14.936499999999999,-12.99,-13.622,-9.7685
2022-05-17,-15.6,-17.798,-15.476499999999998,-11.29,-13.236,-10.139
2022-05-18,-16.79,-17.612000000000002,-16.0575,-14.71,-13.262,-10.677
2022-05-19,-17.41,-17.157999999999998,-16.362000000000002,-15.27,-13.388,-11.1735
2022-05-20,-16.53,-16.828,-16.4935,-15.25,-13.901999999999997,-11.543000000000001
2022-05-23,-14.98,-16.262,-16.552999999999997,-13.68,-14.040000000000001,-11.8585
2022-05-24,-12.51,-15.644,-16.4615,-14.29,-14.64,-12.075500000000002
2022-05-25,-12.37,-14.76,-16.345999999999997,-13.59,-14.416,-12.2685
2022-05-26,-12.08,-13.693999999999999,-16.2285,-11.92,-13.745999999999999,-12.4885
2022-05-27,-9.29,-12.246,-15.8285,-9.77,-12.65,-12.435500000000001
2022-05-31,-11.32,-11.514,-15.489999999999998,-10.26,-11.966,-12.449
2022-06-01,-10.46,-11.104000000000001,-15.1595,-10.69,-11.245999999999999,-12.502500000000001
2022-06-02,-7.76,-10.182,-14.825999999999999,-9.06,-10.34,-12.606
2022-06-03,-7.56,-9.278,-14.4125,-10.5,-10.056000000000001,-12.624500000000001
2022-06-06,-5.81,-8.581999999999999,-13.9475,-10.26,-10.154,-12.604
2022-06-07,-6.29,-7.575999999999999,-13.4055,-9.4,-9.982,-12.4025
2022-06-08,-7.8,-7.044,-12.897499999999999,-10.37,-9.918000000000001,-12.26
2022-06-09,-9.14,-7.32,-12.468499999999999,-12.42,-10.59,-12.152
2022-06-10,-10.82,-7.9719999999999995,-12.0255,-14.93,-11.475999999999999,-12.1665
2022-06-13,-14.91,-9.792,-11.862,-18.12,-13.048000000000002,-12.438500000000001
2022-06-14,-16.0,-11.734,-11.7715,-18.32,-14.831999999999999,-12.705
2022-06-15,-12.83,-12.74,-11.633,-17.18,-16.194,-12.999500000000001
2022-06-16,-16.71,-14.254000000000001,-11.629000000000001,-19.83,-17.676,-13.255500000000001
2022-06-17,-16.78,-15.446000000000002,-11.5975,-19.62,-18.614,-13.472999999999999
2022-06-21,-14.54,-15.372,-11.498000000000001,-17.71,-18.532,-13.596
2022-06-22,-12.24,-14.62,-11.361,-17.88,-18.444,-13.806000000000001
2022-06-23,-9.31,-13.916,-11.201,-17.04,-18.416,-13.9435
2022-06-24,-8.35,-12.244,-11.0,-14.53,-17.356,-13.9905
2022-06-27,-8.5,-10.588,-10.821000000000002,-14.84,-16.4,-14.136499999999998
2022-06-28,-10.2,-9.72,-10.866499999999998,-16.63,-16.184,-14.479499999999998
2022-06-29,-10.71,-9.414,-10.836,-16.92,-15.992,-14.8125
2022-06-30,-9.0,-9.352,-10.763,-17.56,-16.096,-15.156
2022-07-01,-5.23,-8.728,-10.6365,-16.28,-16.446,-15.517
2022-07-05,-6.88,-8.404,-10.602500000000001,-16.14,-16.706,-15.799000000000001
2022-07-06,-6.35,-7.634,-10.6295,-15.85,-16.55,-16.0785
2022-07-07,-5.41,-6.574,-10.5855,-14.65,-16.096,-16.341
2022-07-08,-5.56,-5.886,-10.4735,-14.7,-15.524000000000001,-16.5575
2022-07-11,-5.06,-5.852,-10.2695,-15.64,-15.395999999999997,-16.7185
2022-07-12,-5.91,-5.6579999999999995,-10.024000000000001,-16.4,-15.447999999999999,-16.792
2022-07-13,-5.55,-5.498,-9.556,-16.77,-15.632,-16.7245
2022-07-14,-5.7,-5.556,-9.041,-16.99,-16.1,-16.658
2022-07-15,-7.36,-5.9159999999999995,-8.7675,-15.46,-16.252000000000002,-16.572
2022-07-18,-8.77,-6.6579999999999995,-8.3705,-16.14,-16.352,-16.3875
2022-07-19,-7.1,-6.895999999999999,-7.8865,-13.93,-15.857999999999999,-16.103
2022-07-20,-7.82,-7.35,-7.5504999999999995,-13.4,-15.184000000000001,-15.8875
2022-07-21,-7.17,-7.644,-7.297,-12.55,-14.296000000000001,-15.620999999999999
2022-07-22,-5.55,-7.281999999999999,-7.108999999999999,-13.32,-13.868,-15.434999999999999
2022-07-25,-4.7,-6.468000000000001,-6.9265,-13.24,-13.288,-15.370499999999998
2022-07-26,-5.95,-6.2379999999999995,-6.7989999999999995,-14.25,-13.352,-15.341
2022-07-27,-5.4,-5.754,-6.559,-12.07,-13.086000000000002,-15.113
2022-07-28,-0.52,-4.424,-6.0495,-10.99,-12.774,-14.8165
2022-07-29,-0.58,-3.4299999999999997,-5.628500000000001,-9.72,-12.053999999999998,-14.4245
2022-08-01,0.38,-2.414,-5.348,-9.72,-11.350000000000001,-14.0965
2022-08-02,0.69,-1.086,-4.9695,-10.15,-10.53,-13.797
2022-08-03,1.38,0.26999999999999996,-4.583,-9.12,-9.94,-13.460500000000001
2022-08-04,2.71,0.916,-4.177,-9.18,-9.578,-13.187000000000001
2022-08-05,2.71,1.574,-3.7634999999999996,-9.31,-9.496,-12.9175
2022-08-08,2.3,1.9579999999999997,-3.3955000000000006,-9.37,-9.425999999999998,-12.604000000000001
2022-08-09,3.43,2.5060000000000002,-2.9285,-9.62,-9.319999999999999,-12.265
2022-08-10,4.12,3.054,-2.445,-8.33,-9.162,-11.843
2022-08-11,3.84,3.28,-1.968,-8.33,-8.992,-11.41
2022-08-12,4.67,3.6719999999999997,-1.3664999999999998,-7.26,-8.581999999999999,-11.0
2022-08-15,5.1,4.231999999999999,-0.673,-6.98,-8.104000000000001,-10.542
2022-08-16,4.73,4.492,-0.08150000000000004,-6.87,-7.554,-10.189
2022-08-17,4.47,4.562,0.533,-7.3,-7.348000000000001,-9.884
2022-08-18,4.5,4.694,1.1164999999999998,-7.11,-7.104000000000001,-9.611999999999998
2022-08-19,4.09,4.578,1.5985,-7.96,-7.244,-9.344
2022-08-22,3.18,4.194,1.9925000000000002,-9.24,-7.696,-9.144
2022-08-23,2.75,3.7980000000000005,2.4274999999999998,-9.38,-8.198,-8.9005
2022-08-24,3.31,3.566,2.8630000000000004,-9.2,-8.578,-8.757
2022-08-25,3.84,3.4339999999999997,3.081,-8.33,-8.822,-8.623999999999999
2022-08-26,2.81,3.178,3.2504999999999997,-10.4,-9.31,-8.658
2022-08-29,2.0,2.9419999999999997,3.3314999999999997,-10.79,-9.620000000000001,-8.7115
2022-08-30,0.98,2.588,3.346,-11.42,-10.028,-8.774999999999999
2022-08-31,0.48,2.022,3.3009999999999997,-11.87,-10.562,-8.9125
2022-09-01,1.38,1.53,3.2344999999999997,-11.4,-11.175999999999998,-9.0235
2022-09-02,0.51,1.0699999999999998,3.1245000000000003,-11.98,-11.492,-9.157
2022-09-06,2.22,1.114,3.1205000000000003,-12.17,-11.768,-9.297
2022-09-07,4.98,1.9140000000000001,3.198,-10.9,-11.664,-9.361
2022-09-08,5.01,2.82,3.2424999999999997,-10.38,-11.366,-9.4635
2022-09-09,4.62,3.468,3.2815,-9.13,-10.912,-9.503499999999999
2022-09-12,5.58,4.482,3.3270000000000004,-8.23,-10.162,-9.552
2022-09-13,3.41,4.720000000000001,3.2424999999999997,-12.01,-10.129999999999999,-9.803500000000001
2022-09-14,3.44,4.412,3.178,-11.7,-10.290000000000001,-10.045
2022-09-15,0.25,3.4599999999999995,2.967,-12.63,-10.74,-10.311499999999999
2022-09-16,-1.11,2.314,2.6865,-13.28,-11.57,-10.620000000000001
2022-09-19,1.17,1.432,2.5405,-12.65,-12.453999999999999,-10.8545
2022-09-20,-0.14,0.722,2.3745000000000003,-13.61,-12.774,-11.073
2022-09-21,-2.09,-0.384,2.1325,-15.08,-13.45,-11.358
2022-09-22,-2.58,-0.95,1.8379999999999999,-15.78,-14.080000000000002,-11.687000000000001
2022-09-23,-3.74,-1.476,1.459,-17.14,-14.851999999999999,-12.127500000000001
2022-09-26,-5.3,-2.7700000000000005,1.0535,-17.92,-15.906,-12.503499999999999
2022-09-27,-5.38,-3.818,0.6844999999999999,-18.14,-16.812,-12.871
2022-09-28,-3.9,-4.18,0.4405,-16.92,-17.18,-13.146
2022-09-29,-6.66,-4.996,0.08349999999999999,-18.62,-17.748,-13.483500000000001
2022-09-30,-8.46,-5.94,-0.4085,-19.84,-18.288,-13.905499999999998
2022-10-03,-5.13,-5.906000000000001,-0.6904999999999999,-17.32,-18.168,-14.172500000000003
2022-10-04,-3.26,-5.482,-0.9645000000000001,-14.89,-17.518,-14.3085
2022-10-05,-4.46,-5.594,-1.4365,-15.03,-17.14,-14.515
2022-10-06,-7.74,-5.8100000000000005,-2.0740000000000003,-15.9,-16.595999999999997,-14.791000000000002
2022-10-07,-10.23,-6.164,-2.8165,-18.18,-16.264,-15.243500000000001
2022-10-10,-10.22,-7.1819999999999995,-3.6065000000000005,-18.77,-16.554,-15.770500000000002
2022-10-11,-11.04,-8.738,-4.329,-19.3,-17.436,-16.135
2022-10-12,-14.83,-10.812000000000001,-5.2425,-19.54,-18.338,-16.526999999999997
2022-10-13,-14.44,-12.152,-5.976999999999999,-17.48,-18.654,-16.7695
2022-10-14,-15.96,-13.298000000000002,-6.719499999999999,-19.3,-18.878,-17.070500000000003
2022-10-17,-13.79,-14.012,-7.467500000000001,-17.29,-18.582,-17.3025
2022-10-18,-12.15,-14.234,-8.068000000000001,-16.34,-17.99,-17.439
2022-10-19,-13.8,-14.028,-8.6535,-16.91,-17.464,-17.530499999999996
2022-10-20,-17.28,-14.596,-9.3885,-17.57,-17.482,-17.619999999999997
2022-10-21,-16.11,-14.626,-10.007000000000001,-15.63,-16.747999999999998,-17.544500000000003
2022-10-24,-14.22,-14.712,-10.453,-14.63,-16.216,-17.380000000000003
2022-10-25,-11.21,-14.524000000000001,-10.744499999999999,-13.27,-15.602,-17.1365
2022-10-26,-11.52,-14.068000000000001,-11.125499999999999,-13.9,-15.0,-16.9855
2022-10-27,-11.67,-12.946000000000002,-11.376,-14.35,-14.356,-16.772
2022-10-28,-7.52,-11.228,-11.329,-12.4,-13.709999999999999,-16.4
2022-10-31,-9.3,-10.244,-11.5375,-12.98,-13.38,-16.183
2022-11-01,-8.84,-9.77,-11.816500000000001,-13.0,-13.325999999999999,-16.0885
2022-11-02,-9.33,-9.331999999999999,-12.059999999999999,-15.11,-13.568000000000001,-16.0925
2022-11-03,-8.3,-8.658,-12.088000000000001,-15.97,-13.892000000000001,-16.095999999999997
2022-11-04,-7.6,-8.674000000000001,-11.9565,-14.8,-14.372,-15.927000000000001
2022-11-07,-9.32,-8.678,-11.9115,-14.03,-14.581999999999999,-15.690000000000001
2022-11-08,-8.19,-8.548,-11.769,-13.57,-14.696000000000002,-15.4035
2022-11-09,-8.27,-8.336,-11.440999999999999,-15.28,-14.73,-15.1905
2022-11-10,-2.51,-7.178,-10.8445,-10.81,-13.697999999999999,-14.857
2022-11-11,-2.38,-6.1339999999999995,-10.1655,-9.98,-12.734,-14.391
2022-11-14,-4.28,-5.1259999999999994,-9.69,-10.68,-12.064,-14.060500000000001
2022-11-15,-2.83,-4.053999999999999,-9.224,-9.96,-11.342,-13.741499999999998
2022-11-16,-1.19,-2.638,-8.5935,-10.63,-10.412,-13.4275
2022-11-17,-3.48,-2.832,-7.903499999999999,-10.88,-10.426,-13.093
2022-11-18,-2.49,-2.854,-7.222499999999999,-10.49,-10.528,-12.836000000000002
2022-11-21,-2.03,-2.404,-6.6129999999999995,-10.8,-10.552000000000001,-12.6445
2022-11-22,-1.52,-2.1420000000000003,-6.1285,-9.64,-10.488000000000001,-12.463
2022-11-23,-0.72,-2.048,-5.5885,-9.09,-10.180000000000001,-12.2225
2022-11-25,-0.31,-1.4140000000000001,-5.0205,-9.1,-9.824,-11.96
2022-11-28,-1.9,-1.2959999999999998,-4.7395000000000005,-10.5,-9.825999999999999,-11.865
2022-11-29,-3.24,-1.5379999999999998,-4.4365000000000006,-10.66,-9.798,-11.749
2022-11-30,-0.85,-1.404,-4.037000000000001,-7.97,-9.464,-11.4975
2022-12-01,-0.7,-1.4,-3.6055,-7.76,-9.198,-11.129999999999999
2022-12-02,-0.31,-1.4,-3.2060000000000004,-7.89,-8.956,-10.725999999999999
2022-12-05,-0.36,-1.092,-2.8440000000000003,-9.46,-8.748000000000001,-10.459
2022-12-06,-0.33,-0.51,-2.3945,-10.72,-8.76,-10.2935
2022-12-07,-0.2,-0.38,-1.9949999999999999,-10.89,-9.344,-10.1595
2022-12-08,0.32,-0.17600000000000002,-1.5655,-10.21,-9.834,-9.906000000000002
2022-12-09,-1.07,-0.328,-1.4935,-10.84,-10.424000000000001,-9.9075
2022-12-12,1.19,-0.018000000000000016,-1.315,-9.61,-10.454,-9.889
2022-12-13,1.78,0.404,-1.012,-8.96,-10.102,-9.803
2022-12-14,1.68,0.78,-0.7865,-9.5,-9.824000000000002,-9.780000000000001
2022-12-15,0.48,0.8119999999999999,-0.7030000000000001,-11.68,-10.118,-9.8325
2022-12-16,-1.15,0.796,-0.5865,-12.71,-10.492,-9.924
2022-12-19,-1.75,0.20800000000000002,-0.5495,-13.44,-11.258,-10.0715
2022-12-20,-1.75,-0.49800000000000005,-0.5355000000000001,-13.72,-12.209999999999999,-10.2175
2022-12-21,-0.54,-0.942,-0.48650000000000004,-12.46,-12.802000000000001,-10.3585
2022-12-22,-1.94,-1.426,-0.5475,-13.66,-13.197999999999999,-10.587
2022-12-23,-1.05,-1.406,-0.5845,-13.19,-13.294,-10.7915
2022-12-27,-1.23,-1.302,-0.5509999999999999,-13.52,-13.309999999999999,-10.942499999999999
2022-12-28,-2.14,-1.3800000000000001,-0.496,-14.56,-13.478,-11.1375
2022-12-29,-1.15,-1.502,-0.511,-13.08,-13.602,-11.392999999999999
2022-12-30,-1.66,-1.4460000000000002,-0.5589999999999999,-13.31,-13.532,-11.6705
2023-01-03,-1.38,-1.512,-0.6125,-13.32,-13.558000000000002,-11.942
2023-01-04,-0.65,-1.396,-0.627,-12.72,-13.398000000000001,-12.105
2023-01-05,-2.77,-1.522,-0.7489999999999999,-13.65,-13.216,-12.2515
2023-01-06,-1.59,-1.61,-0.8185,-11.74,-12.948000000000002,-12.294
2023-01-09,-1.1,-1.498,-0.8895,-11.8,-12.646,-12.3735
2023-01-10,-0.55,-1.332,-0.8634999999999999,-11.18,-12.218,-12.3905
2023-01-11,-0.02,-1.206,-0.924,-10.08,-11.690000000000001,-12.414
2023-01-12,0.07,-0.6380000000000001,-1.0094999999999998,-9.75,-10.91,-12.4535
2023-01-13,-0.39,-0.398,-1.113,-9.41,-10.444,-12.449
2023-01-17,0.85,-0.008000000000000007,-1.0945,-9.54,-9.992,-12.342
2023-01-18,-1.42,-0.182,-1.108,-10.98,-9.952,-12.255500000000001
2023-01-19,-2.83,-0.744,-1.1620000000000001,-11.6,-10.256,-12.1635
2023-01-20,-3.74,-1.5059999999999998,-1.2615,-10.01,-10.308,-11.978
2023-01-23,-2.74,-1.9760000000000002,-1.3715,-8.94,-10.213999999999999,-11.802
2023-01-24,-1.3,-2.4059999999999997,-1.3395,-9.04,-10.113999999999999,-11.571000000000002
2023-01-25,-9.87,-4.095999999999999,-1.7805,-9.01,-9.72,-11.362
2023-01-26,-10.09,-5.548,-2.2235,-8.06,-9.012,-11.089
2023-01-27,-11.06,-7.0120000000000005,-2.6695,-7.8,-8.57,-10.751
2023-01-30,-11.68,-8.8,-3.196,-8.93,-8.568,-10.5435
2023-01-31,-12.17,-10.974,-3.7215000000000003,-7.66,-8.291999999999998,-10.261
2023-02-01,-12.34,-11.468,-4.2695,-6.52,-7.794,-9.921
2023-02-02,-10.78,-11.606,-4.776,-5.25,-7.231999999999999,-9.5475
2023-02-03,-11.85,-11.764,-5.2299999999999995,-6.21,-6.914,-9.175500000000001
2023-02-06,-10.88,-11.604,-5.6945,-6.73,-6.473999999999999,-8.925
2023-02-07,-10.22,-11.213999999999999,-6.1505,-5.74,-6.09,-8.622
2023-02-08,-11.44,-11.034,-6.695,-6.59,-6.104,-8.3925
2023-02-09,-13.48,-11.574,-7.368,-7.25,-6.5040000000000004,-8.251000000000001
2023-02-10,-11.78,-11.559999999999999,-7.960500000000001,-7.06,-6.6739999999999995,-8.1165
2023-02-13,-10.76,-11.536,-8.479,-6.18,-6.564,-7.955
2023-02-14,-10.28,-11.547999999999998,-9.0355,-6.21,-6.6579999999999995,-7.788500000000001
2023-02-15,-9.21,-11.102,-9.425,-5.96,-6.531999999999999,-7.5375
2023-02-16,-10.68,-10.542,-9.8175,-6.98,-6.478,-7.3065
2023-02-17,-10.23,-10.232,-10.142,-7.17,-6.5,-7.164500000000001
2023-02-21,-13.05,-10.690000000000001,-10.6575,-8.6,-6.984,-7.147500000000001
2023-02-22,-13.03,-11.24,-11.244000000000002,-8.69,-7.4799999999999995,-7.13
2023-02-23,-13.97,-12.192,-11.449000000000002,-8.34,-7.956,-7.096500000000001
2023-02-24,-13.92,-12.84,-11.6405,-9.1,-8.379999999999999,-7.1485
2023-02-27,-15.15,-13.823999999999998,-11.845,-8.85,-8.716,-7.2010000000000005
2023-02-28,-16.13,-14.439999999999998,-12.067499999999999,-9.16,-8.828,-7.2125
2023-03-01,-17.1,-15.254,-12.314,-9.24,-8.937999999999999,-7.291500000000001
2023-03-02,-14.42,-15.344,-12.418000000000001,-8.66,-9.001999999999999,-7.3985
2023-03-03,-12.56,-15.072,-12.507000000000001,-7.41,-8.663999999999998,-7.5065
2023-03-06,-11.91,-14.424000000000001,-12.510000000000002,-7.32,-8.358,-7.561999999999999
2023-03-07,-12.66,-13.73,-12.599,-8.65,-8.256,-7.6579999999999995
2023-03-08,-12.08,-12.725999999999999,-12.691999999999998,-8.52,-8.112,-7.797
2023-03-09,-12.65,-12.372,-12.7525,-10.08,-8.396,-7.971499999999999
2023-03-10,-13.52,-12.563999999999998,-12.7545,-11.27,-9.168000000000001,-8.1725
2023-03-13,-13.2,-12.822,-12.8255,-11.41,-9.985999999999999,-8.389999999999999
2023-03-14,-11.72,-12.633999999999999,-12.873500000000002,-10.0,-10.256,-8.581
2023-03-15,-10.58,-12.334,-12.888499999999999,-10.53,-10.658,-8.797
2023-03-16,-9.75,-11.754,-12.9155,-9.06,-10.453999999999999,-8.952
2023-03-17,-10.41,-11.132,-12.901999999999997,-10.02,-10.203999999999999,-9.104000000000001
2023-03-20,-10.06,-10.504,-12.8935,-9.23,-9.768,-9.206999999999999
2023-03-21,-10.77,-10.313999999999998,-12.7795,-8.08,-9.384,-9.181000000000001
2023-03-22,-12.22,-10.642,-12.739,-9.56,-9.190000000000001,-9.2245
2023-03-23,-12.59,-11.209999999999999,-12.669999999999998,-9.35,-9.248000000000001,-9.275
2023-03-24,-10.38,-11.204,-12.493,-9.13,-9.069999999999999,-9.2765
2023-03-27,-10.68,-11.328,-12.269499999999999,-8.98,-9.02,-9.283
2023-03-28,-10.91,-11.355999999999998,-12.008500000000002,-9.14,-9.232000000000001,-9.282
2023-03-29,-9.89,-10.889999999999999,-11.648,-7.87,-8.894,-9.2135
2023-03-30,-9.32,-10.236,-11.392999999999999,-7.33,-8.49,-9.147
2023-03-31,-8.75,-9.91,-11.202499999999999,-6.05,-7.8740000000000006,-9.079
2023-04-03,-9.03,-9.58,-11.058499999999999,-5.56,-7.19,-8.991000000000001
2023-04-04,-8.46,-9.09,-10.8485,-6.08,-6.578,-8.8625
2023-04-05,-7.09,-8.529999999999998,-10.599,-6.3,-6.264,-8.7515
2023-04-06,-6.34,-7.933999999999999,-10.2835,-5.95,-5.988,-8.545
2023-04-10,-6.97,-7.5779999999999985,-9.956,-5.85,-5.9479999999999995,-8.274
2023-04-11,-7.08,-7.188,-9.65,-5.84,-6.004,-7.9955
2023-04-12,-6.79,-6.853999999999999,-9.403500000000001,-6.21,-6.029999999999999,-7.806
2023-04-13,-6.48,-6.731999999999999,-9.1985,-5.01,-5.772,-7.529999999999999
2023-04-14,-7.46,-6.955999999999999,-9.084,-5.2,-5.622,-7.337000000000001
2023-04-17,-6.85,-6.9319999999999995,-8.906,-4.88,-5.428,-7.08
2023-04-18,-7.09,-6.933999999999999,-8.7575,-4.82,-5.224,-6.8595
2023-04-19,-6.44,-6.863999999999999,-8.541,-4.83,-4.948,-6.697
