Date,rate_CRM,rate_VOO_5D,rate_VOO_20D
2022-09-22,-28.9,-28.791999999999994,-26.339999999999996
2022-09-23,-30.33,-29.203999999999997,-26.758
2022-09-26,-30.65,-29.798000000000002,-27.064500000000002
2022-09-27,-29.46,-29.877999999999997,-27.2375
2022-09-28,-28.86,-29.639999999999997,-27.372499999999995
2022-09-29,-30.42,-29.944,-27.532
2022-09-30,-31.8,-30.238,-27.7575
2022-10-03,-29.17,-29.942,-27.853499999999997
2022-10-04,-25.53,-29.156,-27.7385
2022-10-05,-25.3,-28.444,-27.642000000000003
2022-10-06,-25.65,-27.49,-27.640499999999996
2022-10-07,-28.06,-26.742,-27.881
2022-10-10,-30.22,-26.951999999999998,-28.294
2022-10-11,-31.67,-28.18,-28.6115
2022-10-12,-31.8,-29.48,-28.983999999999998
2022-10-13,-30.31,-30.412,-29.1595
2022-10-14,-31.83,-31.165999999999997,-29.3375
2022-10-17,-29.49,-31.02,-29.427999999999997
2022-10-18,-26.48,-29.982,-29.299
2022-10-19,-26.41,-28.903999999999996,-29.116999999999997
2022-10-20,-24.6,-27.762,-28.901999999999997
2022-10-21,-23.33,-26.062,-28.552000000000003
2022-10-24,-23.1,-24.784,-28.174499999999995
2022-10-25,-20.91,-23.669999999999998,-27.747000000000003
2022-10-26,-23.45,-23.078,-27.476499999999998
2022-10-27,-23.53,-22.864,-27.132000000000005
2022-10-28,-21.98,-22.594,-26.641
2022-10-31,-22.18,-22.41,-26.291500000000003
2022-11-01,-22.92,-22.812,-26.161
2022-11-02,-27.46,-23.613999999999997,-26.269
2022-11-03,-29.17,-24.742,-26.445
2022-11-04,-32.21,-26.788,-26.652499999999996
2022-11-07,-29.97,-28.346000000000004,-26.639999999999997
2022-11-08,-28.79,-29.52,-26.496000000000002
2022-11-09,-31.17,-30.262,-26.464499999999997
2022-11-10,-24.44,-29.316000000000003,-26.171
2022-11-11,-23.76,-27.625999999999998,-25.767500000000002
2022-11-14,-23.32,-26.296000000000003,-25.459
2022-11-15,-21.7,-24.878000000000004,-25.22
2022-11-16,-25.01,-23.645999999999997,-25.150000000000002
2022-11-17,-27.59,-24.276,-25.299500000000002
2022-11-18,-28.38,-25.2,-25.552
2022-11-21,-29.89,-26.514,-25.8915
2022-11-22,-27.79,-27.732,-26.235500000000002
2022-11-23,-26.36,-28.002,-26.381
2022-11-25,-25.82,-27.648000000000003,-26.4955
2022-11-28,-25.66,-27.104000000000003,-26.6795
2022-11-29,-26.62,-26.45,-26.9015
2022-11-30,-22.52,-25.396,-26.8815
2022-12-01,-28.18,-25.76,-26.9175
2022-12-02,-29.32,-26.46,-26.925
2022-12-05,-34.29,-28.186,-27.029000000000003
2022-12-06,-34.6,-29.782,-27.260499999999997
2022-12-07,-35.93,-32.464,-27.6175
2022-12-08,-36.1,-34.047999999999995,-27.864000000000004
2022-12-09,-35.63,-35.31,-28.4235
2022-12-12,-34.68,-35.388,-28.9695
2022-12-13,-33.47,-35.162,-29.476999999999997
2022-12-14,-33.89,-34.754000000000005,-30.0865
2022-12-15,-35.97,-34.728,-30.634500000000003
2022-12-16,-37.02,-35.00599999999999,-31.106
2022-12-19,-36.66,-35.402,-31.52
2022-12-20,-36.93,-36.094,-31.872000000000003
2022-12-21,-36.03,-36.522,-32.284000000000006
2022-12-22,-36.57,-36.641999999999996,-32.794500000000006
2022-12-23,-36.45,-36.528000000000006,-33.326
2022-12-27,-35.86,-36.36800000000001,-33.836
2022-12-28,-36.92,-36.366,-34.351
2022-12-29,-34.94,-36.148,-34.972
2022-12-30,-34.92,-35.818000000000005,-35.309
2023-01-03,-33.07,-35.142,-35.496500000000005
2023-01-04,-30.74,-34.118,-35.319
2023-01-05,-32.33,-33.2,-35.2055
2023-01-06,-30.28,-32.268,-34.923
2023-01-09,-27.03,-30.689999999999998,-34.4695
2023-01-10,-26.86,-29.448,-34.031
2023-01-11,-28.11,-28.922000000000004,-33.7025
2023-01-12,-25.8,-27.616000000000003,-33.319
2023-01-13,-25.84,-26.727999999999998,-32.9165
2023-01-17,-26.35,-26.592000000000002,-32.435500000000005
2023-01-18,-27.84,-26.788,-31.976499999999998
2023-01-19,-27.37,-26.639999999999997,-31.512
2023-01-20,-24.98,-26.476,-30.914499999999997
2023-01-23,-22.71,-25.85,-30.2485
2023-01-24,-23.2,-25.220000000000002,-29.580000000000002
2023-01-25,-22.56,-24.164,-28.8855
2023-01-26,-18.16,-22.322,-28.0005
2023-01-27,-18.44,-21.014,-27.076500000000003
2023-01-30,-18.33,-20.137999999999998,-26.246
2023-01-31,-16.74,-18.845999999999997,-25.337
2023-02-01,-14.51,-17.235999999999997,-24.409
2023-02-02,-13.15,-16.234,-23.529500000000002
2023-02-03,-14.88,-15.522,-22.657
2023-02-06,-15.84,-15.024000000000001,-21.935
2023-02-07,-14.91,-14.658000000000001,-21.329
2023-02-08,-15.6,-14.876,-20.766000000000002
2023-02-09,-13.92,-15.029999999999998,-20.0565
2023-02-10,-16.68,-15.39,-19.6005
2023-02-13,-14.99,-15.219999999999999,-19.058
2023-02-14,-15.43,-15.324000000000002,-18.512
2023-02-15,-14.99,-15.202000000000002,-17.8695
2023-02-16,-16.16,-15.65,-17.308999999999997
2023-02-17,-17.31,-15.776,-16.9255
2023-02-21,-18.71,-16.52,-16.7255
2023-02-22,-18.02,-17.038,-16.4665
2023-02-23,-17.72,-17.583999999999996,-16.2245
2023-02-24,-18.48,-18.048,-16.2405
2023-02-27,-18.11,-18.208,-16.224
2023-02-28,-17.9,-18.046,-16.202499999999997
2023-03-01,-15.87,-17.616,-16.159
2023-03-02,-7.49,-15.569999999999999,-15.807999999999998
2023-03-03,-7.56,-13.386000000000001,-15.5285
2023-03-06,-8.71,-11.506,-15.219999999999999
2023-03-07,-8.93,-9.712,-14.874500000000001
2023-03-08,-9.1,-8.358,-14.584
2023-03-09,-11.07,-9.074,-14.357499999999998
2023-03-10,-13.64,-10.290000000000001,-14.3435
2023-03-13,-12.56,-11.059999999999999,-14.1375
2023-03-14,-9.02,-11.078,-13.838999999999999
2023-03-15,-9.01,-11.059999999999999,-13.518
2023-03-16,-6.91,-10.228,-13.113999999999999
2023-03-17,-8.08,-9.116,-12.709999999999999
2023-03-20,-7.89,-8.181999999999999,-12.238999999999999
2023-03-21,-6.22,-7.622,-11.614500000000001
2023-03-22,-7.28,-7.276000000000001,-11.077499999999999
2023-03-23,-6.83,-7.26,-10.533
2023-03-24,-5.55,-6.754,-9.886500000000002
2023-03-27,-4.96,-6.168,-9.229
2023-03-28,-4.45,-5.814,-8.5565
2023-03-29,-2.32,-4.822,-7.8790000000000004
2023-03-30,-2.34,-3.9240000000000004,-7.6215
2023-03-31,-0.78,-2.9699999999999998,-7.282500000000001
2023-04-03,-2.35,-2.4480000000000004,-6.964499999999999
2023-04-04,-2.0,-1.9579999999999997,-6.618
2023-04-05,-2.92,-2.0780000000000003,-6.309
2023-04-06,-4.27,-2.464,-5.968999999999999
2023-04-10,-4.79,-3.2659999999999996,-5.5265
2023-04-11,-6.06,-4.008,-5.2015
2023-04-12,-5.36,-4.68,-5.0185
2023-04-13,-3.54,-4.804,-4.744999999999999
2023-04-14,-3.23,-4.596,-4.561
2023-04-17,-2.04,-4.045999999999999,-4.2589999999999995
2023-04-18,-1.44,-3.122,-3.9365
2023-04-19,-1.27,-2.304,-3.689
2023-04-20,-1.86,-1.968,-3.418
2023-04-21,-1.22,-1.566,-3.1375
2023-04-24,-2.95,-1.748,-3.0075000000000003
2023-04-25,-4.89,-2.438,-3.004
2023-04-26,-4.5,-3.0840000000000005,-3.0065
2023-04-27,-2.48,-3.2079999999999997,-3.0145
2023-04-28,-1.37,-3.2380000000000004,-2.966
2023-05-01,-1.6,-2.968,-3.007
2023-05-02,-3.47,-2.684,-3.0629999999999997
2023-05-03,-4.05,-2.5940000000000003,-3.1655
2023-05-04,-4.16,-2.93,-3.2275
2023-05-05,-1.7,-2.996,-3.099
2023-05-08,-1.55,-2.9859999999999998,-2.937
2023-05-09,0.03,-2.2860000000000005,-2.6325
2023-05-10,1.81,-1.114,-2.274
2023-05-11,1.14,-0.054000000000000006,-2.04
2023-05-12,0.34,0.354,-1.8615
2023-05-15,1.07,0.8780000000000001,-1.706
2023-05-16,1.67,1.206,-1.5505
2023-05-17,4.03,1.65,-1.2855
2023-05-18,5.95,2.612,-0.8949999999999999
2023-05-19,4.51,3.446,-0.6085
2023-05-22,4.46,4.1240000000000006,-0.238
2023-05-23,2.68,4.3260000000000005,0.14049999999999996
2023-05-24,3.87,4.2940000000000005,0.5589999999999999
2023-05-25,4.29,3.9620000000000006,0.8975
2023-05-26,7.0,4.46,1.316
2023-05-30,8.69,5.306,1.8305
2023-05-31,10.9,6.95,2.549
2023-06-01,5.64,7.303999999999999,3.0335
2023-06-02,5.7,7.586,3.5265
2023-06-05,4.15,7.016,3.819
2023-06-06,5.62,6.402000000000001,4.1775
2023-06-07,2.12,4.646,4.282
2023-06-08,3.99,4.316,4.391
2023-06-09,6.83,4.542,4.6754999999999995
2023-06-12,6.03,4.918000000000001,4.96
2023-06-13,3.71,4.536,5.0920000000000005
2023-06-14,3.92,4.896,5.2045
2023-06-15,5.16,5.130000000000001,5.261
2023-06-16,5.08,4.779999999999999,5.2175
2023-06-20,7.65,5.104,5.3745
2023-06-21,4.01,5.164,5.351999999999999
2023-06-22,5.84,5.548,5.51
2023-06-23,4.26,5.368,5.5295000000000005
2023-06-26,2.92,4.936,5.461
2023-06-27,3.64,4.1339999999999995,5.293
2023-06-28,5.28,4.388,5.1225000000000005
2023-06-29,4.43,4.106,4.799
2023-06-30,4.84,4.2219999999999995,4.759
2023-07-03,4.93,4.624,4.7204999999999995
2023-07-05,5.98,5.0920000000000005,4.812
2023-07-06,4.19,4.8740000000000006,4.7405
2023-07-07,3.92,4.772,4.8305
2023-07-10,5.49,4.902,4.9055
2023-07-11,9.59,5.8340000000000005,5.0435
2023-07-12,12.58,7.154000000000001,5.371
2023-07-13,14.09,9.134,5.89
2023-07-14,13.58,11.065999999999999,6.372999999999999
2023-07-17,12.93,12.554,6.7615
2023-07-18,12.75,13.186000000000002,7.1450000000000005
2023-07-19,16.07,13.884,7.566
2023-07-20,13.01,13.668000000000001,8.016
2023-07-21,12.96,13.544,8.372000000000002
2023-07-24,11.78,13.313999999999998,8.748
2023-07-25,11.96,13.156,9.2
2023-07-26,11.74,12.290000000000001,9.605
2023-07-27,11.53,11.994,9.9175
2023-07-28,11.75,11.752,10.2835
2023-07-31,11.46,11.687999999999999,10.614500000000001
2023-08-01,10.87,11.47,10.9115
2023-08-02,9.05,10.931999999999999,11.065000000000001
2023-08-03,6.67,9.959999999999999,11.189000000000002
2023-08-04,6.2,8.85,11.303
2023-08-07,6.91,7.94,11.373999999999999
2023-08-08,5.27,6.82,11.158
2023-08-09,3.18,5.646,10.687999999999999
2023-08-10,4.05,5.122,10.186
2023-08-11,4.22,4.726,9.718
2023-08-14,5.45,4.434,9.344
2023-08-15,4.33,4.246,8.923
2023-08-16,3.73,4.356,8.306
2023-08-17,2.66,4.078,7.788499999999999
2023-08-18,2.99,3.832,7.289999999999999
2023-08-21,4.42,3.6260000000000003,6.922
2023-08-22,3.66,3.492,6.507000000000001
2023-08-23,4.45,3.636,6.1425
2023-08-24,3.25,3.754,5.7284999999999995
2023-08-25,4.57,4.07,5.3695
2023-08-28,5.32,4.25,5.0625
2023-08-29,5.39,4.596,4.7885
2023-08-30,6.41,4.988,4.656499999999999
2023-08-31,8.53,6.044,4.749499999999999
2023-09-01,8.39,6.808,4.859
2023-09-05,7.47,7.2379999999999995,4.887
2023-09-06,8.66,7.892,5.056500000000001
2023-09-07,9.06,8.422,5.3505
2023-09-08,10.1,8.736,5.6530000000000005
2023-09-11,10.36,9.13,5.96
2023-09-12,8.62,9.360000000000001,6.1185
2023-09-13,7.26,9.08,6.265
2023-09-14,7.25,8.718,6.441
2023-09-15,5.26,7.749999999999998,6.571
2023-09-18,5.44,6.766,6.6935
2023-09-19,5.78,6.198,6.761500000000001
2023-09-20,4.49,5.644,6.803
2023-09-21,2.36,4.666,6.6985
2023-09-22,1.31,3.876,6.6015
2023-09-25,1.27,3.0420000000000003,6.4365
2023-09-26,-0.6,1.766,6.1405
2023-09-27,-0.48,0.772,5.8469999999999995
2023-09-28,-0.25,0.25,5.514
2023-09-29,-0.46,-0.10400000000000001,5.064500000000001
2023-10-02,-0.0,-0.358,4.6450000000000005
2023-10-03,-1.88,-0.614,4.1775
2023-10-04,-0.89,-0.696,3.7
2023-10-05,-0.83,-0.8119999999999999,3.2055
2023-10-06,1.76,-0.368,2.7885
2023-10-09,1.69,-0.02999999999999998,2.355
2023-10-10,1.52,0.65,2.0
2023-10-11,1.51,1.13,1.7125
2023-10-12,0.94,1.484,1.397
2023-10-13,0.41,1.214,1.1545
2023-10-16,2.33,1.342,0.999
2023-10-17,2.96,1.6300000000000001,0.858
2023-10-18,0.52,1.432,0.6595
2023-10-19,2.22,1.688,0.6525000000000001
2023-10-20,-0.02,1.6019999999999999,0.5860000000000001
2023-10-23,-0.86,0.9639999999999999,0.4795
2023-10-24,0.22,0.41600000000000004,0.5205
2023-10-25,-3.27,-0.34199999999999997,0.38100000000000006
2023-10-26,-3.66,-1.518,0.21049999999999996
2023-10-27,-3.51,-2.216,0.05799999999999998
2023-10-30,-2.19,-2.482,-0.05149999999999999
2023-10-31,-1.43,-2.8120000000000003,-0.02899999999999999
2023-11-01,0.07,-2.144,0.01900000000000001
2023-11-02,2.08,-0.9960000000000001,0.1645
2023-11-03,1.77,0.06000000000000005,0.16499999999999998
2023-11-06,1.75,0.8480000000000001,0.16799999999999998
2023-11-07,3.89,1.9120000000000001,0.28650000000000003
2023-11-08,3.71,2.6399999999999997,0.39649999999999996
2023-11-09,3.0,2.824,0.4995
2023-11-10,4.75,3.4200000000000004,0.7165
2023-11-13,5.55,4.18,0.8775000000000001
2023-11-14,8.42,5.086,1.1504999999999999
2023-11-15,7.56,5.856,1.5025
2023-11-16,8.55,6.965999999999999,1.8189999999999997
2023-11-17,8.44,7.703999999999999,2.242
2023-11-20,10.34,8.662,2.802
2023-11-21,9.94,8.966,3.2880000000000003
2023-11-22,9.71,9.395999999999999,3.937
2023-11-24,9.97,9.68,4.618499999999999
2023-11-27,10.17,10.026,5.3025
2023-11-28,10.23,10.004,5.9235
2023-11-29,12.47,10.510000000000002,6.6185
2023-11-30,21.39,12.846,7.6845
2023-12-01,24.28,15.708000000000002,8.7945
2023-12-04,20.49,17.772,9.7305
2023-12-05,20.62,19.85,10.674
2023-12-06,19.91,21.338,11.475
2023-12-07,19.8,21.02,12.2795
2023-12-08,20.54,20.272,13.1565
2023-12-11,21.04,20.381999999999998,13.971
2023-12-12,22.66,20.79,14.8265
2023-12-13,22.98,21.404000000000003,15.5545
2023-12-14,22.94,22.032,16.323500000000003
2023-12-15,24.57,22.838,17.1245
2023-12-18,25.31,23.692,17.968
2023-12-19,25.59,24.278,18.7305
2023-12-20,24.07,24.496,19.437
2023-12-21,26.68,25.244,20.2855
2023-12-22,26.34,25.598000000000003,21.104
2023-12-26,26.29,25.794,21.910000000000004
2023-12-27,26.48,25.971999999999998,22.7225
2023-12-28,26.05,26.368000000000002,23.4015
2023-12-29,25.15,26.062,23.589499999999997
2024-01-02,22.13,25.22,23.482
2024-01-03,20.33,24.028,23.474
2024-01-04,20.06,22.744,23.446
2024-01-05,20.0,21.534,23.450499999999998
2024-01-08,24.58,21.419999999999998,23.689500000000002
2024-01-09,24.77,21.948,23.901
2024-01-10,25.89,23.06,24.143499999999996
2024-01-11,28.8,24.808,24.450499999999998
2024-01-12,29.02,26.612000000000002,24.7525
2024-01-16,27.92,27.28,25.0015
2024-01-17,28.83,28.092000000000002,25.2145
2024-01-18,30.04,28.921999999999997,25.451
2024-01-19,32.62,29.686,25.8025
2024-01-22,32.39,30.360000000000003,26.2185
2024-01-23,30.85,30.945999999999998,26.427
2024-01-24,30.9,31.360000000000003,26.655
2024-01-25,31.84,31.72,26.932499999999997
2024-01-26,32.23,31.641999999999996,27.22
2024-01-29,35.68,32.3,27.7015
2024-01-30,35.62,33.254,28.225
2024-01-31,32.73,33.62,28.754999999999995
2024-02-01,33.31,33.914,29.404000000000003
2024-02-02,34.1,34.288,30.106
2024-02-05,35.15,34.182,30.8635
2024-02-06,34.17,33.892,31.343
2024-02-07,35.46,34.438,31.877499999999998
2024-02-08,36.79,35.134,32.4225
2024-02-09,36.51,35.616,32.808
2024-02-12,34.81,35.548,33.097500000000004
2024-02-13,32.45,35.204,33.324
2024-02-14,35.51,35.214,33.658
2024-02-15,36.58,35.172000000000004,33.985
2024-02-16,35.73,35.016000000000005,34.140499999999996
2024-02-20,34.45,34.943999999999996,34.2435
2024-02-21,33.37,35.128,34.3695
2024-02-22,37.23,35.472,34.68599999999999
2024-02-23,36.91,35.538,34.939499999999995
2024-02-26,39.81,36.354,35.3185
2024-02-27,39.47,37.358000000000004,35.507999999999996
2024-02-28,39.57,38.598,35.705499999999994
2024-02-29,43.04,39.76,36.221000000000004
2024-03-01,45.31,41.44,36.821
2024-03-04,44.47,42.372,37.3395
2024-03-05,37.84,42.046,37.474000000000004
2024-03-06,39.94,42.12,37.7625
2024-03-07,39.37,41.386,37.958
2024-03-08,40.57,40.438,38.147000000000006
2024-03-11,40.87,39.718,38.365
2024-03-12,41.14,40.378,38.6815
2024-03-13,40.29,40.448,39.0735
2024-03-14,39.69,40.512,39.282500000000006
2024-03-15,35.76,39.55,39.2415
2024-03-18,38.46,39.068,39.378
2024-03-19,38.89,38.618,39.599999999999994
2024-03-20,40.97,38.754000000000005,39.980000000000004
2024-03-21,42.0,39.215999999999994,40.2185
2024-03-22,41.72,40.408,40.459
2024-03-25,40.96,40.908,40.5165
2024-03-26,40.85,41.3,40.585499999999996
2024-03-27,38.83,40.872,40.548500000000004
2024-03-28,38.74,40.22,40.3335
2024-04-01,38.56,39.588,39.995999999999995
2024-04-02,39.34,39.263999999999996,39.7395
2024-04-03,39.67,39.028000000000006,39.831
2024-04-04,34.9,38.242,39.579
2024-04-05,38.4,38.174,39.5305
2024-04-08,38.32,38.126,39.41799999999999
2024-04-09,38.61,37.980000000000004,39.30499999999999
2024-04-10,37.36,37.517999999999994,39.116
2024-04-11,37.15,37.968,38.958999999999996
2024-04-12,34.97,37.282,38.723
2024-04-15,25.28,34.67399999999999,38.199
2024-04-16,27.33,32.418,37.6425
2024-04-17,26.83,30.312,37.039500000000004
2024-04-18,24.83,27.847999999999995,36.2325
2024-04-19,24.13,25.679999999999996,35.339
2024-04-22,25.69,25.762,34.5375
2024-04-23,26.99,25.694,33.839
2024-04-24,26.77,25.682,33.135000000000005
2024-04-25,25.38,25.792,32.4625
