Date,rate_MSFT,rate_MSFT_5D,rate_MSFT_20D,rate_VOO,rate_VOO_5D,rate_VOO_20D
2022-11-02,-24.46,-21.976,-20.211499999999997,-15.11,-13.568000000000001,-16.0925
2022-11-03,-26.38,-22.686,-20.719,-15.97,-13.892000000000001,-16.095999999999997
2022-11-04,-24.03,-23.54,-20.904,-14.8,-14.372,-15.927000000000001
2022-11-07,-21.91,-23.718,-20.901500000000002,-14.03,-14.581999999999999,-15.690000000000001
2022-11-08,-21.57,-23.669999999999998,-20.818,-13.57,-14.696000000000002,-15.4035
2022-11-09,-23.03,-23.384,-20.813,-15.28,-14.73,-15.1905
2022-11-10,-16.85,-21.478,-20.6405,-10.81,-13.697999999999999,-14.857
2022-11-11,-15.47,-19.766000000000002,-20.304499999999997,-9.98,-12.734,-14.391
2022-11-14,-17.33,-18.85,-20.211000000000002,-10.68,-12.064,-14.060500000000001
2022-11-15,-17.18,-17.972,-20.125999999999998,-9.96,-11.342,-13.741499999999998
2022-11-16,-17.27,-16.82,-20.0115,-10.63,-10.412,-13.4275
2022-11-17,-17.28,-16.906,-19.892,-10.88,-10.426,-13.093
2022-11-18,-17.44,-17.3,-19.881,-10.49,-10.528,-12.836000000000002
2022-11-21,-17.16,-17.266,-19.942500000000003,-10.8,-10.552000000000001,-12.6445
2022-11-22,-16.15,-17.060000000000002,-20.011,-9.64,-10.488000000000001,-12.463
2022-11-23,-15.29,-16.663999999999998,-19.711000000000002,-9.09,-10.180000000000001,-12.2225
2022-11-25,-15.32,-16.272,-19.3355,-9.1,-9.824,-11.96
2022-11-28,-17.26,-16.236,-19.2105,-10.5,-9.825999999999999,-11.865
2022-11-29,-17.74,-16.352,-19.0465,-10.66,-9.798,-11.749
2022-11-30,-12.73,-15.668000000000001,-18.5925,-7.97,-9.464,-11.4975
2022-12-01,-12.58,-15.126000000000001,-17.9985,-7.76,-9.198,-11.129999999999999
2022-12-02,-12.47,-14.556000000000001,-17.303000000000004,-7.89,-8.956,-10.725999999999999
2022-12-05,-14.06,-13.916,-16.8045,-9.46,-8.748000000000001,-10.459
2022-12-06,-15.77,-13.522,-16.4975,-10.72,-8.76,-10.2935
2022-12-07,-16.02,-14.180000000000001,-16.22,-10.89,-9.344,-10.1595
2022-12-08,-15.0,-14.663999999999998,-15.8185,-10.21,-9.834,-9.906000000000002
2022-12-09,-15.67,-15.303999999999998,-15.7595,-10.84,-10.424000000000001,-9.9075
2022-12-12,-13.28,-15.148,-15.65,-9.61,-10.454,-9.889
2022-12-13,-11.79,-14.351999999999999,-15.373,-8.96,-10.102,-9.803
2022-12-14,-11.69,-13.485999999999999,-15.098499999999998,-9.5,-9.824000000000002,-9.780000000000001
2022-12-15,-14.47,-13.38,-14.958499999999997,-11.68,-10.118,-9.8325
2022-12-16,-15.94,-13.434000000000001,-14.891500000000002,-12.71,-10.492,-9.924
2022-12-19,-17.37,-14.251999999999999,-14.888,-13.44,-11.258,-10.0715
2022-12-20,-16.92,-15.278000000000002,-14.876,-13.72,-12.209999999999999,-10.2175
2022-12-21,-16.02,-16.144000000000002,-14.869500000000002,-12.46,-12.802000000000001,-10.3585
2022-12-22,-18.14,-16.878,-15.012,-13.66,-13.197999999999999,-10.587
2022-12-23,-17.96,-17.282,-15.144,-13.19,-13.294,-10.7915
2022-12-27,-18.56,-17.52,-15.209,-13.52,-13.309999999999999,-10.942499999999999
2022-12-28,-19.38,-18.012,-15.291,-14.56,-13.478,-11.1375
2022-12-29,-17.18,-18.244,-15.513499999999999,-13.08,-13.602,-11.392999999999999
2022-12-30,-17.59,-18.133999999999997,-15.764,-13.31,-13.532,-11.6705
2023-01-03,-17.26,-17.994,-16.0035,-13.32,-13.558000000000002,-11.942
2023-01-04,-20.79,-18.44,-16.339999999999996,-12.72,-13.398000000000001,-12.105
2023-01-05,-23.11,-19.186,-16.707,-13.65,-13.216,-12.2515
2023-01-06,-22.21,-20.192,-17.0165,-11.74,-12.948000000000002,-12.294
2023-01-09,-21.47,-20.968,-17.34,-11.8,-12.646,-12.3735
2023-01-10,-20.88,-21.692,-17.6005,-11.18,-12.218,-12.3905
2023-01-11,-18.52,-21.238,-17.8625,-10.08,-11.690000000000001,-12.414
2023-01-12,-17.59,-20.133999999999997,-18.1525,-9.75,-10.91,-12.4535
2023-01-13,-17.35,-19.162,-18.435499999999998,-9.41,-10.444,-12.449
2023-01-17,-16.97,-18.262,-18.5605,-9.54,-9.992,-12.342
2023-01-18,-18.51,-17.788000000000004,-18.689,-10.98,-9.952,-12.255500000000001
2023-01-19,-19.83,-18.05,-18.811999999999998,-11.6,-10.256,-12.1635
2023-01-20,-17.01,-17.933999999999997,-18.8165,-10.01,-10.308,-11.978
2023-01-23,-16.21,-17.706,-18.826,-8.94,-10.213999999999999,-11.802
2023-01-24,-16.39,-17.59,-18.7385,-9.04,-10.113999999999999,-11.571000000000002
2023-01-25,-16.88,-17.264,-18.6845,-9.01,-9.72,-11.362
2023-01-26,-14.36,-16.169999999999998,-18.4745,-8.06,-9.012,-11.089
2023-01-27,-14.31,-15.63,-18.221,-7.8,-8.57,-10.751
2023-01-30,-16.16,-15.62,-18.169999999999998,-8.93,-8.568,-10.5435
2023-01-31,-14.43,-15.228,-18.011999999999997,-7.66,-8.291999999999998,-10.261
2023-02-01,-12.46,-14.344,-17.772,-6.52,-7.794,-9.921
2023-02-02,-8.51,-13.174000000000001,-17.158,-5.25,-7.231999999999999,-9.5475
2023-02-03,-10.59,-12.430000000000001,-16.532,-6.21,-6.914,-9.175500000000001
2023-02-06,-11.12,-11.422,-15.977500000000001,-6.73,-6.473999999999999,-8.925
2023-02-07,-8.0,-10.136,-15.303999999999998,-5.74,-6.09,-8.622
2023-02-08,-8.24,-9.292,-14.672,-6.59,-6.104,-8.3925
2023-02-09,-9.14,-9.418000000000001,-14.203,-7.25,-6.5040000000000004,-8.251000000000001
2023-02-10,-9.29,-9.158,-13.788,-7.06,-6.6739999999999995,-8.1165
2023-02-13,-6.91,-8.315999999999999,-13.266000000000002,-6.18,-6.564,-7.955
2023-02-14,-6.68,-8.052,-12.7515,-6.21,-6.6579999999999995,-7.788500000000001
2023-02-15,-7.45,-7.894,-12.1985,-5.96,-6.531999999999999,-7.5375
2023-02-16,-9.39,-7.944,-11.6765,-6.98,-6.478,-7.3065
2023-02-17,-10.5,-8.186,-11.351,-7.17,-6.5,-7.164500000000001
2023-02-21,-11.95,-9.193999999999999,-11.138,-8.6,-6.984,-7.147500000000001
2023-02-22,-12.27,-10.312000000000001,-10.932,-8.69,-7.4799999999999995,-7.13
2023-02-23,-11.39,-11.1,-10.6575,-8.34,-7.956,-7.096500000000001
2023-02-24,-12.89,-11.8,-10.584,-9.1,-8.379999999999999,-7.1485
2023-02-27,-12.63,-12.226,-10.5,-8.85,-8.716,-7.2010000000000005
2023-02-28,-12.86,-12.408000000000001,-10.334999999999999,-9.16,-8.828,-7.2125
2023-03-01,-13.52,-12.658,-10.2895,-9.24,-8.937999999999999,-7.291500000000001
2023-03-02,-12.06,-12.792,-10.269499999999999,-8.66,-9.001999999999999,-7.3985
2023-03-03,-10.8,-12.374,-10.384,-7.41,-8.663999999999998,-7.5065
2023-03-06,-10.33,-11.914,-10.370999999999999,-7.32,-8.358,-7.561999999999999
2023-03-07,-11.21,-11.584,-10.3755,-8.65,-8.256,-7.6579999999999995
2023-03-08,-11.36,-11.152000000000001,-10.543499999999998,-8.52,-8.112,-7.797
2023-03-09,-11.8,-11.1,-10.7215,-10.08,-8.396,-7.971499999999999
2023-03-10,-13.02,-11.544,-10.9155,-11.27,-9.168000000000001,-8.1725
2023-03-13,-11.28,-11.734,-11.015,-11.41,-9.985999999999999,-8.389999999999999
2023-03-14,-8.97,-11.286,-11.118,-10.0,-10.256,-8.581
2023-03-15,-7.41,-10.495999999999999,-11.1545,-10.53,-10.658,-8.797
2023-03-16,-3.79,-8.894,-10.9715,-9.06,-10.453999999999999,-8.952
2023-03-17,-2.7,-6.83,-10.637,-10.02,-10.203999999999999,-9.104000000000001
2023-03-20,-5.12,-5.598000000000001,-10.367999999999999,-9.23,-9.768,-9.206999999999999
2023-03-21,-4.59,-4.722,-10.0,-8.08,-9.384,-9.181000000000001
2023-03-22,-5.1,-4.26,-9.641499999999999,-9.56,-9.190000000000001,-9.2245
2023-03-23,-3.27,-4.156,-9.2355,-9.35,-9.248000000000001,-9.275
2023-03-24,-2.27,-4.07,-8.7045,-9.13,-9.069999999999999,-9.2765
2023-03-27,-3.7,-3.786,-8.258,-8.98,-9.02,-9.283
2023-03-28,-4.1,-3.6879999999999997,-7.82,-9.14,-9.232000000000001,-9.282
2023-03-29,-2.28,-3.124,-7.258,-7.87,-8.894,-9.2135
2023-03-30,-1.06,-2.682,-6.708,-7.33,-8.49,-9.147
2023-03-31,0.41,-2.146,-6.1475,-6.05,-7.8740000000000006,-9.079
2023-04-03,0.04,-1.398,-5.6290000000000004,-5.56,-7.19,-8.991000000000001
2023-04-04,0.02,-0.574,-5.0675,-6.08,-6.578,-8.8625
2023-04-05,-0.94,-0.306,-4.5465,-6.3,-6.264,-8.7515
2023-04-06,1.53,0.21200000000000002,-3.88,-5.95,-5.988,-8.545
2023-04-10,0.78,0.28600000000000003,-3.1900000000000004,-5.85,-5.9479999999999995,-8.274
2023-04-11,-1.48,-0.01799999999999997,-2.7,-5.84,-6.004,-7.9955
2023-04-12,-1.25,-0.27199999999999996,-2.314,-6.21,-6.029999999999999,-7.806
2023-04-13,0.93,0.10200000000000002,-1.8969999999999998,-5.01,-5.772,-7.529999999999999
2023-04-14,-0.34,-0.272,-1.7245000000000001,-5.2,-5.622,-7.337000000000001
2023-04-17,0.57,-0.31399999999999995,-1.561,-4.88,-5.428,-7.08
2023-04-18,0.45,0.07200000000000004,-1.2825,-4.82,-5.224,-6.8595
2023-04-19,0.47,0.41600000000000004,-1.0295,-4.83,-4.948,-6.697
