Date,rate_HON_5D,rate_HON_20D,rate_VOO_5D,rate_VOO_20D
2022-03-30,-4.228,-7.3375,-1.688,-5.4055
2022-03-31,-4.24,-7.164999999999999,-1.636,-5.2325
2022-04-01,-4.382,-6.9485,-1.614,-5.0075
2022-04-04,-4.456,-6.609999999999999,-1.566,-4.6135
2022-04-05,-4.802,-6.3545,-1.9939999999999998,-4.2455
2022-04-06,-5.054,-6.150499999999999,-2.4899999999999998,-4.0395
2022-04-07,-5.202,-5.9435,-2.596,-3.79
2022-04-08,-5.76,-5.747,-2.814,-3.496
2022-04-11,-6.404000000000001,-5.593999999999999,-3.5120000000000005,-3.2510000000000003
2022-04-12,-6.654000000000001,-5.5095,-4.044,-3.119
2022-04-13,-6.531999999999999,-5.41,-4.176,-3.0345
2022-04-14,-6.292,-5.324,-4.630000000000001,-3.063
2022-04-18,-6.108,-5.379,-5.034000000000001,-3.1420000000000003
2022-04-19,-5.345999999999999,-5.2700000000000005,-4.822000000000001,-3.1475
2022-04-20,-4.83,-5.2295,-4.556,-3.211
2022-04-21,-4.723999999999999,-5.1345,-4.7780000000000005,-3.283
2022-04-22,-5.16,-5.2235,-5.276,-3.5345
2022-04-25,-5.184,-5.358499999999999,-5.680000000000001,-3.7855000000000003
2022-04-26,-6.102,-5.577,-6.894,-4.1985
2022-04-27,-7.066,-5.837999999999999,-8.05,-4.661
2022-04-28,-7.646000000000001,-5.989,-8.485999999999999,-4.9825
2022-04-29,-7.37,-6.006,-9.08,-5.3955
2022-05-02,-6.859999999999999,-5.978,-9.604,-5.7829999999999995
2022-05-03,-5.934,-5.9464999999999995,-9.538,-6.1915
2022-05-04,-4.044,-5.6485,-8.99,-6.410000000000001
2022-05-05,-3.2560000000000002,-5.5395,-9.512,-6.7379999999999995
2022-05-06,-3.0460000000000003,-5.4670000000000005,-9.48,-7.1165
2022-05-09,-3.3239999999999994,-5.369,-10.168,-7.6215
2022-05-10,-3.54,-5.2305,-10.888,-8.0355
2022-05-11,-4.856,-5.199,-12.406,-8.500499999999999
2022-05-12,-5.328,-5.2385,-13.308000000000002,-9.021
2022-05-13,-5.508,-5.271,-13.709999999999999,-9.3865
2022-05-16,-5.508000000000001,-5.218999999999999,-13.622,-9.7685
2022-05-17,-5.093999999999999,-5.1674999999999995,-13.236,-10.139
2022-05-18,-4.9159999999999995,-5.2204999999999995,-13.262,-10.677
2022-05-19,-4.942,-5.293,-13.388,-11.1735
2022-05-20,-5.308,-5.308,-13.901999999999997,-11.543000000000001
2022-05-23,-5.7299999999999995,-5.355500000000001,-14.040000000000001,-11.8585
2022-05-24,-6.608,-5.2940000000000005,-14.64,-12.075500000000002
2022-05-25,-6.94,-5.189,-14.416,-12.2685
2022-05-26,-6.896000000000001,-5.1055,-13.745999999999999,-12.4885
2022-05-27,-6.258,-5.029999999999999,-12.65,-12.435500000000001
2022-05-31,-5.868,-5.1075,-11.966,-12.449
2022-06-01,-5.644,-5.221500000000001,-11.245999999999999,-12.502500000000001
2022-06-02,-4.978,-5.4225,-10.34,-12.606
2022-06-03,-4.784000000000001,-5.4875,-10.056000000000001,-12.624500000000001
2022-06-06,-4.867999999999999,-5.4855,-10.154,-12.604
2022-06-07,-4.452,-5.3895,-9.982,-12.4025
2022-06-08,-4.206,-5.388,-9.918000000000001,-12.26
2022-06-09,-4.692,-5.3815,-10.59,-12.152
2022-06-10,-5.517999999999999,-5.534999999999999,-11.475999999999999,-12.1665
2022-06-13,-6.56,-5.7485,-13.048000000000002,-12.438500000000001
2022-06-14,-7.947999999999999,-5.999499999999999,-14.831999999999999,-12.705
2022-06-15,-8.872,-6.3325000000000005,-16.194,-12.999500000000001
2022-06-16,-10.044,-6.663500000000001,-17.676,-13.255500000000001
2022-06-17,-10.68,-6.969500000000001,-18.614,-13.472999999999999
2022-06-21,-11.058000000000002,-7.186,-18.532,-13.596
2022-06-22,-11.594,-7.4655000000000005,-18.444,-13.806000000000001
2022-06-23,-12.6,-7.830500000000001,-18.416,-13.9435
2022-06-24,-12.588,-8.0755,-17.356,-13.9905
2022-06-27,-12.724,-8.426499999999999,-16.4,-14.136499999999998
2022-06-28,-13.166,-8.913,-16.184,-14.479499999999998
2022-06-29,-13.606,-9.4,-15.992,-14.8125
2022-06-30,-13.680000000000001,-9.839500000000001,-16.096,-15.156
2022-07-01,-14.078,-10.3505,-16.446,-15.517
2022-07-05,-14.594,-10.879,-16.706,-15.799000000000001
2022-07-06,-14.774000000000001,-11.3895,-16.55,-16.0785
2022-07-07,-14.632,-11.945,-16.096,-16.341
2022-07-08,-14.594,-12.4365,-15.524000000000001,-16.5575
2022-07-11,-14.806000000000001,-12.879,-15.395999999999997,-16.7185
2022-07-12,-14.66,-13.164499999999999,-15.447999999999999,-16.792
2022-07-13,-14.89,-13.472,-15.632,-16.7245
2022-07-14,-15.307999999999998,-13.785,-16.1,-16.658
2022-07-15,-15.36,-14.0585,-16.252000000000002,-16.572
2022-07-18,-15.545999999999998,-14.254499999999998,-16.352,-16.3875
2022-07-19,-15.191999999999998,-14.292499999999999,-15.857999999999999,-16.103
2022-07-20,-14.469999999999999,-14.325,-15.184000000000001,-15.8875
2022-07-21,-13.441999999999998,-14.247,-14.296000000000001,-15.620999999999999
2022-07-22,-12.596,-14.0575,-13.868,-15.434999999999999
2022-07-25,-11.588,-14.004499999999998,-13.288,-15.370499999999998
2022-07-26,-11.178,-13.906,-13.352,-15.341
2022-07-27,-10.65,-13.696000000000002,-13.086000000000002,-15.113
2022-07-28,-9.634,-13.254,-12.774,-14.8165
2022-07-29,-8.559999999999999,-12.7775,-12.053999999999998,-14.4245
2022-08-01,-7.482000000000001,-12.3555,-11.350000000000001,-14.0965
2022-08-02,-6.63,-11.915000000000001,-10.53,-13.797
2022-08-03,-5.822,-11.458,-9.94,-13.460500000000001
2022-08-04,-5.608,-10.998000000000001,-9.578,-13.187000000000001
2022-08-05,-5.604,-10.53,-9.496,-12.9175
2022-08-08,-5.46,-10.019,-9.425999999999998,-12.604000000000001
2022-08-09,-5.098,-9.5245,-9.319999999999999,-12.265
2022-08-10,-4.7,-8.9105,-9.162,-11.843
2022-08-11,-4.284,-8.242,-8.992,-11.41
2022-08-12,-3.696,-7.614,-8.581999999999999,-11.0
2022-08-15,-3.1399999999999997,-6.9174999999999995,-8.104000000000001,-10.542
2022-08-16,-2.5,-6.3515,-7.554,-10.189
2022-08-17,-2.1279999999999997,-5.825,-7.348000000000001,-9.884
2022-08-18,-1.7799999999999998,-5.3265,-7.104000000000001,-9.611999999999998
2022-08-19,-1.732,-4.898000000000001,-7.244,-9.344
2022-08-22,-2.02,-4.5255,-7.696,-9.144
2022-08-23,-2.418,-4.1615,-8.198,-8.9005
2022-08-24,-2.742,-3.848,-8.578,-8.757
2022-08-25,-2.958,-3.6575,-8.822,-8.623999999999999
2022-08-26,-3.5099999999999993,-3.6355000000000004,-9.31,-8.658
2022-08-29,-3.8599999999999994,-3.62,-9.620000000000001,-8.7115
2022-08-30,-4.303999999999999,-3.5799999999999996,-10.028,-8.774999999999999
2022-08-31,-4.851999999999999,-3.6055,-10.562,-8.9125
2022-09-01,-5.45,-3.618,-11.175999999999998,-9.0235
2022-09-02,-5.816,-3.6885000000000003,-11.492,-9.157
2022-09-06,-6.2219999999999995,-3.8104999999999998,-11.768,-9.297
2022-09-07,-6.232,-3.8634999999999997,-11.664,-9.361
2022-09-08,-6.268,-3.9974999999999996,-11.366,-9.4635
2022-09-09,-6.076,-4.066,-10.912,-9.503499999999999
2022-09-12,-5.61,-4.167,-10.162,-9.552
2022-09-13,-5.73,-4.458,-10.129999999999999,-9.803500000000001
2022-09-14,-6.609999999999999,-4.891,-10.290000000000001,-10.045
2022-09-15,-7.67,-5.383,-10.74,-10.311499999999999
2022-09-16,-9.032,-5.879,-11.57,-10.620000000000001
2022-09-19,-10.302,-6.3095,-12.453999999999999,-10.8545
2022-09-20,-11.062000000000001,-6.718500000000001,-12.774,-11.073
2022-09-21,-11.608,-7.1885,-13.45,-11.358
2022-09-22,-11.962,-7.688,-14.080000000000002,-11.687000000000001
2022-09-23,-12.541999999999998,-8.275,-14.851999999999999,-12.127500000000001
2022-09-26,-13.372,-8.775,-15.906,-12.503499999999999
2022-09-27,-14.044,-9.2645,-16.812,-12.871
2022-09-28,-14.084,-9.6335,-17.18,-13.146
2022-09-29,-14.392000000000001,-10.072999999999999,-17.748,-13.483500000000001
2022-09-30,-14.824000000000002,-10.618500000000001,-18.288,-13.905499999999998
2022-10-03,-14.464000000000002,-10.937000000000001,-18.168,-14.172500000000003
2022-10-04,-13.602,-11.1095,-17.518,-14.3085
2022-10-05,-13.146,-11.361999999999998,-17.14,-14.515
2022-10-06,-12.592,-11.654,-16.595999999999997,-14.791000000000002
2022-10-07,-12.088,-12.121500000000001,-16.264,-15.243500000000001
2022-10-10,-12.2,-12.5845,-16.554,-15.770500000000002
2022-10-11,-12.644,-12.838,-17.436,-16.135
2022-10-12,-13.134,-12.993,-18.338,-16.526999999999997
2022-10-13,-12.88,-12.9565,-18.654,-16.7695
2022-10-14,-12.608,-13.0155,-18.878,-17.070500000000003
2022-10-17,-12.1,-13.034,-18.582,-17.3025
2022-10-18,-11.478,-12.941999999999998,-17.99,-17.439
2022-10-19,-10.834,-12.799499999999998,-17.464,-17.530499999999996
2022-10-20,-10.825999999999999,-12.6725,-17.482,-17.619999999999997
2022-10-21,-9.966,-12.371500000000001,-16.747999999999998,-17.544500000000003
2022-10-24,-8.982,-11.9365,-16.216,-17.380000000000003
2022-10-25,-8.008,-11.433,-15.602,-17.1365
2022-10-26,-6.912000000000001,-11.006499999999999,-15.0,-16.9855
2022-10-27,-5.034,-10.333000000000002,-14.356,-16.772
2022-10-28,-2.8299999999999996,-9.373,-13.709999999999999,-16.4
2022-10-31,-1.126,-8.602,-13.38,-16.183
2022-11-01,0.2040000000000001,-7.9815,-13.325999999999999,-16.0885
2022-11-02,1.216,-7.416000000000001,-13.568000000000001,-16.0925
2022-11-03,1.9920000000000002,-6.687,-13.892000000000001,-16.095999999999997
2022-11-04,2.2619999999999996,-5.785500000000001,-14.372,-15.927000000000001
2022-11-07,2.81,-4.8495,-14.581999999999999,-15.690000000000001
2022-11-08,3.618,-3.9160000000000004,-14.696000000000002,-15.4035
2022-11-09,4.4079999999999995,-3.0305,-14.73,-15.1905
2022-11-10,5.4319999999999995,-2.109,-13.697999999999999,-14.857
2022-11-11,5.914,-1.155,-12.734,-14.391
2022-11-14,6.236,-0.26550000000000007,-12.064,-14.060500000000001
2022-11-15,6.642,0.6139999999999999,-11.342,-13.741499999999998
2022-11-16,7.178,1.4724999999999997,-10.412,-13.4275
2022-11-17,7.15,2.3850000000000002,-10.426,-13.093
2022-11-18,7.33,3.169,-10.528,-12.836000000000002
2022-11-21,7.686000000000002,3.9015,-10.552000000000001,-12.6445
2022-11-22,7.984,4.612,-10.488000000000001,-12.463
2022-11-23,8.437999999999999,5.3100000000000005,-10.180000000000001,-12.2225
2022-11-25,8.936000000000002,5.8774999999999995,-9.824,-11.96
2022-11-28,9.072,6.1445,-9.825999999999999,-11.865
2022-11-29,9.08,6.453,-9.798,-11.749
2022-11-30,9.128,6.843000000000001,-9.464,-11.4975
2022-12-01,8.95,7.2435,-9.198,-11.129999999999999
2022-12-02,8.806000000000001,7.581,-8.956,-10.725999999999999
2022-12-05,8.754000000000001,7.7675,-8.748000000000001,-10.459
2022-12-06,8.414000000000001,7.854000000000001,-8.76,-10.2935
2022-12-07,7.87,7.906000000000001,-9.344,-10.1595
2022-12-08,7.531999999999999,8.0245,-9.834,-9.906000000000002
2022-12-09,6.912000000000001,7.950999999999999,-10.424000000000001,-9.9075
2022-12-12,6.814,7.9925000000000015,-10.454,-9.889
2022-12-13,6.973999999999999,8.0385,-10.102,-9.803
2022-12-14,7.087999999999999,8.0175,-9.824000000000002,-9.780000000000001
2022-12-15,6.667999999999999,7.897,-10.118,-9.8325
2022-12-16,6.473999999999999,7.781999999999999,-10.492,-9.924
2022-12-19,5.994,7.658500000000001,-11.258,-10.0715
2022-12-20,5.672,7.534999999999999,-12.209999999999999,-10.2175
2022-12-21,5.7219999999999995,7.452000000000001,-12.802000000000001,-10.3585
2022-12-22,6.044,7.2985,-13.197999999999999,-10.587
2022-12-23,6.444,7.159000000000001,-13.294,-10.7915
2022-12-27,6.974000000000001,7.133999999999999,-13.309999999999999,-10.942499999999999
2022-12-28,7.042,7.025499999999999,-13.478,-11.1375
2022-12-29,7.008,6.922,-13.602,-11.392999999999999
2022-12-30,7.2,6.861,-13.532,-11.6705
2023-01-03,7.206,6.759,-13.558000000000002,-11.942
2023-01-04,6.702,6.6209999999999996,-13.398000000000001,-12.105
2023-01-05,5.912,6.4,-13.216,-12.2515
2023-01-06,5.448,6.3165,-12.948000000000002,-12.294
2023-01-09,5.068,6.244999999999999,-12.646,-12.3735
2023-01-10,4.788,6.228,-12.218,-12.3905
2023-01-11,5.016,6.1715,-11.690000000000001,-12.414
2023-01-12,6.156000000000001,6.195500000000001,-10.91,-12.4535
2023-01-13,6.786,6.2410000000000005,-10.444,-12.449
2023-01-17,6.942,6.3135,-9.992,-12.342
2023-01-18,6.238,6.1690000000000005,-9.952,-12.255500000000001
2023-01-19,5.082000000000001,5.9435,-10.256,-12.1635
2023-01-20,3.696,5.701499999999999,-10.308,-11.978
2023-01-23,2.4899999999999998,5.433,-10.213999999999999,-11.802
2023-01-24,1.9619999999999997,5.293,-10.113999999999999,-11.571000000000002
2023-01-25,2.202,5.108499999999999,-9.72,-11.362
2023-01-26,3.064,4.965999999999999,-9.012,-11.089
2023-01-27,3.6700000000000004,4.8585,-8.57,-10.751
2023-01-30,3.8,4.631,-8.568,-10.5435
2023-01-31,3.9539999999999997,4.4815,-8.291999999999998,-10.261
2023-02-01,3.944,4.293,-7.794,-9.921
2023-02-02,3.7319999999999993,4.2235000000000005,-7.231999999999999,-9.5475
2023-02-03,3.1859999999999995,4.177,-6.914,-9.175500000000001
2023-02-06,3.004,4.0200000000000005,-6.473999999999999,-8.925
2023-02-07,2.694,3.8880000000000003,-6.09,-8.622
2023-02-08,2.2560000000000002,3.6599999999999993,-6.104,-8.3925
2023-02-09,1.4579999999999997,3.3339999999999996,-6.5040000000000004,-8.251000000000001
2023-02-10,1.238,2.9475,-6.6739999999999995,-8.1165
2023-02-13,1.172,2.6165000000000003,-6.564,-7.955
2023-02-14,0.732,2.3354999999999997,-6.6579999999999995,-7.788500000000001
2023-02-15,0.6799999999999999,2.2704999999999997,-6.531999999999999,-7.5375
2023-02-16,0.692,2.2365,-6.478,-7.3065
2023-02-17,0.784,2.2195,-6.5,-7.164500000000001
2023-02-21,0.13200000000000003,2.027,-6.984,-7.147500000000001
2023-02-22,-0.41200000000000003,1.7420000000000002,-7.4799999999999995,-7.13
2023-02-23,-1.0719999999999998,1.452,-7.956,-7.096500000000001
2023-02-24,-1.7939999999999998,1.0219999999999998,-8.379999999999999,-7.1485
2023-02-27,-2.68,0.6319999999999999,-8.716,-7.2010000000000005
2023-02-28,-3.2019999999999995,0.27649999999999997,-8.828,-7.2125
2023-03-01,-3.444,-0.10750000000000001,-8.937999999999999,-7.291500000000001
2023-03-02,-3.4879999999999995,-0.406,-9.001999999999999,-7.3985
2023-03-03,-3.008,-0.663,-8.663999999999998,-7.5065
2023-03-06,-2.5460000000000003,-0.8009999999999999,-8.358,-7.561999999999999
2023-03-07,-2.128,-1.0065,-8.256,-7.6579999999999995
2023-03-08,-1.8679999999999999,-1.2479999999999998,-8.112,-7.797
2023-03-09,-2.026,-1.4765000000000001,-8.396,-7.971499999999999
2023-03-10,-2.37,-1.6199999999999999,-9.168000000000001,-8.1725
2023-03-13,-2.758,-1.8,-9.985999999999999,-8.389999999999999
2023-03-14,-3.018,-2.054,-10.256,-8.581
2023-03-15,-3.754,-2.3695,-10.658,-8.797
2023-03-16,-4.1240000000000006,-2.6775,-10.453999999999999,-8.952
2023-03-17,-4.982,-3.0385,-10.203999999999999,-9.104000000000001
2023-03-20,-5.3,-3.321,-9.768,-9.206999999999999
2023-03-21,-5.478,-3.4564999999999997,-9.384,-9.181000000000001
2023-03-22,-5.574,-3.66,-9.190000000000001,-9.2245
2023-03-23,-5.794,-3.8579999999999997,-9.248000000000001,-9.275
2023-03-24,-5.4479999999999995,-3.9520000000000004,-9.069999999999999,-9.2765
2023-03-27,-5.636,-4.0600000000000005,-9.02,-9.283
2023-03-28,-5.96,-4.146,-9.232000000000001,-9.282
2023-03-29,-5.7700000000000005,-4.2415,-8.894,-9.2135
2023-03-30,-5.5520000000000005,-4.3740000000000006,-8.49,-9.147
2023-03-31,-5.256,-4.514,-7.8740000000000006,-9.079
2023-04-03,-4.715999999999999,-4.6025,-7.19,-8.991000000000001
2023-04-04,-4.398000000000001,-4.713500000000001,-6.578,-8.8625
2023-04-05,-4.345999999999999,-4.861,-6.264,-8.7515
2023-04-06,-4.196,-4.9165,-5.988,-8.545
2023-04-10,-4.126,-4.953,-5.9479999999999995,-8.274
2023-04-11,-4.234,-4.971500000000001,-6.004,-7.9955
2023-04-12,-4.008,-4.961,-6.029999999999999,-7.806
2023-04-13,-3.368,-4.7645,-5.772,-7.529999999999999
2023-04-14,-2.7660000000000005,-4.577,-5.622,-7.337000000000001
2023-04-17,-2.154,-4.246,-5.428,-7.08
2023-04-18,-1.684,-4.067500000000001,-5.224,-6.8595
2023-04-19,-1.23,-3.899,-4.948,-6.697
2023-04-20,-1.1460000000000001,-3.6575,-5.018000000000001,-6.487
2023-04-21,-1.1940000000000002,-3.4270000000000005,-5.037999999999999,-6.2845
2023-04-24,-1.302,-3.2095,-5.098000000000001,-6.087
2023-04-25,-1.4,-3.0085,-5.42,-5.9595
2023-04-26,-2.088,-2.931,-5.8100000000000005,-5.841500000000001
2023-04-27,-1.9039999999999995,-2.691,-5.786,-5.71
2023-04-28,-1.5279999999999998,-2.4210000000000003,-5.638,-5.5715
2023-05-01,-1.162,-2.1860000000000004,-5.504,-5.4944999999999995
2023-05-02,-0.9319999999999997,-2.0625,-5.316,-5.4910000000000005
2023-05-03,-0.22999999999999982,-1.889,-5.176,-5.4910000000000005
2023-05-04,-0.46399999999999986,-1.7205,-5.47,-5.5115
2023-05-05,-0.6059999999999999,-1.5235,-5.588,-5.471500000000001
2023-05-08,-0.952,-1.3925,-5.708,-5.4345
2023-05-09,-1.0639999999999998,-1.27,-5.71,-5.4174999999999995
2023-05-10,-1.1239999999999999,-1.1680000000000001,-5.514,-5.362
2023-05-11,-1.3479999999999999,-1.2155,-5.218000000000001,-5.372999999999999
2023-05-12,-1.8239999999999998,-1.2879999999999998,-5.258,-5.3805000000000005
2023-05-15,-2.086,-1.3755000000000002,-5.244,-5.3885
2023-05-16,-2.634,-1.5075,-5.274,-5.430000000000001
2023-05-17,-2.764,-1.5515,-5.166,-5.416500000000001
2023-05-18,-2.338,-1.5135,-4.85,-5.331
2023-05-19,-1.9659999999999997,-1.481,-4.54,-5.255999999999999
2023-05-22,-1.706,-1.4765000000000001,-4.28,-5.184
2023-05-23,-1.3699999999999999,-1.5,-4.109999999999999,-5.1025
2023-05-24,-1.7839999999999996,-1.4754999999999998,-4.3,-5.039
2023-05-25,-2.38,-1.6324999999999998,-4.51,-5.012
2023-05-26,-2.7379999999999995,-1.7835,-4.446,-4.958
2023-05-30,-2.9739999999999993,-1.9294999999999998,-4.388,-4.905
2023-05-31,-3.3099999999999996,-2.0945,-4.220000000000001,-4.8285
2023-06-01,-3.0999999999999996,-2.193,-3.716,-4.674
2023-06-02,-2.4379999999999997,-2.1260000000000003,-3.096,-4.4185
2023-06-05,-2.09,-2.1544999999999996,-2.758,-4.250500000000001
2023-06-06,-1.904,-2.1675,-2.386,-4.0745
2023-06-07,-1.22,-2.1334999999999997,-1.9760000000000002,-3.8950000000000005
2023-06-08,-0.7959999999999998,-2.111,-1.6440000000000001,-3.7065000000000006
2023-06-09,-0.8899999999999999,-2.0115,-1.558,-3.5035000000000003
2023-06-12,-0.7579999999999998,-1.8880000000000003,-1.254,-3.2495
2023-06-13,-0.28399999999999986,-1.7169999999999999,-0.86,-2.9785
2023-06-14,-0.07199999999999981,-1.4929999999999999,-0.388,-2.6735
2023-06-15,0.48400000000000015,-1.299,0.22200000000000003,-2.3594999999999997
2023-06-16,0.9900000000000002,-1.1795,0.7260000000000001,-2.1095
2023-06-20,1.1800000000000002,-1.1015000000000001,0.958,-1.875
2023-06-21,1.2500000000000002,-0.978,0.9520000000000002,-1.6705
2023-06-22,1.262,-0.835,1.004,-1.395
2023-06-23,0.9000000000000001,-0.628,0.652,-1.1215
2023-06-26,0.8620000000000001,-0.36900000000000005,0.292,-0.909
2023-06-27,1.1560000000000001,-0.12800000000000003,0.242,-0.7030000000000001
2023-06-28,1.2260000000000002,0.072,0.30999999999999994,-0.496
2023-06-29,1.8080000000000003,0.4445,0.304,-0.26400000000000007
2023-06-30,2.5460000000000003,0.7835,0.682,-0.022
2023-07-03,3.0980000000000003,1.0150000000000001,1.1720000000000002,0.158
2023-07-05,3.3899999999999997,1.242,1.4,0.3365
2023-07-06,3.5260000000000007,1.4295,1.456,0.46449999999999997
2023-07-07,3.192,1.5475,1.468,0.597
2023-07-10,3.1980000000000004,1.782,1.3,0.7140000000000001
2023-07-11,3.2260000000000004,2.044,1.23,0.8550000000000001
2023-07-12,3.4200000000000004,2.2865,1.3619999999999999,0.9904999999999999
2023-07-13,3.87,2.468,1.8199999999999998,1.1345
2023-07-14,4.178,2.6100000000000003,2.308,1.2710000000000001
2023-07-17,4.214,2.7145,2.812,1.3615
2023-07-18,3.936000000000001,2.7805,3.344,1.5095
2023-07-19,3.6680000000000006,2.9085,3.7619999999999996,1.6915
2023-07-20,3.6060000000000003,3.057,3.882,1.8669999999999998
2023-07-21,3.8120000000000003,3.2475,4.0200000000000005,2.025
2023-07-24,3.904000000000001,3.4655,4.1739999999999995,2.242
2023-07-25,4.258000000000001,3.6295,4.224,2.4925
2023-07-26,4.494000000000001,3.743,4.234,2.6895
2023-07-27,3.4480000000000004,3.6125,4.26,2.8545000000000003
2023-07-28,2.24,3.3555,4.454,3.0625
2023-07-31,0.8820000000000003,3.0495,4.595999999999999,3.2205
2023-08-01,-0.5599999999999996,2.7150000000000003,4.616,3.3534999999999995
2023-08-02,-1.9299999999999997,2.413,4.406000000000001,3.441
2023-08-03,-2.4619999999999993,2.1155,4.27,3.558
2023-08-04,-3.0039999999999996,1.8064999999999998,3.886,3.6670000000000003
2023-08-07,-3.4159999999999995,1.3960000000000001,3.6100000000000003,3.7979999999999996
2023-08-08,-3.9199999999999995,0.9285,3.342,3.8815
2023-08-09,-4.252,0.4950000000000001,3.2060000000000004,3.9019999999999997
2023-08-10,-4.4,0.04800000000000004,3.1220000000000003,3.8835
2023-08-11,-4.286,-0.3095,3.104,3.8659999999999997
2023-08-14,-4.292,-0.7304999999999999,3.024,3.851
2023-08-15,-4.272,-1.1235,2.848,3.7574999999999994
2023-08-16,-4.459999999999999,-1.537,2.666,3.6279999999999992
2023-08-17,-4.644,-2.0145000000000004,2.366,3.5044999999999993
2023-08-18,-4.93,-2.495,2.09,3.3835
2023-08-21,-5.106,-2.9829999999999997,1.8239999999999998,3.2634999999999996
2023-08-22,-5.228,-3.4949999999999997,1.6780000000000002,3.1209999999999996
2023-08-23,-5.188,-3.9574999999999996,1.7759999999999998,3.0134999999999996
2023-08-24,-5.242,-4.186999999999999,1.8039999999999998,2.8905
2023-08-25,-5.26,-4.37,1.908,2.747
2023-08-28,-5.1979999999999995,-4.503,2.0100000000000002,2.617
2023-08-29,-4.959999999999999,-4.595,2.3440000000000003,2.553
2023-08-30,-4.859999999999999,-4.6899999999999995,2.59,2.5595
2023-08-31,-4.6739999999999995,-4.74,3.0,2.573
2023-09-01,-4.516,-4.748,3.336,2.6094999999999997
2023-09-05,-4.6419999999999995,-4.8095,3.524,2.5955
2023-09-06,-4.9799999999999995,-4.86,3.4,2.5675
2023-09-07,-5.287999999999999,-4.949,3.166,2.5495
2023-09-08,-5.514,-5.0184999999999995,2.974,2.5360000000000005
