Date,rate_DHR_5D,rate_DHR_20D,rate_VOO_5D,rate_VOO_20D
2022-03-31,-2.5340000000000003,-6.8885000000000005,-1.636,-5.2325
2022-04-01,-2.2439999999999998,-6.5685,-1.614,-5.0075
2022-04-04,-2.368,-6.138,-1.566,-4.6135
2022-04-05,-2.9,-5.6455,-1.9939999999999998,-4.2455
2022-04-06,-3.404,-5.242,-2.4899999999999998,-4.0395
2022-04-07,-2.972,-4.654999999999999,-2.596,-3.79
2022-04-08,-2.4739999999999998,-4.0525,-2.814,-3.496
2022-04-11,-2.3519999999999994,-3.6529999999999996,-3.5120000000000005,-3.2510000000000003
2022-04-12,-2.79,-3.4895000000000005,-4.044,-3.119
2022-04-13,-3.16,-3.3909999999999996,-4.176,-3.0345
2022-04-14,-4.646,-3.46,-4.630000000000001,-3.063
2022-04-18,-6.234,-3.7359999999999998,-5.034000000000001,-3.1420000000000003
2022-04-19,-7.418000000000001,-3.9964999999999997,-4.822000000000001,-3.1475
2022-04-20,-7.442,-4.2135,-4.556,-3.211
2022-04-21,-7.802,-4.3365,-4.7780000000000005,-3.283
2022-04-22,-8.618,-4.692500000000001,-5.276,-3.5345
2022-04-25,-9.578,-5.1325,-5.680000000000001,-3.7855000000000003
2022-04-26,-11.034,-5.793,-6.894,-4.1985
2022-04-27,-12.882,-6.5035,-8.05,-4.661
2022-04-28,-14.280000000000001,-7.161500000000001,-8.485999999999999,-4.9825
2022-04-29,-15.163999999999998,-7.85,-9.08,-5.3955
2022-05-02,-15.724,-8.502500000000001,-9.604,-5.7829999999999995
2022-05-03,-15.790000000000001,-9.148500000000002,-9.538,-6.1915
2022-05-04,-15.414000000000001,-9.632000000000001,-8.99,-6.410000000000001
2022-05-05,-15.656,-10.2245,-9.512,-6.7379999999999995
2022-05-06,-15.686000000000002,-11.0285,-9.48,-7.1165
2022-05-09,-16.412,-11.987,-10.168,-7.6215
2022-05-10,-16.938,-12.794999999999998,-10.888,-8.0355
2022-05-11,-18.212,-13.4875,-12.406,-8.500499999999999
2022-05-12,-19.016,-14.188500000000001,-13.308000000000002,-9.021
2022-05-13,-19.012,-14.62,-13.709999999999999,-9.3865
2022-05-16,-18.552,-15.0665,-13.622,-9.7685
2022-05-17,-17.990000000000002,-15.437999999999999,-13.236,-10.139
2022-05-18,-17.562,-16.0175,-13.262,-10.677
2022-05-19,-16.919999999999998,-16.468,-13.388,-11.1735
2022-05-20,-16.747999999999998,-16.6525,-13.901999999999997,-11.543000000000001
2022-05-23,-16.304000000000002,-16.747999999999998,-14.040000000000001,-11.8585
2022-05-24,-16.104,-16.705499999999997,-14.64,-12.075500000000002
2022-05-25,-15.662,-16.7125,-14.416,-12.2685
2022-05-26,-15.504,-16.774,-13.745999999999999,-12.4885
2022-05-27,-14.536000000000001,-16.4955,-12.65,-12.435500000000001
2022-05-31,-13.830000000000002,-16.2745,-11.966,-12.449
2022-06-01,-13.168000000000001,-16.05,-11.245999999999999,-12.502500000000001
2022-06-02,-11.594,-15.757500000000002,-10.34,-12.606
2022-06-03,-10.588,-15.507000000000001,-10.056000000000001,-12.624500000000001
2022-06-06,-10.709999999999999,-15.251499999999998,-10.154,-12.604
2022-06-07,-10.354,-14.76,-9.982,-12.4025
2022-06-08,-10.059999999999999,-14.330499999999997,-9.918000000000001,-12.26
2022-06-09,-11.022,-13.959999999999999,-10.59,-12.152
2022-06-10,-11.991999999999999,-13.751,-11.475999999999999,-12.1665
2022-06-13,-13.318000000000001,-13.828,-13.048000000000002,-12.438500000000001
2022-06-14,-15.040000000000001,-13.882,-14.831999999999999,-12.705
2022-06-15,-16.416,-13.937000000000001,-16.194,-12.999500000000001
2022-06-16,-17.608,-13.9715,-17.676,-13.255500000000001
2022-06-17,-18.466,-14.1375,-18.614,-13.472999999999999
2022-06-21,-18.462,-14.256499999999999,-18.532,-13.596
2022-06-22,-18.228,-14.363,-18.444,-13.806000000000001
2022-06-23,-17.546,-14.2975,-18.416,-13.9435
2022-06-24,-16.482,-14.176499999999999,-17.356,-13.9905
2022-06-27,-15.295999999999998,-14.0855,-16.4,-14.136499999999998
2022-06-28,-14.764,-14.3135,-16.184,-14.479499999999998
2022-06-29,-14.301999999999998,-14.481,-15.992,-14.8125
2022-06-30,-14.412,-14.608499999999998,-16.096,-15.156
2022-07-01,-14.26,-14.842999999999998,-16.446,-15.517
2022-07-05,-14.244,-14.999499999999998,-16.706,-15.799000000000001
2022-07-06,-13.626,-15.0425,-16.55,-16.0785
2022-07-07,-12.848000000000003,-15.104500000000002,-16.096,-16.341
2022-07-08,-12.092,-15.116500000000002,-15.524000000000001,-16.5575
2022-07-11,-11.606000000000002,-14.989,-15.395999999999997,-16.7185
2022-07-12,-11.796000000000001,-14.9505,-15.447999999999999,-16.792
2022-07-13,-12.394,-14.8115,-15.632,-16.7245
2022-07-14,-13.419999999999998,-14.6995,-16.1,-16.658
2022-07-15,-13.952000000000002,-14.500499999999999,-16.252000000000002,-16.572
2022-07-18,-15.168000000000001,-14.379,-16.352,-16.3875
2022-07-19,-14.964000000000002,-14.075,-15.857999999999999,-16.103
2022-07-20,-14.636000000000001,-13.855,-15.184000000000001,-15.8875
2022-07-21,-12.558000000000002,-13.282000000000002,-14.296000000000001,-15.620999999999999
2022-07-22,-11.354000000000001,-12.9525,-13.868,-15.434999999999999
2022-07-25,-9.600000000000001,-12.6585,-13.288,-15.370499999999998
2022-07-26,-8.218,-12.3055,-13.352,-15.341
2022-07-27,-6.614,-11.817499999999999,-13.086000000000002,-15.113
2022-07-28,-5.962000000000001,-11.197000000000001,-12.774,-14.8165
2022-07-29,-4.788,-10.5465,-12.053999999999998,-14.4245
2022-08-01,-3.804,-10.0445,-11.350000000000001,-14.0965
2022-08-02,-3.146,-9.531,-10.53,-13.797
2022-08-03,-2.578,-9.0555,-9.94,-13.460500000000001
2022-08-04,-2.584,-8.631,-9.578,-13.187000000000001
2022-08-05,-2.702,-8.199000000000002,-9.496,-12.9175
2022-08-08,-2.7479999999999998,-7.83,-9.425999999999998,-12.604000000000001
2022-08-09,-2.756,-7.271000000000001,-9.319999999999999,-12.265
2022-08-10,-2.6399999999999997,-6.617,-9.162,-11.843
2022-08-11,-2.5460000000000003,-5.9125000000000005,-8.992,-11.41
2022-08-12,-2.202,-5.2615,-8.581999999999999,-11.0
2022-08-15,-1.496,-4.412000000000001,-8.104000000000001,-10.542
2022-08-16,-0.792,-3.728,-7.554,-10.189
2022-08-17,-0.502,-3.0835,-7.348000000000001,-9.884
2022-08-18,-0.346,-2.8595,-7.104000000000001,-9.611999999999998
2022-08-19,-0.572,-2.566,-7.244,-9.344
2022-08-22,-1.2959999999999998,-2.336,-7.696,-9.144
2022-08-23,-2.024,-2.1795,-8.198,-8.9005
2022-08-24,-2.57,-2.0725,-8.578,-8.757
2022-08-25,-2.714,-2.0475000000000003,-8.822,-8.623999999999999
2022-08-26,-3.252,-2.182,-9.31,-8.658
2022-08-29,-3.6659999999999995,-2.3015,-9.620000000000001,-8.7115
2022-08-30,-4.144,-2.429,-10.028,-8.774999999999999
2022-08-31,-4.818,-2.6325,-10.562,-8.9125
2022-09-01,-5.5520000000000005,-2.7895,-11.175999999999998,-9.0235
2022-09-02,-6.008000000000001,-3.0085,-11.492,-9.157
2022-09-06,-6.166,-3.1559999999999997,-11.768,-9.297
2022-09-07,-5.892,-3.213,-11.664,-9.361
2022-09-08,-4.798,-3.172,-11.366,-9.4635
2022-09-09,-3.768,-3.095,-10.912,-9.503499999999999
2022-09-12,-2.348,-3.0450000000000004,-10.162,-9.552
2022-09-13,-1.832,-3.2399999999999998,-10.129999999999999,-9.803500000000001
2022-09-14,-1.6019999999999999,-3.4154999999999993,-10.290000000000001,-10.045
2022-09-15,-2.024,-3.5525000000000007,-10.74,-10.311499999999999
2022-09-16,-2.906,-3.7350000000000003,-11.57,-10.620000000000001
2022-09-19,-3.8600000000000003,-3.867,-12.453999999999999,-10.8545
2022-09-20,-4.35,-4.0035,-12.774,-11.073
2022-09-21,-5.228,-4.2165,-13.45,-11.358
2022-09-22,-6.256,-4.473999999999999,-14.080000000000002,-11.687000000000001
2022-09-23,-7.044,-4.817500000000001,-14.851999999999999,-12.127500000000001
2022-09-26,-8.128,-5.086,-15.906,-12.503499999999999
2022-09-27,-9.080000000000002,-5.357,-16.812,-12.871
2022-09-28,-9.228,-5.4875,-17.18,-13.146
2022-09-29,-9.512,-5.6475,-17.748,-13.483500000000001
2022-09-30,-9.98,-5.9245,-18.288,-13.905499999999998
2022-10-03,-9.53,-5.966500000000001,-18.168,-14.172500000000003
2022-10-04,-8.224,-5.8715,-17.518,-14.3085
2022-10-05,-7.114,-5.793,-17.14,-14.515
2022-10-06,-6.012,-5.951,-16.595999999999997,-14.791000000000002
2022-10-07,-5.287999999999999,-6.3045,-16.264,-15.243500000000001
2022-10-10,-5.779999999999999,-6.8245000000000005,-16.554,-15.770500000000002
2022-10-11,-7.446000000000001,-7.275,-17.436,-16.135
2022-10-12,-9.492,-7.7655,-18.338,-16.526999999999997
2022-10-13,-10.879999999999999,-8.165,-18.654,-16.7695
2022-10-14,-11.870000000000001,-8.5455,-18.878,-17.070500000000003
2022-10-17,-11.97,-8.852,-18.582,-17.3025
2022-10-18,-11.197999999999999,-8.986999999999998,-17.99,-17.439
2022-10-19,-10.782,-9.154,-17.464,-17.530499999999996
2022-10-20,-11.746,-9.5375,-17.482,-17.619999999999997
2022-10-21,-12.367999999999999,-9.8765,-16.747999999999998,-17.544500000000003
2022-10-24,-12.928,-10.052,-16.216,-17.380000000000003
2022-10-25,-13.856,-10.181,-15.602,-17.1365
2022-10-26,-14.134,-10.380500000000001,-15.0,-16.9855
2022-10-27,-13.794,-10.608,-14.356,-16.772
2022-10-28,-13.306000000000001,-10.708,-13.709999999999999,-16.4
2022-10-31,-13.306000000000001,-10.995999999999999,-13.38,-16.183
2022-11-01,-12.98,-11.370000000000001,-13.325999999999999,-16.0885
2022-11-02,-13.663999999999998,-12.018,-13.568000000000001,-16.0925
2022-11-03,-14.036000000000001,-12.613999999999999,-13.892000000000001,-16.095999999999997
2022-11-04,-14.290000000000001,-12.9585,-14.372,-15.927000000000001
2022-11-07,-14.4,-13.151,-14.581999999999999,-15.690000000000001
2022-11-08,-14.581999999999999,-13.154,-14.696000000000002,-15.4035
2022-11-09,-14.292000000000002,-13.218,-14.73,-15.1905
2022-11-10,-12.52,-13.024000000000001,-13.697999999999999,-14.857
2022-11-11,-10.906,-12.7175,-12.734,-14.391
2022-11-14,-9.716,-12.5875,-12.064,-14.060500000000001
2022-11-15,-8.548,-12.4915,-11.342,-13.741499999999998
2022-11-16,-7.256,-12.336500000000001,-10.412,-13.4275
2022-11-17,-7.816,-12.0415,-10.426,-13.093
2022-11-18,-8.516,-11.7545,-10.528,-12.836000000000002
2022-11-21,-8.968,-11.5975,-10.552000000000001,-12.6445
2022-11-22,-9.53,-11.41,-10.488000000000001,-12.463
2022-11-23,-9.718,-11.232499999999998,-10.180000000000001,-12.2225
2022-11-25,-9.21,-10.8955,-9.824,-11.96
2022-11-28,-9.174000000000001,-10.7215,-9.825999999999999,-11.865
2022-11-29,-9.244,-10.582,-9.798,-11.749
2022-11-30,-8.466,-10.2815,-9.464,-11.4975
2022-12-01,-7.675999999999999,-9.7355,-9.198,-11.129999999999999
2022-12-02,-7.1579999999999995,-9.176,-8.956,-10.725999999999999
2022-12-05,-6.6579999999999995,-8.813500000000001,-8.748000000000001,-10.459
2022-12-06,-6.188000000000001,-8.529,-8.76,-10.2935
2022-12-07,-6.506,-8.2625,-9.344,-10.1595
2022-12-08,-6.684,-7.833499999999999,-9.834,-9.906000000000002
2022-12-09,-7.010000000000001,-7.7985,-10.424000000000001,-9.9075
2022-12-12,-6.634,-7.7455,-10.454,-9.889
2022-12-13,-5.864,-7.566,-10.102,-9.803
2022-12-14,-5.458,-7.49,-9.824000000000002,-9.780000000000001
2022-12-15,-5.578,-7.414,-10.118,-9.8325
2022-12-16,-6.08,-7.364500000000001,-10.492,-9.924
2022-12-19,-7.0920000000000005,-7.3895,-11.258,-10.0715
2022-12-20,-8.534,-7.457499999999999,-12.209999999999999,-10.2175
2022-12-21,-9.440000000000001,-7.467499999999999,-12.802000000000001,-10.3585
2022-12-22,-10.22,-7.539499999999999,-13.197999999999999,-10.587
2022-12-23,-10.37,-7.6545000000000005,-13.294,-10.7915
2022-12-27,-10.222,-7.6515,-13.309999999999999,-10.942499999999999
2022-12-28,-9.966,-7.638,-13.478,-11.1375
2022-12-29,-9.564,-7.742,-13.602,-11.392999999999999
2022-12-30,-9.102,-7.895999999999999,-13.532,-11.6705
2023-01-03,-8.894,-8.0885,-13.558000000000002,-11.942
2023-01-04,-8.478,-8.1065,-13.398000000000001,-12.105
2023-01-05,-8.72,-8.270999999999999,-13.216,-12.2515
2023-01-06,-9.664,-8.531500000000001,-12.948000000000002,-12.294
2023-01-09,-10.334,-8.8085,-12.646,-12.3735
2023-01-10,-10.02,-8.841,-12.218,-12.3905
2023-01-11,-9.510000000000002,-8.825500000000002,-11.690000000000001,-12.414
2023-01-12,-8.34,-8.89,-10.91,-12.4535
2023-01-13,-6.892,-8.889999999999999,-10.444,-12.449
2023-01-17,-5.532,-8.797,-9.992,-12.342
2023-01-18,-5.276,-8.639999999999999,-9.952,-12.255500000000001
2023-01-19,-5.484,-8.4235,-10.256,-12.1635
2023-01-20,-5.3420000000000005,-8.091999999999999,-10.308,-11.978
2023-01-23,-5.112,-7.808,-10.213999999999999,-11.802
2023-01-24,-5.34,-7.577,-10.113999999999999,-11.571000000000002
2023-01-25,-5.866,-7.514,-9.72,-11.362
2023-01-26,-6.202,-7.4185,-9.012,-11.089
2023-01-27,-6.7780000000000005,-7.295,-8.57,-10.751
2023-01-30,-7.752000000000001,-7.355000000000001,-8.568,-10.5435
2023-01-31,-8.246,-7.3629999999999995,-8.291999999999998,-10.261
2023-02-01,-7.901999999999999,-7.266,-7.794,-9.921
2023-02-02,-7.544,-7.1850000000000005,-7.231999999999999,-9.5475
2023-02-03,-7.25,-6.9275,-6.914,-9.175500000000001
2023-02-06,-7.144,-6.725,-6.473999999999999,-8.925
2023-02-07,-6.9959999999999996,-6.528499999999999,-6.09,-8.622
2023-02-08,-7.368,-6.603,-6.104,-8.3925
2023-02-09,-8.42,-6.9125,-6.5040000000000004,-8.251000000000001
2023-02-10,-9.161999999999999,-7.133,-6.6739999999999995,-8.1165
2023-02-13,-9.424000000000001,-7.358,-6.564,-7.955
2023-02-14,-10.088000000000001,-7.6674999999999995,-6.6579999999999995,-7.788500000000001
2023-02-15,-10.418000000000001,-7.888499999999999,-6.531999999999999,-7.5375
2023-02-16,-10.376,-8.135499999999999,-6.478,-7.3065
2023-02-17,-10.55,-8.434999999999999,-6.5,-7.164500000000001
2023-02-21,-11.174000000000001,-8.8735,-6.984,-7.147500000000001
2023-02-22,-11.594,-9.230999999999998,-7.4799999999999995,-7.13
2023-02-23,-11.91,-9.3995,-7.956,-7.096500000000001
2023-02-24,-12.363999999999999,-9.676,-8.379999999999999,-7.1485
2023-02-27,-12.936000000000002,-9.9745,-8.716,-7.2010000000000005
2023-02-28,-13.157999999999998,-10.225,-8.828,-7.2125
2023-03-01,-13.419999999999998,-10.5245,-8.937999999999999,-7.291500000000001
2023-03-02,-13.551999999999998,-10.812,-9.001999999999999,-7.3985
2023-03-03,-13.222,-11.0955,-8.663999999999998,-7.5065
2023-03-06,-13.032,-11.42,-8.358,-7.561999999999999
2023-03-07,-13.13,-11.7215,-8.256,-7.6579999999999995
2023-03-08,-12.970000000000002,-12.018,-8.112,-7.797
2023-03-09,-13.386000000000001,-12.316500000000001,-8.396,-7.971499999999999
2023-03-10,-14.298000000000002,-12.565000000000001,-9.168000000000001,-8.1725
2023-03-13,-14.946000000000002,-12.866,-9.985999999999999,-8.389999999999999
2023-03-14,-14.972,-13.108500000000001,-10.256,-8.581
2023-03-15,-15.358,-13.335500000000001,-10.658,-8.797
2023-03-16,-14.963999999999999,-13.453,-10.453999999999999,-8.952
2023-03-17,-14.744,-13.657,-10.203999999999999,-9.104000000000001
2023-03-20,-14.440000000000001,-13.8385,-9.768,-9.206999999999999
2023-03-21,-14.196000000000002,-13.863999999999999,-9.384,-9.181000000000001
2023-03-22,-13.906,-13.913499999999999,-9.190000000000001,-9.2245
2023-03-23,-14.072,-13.993500000000001,-9.248000000000001,-9.275
2023-03-24,-13.712,-13.994,-9.069999999999999,-9.2765
2023-03-27,-13.494,-13.978,-9.02,-9.283
2023-03-28,-13.6,-13.9745,-9.232000000000001,-9.282
2023-03-29,-13.52,-13.938500000000001,-8.894,-9.2135
2023-03-30,-13.322,-13.935999999999998,-8.49,-9.147
2023-03-31,-13.056000000000001,-13.952499999999997,-7.8740000000000006,-9.079
2023-04-03,-12.854,-13.9335,-7.19,-8.991000000000001
2023-04-04,-12.65,-13.854499999999998,-6.578,-8.8625
2023-04-05,-12.578,-13.8405,-6.264,-8.7515
2023-04-06,-12.718,-13.769000000000002,-5.988,-8.545
2023-04-10,-12.834,-13.586500000000001,-5.9479999999999995,-8.274
2023-04-11,-12.848000000000003,-13.409,-6.004,-7.9955
2023-04-12,-12.780000000000001,-13.3065,-6.029999999999999,-7.806
2023-04-13,-12.318000000000001,-13.0805,-5.772,-7.529999999999999
2023-04-14,-11.994,-13.026500000000002,-5.622,-7.337000000000001
2023-04-17,-11.565999999999999,-12.792,-5.428,-7.08
2023-04-18,-11.134,-12.5825,-5.224,-6.8595
2023-04-19,-10.803999999999998,-12.458499999999999,-4.948,-6.697
2023-04-20,-11.226000000000003,-12.4105,-5.018000000000001,-6.487
2023-04-21,-11.148,-12.2955,-5.037999999999999,-6.2845
2023-04-24,-11.246,-12.1755,-5.098000000000001,-6.087
2023-04-25,-12.925999999999998,-12.4405,-5.42,-5.9595
2023-04-26,-14.475999999999999,-12.677499999999998,-5.8100000000000005,-5.841500000000001
2023-04-27,-15.654000000000002,-12.943999999999999,-5.786,-5.71
2023-04-28,-16.76,-13.155000000000001,-5.638,-5.5715
2023-05-01,-17.572,-13.304499999999999,-5.504,-5.4944999999999995
2023-05-02,-16.756000000000004,-13.416,-5.316,-5.4910000000000005
2023-05-03,-15.782000000000002,-13.4605,-5.176,-5.4910000000000005
2023-05-04,-14.957999999999998,-13.539000000000001,-5.47,-5.5115
2023-05-05,-14.508,-13.602500000000001,-5.588,-5.471500000000001
2023-05-08,-14.680000000000001,-13.766,-5.708,-5.4345
2023-05-09,-15.208000000000002,-14.006,-5.71,-5.4174999999999995
2023-05-10,-16.05,-14.278,-5.514,-5.362
2023-05-11,-16.85,-14.672,-5.218000000000001,-5.372999999999999
2023-05-12,-17.898000000000003,-15.0785,-5.258,-5.3805000000000005
2023-05-15,-18.752000000000002,-15.5625,-5.244,-5.3885
2023-05-16,-19.46,-16.0875,-5.274,-5.430000000000001
2023-05-17,-20.028,-16.584,-5.166,-5.416500000000001
2023-05-18,-20.332,-16.948500000000003,-4.85,-5.331
2023-05-19,-20.264,-17.3575,-4.54,-5.255999999999999
2023-05-22,-19.962,-17.7415,-4.28,-5.184
2023-05-23,-19.612000000000002,-17.759,-4.109999999999999,-5.1025
2023-05-24,-19.44,-17.825,-4.3,-5.039
2023-05-25,-19.160000000000004,-17.825,-4.51,-5.012
2023-05-26,-18.89,-17.89,-4.446,-4.958
2023-05-30,-19.176,-18.142500000000002,-4.388,-4.905
2023-05-31,-19.204,-18.371,-4.220000000000001,-4.8285
2023-06-01,-18.784,-18.575499999999998,-3.716,-4.674
2023-06-02,-18.419999999999998,-18.6905,-3.096,-4.4185
2023-06-05,-18.282,-18.8335,-2.758,-4.250500000000001
2023-06-06,-17.688,-18.8945,-2.386,-4.0745
2023-06-07,-17.062,-18.8345,-1.9760000000000002,-3.8950000000000005
2023-06-08,-16.872,-18.781,-1.6440000000000001,-3.7065000000000006
2023-06-09,-16.818,-18.682499999999997,-1.558,-3.5035000000000003
2023-06-12,-16.474,-18.4775,-1.254,-3.2495
2023-06-13,-16.01,-18.209,-0.86,-2.9785
2023-06-14,-15.946000000000002,-17.956,-0.388,-2.6735
2023-06-15,-15.38,-17.619,0.22200000000000003,-2.3594999999999997
2023-06-16,-14.929999999999998,-17.332,0.7260000000000001,-2.1095
2023-06-20,-15.029999999999998,-17.169,0.958,-1.875
2023-06-21,-15.280000000000001,-17.0385,0.9520000000000002,-1.6705
2023-06-22,-15.424000000000001,-16.909,1.004,-1.395
2023-06-23,-15.796000000000001,-16.708,0.652,-1.1215
2023-06-26,-16.072,-16.560000000000002,0.292,-0.909
2023-06-27,-16.268,-16.5135,0.242,-0.7030000000000001
2023-06-28,-16.472,-16.3625,0.30999999999999994,-0.496
2023-06-29,-16.374,-16.201500000000003,0.304,-0.26400000000000007
2023-06-30,-16.246,-16.073500000000003,0.682,-0.022
2023-07-03,-16.253999999999998,-16.0185,1.1720000000000002,0.158
2023-07-05,-15.937999999999999,-15.9275,1.4,0.3365
2023-07-06,-15.898000000000001,-15.915000000000001,1.456,0.46449999999999997
2023-07-07,-16.157999999999998,-15.9755,1.468,0.597
2023-07-10,-16.478,-15.975,1.3,0.7140000000000001
2023-07-11,-16.416,-15.918000000000001,1.23,0.8550000000000001
2023-07-12,-16.363999999999997,-15.9,1.3619999999999999,0.9904999999999999
2023-07-13,-16.054,-15.925999999999998,1.8199999999999998,1.1345
2023-07-14,-15.534,-15.872499999999999,2.308,1.2710000000000001
2023-07-17,-15.304000000000002,-15.956,2.812,1.3615
2023-07-18,-15.084,-15.9565,3.344,1.5095
2023-07-19,-14.678,-15.812000000000001,3.7619999999999996,1.6915
2023-07-20,-14.286000000000001,-15.6775,3.882,1.8669999999999998
2023-07-21,-13.203999999999999,-15.317499999999999,4.0200000000000005,2.025
2023-07-24,-11.78,-14.952000000000002,4.1739999999999995,2.242
2023-07-25,-10.73,-14.620999999999999,4.224,2.4925
2023-07-26,-9.25,-14.057500000000001,4.234,2.6895
2023-07-27,-8.482,-13.680000000000001,4.26,2.8545000000000003
2023-07-28,-8.186,-13.270499999999998,4.454,3.0625
2023-07-31,-8.392,-12.988499999999998,4.595999999999999,3.2205
2023-08-01,-8.404,-12.6585,4.616,3.3534999999999995
2023-08-02,-8.864,-12.289,4.406000000000001,3.441
2023-08-03,-8.676,-11.8745,4.27,3.558
2023-08-04,-9.014,-11.4845,3.886,3.6670000000000003
2023-08-07,-8.937999999999999,-11.1035,3.6100000000000003,3.7979999999999996
2023-08-08,-8.714,-10.733,3.342,3.8815
2023-08-09,-8.846,-10.4095,3.2060000000000004,3.9019999999999997
2023-08-10,-8.88,-10.081,3.1220000000000003,3.8835
2023-08-11,-8.83,-9.8085,3.104,3.8659999999999997
2023-08-14,-8.748000000000001,-9.4645,3.024,3.851
2023-08-15,-8.942,-9.1975,2.848,3.7574999999999994
2023-08-16,-9.096,-9.014,2.666,3.6279999999999992
2023-08-17,-9.318,-8.839,2.366,3.5044999999999993
2023-08-18,-9.504000000000001,-8.8835,2.09,3.3835
2023-08-21,-9.842,-8.98,1.8239999999999998,3.2634999999999996
2023-08-22,-10.108,-9.042,1.6780000000000002,3.1209999999999996
2023-08-23,-10.01,-9.203999999999999,1.7759999999999998,3.0134999999999996
2023-08-24,-9.975999999999999,-9.2125,1.8039999999999998,2.8905
2023-08-25,-9.78,-9.282,1.908,2.747
2023-08-28,-9.239999999999998,-9.191999999999998,2.0100000000000002,2.617
2023-08-29,-8.559999999999999,-9.081,2.3440000000000003,2.553
2023-08-30,-8.118,-9.0175,2.59,2.5595
2023-08-31,-7.5760000000000005,-8.9375,3.0,2.573
2023-09-01,-7.074000000000001,-8.797,3.336,2.6094999999999997
2023-09-05,-7.074,-8.725999999999999,3.524,2.5955
2023-09-06,-7.4159999999999995,-8.756499999999999,3.4,2.5675
2023-09-07,-7.9,-8.781,3.166,2.5495
2023-09-08,-8.866,-8.934000000000001,2.974,2.5360000000000005
2023-09-11,-9.764,-9.0305,2.896,2.5575
2023-09-12,-10.570000000000002,-9.1815,2.77,2.532
