Date,rate_COKE,rate_VOO_5D,rate_VOO_20D
2023-05-18,18.64,16.083999999999996,11.4145
2023-05-19,19.95,17.082,12.3725
2023-05-22,19.84,18.02,13.261500000000002
2023-05-23,19.48,18.764,14.113999999999999
2023-05-24,19.26,19.433999999999997,14.864500000000001
2023-05-25,20.6,19.826,15.6555
2023-05-26,21.4,20.115999999999996,16.345000000000002
2023-05-30,20.54,20.255999999999997,16.955
2023-05-31,19.54,20.268,17.5215
2023-06-01,22.11,20.838,18.242
2023-06-02,24.04,21.526,18.4655
2023-06-05,19.75,21.195999999999998,18.491
2023-06-06,22.63,21.613999999999997,18.694499999999998
2023-06-07,19.76,21.657999999999998,18.954500000000003
2023-06-08,20.29,21.294,19.2395
2023-06-09,19.85,20.456,19.473000000000003
2023-06-12,17.86,20.078,19.618000000000002
2023-06-13,17.73,19.098,19.747
2023-06-14,16.57,18.459999999999997,19.7875
2023-06-15,15.52,17.506,19.768
2023-06-16,18.21,17.178,19.7465
2023-06-20,17.73,17.152,19.6355
2023-06-21,19.51,17.508,19.619
2023-06-22,21.74,18.541999999999998,19.732000000000003
2023-06-23,17.8,18.997999999999998,19.659
2023-06-26,15.31,18.418,19.3945
2023-06-27,16.21,18.113999999999997,19.134999999999998
2023-06-28,16.49,17.509999999999998,18.9325
2023-06-29,15.27,16.216,18.719
2023-06-30,14.69,15.594,18.348
2023-07-03,14.98,15.527999999999997,17.895000000000003
2023-07-05,16.03,15.491999999999999,17.709
2023-07-06,15.0,15.193999999999999,17.3275
2023-07-07,13.9,14.919999999999998,17.0345
2023-07-10,13.87,14.756,16.713500000000003
2023-07-11,11.4,14.039999999999997,16.291
2023-07-12,10.67,12.967999999999998,15.931500000000003
2023-07-13,12.53,12.473999999999998,15.6715
2023-07-14,13.15,12.323999999999998,15.500500000000002
2023-07-17,14.24,12.397999999999998,15.436499999999999
2023-07-18,12.8,12.677999999999999,15.166
2023-07-19,15.71,13.685999999999998,15.065000000000001
2023-07-20,15.55,14.290000000000001,14.866999999999999
2023-07-21,15.04,14.667999999999997,14.532
2023-07-24,16.21,15.062000000000001,14.4525
2023-07-25,14.82,15.465999999999998,14.428000000000003
2023-07-26,14.37,15.197999999999999,14.335999999999999
2023-07-27,15.95,15.277999999999997,14.309000000000001
2023-07-28,18.09,15.888,14.45
2023-07-31,13.92,15.429999999999998,14.4115
2023-08-01,13.59,15.183999999999997,14.341999999999999
2023-08-02,12.03,14.715999999999998,14.142000000000001
2023-08-03,26.51,16.827999999999996,14.717500000000001
2023-08-04,24.3,18.07,15.2375
2023-08-07,27.44,20.774,15.916
2023-08-08,26.61,23.378,16.676499999999997
2023-08-09,25.96,26.163999999999998,17.441
2023-08-10,27.5,26.362000000000002,18.189500000000002
2023-08-11,29.89,27.48,19.0265
2023-08-14,28.1,27.612000000000002,19.719500000000004
2023-08-15,27.67,27.824,20.463
2023-08-16,26.93,28.018,21.023999999999997
2023-08-17,22.66,27.05,21.3795
2023-08-18,23.72,25.815999999999995,21.813499999999998
2023-08-21,22.61,24.718,22.1335
2023-08-22,22.69,23.722,22.527
2023-08-23,23.45,23.026,22.981
2023-08-24,22.5,22.994,23.3085
2023-08-25,23.28,22.906,23.568
2023-08-28,23.47,23.077999999999996,24.045499999999997
2023-08-29,24.06,23.351999999999997,24.569
2023-08-30,23.71,23.404,25.153
2023-08-31,23.8,23.663999999999998,25.017500000000002
2023-09-01,19.76,22.96,24.7905
2023-09-05,20.65,22.395999999999997,24.451
2023-09-06,18.81,21.345999999999997,24.061
2023-09-07,18.61,20.326,23.6935
2023-09-08,17.0,18.965999999999998,23.1685
2023-09-11,20.92,19.198,22.72
2023-09-12,20.35,19.137999999999998,22.3325
2023-09-13,18.68,19.112,21.883000000000003
2023-09-14,18.17,19.023999999999997,21.445
2023-09-15,15.49,18.722,21.0865
2023-09-18,17.31,18.0,20.766000000000002
2023-09-19,17.36,17.401999999999997,20.5035
2023-09-20,18.26,17.317999999999998,20.282
2023-09-21,16.93,17.069999999999997,19.956
2023-09-22,17.36,17.443999999999996,19.699
2023-09-25,17.14,17.41,19.392
2023-09-26,15.74,17.086000000000002,19.0055
2023-09-27,14.1,16.253999999999998,18.5075
2023-09-28,15.29,15.925999999999998,18.086499999999997
2023-09-29,14.05,15.264,17.598999999999997
2023-10-02,13.8,14.595999999999998,17.301
2023-10-03,13.37,14.122,16.937
2023-10-04,15.29,14.36,16.761000000000003
2023-10-05,13.08,13.917999999999997,16.4845
2023-10-06,14.79,14.065999999999999,16.374
2023-10-09,14.47,14.199999999999998,16.051499999999997
2023-10-10,17.63,15.051999999999998,15.9155
2023-10-11,17.88,15.569999999999999,15.875499999999999
2023-10-12,12.25,15.404,15.5795
2023-10-13,11.17,14.679999999999998,15.363499999999998
2023-10-16,13.13,14.411999999999997,15.154500000000002
2023-10-17,13.15,13.516,14.943999999999999
2023-10-18,13.44,12.628,14.703
2023-10-19,11.9,12.558,14.451500000000001
2023-10-20,11.37,12.597999999999999,14.152000000000001
2023-10-23,11.6,12.291999999999998,13.875
2023-10-24,15.64,12.79,13.87
2023-10-25,14.83,13.067999999999998,13.9065
2023-10-26,14.41,13.569999999999999,13.8625
2023-10-27,13.38,13.972,13.828999999999999
2023-10-30,14.58,14.567999999999998,13.868
2023-10-31,13.79,14.197999999999999,13.889
2023-11-01,14.31,14.094,13.839999999999998
2023-11-02,14.72,14.156,13.922
2023-11-03,16.39,14.758,14.002
2023-11-06,18.35,15.512,14.196000000000002
2023-11-07,20.03,16.759999999999998,14.315999999999999
2023-11-08,20.0,17.898,14.422
2023-11-09,20.45,19.044,14.831999999999999
2023-11-10,21.09,19.983999999999998,15.328
2023-11-13,21.16,20.546,15.729499999999998
2023-11-14,22.77,21.094,16.210500000000003
2023-11-15,23.02,21.698,16.689500000000002
2023-11-16,23.98,22.404,17.2935
2023-11-17,26.35,23.455999999999996,18.042499999999997
2023-11-20,27.46,24.716,18.835500000000003
2023-11-21,28.1,25.782,19.4585
2023-11-22,29.5,27.077999999999996,20.192
2023-11-24,28.98,28.077999999999996,20.9205
2023-11-27,28.98,28.603999999999996,21.7005
2023-11-28,28.15,28.742,22.378999999999998
2023-11-29,29.09,28.939999999999998,23.144
2023-11-30,30.4,29.119999999999997,23.948500000000003
2023-12-01,28.67,29.058,24.646
2023-12-04,31.54,29.57,25.4035
2023-12-05,32.84,30.508,26.127999999999997
2023-12-06,37.25,32.14,26.988999999999997
2023-12-07,40.8,34.220000000000006,28.029000000000003
2023-12-08,40.37,36.559999999999995,29.025
2023-12-11,43.11,38.874,30.126000000000005
2023-12-12,45.47,41.4,31.341499999999996
2023-12-13,47.59,43.468,32.582499999999996
2023-12-14,48.22,44.952,33.8425
2023-12-15,47.67,46.41199999999999,35.027
2023-12-18,49.54,47.698,36.1865
2023-12-19,51.38,48.88,37.38250000000001
2023-12-20,50.39,49.44,38.497
2023-12-21,51.76,50.148,39.61
2023-12-22,53.79,51.37199999999999,40.8505
2023-12-26,55.78,52.61999999999999,42.1905
2023-12-27,57.79,53.902,43.6725
2023-12-28,56.15,55.053999999999995,45.0255
2023-12-29,55.67,55.836,46.289
2024-01-02,55.32,56.141999999999996,47.621500000000005
2024-01-03,54.03,55.791999999999994,48.745999999999995
2024-01-04,53.05,54.84400000000001,49.7565
2024-01-05,51.93,54.0,50.490500000000004
2024-01-08,52.88,53.44199999999999,51.0945
2024-01-09,52.79,52.936,51.7155
2024-01-10,52.71,52.672000000000004,52.195499999999996
2024-01-11,52.41,52.544000000000004,52.542500000000004
2024-01-12,52.26,52.61,52.775999999999996
2024-01-16,52.19,52.472,52.9745
2024-01-17,50.16,51.94599999999999,53.099000000000004
2024-01-18,45.85,50.574,52.9145
2024-01-19,45.82,49.256,52.6365
2024-01-22,47.11,48.22599999999999,52.472500000000004
2024-01-23,46.41,47.07,52.205
2024-01-24,47.85,46.608000000000004,51.908
2024-01-25,42.87,46.01199999999999,51.2625
2024-01-26,43.27,45.501999999999995,50.5365
2024-01-29,45.62,45.20399999999999,50.01
2024-01-30,47.18,45.358000000000004,49.5855
2024-01-31,46.03,44.99399999999999,49.120999999999995
2024-02-01,50.98,46.616,48.9685
2024-02-02,52.62,48.486000000000004,48.947
2024-02-05,50.93,49.547999999999995,48.897
2024-02-06,47.46,49.604,48.626
2024-02-07,48.49,50.096,48.411
2024-02-08,47.81,49.462,48.166
2024-02-09,45.53,48.044,47.822
2024-02-12,43.87,46.632000000000005,47.402499999999996
2024-02-13,42.75,45.69,46.930499999999995
2024-02-14,42.84,44.56,46.564499999999995
2024-02-15,45.49,44.096,46.546499999999995
2024-02-16,42.46,43.482,46.3785
2024-02-20,40.9,42.888,46.068
2024-02-21,41.73,42.684,45.834
2024-02-22,37.17,41.55,45.3
2024-02-23,39.71,40.39399999999999,45.142
2024-02-26,42.77,40.456,45.117000000000004
2024-02-27,40.19,40.314,44.8455
2024-02-28,40.27,40.022000000000006,44.5
2024-02-29,41.59,40.906,44.278000000000006
2024-03-01,39.1,40.784,43.684
2024-03-04,40.02,40.234,43.054
2024-03-05,38.09,39.81400000000001,42.412
2024-03-06,35.82,38.924,41.83
2024-03-07,37.9,38.186,41.3005
2024-03-08,38.27,38.02,40.8235
2024-03-11,38.42,37.7,40.468
2024-03-12,37.58,37.598,40.153499999999994
2024-03-13,40.73,38.58,40.052499999999995
2024-03-14,41.33,39.266,39.977000000000004
2024-03-15,39.16,39.443999999999996,39.6605
2024-03-18,39.68,39.696,39.521499999999996
2024-03-19,40.41,40.26199999999999,39.497
2024-03-20,44.71,41.058,39.646
2024-03-21,48.03,42.397999999999996,40.18900000000001
2024-03-22,46.4,43.84599999999999,40.5235
2024-03-25,42.22,44.354,40.496
2024-03-26,40.74,44.42,40.5235
2024-03-27,41.1,43.698,40.565
2024-03-28,41.79,42.45,40.575
2024-04-01,39.42,41.053999999999995,40.591
2024-04-02,36.33,39.876,40.4065
2024-04-03,35.47,38.821999999999996,40.2755
2024-04-04,36.69,37.94,40.319
2024-04-05,38.42,37.266,40.345
2024-04-08,40.89,37.559999999999995,40.476
2024-04-09,39.32,38.158,40.521
2024-04-10,35.18,38.1,40.400999999999996
2024-04-11,36.85,38.132,40.207
2024-04-12,36.24,37.696000000000005,39.9525
2024-04-15,35.54,36.626,39.771499999999996
2024-04-16,35.58,35.878,39.566500000000005
2024-04-17,35.38,35.918,39.315
2024-04-18,33.63,35.274,38.761
2024-04-19,36.29,35.284,38.17399999999999
2024-04-22,38.51,35.878,37.7795
2024-04-23,38.56,36.474000000000004,37.5965
2024-04-24,40.45,37.488,37.58200000000001
2024-04-25,38.56,38.474000000000004,37.455
