Date,rate_KDP,rate_KDP_5D,rate_KDP_20D,rate_VOO,rate_VOO_5D,rate_VOO_20D
2022-08-25,6.36,6.226000000000001,5.4175,-8.33,-8.822,-8.623999999999999
2022-08-26,4.67,5.866,5.4395,-10.4,-9.31,-8.658
2022-08-29,4.96,5.651999999999999,5.4595,-10.79,-9.620000000000001,-8.7115
2022-08-30,4.29,5.302,5.480500000000001,-11.42,-10.028,-8.774999999999999
2022-08-31,3.77,4.8100000000000005,5.422,-11.87,-10.562,-8.9125
2022-09-01,4.03,4.343999999999999,5.4185,-11.4,-11.175999999999998,-9.0235
2022-09-02,3.18,4.046,5.3685,-11.98,-11.492,-9.157
2022-09-06,2.74,3.6020000000000003,5.2905,-12.17,-11.768,-9.297
2022-09-07,4.45,3.6340000000000003,5.2675,-10.9,-11.664,-9.361
2022-09-08,4.74,3.8280000000000003,5.2045,-10.38,-11.366,-9.4635
2022-09-09,5.31,4.0840000000000005,5.2325,-9.13,-10.912,-9.503499999999999
2022-09-12,6.1,4.668,5.274500000000001,-8.23,-10.162,-9.552
2022-09-13,2.68,4.656,5.085500000000001,-12.01,-10.129999999999999,-9.803500000000001
2022-09-14,2.81,4.328,4.897,-11.7,-10.290000000000001,-10.045
2022-09-15,1.49,3.6779999999999995,4.644,-12.63,-10.74,-10.311499999999999
2022-09-16,1.33,2.8819999999999997,4.384,-13.28,-11.57,-10.620000000000001
2022-09-19,2.89,2.2399999999999998,4.205,-12.65,-12.453999999999999,-10.8545
2022-09-20,1.98,2.1,4.0025,-13.61,-12.774,-11.073
2022-09-21,1.27,1.7920000000000003,3.7640000000000002,-15.08,-13.45,-11.358
2022-09-22,1.13,1.72,3.5090000000000003,-15.78,-14.080000000000002,-11.687000000000001
2022-09-23,1.05,1.6640000000000001,3.2435,-17.14,-14.851999999999999,-12.127500000000001
2022-09-26,1.58,1.402,3.089,-17.92,-15.906,-12.503499999999999
2022-09-27,-1.94,0.618,2.744,-18.14,-16.812,-12.871
2022-09-28,-0.32,0.3,2.5135,-16.92,-17.18,-13.146
2022-09-29,-1.54,-0.23399999999999999,2.248,-18.62,-17.748,-13.483500000000001
2022-09-30,-2.34,-0.9119999999999999,1.9295000000000002,-19.84,-18.288,-13.905499999999998
2022-10-03,0.47,-1.134,1.794,-17.32,-18.168,-14.172500000000003
2022-10-04,1.51,-0.44400000000000006,1.7325000000000004,-14.89,-17.518,-14.3085
2022-10-05,1.99,0.018000000000000016,1.6095,-15.03,-17.14,-14.515
2022-10-06,1.19,0.5640000000000001,1.432,-15.9,-16.595999999999997,-14.791000000000002
2022-10-07,-0.52,0.9279999999999999,1.1405,-18.18,-16.264,-15.243500000000001
2022-10-10,0.74,0.982,0.8725000000000002,-18.77,-16.554,-15.770500000000002
2022-10-11,2.3,1.14,0.8535,-19.3,-17.436,-16.135
2022-10-12,2.73,1.2879999999999998,0.8495000000000001,-19.54,-18.338,-16.526999999999997
2022-10-13,3.89,1.828,0.9695,-17.48,-18.654,-16.7695
2022-10-14,1.71,2.274,0.9884999999999999,-19.3,-18.878,-17.070500000000003
2022-10-17,2.87,2.7,0.9875000000000002,-17.29,-18.582,-17.3025
2022-10-18,4.52,3.144,1.1145,-16.34,-17.99,-17.439
2022-10-19,2.92,3.182,1.1970000000000003,-16.91,-17.464,-17.530499999999996
2022-10-20,1.57,2.718,1.2189999999999999,-17.57,-17.482,-17.619999999999997
2022-10-21,2.49,2.874,1.291,-15.63,-16.747999999999998,-17.544500000000003
2022-10-24,4.71,3.242,1.4475000000000002,-14.63,-16.216,-17.380000000000003
2022-10-25,5.01,3.34,1.7950000000000004,-13.27,-15.602,-17.1365
2022-10-26,5.58,3.872,2.0900000000000003,-13.9,-15.0,-16.9855
2022-10-27,3.81,4.32,2.3575000000000004,-14.35,-14.356,-16.772
2022-10-28,7.73,5.367999999999999,2.8609999999999998,-12.4,-13.709999999999999,-16.4
2022-10-31,5.8,5.586,3.1275,-12.98,-13.38,-16.183
2022-11-01,3.0,5.183999999999999,3.2020000000000004,-13.0,-13.325999999999999,-16.0885
2022-11-02,0.72,4.212000000000001,3.1385,-15.11,-13.568000000000001,-16.0925
2022-11-03,-1.11,3.2279999999999993,3.0235,-15.97,-13.892000000000001,-16.095999999999997
2022-11-04,0.72,1.8259999999999998,3.0855,-14.8,-14.372,-15.927000000000001
2022-11-07,1.99,1.064,3.148,-14.03,-14.581999999999999,-15.690000000000001
2022-11-08,3.28,1.1199999999999999,3.197,-13.57,-14.696000000000002,-15.4035
2022-11-09,2.29,1.434,3.175,-15.28,-14.73,-15.1905
2022-11-10,3.28,2.312,3.1445,-10.81,-13.697999999999999,-14.857
2022-11-11,1.67,2.502,3.1425,-9.98,-12.734,-14.391
2022-11-14,-0.48,2.008,2.975,-10.68,-12.064,-14.060500000000001
2022-11-15,-0.34,1.284,2.732,-9.96,-11.342,-13.741499999999998
2022-11-16,-0.07,0.8119999999999999,2.5825,-10.63,-10.412,-13.4275
2022-11-17,0.33,0.22199999999999998,2.5205,-10.88,-10.426,-13.093
2022-11-18,1.9,0.26799999999999996,2.491,-10.49,-10.528,-12.836000000000002
2022-11-21,3.47,1.058,2.429,-10.8,-10.552000000000001,-12.6445
2022-11-22,4.37,2.0,2.3970000000000002,-9.64,-10.488000000000001,-12.463
2022-11-23,4.34,2.882,2.335,-9.09,-10.180000000000001,-12.2225
2022-11-25,4.15,3.646,2.3520000000000003,-9.1,-9.824,-11.96
2022-11-28,4.01,4.0680000000000005,2.166,-10.5,-9.825999999999999,-11.865
2022-11-29,3.74,4.122,2.063,-10.66,-9.798,-11.749
2022-11-30,5.29,4.306,2.1775,-7.97,-9.464,-11.4975
2022-12-01,5.27,4.491999999999999,2.4050000000000002,-7.76,-9.198,-11.129999999999999
2022-12-02,5.35,4.732,2.728,-7.89,-8.956,-10.725999999999999
2022-12-05,3.28,4.585999999999999,2.8560000000000003,-9.46,-8.748000000000001,-10.459
2022-12-06,2.5,4.337999999999999,2.8815,-10.72,-8.76,-10.2935
2022-12-07,3.23,3.9259999999999997,2.879,-10.89,-9.344,-10.1595
2022-12-08,4.22,3.7159999999999997,2.9755,-10.21,-9.834,-9.906000000000002
2022-12-09,3.2,3.286,2.9715,-10.84,-10.424000000000001,-9.9075
2022-12-12,3.63,3.3560000000000003,3.0695,-9.61,-10.454,-9.889
2022-12-13,2.42,3.34,3.2145,-8.96,-10.102,-9.803
2022-12-14,1.6,3.014,3.3115,-9.5,-9.824000000000002,-9.780000000000001
2022-12-15,-0.31,2.108,3.2994999999999997,-11.68,-10.118,-9.8325
2022-12-16,-1.83,1.1019999999999999,3.1915,-12.71,-10.492,-9.924
2022-12-19,-1.15,0.146,3.039,-13.44,-11.258,-10.0715
2022-12-20,-1.31,-0.6,2.8,-13.72,-12.209999999999999,-10.2175
2022-12-21,-0.58,-1.036,2.5524999999999998,-12.46,-12.802000000000001,-10.3585
2022-12-22,-1.23,-1.22,2.274,-13.66,-13.197999999999999,-10.587
2022-12-23,-1.02,-1.058,2.0155000000000003,-13.19,-13.294,-10.7915
2022-12-27,-1.75,-1.1780000000000002,1.7274999999999998,-13.52,-13.309999999999999,-10.942499999999999
2022-12-28,-2.64,-1.4440000000000002,1.4084999999999999,-14.56,-13.478,-11.1375
2022-12-29,-2.48,-1.8240000000000003,1.02,-13.08,-13.602,-11.392999999999999
2022-12-30,-2.94,-2.166,0.6095,-13.31,-13.532,-11.6705
2023-01-03,-3.16,-2.5940000000000003,0.18400000000000005,-13.32,-13.558000000000002,-11.942
2023-01-04,-2.38,-2.7199999999999998,-0.09899999999999994,-12.72,-13.398000000000001,-12.105
2023-01-05,-3.87,-2.966,-0.41749999999999987,-13.65,-13.216,-12.2515
2023-01-06,-1.24,-2.7180000000000004,-0.6409999999999999,-11.74,-12.948000000000002,-12.294
2023-01-09,-1.87,-2.504,-0.9455,-11.8,-12.646,-12.3735
2023-01-10,-2.79,-2.4299999999999997,-1.2449999999999999,-11.18,-12.218,-12.3905
2023-01-11,-2.57,-2.468,-1.555,-10.08,-11.690000000000001,-12.414
2023-01-12,-3.12,-2.318,-1.8319999999999996,-9.75,-10.91,-12.4535
2023-01-13,-2.79,-2.6279999999999997,-2.0515,-9.41,-10.444,-12.449
2023-01-17,-2.68,-2.79,-2.17,-9.54,-9.992,-12.342
2023-01-18,-4.86,-3.2040000000000006,-2.3215,-10.98,-9.952,-12.255500000000001
2023-01-19,-6.41,-3.972,-2.5845,-11.6,-10.256,-12.1635
2023-01-20,-5.46,-4.4399999999999995,-2.792,-10.01,-10.308,-11.978
2023-01-23,-5.51,-4.984,-3.0385,-8.94,-10.213999999999999,-11.802
2023-01-24,-4.72,-5.392,-3.213,-9.04,-10.113999999999999,-11.571000000000002
2023-01-25,-4.78,-5.376,-3.401,-9.01,-9.72,-11.362
2023-01-26,-4.86,-5.066,-3.5564999999999998,-8.06,-9.012,-11.089
2023-01-27,-5.48,-5.07,-3.6985,-7.8,-8.57,-10.751
2023-01-30,-5.43,-5.054,-3.845999999999999,-8.93,-8.568,-10.5435
2023-01-31,-3.91,-4.892,-3.8945,-7.66,-8.291999999999998,-10.261
2023-02-01,-3.66,-4.668,-3.9195,-6.52,-7.794,-9.921
2023-02-02,-4.0,-4.496,-4.000500000000001,-5.25,-7.231999999999999,-9.5475
2023-02-03,-4.16,-4.232,-4.015,-6.21,-6.914,-9.175500000000001
2023-02-06,-3.98,-3.942,-4.152,-6.73,-6.473999999999999,-8.925
2023-02-07,-4.03,-3.9659999999999997,-4.26,-5.74,-6.09,-8.622
2023-02-08,-4.92,-4.218,-4.3665,-6.59,-6.104,-8.3925
2023-02-09,-4.92,-4.401999999999999,-4.484,-7.25,-6.5040000000000004,-8.251000000000001
2023-02-10,-3.82,-4.334,-4.519,-7.06,-6.6739999999999995,-8.1165
2023-02-13,-2.79,-4.096,-4.519,-6.18,-6.564,-7.955
2023-02-14,-3.52,-3.9940000000000007,-4.561,-6.21,-6.6579999999999995,-7.788500000000001
2023-02-15,-2.68,-3.5460000000000003,-4.452,-5.96,-6.531999999999999,-7.5375
2023-02-16,-2.14,-2.9899999999999998,-4.2385,-6.98,-6.478,-7.3065
2023-02-17,-2.77,-2.7800000000000002,-4.104,-7.17,-6.5,-7.164500000000001
2023-02-21,-3.09,-2.8400000000000003,-3.9829999999999997,-8.6,-6.984,-7.147500000000001
2023-02-22,-2.47,-2.63,-3.8705000000000007,-8.69,-7.4799999999999995,-7.13
2023-02-23,-1.57,-2.408,-3.71,-8.34,-7.956,-7.096500000000001
2023-02-24,-2.44,-2.468,-3.589,-9.1,-8.379999999999999,-7.1485
2023-02-27,-3.58,-2.63,-3.4939999999999998,-8.85,-8.716,-7.2010000000000005
2023-02-28,-5.8,-3.1719999999999997,-3.5125,-9.16,-8.828,-7.2125
2023-03-01,-6.63,-4.004,-3.6485,-9.24,-8.937999999999999,-7.291500000000001
2023-03-02,-5.59,-4.808,-3.745,-8.66,-9.001999999999999,-7.3985
2023-03-03,-5.67,-5.454,-3.8284999999999996,-7.41,-8.663999999999998,-7.5065
2023-03-06,-4.96,-5.7299999999999995,-3.8685,-7.32,-8.358,-7.561999999999999
2023-03-07,-4.93,-5.556,-3.9159999999999995,-8.65,-8.256,-7.6579999999999995
2023-03-08,-5.07,-5.244,-3.968,-8.52,-8.112,-7.797
2023-03-09,-5.66,-5.258,-4.005,-10.08,-8.396,-7.971499999999999
2023-03-10,-6.3,-5.3839999999999995,-4.074,-11.27,-9.168000000000001,-8.1725
2023-03-13,-6.49,-5.69,-4.2075000000000005,-11.41,-9.985999999999999,-8.389999999999999
2023-03-14,-5.46,-5.796000000000001,-4.340999999999999,-10.0,-10.256,-8.581
2023-03-15,-4.68,-5.718000000000001,-4.399,-10.53,-10.658,-8.797
2023-03-16,-4.19,-5.4239999999999995,-4.4745,-9.06,-10.453999999999999,-8.952
2023-03-17,-4.84,-5.132,-4.6095,-10.02,-10.203999999999999,-9.104000000000001
2023-03-20,-3.86,-4.606,-4.664,-9.23,-9.768,-9.206999999999999
2023-03-21,-4.05,-4.324,-4.712,-8.08,-9.384,-9.181000000000001
2023-03-22,-5.36,-4.459999999999999,-4.8565,-9.56,-9.190000000000001,-9.2245
2023-03-23,-6.88,-4.998,-5.122,-9.35,-9.248000000000001,-9.275
2023-03-24,-4.82,-4.994,-5.2410000000000005,-9.13,-9.069999999999999,-9.2765
2023-03-27,-4.19,-5.0600000000000005,-5.2715000000000005,-8.98,-9.02,-9.283
2023-03-28,-4.08,-5.066000000000001,-5.185499999999999,-9.14,-9.232000000000001,-9.282
2023-03-29,-3.67,-4.728,-5.0375,-7.87,-8.894,-9.2135
2023-03-30,-4.11,-4.1739999999999995,-4.9635,-7.33,-8.49,-9.147
2023-03-31,-3.7,-3.95,-4.865,-6.05,-7.8740000000000006,-9.079
2023-04-03,-3.33,-3.778,-4.7835,-5.56,-7.19,-8.991000000000001
2023-04-04,-3.41,-3.6439999999999997,-4.7075000000000005,-6.08,-6.578,-8.8625
2023-04-05,-3.3,-3.5700000000000003,-4.619,-6.3,-6.264,-8.7515
2023-04-06,-2.65,-3.278,-4.468500000000001,-5.95,-5.988,-8.545
2023-04-10,-3.76,-3.29,-4.3415,-5.85,-5.9479999999999995,-8.274
2023-04-11,-3.7,-3.364,-4.202,-5.84,-6.004,-7.9955
2023-04-12,-3.81,-3.444,-4.1195,-6.21,-6.029999999999999,-7.806
2023-04-13,-3.73,-3.53,-4.072,-5.01,-5.772,-7.529999999999999
2023-04-14,-4.11,-3.822,-4.068,-5.2,-5.622,-7.337000000000001
2023-04-17,-3.32,-3.7339999999999995,-3.9919999999999995,-4.88,-5.428,-7.08
2023-04-18,-3.32,-3.658,-3.965,-4.82,-5.224,-6.8595
2023-04-19,-3.43,-3.582,-3.9339999999999997,-4.83,-4.948,-6.697
2023-04-20,-2.94,-3.4239999999999995,-3.8129999999999997,-5.36,-5.018000000000001,-6.487
2023-04-21,-3.54,-3.31,-3.646,-5.3,-5.037999999999999,-6.2845
2023-04-24,-3.41,-3.3280000000000003,-3.5754999999999995,-5.18,-5.098000000000001,-6.087
2023-04-25,-1.96,-3.056,-3.464,-6.43,-5.42,-5.9595
2023-04-26,-3.02,-2.9739999999999998,-3.411,-6.78,-5.8100000000000005,-5.841500000000001
2023-04-27,-8.36,-4.058,-3.6454999999999997,-5.24,-5.786,-5.71
2023-04-28,-10.65,-5.4799999999999995,-3.9725,-4.56,-5.638,-5.5715
