Date,rate_ABT,rate_VOO_5D,rate_VOO_20D
2024-04-01,-3.83,-3.8339999999999996,-1.047
2024-04-02,-3.89,-3.4839999999999995,-1.3565
2024-04-03,-4.51,-3.508,-1.6415
2024-04-04,-5.49,-4.0600000000000005,-2.0065
2024-04-05,-4.58,-4.46,-2.382
2024-04-08,-5.15,-4.724,-2.7875
2024-04-09,-3.52,-4.65,-3.084
2024-04-10,-4.6,-4.668000000000001,-3.457
2024-04-11,-4.36,-4.442,-3.7945
2024-04-12,-6.34,-4.7940000000000005,-4.1795
2024-04-15,-6.53,-5.07,-4.443
2024-04-16,-6.25,-5.616,-4.5729999999999995
2024-04-17,-9.07,-6.51,-4.8735
2024-04-18,-9.61,-7.56,-5.133
2024-04-19,-7.9,-7.872,-5.3075
2024-04-22,-8.08,-8.181999999999999,-5.4525
2024-04-23,-7.63,-8.458,-5.5520000000000005
2024-04-24,-8.23,-8.290000000000001,-5.744
2024-04-25,-8.26,-8.02,-6.0205
2024-04-26,-7.68,-7.976000000000001,-6.275499999999999
2024-04-29,-7.91,-7.942,-6.4795
2024-04-30,-9.02,-8.22,-6.736
2024-05-01,-8.6,-8.294,-6.9405
2024-05-02,-8.91,-8.424,-7.1114999999999995
2024-05-03,-8.93,-8.674,-7.329000000000001
2024-05-06,-9.14,-8.92,-7.528499999999999
2024-05-07,-8.69,-8.854,-7.787000000000001
2024-05-08,-9.74,-9.082,-8.044
2024-05-09,-9.97,-9.294,-8.324499999999999
2024-05-10,-9.91,-9.49,-8.502999999999998
2024-05-13,-9.88,-9.638,-8.6705
2024-05-14,-10.53,-10.006,-8.884500000000001
2024-05-15,-10.04,-10.065999999999999,-8.933
2024-05-16,-9.8,-10.032,-8.942499999999999
2024-05-17,-10.46,-10.142,-9.0705
2024-05-20,-11.22,-10.41,-9.2275
2024-05-21,-11.43,-10.59,-9.4175
2024-05-22,-9.84,-10.55,-9.498000000000001
2024-05-23,-10.34,-10.658,-9.602
2024-05-24,-10.58,-10.681999999999999,-9.747
2024-05-28,-12.3,-10.898,-9.9665
2024-05-29,-13.34,-11.28,-10.182500000000001
2024-05-30,-12.48,-11.808000000000002,-10.3765
2024-05-31,-12.09,-12.158,-10.5355
2024-06-03,-11.32,-12.306000000000001,-10.655
2024-06-04,-10.84,-12.014,-10.739999999999998
2024-06-05,-11.01,-11.548,-10.856
2024-06-06,-10.12,-11.075999999999999,-10.875
2024-06-07,-7.31,-10.120000000000001,-10.742
2024-06-10,-7.38,-9.331999999999999,-10.6155
2024-06-11,-8.82,-8.928,-10.5625
2024-06-12,-10.04,-8.734,-10.538
2024-06-13,-10.84,-8.878,-10.578
2024-06-14,-10.64,-9.544,-10.620000000000001
2024-06-17,-10.84,-10.236,-10.639
2024-06-18,-10.38,-10.547999999999998,-10.597
2024-06-20,-8.16,-10.172,-10.433499999999999
2024-06-21,-8.89,-9.782,-10.386
2024-06-24,-9.25,-9.504000000000001,-10.3315
2024-06-25,-9.09,-9.154,-10.257000000000001
2024-06-26,-9.61,-9.0,-10.122499999999999
2024-06-27,-9.81,-9.33,-9.946
2024-06-28,-10.45,-9.642,-9.8445
2024-07-01,-10.87,-9.966,-9.7835
2024-07-02,-10.87,-10.322,-9.761
2024-07-03,-11.62,-10.724,-9.8
2024-07-05,-10.17,-10.796,-9.758000000000001
2024-07-08,-11.79,-11.064,-9.8415
2024-07-09,-12.21,-11.331999999999999,-10.086500000000001
2024-07-10,-11.0,-11.358,-10.267500000000002
2024-07-11,-10.03,-11.040000000000001,-10.328
2024-07-12,-10.0,-11.006,-10.325999999999999
