Date,rate_VZ,rate_VOO_5D,rate_VOO_20D
2022-05-06,-8.51,-9.804,-3.784
2022-05-09,-7.86,-8.914,-4.2295
2022-05-10,-8.78,-8.558000000000002,-4.7555
2022-05-11,-9.25,-8.741999999999999,-5.2835
2022-05-12,-8.91,-8.661999999999999,-5.8385
2022-05-13,-8.69,-8.697999999999999,-6.3534999999999995
2022-05-16,-7.07,-8.54,-6.746499999999999
2022-05-17,-7.26,-8.236,-7.1825
2022-05-18,-7.36,-7.858,-7.685499999999999
2022-05-19,-6.96,-7.468000000000001,-8.225
2022-05-20,-6.15,-6.960000000000001,-8.433
2022-05-23,-5.89,-6.724000000000001,-8.475
2022-05-24,-3.98,-6.068,-8.339500000000001
2022-05-25,-2.93,-5.182,-8.062
2022-05-26,-3.4,-4.470000000000001,-7.802499999999999
2022-05-27,-2.62,-3.7640000000000002,-7.3065
2022-05-31,-2.83,-3.152,-6.8325000000000005
2022-06-01,-2.55,-2.866,-6.4319999999999995
2022-06-02,-2.76,-2.832,-6.153499999999999
2022-06-03,-3.66,-2.884,-5.8709999999999996
2022-06-06,-2.85,-2.9299999999999997,-5.588
2022-06-07,-2.07,-2.7779999999999996,-5.2985
2022-06-08,-2.26,-2.7199999999999998,-4.9725
2022-06-09,-3.41,-2.85,-4.6805
2022-06-10,-3.64,-2.846,-4.417
2022-06-13,-5.96,-3.468,-4.280499999999999
2022-06-14,-6.78,-4.41,-4.266
2022-06-15,-6.8,-5.318,-4.243
2022-06-16,-7.38,-6.112,-4.244
2022-06-17,-7.02,-6.787999999999999,-4.247
2022-06-21,-3.96,-6.388,-4.1375
2022-06-22,-3.69,-5.77,-4.0275
2022-06-23,-1.23,-4.656,-3.8899999999999992
2022-06-24,-3.37,-3.854,-3.912
2022-06-27,-3.37,-3.124,-3.9105
2022-06-28,-4.32,-3.196,-3.9955
2022-06-29,-3.41,-3.1399999999999997,-4.024500000000001
2022-06-30,-3.77,-3.6479999999999997,-4.0855
2022-07-01,-2.03,-3.38,-4.049
2022-07-05,-2.43,-3.1919999999999997,-3.9874999999999994
2022-07-06,-2.26,-2.7800000000000002,-3.9579999999999997
2022-07-07,-3.77,-2.8519999999999994,-4.043
2022-07-08,-4.19,-2.936,-4.1395
2022-07-11,-4.17,-3.364,-4.1775
2022-07-12,-3.64,-3.6060000000000003,-4.1775
2022-07-13,-4.15,-3.9840000000000004,-4.087
2022-07-14,-4.19,-4.0680000000000005,-3.9574999999999996
2022-07-15,-3.18,-3.8660000000000005,-3.7765
2022-07-18,-4.58,-3.9480000000000004,-3.6365000000000003
2022-07-19,-4.26,-4.072,-3.4985
2022-07-20,-6.88,-4.618,-3.6445
2022-07-21,-9.55,-5.69,-3.9375
2022-07-22,-15.62,-8.178,-4.657
2022-07-25,-15.04,-10.27,-5.2405
2022-07-26,-14.73,-12.364,-5.8085
2022-07-27,-14.75,-13.937999999999999,-6.33
2022-07-28,-13.54,-14.735999999999999,-6.836499999999999
2022-07-29,-12.33,-14.078,-7.2645
2022-08-01,-11.88,-13.446000000000002,-7.757
2022-08-02,-13.17,-13.134,-8.294
2022-08-03,-13.19,-12.822,-8.840499999999999
2022-08-04,-14.46,-13.006,-9.375
2022-08-05,-13.72,-13.284,-9.8515
2022-08-08,-14.3,-13.768,-10.358
2022-08-09,-14.12,-13.957999999999998,-10.882000000000001
2022-08-10,-13.91,-14.102,-11.370000000000001
2022-08-11,-13.99,-14.008,-11.86
2022-08-12,-13.5,-13.963999999999999,-12.376
2022-08-15,-12.96,-13.696000000000002,-12.795
2022-08-16,-12.65,-13.402000000000001,-13.214500000000001
2022-08-17,-13.24,-13.268,-13.532499999999999
2022-08-18,-14.72,-13.414000000000001,-13.791
2022-08-19,-14.43,-13.6,-13.7315
2022-08-22,-14.75,-13.958000000000002,-13.717000000000002
2022-08-23,-15.65,-14.558000000000002,-13.763
2022-08-24,-15.54,-15.018,-13.8025
2022-08-25,-15.3,-15.134,-13.8905
2022-08-26,-15.93,-15.434000000000001,-14.0705
2022-08-29,-15.83,-15.65,-14.268
2022-08-30,-16.86,-15.892,-14.452499999999997
2022-08-31,-17.79,-16.342000000000002,-14.6825
2022-09-01,-17.33,-16.747999999999998,-14.825999999999999
2022-09-02,-17.98,-17.157999999999998,-15.038999999999998
2022-09-06,-18.23,-17.637999999999998,-15.235500000000002
2022-09-07,-18.26,-17.918,-15.4425
2022-09-08,-17.83,-17.926000000000002,-15.638499999999999
2022-09-09,-16.17,-17.694000000000003,-15.747499999999999
2022-09-12,-15.23,-17.144,-15.834
2022-09-13,-17.14,-16.926,-16.043
2022-09-14,-18.03,-16.880000000000003,-16.311999999999998
2022-09-15,-18.5,-17.014,-16.575
2022-09-16,-18.08,-17.395999999999997,-16.743000000000002
2022-09-19,-18.1,-17.970000000000002,-16.926499999999997
2022-09-20,-19.36,-18.414,-17.157
2022-09-21,-21.51,-19.11,-17.45
2022-09-22,-20.64,-19.538000000000004,-17.705
2022-09-23,-21.43,-20.208000000000002,-18.011499999999998
2022-09-26,-22.58,-21.104,-18.344
2022-09-27,-22.65,-21.762,-18.685
2022-09-28,-21.67,-21.794,-18.9255
2022-09-29,-23.14,-22.294,-19.193
2022-09-30,-24.46,-22.9,-19.5495
2022-10-03,-21.57,-22.698,-19.729
2022-10-04,-20.3,-22.228,-19.8325
2022-10-05,-21.1,-22.113999999999997,-19.9745
2022-10-06,-24.15,-22.316,-20.2905
2022-10-07,-26.09,-22.642000000000003,-20.7865
2022-10-10,-26.54,-23.636,-21.351999999999997
2022-10-11,-27.88,-25.151999999999997,-21.889
2022-10-12,-28.4,-26.612000000000002,-22.407500000000002
2022-10-13,-26.97,-27.176,-22.830999999999996
2022-10-14,-27.01,-27.359999999999996,-23.277499999999996
2022-10-17,-25.43,-27.137999999999998,-23.644
2022-10-18,-25.65,-26.692,-23.9585
2022-10-19,-26.65,-26.342000000000002,-24.2155
2022-10-20,-25.79,-26.106,-24.473
2022-10-21,-29.08,-26.52,-24.8555
2022-10-24,-27.84,-27.002,-25.118499999999997
2022-10-25,-26.92,-27.256,-25.332
2022-10-26,-26.92,-27.310000000000002,-25.5945
2022-10-27,-27.42,-27.636000000000003,-25.8085
2022-10-28,-24.44,-26.708,-25.807499999999997
2022-10-31,-25.04,-26.148000000000003,-25.981
2022-11-01,-24.43,-25.65,-26.1875
2022-11-02,-23.77,-25.02,-26.320999999999998
2022-11-03,-24.86,-24.508000000000003,-26.3565
2022-11-04,-24.69,-24.558,-26.2865
2022-11-07,-24.78,-24.506,-26.198500000000003
2022-11-08,-23.43,-24.306,-25.976
2022-11-09,-23.93,-24.338,-25.752499999999998
2022-11-10,-22.14,-23.794,-25.511000000000003
2022-11-11,-22.58,-23.372,-25.289499999999997
2022-11-14,-22.56,-22.928,-25.146
2022-11-15,-23.78,-22.997999999999998,-25.0525
2022-11-16,-23.42,-22.896,-24.891
2022-11-17,-22.86,-23.04,-24.7445
2022-11-18,-22.08,-22.94,-24.3945
2022-11-21,-21.94,-22.816,-24.0995
2022-11-22,-20.77,-22.214,-23.792
2022-11-23,-21.33,-21.796,-23.5125
2022-11-25,-21.13,-21.45,-23.198
2022-11-28,-22.7,-21.574,-23.110999999999997
2022-11-29,-22.5,-21.686,-22.984
2022-11-30,-21.21,-21.773999999999997,-22.823
2022-12-01,-21.98,-21.904,-22.7335
2022-12-02,-22.28,-22.134,-22.6045
2022-12-05,-24.46,-22.485999999999997,-22.593
2022-12-06,-24.82,-22.950000000000003,-22.595
2022-12-07,-24.26,-23.560000000000002,-22.636499999999998
2022-12-08,-24.4,-24.044,-22.66
2022-12-09,-23.8,-24.348,-22.743000000000002
2022-12-12,-22.7,-23.996000000000002,-22.749000000000002
2022-12-13,-22.88,-23.607999999999997,-22.765
2022-12-14,-23.71,-23.498,-22.761499999999998
2022-12-15,-23.06,-23.23,-22.7435
2022-12-16,-24.37,-23.344,-22.819
2022-12-19,-24.56,-23.716,-22.943
2022-12-20,-24.64,-24.068,-23.078
2022-12-21,-23.04,-23.933999999999997,-23.191499999999998
2022-12-22,-21.96,-23.714,-23.223
2022-12-23,-21.76,-23.192,-23.2545
2022-12-27,-20.06,-22.292,-23.1225
2022-12-28,-20.95,-21.554,-23.045
2022-12-29,-20.04,-20.954,-22.9865
2022-12-30,-19.75,-20.512,-22.875
2023-01-03,-17.87,-19.733999999999998,-22.6545
2023-01-04,-15.84,-18.889999999999997,-22.2235
2023-01-05,-14.68,-17.636000000000003,-21.7165
2023-01-06,-13.68,-16.363999999999997,-21.187499999999996
2023-01-09,-15.35,-15.484,-20.735
2023-01-10,-14.17,-14.744,-20.2535
2023-01-11,-15.74,-14.723999999999998,-19.905499999999996
2023-01-12,-14.46,-14.680000000000001,-19.4845
2023-01-13,-14.35,-14.813999999999998,-19.0165
2023-01-17,-16.41,-15.026,-18.684
2023-01-18,-18.21,-15.834,-18.375999999999998
2023-01-19,-18.03,-16.292,-18.049500000000002
2023-01-20,-18.15,-17.03,-17.725
2023-01-23,-18.9,-17.939999999999998,-17.518
2023-01-24,-17.29,-18.116,-17.2845
2023-01-25,-17.47,-17.968,-17.07
2023-01-26,-17.6,-17.881999999999998,-16.947
2023-01-27,-16.84,-17.619999999999997,-16.7415
2023-01-30,-16.0,-17.04,-16.5395
2023-01-31,-14.94,-16.57,-16.299
2023-02-01,-14.36,-15.947999999999999,-16.1235
2023-02-02,-14.08,-15.244,-16.0355
2023-02-03,-14.72,-14.819999999999999,-16.037499999999998
2023-02-06,-15.18,-14.656,-16.1125
2023-02-07,-16.66,-15.0,-16.178
2023-02-08,-16.72,-15.472,-16.3055
2023-02-09,-18.15,-16.286,-16.426
2023-02-10,-17.75,-16.892000000000003,-16.5905
2023-02-13,-17.12,-17.279999999999998,-16.729
2023-02-14,-17.1,-17.368000000000002,-16.7635
2023-02-15,-17.0,-17.424,-16.702999999999996
2023-02-16,-18.1,-17.413999999999998,-16.7065
2023-02-17,-17.33,-17.33,-16.6655
2023-02-21,-19.4,-17.786,-16.6905
2023-02-22,-19.24,-18.214,-16.788
2023-02-23,-20.77,-18.967999999999996,-16.953
2023-02-24,-20.34,-19.416,-17.09
2023-02-27,-20.06,-19.962,-17.250999999999998
2023-02-28,-20.2,-20.121999999999996,-17.461
2023-03-01,-20.77,-20.428,-17.7525
2023-03-02,-20.55,-20.384,-18.061999999999998
2023-03-03,-20.85,-20.486,-18.4005
2023-03-06,-21.07,-20.688,-18.717999999999996
2023-03-07,-21.56,-20.96,-19.037
2023-03-08,-22.33,-21.272,-19.3205
2023-03-09,-24.32,-22.026,-19.700499999999998
2023-03-10,-24.06,-22.668,-19.996
2023-03-13,-24.34,-23.322,-20.325499999999998
2023-03-14,-23.65,-23.74,-20.651999999999997
2023-03-15,-23.28,-23.93,-20.961000000000002
2023-03-16,-24.26,-23.918,-21.324
2023-03-17,-23.83,-23.872,-21.6105
2023-03-20,-22.52,-23.508,-21.869999999999997
2023-03-21,-21.88,-23.154000000000003,-21.994
2023-03-22,-22.77,-23.052,-22.170499999999997
2023-03-23,-22.64,-22.728,-22.264
2023-03-24,-22.05,-22.372,-22.3495
2023-03-27,-21.24,-22.116,-22.4085
2023-03-28,-21.35,-22.009999999999998,-22.466
2023-03-29,-20.36,-21.528,-22.4455
2023-03-30,-19.99,-20.997999999999998,-22.4175
2023-03-31,-19.51,-20.490000000000002,-22.3505
2023-04-03,-18.42,-19.926000000000002,-22.218
2023-04-04,-17.54,-19.163999999999998,-22.017
2023-04-05,-16.6,-18.412,-21.7305
2023-04-06,-17.89,-17.992,-21.409
2023-04-10,-18.15,-17.72,-21.113500000000002
2023-04-11,-17.95,-17.625999999999998,-20.794
2023-04-12,-18.46,-17.810000000000002,-20.5345
2023-04-13,-18.22,-18.133999999999997,-20.2815
2023-04-14,-18.42,-18.24,-19.9895
2023-04-17,-17.93,-18.196,-19.694499999999998
2023-04-18,-19.0,-18.406,-19.518499999999996
2023-04-19,-19.71,-18.656,-19.41
2023-04-20,-22.63,-19.538,-19.403
2023-04-21,-22.36,-20.326,-19.389000000000003
2023-04-24,-22.82,-21.304,-19.427500000000002
2023-04-25,-22.4,-21.984,-19.4855
2023-04-26,-23.19,-22.68,-19.5775
2023-04-27,-19.31,-22.016,-19.525
2023-04-28,-19.23,-21.389999999999997,-19.487000000000002
2023-05-01,-19.06,-20.637999999999998,-19.4645
2023-05-02,-21.2,-20.398,-19.6035
2023-05-03,-20.57,-19.874000000000002,-19.755
2023-05-04,-21.86,-20.383999999999997,-20.018
2023-05-05,-20.88,-20.714000000000002,-20.1675
2023-05-08,-20.88,-21.078,-20.304
2023-05-09,-21.41,-21.119999999999997,-20.476999999999997
2023-05-10,-21.29,-21.264000000000003,-20.6185
2023-05-11,-21.35,-21.162,-20.775
2023-05-12,-21.37,-21.259999999999998,-20.9225
2023-05-15,-23.07,-21.698,-21.179499999999997
2023-05-16,-24.57,-22.330000000000002,-21.458000000000002
2023-05-17,-24.3,-22.932,-21.6875
2023-05-18,-24.41,-23.544,-21.7765
2023-05-19,-24.57,-24.184,-21.886999999999997
2023-05-22,-24.76,-24.522,-21.984
2023-05-23,-24.18,-24.444,-22.073
2023-05-24,-24.95,-24.574,-22.161
2023-05-25,-27.14,-25.12,-22.552500000000002
2023-05-26,-26.76,-25.558,-22.929
2023-05-30,-26.97,-26.0,-23.3245
2023-05-31,-25.45,-26.254,-23.537
2023-06-01,-24.73,-26.21,-23.744999999999997
2023-06-02,-27.1,-26.201999999999998,-24.006999999999998
2023-06-05,-27.35,-26.32,-24.3305
2023-06-06,-26.85,-26.296,-24.628999999999998
2023-06-07,-25.67,-26.340000000000003,-24.842
2023-06-08,-25.31,-26.456,-25.043
2023-06-09,-25.23,-26.082,-25.237000000000002
2023-06-12,-24.94,-25.6,-25.4155
2023-06-13,-25.21,-25.272,-25.5225
2023-06-14,-24.68,-25.074,-25.528
2023-06-15,-23.19,-24.65,-25.4725
2023-06-16,-23.15,-24.234,-25.4095
2023-06-20,-24.52,-24.15,-25.407000000000004
2023-06-21,-24.47,-24.002,-25.3925
2023-06-22,-24.43,-23.951999999999998,-25.404999999999998
2023-06-23,-25.15,-24.344,-25.415
2023-06-26,-23.89,-24.492,-25.2525
2023-06-27,-22.96,-24.18,-25.0625
2023-06-28,-22.39,-23.764000000000003,-24.833499999999997
2023-06-29,-22.03,-23.284,-24.6625
2023-06-30,-21.61,-22.576,-24.5065
2023-07-03,-20.99,-21.996000000000002,-24.201
2023-07-05,-20.57,-21.518,-23.862000000000002
2023-07-06,-21.3,-21.3,-23.5845
2023-07-07,-23.87,-21.668,-23.4945
2023-07-10,-25.46,-22.438,-23.502000000000002
2023-07-11,-25.78,-23.396,-23.5295
2023-07-12,-26.05,-24.492,-23.585
2023-07-13,-26.51,-25.534,-23.65
2023-07-14,-27.84,-26.327999999999996,-23.808
2023-07-17,-33.2,-27.875999999999998,-24.308500000000002
2023-07-18,-31.49,-29.018,-24.7255
2023-07-19,-27.9,-29.387999999999998,-24.8945
2023-07-20,-28.6,-29.806,-25.101000000000003
2023-07-21,-28.09,-29.856,-25.284
2023-07-24,-27.88,-28.792,-25.420499999999997
2023-07-25,-27.33,-27.96,-25.592499999999998
2023-07-26,-27.12,-27.803999999999995,-25.8005
2023-07-27,-28.79,-27.842000000000002,-26.120500000000003
2023-07-28,-27.77,-27.778,-26.4075
2023-07-31,-27.67,-27.736,-26.710500000000003
2023-08-01,-28.46,-27.962,-27.083999999999996
2023-08-02,-28.69,-28.276,-27.490000000000002
2023-08-03,-29.23,-28.364000000000004,-27.8865
2023-08-04,-30.15,-28.839999999999996,-28.200499999999998
2023-08-07,-30.33,-29.371999999999996,-28.444
2023-08-08,-30.27,-29.734,-28.6685
2023-08-09,-30.05,-30.006,-28.8685
2023-08-10,-29.55,-30.07,-29.0205
2023-08-11,-29.01,-29.842000000000002,-29.078999999999997
2023-08-14,-28.7,-29.516,-28.853999999999996
2023-08-15,-29.13,-29.288,-28.736
2023-08-16,-29.12,-29.101999999999997,-28.796999999999997
2023-08-17,-29.43,-29.077999999999996,-28.8385
2023-08-18,-29.25,-29.125999999999998,-28.896500000000003
2023-08-21,-29.51,-29.288,-28.978
2023-08-22,-29.23,-29.308000000000003,-29.072999999999997
2023-08-23,-29.24,-29.332,-29.178999999999995
2023-08-24,-28.97,-29.24,-29.188
2023-08-25,-29.01,-29.191999999999997,-29.25
2023-08-28,-28.73,-29.036,-29.302999999999997
2023-08-29,-27.11,-28.612000000000002,-29.235500000000002
2023-08-30,-27.18,-28.2,-29.159999999999997
2023-08-31,-26.7,-27.746000000000002,-29.033499999999997
2023-09-01,-26.34,-27.212,-28.843
2023-09-05,-27.12,-26.889999999999997,-28.682500000000005
2023-09-06,-27.33,-26.933999999999997,-28.535499999999995
2023-09-07,-28.05,-27.107999999999997,-28.4355
2023-09-08,-28.78,-27.524,-28.397000000000002
2023-09-11,-27.78,-27.812,-28.335499999999996
2023-09-12,-27.58,-27.903999999999996,-28.279500000000002
2023-09-13,-27.95,-28.028000000000002,-28.220499999999998
2023-09-14,-27.58,-27.933999999999997,-28.1435
2023-09-15,-28.1,-27.798000000000002,-28.076999999999998
2023-09-18,-28.64,-27.97,-28.046499999999998
2023-09-19,-28.91,-28.236,-28.016499999999997
2023-09-20,-28.49,-28.344,-27.979499999999994
2023-09-21,-29.14,-28.656,-27.9745
2023-09-22,-29.16,-28.868000000000002,-27.984
2023-09-25,-29.41,-29.022000000000002,-28.004
2023-09-26,-29.77,-29.194,-28.056
2023-09-27,-31.02,-29.7,-28.2515
2023-09-28,-30.7,-30.012,-28.427500000000002
2023-09-29,-31.0,-30.380000000000003,-28.642500000000002
2023-10-02,-31.75,-30.848000000000003,-28.913
2023-10-03,-31.29,-31.151999999999997,-29.121499999999997
2023-10-04,-32.21,-31.389999999999997,-29.365500000000004
2023-10-05,-31.62,-31.574,-29.544
2023-10-06,-33.67,-32.108000000000004,-29.7885
2023-10-09,-32.4,-32.238,-30.0195
2023-10-10,-31.74,-32.328,-30.2275
2023-10-11,-32.38,-32.362,-30.449
2023-10-12,-33.55,-32.748000000000005,-30.747500000000002
2023-10-13,-34.06,-32.826,-31.045499999999997
2023-10-16,-32.83,-32.912,-31.255000000000003
2023-10-17,-32.27,-33.018,-31.423000000000002
2023-10-18,-33.26,-33.194,-31.6615
2023-10-19,-32.12,-32.908,-31.8105
2023-10-20,-32.15,-32.525999999999996,-31.959999999999997
2023-10-23,-32.53,-32.465999999999994,-32.116
2023-10-24,-26.29,-31.27,-31.942
2023-10-25,-27.6,-30.137999999999998,-31.771000000000004
2023-10-26,-25.93,-28.9,-31.5325
2023-10-27,-28.14,-28.098000000000003,-31.389499999999998
2023-10-30,-25.61,-26.714,-31.0825
2023-10-31,-24.51,-26.358000000000004,-30.7435
2023-11-01,-23.48,-25.534,-30.307
2023-11-02,-22.43,-24.834000000000003,-29.847499999999997
2023-11-03,-22.18,-23.642,-29.273000000000003
2023-11-06,-22.98,-23.116,-28.802000000000003
2023-11-07,-22.34,-22.682,-28.332
2023-11-08,-22.7,-22.526,-27.848000000000003
2023-11-09,-23.02,-22.644,-27.321499999999997
2023-11-10,-22.83,-22.774,-26.76
2023-11-13,-22.6,-22.698,-26.2485
2023-11-14,-22.49,-22.728,-25.759499999999996
2023-11-15,-22.27,-22.642000000000003,-25.21
2023-11-16,-21.94,-22.426,-24.701
2023-11-17,-21.85,-22.23,-24.186
2023-11-20,-20.93,-21.896,-23.606
2023-11-21,-19.9,-21.378,-23.2865
2023-11-22,-19.7,-20.864,-22.8915
2023-11-24,-19.58,-20.392,-22.574
2023-11-27,-19.7,-19.962,-22.152
2023-11-28,-19.45,-19.665999999999997,-21.844
2023-11-29,-18.85,-19.456,-21.561
2023-11-30,-17.67,-19.05,-21.2705
2023-12-01,-16.84,-18.502000000000002,-20.991
2023-12-04,-17.94,-18.15,-20.779
2023-12-05,-17.26,-17.712000000000003,-20.493000000000002
2023-12-06,-17.11,-17.364,-20.2315
2023-12-07,-16.84,-17.198,-19.938499999999998
2023-12-08,-17.56,-17.342,-19.6655
2023-12-11,-18.6,-17.474,-19.454
2023-12-12,-19.33,-17.887999999999998,-19.2905
2023-12-13,-19.94,-18.454,-19.163
2023-12-14,-18.2,-18.726000000000003,-18.9595
2023-12-15,-19.19,-19.052,-18.822
2023-12-18,-18.6,-19.052,-18.6595
2023-12-19,-18.8,-18.946,-18.553
2023-12-20,-19.36,-18.830000000000002,-18.526
2023-12-21,-19.09,-19.008,-18.4955
2023-12-22,-18.97,-18.964,-18.465
2023-12-26,-18.99,-19.042,-18.429499999999997
2023-12-27,-19.34,-19.15,-18.424
2023-12-28,-18.97,-19.071999999999996,-18.43
2023-12-29,-18.53,-18.959999999999997,-18.473000000000003
2024-01-02,-15.8,-18.326,-18.421
2024-01-03,-15.22,-17.572,-18.285
2024-01-04,-14.77,-16.658,-18.1605
2024-01-05,-12.99,-15.462,-17.9545
2024-01-08,-13.21,-14.398000000000001,-17.773000000000003
2024-01-09,-15.49,-14.336000000000002,-17.6695
2024-01-10,-15.41,-14.374,-17.509999999999998
2024-01-11,-17.95,-15.010000000000002,-17.441
2024-01-12,-16.53,-15.718,-17.270500000000002
2024-01-16,-14.95,-16.066,-17.108
2024-01-17,-15.86,-16.14,-16.9415
2024-01-18,-15.71,-16.2,-16.797
2024-01-19,-14.87,-15.584,-16.6005
2024-01-22,-14.33,-15.144,-16.349
2024-01-23,-8.6,-13.873999999999999,-15.8245
2024-01-24,-10.65,-12.831999999999999,-15.4085
2024-01-25,-8.47,-11.384,-14.882500000000002
2024-01-26,-8.23,-10.056000000000001,-14.326999999999998
2024-01-29,-8.99,-8.988,-13.828
2024-01-30,-8.08,-8.884,-13.305499999999999
2024-01-31,-8.34,-8.422,-12.9325
2024-02-01,-7.89,-8.306000000000001,-12.565999999999999
2024-02-02,-8.66,-8.392,-12.260499999999999
2024-02-05,-10.25,-8.644,-12.1235
2024-02-06,-10.85,-9.197999999999999,-12.005500000000001
2024-02-07,-12.31,-9.992,-11.8465
2024-02-08,-13.4,-11.094,-11.745999999999999
2024-02-09,-13.81,-12.124,-11.539
2024-02-12,-12.99,-12.672,-11.362
2024-02-13,-12.93,-13.088,-11.261
2024-02-14,-12.89,-13.203999999999999,-11.1125
2024-02-15,-11.94,-12.912,-10.924
2024-02-16,-12.15,-12.58,-10.788
2024-02-20,-12.13,-12.408,-10.678
2024-02-21,-10.84,-11.99,-10.790000000000001
2024-02-22,-11.64,-11.74,-10.839500000000001
2024-02-23,-11.79,-11.709999999999999,-11.005500000000001
2024-02-26,-13.88,-12.056000000000001,-11.288
2024-02-27,-13.36,-12.302,-11.5065
2024-02-28,-12.99,-12.732000000000001,-11.751999999999999
2024-02-29,-13.16,-13.035999999999998,-11.992999999999999
2024-03-01,-12.55,-13.187999999999999,-12.226
2024-03-04,-12.32,-12.876,-12.409
2024-03-05,-12.23,-12.65,-12.508000000000001
2024-03-06,-13.13,-12.678,-12.622
2024-03-07,-13.99,-12.844,-12.706
2024-03-08,-14.04,-13.142000000000001,-12.738000000000001
2024-03-11,-12.7,-13.218,-12.682500000000001
2024-03-12,-12.7,-13.312000000000001,-12.668000000000001
2024-03-13,-12.42,-13.169999999999998,-12.6425
2024-03-14,-13.48,-13.068000000000001,-12.672
2024-03-15,-14.09,-13.078,-12.7795
2024-03-18,-13.14,-13.166,-12.828999999999999
2024-03-19,-13.05,-13.236,-12.875
2024-03-20,-12.73,-13.297999999999998,-12.9695
2024-03-21,-11.81,-12.964000000000002,-12.978
2024-03-22,-12.18,-12.581999999999999,-12.997499999999999
