Date,rate_GOOG_5D,rate_GOOG_20D,rate_VOO_5D,rate_VOO_20D
2022-03-30,1.6119999999999997,-3.2705000000000006,-1.688,-5.4055
2022-03-31,1.376,-3.0735,-1.636,-5.2325
2022-04-01,1.254,-2.7665,-1.614,-5.0075
2022-04-04,1.478,-2.1665,-1.566,-4.6135
2022-04-05,1.2100000000000002,-1.6715,-1.9939999999999998,-4.2455
2022-04-06,0.5639999999999998,-1.5210000000000001,-2.4899999999999998,-4.0395
2022-04-07,0.258,-1.3505,-2.596,-3.79
2022-04-08,-0.48599999999999993,-1.177,-2.814,-3.496
2022-04-11,-2.138,-0.9995,-3.5120000000000005,-3.2510000000000003
2022-04-12,-3.6700000000000004,-0.9715,-4.044,-3.119
2022-04-13,-4.486,-1.0215,-4.176,-3.0345
2022-04-14,-5.617999999999999,-1.2035,-4.630000000000001,-3.063
2022-04-18,-6.362,-1.4395,-5.034000000000001,-3.1420000000000003
2022-04-19,-6.25,-1.5755,-4.822000000000001,-3.1475
2022-04-20,-6.266,-1.9245,-4.556,-3.211
2022-04-21,-6.992,-2.3255,-4.7780000000000005,-3.283
2022-04-22,-8.053999999999998,-3.0095,-5.276,-3.5345
2022-04-25,-8.706,-3.575,-5.680000000000001,-3.7855000000000003
2022-04-26,-10.242,-4.288,-6.894,-4.1985
2022-04-27,-12.098,-5.2059999999999995,-8.05,-4.661
2022-04-28,-12.874,-5.947000000000001,-8.485999999999999,-4.9825
2022-04-29,-13.542000000000002,-6.739,-9.08,-5.3955
2022-05-02,-14.322,-7.468999999999999,-9.604,-5.7829999999999995
2022-05-03,-14.434000000000001,-8.266,-9.538,-6.1915
2022-05-04,-13.279999999999998,-8.8285,-8.99,-6.410000000000001
2022-05-05,-13.574000000000002,-9.4815,-9.512,-6.7379999999999995
2022-05-06,-13.394,-10.152,-9.48,-7.1165
2022-05-09,-13.972,-10.8405,-10.168,-7.6215
2022-05-10,-14.472,-11.349499999999999,-10.888,-8.0355
2022-05-11,-15.691999999999998,-11.834,-12.406,-8.500499999999999
2022-05-12,-16.202,-12.410499999999999,-13.308000000000002,-9.021
2022-05-13,-16.074,-12.766,-13.709999999999999,-9.3865
2022-05-16,-15.828,-13.206999999999999,-13.622,-9.7685
2022-05-17,-15.522,-13.667499999999999,-13.236,-10.139
2022-05-18,-15.748000000000001,-14.2045,-13.262,-10.677
2022-05-19,-16.098000000000003,-14.687000000000001,-13.388,-11.1735
2022-05-20,-17.14,-15.0375,-13.901999999999997,-11.543000000000001
2022-05-23,-17.592000000000002,-15.4285,-14.040000000000001,-11.8585
2022-05-24,-19.156,-15.896,-14.64,-12.075500000000002
2022-05-25,-20.112000000000002,-16.208,-14.416,-12.2685
2022-05-26,-20.47,-16.586000000000002,-13.745999999999999,-12.4885
2022-05-27,-19.964,-16.643,-12.65,-12.435500000000001
2022-05-31,-19.62,-16.753,-11.966,-12.449
2022-06-01,-18.336,-16.8715,-11.245999999999999,-12.502500000000001
2022-06-02,-16.516,-17.017,-10.34,-12.606
2022-06-03,-15.518,-17.072,-10.056000000000001,-12.624500000000001
2022-06-06,-14.818000000000001,-16.999,-10.154,-12.604
2022-06-07,-14.266,-16.826500000000003,-9.982,-12.4025
2022-06-08,-13.816000000000003,-16.7075,-9.918000000000001,-12.26
2022-06-09,-14.228,-16.651000000000003,-10.59,-12.152
2022-06-10,-14.687999999999999,-16.6935,-11.475999999999999,-12.1665
2022-06-13,-16.174,-17.024,-13.048000000000002,-12.438500000000001
2022-06-14,-17.644,-17.2805,-14.831999999999999,-12.705
2022-06-15,-18.648,-17.489,-16.194,-12.999500000000001
2022-06-16,-19.862000000000002,-17.6795,-17.676,-13.255500000000001
2022-06-17,-20.383999999999997,-17.765,-18.614,-13.472999999999999
2022-06-21,-19.63,-17.646499999999996,-18.532,-13.596
2022-06-22,-18.922,-17.613,-18.444,-13.806000000000001
2022-06-23,-18.586,-17.3465,-18.416,-13.9435
2022-06-24,-16.842,-16.862000000000002,-17.356,-13.9905
2022-06-27,-15.558000000000002,-16.537,-16.4,-14.136499999999998
2022-06-28,-15.475999999999999,-16.5245,-16.184,-14.479499999999998
2022-06-29,-15.442000000000002,-16.5685,-15.992,-14.8125
2022-06-30,-15.928,-16.7445,-16.096,-15.156
2022-07-01,-17.21,-17.035500000000003,-16.446,-15.517
2022-07-05,-17.526000000000003,-17.039,-16.706,-15.799000000000001
2022-07-06,-17.054,-17.0835,-16.55,-16.0785
2022-07-07,-15.935999999999998,-16.985999999999997,-16.096,-16.341
2022-07-08,-14.266000000000002,-16.857,-15.524000000000001,-16.5575
2022-07-11,-13.196000000000002,-16.777499999999996,-15.395999999999997,-16.7185
2022-07-12,-13.059999999999999,-16.631999999999998,-15.447999999999999,-16.792
2022-07-13,-13.51,-16.4175,-15.632,-16.7245
2022-07-14,-14.669999999999998,-16.2425,-16.1,-16.658
2022-07-15,-15.762,-16.1355,-16.252000000000002,-16.572
2022-07-18,-16.738,-15.996499999999997,-16.352,-16.3875
2022-07-19,-16.770000000000003,-15.7285,-15.857999999999999,-16.103
2022-07-20,-16.4,-15.61,-15.184000000000001,-15.8875
2022-07-21,-15.868,-15.479,-14.296000000000001,-15.620999999999999
2022-07-22,-16.518,-15.618500000000001,-13.868,-15.434999999999999
2022-07-25,-16.768,-15.978,-13.288,-15.370499999999998
2022-07-26,-18.124,-16.369999999999997,-13.352,-15.341
2022-07-27,-18.285999999999998,-16.3125,-13.086000000000002,-15.113
2022-07-28,-18.354,-16.207,-12.774,-14.8165
2022-07-29,-17.132,-15.9195,-12.053999999999998,-14.4245
2022-08-01,-15.984,-15.6715,-11.350000000000001,-14.0965
2022-08-02,-14.38,-15.583499999999997,-10.53,-13.797
2022-08-03,-13.664000000000001,-15.465,-9.94,-13.460500000000001
2022-08-04,-13.084,-15.494,-9.578,-13.187000000000001
2022-08-05,-12.878,-15.572500000000002,-9.496,-12.9175
2022-08-08,-12.586000000000002,-15.519,-9.425999999999998,-12.604000000000001
2022-08-09,-12.404,-15.419500000000003,-9.319999999999999,-12.265
2022-08-10,-12.218,-15.142,-9.162,-11.843
2022-08-11,-12.126000000000001,-14.857999999999999,-8.992,-11.41
2022-08-12,-11.678,-14.5515,-8.581999999999999,-11.0
2022-08-15,-11.196,-14.133500000000002,-8.104000000000001,-10.542
2022-08-16,-10.686,-13.898500000000002,-7.554,-10.189
2022-08-17,-10.709999999999999,-13.7195,-7.348000000000001,-9.884
2022-08-18,-10.597999999999999,-13.5405,-7.104000000000001,-9.611999999999998
2022-08-19,-11.04,-13.181999999999999,-7.244,-9.344
2022-08-22,-11.806000000000001,-12.893,-7.696,-9.144
2022-08-23,-12.565999999999999,-12.509,-8.198,-8.9005
2022-08-24,-13.118,-12.4275,-8.578,-8.757
2022-08-25,-13.425999999999998,-12.3085,-8.822,-8.623999999999999
2022-08-26,-14.097999999999999,-12.4235,-9.31,-8.658
2022-08-29,-14.565999999999999,-12.5385,-9.620000000000001,-8.7115
2022-08-30,-15.045999999999998,-12.6755,-10.028,-8.774999999999999
2022-08-31,-15.595999999999998,-12.910499999999999,-10.562,-8.9125
2022-09-01,-16.22,-13.092499999999998,-11.175999999999998,-9.0235
2022-09-02,-16.394,-13.3025,-11.492,-9.157
2022-09-06,-16.59,-13.5395,-11.768,-9.297
2022-09-07,-16.366,-13.666,-11.664,-9.361
2022-09-08,-16.214,-13.9095,-11.366,-9.4635
2022-09-09,-15.956,-14.05,-10.912,-9.503499999999999
2022-09-12,-15.504,-14.259,-10.162,-9.552
2022-09-13,-15.888,-14.7125,-10.129999999999999,-9.803500000000001
2022-09-14,-16.568,-15.136500000000002,-10.290000000000001,-10.045
2022-09-15,-17.387999999999998,-15.578999999999999,-10.74,-10.311499999999999
2022-09-16,-18.574,-16.044,-11.57,-10.620000000000001
2022-09-19,-19.740000000000002,-16.433999999999997,-12.453999999999999,-10.8545
2022-09-20,-20.253999999999998,-16.8245,-12.774,-11.073
2022-09-21,-21.122000000000003,-17.2755,-13.45,-11.358
2022-09-22,-21.619999999999997,-17.7045,-14.080000000000002,-11.687000000000001
2022-09-23,-22.288,-18.2595,-14.851999999999999,-12.127500000000001
2022-09-26,-23.041999999999998,-18.67,-15.906,-12.503499999999999
2022-09-27,-23.604,-19.083999999999996,-16.812,-12.871
2022-09-28,-23.492,-19.387,-17.18,-13.146
2022-09-29,-23.863999999999997,-19.771499999999996,-17.748,-13.483500000000001
2022-09-30,-24.322,-20.285000000000004,-18.288,-13.905499999999998
2022-10-03,-24.130000000000003,-20.604,-18.168,-14.172500000000003
2022-10-04,-23.357999999999997,-20.776,-17.518,-14.3085
2022-10-05,-23.018,-21.05,-17.14,-14.515
2022-10-06,-22.272,-21.285999999999998,-16.595999999999997,-14.791000000000002
2022-10-07,-21.636,-21.705,-16.264,-15.243500000000001
2022-10-10,-21.726,-22.1595,-16.554,-15.770500000000002
2022-10-11,-22.386,-22.4005,-17.436,-16.135
2022-10-12,-22.977999999999998,-22.652499999999996,-18.338,-16.526999999999997
2022-10-13,-23.358,-22.7785,-18.654,-16.7695
2022-10-14,-23.722,-22.991999999999997,-18.878,-17.070500000000003
2022-10-17,-23.404,-23.075499999999998,-18.582,-17.3025
2022-10-18,-22.892,-23.06,-17.99,-17.439
2022-10-19,-22.588,-23.019,-17.464,-17.530499999999996
2022-10-20,-22.462,-22.989,-17.482,-17.619999999999997
2022-10-21,-21.802,-22.8705,-16.747999999999998,-17.544500000000003
2022-10-24,-21.466,-22.6815,-16.216,-17.380000000000003
2022-10-25,-20.922,-22.3895,-15.602,-17.1365
2022-10-26,-21.768,-22.588,-15.0,-16.9855
2022-10-27,-22.994,-22.7715,-14.356,-16.772
2022-10-28,-23.752000000000002,-22.728,-13.709999999999999,-16.4
2022-10-31,-25.034000000000002,-22.9075,-13.38,-16.183
2022-11-01,-27.113999999999997,-23.3285,-13.325999999999999,-16.0885
2022-11-02,-28.15,-23.871000000000002,-13.568000000000001,-16.0925
2022-11-03,-29.384000000000004,-24.549500000000002,-13.892000000000001,-16.095999999999997
2022-11-04,-30.748,-25.006,-14.372,-15.927000000000001
2022-11-07,-31.522,-25.3565,-14.581999999999999,-15.690000000000001
2022-11-08,-31.76,-25.671999999999997,-14.696000000000002,-15.4035
2022-11-09,-31.714,-26.055,-14.73,-15.1905
2022-11-10,-30.092000000000002,-26.232999999999997,-13.697999999999999,-14.857
2022-11-11,-28.562,-26.216,-12.734,-14.391
2022-11-14,-27.433999999999997,-26.363999999999997,-12.064,-14.060500000000001
2022-11-15,-25.93,-26.4315,-11.342,-13.741499999999998
2022-11-16,-24.151999999999997,-26.446000000000005,-10.412,-13.4275
2022-11-17,-23.486,-26.488999999999997,-10.426,-13.093
2022-11-18,-23.32,-26.595500000000005,-10.528,-12.836000000000002
2022-11-21,-23.35,-26.835,-10.552000000000001,-12.6445
2022-11-22,-23.564,-27.092000000000002,-10.488000000000001,-12.463
2022-11-23,-23.588,-26.901000000000003,-10.180000000000001,-12.2225
2022-11-25,-23.726,-26.672000000000004,-9.824,-11.96
2022-11-28,-23.964000000000002,-26.648500000000002,-9.825999999999999,-11.865
2022-11-29,-24.023999999999997,-26.5825,-9.798,-11.749
2022-11-30,-23.381999999999998,-26.159000000000002,-9.464,-11.4975
2022-12-01,-22.9,-25.5885,-9.198,-11.129999999999999
2022-12-02,-22.296,-24.9,-8.956,-10.725999999999999
2022-12-05,-21.630000000000003,-24.369,-8.748000000000001,-10.459
2022-12-06,-21.232,-24.009999999999998,-8.76,-10.2935
2022-12-07,-22.102,-23.7445,-9.344,-10.1595
2022-12-08,-23.229999999999997,-23.4675,-9.834,-9.906000000000002
2022-12-09,-24.426,-23.4835,-10.424000000000001,-9.9075
2022-12-12,-25.4,-23.578500000000002,-10.454,-9.889
2022-12-13,-25.624000000000002,-23.557499999999997,-10.102,-9.803
2022-12-14,-25.598000000000003,-23.6615,-9.824000000000002,-9.780000000000001
2022-12-15,-26.024,-23.9355,-10.118,-9.8325
2022-12-16,-26.368000000000002,-24.204,-10.492,-9.924
2022-12-19,-27.053999999999995,-24.512,-11.258,-10.0715
2022-12-20,-28.02,-24.725,-12.209999999999999,-10.2175
2022-12-21,-28.806,-24.972,-12.802000000000001,-10.3585
2022-12-22,-29.264,-25.3545,-13.197999999999999,-10.587
2022-12-23,-29.426,-25.629,-13.294,-10.7915
2022-12-27,-29.615999999999996,-25.925,-13.309999999999999,-10.942499999999999
2022-12-28,-30.112000000000002,-26.246999999999996,-13.478,-11.1375
2022-12-29,-30.314,-26.705000000000002,-13.602,-11.392999999999999
2022-12-30,-30.241999999999997,-27.190000000000005,-13.532,-11.6705
2023-01-03,-30.124000000000002,-27.586000000000002,-13.558000000000002,-11.942
2023-01-04,-29.865999999999996,-27.983999999999998,-13.398000000000001,-12.105
2023-01-05,-29.684000000000005,-28.360000000000003,-13.216,-12.2515
2023-01-06,-29.671999999999997,-28.597500000000004,-12.948000000000002,-12.294
2023-01-09,-29.522,-28.762999999999998,-12.646,-12.3735
2023-01-10,-29.589999999999996,-28.877,-12.218,-12.3905
2023-01-11,-29.026,-28.890499999999996,-11.690000000000001,-12.414
2023-01-12,-28.21,-29.0065,-10.91,-12.4535
2023-01-13,-27.474,-29.0665,-10.444,-12.449
2023-01-17,-26.942,-28.9925,-9.992,-12.342
2023-01-18,-26.54,-28.919999999999998,-9.952,-12.255500000000001
2023-01-19,-26.278000000000002,-28.696499999999997,-10.256,-12.1635
2023-01-20,-25.110000000000003,-28.279000000000003,-10.308,-11.978
2023-01-23,-23.776,-27.809000000000005,-10.213999999999999,-11.802
2023-01-24,-22.658,-27.340999999999998,-10.113999999999999,-11.571000000000002
2023-01-25,-21.872,-27.0315,-9.72,-11.362
2023-01-26,-21.038,-26.552,-9.012,-11.089
2023-01-27,-20.812,-25.954,-8.57,-10.751
2023-01-30,-21.328,-25.5625,-8.568,-10.5435
2023-01-31,-21.222,-25.086000000000002,-8.291999999999998,-10.261
2023-02-01,-20.39,-24.598,-7.794,-9.921
2023-02-02,-18.802,-23.786,-7.231999999999999,-9.5475
2023-02-03,-18.012,-23.035999999999998,-6.914,-9.175500000000001
2023-02-06,-17.058,-22.409,-6.473999999999999,-8.925
2023-02-07,-15.796000000000001,-21.6545,-6.09,-8.622
2023-02-08,-15.943999999999999,-21.186500000000002,-6.104,-8.3925
2023-02-09,-17.842000000000002,-20.990000000000002,-6.5040000000000004,-8.251000000000001
2023-02-10,-19.266000000000002,-20.8,-6.6739999999999995,-8.1165
2023-02-13,-20.4,-20.6405,-6.564,-7.955
2023-02-14,-22.154,-20.457500000000003,-6.6579999999999995,-7.788500000000001
2023-02-15,-22.511999999999997,-20.179499999999997,-6.531999999999999,-7.5375
2023-02-16,-22.458,-20.035,-6.478,-7.3065
2023-02-17,-22.5,-20.1475,-6.5,-7.164500000000001
2023-02-21,-22.936,-20.430500000000002,-6.984,-7.147500000000001
2023-02-22,-23.402,-20.6435,-7.4799999999999995,-7.13
2023-02-23,-24.296,-20.7855,-7.956,-7.096500000000001
2023-02-24,-25.248,-21.0875,-8.379999999999999,-7.1485
2023-02-27,-25.913999999999998,-21.423000000000002,-8.716,-7.2010000000000005
2023-02-28,-26.171999999999997,-21.6415,-8.828,-7.2125
2023-03-01,-26.244,-21.898999999999997,-8.937999999999999,-7.291500000000001
2023-03-02,-25.933999999999997,-22.1715,-9.001999999999999,-7.3985
2023-03-03,-25.110000000000003,-22.664499999999997,-8.663999999999998,-7.5065
2023-03-06,-24.16,-22.96,-8.358,-7.561999999999999
2023-03-07,-23.464,-23.243000000000002,-8.256,-7.6579999999999995
2023-03-08,-22.839999999999996,-23.66,-8.112,-7.797
2023-03-09,-22.804,-23.886499999999998,-8.396,-7.971499999999999
2023-03-10,-23.288,-24.026,-9.168000000000001,-8.1725
2023-03-13,-23.906,-24.119999999999997,-9.985999999999999,-8.389999999999999
2023-03-14,-23.886000000000003,-24.1145,-10.256,-8.581
2023-03-15,-23.574,-24.014999999999997,-10.658,-8.797
2023-03-16,-22.222,-23.814,-10.453999999999999,-8.952
2023-03-17,-20.388,-23.5085,-10.203999999999999,-9.104000000000001
2023-03-20,-18.740000000000002,-23.18,-9.768,-9.206999999999999
2023-03-21,-16.876,-22.5995,-9.384,-9.181000000000001
2023-03-22,-15.642,-22.075,-9.190000000000001,-9.2245
2023-03-23,-14.803999999999998,-21.441,-9.248000000000001,-9.275
2023-03-24,-14.222,-20.752,-9.069999999999999,-9.2765
2023-03-27,-14.040000000000001,-20.211499999999997,-9.02,-9.283
2023-03-28,-14.766,-19.747999999999998,-9.232000000000001,-9.282
2023-03-29,-15.142,-19.299500000000002,-8.894,-9.2135
2023-03-30,-15.942000000000002,-18.943,-8.49,-9.147
2023-03-31,-16.273999999999997,-18.543,-7.8740000000000006,-9.079
2023-04-03,-15.912,-18.1495,-7.19,-8.991000000000001
2023-04-04,-15.246,-17.6935,-6.578,-8.8625
2023-04-05,-14.689999999999998,-17.262,-6.264,-8.7515
2023-04-06,-13.498,-16.6165,-5.988,-8.545
2023-04-10,-13.008,-15.973000000000003,-5.9479999999999995,-8.274
2023-04-11,-12.852,-15.386,-6.004,-7.9955
2023-04-12,-12.86,-14.937000000000001,-6.029999999999999,-7.806
2023-04-13,-12.398,-14.468,-5.772,-7.529999999999999
2023-04-14,-12.288,-14.133,-5.622,-7.337000000000001
2023-04-17,-12.367999999999999,-13.967999999999998,-5.428,-7.08
2023-04-18,-12.528,-13.833000000000002,-5.224,-6.8595
2023-04-19,-12.565999999999999,-13.8595,-4.948,-6.697
2023-04-20,-12.913999999999998,-13.785999999999998,-5.018000000000001,-6.487
2023-04-21,-13.452000000000002,-13.795000000000002,-5.037999999999999,-6.2845
2023-04-24,-13.394,-13.761000000000001,-5.098000000000001,-6.087
2023-04-25,-13.48,-13.693000000000001,-5.42,-5.9595
2023-04-26,-13.578,-13.5625,-5.8100000000000005,-5.841500000000001
2023-04-27,-13.185999999999998,-13.297,-5.786,-5.71
2023-04-28,-12.818000000000001,-13.014,-5.638,-5.5715
2023-05-01,-12.620000000000001,-12.8475,-5.504,-5.4944999999999995
2023-05-02,-12.35,-12.8025,-5.316,-5.4910000000000005
2023-05-03,-12.032,-12.758999999999999,-5.176,-5.4910000000000005
2023-05-04,-12.488,-12.7465,-5.47,-5.5115
2023-05-05,-12.758,-12.828999999999999,-5.588,-5.471500000000001
2023-05-08,-12.672,-12.763499999999999,-5.708,-5.4345
2023-05-09,-12.360000000000001,-12.679499999999999,-5.71,-5.4174999999999995
2023-05-10,-11.366,-12.3855,-5.514,-5.362
2023-05-11,-9.48,-12.017,-5.218000000000001,-5.372999999999999
2023-05-12,-7.589999999999999,-11.6545,-5.258,-5.3805000000000005
2023-05-15,-6.180000000000001,-11.2165,-5.244,-5.3885
2023-05-16,-4.212000000000001,-10.6005,-5.274,-5.430000000000001
2023-05-17,-2.7220000000000004,-9.924499999999998,-5.166,-5.416500000000001
2023-05-18,-1.6480000000000001,-9.200500000000002,-4.85,-5.331
2023-05-19,-0.782,-8.487,-4.54,-5.255999999999999
2023-05-22,0.664,-7.702,-4.28,-5.184
2023-05-23,1.1800000000000002,-6.9355,-4.109999999999999,-5.1025
2023-05-24,1.202,-6.2295,-4.3,-5.039
2023-05-25,1.3359999999999999,-5.57,-4.51,-5.012
2023-05-26,1.688,-4.8605,-4.446,-4.958
2023-05-30,1.488,-4.175,-4.388,-4.905
2023-05-31,1.502,-3.4724999999999993,-4.220000000000001,-4.8285
2023-06-01,1.94,-2.7365,-3.716,-4.674
2023-06-02,2.054,-1.9344999999999999,-3.096,-4.4185
2023-06-05,2.1740000000000004,-1.1275,-2.758,-4.250500000000001
2023-06-06,2.6079999999999997,-0.355,-2.386,-4.0745
2023-06-07,2.524,0.24850000000000003,-1.9760000000000002,-3.8950000000000005
2023-06-08,2.2439999999999998,0.6659999999999999,-1.6440000000000001,-3.7065000000000006
2023-06-09,1.8760000000000001,0.9045,-1.558,-3.5035000000000003
2023-06-12,1.5419999999999998,1.1555,-1.254,-3.2495
2023-06-13,1.032,1.448,-0.86,-2.9785
2023-06-14,1.242,1.612,-0.388,-2.6735
2023-06-15,1.6799999999999997,1.7665000000000002,0.22200000000000003,-2.3594999999999997
2023-06-16,1.8579999999999999,1.7810000000000001,0.7260000000000001,-2.1095
2023-06-20,1.7919999999999998,1.7990000000000002,0.958,-1.875
2023-06-21,1.3719999999999999,1.625,0.9520000000000002,-1.6705
2023-06-22,1.3039999999999998,1.643,1.004,-1.395
2023-06-23,0.9359999999999999,1.7,0.652,-1.1215
2023-06-26,0.276,1.5160000000000002,0.292,-0.909
2023-06-27,-0.366,1.2855,0.242,-0.7030000000000001
2023-06-28,-0.35800000000000004,1.1635,0.30999999999999994,-0.496
2023-06-29,-0.8540000000000001,1.0539999999999998,0.304,-0.26400000000000007
2023-06-30,-1.096,0.9410000000000001,0.682,-0.022
2023-07-03,-0.874,0.784,1.1720000000000002,0.158
2023-07-05,-0.32200000000000006,0.6615,1.4,0.3365
2023-07-06,-0.3380000000000001,0.42699999999999994,1.456,0.46449999999999997
2023-07-07,-0.32000000000000006,0.34299999999999997,1.468,0.597
2023-07-10,-0.95,0.1425,1.3,0.7140000000000001
2023-07-11,-1.3880000000000001,-0.03200000000000001,1.23,0.8550000000000001
2023-07-12,-1.8399999999999999,-0.184,1.3619999999999999,0.9904999999999999
2023-07-13,-1.2,-0.131,1.8199999999999998,1.1345
2023-07-14,-0.296,-0.0415,2.308,1.2710000000000001
2023-07-17,1.012,-0.02450000000000001,2.812,1.3615
2023-07-18,2.028,0.010499999999999999,3.344,1.5095
2023-07-19,2.526,-0.0005000000000000115,3.7619999999999996,1.6915
2023-07-20,1.67,-0.056500000000000015,3.882,1.8669999999999998
2023-07-21,0.8,-0.16750000000000004,4.0200000000000005,2.025
2023-07-24,0.2859999999999999,-0.187,4.1739999999999995,2.242
2023-07-25,0.07799999999999989,-0.03900000000000002,4.224,2.4925
2023-07-26,1.2,0.39099999999999996,4.234,2.6895
2023-07-27,2.88,0.7529999999999999,4.26,2.8545000000000003
2023-07-28,4.946,1.2825,4.454,3.0625
2023-07-31,6.773999999999999,1.7805,4.595999999999999,3.2205
2023-08-01,8.22,2.2344999999999997,4.616,3.3534999999999995
2023-08-02,8.028,2.4785,4.406000000000001,3.441
2023-08-03,7.822,2.793,4.27,3.558
2023-08-04,7.0680000000000005,3.1294999999999997,3.886,3.6670000000000003
2023-08-07,6.841999999999999,3.7284999999999995,3.6100000000000003,3.7979999999999996
2023-08-08,6.837999999999999,4.2909999999999995,3.342,3.8815
2023-08-09,7.147999999999999,4.7255,3.2060000000000004,3.9019999999999997
2023-08-10,7.444,4.954,3.1220000000000003,3.8835
2023-08-11,7.772,5.1465,3.104,3.8659999999999997
2023-08-14,7.758,5.415,3.024,3.851
2023-08-15,7.580000000000001,5.679,2.848,3.7574999999999994
2023-08-16,7.478,5.9635,2.666,3.6279999999999992
2023-08-17,7.522,6.417,2.366,3.5044999999999993
2023-08-18,7.306,6.772999999999999,2.09,3.3835
2023-08-21,6.9799999999999995,7.088500000000001,1.8239999999999998,3.2634999999999996
2023-08-22,6.914,7.388000000000001,1.6780000000000002,3.1209999999999996
2023-08-23,7.368,7.5055000000000005,1.7759999999999998,3.0134999999999996
2023-08-24,7.361999999999999,7.5375,1.8039999999999998,2.8905
2023-08-25,7.65,7.449,1.908,2.747
2023-08-28,7.967999999999999,7.3870000000000005,2.0100000000000002,2.617
2023-08-29,8.606,7.4845,2.3440000000000003,2.553
2023-08-30,9.012,7.7515,2.59,2.5595
2023-08-31,9.772,8.025,3.0,2.573
2023-09-01,10.398,8.2815,3.336,2.6094999999999997
2023-09-05,10.892,8.3995,3.524,2.5955
2023-09-06,10.802,8.4755,3.4,2.5675
2023-09-07,10.677999999999999,8.634,3.166,2.5495
2023-09-08,10.662,8.8295,2.974,2.5360000000000005
2023-09-11,10.834,9.047,2.896,2.5575
2023-09-12,10.751999999999999,9.148,2.77,2.532
2023-09-13,11.075999999999999,9.3495,2.786,2.5520000000000005
