Date,rate_BA,rate_BA_5D,rate_BA_20D,rate_VOO,rate_VOO_5D,rate_VOO_20D
2022-02-15,4.78,3.4299999999999997,-0.02799999999999998,-4.08,-4.0200000000000005,-4.316
2022-02-16,5.34,3.7320000000000007,0.083,-3.98,-4.454,-4.3425
2022-02-17,2.84,3.2700000000000005,0.12050000000000001,-5.93,-4.952,-4.427
2022-02-18,0.71,2.97,0.20750000000000002,-6.5,-5.204,-4.4704999999999995
2022-02-22,-4.09,1.9160000000000004,0.07650000000000001,-7.48,-5.593999999999999,-4.5775
2022-02-23,-5.18,-0.0759999999999998,-0.10649999999999997,-9.06,-6.590000000000001,-4.714
2022-02-24,-4.24,-1.9919999999999998,-0.0365,-7.73,-7.340000000000001,-4.775
2022-02-25,-2.81,-3.122,0.19950000000000004,-5.81,-7.316,-4.720000000000001
2022-02-28,-1.01,-3.4659999999999997,0.5085,-6.04,-7.224000000000001,-4.774
2022-03-01,-5.75,-3.7980000000000005,0.378,-7.18,-7.164,-4.96
2022-03-02,-4.42,-3.646,0.133,-5.58,-6.467999999999999,-5.099500000000001
2022-03-03,-8.52,-4.502,-0.2995,-6.03,-6.128,-5.3025
2022-03-04,-12.18,-6.3759999999999994,-0.8905,-6.74,-6.314,-5.439500000000001
2022-03-07,-17.51,-9.675999999999998,-1.749,-9.33,-6.9719999999999995,-5.726
2022-03-08,-15.34,-11.594,-2.618,-9.98,-7.531999999999999,-6.031000000000001
2022-03-09,-13.11,-13.331999999999999,-3.406,-7.69,-7.954000000000001,-6.258
2022-03-10,-13.19,-14.266,-4.257,-8.09,-8.366,-6.572
2022-03-11,-14.2,-14.669999999999998,-5.2245,-9.21,-8.86,-6.8605
2022-03-14,-14.53,-14.073999999999998,-6.0615,-9.84,-8.962,-7.0905000000000005
2022-03-15,-12.45,-13.495999999999999,-6.743,-7.92,-8.55,-7.210000000000001
2022-03-16,-8.11,-12.495999999999999,-7.3875,-5.92,-8.196000000000002,-7.302000000000001
2022-03-17,-7.54,-11.366,-8.0315,-4.8,-7.537999999999999,-7.343000000000001
2022-03-18,-6.28,-9.782,-8.4875,-3.77,-6.45,-7.235000000000001
2022-03-21,-9.58,-8.791999999999998,-9.001999999999999,-3.77,-5.236,-7.0985
2022-03-22,-7.11,-7.723999999999999,-9.152999999999999,-2.68,-4.188,-6.858499999999999
2022-03-23,-9.52,-8.006,-9.370000000000001,-3.9,-3.7840000000000003,-6.600500000000001
2022-03-24,-8.07,-8.112,-9.561499999999999,-2.83,-3.3899999999999997,-6.3555
2022-03-25,-8.12,-8.48,-9.827,-2.35,-3.106,-6.182499999999999
2022-03-28,-8.5,-8.264,-10.2015,-1.69,-2.69,-5.965000000000001
2022-03-29,-5.79,-8.0,-10.2035,-0.48,-2.25,-5.63
2022-03-30,-5.25,-7.145999999999999,-10.245,-1.09,-1.688,-5.4055
2022-03-31,-6.89,-6.909999999999999,-10.1635,-2.57,-1.636,-5.2325
2022-04-01,-7.04,-6.694,-9.9065,-2.24,-1.614,-5.0075
2022-04-04,-6.84,-6.362,-9.373000000000001,-1.45,-1.566,-4.6135
2022-04-05,-10.88,-7.38,-9.15,-2.62,-1.9939999999999998,-4.2455
2022-04-06,-12.75,-8.879999999999999,-9.132,-3.57,-2.4899999999999998,-4.0395
2022-04-07,-13.1,-10.122,-9.1275,-3.1,-2.596,-3.79
2022-04-08,-14.42,-11.597999999999999,-9.1385,-3.33,-2.814,-3.496
2022-04-11,-14.5,-13.13,-9.137,-4.94,-3.5120000000000005,-3.2510000000000003
2022-04-12,-13.9,-13.734,-9.209500000000002,-5.28,-4.044,-3.119
2022-04-13,-10.75,-13.334,-9.3415,-4.23,-4.176,-3.0345
2022-04-14,-11.19,-12.951999999999998,-9.524000000000001,-5.37,-4.630000000000001,-3.063
2022-04-18,-12.19,-12.505999999999998,-9.819500000000001,-5.35,-5.034000000000001,-3.1420000000000003
2022-04-19,-9.24,-11.454,-9.802499999999998,-3.88,-4.822000000000001,-3.1475
2022-04-20,-10.41,-10.756,-9.967500000000001,-3.95,-4.556,-3.211
2022-04-21,-11.63,-10.931999999999999,-10.073,-5.34,-4.7780000000000005,-3.283
2022-04-22,-13.6,-11.414,-10.3495,-7.86,-5.276,-3.5345
2022-04-25,-14.09,-11.794,-10.648,-7.37,-5.680000000000001,-3.7855000000000003
2022-04-26,-18.36,-13.618,-11.141,-9.95,-6.894,-4.1985
2022-04-27,-24.43,-16.422,-12.073,-9.73,-8.05,-4.661
2022-04-28,-24.54,-19.003999999999998,-13.0375,-7.52,-8.485999999999999,-4.9825
2022-04-29,-27.13,-21.71,-14.0495,-10.83,-9.08,-5.3955
2022-05-02,-26.47,-24.186,-15.020999999999997,-9.99,-9.604,-5.7829999999999995
2022-05-03,-24.08,-25.33,-15.883,-9.62,-9.538,-6.1915
2022-05-04,-22.46,-24.936,-16.462,-6.99,-8.99,-6.410000000000001
2022-05-05,-25.57,-25.142,-17.103,-10.13,-9.512,-6.7379999999999995
2022-05-06,-26.33,-24.982,-17.764499999999998,-10.67,-9.48,-7.1165
2022-05-09,-33.8,-26.448,-18.7335,-13.43,-10.168,-7.6215
2022-05-10,-33.97,-28.426,-19.707,-13.22,-10.888,-8.0355
2022-05-11,-35.7,-31.074,-20.797,-14.58,-12.406,-8.500499999999999
2022-05-12,-38.74,-33.708,-22.1965,-14.64,-13.308000000000002,-9.021
2022-05-13,-36.77,-35.796,-23.4755,-12.68,-13.709999999999999,-9.3865
2022-05-16,-38.3,-36.696000000000005,-24.781,-12.99,-13.622,-9.7685
2022-05-17,-34.38,-36.778000000000006,-26.038,-11.29,-13.236,-10.139
2022-05-18,-37.58,-37.153999999999996,-27.396500000000003,-14.71,-13.262,-10.677
2022-05-19,-36.79,-36.763999999999996,-28.654500000000002,-15.27,-13.388,-11.1735
2022-05-20,-39.94,-37.398,-29.9715,-15.25,-13.901999999999997,-11.543000000000001
2022-05-23,-38.29,-37.396,-31.1815,-13.68,-14.040000000000001,-11.8585
2022-05-24,-40.58,-38.635999999999996,-32.2925,-14.29,-14.64,-12.075500000000002
2022-05-25,-39.28,-38.976,-33.035000000000004,-13.59,-14.416,-12.2685
2022-05-26,-36.5,-38.91799999999999,-33.633,-11.92,-13.745999999999999,-12.4885
2022-05-27,-34.29,-37.788,-33.991,-9.77,-12.65,-12.435500000000001
2022-05-31,-34.7,-37.07,-34.402499999999996,-10.26,-11.966,-12.449
2022-06-01,-34.09,-35.772000000000006,-34.903,-10.69,-11.245999999999999,-12.502500000000001
2022-06-02,-29.29,-33.774,-35.2445,-9.06,-10.34,-12.606
2022-06-03,-29.91,-32.456,-35.4615,-10.5,-10.056000000000001,-12.624500000000001
2022-06-06,-29.91,-31.580000000000002,-35.640499999999996,-10.26,-10.154,-12.604
2022-06-07,-29.13,-30.466,-35.407,-9.4,-9.982,-12.4025
2022-06-08,-29.72,-29.592000000000002,-35.1945,-10.37,-9.918000000000001,-12.26
2022-06-09,-32.66,-30.266,-35.042500000000004,-12.42,-10.59,-12.152
2022-06-10,-36.01,-31.485999999999997,-34.906,-14.93,-11.475999999999999,-12.1665
2022-06-13,-41.56,-33.815999999999995,-35.1455,-18.12,-13.048000000000002,-12.438500000000001
2022-06-14,-38.42,-35.674,-35.1515,-18.32,-14.831999999999999,-12.705
2022-06-15,-32.66,-36.262,-35.0655,-17.18,-16.194,-12.999500000000001
2022-06-16,-32.84,-36.298,-34.8285,-19.83,-17.676,-13.255500000000001
2022-06-17,-31.13,-35.322,-34.5455,-19.62,-18.614,-13.472999999999999
2022-06-21,-31.15,-33.24,-34.106,-17.71,-18.532,-13.596
2022-06-22,-30.95,-31.746,-33.739,-17.88,-18.444,-13.806000000000001
2022-06-23,-32.54,-31.721999999999998,-33.337,-17.04,-18.416,-13.9435
2022-06-24,-28.77,-30.907999999999998,-32.811499999999995,-14.53,-17.356,-13.9905
2022-06-27,-30.17,-30.715999999999998,-32.495,-14.84,-16.4,-14.136499999999998
2022-06-28,-30.18,-30.522000000000002,-32.2895,-16.63,-16.184,-14.479499999999998
2022-06-29,-30.31,-30.394,-32.07,-16.92,-15.992,-14.8125
2022-06-30,-31.17,-30.120000000000005,-31.924,-17.56,-16.096,-15.156
2022-07-01,-28.81,-30.127999999999997,-31.899999999999995,-16.28,-16.446,-15.517
2022-07-05,-29.85,-30.064,-31.897,-16.14,-16.706,-15.799000000000001
2022-07-06,-30.54,-30.136000000000003,-31.928500000000003,-15.85,-16.55,-16.0785
2022-07-07,-28.7,-29.814,-31.907,-14.65,-16.096,-16.341
2022-07-08,-29.15,-29.410000000000004,-31.878499999999995,-14.7,-15.524000000000001,-16.5575
2022-07-11,-30.2,-29.688,-31.7555,-15.64,-15.395999999999997,-16.7185
2022-07-12,-25.06,-28.73,-31.208,-16.4,-15.447999999999999,-16.792
2022-07-13,-26.68,-27.958,-30.464,-16.77,-15.632,-16.7245
2022-07-14,-25.06,-27.23,-29.796,-16.99,-16.1,-16.658
2022-07-15,-24.76,-26.351999999999997,-29.401,-15.46,-16.252000000000002,-16.572
2022-07-18,-24.77,-25.266,-28.997500000000002,-16.14,-16.352,-16.3875
2022-07-19,-20.51,-24.356,-28.466500000000003,-13.93,-15.857999999999999,-16.103
2022-07-20,-19.38,-22.896,-27.878000000000004,-13.4,-15.184000000000001,-15.8875
2022-07-21,-17.84,-21.451999999999998,-27.222499999999997,-12.55,-14.296000000000001,-15.620999999999999
2022-07-22,-19.49,-20.398000000000003,-26.57,-13.32,-13.868,-15.434999999999999
2022-07-25,-20.26,-19.496,-26.1445,-13.24,-13.288,-15.370499999999998
2022-07-26,-20.57,-19.508000000000003,-25.664499999999997,-14.25,-13.352,-15.341
2022-07-27,-20.49,-19.729999999999997,-25.18,-12.07,-13.086000000000002,-15.113
2022-07-28,-19.2,-20.002000000000002,-24.6245,-10.99,-12.774,-14.8165
2022-07-29,-19.1,-19.924,-24.021,-9.72,-12.053999999999998,-14.4245
2022-08-01,-14.5,-18.772000000000002,-23.305500000000002,-9.72,-11.350000000000001,-14.0965
2022-08-02,-16.57,-17.972,-22.6415,-10.15,-10.53,-13.797
2022-08-03,-15.37,-16.948,-21.883000000000003,-9.12,-9.94,-13.460500000000001
2022-08-04,-15.42,-16.192,-21.219,-9.18,-9.578,-13.187000000000001
2022-08-05,-15.94,-15.559999999999999,-20.5585,-9.31,-9.496,-12.9175
2022-08-08,-15.64,-15.788,-19.8305,-9.37,-9.425999999999998,-12.604000000000001
2022-08-09,-15.99,-15.672,-19.377,-9.62,-9.319999999999999,-12.265
2022-08-10,-14.56,-15.51,-18.770999999999997,-8.33,-9.162,-11.843
2022-08-11,-14.96,-15.418000000000001,-18.266,-8.33,-8.992,-11.41
2022-08-12,-14.23,-15.076000000000002,-17.7395,-7.26,-8.581999999999999,-11.0
2022-08-15,-14.07,-14.762,-17.204500000000003,-6.98,-8.104000000000001,-10.542
2022-08-16,-13.53,-14.27,-16.8555,-6.87,-7.554,-10.189
2022-08-17,-15.16,-14.39,-16.6445,-7.3,-7.348000000000001,-9.884
2022-08-18,-14.66,-14.330000000000002,-16.4855,-7.11,-7.104000000000001,-9.611999999999998
2022-08-19,-16.6,-14.804000000000002,-16.341,-7.96,-7.244,-9.344
2022-08-22,-17.92,-15.574000000000002,-16.224,-9.24,-7.696,-9.144
2022-08-23,-17.55,-16.378,-16.073,-9.38,-8.198,-8.9005
2022-08-24,-16.36,-16.618000000000002,-15.866499999999998,-9.2,-8.578,-8.757
2022-08-25,-14.4,-16.566000000000003,-15.626500000000002,-8.33,-8.822,-8.623999999999999
2022-08-26,-16.04,-16.454,-15.473499999999998,-10.4,-9.31,-8.658
2022-08-29,-15.74,-16.018,-15.535499999999999,-10.79,-9.620000000000001,-8.7115
2022-08-30,-16.82,-15.872000000000003,-15.547999999999998,-11.42,-10.028,-8.774999999999999
2022-08-31,-17.48,-16.096,-15.6535,-11.87,-10.562,-8.9125
2022-09-01,-19.2,-17.056,-15.842500000000001,-11.4,-11.175999999999998,-9.0235
2022-09-02,-19.8,-17.808,-16.035500000000003,-11.98,-11.492,-9.157
2022-09-06,-19.62,-18.584,-16.2345,-12.17,-11.768,-9.297
2022-09-07,-18.1,-18.839999999999996,-16.340000000000003,-10.9,-11.664,-9.361
2022-09-08,-17.23,-18.79,-16.4735,-10.38,-11.366,-9.4635
2022-09-09,-17.36,-18.422,-16.5935,-9.13,-10.912,-9.503499999999999
2022-09-12,-16.79,-17.82,-16.7215,-8.23,-10.162,-9.552
2022-09-13,-22.47,-18.39,-17.1415,-12.01,-10.129999999999999,-9.803500000000001
2022-09-14,-21.5,-19.07,-17.54,-11.7,-10.290000000000001,-10.045
2022-09-15,-21.24,-19.872,-17.844,-12.63,-10.74,-10.311499999999999
2022-09-16,-23.98,-21.196,-18.310000000000002,-13.28,-11.57,-10.620000000000001
2022-09-19,-23.69,-22.576,-18.6645,-12.65,-12.453999999999999,-10.8545
2022-09-20,-23.14,-22.71,-18.9255,-13.61,-12.774,-11.073
2022-09-21,-24.5,-23.31,-19.273000000000003,-15.08,-13.45,-11.358
2022-09-22,-26.84,-24.43,-19.797,-15.78,-14.080000000000002,-11.687000000000001
2022-09-23,-30.66,-25.766,-20.61,-17.14,-14.851999999999999,-12.127500000000001
2022-09-26,-32.66,-27.560000000000002,-21.441,-17.92,-15.906,-12.503499999999999
2022-09-27,-32.57,-29.445999999999998,-22.2825,-18.14,-16.812,-12.871
2022-09-28,-29.5,-30.445999999999998,-22.916500000000003,-16.92,-17.18,-13.146
2022-09-29,-33.7,-31.818,-23.7275,-18.62,-17.748,-13.483500000000001
2022-09-30,-35.91,-32.868,-24.563,-19.84,-18.288,-13.905499999999998
2022-10-03,-32.5,-32.836,-25.198,-17.32,-18.168,-14.172500000000003
2022-10-04,-28.63,-32.048,-25.648500000000002,-14.89,-17.518,-14.3085
2022-10-05,-29.36,-32.019999999999996,-26.2115,-15.03,-17.14,-14.515
2022-10-06,-29.31,-31.141999999999996,-26.815499999999997,-15.9,-16.595999999999997,-14.791000000000002
2022-10-07,-30.56,-30.071999999999996,-27.4755,-18.18,-16.264,-15.243500000000001
2022-10-10,-29.46,-29.464,-28.109,-18.77,-16.554,-15.770500000000002
2022-10-11,-29.64,-29.665999999999997,-28.4675,-19.3,-17.436,-16.135
2022-10-12,-30.24,-29.841999999999995,-28.904500000000002,-19.54,-18.338,-16.526999999999997
2022-10-13,-29.2,-29.82,-29.3025,-17.48,-18.654,-16.7695
2022-10-14,-28.81,-29.47,-29.544,-19.3,-18.878,-17.070500000000003
2022-10-17,-27.26,-29.03,-29.722500000000004,-17.29,-18.582,-17.3025
2022-10-18,-26.6,-28.421999999999997,-29.895500000000006,-16.34,-17.99,-17.439
2022-10-19,-26.05,-27.584000000000003,-29.973000000000003,-16.91,-17.464,-17.530499999999996
2022-10-20,-25.66,-26.875999999999998,-29.913999999999998,-17.57,-17.482,-17.619999999999997
2022-10-21,-24.5,-26.014,-29.606,-15.63,-16.747999999999998,-17.544500000000003
2022-10-24,-24.12,-25.386000000000003,-29.178999999999995,-14.63,-16.216,-17.380000000000003
2022-10-25,-21.69,-24.404,-28.635,-13.27,-15.602,-17.1365
2022-10-26,-28.48,-24.89,-28.584000000000003,-13.9,-15.0,-16.9855
2022-10-27,-25.33,-24.824,-28.165499999999998,-14.35,-14.356,-16.772
2022-10-28,-23.17,-24.558,-27.5285,-12.4,-13.709999999999999,-16.4
2022-10-31,-23.87,-24.508000000000003,-27.097,-12.98,-13.38,-16.183
2022-11-01,-22.84,-24.738,-26.807499999999997,-13.0,-13.325999999999999,-16.0885
2022-11-02,-20.77,-23.196,-26.378000000000004,-15.11,-13.568000000000001,-16.0925
2022-11-03,-15.95,-21.32,-25.71,-15.97,-13.892000000000001,-16.095999999999997
2022-11-04,-14.27,-19.54,-24.895500000000002,-14.8,-14.372,-15.927000000000001
2022-11-07,-11.75,-17.116,-24.01,-14.03,-14.581999999999999,-15.690000000000001
2022-11-08,-9.28,-14.404,-22.991999999999997,-13.57,-14.696000000000002,-15.4035
2022-11-09,-9.74,-12.198,-21.967000000000002,-15.28,-14.73,-15.1905
2022-11-10,-5.1,-10.028,-20.761999999999997,-10.81,-13.697999999999999,-14.857
2022-11-11,-5.15,-8.204,-19.579,-9.98,-12.734,-14.391
2022-11-14,-7.21,-7.295999999999999,-18.5765,-10.68,-12.064,-14.060500000000001
2022-11-15,-6.26,-6.692,-17.5595,-9.96,-11.342,-13.741499999999998
2022-11-16,-7.67,-6.2780000000000005,-16.6405,-10.63,-10.412,-13.4275
2022-11-17,-7.62,-6.781999999999999,-15.738499999999998,-10.88,-10.426,-13.093
2022-11-18,-7.03,-7.1579999999999995,-14.865,-10.49,-10.528,-12.836000000000002
2022-11-21,-7.54,-7.223999999999999,-14.035999999999998,-10.8,-10.552000000000001,-12.6445
2022-11-22,-7.73,-7.518000000000001,-13.338,-9.64,-10.488000000000001,-12.463
2022-11-23,-6.67,-7.3180000000000005,-12.247499999999999,-9.09,-10.180000000000001,-12.2225
2022-11-25,-5.09,-6.812,-11.2355,-9.1,-9.824,-11.96
2022-11-28,-8.04,-7.014,-10.479,-10.5,-9.825999999999999,-11.865
2022-11-29,-6.32,-6.7700000000000005,-9.601499999999998,-10.66,-9.798,-11.749
2022-11-30,-4.56,-6.135999999999999,-8.6875,-7.97,-9.464,-11.4975
2022-12-01,-5.94,-5.99,-7.946000000000001,-7.76,-9.198,-11.129999999999999
2022-12-02,-2.53,-5.478,-7.275,-7.89,-8.956,-10.725999999999999
2022-12-05,-1.46,-4.162,-6.6345,-9.46,-8.748000000000001,-10.459
2022-12-06,-4.83,-3.864,-6.288500000000001,-10.72,-8.76,-10.2935
2022-12-07,-5.81,-4.114,-6.115,-10.89,-9.344,-10.1595
2022-12-08,-4.5,-3.8259999999999996,-5.853,-10.21,-9.834,-9.906000000000002
2022-12-09,-4.27,-4.1739999999999995,-5.8115000000000006,-10.84,-10.424000000000001,-9.9075
2022-12-12,-0.86,-4.054,-5.597,-9.61,-10.454,-9.889
2022-12-13,-0.48,-3.184,-5.2604999999999995,-8.96,-10.102,-9.803
2022-12-14,0.01,-2.0199999999999996,-4.947,-9.5,-9.824000000000002,-9.780000000000001
2022-12-15,-1.99,-1.518,-4.663,-11.68,-10.118,-9.8325
2022-12-16,-1.56,-0.976,-4.36,-12.71,-10.492,-9.924
2022-12-19,-1.12,-1.028,-4.064500000000001,-13.44,-11.258,-10.0715
2022-12-20,-0.03,-0.9380000000000001,-3.688999999999999,-13.72,-12.209999999999999,-10.2175
2022-12-21,3.21,-0.29800000000000004,-3.1420000000000003,-12.46,-12.802000000000001,-10.3585
2022-12-22,-0.04,0.09199999999999996,-2.8105,-13.66,-13.197999999999999,-10.587
2022-12-23,0.3,0.46399999999999997,-2.541,-13.19,-13.294,-10.7915
2022-12-27,0.44,0.776,-2.117,-13.52,-13.309999999999999,-10.942499999999999
2022-12-28,0.01,0.784,-1.8005,-14.56,-13.478,-11.1375
2022-12-29,0.23,0.188,-1.5610000000000002,-13.08,-13.602,-11.392999999999999
2022-12-30,0.9,0.376,-1.2189999999999999,-13.31,-13.532,-11.6705
2023-01-03,2.89,0.8939999999999999,-0.9479999999999998,-13.32,-13.558000000000002,-11.942
2023-01-04,6.75,2.1559999999999997,-0.5375,-12.72,-13.398000000000001,-12.105
2023-01-05,7.41,3.636,0.07450000000000005,-13.65,-13.216,-12.2515
2023-01-06,11.48,5.886,0.9390000000000001,-11.74,-12.948000000000002,-12.294
2023-01-09,9.2,7.546000000000001,1.624,-11.8,-12.646,-12.3735
2023-01-10,8.23,8.614,2.2489999999999997,-11.18,-12.218,-12.3905
2023-01-11,8.92,9.048,2.7380000000000004,-10.08,-11.690000000000001,-12.414
2023-01-12,12.17,10.0,3.3705,-9.75,-10.91,-12.4535
2023-01-13,12.07,10.118,3.9735,-9.41,-10.444,-12.449
2023-01-17,10.67,10.411999999999999,4.6065000000000005,-9.54,-9.992,-12.342
2023-01-18,9.64,10.693999999999999,5.166500000000001,-10.98,-9.952,-12.255500000000001
2023-01-19,8.44,10.597999999999999,5.6445,-11.6,-10.256,-12.1635
2023-01-20,8.27,9.818,6.0595,-10.01,-10.308,-11.978
2023-01-23,9.93,9.389999999999999,6.3955,-8.94,-10.213999999999999,-11.802
2023-01-24,10.81,9.418000000000001,6.938,-9.04,-10.113999999999999,-11.571000000000002
2023-01-25,11.12,9.714,7.479000000000001,-9.01,-9.72,-11.362
2023-01-26,11.14,10.254,8.014,-8.06,-9.012,-11.089
2023-01-27,10.45,10.690000000000001,8.536,-7.8,-8.57,-10.751
2023-01-30,9.79,10.662,9.014,-8.93,-8.568,-10.5435
2023-01-31,11.39,10.778,9.5385,-7.66,-8.291999999999998,-10.261
2023-02-01,11.95,10.943999999999999,9.991499999999998,-6.52,-7.794,-9.921
2023-02-02,9.42,10.6,10.124999999999998,-5.25,-7.231999999999999,-9.5475
2023-02-03,7.86,10.081999999999999,10.147499999999999,-6.21,-6.914,-9.175500000000001
2023-02-06,8.23,9.770000000000001,9.985,-6.73,-6.473999999999999,-8.925
2023-02-07,12.17,9.926,10.133500000000002,-5.74,-6.09,-8.622
2023-02-08,11.54,9.844,10.299,-6.59,-6.104,-8.3925
2023-02-09,10.8,10.120000000000001,10.393,-7.25,-6.5040000000000004,-8.251000000000001
2023-02-10,11.24,10.796000000000001,10.346499999999999,-7.06,-6.6739999999999995,-8.1165
2023-02-13,12.61,11.672,10.3735,-6.18,-6.564,-7.955
2023-02-14,14.03,12.044,10.541500000000001,-6.21,-6.6579999999999995,-7.788500000000001
2023-02-15,13.51,12.437999999999999,10.735,-5.96,-6.531999999999999,-7.5375
2023-02-16,10.86,12.45,10.856,-6.98,-6.478,-7.3065
2023-02-17,10.59,12.32,10.972,-7.17,-6.5,-7.164500000000001
2023-02-21,7.47,11.291999999999998,10.849,-8.6,-6.984,-7.147500000000001
2023-02-22,7.6,10.006,10.688500000000001,-8.69,-7.4799999999999995,-7.13
2023-02-23,8.8,9.063999999999998,10.5725,-8.34,-7.956,-7.096500000000001
2023-02-24,3.74,7.639999999999999,10.2025,-9.1,-8.379999999999999,-7.1485
2023-02-27,4.91,6.5040000000000004,9.9255,-8.85,-8.716,-7.2010000000000005
2023-02-28,5.47,6.104000000000001,9.7095,-9.16,-8.828,-7.2125
2023-03-01,6.85,5.954,9.482499999999998,-9.24,-8.937999999999999,-7.291500000000001
2023-03-02,9.61,6.116,9.3655,-8.66,-9.001999999999999,-7.3985
2023-03-03,12.14,7.795999999999999,9.5015,-7.41,-8.663999999999998,-7.5065
2023-03-06,10.55,8.924000000000001,9.636,-7.32,-8.358,-7.561999999999999
2023-03-07,8.51,9.532,9.65,-8.65,-8.256,-7.6579999999999995
2023-03-08,8.14,9.790000000000001,9.4485,-8.52,-8.112,-7.797
2023-03-09,5.1,8.888,9.1265,-10.08,-8.396,-7.971499999999999
2023-03-10,6.03,7.6659999999999995,8.888,-11.27,-9.168000000000001,-8.1725
2023-03-13,6.19,6.794,8.6355,-11.41,-9.985999999999999,-8.389999999999999
2023-03-14,8.2,6.732000000000001,8.415,-10.0,-10.256,-8.581
2023-03-15,3.52,5.808000000000001,7.8895,-10.53,-10.658,-8.797
2023-03-16,6.09,6.006,7.5185,-9.06,-10.453999999999999,-8.952
2023-03-17,4.99,5.798,7.225,-10.02,-10.203999999999999,-9.104000000000001
2023-03-20,6.91,5.941999999999999,7.041000000000001,-9.23,-9.768,-9.206999999999999
2023-03-21,6.87,5.676,7.011,-8.08,-9.384,-9.181000000000001
2023-03-22,2.44,5.459999999999999,6.753,-9.56,-9.190000000000001,-9.2245
2023-03-23,3.34,4.91,6.4799999999999995,-9.35,-9.248000000000001,-9.275
2023-03-24,3.15,4.542,6.4505,-9.13,-9.069999999999999,-9.2765
2023-03-27,4.73,4.106,6.4415000000000004,-8.98,-9.02,-9.283
2023-03-28,7.01,4.1339999999999995,6.5185,-9.14,-9.232000000000001,-9.282
2023-03-29,8.57,5.36,6.6045,-7.87,-8.894,-9.2135
2023-03-30,10.16,6.724000000000001,6.632,-7.33,-8.49,-9.147
2023-03-31,10.88,8.27,6.569,-6.05,-7.8740000000000006,-9.079
2023-04-03,12.15,9.754000000000001,6.648999999999999,-5.56,-7.19,-8.991000000000001
2023-04-04,11.38,10.628,6.7924999999999995,-6.08,-6.578,-8.8625
2023-04-05,9.38,10.790000000000001,6.8545,-6.3,-6.264,-8.7515
2023-04-06,10.08,10.774000000000001,7.1034999999999995,-5.95,-5.988,-8.545
2023-04-10,9.78,10.553999999999998,7.2909999999999995,-5.85,-5.9479999999999995,-8.274
2023-04-11,10.57,10.238,7.51,-5.84,-6.004,-7.9955
2023-04-12,10.58,10.078,7.6290000000000004,-6.21,-6.029999999999999,-7.806
2023-04-13,11.23,10.448,8.0145,-5.01,-5.772,-7.529999999999999
2023-04-14,5.1,9.452,7.965000000000001,-5.2,-5.622,-7.337000000000001
2023-04-17,6.81,8.858,8.056000000000001,-4.88,-5.428,-7.08
2023-04-18,8.54,8.451999999999998,8.1375,-4.82,-5.224,-6.8595
2023-04-19,8.71,8.078,8.229499999999998,-4.83,-4.948,-6.697
2023-04-20,7.95,7.422,8.504999999999999,-5.36,-5.018000000000001,-6.487
2023-04-21,6.88,7.7780000000000005,8.681999999999999,-5.3,-5.037999999999999,-6.2845
2023-04-24,7.2,7.855999999999999,8.8845,-5.18,-5.098000000000001,-6.087
2023-04-25,5.35,7.218000000000001,8.9155,-6.43,-5.42,-5.9595
