Date,rate_VFH,rate_VOO_5D,rate_VOO_20D
2022-06-21,-19.8,-20.534,-14.645000000000001
2022-06-22,-19.91,-20.451999999999998,-14.934999999999999
2022-06-23,-20.56,-20.669999999999998,-15.244
2022-06-24,-17.64,-19.846,-15.447
2022-06-27,-17.89,-19.16,-15.766500000000002
2022-06-28,-18.66,-18.932,-16.2045
2022-06-29,-19.31,-18.812,-16.658
2022-06-30,-19.93,-18.686,-17.0855
2022-07-01,-18.34,-18.826,-17.503999999999998
2022-07-05,-18.43,-18.933999999999997,-17.8635
2022-07-06,-18.79,-18.96,-18.2565
2022-07-07,-17.57,-18.612000000000002,-18.6225
2022-07-08,-17.81,-18.187999999999995,-18.9225
2022-07-11,-18.55,-18.23,-19.148500000000002
2022-07-12,-18.99,-18.342,-19.243000000000002
2022-07-13,-19.85,-18.553999999999995,-19.244999999999997
2022-07-14,-21.34,-19.308,-19.296
2022-07-15,-18.72,-19.49,-19.2585
2022-07-18,-19.01,-19.582,-19.121
2022-07-19,-16.51,-19.086000000000002,-18.8805
2022-07-20,-15.98,-18.311999999999998,-18.6895
2022-07-21,-15.52,-17.148000000000003,-18.47
2022-07-22,-16.13,-16.630000000000003,-18.2485
2022-07-25,-15.56,-15.940000000000001,-18.1445
2022-07-26,-16.65,-15.967999999999998,-18.0825
2022-07-27,-15.33,-15.837999999999997,-17.916
2022-07-28,-14.64,-15.661999999999997,-17.682499999999997
2022-07-29,-13.45,-15.126,-17.3585
2022-08-01,-13.66,-14.745999999999999,-17.1245
2022-08-02,-14.42,-14.3,-16.924
2022-08-03,-13.45,-13.923999999999998,-16.657
2022-08-04,-13.66,-13.727999999999998,-16.4615
2022-08-05,-13.18,-13.673999999999998,-16.23
2022-08-08,-13.2,-13.581999999999999,-15.9625
2022-08-09,-12.94,-13.285999999999998,-15.66
2022-08-10,-11.51,-12.897999999999996,-15.243
2022-08-11,-10.85,-12.335999999999999,-14.718499999999997
2022-08-12,-9.88,-11.675999999999998,-14.276500000000002
2022-08-15,-9.83,-11.001999999999999,-13.8175
2022-08-16,-9.46,-10.306,-13.465
2022-08-17,-9.8,-9.963999999999999,-13.156
2022-08-18,-9.71,-9.735999999999999,-12.8655
2022-08-19,-10.92,-9.943999999999999,-12.605
2022-08-22,-12.22,-10.421999999999999,-12.437999999999999
2022-08-23,-12.41,-11.011999999999999,-12.225999999999999
2022-08-24,-12.19,-11.489999999999998,-12.068999999999999
2022-08-25,-11.28,-11.803999999999998,-11.901
2022-08-26,-13.05,-12.229999999999999,-11.881
2022-08-29,-13.53,-12.491999999999999,-11.874500000000001
2022-08-30,-13.8,-12.77,-11.8435
2022-08-31,-14.22,-13.175999999999998,-11.882000000000001
2022-09-01,-13.76,-13.671999999999997,-11.887
2022-09-02,-14.19,-13.9,-11.9375
2022-09-06,-14.36,-14.065999999999999,-11.995500000000002
2022-09-07,-12.96,-13.898,-11.996500000000001
2022-09-08,-11.66,-13.386,-12.004
2022-09-09,-10.84,-12.801999999999998,-12.003499999999999
2022-09-12,-10.1,-11.983999999999998,-12.014500000000002
2022-09-13,-13.29,-11.77,-12.1875
2022-09-14,-13.36,-11.849999999999998,-12.3825
2022-09-15,-13.1,-12.137999999999998,-12.5475
2022-09-16,-13.9,-12.749999999999998,-12.757
2022-09-19,-12.95,-13.319999999999999,-12.858500000000001
2022-09-20,-14.15,-13.491999999999999,-12.955000000000002
2022-09-21,-15.77,-13.973999999999998,-13.123000000000001
2022-09-22,-17.3,-14.813999999999998,-13.378499999999999
2022-09-23,-18.68,-15.77,-13.748499999999998
2022-09-26,-20.0,-17.18,-14.095999999999998
2022-09-27,-20.34,-18.418,-14.4365
2022-09-28,-19.29,-19.121999999999996,-14.710999999999999
2022-09-29,-20.36,-19.733999999999998,-15.018
2022-09-30,-21.09,-20.215999999999998,-15.384500000000003
2022-10-03,-18.56,-19.927999999999997,-15.602999999999998
2022-10-04,-15.32,-18.924,-15.651000000000002
2022-10-05,-15.97,-18.259999999999998,-15.801499999999999
2022-10-06,-17.01,-17.589999999999996,-16.069
2022-10-07,-19.02,-17.175999999999995,-16.478
2022-10-10,-19.31,-17.326,-16.938499999999998
2022-10-11,-20.2,-18.302,-17.284
2022-10-12,-20.35,-19.177999999999997,-17.633499999999998
2022-10-13,-17.27,-19.23,-17.842000000000002
2022-10-14,-18.57,-19.139999999999997,-18.075499999999998
2022-10-17,-16.64,-18.605999999999998,-18.259999999999998
2022-10-18,-15.37,-17.64,-18.321
2022-10-19,-16.72,-16.913999999999998,-18.368499999999997
2022-10-20,-18.2,-17.099999999999998,-18.413500000000003
2022-10-21,-16.03,-16.591999999999995,-18.281
2022-10-24,-14.94,-16.252,-18.028
2022-10-25,-13.77,-15.931999999999999,-17.699499999999997
2022-10-26,-13.55,-15.297999999999998,-17.4125
2022-10-27,-12.83,-14.223999999999998,-17.036
2022-10-28,-10.59,-13.136,-16.511
2022-10-31,-11.08,-12.363999999999999,-16.137
2022-11-01,-10.45,-11.7,-15.893499999999998
2022-11-02,-11.64,-11.317999999999998,-15.677000000000001
2022-11-03,-12.57,-11.265999999999998,-15.455000000000002
2022-11-04,-10.85,-11.318,-15.046499999999998
2022-11-07,-10.02,-11.105999999999998,-14.582000000000003
2022-11-08,-9.76,-10.968,-14.059999999999999
2022-11-09,-11.07,-10.854,-13.596
2022-11-10,-7.19,-9.777999999999999,-13.092000000000002
2022-11-11,-6.7,-8.947999999999999,-12.4985
2022-11-14,-8.01,-8.546,-12.067
2022-11-15,-7.79,-8.151999999999997,-11.687999999999999
2022-11-16,-8.36,-7.609999999999998,-11.27
2022-11-17,-8.9,-7.951999999999998,-10.805
2022-11-18,-8.31,-8.273999999999997,-10.419
2022-11-21,-8.05,-8.282,-10.0745
2022-11-22,-7.26,-8.175999999999998,-9.748999999999999
2022-11-23,-7.0,-7.903999999999999,-9.4215
2022-11-25,-6.66,-7.455999999999999,-9.113
2022-11-28,-8.05,-7.403999999999999,-8.986
2022-11-29,-7.47,-7.2879999999999985,-8.8055
2022-11-30,-5.97,-7.0299999999999985,-8.5815
2022-12-01,-6.43,-6.9159999999999995,-8.321000000000002
2022-12-02,-6.74,-6.931999999999998,-8.029499999999999
2022-12-05,-9.03,-7.127999999999998,-7.9384999999999994
2022-12-06,-9.75,-7.583999999999998,-7.925
2022-12-07,-10.1,-8.409999999999998,-7.942
2022-12-08,-9.99,-9.121999999999998,-7.888
2022-12-09,-10.29,-9.831999999999997,-8.043000000000001
2022-12-12,-9.23,-9.872,-8.169500000000001
2022-12-13,-9.04,-9.729999999999999,-8.221
2022-12-14,-10.2,-9.749999999999998,-8.3415
2022-12-15,-12.52,-10.255999999999997,-8.549499999999998
2022-12-16,-13.3,-10.857999999999999,-8.7695
2022-12-19,-13.53,-11.717999999999998,-9.0305
2022-12-20,-13.16,-12.541999999999998,-9.286
2022-12-21,-11.71,-12.844,-9.508500000000002
2022-12-22,-12.56,-12.851999999999999,-9.7865
2022-12-23,-11.98,-12.588,-10.0525
2022-12-27,-12.08,-12.297999999999998,-10.254
2022-12-28,-12.62,-12.19,-10.5115
2022-12-29,-11.26,-12.099999999999998,-10.776
2022-12-30,-11.56,-11.899999999999999,-11.032499999999999
2023-01-03,-11.03,-11.709999999999999,-11.247
2023-01-04,-9.72,-11.237999999999998,-11.2815
2023-01-05,-10.47,-10.807999999999998,-11.3175
2023-01-06,-8.32,-10.219999999999999,-11.2285
2023-01-09,-8.65,-9.638,-11.1615
2023-01-10,-7.95,-9.021999999999998,-11.0445
2023-01-11,-7.16,-8.51,-10.940999999999999
2023-01-12,-6.69,-7.754,-10.8235
2023-01-13,-6.08,-7.305999999999999,-10.6175
2023-01-17,-6.64,-6.903999999999999,-10.3235
2023-01-18,-8.38,-6.989999999999999,-10.0775
2023-01-19,-9.43,-7.444,-9.872499999999999
2023-01-20,-7.86,-7.677999999999999,-9.6075
2023-01-23,-6.72,-7.805999999999999,-9.358
2023-01-24,-6.81,-7.839999999999999,-9.070500000000001
2023-01-25,-6.19,-7.401999999999998,-8.781
2023-01-26,-5.57,-6.629999999999998,-8.4555
2023-01-27,-5.36,-6.129999999999999,-8.092500000000001
2023-01-30,-5.87,-5.959999999999998,-7.822999999999999
2023-01-31,-4.42,-5.481999999999998,-7.465999999999999
2023-02-01,-4.02,-5.047999999999998,-7.1155
2023-02-02,-3.69,-4.671999999999999,-6.814
2023-02-03,-3.69,-4.337999999999998,-6.475
2023-02-06,-3.99,-3.9619999999999984,-6.2585
2023-02-07,-2.98,-3.6739999999999986,-5.975
2023-02-08,-3.46,-3.5619999999999985,-5.750500000000001
2023-02-09,-4.59,-3.7419999999999987,-5.622000000000001
2023-02-10,-4.35,-3.873999999999998,-5.505
2023-02-13,-3.39,-3.7539999999999987,-5.3705
2023-02-14,-3.82,-3.9219999999999984,-5.2295
2023-02-15,-3.58,-3.945999999999999,-4.9895000000000005
2023-02-16,-4.36,-3.8999999999999986,-4.736000000000001
2023-02-17,-4.3,-3.8899999999999983,-4.558
2023-02-21,-5.9,-4.391999999999999,-4.5169999999999995
2023-02-22,-6.02,-4.831999999999999,-4.477500000000001
2023-02-23,-5.86,-5.2879999999999985,-4.461
2023-02-24,-5.88,-5.591999999999998,-4.4765
2023-02-27,-5.94,-5.919999999999999,-4.5055
2023-02-28,-5.77,-5.893999999999998,-4.5005
2023-03-01,-5.96,-5.881999999999999,-4.5775
2023-03-02,-6.44,-5.997999999999999,-4.6985
2023-03-03,-5.18,-5.857999999999999,-4.773000000000001
2023-03-06,-5.34,-5.737999999999998,-4.8555
2023-03-07,-7.44,-6.071999999999998,-5.0280000000000005
2023-03-08,-7.8,-6.439999999999998,-5.269
2023-03-09,-11.4,-7.4319999999999995,-5.6659999999999995
2023-03-10,-13.44,-9.084,-6.108499999999999
2023-03-13,-16.84,-11.383999999999997,-6.733
2023-03-14,-14.96,-12.888,-7.3115000000000006
2023-03-15,-17.07,-14.741999999999999,-7.973999999999999
2023-03-16,-15.48,-15.557999999999998,-8.568999999999999
2023-03-17,-18.2,-16.509999999999998,-9.261
2023-03-20,-17.2,-16.582,-9.906
2023-03-21,-14.73,-16.535999999999998,-10.3475
2023-03-22,-17.14,-16.549999999999997,-10.9035
2023-03-23,-17.99,-17.052,-11.510000000000002
2023-03-24,-18.26,-17.064,-12.129
2023-03-27,-17.0,-17.023999999999997,-12.681999999999999
2023-03-28,-16.96,-17.47,-13.241499999999998
2023-03-29,-15.76,-17.193999999999996,-13.731500000000002
2023-03-30,-16.06,-16.808,-14.2125
2023-03-31,-15.11,-16.177999999999997,-14.709
2023-04-03,-14.93,-15.764,-15.1885
2023-04-04,-15.95,-15.561999999999998,-15.613999999999999
2023-04-05,-16.04,-15.617999999999999,-16.026
2023-04-06,-15.68,-15.541999999999998,-16.240000000000002
2023-04-10,-15.35,-15.589999999999998,-16.3355
2023-04-11,-14.61,-15.526,-16.223999999999997
2023-04-12,-14.81,-15.297999999999996,-16.2165
2023-04-13,-14.31,-14.951999999999998,-16.0785
2023-04-14,-13.6,-14.535999999999998,-15.9845
2023-04-17,-12.36,-13.937999999999999,-15.692499999999999
2023-04-18,-12.11,-13.437999999999999,-15.437999999999999
2023-04-19,-11.48,-12.771999999999998,-15.2755
2023-04-20,-12.04,-12.317999999999998,-15.020499999999998
2023-04-21,-12.56,-12.11,-14.748999999999999
2023-04-24,-12.77,-12.191999999999998,-14.4745
2023-04-25,-14.52,-12.674,-14.3505
2023-04-26,-15.38,-13.453999999999999,-14.2715
2023-04-27,-13.95,-13.835999999999999,-14.180999999999997
2023-04-28,-12.95,-13.913999999999998,-14.0255
2023-05-01,-13.0,-13.959999999999999,-13.920000000000002
2023-05-02,-15.26,-14.107999999999999,-13.9365
2023-05-03,-16.35,-14.301999999999998,-13.9565
2023-05-04,-18.0,-15.112,-14.054499999999999
2023-05-05,-15.78,-15.677999999999997,-14.0595
2023-05-08,-15.8,-16.238,-14.082000000000003
2023-05-09,-15.98,-16.381999999999998,-14.1505
2023-05-10,-16.24,-16.359999999999996,-14.222
2023-05-11,-16.59,-16.077999999999996,-14.336000000000002
2023-05-12,-16.84,-16.29,-14.498
2023-05-15,-16.01,-16.332,-14.6805
2023-05-16,-16.88,-16.511999999999997,-14.919
2023-05-17,-14.78,-16.22,-15.084
2023-05-18,-14.23,-15.748,-15.193499999999997
2023-05-19,-14.63,-15.306000000000001,-15.297000000000002
2023-05-22,-14.12,-14.927999999999997,-15.364499999999998
2023-05-23,-14.75,-14.501999999999999,-15.376
2023-05-24,-15.91,-14.727999999999998,-15.4025
2023-05-25,-15.86,-15.053999999999998,-15.498000000000001
2023-05-26,-15.21,-15.169999999999998,-15.610999999999999
2023-05-30,-14.92,-15.329999999999998,-15.706999999999999
2023-05-31,-16.07,-15.594,-15.747499999999999
2023-06-01,-14.72,-15.355999999999998,-15.666
2023-06-02,-12.66,-14.716,-15.399000000000001
2023-06-05,-13.28,-14.329999999999998,-15.274000000000001
2023-06-06,-12.0,-13.745999999999999,-15.083999999999998
2023-06-07,-11.42,-12.815999999999999,-14.856
2023-06-08,-11.54,-12.179999999999998,-14.621
2023-06-09,-11.62,-11.971999999999998,-14.372499999999999
2023-06-12,-11.69,-11.653999999999998,-14.115
2023-06-13,-11.0,-11.453999999999997,-13.864500000000001
2023-06-14,-11.36,-11.441999999999997,-13.588500000000002
2023-06-15,-10.24,-11.181999999999999,-13.361499999999998
2023-06-16,-10.56,-10.969999999999999,-13.178
2023-06-20,-11.22,-10.876,-13.007499999999999
2023-06-21,-11.49,-10.974,-12.876
2023-06-22,-12.21,-11.144,-12.748999999999999
2023-06-23,-12.77,-11.649999999999999,-12.592
2023-06-26,-12.82,-12.101999999999999,-12.440000000000001
2023-06-27,-12.01,-12.26,-12.28
2023-06-28,-12.11,-12.383999999999997,-12.1395
2023-06-29,-11.17,-12.175999999999998,-11.894499999999999
2023-06-30,-10.52,-11.725999999999999,-11.6845
2023-07-03,-9.62,-11.085999999999999,-11.5325
2023-07-05,-9.98,-10.679999999999998,-11.3675
2023-07-06,-10.92,-10.441999999999997,-11.313500000000001
2023-07-07,-10.59,-10.325999999999999,-11.272
2023-07-10,-10.11,-10.243999999999998,-11.2005
2023-07-11,-8.96,-10.111999999999998,-11.067499999999999
2023-07-12,-8.24,-9.764,-10.895
2023-07-13,-7.58,-9.096,-10.724
2023-07-14,-8.22,-8.621999999999998,-10.567
2023-07-17,-7.28,-8.056,-10.419
2023-07-18,-6.03,-7.469999999999999,-10.192499999999999
2023-07-19,-5.44,-6.909999999999999,-9.9035
2023-07-20,-4.99,-6.3919999999999995,-9.578500000000002
2023-07-21,-5.46,-5.839999999999999,-9.241
2023-07-24,-4.51,-5.285999999999999,-8.828
2023-07-25,-5.15,-5.109999999999998,-8.444500000000001
2023-07-26,-4.32,-4.885999999999998,-8.06
2023-07-27,-5.63,-5.0139999999999985,-7.736
2023-07-28,-5.35,-4.991999999999998,-7.445
2023-07-31,-4.96,-5.081999999999999,-7.167
2023-08-01,-4.95,-5.041999999999998,-6.9334999999999996
2023-08-02,-5.64,-5.305999999999999,-6.716500000000001
2023-08-03,-5.54,-5.2879999999999985,-6.447500000000001
2023-08-04,-5.81,-5.379999999999998,-6.2085
2023-08-07,-4.89,-5.365999999999998,-5.9475
2023-08-08,-5.59,-5.493999999999998,-5.779000000000001
2023-08-09,-6.09,-5.583999999999998,-5.6715
2023-08-10,-6.01,-5.677999999999999,-5.593
2023-08-11,-5.95,-5.705999999999998,-5.4795
2023-08-14,-6.09,-5.945999999999999,-5.42
2023-08-15,-7.31,-6.289999999999998,-5.484
2023-08-16,-7.5,-6.571999999999998,-5.587
2023-08-17,-7.84,-6.937999999999998,-5.7295
2023-08-18,-7.78,-7.303999999999999,-5.8454999999999995
2023-08-21,-7.86,-7.657999999999999,-6.013
2023-08-22,-8.47,-7.889999999999999,-6.179
2023-08-23,-7.91,-7.9719999999999995,-6.358499999999999
2023-08-24,-8.03,-8.009999999999998,-6.4784999999999995
2023-08-25,-7.82,-8.017999999999999,-6.601999999999999
2023-08-28,-7.45,-7.935999999999998,-6.7265
2023-08-29,-6.82,-7.605999999999999,-6.82
2023-08-30,-6.77,-7.377999999999998,-6.8765
2023-08-31,-6.89,-7.149999999999999,-6.944
2023-09-01,-6.22,-6.829999999999998,-6.964499999999999
2023-09-05,-6.87,-6.713999999999999,-7.0635
2023-09-06,-7.11,-6.7719999999999985,-7.139500000000001
2023-09-07,-7.27,-6.871999999999998,-7.1985
2023-09-08,-6.93,-6.879999999999998,-7.2445
2023-09-11,-6.64,-6.963999999999999,-7.278999999999999
2023-09-12,-5.97,-6.783999999999999,-7.272999999999999
2023-09-13,-6.15,-6.591999999999999,-7.214999999999999
2023-09-14,-5.21,-6.179999999999998,-7.100499999999999
2023-09-15,-5.67,-5.927999999999999,-6.991999999999999
2023-09-18,-5.58,-5.715999999999998,-6.882000000000001
2023-09-19,-5.72,-5.665999999999999,-6.775
2023-09-20,-6.35,-5.705999999999999,-6.669
2023-09-21,-7.91,-6.245999999999999,-6.669
2023-09-22,-8.44,-6.799999999999999,-6.6895
2023-09-25,-8.26,-7.3359999999999985,-6.711499999999999
2023-09-26,-9.54,-8.099999999999998,-6.816
2023-09-27,-9.65,-8.759999999999998,-6.9575000000000005
2023-09-28,-9.56,-9.09,-7.0969999999999995
2023-09-29,-10.18,-9.437999999999999,-7.2615
2023-10-02,-10.79,-9.943999999999999,-7.49
2023-10-03,-12.31,-10.498,-7.7620000000000005
2023-10-04,-11.64,-10.895999999999997,-7.988499999999999
2023-10-05,-11.13,-11.209999999999997,-8.1815
2023-10-06,-10.4,-11.254,-8.355
2023-10-09,-10.36,-11.167999999999997,-8.541
2023-10-10,-9.66,-10.637999999999998,-8.7255
2023-10-11,-9.51,-10.212,-8.8935
2023-10-12,-10.19,-10.023999999999997,-9.1425
2023-10-13,-10.21,-9.985999999999999,-9.3695
2023-10-16,-9.18,-9.749999999999996,-9.5495
2023-10-17,-8.46,-9.51,-9.686499999999999
2023-10-18,-10.12,-9.632,-9.875
2023-10-19,-11.39,-9.872,-10.049000000000001
2023-10-20,-12.75,-10.379999999999999,-10.264500000000002
2023-10-23,-13.42,-11.228,-10.522499999999999
2023-10-24,-12.86,-12.107999999999999,-10.688500000000001
2023-10-25,-13.22,-12.727999999999998,-10.867
2023-10-26,-13.18,-13.085999999999999,-11.047999999999998
2023-10-27,-14.82,-13.499999999999996,-11.280000000000001
2023-10-30,-13.48,-13.511999999999997,-11.4145
2023-10-31,-12.57,-13.453999999999999,-11.427499999999998
2023-11-01,-11.77,-13.163999999999998,-11.434000000000001
2023-11-02,-9.6,-12.447999999999999,-11.3575
2023-11-03,-8.19,-11.121999999999998,-11.247
2023-11-06,-8.54,-10.133999999999999,-11.155999999999999
2023-11-07,-8.67,-9.354,-11.1065
2023-11-08,-8.64,-8.727999999999998,-11.062999999999999
2023-11-09,-9.11,-8.629999999999999,-11.009
2023-11-10,-8.1,-8.611999999999998,-10.9035
2023-11-13,-8.26,-8.555999999999997,-10.857499999999998
2023-11-14,-6.07,-8.035999999999998,-10.738000000000001
2023-11-15,-5.61,-7.429999999999998,-10.5125
2023-11-16,-5.55,-6.717999999999998,-10.2205
2023-11-17,-4.88,-6.073999999999998,-9.827
2023-11-20,-4.56,-5.333999999999999,-9.384
2023-11-21,-4.69,-5.057999999999998,-8.9755
2023-11-22,-4.26,-4.7879999999999985,-8.5275
2023-11-24,-3.89,-4.455999999999999,-8.063
2023-11-27,-4.15,-4.309999999999999,-7.529499999999999
2023-11-28,-4.21,-4.239999999999999,-7.066
2023-11-29,-3.39,-3.979999999999999,-6.607000000000001
2023-11-30,-2.45,-3.6179999999999986,-6.141
2023-12-01,-1.33,-3.105999999999999,-5.7275
2023-12-04,-1.17,-2.509999999999999,-5.3765
2023-12-05,-1.65,-1.9979999999999982,-5.032
2023-12-06,-2.08,-1.7359999999999984,-4.7025
2023-12-07,-1.59,-1.5639999999999985,-4.35
2023-12-08,-1.01,-1.4999999999999987,-3.9449999999999994
2023-12-11,-0.42,-1.3499999999999988,-3.561
2023-12-12,0.21,-0.9779999999999986,-3.1375
2023-12-13,2.03,-0.15599999999999864,-2.7325000000000004
2023-12-14,3.36,0.8340000000000014,-2.284
2023-12-15,2.78,1.5920000000000012,-1.8675000000000002
2023-12-18,2.96,2.2680000000000016,-1.4754999999999998
2023-12-19,3.29,2.8840000000000012,-1.0830000000000002
2023-12-20,1.75,2.8280000000000016,-0.7610000000000001
2023-12-21,2.54,2.6640000000000015,-0.421
2023-12-22,2.82,2.6720000000000015,-0.08550000000000006
2023-12-26,3.29,2.7380000000000013,0.2864999999999999
2023-12-27,3.57,2.7940000000000014,0.6754999999999999
2023-12-28,3.84,3.212000000000001,1.037
2023-12-29,3.45,3.394000000000001,1.3319999999999999
2024-01-02,3.45,3.520000000000002,1.5710000000000002
2024-01-03,2.39,3.340000000000001,1.749
2024-01-04,2.69,3.1640000000000015,1.966
2024-01-05,3.13,3.022000000000001,2.2265
2024-01-08,3.66,3.0640000000000014,2.489
2024-01-09,3.05,2.9840000000000018,2.692
2024-01-10,3.23,3.1520000000000015,2.8745000000000003
2024-01-11,2.84,3.1820000000000013,3.006
2024-01-12,2.63,3.0820000000000016,3.036
2024-01-16,2.08,2.7660000000000013,2.972
2024-01-17,1.85,2.5260000000000016,2.9255
2024-01-18,2.05,2.2900000000000014,2.88
2024-01-19,3.38,2.3980000000000015,2.8845
2024-01-22,3.88,2.648000000000001,2.991
2024-01-23,3.82,2.9960000000000013,3.055
2024-01-24,4.18,3.462000000000001,3.123
2024-01-25,4.59,3.970000000000001,3.1879999999999997
2024-01-26,4.91,4.276000000000002,3.255
2024-01-29,5.42,4.584000000000001,3.3339999999999996
2024-01-30,6.4,5.100000000000001,3.4814999999999996
