Date,rate_ADBE,rate_ADBE_5D,rate_ADBE_20D,rate_VOO,rate_VOO_5D,rate_VOO_20D
2022-03-23,-20.44,-15.87,-16.285,-3.9,-3.7840000000000003,-6.600500000000001
2022-03-24,-18.77,-16.314,-16.5365,-2.83,-3.3899999999999997,-6.3555
2022-03-25,-18.86,-17.1,-16.807499999999997,-2.35,-3.106,-6.182499999999999
2022-03-28,-15.53,-17.23,-16.931,-1.69,-2.69,-5.965000000000001
2022-03-29,-12.57,-17.234,-16.9175,-0.48,-2.25,-5.63
2022-03-30,-13.71,-15.888,-17.0,-1.09,-1.688,-5.4055
2022-03-31,-14.51,-15.035999999999998,-17.0175,-2.57,-1.636,-5.2325
2022-04-01,-13.63,-13.99,-16.931000000000004,-2.24,-1.614,-5.0075
2022-04-04,-11.77,-13.238,-16.628500000000003,-1.45,-1.566,-4.6135
2022-04-05,-13.6,-13.443999999999999,-16.3605,-2.62,-1.9939999999999998,-4.2455
2022-04-06,-16.16,-13.934000000000001,-16.392000000000003,-3.57,-2.4899999999999998,-4.0395
2022-04-07,-14.66,-13.963999999999999,-16.243000000000002,-3.1,-2.596,-3.79
2022-04-08,-15.98,-14.434000000000001,-15.959999999999999,-3.33,-2.814,-3.496
2022-04-11,-17.94,-15.668000000000001,-15.7315,-4.94,-3.5120000000000005,-3.2510000000000003
2022-04-12,-19.35,-16.818,-15.6655,-5.28,-4.044,-3.119
2022-04-13,-18.45,-17.276000000000003,-15.741999999999999,-4.23,-4.176,-3.0345
2022-04-14,-20.51,-18.446,-15.940000000000001,-5.37,-4.630000000000001,-3.063
2022-04-18,-19.59,-19.168,-16.173000000000002,-5.35,-5.034000000000001,-3.1420000000000003
2022-04-19,-17.58,-19.095999999999997,-16.308,-3.88,-4.822000000000001,-3.1475
2022-04-20,-19.1,-19.046,-16.6355,-3.95,-4.556,-3.211
2022-04-21,-21.05,-19.566,-16.666,-5.34,-4.7780000000000005,-3.283
2022-04-22,-22.67,-19.997999999999998,-16.860999999999997,-7.86,-5.276,-3.5345
2022-04-25,-21.7,-20.42,-17.003,-7.37,-5.680000000000001,-3.7855000000000003
2022-04-26,-24.42,-21.788000000000004,-17.447499999999998,-9.95,-6.894,-4.1985
2022-04-27,-24.65,-22.898000000000003,-18.051499999999997,-9.73,-8.05,-4.661
2022-04-28,-22.33,-23.154000000000003,-18.4825,-7.52,-8.485999999999999,-4.9825
2022-04-29,-25.01,-23.622,-19.0075,-10.83,-9.08,-5.3955
2022-05-02,-22.27,-23.736,-19.4395,-9.99,-9.604,-5.7829999999999995
2022-05-03,-22.22,-23.296,-19.962,-9.62,-9.538,-6.1915
2022-05-04,-19.35,-22.235999999999997,-20.2495,-6.99,-8.99,-6.410000000000001
2022-05-05,-23.5,-22.47,-20.6165,-10.13,-9.512,-6.7379999999999995
2022-05-06,-25.23,-22.514000000000003,-21.145,-10.67,-9.48,-7.1165
2022-05-09,-27.8,-23.62,-21.736,-13.43,-10.168,-7.6215
2022-05-10,-24.81,-24.137999999999998,-22.079500000000003,-13.22,-10.888,-8.0355
2022-05-11,-27.35,-25.738,-22.479499999999998,-14.58,-12.406,-8.500499999999999
2022-05-12,-25.65,-26.168,-22.8395,-14.64,-13.308000000000002,-9.021
2022-05-13,-22.5,-25.621999999999996,-22.939,-12.68,-13.709999999999999,-9.3865
2022-05-16,-22.98,-24.657999999999998,-23.1085,-12.99,-13.622,-9.7685
2022-05-17,-21.72,-24.04,-23.3155,-11.29,-13.236,-10.139
2022-05-18,-23.9,-23.35,-23.5555,-14.71,-13.262,-10.677
2022-05-19,-24.55,-23.13,-23.7305,-15.27,-13.388,-11.1735
2022-05-20,-23.68,-23.366,-23.781,-15.25,-13.901999999999997,-11.543000000000001
2022-05-23,-22.26,-23.221999999999998,-23.809,-13.68,-14.040000000000001,-11.8585
2022-05-24,-23.81,-23.639999999999997,-23.7785,-14.29,-14.64,-12.075500000000002
2022-05-25,-23.05,-23.47,-23.6985,-13.59,-14.416,-12.2685
2022-05-26,-21.91,-22.942,-23.677500000000002,-11.92,-13.745999999999999,-12.4885
2022-05-27,-18.27,-21.86,-23.3405,-9.77,-12.65,-12.435500000000001
2022-05-31,-20.45,-21.497999999999998,-23.2495,-10.26,-11.966,-12.449
2022-06-01,-19.58,-20.652,-23.1175,-10.69,-11.245999999999999,-12.502500000000001
2022-06-02,-15.32,-19.106,-22.916,-9.06,-10.34,-12.606
2022-06-03,-17.48,-18.22,-22.615000000000002,-10.5,-10.056000000000001,-12.624500000000001
2022-06-06,-17.54,-18.074,-22.2305,-10.26,-10.154,-12.604
2022-06-07,-16.8,-17.344,-21.680500000000002,-9.4,-9.982,-12.4025
2022-06-08,-17.66,-16.96,-21.323,-10.37,-9.918000000000001,-12.26
2022-06-09,-18.11,-17.518,-20.861,-12.42,-10.59,-12.152
2022-06-10,-24.23,-18.868000000000002,-20.79,-14.93,-11.475999999999999,-12.1665
2022-06-13,-28.4,-21.04,-21.085,-18.12,-13.048000000000002,-12.438500000000001
2022-06-14,-28.55,-23.389999999999997,-21.363500000000002,-18.32,-14.831999999999999,-12.705
2022-06-15,-27.41,-25.34,-21.648,-17.18,-16.194,-12.999500000000001
2022-06-16,-29.63,-27.644,-21.9345,-19.83,-17.676,-13.255500000000001
2022-06-17,-30.44,-28.886000000000003,-22.229,-19.62,-18.614,-13.472999999999999
2022-06-21,-30.02,-29.21,-22.546,-17.71,-18.532,-13.596
2022-06-22,-29.58,-29.415999999999997,-22.912,-17.88,-18.444,-13.806000000000001
2022-06-23,-27.46,-29.426,-23.0945,-17.04,-18.416,-13.9435
2022-06-24,-25.38,-28.576,-23.211,-14.53,-17.356,-13.9905
2022-06-27,-26.63,-27.814,-23.446999999999996,-14.84,-16.4,-14.136499999999998
2022-06-28,-29.53,-27.715999999999998,-24.009999999999998,-16.63,-16.184,-14.479499999999998
2022-06-29,-28.99,-27.598000000000003,-24.437,-16.92,-15.992,-14.8125
2022-06-30,-29.45,-27.996,-24.930500000000002,-17.56,-16.096,-15.156
2022-07-01,-28.21,-28.562,-25.575,-16.28,-16.446,-15.517
2022-07-05,-26.74,-28.584000000000003,-26.038,-16.14,-16.706,-15.799000000000001
2022-07-06,-25.56,-27.79,-26.439,-15.85,-16.55,-16.0785
2022-07-07,-24.03,-26.798000000000002,-26.8005,-14.65,-16.096,-16.341
2022-07-08,-24.31,-25.77,-27.133,-14.7,-15.524000000000001,-16.5575
2022-07-11,-25.31,-25.189999999999998,-27.493000000000002,-15.64,-15.395999999999997,-16.7185
2022-07-12,-26.95,-25.232,-27.628999999999998,-16.4,-15.447999999999999,-16.792
2022-07-13,-27.63,-25.645999999999997,-27.5905,-16.77,-15.632,-16.7245
2022-07-14,-27.44,-26.327999999999996,-27.535000000000004,-16.99,-16.1,-16.658
2022-07-15,-26.13,-26.691999999999997,-27.470999999999997,-15.46,-16.252000000000002,-16.572
2022-07-18,-27.01,-27.032,-27.339999999999996,-16.14,-16.352,-16.3875
2022-07-19,-24.62,-26.566000000000003,-27.049,-13.93,-15.857999999999999,-16.103
2022-07-20,-22.02,-25.444000000000003,-26.649,-13.4,-15.184000000000001,-15.8875
2022-07-21,-20.62,-24.080000000000002,-26.201,-12.55,-14.296000000000001,-15.620999999999999
2022-07-22,-21.95,-23.244,-25.9255,-13.32,-13.868,-15.434999999999999
2022-07-25,-23.83,-22.607999999999997,-25.848000000000003,-13.24,-13.288,-15.370499999999998
2022-07-26,-26.24,-22.932,-25.828500000000002,-14.25,-13.352,-15.341
2022-07-27,-23.68,-23.264,-25.535999999999998,-12.07,-13.086000000000002,-15.113
2022-07-28,-21.64,-23.467999999999996,-25.1685,-10.99,-12.774,-14.8165
2022-07-29,-20.39,-23.156,-24.7155,-9.72,-12.053999999999998,-14.4245
2022-08-01,-19.67,-22.324,-24.288500000000003,-9.72,-11.350000000000001,-14.0965
2022-08-02,-19.83,-21.041999999999998,-23.943,-10.15,-10.53,-13.797
2022-08-03,-17.74,-19.854,-23.552,-9.12,-9.94,-13.460500000000001
2022-08-04,-16.87,-18.9,-23.194,-9.18,-9.578,-13.187000000000001
2022-08-05,-16.46,-18.113999999999997,-22.801499999999997,-9.31,-9.496,-12.9175
2022-08-08,-16.33,-17.445999999999998,-22.3525,-9.37,-9.425999999999998,-12.604000000000001
2022-08-09,-17.34,-16.948,-21.872,-9.62,-9.319999999999999,-12.265
2022-08-10,-15.8,-16.560000000000002,-21.2805,-8.33,-9.162,-11.843
2022-08-11,-16.26,-16.438,-20.7215,-8.33,-8.992,-11.41
2022-08-12,-14.86,-16.118,-20.157999999999998,-7.26,-8.581999999999999,-11.0
2022-08-15,-14.16,-15.683999999999997,-19.5155,-6.98,-8.104000000000001,-10.542
2022-08-16,-14.6,-15.136000000000001,-19.0145,-6.87,-7.554,-10.189
2022-08-17,-15.83,-15.142000000000001,-18.705000000000002,-7.3,-7.348000000000001,-9.884
2022-08-18,-15.68,-15.026,-18.458000000000002,-7.11,-7.104000000000001,-9.611999999999998
2022-08-19,-17.45,-15.544,-18.233,-7.96,-7.244,-9.344
2022-08-22,-19.18,-16.548,-18.0005,-9.24,-7.696,-9.144
2022-08-23,-19.3,-17.488,-17.6535,-9.38,-8.198,-8.9005
2022-08-24,-19.91,-18.304,-17.465,-9.2,-8.578,-8.757
2022-08-25,-20.13,-19.194,-17.389499999999998,-8.33,-8.822,-8.623999999999999
2022-08-26,-23.07,-20.318,-17.5235,-10.4,-9.31,-8.658
2022-08-29,-23.81,-21.244,-17.7305,-10.79,-9.620000000000001,-8.7115
2022-08-30,-23.84,-22.151999999999997,-17.931,-11.42,-10.028,-8.774999999999999
2022-08-31,-24.05,-22.979999999999997,-18.2465,-11.87,-10.562,-8.9125
2022-09-01,-23.81,-23.716,-18.5935,-11.4,-11.175999999999998,-9.0235
2022-09-02,-24.12,-23.926,-18.976499999999998,-11.98,-11.492,-9.157
2022-09-06,-24.1,-23.984,-19.365000000000002,-12.17,-11.768,-9.297
2022-09-07,-22.21,-23.658,-19.6085,-10.9,-11.664,-9.361
2022-09-08,-21.49,-23.146,-19.893,-10.38,-11.366,-9.4635
2022-09-09,-19.46,-22.276,-20.053,-9.13,-10.912,-9.503499999999999
2022-09-12,-19.17,-21.286,-20.2685,-8.23,-10.162,-9.552
2022-09-13,-24.55,-21.376,-20.788,-12.01,-10.129999999999999,-9.803500000000001
2022-09-14,-23.95,-21.724,-21.255499999999998,-11.7,-10.290000000000001,-10.045
2022-09-15,-35.96,-24.618000000000002,-22.262,-12.63,-10.74,-10.311499999999999
2022-09-16,-37.82,-28.29,-23.369,-13.28,-11.57,-10.620000000000001
2022-09-19,-38.48,-32.152,-24.420499999999997,-12.65,-12.453999999999999,-10.8545
2022-09-20,-39.47,-35.136,-25.435,-13.61,-12.774,-11.073
2022-09-21,-40.42,-38.43,-26.490999999999996,-15.08,-13.45,-11.358
2022-09-22,-40.27,-39.292,-27.509000000000004,-15.78,-14.080000000000002,-11.687000000000001
2022-09-23,-40.77,-39.882000000000005,-28.541000000000004,-17.14,-14.851999999999999,-12.127500000000001
2022-09-26,-42.28,-40.641999999999996,-29.5015,-17.92,-15.906,-12.503499999999999
2022-09-27,-42.16,-41.18000000000001,-30.419,-18.14,-16.812,-12.871
2022-09-28,-41.38,-41.372,-31.296,-16.92,-17.18,-13.146
2022-09-29,-42.02,-41.722,-32.194500000000005,-18.62,-17.748,-13.483500000000001
2022-09-30,-42.64,-42.096000000000004,-33.136,-19.84,-18.288,-13.905499999999998
2022-10-03,-39.59,-41.558,-33.909499999999994,-17.32,-18.168,-14.172500000000003
2022-10-04,-37.61,-40.648,-34.584999999999994,-14.89,-17.518,-14.3085
2022-10-05,-37.11,-39.794,-35.33,-15.03,-17.14,-14.515
2022-10-06,-36.9,-38.769999999999996,-36.1005,-15.9,-16.595999999999997,-14.791000000000002
2022-10-07,-38.87,-38.016,-37.071,-18.18,-16.264,-15.243500000000001
2022-10-10,-39.49,-37.995999999999995,-38.087,-18.77,-16.554,-15.770500000000002
2022-10-11,-39.68,-38.410000000000004,-38.8435,-19.3,-17.436,-16.135
2022-10-12,-39.4,-38.868,-39.616,-19.54,-18.338,-16.526999999999997
2022-10-13,-37.62,-39.012,-39.699,-17.48,-18.654,-16.7695
2022-10-14,-39.03,-39.044,-39.7595,-19.3,-18.878,-17.070500000000003
2022-10-17,-37.88,-38.722,-39.7295,-17.29,-18.582,-17.3025
2022-10-18,-37.99,-38.384,-39.6555,-16.34,-17.99,-17.439
2022-10-19,-36.57,-37.818,-39.46300000000001,-16.91,-17.464,-17.530499999999996
2022-10-20,-36.04,-37.502,-39.2515,-17.57,-17.482,-17.619999999999997
2022-10-21,-35.21,-36.73800000000001,-38.9735,-15.63,-16.747999999999998,-17.544500000000003
2022-10-24,-33.17,-35.796,-38.518,-14.63,-16.216,-17.380000000000003
2022-10-25,-31.6,-34.51800000000001,-37.99,-13.27,-15.602,-17.1365
2022-10-26,-32.29,-33.662,-37.5355,-13.9,-15.0,-16.9855
2022-10-27,-32.67,-32.988,-37.068,-14.35,-14.356,-16.772
2022-10-28,-31.21,-32.188,-36.4965,-12.4,-13.709999999999999,-16.4
2022-10-31,-32.7,-32.09400000000001,-36.152,-12.98,-13.38,-16.183
2022-11-01,-32.4,-32.254,-35.8915,-13.0,-13.325999999999999,-16.0885
2022-11-02,-35.4,-32.876,-35.806,-15.11,-13.568000000000001,-16.0925
2022-11-03,-38.49,-34.040000000000006,-35.8855,-15.97,-13.892000000000001,-16.095999999999997
2022-11-04,-38.52,-35.501999999999995,-35.868,-14.8,-14.372,-15.927000000000001
2022-11-07,-35.74,-36.11,-35.6805,-14.03,-14.581999999999999,-15.690000000000001
2022-11-08,-35.2,-36.67,-35.4565,-13.57,-14.696000000000002,-15.4035
2022-11-09,-35.87,-36.763999999999996,-35.28,-15.28,-14.73,-15.1905
2022-11-10,-29.49,-34.964,-34.8735,-10.81,-13.697999999999999,-14.857
2022-11-11,-27.19,-32.698,-34.2815,-9.98,-12.734,-14.391
2022-11-14,-27.35,-31.020000000000003,-33.755,-10.68,-12.064,-14.060500000000001
2022-11-15,-26.19,-29.218,-33.165000000000006,-9.96,-11.342,-13.741499999999998
2022-11-16,-27.76,-27.596000000000004,-32.7245,-10.63,-10.412,-13.4275
2022-11-17,-27.88,-27.274,-32.316500000000005,-10.88,-10.426,-13.093
2022-11-18,-29.34,-27.704,-32.022999999999996,-10.49,-10.528,-12.836000000000002
2022-11-21,-31.29,-28.492,-31.929000000000002,-10.8,-10.552000000000001,-12.6445
2022-11-22,-29.33,-29.119999999999997,-31.815499999999997,-9.64,-10.488000000000001,-12.463
2022-11-23,-28.31,-29.23,-31.616500000000002,-9.09,-10.180000000000001,-12.2225
2022-11-25,-28.62,-29.377999999999997,-31.414000000000005,-9.1,-9.824,-11.96
2022-11-28,-29.73,-29.456,-31.340000000000003,-10.5,-9.825999999999999,-11.865
2022-11-29,-30.19,-29.236,-31.214499999999997,-10.66,-9.798,-11.749
2022-11-30,-26.4,-28.65,-30.914499999999997,-7.97,-9.464,-11.4975
2022-12-01,-25.94,-28.176,-30.4415,-7.76,-9.198,-11.129999999999999
2022-12-02,-26.47,-27.746,-29.840500000000002,-7.89,-8.956,-10.725999999999999
2022-12-05,-27.98,-27.395999999999997,-29.313499999999998,-9.46,-8.748000000000001,-10.459
2022-12-06,-28.59,-27.076,-28.956,-10.72,-8.76,-10.2935
2022-12-07,-29.51,-27.698,-28.671499999999998,-10.89,-9.344,-10.1595
2022-12-08,-28.29,-28.168,-28.2925,-10.21,-9.834,-9.906000000000002
2022-12-09,-28.69,-28.612000000000002,-28.252499999999998,-10.84,-10.424000000000001,-9.9075
2022-12-12,-27.14,-28.444,-28.25,-9.61,-10.454,-9.889
2022-12-13,-26.24,-27.974,-28.194499999999998,-8.96,-10.102,-9.803
2022-12-14,-26.77,-27.426,-28.223499999999994,-9.5,-9.824000000000002,-9.780000000000001
2022-12-15,-29.12,-27.592000000000002,-28.291499999999996,-11.68,-10.118,-9.8325
2022-12-16,-27.06,-27.266,-28.2505,-12.71,-10.492,-9.924
2022-12-19,-29.11,-27.659999999999997,-28.239000000000004,-13.44,-11.258,-10.0715
2022-12-20,-27.13,-27.838,-28.031,-13.72,-12.209999999999999,-10.2175
2022-12-21,-26.46,-27.776,-27.8875,-12.46,-12.802000000000001,-10.3585
2022-12-22,-27.48,-27.448,-27.845999999999997,-13.66,-13.197999999999999,-10.587
2022-12-23,-27.08,-27.451999999999998,-27.769,-13.19,-13.294,-10.7915
2022-12-27,-27.78,-27.186,-27.671499999999998,-13.52,-13.309999999999999,-10.942499999999999
2022-12-28,-29.2,-27.6,-27.622000000000003,-14.56,-13.478,-11.1375
2022-12-29,-27.26,-27.759999999999998,-27.665000000000003,-13.08,-13.602,-11.392999999999999
2022-12-30,-27.48,-27.76,-27.742,-13.31,-13.532,-11.6705
2023-01-03,-26.76,-27.696000000000005,-27.7565,-13.32,-13.558000000000002,-11.942
2023-01-04,-25.82,-27.304000000000002,-27.648500000000002,-12.72,-13.398000000000001,-12.105
2023-01-05,-28.59,-27.182,-27.648500000000002,-13.65,-13.216,-12.2515
2023-01-06,-27.67,-27.264,-27.5565,-11.74,-12.948000000000002,-12.294
2023-01-09,-25.69,-26.906,-27.426499999999997,-11.8,-12.646,-12.3735
2023-01-10,-26.39,-26.832,-27.311500000000002,-11.18,-12.218,-12.3905
2023-01-11,-25.49,-26.766,-27.229000000000003,-10.08,-11.690000000000001,-12.414
2023-01-12,-25.15,-26.077999999999996,-27.174500000000002,-9.75,-10.91,-12.4535
2023-01-13,-25.18,-25.580000000000002,-27.095000000000006,-9.41,-10.444,-12.449
2023-01-17,-25.18,-25.477999999999998,-26.898000000000003,-9.54,-9.992,-12.342
2023-01-18,-25.84,-25.368,-26.837,-10.98,-9.952,-12.255500000000001
2023-01-19,-25.58,-25.386,-26.660500000000003,-11.6,-10.256,-12.1635
2023-01-20,-22.61,-24.878,-26.434500000000003,-10.01,-10.308,-11.978
2023-01-23,-20.77,-23.996,-26.15,-8.94,-10.213999999999999,-11.802
2023-01-24,-21.56,-23.272,-25.854000000000003,-9.04,-10.113999999999999,-11.571000000000002
2023-01-25,-22.23,-22.55,-25.6115,-9.01,-9.72,-11.362
2023-01-26,-20.59,-21.552,-25.252000000000002,-8.06,-9.012,-11.089
2023-01-27,-19.55,-20.94,-24.7695,-7.8,-8.57,-10.751
2023-01-30,-21.11,-21.008000000000003,-24.462,-8.93,-8.568,-10.5435
2023-01-31,-19.63,-20.622,-24.069499999999998,-7.66,-8.291999999999998,-10.261
2023-02-01,-16.34,-19.444,-23.5485,-6.52,-7.794,-9.921
2023-02-02,-14.61,-18.247999999999998,-22.988,-5.25,-7.231999999999999,-9.5475
2023-02-03,-17.3,-17.798,-22.423499999999997,-6.21,-6.914,-9.175500000000001
2023-02-06,-18.16,-17.208,-21.948,-6.73,-6.473999999999999,-8.925
2023-02-07,-16.6,-16.602,-21.4935,-5.74,-6.09,-8.622
2023-02-08,-17.59,-16.852,-21.0535,-6.59,-6.104,-8.3925
2023-02-09,-18.05,-17.54,-20.6815,-7.25,-6.5040000000000004,-8.251000000000001
2023-02-10,-18.93,-17.866000000000003,-20.3705,-7.06,-6.6739999999999995,-8.1165
2023-02-13,-18.2,-17.874000000000002,-20.0215,-6.18,-6.564,-7.955
2023-02-14,-17.62,-18.078,-19.6435,-6.21,-6.6579999999999995,-7.788500000000001
2023-02-15,-18.01,-18.162,-19.252000000000002,-5.96,-6.531999999999999,-7.5375
2023-02-16,-20.16,-18.584,-18.981,-6.98,-6.478,-7.3065
2023-02-17,-21.82,-19.162,-18.9415,-7.17,-6.5,-7.164500000000001
2023-02-21,-23.85,-20.292,-19.095499999999998,-8.6,-6.984,-7.147500000000001
2023-02-22,-23.44,-21.456,-19.1895,-8.69,-7.4799999999999995,-7.13
2023-02-23,-23.78,-22.61,-19.267000000000003,-8.34,-7.956,-7.096500000000001
2023-02-24,-29.07,-24.392000000000003,-19.691,-9.1,-8.379999999999999,-7.1485
2023-02-27,-28.71,-25.770000000000003,-20.148999999999997,-8.85,-8.716,-7.2010000000000005
2023-02-28,-28.37,-26.674,-20.512,-9.16,-8.828,-7.2125
2023-03-01,-27.86,-27.558000000000003,-20.9235,-9.24,-8.937999999999999,-7.291500000000001
2023-03-02,-25.79,-27.96,-21.396,-8.66,-9.001999999999999,-7.3985
2023-03-03,-23.65,-26.875999999999998,-21.848000000000003,-7.41,-8.663999999999998,-7.5065
2023-03-06,-23.04,-25.742,-22.135,-7.32,-8.358,-7.561999999999999
2023-03-07,-23.51,-24.77,-22.4025,-8.65,-8.256,-7.6579999999999995
2023-03-08,-23.29,-23.856,-22.737000000000002,-8.52,-8.112,-7.797
2023-03-09,-24.88,-23.674,-23.101499999999998,-10.08,-8.396,-7.971499999999999
2023-03-10,-26.8,-24.304,-23.538999999999998,-11.27,-9.168000000000001,-8.1725
2023-03-13,-27.87,-25.27,-23.985999999999997,-11.41,-9.985999999999999,-8.389999999999999
2023-03-14,-25.92,-25.752,-24.372,-10.0,-10.256,-8.581
2023-03-15,-25.86,-26.266,-24.784,-10.53,-10.658,-8.797
2023-03-16,-21.62,-25.613999999999997,-24.9645,-9.06,-10.453999999999999,-8.952
2023-03-17,-20.58,-24.37,-24.9855,-10.02,-10.203999999999999,-9.104000000000001
2023-03-20,-19.56,-22.708,-24.8725,-9.23,-9.768,-9.206999999999999
2023-03-21,-17.09,-20.942,-24.5345,-8.08,-9.384,-9.181000000000001
2023-03-22,-19.82,-19.734,-24.3535,-9.56,-9.190000000000001,-9.2245
2023-03-23,-18.22,-19.054,-24.075499999999998,-9.35,-9.248000000000001,-9.275
2023-03-24,-16.92,-18.322,-23.468,-9.13,-9.069999999999999,-9.2765
2023-03-27,-17.32,-17.874000000000002,-22.898500000000002,-8.98,-9.02,-9.283
2023-03-28,-17.26,-17.908,-22.343,-9.14,-9.232000000000001,-9.282
2023-03-29,-16.01,-17.146,-21.7505,-7.87,-8.894,-9.2135
2023-03-30,-15.41,-16.584,-21.2315,-7.33,-8.49,-9.147
2023-03-31,-14.65,-16.130000000000003,-20.7815,-6.05,-7.8740000000000006,-9.079
2023-04-03,-15.46,-15.758000000000001,-20.4025,-5.56,-7.19,-8.991000000000001
2023-04-04,-14.37,-15.180000000000001,-19.9455,-6.08,-6.578,-8.8625
2023-04-05,-15.04,-14.985999999999999,-19.533,-6.3,-6.264,-8.7515
2023-04-06,-15.35,-14.974,-19.0565,-5.95,-5.988,-8.545
2023-04-10,-16.29,-15.301999999999998,-18.531,-5.85,-5.9479999999999995,-8.274
2023-04-11,-17.42,-15.693999999999999,-18.0085,-5.84,-6.004,-7.9955
2023-04-12,-17.69,-16.357999999999997,-17.597,-6.21,-6.029999999999999,-7.806
2023-04-13,-15.73,-16.496000000000002,-17.0905,-5.01,-5.772,-7.529999999999999
2023-04-14,-15.61,-16.548,-16.79,-5.2,-5.622,-7.337000000000001
2023-04-17,-15.93,-16.476,-16.557499999999997,-4.88,-5.428,-7.08
2023-04-18,-16.01,-16.194,-16.380000000000003,-4.82,-5.224,-6.8595
2023-04-19,-15.45,-15.746,-16.298000000000002,-4.83,-4.948,-6.697
2023-04-20,-15.41,-15.681999999999999,-16.0775,-5.36,-5.018000000000001,-6.487
