Date,rate_AMZN,rate_VOO,Sector,rate_BKNG,rate_DHI,rate_F,rate_HD,rate_LULU,rate_MAR,rate_MCD,rate_NKE,rate_SBUX,rate_TSLA
2024-04-10,35.33,15.5,Consumer Cyclical,44.27,59.35,-17.51,1.44,-4.17,45.7,1.45,-27.31,-12.68,-36.65
2024-04-11,36.89,16.27,Consumer Cyclical,46.19,61.96,-17.62,0.52,-4.26,48.07,1.43,-24.88,-12.73,-35.62
2024-04-12,35.42,14.8,Consumer Cyclical,42.26,63.05,-19.91,-0.77,-7.99,43.83,0.97,-24.88,-13.72,-36.91
2024-04-15,34.16,13.46,Consumer Cyclical,40.54,60.22,-21.93,-2.18,-8.36,42.33,0.54,-23.99,-13.47,-40.39
2024-04-16,33.98,13.26,Consumer Cyclical,39.88,56.99,-22.75,-3.07,-7.22,40.75,0.24,-23.75,-13.22,-42.0
2024-04-17,32.72,12.6,Consumer Cyclical,38.99,56.65,-23.04,-3.64,-5.63,36.67,1.93,-22.58,-12.42,-42.6
2024-04-18,31.45,12.36,Consumer Cyclical,38.48,56.8,-22.92,-3.62,-4.91,35.45,2.31,-21.85,-11.47,-44.63
2024-04-19,28.62,11.45,Consumer Cyclical,37.91,52.85,-22.45,-2.91,-3.57,35.28,2.69,-22.83,-11.01,-45.68
2024-04-22,30.22,12.38,Consumer Cyclical,39.7,53.79,-18.12,-2.7,-1.06,36.08,4.03,-23.11,-10.43,-47.51
2024-04-23,31.78,13.77,Consumer Cyclical,42.34,59.11,-17.76,-1.87,-0.28,37.38,4.52,-23.24,-10.75,-46.55
2024-04-24,29.79,13.69,Consumer Cyclical,41.73,57.06,-17.7,-3.59,-0.3,39.87,4.47,-22.74,-9.85,-40.16
2024-04-25,27.82,13.23,Consumer Cyclical,41.17,55.0,-17.15,-3.88,-1.54,38.66,4.04,-23.31,-10.78,-37.21
2024-04-26,31.84,14.34,Consumer Cyclical,41.86,56.21,-18.67,-2.99,-0.27,38.04,3.1,-23.16,-10.36,-37.9
2024-04-29,32.74,14.73,Consumer Cyclical,41.62,56.9,-18.92,-2.5,-0.47,37.84,3.27,-23.21,-10.28,-28.46
2024-04-30,28.55,12.94,Consumer Cyclical,39.29,53.17,-22.66,-3.24,-1.38,35.35,3.08,-24.68,-10.12,-32.41
2024-05-01,30.83,12.36,Consumer Cyclical,37.3,52.26,-21.97,-3.82,-3.0,33.47,3.54,-25.79,-23.92,-33.04
2024-05-02,34.79,13.38,Consumer Cyclical,39.39,55.4,-20.19,-2.82,-3.96,34.43,3.12,-24.14,-23.43,-33.04
2024-05-03,35.82,14.75,Consumer Cyclical,43.2,58.58,-20.56,-0.76,-2.8,33.88,2.03,-24.35,-25.24,-32.61
2024-05-06,37.54,15.88,Consumer Cyclical,43.97,61.51,-20.13,-0.92,-4.11,35.14,1.66,-23.38,-25.45,-31.32
2024-05-07,37.58,16.04,Consumer Cyclical,44.22,61.66,-22.19,-1.37,-4.21,34.67,0.99,-23.04,-25.86,-33.86
2024-05-08,37.04,16.05,Consumer Cyclical,46.22,57.78,-22.32,-1.9,-5.34,34.3,1.36,-23.19,-24.85,-34.99
2024-05-09,38.11,16.7,Consumer Cyclical,50.6,59.64,-22.44,0.54,-3.38,35.54,1.16,-23.35,-22.65,-35.99
2024-05-10,36.67,16.85,Consumer Cyclical,51.53,60.14,-23.32,0.26,-3.38,37.19,3.78,-25.33,-22.22,-37.26
2024-05-13,36.03,16.85,Consumer Cyclical,49.32,56.84,-21.19,-1.29,-4.93,35.52,2.41,-23.89,-22.15,-36.02
2024-05-14,36.39,17.4,Consumer Cyclical,50.33,58.06,-20.5,-1.42,-3.53,34.59,2.16,-23.84,-22.71,-33.94
2024-05-15,35.61,18.81,Consumer Cyclical,51.05,68.24,-21.32,0.91,-5.01,34.67,3.36,-24.75,-22.63,-35.25
2024-05-16,33.92,18.58,Consumer Cyclical,48.95,61.21,-20.88,-0.79,-7.33,36.35,3.23,-24.67,-23.06,-34.93
2024-05-17,34.69,18.76,Consumer Cyclical,47.98,61.78,-21.51,-0.36,-8.23,35.65,2.8,-24.33,-20.45,-33.97
2024-05-20,33.85,18.87,Consumer Cyclical,50.18,59.96,-22.33,-2.19,-10.35,37.13,1.12,-24.67,-20.77,-34.89
2024-05-21,33.57,19.19,Consumer Cyclical,52.14,59.52,-22.33,-2.67,-11.46,35.96,0.37,-23.81,-20.58,-30.6
2024-05-22,33.56,18.84,Consumer Cyclical,52.24,54.42,-23.09,-4.26,-17.76,34.76,0.33,-24.07,-17.53,-32.99
2024-05-23,32.05,17.97,Consumer Cyclical,49.6,52.54,-22.58,-5.31,-17.73,32.43,-2.6,-24.97,-19.98,-35.34
2024-05-24,31.84,18.76,Consumer Cyclical,51.15,54.45,-22.27,-5.82,-16.85,35.0,-2.53,-24.68,-19.42,-33.31
2024-05-28,32.85,18.86,Consumer Cyclical,50.96,52.57,-25.32,-4.79,-18.94,33.61,-4.24,-24.48,-20.83,-34.23
2024-05-29,32.75,18.03,Consumer Cyclical,48.93,51.0,-26.08,-5.59,-18.05,30.39,-5.8,-24.75,-21.44,-34.44
2024-05-30,30.8,17.25,Consumer Cyclical,49.67,55.38,-24.75,-4.66,-16.88,30.67,-4.79,-23.3,-19.53,-33.48
2024-05-31,28.72,18.26,Consumer Cyclical,50.46,57.84,-22.46,-3.03,-14.42,31.93,-2.24,-21.99,-18.04,-33.74
2024-06-03,29.59,18.08,Consumer Cyclical,49.16,55.96,-21.71,-4.91,-15.61,29.84,-1.89,-22.15,-15.88,-33.83
2024-06-04,30.31,18.22,Consumer Cyclical,50.52,52.74,-22.72,-4.84,-15.57,31.03,-0.78,-21.87,-15.17,-34.38
2024-06-05,31.7,19.6,Consumer Cyclical,51.58,55.08,-22.47,-4.27,-15.16,32.31,-1.8,-22.21,-16.81,-34.3
2024-06-06,34.37,19.58,Consumer Cyclical,50.83,52.56,-22.47,-4.03,-11.18,31.89,-1.53,-21.08,-16.5,-33.22
2024-06-07,33.87,19.43,Consumer Cyclical,50.94,48.89,-21.96,-5.19,-12.58,31.37,-3.2,-20.4,-16.54,-33.39
2024-06-10,35.85,19.81,Consumer Cyclical,50.06,51.0,-20.5,-3.61,-12.47,32.3,-4.1,-20.85,-16.37,-34.74
2024-06-11,35.97,20.08,Consumer Cyclical,50.06,48.19,-22.23,-2.7,-12.53,32.23,-3.92,-20.95,-18.11,-35.9
2024-06-12,35.72,21.06,Consumer Cyclical,53.21,52.6,-22.42,-0.28,-14.77,34.45,-3.85,-22.74,-18.63,-33.45
2024-06-13,33.52,21.28,Consumer Cyclical,52.48,52.31,-23.31,0.79,-15.4,36.65,-4.14,-22.33,-17.75,-31.54
2024-06-14,33.39,21.38,Consumer Cyclical,52.59,51.59,-24.78,0.49,-15.8,36.08,-4.18,-22.98,-18.35,-33.19
2024-06-17,33.68,22.32,Consumer Cyclical,55.96,52.1,-23.88,1.26,-13.92,39.04,-4.21,-21.66,-16.64,-29.7
2024-06-18,32.78,22.64,Consumer Cyclical,56.68,48.02,-24.33,2.51,-13.84,38.11,-5.23,-21.84,-17.79,-30.66
2024-06-20,35.16,22.31,Consumer Cyclical,56.64,49.87,-23.31,2.39,-14.51,38.64,-4.1,-21.2,-18.28,-31.88
2024-06-21,37.31,22.04,Consumer Cyclical,57.25,51.18,-23.95,3.07,-14.22,38.38,-2.01,-19.88,-18.09,-31.35
2024-06-24,34.77,21.72,Consumer Cyclical,56.97,52.94,-21.45,1.65,-14.09,39.59,-1.64,-19.89,-18.27,-31.51
2024-06-25,35.33,22.14,Consumer Cyclical,58.16,49.12,-22.35,-1.96,-14.97,39.12,-2.76,-21.87,-18.73,-29.74
2024-06-26,40.59,22.26,Consumer Cyclical,57.01,48.99,-22.22,-0.95,-16.13,37.24,-2.59,-22.44,-18.87,-26.38
2024-06-27,43.66,22.42,Consumer Cyclical,57.98,49.92,-21.45,-1.04,-15.18,37.66,-2.46,-22.33,-18.77,-25.99
2024-06-28,40.33,21.66,Consumer Cyclical,56.26,49.63,-19.47,-0.25,-17.79,37.39,-3.71,-37.79,-20.19,-25.82
2024-07-01,42.48,21.54,Consumer Cyclical,52.64,44.75,-17.76,-2.53,-16.52,35.52,-5.43,-35.99,-20.59,-21.02
2024-07-02,44.48,22.15,Consumer Cyclical,53.74,42.86,-17.06,-2.87,-16.7,35.78,-6.25,-36.64,-20.89,-13.11
2024-07-03,42.76,22.58,Consumer Cyclical,53.77,43.72,-17.06,-3.25,-17.07,35.89,-5.43,-37.29,-21.47,-7.52
2024-07-05,44.48,23.16,Consumer Cyclical,54.23,43.22,-17.25,-2.98,-17.66,36.34,-5.03,-37.14,-21.68,-5.62
2024-07-08,43.98,23.25,Consumer Cyclical,56.16,43.87,-16.36,-1.55,-18.78,35.72,-6.23,-39.08,-23.19,-5.09
2024-07-09,44.01,23.35,Consumer Cyclical,55.93,43.68,-16.87,-2.27,-19.92,34.4,-6.99,-39.57,-25.04,-1.6
2024-07-10,44.34,24.29,Consumer Cyclical,56.33,47.46,-15.14,-0.24,-20.41,37.21,-5.24,-39.5,-25.29,-1.26
2024-07-11,40.93,23.45,Consumer Cyclical,54.66,58.12,-13.22,2.52,-20.1,35.67,-3.63,-38.8,-24.48,-9.52
2024-07-12,40.53,24.05,Consumer Cyclical,57.46,62.33,-9.63,4.23,-19.59,37.36,-3.97,-38.78,-22.92,-6.85
2024-07-15,39.26,24.34,Consumer Cyclical,,60.67,,3.86,,,,-40.52,-25.04,-5.21
2024-07-16,39.48,24.73,Consumer Cyclical,,71.31,,6.92,,,,-39.27,-22.21,-3.74
2024-07-17,35.81,23.77,Consumer Cyclical,,66.31,,,,,,-39.06,-22.63,-6.75
2024-07-18,32.8,23.26,Consumer Cyclical,,83.07,,,,,,-39.63,-23.57,-6.48
2024-07-19,32.35,22.81,Consumer Cyclical,,83.51,,,,,,-39.37,-18.36,-10.22
2024-07-22,31.94,23.5,Consumer Cyclical,,87.01,,,,,,-37.58,-21.15,-5.63
2024-07-23,34.72,23.35,Consumer Cyclical,,86.38,,,,,,-38.79,-21.44,-7.25
2024-07-24,30.7,21.18,Consumer Cyclical,,80.59,,,,,,-40.71,-23.06,-16.88
2024-07-25,29.99,20.72,Consumer Cyclical,,83.91,,,,,,,,-15.53
