Date,rate_TSLA,rate_VOO_5D,rate_VOO_20D
2022-04-18,-5.48,-6.340000000000001,-2.5795000000000003
2022-04-19,-3.29,-5.382000000000001,-2.087
2022-04-20,-7.96,-5.5600000000000005,-2.1630000000000003
2022-04-21,-5.06,-5.808000000000001,-2.1175
2022-04-22,-5.41,-5.44,-2.1575
2022-04-25,-6.05,-5.554,-2.2145
2022-04-26,-17.21,-8.338000000000001,-3.2025000000000006
2022-04-27,-16.74,-10.094,-4.2025
2022-04-28,-17.11,-12.504,-5.195500000000001
2022-04-29,-17.73,-14.968,-6.144
2022-05-02,-14.36,-16.630000000000003,-6.9535
2022-05-03,-13.78,-15.943999999999999,-8.0055
2022-05-04,-9.8,-14.556000000000001,-8.6135
2022-05-05,-17.07,-14.548000000000002,-9.379000000000001
2022-05-06,-17.77,-14.556000000000001,-10.2315
2022-05-09,-24.97,-16.678,-11.300500000000001
2022-05-10,-23.77,-18.676,-12.084999999999999
2022-05-11,-29.9,-22.695999999999998,-13.226499999999998
2022-05-12,-30.46,-25.374000000000002,-14.5585
2022-05-13,-26.59,-27.137999999999998,-15.5255
2022-05-16,-30.79,-28.302,-16.791
2022-05-17,-27.29,-29.006,-17.991
2022-05-18,-32.16,-29.458,-19.201
2022-05-19,-32.2,-29.806,-20.558
2022-05-20,-36.48,-31.784,-22.1115
2022-05-23,-35.45,-32.716,-23.5815
2022-05-24,-39.85,-35.228,-24.7135
2022-05-25,-36.96,-36.188,-25.7245
2022-05-26,-32.36,-36.22,-26.487000000000002
2022-05-27,-27.48,-34.42,-26.9745
2022-05-31,-27.6,-32.85,-27.6365
2022-06-01,-28.47,-30.574,-28.371
2022-06-02,-25.22,-28.226,-29.142000000000003
2022-06-03,-32.02,-28.158000000000005,-29.889499999999998
2022-06-06,-30.94,-28.85,-30.548000000000002
2022-06-07,-30.77,-29.483999999999998,-30.838
2022-06-08,-29.92,-29.774,-31.1455
2022-06-09,-30.54,-30.838,-31.177500000000002
2022-06-10,-32.67,-30.968,-31.288
2022-06-13,-37.37,-32.254000000000005,-31.826999999999998
2022-06-14,-35.9,-33.279999999999994,-32.082499999999996
2022-06-15,-32.45,-33.786,-32.340500000000006
2022-06-16,-38.13,-35.303999999999995,-32.639
2022-06-17,-37.08,-36.186,-32.882999999999996
2022-06-21,-31.3,-34.971999999999994,-32.624
2022-06-22,-31.57,-34.106,-32.42999999999999
2022-06-23,-31.86,-33.988,-32.0305
2022-06-24,-28.82,-32.126,-31.6235
2022-06-27,-29.05,-30.52,-31.458
2022-06-28,-32.55,-30.77,-31.7115
2022-06-29,-33.74,-31.204,-32.0185
2022-06-30,-34.88,-31.808000000000003,-32.339000000000006
2022-07-01,-33.17,-32.678000000000004,-32.7365
2022-07-05,-31.55,-33.178000000000004,-32.713
2022-07-06,-31.93,-33.054,-32.7625
2022-07-07,-28.24,-31.954,-32.636
2022-07-08,-26.45,-30.268,-32.4625
2022-07-11,-31.18,-29.869999999999997,-32.4945
2022-07-12,-31.55,-29.869999999999997,-32.4385
2022-07-13,-30.4,-29.564,-32.089999999999996
2022-07-14,-30.04,-29.924,-31.797000000000004
2022-07-15,-29.53,-30.54,-31.651
2022-07-18,-29.39,-30.182,-31.214
2022-07-19,-27.96,-29.464,-30.758000000000003
2022-07-20,-27.39,-28.862000000000002,-30.5625
2022-07-21,-20.42,-26.938,-30.005000000000003
2022-07-22,-20.26,-25.084000000000003,-29.425
2022-07-25,-21.36,-23.478,-29.052
2022-07-26,-24.12,-22.71,-28.805500000000002
2022-07-27,-19.52,-21.136000000000003,-28.153999999999996
2022-07-28,-17.77,-20.606,-27.355499999999996
2022-07-29,-13.09,-19.172,-26.266
2022-08-01,-12.71,-17.442,-25.243000000000002
2022-08-02,-11.99,-15.016,-24.265
2022-08-03,-10.53,-13.218,-23.195
2022-08-04,-10.26,-11.716,-22.296
2022-08-05,-14.67,-12.032,-21.707
2022-08-08,-14.18,-12.326,-20.857
2022-08-09,-15.6,-13.047999999999998,-20.0595
2022-08-10,-13.4,-13.622,-19.2095
2022-08-11,-14.94,-14.558000000000002,-18.454500000000003
2022-08-12,-12.26,-14.075999999999999,-17.591
2022-08-15,-10.4,-13.319999999999999,-16.6415
2022-08-16,-10.93,-12.386,-15.790000000000001
2022-08-17,-11.43,-11.992,-14.991999999999999
2022-08-18,-11.64,-11.332,-14.552999999999997
2022-08-19,-12.84,-11.448,-14.181999999999999
2022-08-22,-14.14,-12.196,-13.821000000000002
2022-08-23,-12.86,-12.581999999999999,-13.258
2022-08-24,-12.73,-12.841999999999999,-12.9185
2022-08-25,-12.93,-13.1,-12.6765
2022-08-26,-14.49,-13.430000000000001,-12.746500000000001
2022-08-29,-15.13,-13.628,-12.867499999999998
2022-08-30,-16.53,-14.362,-13.0945
2022-08-31,-16.95,-15.206,-13.4155
2022-09-01,-16.21,-15.862,-13.713
2022-09-02,-17.55,-16.474,-13.857
2022-09-06,-16.74,-16.796,-13.985
2022-09-07,-14.46,-16.381999999999998,-13.928
2022-09-08,-12.95,-15.581999999999999,-13.9055
2022-09-09,-10.12,-14.363999999999999,-13.6645
2022-09-12,-8.83,-12.62,-13.493
2022-09-13,-12.34,-11.74,-13.59
2022-09-14,-9.35,-10.718,-13.511000000000001
2022-09-15,-9.02,-9.931999999999999,-13.3905
2022-09-16,-9.14,-9.736,-13.2655
2022-09-19,-7.5,-9.469999999999999,-12.998499999999998
2022-09-20,-7.6,-8.522,-12.6715
2022-09-21,-9.92,-8.636,-12.5245
2022-09-22,-13.48,-9.528,-12.562000000000001
2022-09-23,-17.35,-11.17,-12.783
2022-09-26,-17.15,-13.1,-12.916
2022-09-27,-15.11,-14.601999999999999,-12.915000000000001
2022-09-28,-13.67,-15.351999999999999,-12.772
2022-09-29,-19.46,-16.548000000000002,-12.897499999999999
2022-09-30,-20.33,-17.144,-13.1035
2022-10-03,-26.4,-18.994,-13.545999999999998
2022-10-04,-24.33,-20.838,-13.9255
2022-10-05,-26.87,-23.478,-14.546000000000001
2022-10-06,-27.66,-25.118000000000002,-15.2815
2022-10-07,-32.09,-27.47,-16.38
2022-10-10,-32.12,-28.613999999999997,-17.5445
2022-10-11,-34.04,-30.556,-18.6295
2022-10-12,-33.82,-31.945999999999998,-19.853
2022-10-13,-32.49,-32.912,-21.026500000000002
2022-10-14,-37.47,-33.988,-22.443
2022-10-17,-33.19,-34.202,-23.7275
2022-10-18,-32.94,-33.982,-24.9945
2022-10-19,-32.39,-33.696000000000005,-26.118000000000002
2022-10-20,-36.83,-34.564,-27.285500000000003
2022-10-21,-34.67,-34.004,-28.1515
2022-10-24,-35.63,-34.492000000000004,-29.075499999999998
2022-10-25,-32.27,-34.358000000000004,-29.9335
2022-10-26,-31.6,-34.2,-30.830000000000002
2022-10-27,-31.47,-33.128,-31.430500000000002
2022-10-28,-30.44,-32.282000000000004,-31.936
2022-10-31,-30.73,-31.302,-32.152499999999996
2022-11-01,-29.9,-30.827999999999996,-32.431
2022-11-02,-33.67,-31.242,-32.771
2022-11-03,-33.57,-31.662,-33.0665
2022-11-04,-35.87,-32.748000000000005,-33.2555
2022-11-07,-38.92,-34.386,-33.5955
2022-11-08,-40.65,-36.536,-33.926
2022-11-09,-44.76,-38.754,-34.473
2022-11-10,-40.83,-40.205999999999996,-34.89
2022-11-11,-39.25,-40.88199999999999,-34.979
2022-11-14,-40.76,-41.25,-35.3575
2022-11-15,-39.71,-41.062,-35.696
2022-11-16,-41.98,-40.506,-36.1755
2022-11-17,-43.12,-40.964,-36.489999999999995
2022-11-18,-44.02,-41.91799999999999,-36.957499999999996
2022-11-21,-47.75,-43.315999999999995,-37.5635
2022-11-22,-47.13,-44.8,-38.3065
2022-11-23,-43.06,-45.016,-38.8795
2022-11-25,-43.16,-45.024,-39.464
2022-11-28,-43.14,-44.848,-40.099
2022-11-29,-43.78,-44.054,-40.75150000000001
2022-11-30,-39.54,-42.535999999999994,-41.2335
2022-12-01,-38.6,-41.644000000000005,-41.480000000000004
2022-12-02,-38.55,-40.721999999999994,-41.729
2022-12-05,-42.26,-40.546,-42.048500000000004
2022-12-06,-43.06,-40.402,-42.2555
2022-12-07,-44.82,-41.458000000000006,-42.464
2022-12-08,-45.01,-42.739999999999995,-42.4765
2022-12-09,-43.3,-43.69,-42.6
2022-12-12,-46.72,-44.582,-42.973499999999994
2022-12-13,-48.86,-45.742000000000004,-43.378499999999995
2022-12-14,-50.15,-46.80799999999999,-43.9005
2022-12-15,-49.88,-47.782,-44.295500000000004
2022-12-16,-52.2,-49.562,-44.7495
2022-12-19,-52.31,-50.68,-45.164
2022-12-20,-56.1,-52.128,-45.5815
2022-12-21,-56.17,-53.33200000000001,-46.033500000000004
2022-12-22,-60.02,-55.36,-46.8815
2022-12-23,-60.71,-57.062,-47.759
2022-12-27,-65.12,-59.624,-48.858000000000004
2022-12-28,-63.99,-61.202,-49.8685
2022-12-29,-61.13,-62.194,-50.948
2022-12-30,-60.7,-62.33,-52.053
2023-01-03,-63.92,-62.972,-53.3215
2023-01-04,-62.15,-62.37800000000001,-54.315999999999995
2023-01-05,-63.22,-62.224000000000004,-55.324
2023-01-06,-62.33,-62.464,-56.1995
2023-01-09,-60.13,-62.35,-56.955499999999994
2023-01-10,-60.43,-61.652,-57.812
2023-01-11,-58.99,-61.02,-58.4255
2023-01-12,-58.88,-60.152,-58.9265
2023-01-13,-59.26,-59.538,-59.38199999999999
2023-01-17,-56.28,-58.76800000000001,-59.70200000000001
2023-01-18,-57.17,-58.116,-59.9505
2023-01-19,-57.7,-57.85799999999999,-60.220000000000006
2023-01-20,-55.65,-57.212,-60.197500000000005
2023-01-23,-52.26,-55.812,-60.00200000000001
2023-01-24,-52.21,-54.998000000000005,-59.6115
2023-01-25,-52.03,-53.96999999999999,-59.17750000000001
2023-01-26,-46.83,-51.79600000000001,-58.263
2023-01-27,-41.05,-48.876,-57.116
2023-01-30,-44.74,-47.372,-56.2965
2023-01-31,-42.58,-45.446,-55.390499999999996
2023-02-01,-38.99,-42.838,-54.14399999999999
2023-02-02,-36.79,-40.83,-52.876
2023-02-03,-36.24,-39.868,-51.527
2023-02-06,-34.71,-37.862,-50.146
2023-02-07,-34.14,-36.174,-48.846500000000006
2023-02-08,-32.89,-34.95399999999999,-47.4695
2023-02-09,-31.22,-33.839999999999996,-46.081
2023-02-10,-34.12,-33.416,-44.843
2023-02-13,-34.74,-33.422000000000004,-43.617000000000004
2023-02-14,-30.91,-32.775999999999996,-42.3485
2023-02-15,-29.6,-32.118,-40.97
2023-02-16,-32.8,-32.434000000000005,-39.725
2023-02-17,-31.15,-31.840000000000003,-38.5
2023-02-21,-34.02,-31.696000000000005,-37.588
2023-02-22,-33.11,-32.136,-36.632999999999996
2023-02-23,-32.79,-32.774,-35.67100000000001
2023-02-24,-34.15,-33.044,-35.037
2023-02-27,-31.33,-33.08,-34.551
2023-02-28,-31.82,-32.64,-33.905
2023-03-01,-31.85,-32.388,-33.3685
2023-03-02,-34.8,-32.79,-33.159
2023-03-03,-33.09,-32.577999999999996,-32.974000000000004
2023-03-06,-34.08,-33.128,-32.866
2023-03-07,-35.86,-33.936,-32.923500000000004
2023-03-08,-37.53,-35.072,-33.093
2023-03-09,-40.18,-36.147999999999996,-33.457499999999996
2023-03-10,-40.03,-37.535999999999994,-33.897999999999996
2023-03-13,-39.73,-38.666,-34.1785
2023-03-14,-36.93,-38.879999999999995,-34.288
2023-03-15,-37.83,-38.940000000000005,-34.634
2023-03-16,-36.65,-38.234,-34.9865
2023-03-17,-37.93,-37.814,-35.243
2023-03-20,-36.93,-37.254,-35.532
2023-03-21,-32.21,-36.31,-35.4415
2023-03-22,-34.33,-35.61,-35.502500000000005
2023-03-23,-33.98,-35.076,-35.562
2023-03-24,-34.57,-34.404,-35.583
2023-03-27,-34.11,-33.839999999999996,-35.721999999999994
2023-03-28,-34.99,-34.396,-35.8805
2023-03-29,-33.42,-34.214,-35.958999999999996
2023-03-30,-32.95,-34.007999999999996,-35.8665
2023-03-31,-28.86,-32.866,-35.655
2023-04-03,-32.4,-32.524,-35.571
2023-04-04,-33.14,-32.154,-35.434999999999995
2023-04-05,-35.51,-32.572,-35.333999999999996
2023-04-06,-35.67,-33.116,-35.10850000000001
2023-04-10,-35.85,-34.513999999999996,-34.8995
2023-04-11,-35.08,-35.05,-34.667
2023-04-12,-37.2,-35.862,-34.6805
2023-04-13,-35.38,-35.836,-34.55800000000001
2023-04-14,-35.69,-35.839999999999996,-34.51
2023-04-17,-34.99,-35.668,-34.363
2023-04-18,-35.93,-35.838,-34.313
2023-04-19,-37.2,-35.838,-34.5625
2023-04-20,-43.23,-37.408,-35.0075
2023-04-21,-42.51,-38.772000000000006,-35.434000000000005
2023-04-24,-43.38,-40.45,-35.8745
2023-04-25,-44.03,-42.07,-36.3705
2023-04-26,-46.42,-43.914,-36.942
2023-04-27,-44.19,-44.106,-37.4805
2023-04-28,-42.77,-44.158,-37.9715
2023-05-01,-42.7,-44.022000000000006,-38.6635
2023-05-02,-43.22,-43.86,-39.2045
2023-05-03,-43.12,-43.2,-39.703500000000005
2023-05-04,-42.92,-42.946,-40.074
2023-05-05,-39.87,-42.366,-40.284
2023-05-08,-39.28,-41.682,-40.4555
2023-05-09,-40.19,-41.076,-40.711
2023-05-10,-40.4,-40.532,-40.870999999999995
2023-05-11,-39.18,-39.784000000000006,-41.06099999999999
2023-05-12,-40.6,-39.93,-41.3065
2023-05-15,-41.16,-40.306,-41.614999999999995
2023-05-16,-41.1,-40.488,-41.87349999999999
2023-05-17,-38.54,-40.116,-41.9405
2023-05-18,-37.48,-39.775999999999996,-41.653
2023-05-19,-36.35,-38.926,-41.345
2023-05-22,-33.3,-37.354,-40.841
2023-05-23,-34.39,-36.012,-40.359
2023-05-24,-35.39,-35.382,-39.8075
2023-05-25,-34.84,-34.854,-39.34
2023-05-26,-31.8,-33.944,-38.7915
2023-05-30,-29.02,-33.088,-38.1075
2023-05-31,-28.05,-31.82,-37.349000000000004
2023-06-01,-26.24,-29.990000000000002,-36.504999999999995
2023-06-02,-24.0,-27.822000000000003,-35.559
2023-06-05,-22.72,-26.006,-34.701499999999996
2023-06-06,-21.41,-24.484,-33.808
2023-06-07,-20.26,-22.926,-32.8115
2023-06-08,-16.64,-21.006,-31.6235
2023-06-09,-13.27,-18.86,-30.328000000000003
2023-06-12,-11.36,-16.588,-28.866000000000003
2023-06-13,-8.23,-13.951999999999998,-27.219500000000004
2023-06-14,-8.91,-11.681999999999999,-25.610000000000003
2023-06-15,-9.22,-10.198,-24.144
2023-06-16,-7.58,-9.059999999999999,-22.649
2023-06-20,-2.68,-7.324,-20.9655
2023-06-21,-7.96,-7.2700000000000005,-19.698500000000003
2023-06-22,-6.15,-6.718000000000001,-18.2865
2023-06-23,-8.97,-6.668000000000001,-16.9655
2023-06-26,-14.45,-8.042,-15.946000000000002
2023-06-27,-11.22,-9.75,-14.916999999999998
2023-06-28,-9.1,-9.978,-13.921000000000001
2023-06-29,-8.65,-10.478,-12.950999999999999
2023-06-30,-7.15,-10.114,-11.996500000000001
2023-07-03,-0.77,-7.378,-10.834999999999999
2023-07-05,0.15,-5.104000000000001,-9.6915
2023-07-06,-1.91,-3.6660000000000004,-8.7165
2023-07-07,-2.65,-2.466,-7.836
2023-07-10,-4.32,-1.9,-7.220000000000001
2023-07-11,-4.27,-2.6,-6.7700000000000005
2023-07-12,-3.62,-3.354,-6.383
2023-07-13,-1.86,-3.344,-6.064500000000001
2023-07-14,-0.83,-2.98,-5.6605
2023-07-17,1.84,-1.748,-5.1075
2023-07-18,2.79,-0.336,-4.589
2023-07-19,2.12,0.812,-4.348999999999999
2023-07-20,-7.04,-0.22400000000000003,-4.303
2023-07-21,-7.97,-1.652,-4.394
2023-07-24,-5.05,-3.03,-4.1979999999999995
2023-07-25,-6.32,-4.851999999999999,-3.7915
2023-07-26,-6.64,-6.603999999999999,-3.5625
2023-07-27,-9.54,-7.103999999999999,-3.5845
2023-07-28,-5.93,-6.696000000000001,-3.4485
2023-07-31,-5.6,-6.806,-3.3709999999999996
2023-08-01,-7.64,-7.07,-3.7144999999999997
2023-08-02,-9.98,-7.7379999999999995,-4.221
2023-08-03,-8.23,-7.475999999999999,-4.537
2023-08-04,-10.07,-8.303999999999998,-4.9079999999999995
2023-08-07,-10.88,-9.36,-5.236
2023-08-08,-11.34,-10.1,-5.589499999999999
2023-08-09,-13.29,-10.762,-6.0729999999999995
2023-08-10,-12.47,-11.61,-6.6034999999999995
2023-08-11,-13.17,-12.23,-7.2204999999999995
2023-08-14,-13.92,-12.838,-8.0085
2023-08-15,-15.58,-13.685999999999998,-8.927
2023-08-16,-17.38,-14.504,-9.902000000000001
2023-08-17,-18.94,-15.797999999999998,-10.497
2023-08-18,-19.85,-17.134,-11.091
2023-08-21,-15.99,-17.548,-11.638000000000002
2023-08-22,-15.53,-17.538,-12.098499999999998
2023-08-23,-14.64,-16.990000000000002,-12.4985
2023-08-24,-16.29,-16.46,-12.836000000000002
2023-08-25,-14.22,-15.334,-13.250499999999999
2023-08-28,-14.17,-14.969999999999999,-13.678999999999998
2023-08-29,-9.8,-13.824000000000002,-13.787
2023-08-30,-9.87,-12.87,-13.7815
2023-08-31,-9.59,-11.53,-13.8495
2023-09-01,-12.45,-11.176,-13.9685
2023-09-05,-9.77,-10.296,-13.913000000000002
2023-09-06,-11.1,-10.556,-13.901
2023-09-07,-11.24,-10.83,-13.7985
2023-09-08,-12.24,-11.36,-13.787
2023-09-11,-3.84,-9.638,-13.3205
2023-09-12,-5.93,-8.870000000000001,-12.921000000000001
2023-09-13,-4.62,-7.574,-12.373000000000001
2023-09-14,-2.99,-5.9239999999999995,-11.6535
2023-09-15,-3.56,-4.188000000000001,-10.8845
2023-09-18,-6.68,-4.756,-10.225999999999999
2023-09-19,-6.26,-4.822,-9.7395
2023-09-20,-7.61,-5.42,-9.343499999999999
2023-09-21,-9.99,-6.82,-9.111
2023-09-22,-13.73,-8.854,-8.983
2023-09-25,-13.0,-10.118,-8.922
2023-09-26,-14.0,-11.666,-8.913499999999999
2023-09-27,-15.26,-13.196000000000002,-9.1865
2023-09-28,-13.21,-13.84,-9.3535
2023-09-29,-11.87,-13.468,-9.4675
2023-10-02,-11.18,-13.104,-9.404
2023-10-03,-12.93,-12.889999999999997,-9.562000000000001
2023-10-04,-7.87,-11.411999999999999,-9.400500000000001
2023-10-05,-8.25,-10.419999999999998,-9.251000000000001
2023-10-06,-8.08,-9.662,-9.043
2023-10-09,-8.38,-9.102,-9.27
2023-10-10,-7.0,-7.9159999999999995,-9.3235
2023-10-11,-7.22,-7.786,-9.4535
2023-10-12,-8.66,-7.868,-9.737
2023-10-13,-11.36,-8.524000000000001,-10.126999999999999
2023-10-16,-10.39,-8.925999999999998,-10.3125
2023-10-17,-10.06,-9.538,-10.5025
2023-10-18,-14.31,-10.956,-10.8375
2023-10-19,-22.18,-13.660000000000002,-11.447
2023-10-20,-25.01,-16.39,-12.011000000000001
2023-10-23,-24.98,-19.308,-12.610000000000001
2023-10-24,-23.42,-21.98,-13.081
2023-10-25,-24.86,-24.09,-13.560999999999998
2023-10-26,-27.2,-25.094,-14.260500000000002
2023-10-27,-26.66,-25.424,-15.0
2023-10-30,-30.15,-26.458,-15.948500000000001
2023-10-31,-28.92,-27.558,-16.747999999999998
2023-11-01,-26.72,-27.93,-17.6905
2023-11-02,-22.29,-26.948,-18.3925
2023-11-03,-21.79,-25.974,-19.078
2023-11-06,-22.03,-24.35,-19.7605
2023-11-07,-21.01,-22.768,-20.461000000000002
2023-11-08,-21.04,-21.632,-21.151999999999997
2023-11-09,-25.27,-22.228,-21.9825
2023-11-10,-23.64,-22.598,-22.5965
2023-11-13,-20.48,-22.288000000000004,-23.101000000000003
2023-11-14,-15.65,-21.216,-23.3805
2023-11-15,-13.74,-19.756,-23.352
2023-11-16,-17.0,-18.102,-23.093
2023-11-17,-16.75,-16.724,-22.68
2023-11-20,-16.29,-15.886,-22.2455
2023-11-21,-14.32,-15.62,-21.7905
2023-11-22,-16.78,-16.228,-21.3865
2023-11-24,-16.34,-16.096,-20.8435
2023-11-27,-16.12,-15.970000000000002,-20.3165
2023-11-28,-12.38,-15.187999999999999,-19.428
2023-11-29,-13.29,-14.982000000000003,-18.6465
2023-11-30,-14.71,-14.568000000000001,-18.046
2023-12-01,-14.87,-14.274000000000001,-17.675
2023-12-04,-16.0,-14.25,-17.3855
2023-12-05,-14.9,-14.754,-17.029
2023-12-06,-14.67,-15.030000000000001,-16.712
2023-12-07,-13.52,-14.792000000000002,-16.336000000000002
2023-12-08,-13.1,-14.437999999999999,-15.727500000000001
2023-12-11,-14.54,-14.145999999999997,-15.272499999999999
2023-12-12,-15.5,-14.266,-15.023499999999999
2023-12-13,-14.7,-14.272,-14.975999999999999
2023-12-14,-10.55,-13.678,-14.8165
2023-12-15,-9.69,-12.995999999999999,-14.450999999999999
2023-12-18,-10.19,-12.126,-14.123
2023-12-19,-8.38,-10.702,-13.727499999999997
2023-12-20,-11.93,-10.148,-13.607999999999999
2023-12-21,-9.33,-9.904,-13.235499999999998
2023-12-22,-10.03,-9.972,-12.919999999999998
2023-12-26,-8.59,-9.652000000000001,-12.5435
2023-12-27,-6.89,-9.354,-12.269
2023-12-28,-9.8,-8.928,-12.0945
2023-12-29,-11.46,-9.354000000000001,-11.932
2024-01-02,-11.27,-9.602,-11.751999999999999
2024-01-03,-14.77,-10.838,-11.6905
2024-01-04,-14.95,-12.45,-11.693
2024-01-05,-15.11,-13.512,-11.715
2024-01-08,-14.06,-14.032,-11.742
2024-01-09,-16.0,-14.978,-11.887
2024-01-10,-16.36,-15.295999999999998,-11.978
2024-01-11,-18.74,-16.054,-12.14
2024-01-12,-21.68,-17.368,-12.489
2024-01-16,-21.32,-18.82,-13.0275
2024-01-17,-22.86,-20.192,-13.686000000000002
2024-01-18,-24.16,-21.752,-14.3845
2024-01-19,-24.05,-22.814,-15.168000000000001
2024-01-22,-25.25,-23.528,-15.834
2024-01-23,-25.13,-24.29,-16.624000000000002
2024-01-24,-25.59,-24.836,-17.402
2024-01-25,-34.49,-26.901999999999997,-18.697000000000003
2024-01-26,-34.27,-28.946000000000005,-20.066
2024-01-29,-31.56,-30.208000000000006,-21.154000000000003
2024-01-30,-31.32,-31.446000000000005,-22.147
2024-01-31,-32.85,-32.898,-23.226
2024-02-01,-31.72,-32.344,-24.073500000000003
2024-02-02,-32.05,-31.9,-24.9285
2024-02-05,-34.44,-32.476,-25.895
2024-02-06,-33.01,-32.814,-26.8425
2024-02-07,-32.14,-32.672,-27.6495
2024-02-08,-31.44,-32.616,-28.4035
2024-02-09,-30.02,-32.21,-28.9675
2024-02-12,-31.94,-31.71,-29.4805
2024-02-13,-33.41,-31.79,-30.085
2024-02-14,-31.73,-31.708,-30.528499999999998
2024-02-15,-27.55,-30.929999999999996,-30.698
2024-02-16,-27.73,-30.471999999999998,-30.881999999999998
2024-02-20,-29.94,-30.072000000000003,-31.116499999999995
2024-02-21,-29.58,-29.306,-31.339
2024-02-22,-28.63,-28.686,-31.491000000000003
2024-02-23,-30.57,-29.29,-31.294999999999998
2024-02-26,-27.93,-29.330000000000002,-30.978
2024-02-27,-27.81,-28.903999999999996,-30.790499999999998
2024-02-28,-26.98,-28.383999999999997,-30.573500000000003
2024-02-29,-27.04,-28.066000000000003,-30.282999999999998
2024-03-01,-26.29,-27.209999999999997,-30.0115
2024-03-04,-31.4,-27.904000000000003,-29.979000000000003
2024-03-05,-34.04,-29.15,-29.958999999999996
2024-03-06,-35.54,-30.862000000000002,-30.085500000000003
2024-03-07,-34.79,-32.412,-30.218
2024-03-08,-35.97,-34.348,-30.444499999999998
2024-03-11,-35.1,-35.088,-30.698499999999996
2024-03-12,-35.19,-35.318,-30.861
2024-03-13,-38.08,-35.826,-31.0945
2024-03-14,-40.59,-36.986000000000004,-31.5375
2024-03-15,-40.2,-37.832,-32.17
2024-03-18,-36.53,-38.118,-32.61
2024-03-19,-37.43,-38.566,-32.984500000000004
2024-03-20,-35.86,-38.122,-33.298500000000004
2024-03-21,-36.88,-37.38,-33.711
2024-03-22,-37.6,-36.86,-34.0625
