Date,rate_BHP,rate_BHP_5D,rate_BHP_20D,rate_VOO,rate_VOO_5D,rate_VOO_20D
2022-07-22,-9.32,-9.748000000000001,-6.293,-13.32,-13.868,-15.434999999999999
2022-07-25,-6.26,-8.986,-6.593500000000001,-13.24,-13.288,-15.370499999999998
2022-07-26,-6.44,-8.331999999999999,-7.023000000000001,-14.25,-13.352,-15.341
2022-07-27,-5.16,-7.418000000000001,-7.4335,-12.07,-13.086000000000002,-15.113
2022-07-28,-4.13,-6.262,-7.7924999999999995,-10.99,-12.774,-14.8165
2022-07-29,-2.33,-4.864,-7.884,-9.72,-12.053999999999998,-14.4245
2022-08-01,-3.73,-4.358,-7.87,-9.72,-11.350000000000001,-14.0965
2022-08-02,-5.27,-4.124,-7.831,-10.15,-10.53,-13.797
2022-08-03,-4.97,-4.086,-7.7385,-9.12,-9.94,-13.460500000000001
2022-08-04,-5.13,-4.286,-7.7985,-9.18,-9.578,-13.187000000000001
2022-08-05,-3.46,-4.5120000000000005,-7.6735,-9.31,-9.496,-12.9175
2022-08-08,-3.48,-4.462000000000001,-7.384,-9.37,-9.425999999999998,-12.604000000000001
2022-08-09,-4.07,-4.2219999999999995,-7.041499999999999,-9.62,-9.319999999999999,-12.265
2022-08-10,-2.81,-3.79,-6.6450000000000005,-8.33,-9.162,-11.843
2022-08-11,-2.3,-3.224,-6.0415,-8.33,-8.992,-11.41
2022-08-12,-1.8,-2.892,-5.504,-7.26,-8.581999999999999,-11.0
2022-08-15,-3.04,-2.804,-5.1525,-6.98,-8.104000000000001,-10.542
2022-08-16,0.79,-1.832,-4.6275,-6.87,-7.554,-10.189
2022-08-17,-0.9,-1.45,-4.186,-7.3,-7.348000000000001,-9.884
2022-08-18,-0.21,-1.0320000000000003,-3.7010000000000005,-7.11,-7.104000000000001,-9.611999999999998
2022-08-19,-0.66,-0.8039999999999999,-3.268,-7.96,-7.244,-9.344
2022-08-22,0.0,-0.196,-2.955,-9.24,-7.696,-9.144
2022-08-23,1.73,-0.008000000000000007,-2.5465,-9.38,-8.198,-8.9005
2022-08-24,0.99,0.37,-2.239,-9.2,-8.578,-8.757
2022-08-25,3.06,1.024,-1.8794999999999997,-8.33,-8.822,-8.623999999999999
2022-08-26,1.84,1.524,-1.6709999999999998,-10.4,-9.31,-8.658
2022-08-29,0.65,1.654,-1.452,-10.79,-9.620000000000001,-8.7115
2022-08-30,-2.2,0.868,-1.2984999999999998,-11.42,-10.028,-8.774999999999999
2022-08-31,-2.79,0.1120000000000001,-1.1895,-11.87,-10.562,-8.9125
2022-09-01,-8.38,-2.176,-1.3519999999999999,-11.4,-11.175999999999998,-9.0235
2022-09-02,-8.01,-4.146,-1.5795,-11.98,-11.492,-9.157
2022-09-06,-8.41,-5.958,-1.8259999999999998,-12.17,-11.768,-9.297
2022-09-07,-9.67,-7.452,-2.106,-10.9,-11.664,-9.361
2022-09-08,-7.36,-8.366,-2.3335,-10.38,-11.366,-9.4635
2022-09-09,-2.46,-7.1819999999999995,-2.3415,-9.13,-10.912,-9.503499999999999
2022-09-12,-0.46,-5.672,-2.2745,-8.23,-10.162,-9.552
2022-09-13,-4.58,-4.906000000000001,-2.3515,-12.01,-10.129999999999999,-9.803500000000001
2022-09-14,-4.85,-3.942,-2.6335,-11.7,-10.290000000000001,-10.045
2022-09-15,-5.45,-3.56,-2.8609999999999998,-12.63,-10.74,-10.311499999999999
2022-09-16,-6.72,-4.412,-3.1865,-13.28,-11.57,-10.620000000000001
2022-09-19,-5.08,-5.336,-3.4074999999999998,-12.65,-12.453999999999999,-10.8545
2022-09-20,-5.87,-5.593999999999999,-3.7009999999999996,-13.61,-12.774,-11.073
2022-09-21,-8.44,-6.311999999999999,-4.2095,-15.08,-13.45,-11.358
2022-09-22,-6.29,-6.4799999999999995,-4.5735,-15.78,-14.080000000000002,-11.687000000000001
2022-09-23,-10.47,-7.230000000000001,-5.25,-17.14,-14.851999999999999,-12.127500000000001
2022-09-26,-12.97,-8.808,-5.9905,-17.92,-15.906,-12.503499999999999
2022-09-27,-11.11,-9.856,-6.5785,-18.14,-16.812,-12.871
2022-09-28,-8.16,-9.8,-6.8765,-16.92,-17.18,-13.146
2022-09-29,-7.64,-10.07,-7.1190000000000015,-18.62,-17.748,-13.483500000000001
2022-09-30,-8.32,-9.64,-7.116,-19.84,-18.288,-13.905499999999998
2022-10-03,-5.26,-8.098,-6.9784999999999995,-17.32,-18.168,-14.172500000000003
2022-10-04,-2.44,-6.364,-6.68,-14.89,-17.518,-14.3085
2022-10-05,-3.59,-5.449999999999999,-6.3759999999999994,-15.03,-17.14,-14.515
2022-10-06,-5.42,-5.006,-6.279,-15.9,-16.595999999999997,-14.791000000000002
2022-10-07,-6.12,-4.566,-6.461999999999999,-18.18,-16.264,-15.243500000000001
2022-10-10,-6.05,-4.724,-6.741499999999999,-18.77,-16.554,-15.770500000000002
2022-10-11,-8.02,-5.84,-6.913500000000001,-19.3,-17.436,-16.135
2022-10-12,-9.82,-7.086,-7.162000000000001,-19.54,-18.338,-16.526999999999997
2022-10-13,-7.83,-7.568,-7.280999999999999,-17.48,-18.654,-16.7695
2022-10-14,-11.32,-8.608,-7.511,-19.3,-18.878,-17.070500000000003
2022-10-17,-8.6,-9.117999999999999,-7.687,-17.29,-18.582,-17.3025
2022-10-18,-9.55,-9.424000000000001,-7.871,-16.34,-17.99,-17.439
2022-10-19,-10.86,-9.632,-7.992,-16.91,-17.464,-17.530499999999996
2022-10-20,-11.45,-10.356,-8.25,-17.57,-17.482,-17.619999999999997
2022-10-21,-7.78,-9.648,-8.115499999999999,-15.63,-16.747999999999998,-17.544500000000003
2022-10-24,-10.06,-9.940000000000001,-7.969999999999999,-14.63,-16.216,-17.380000000000003
2022-10-25,-8.86,-9.802000000000001,-7.8575,-13.27,-15.602,-17.1365
2022-10-26,-6.32,-8.894,-7.7655,-13.9,-15.0,-16.9855
2022-10-27,-8.44,-8.292,-7.805499999999999,-14.35,-14.356,-16.772
2022-10-28,-12.76,-9.288,-8.0275,-12.4,-13.709999999999999,-16.4
2022-10-31,-12.23,-9.722,-8.376000000000001,-12.98,-13.38,-16.183
2022-11-01,-8.76,-9.702,-8.692,-13.0,-13.325999999999999,-16.0885
2022-11-02,-11.49,-10.735999999999999,-9.087,-15.11,-13.568000000000001,-16.0925
2022-11-03,-11.03,-11.254,-9.3675,-15.97,-13.892000000000001,-16.095999999999997
2022-11-04,-2.62,-9.226,-9.1925,-14.8,-14.372,-15.927000000000001
2022-11-07,-3.07,-7.394000000000001,-9.0435,-14.03,-14.581999999999999,-15.690000000000001
2022-11-08,-2.06,-6.053999999999999,-8.7455,-13.57,-14.696000000000002,-15.4035
2022-11-09,-4.32,-4.62,-8.4705,-15.28,-14.73,-15.1905
2022-11-10,-0.08,-2.43,-8.083,-10.81,-13.697999999999999,-14.857
2022-11-11,6.45,-0.6160000000000002,-7.1945,-9.98,-12.734,-14.391
2022-11-14,7.06,1.4099999999999997,-6.411499999999999,-10.68,-12.064,-14.060500000000001
2022-11-15,9.43,3.7079999999999997,-5.4625,-9.96,-11.342,-13.741499999999998
2022-11-16,7.59,6.09,-4.54,-10.63,-10.412,-13.4275
2022-11-17,7.45,7.595999999999999,-3.5949999999999998,-10.88,-10.426,-13.093
2022-11-18,7.7,7.845999999999999,-2.8209999999999997,-10.49,-10.528,-12.836000000000002
2022-11-21,4.97,7.428,-2.0695,-10.8,-10.552000000000001,-12.6445
2022-11-22,7.32,7.006,-1.2605,-9.64,-10.488000000000001,-12.463
2022-11-23,9.32,7.352000000000001,-0.47850000000000004,-9.09,-10.180000000000001,-12.2225
2022-11-25,8.76,7.614,0.38149999999999995,-9.1,-9.824,-11.96
2022-11-28,7.67,7.608,1.403,-10.5,-9.825999999999999,-11.865
2022-11-29,10.76,8.766,2.5524999999999998,-10.66,-9.798,-11.749
2022-11-30,14.12,10.126,3.6965000000000003,-7.97,-9.464,-11.4975
2022-12-01,14.15,11.092,4.9784999999999995,-7.76,-9.198,-11.129999999999999
2022-12-02,14.83,12.306000000000001,6.2715,-7.89,-8.956,-10.725999999999999
2022-12-05,13.26,13.424000000000001,7.0655,-9.46,-8.748000000000001,-10.459
2022-12-06,13.71,14.014000000000001,7.9045000000000005,-10.72,-8.76,-10.2935
2022-12-07,13.21,13.831999999999999,8.668,-10.89,-9.344,-10.1595
2022-12-08,14.97,13.996,9.6325,-10.21,-9.834,-9.906000000000002
2022-12-09,15.85,14.2,10.428999999999998,-10.84,-10.424000000000001,-9.9075
2022-12-12,14.31,14.410000000000002,10.822,-9.61,-10.454,-9.889
2022-12-13,14.72,14.612,11.205,-8.96,-10.102,-9.803
2022-12-14,13.29,14.628,11.398,-9.5,-9.824000000000002,-9.780000000000001
2022-12-15,12.17,14.068000000000001,11.626999999999999,-11.68,-10.118,-9.8325
2022-12-16,11.43,13.184000000000001,11.826,-12.71,-10.492,-9.924
2022-12-19,10.89,12.5,11.9855,-13.44,-11.258,-10.0715
2022-12-20,12.09,11.974,12.3415,-13.72,-12.209999999999999,-10.2175
2022-12-21,13.95,12.106,12.672999999999998,-12.46,-12.802000000000001,-10.3585
2022-12-22,11.87,12.046,12.8005,-13.66,-13.197999999999999,-10.587
2022-12-23,12.93,12.346,13.009,-13.19,-13.294,-10.7915
2022-12-27,14.08,12.984,13.3295,-13.52,-13.309999999999999,-10.942499999999999
2022-12-28,12.42,13.05,13.4125,-14.56,-13.478,-11.1375
2022-12-29,13.25,12.91,13.369,-13.08,-13.602,-11.392999999999999
2022-12-30,12.93,13.122,13.307999999999998,-13.31,-13.532,-11.6705
2023-01-03,11.58,12.852,13.145500000000002,-13.32,-13.558000000000002,-11.942
2023-01-04,13.93,12.822,13.178999999999998,-12.72,-13.398000000000001,-12.105
2023-01-05,14.92,13.322,13.239500000000001,-13.65,-13.216,-12.2515
2023-01-06,19.77,14.626,13.5675,-11.74,-12.948000000000002,-12.294
2023-01-09,19.02,15.844,13.77,-11.8,-12.646,-12.3735
2023-01-10,21.11,17.75,14.033000000000001,-11.18,-12.218,-12.3905
2023-01-11,22.05,19.374000000000002,14.419999999999998,-10.08,-11.690000000000001,-12.414
2023-01-12,25.1,21.41,14.938999999999998,-9.75,-10.91,-12.4535
2023-01-13,25.62,22.580000000000002,15.5555,-9.41,-10.444,-12.449
2023-01-17,22.88,23.352,16.091,-9.54,-9.992,-12.342
2023-01-18,23.42,23.814,16.6905,-10.98,-9.952,-12.255500000000001
2023-01-19,24.9,24.384000000000004,17.391,-11.6,-10.256,-12.1635
2023-01-20,25.95,24.554,18.083999999999996,-10.01,-10.308,-11.978
2023-01-23,25.8,24.589999999999996,18.676499999999997,-8.94,-10.213999999999999,-11.802
2023-01-24,26.49,25.312,19.4075,-9.04,-10.113999999999999,-11.571000000000002
2023-01-25,28.3,26.288,20.176,-9.01,-9.72,-11.362
2023-01-26,29.17,27.141999999999996,20.930500000000002,-8.06,-9.012,-11.089
2023-01-27,26.71,27.294,21.645,-7.8,-8.57,-10.751
2023-01-30,26.33,27.4,22.299,-8.93,-8.568,-10.5435
2023-01-31,27.07,27.516,23.006,-7.66,-8.291999999999998,-10.261
2023-02-01,26.38,27.131999999999998,23.746,-6.52,-7.794,-9.921
2023-02-02,22.54,25.806,24.176499999999997,-5.25,-7.231999999999999,-9.5475
2023-02-03,21.84,24.832,24.5225,-6.21,-6.914,-9.175500000000001
2023-02-06,20.24,23.614,24.546,-6.73,-6.473999999999999,-8.925
2023-02-07,21.55,22.509999999999998,24.6725,-5.74,-6.09,-8.622
2023-02-08,21.12,21.458000000000002,24.673,-6.59,-6.104,-8.3925
2023-02-09,21.34,21.218,24.637499999999996,-7.25,-6.5040000000000004,-8.251000000000001
2023-02-10,20.18,20.886,24.3915,-7.06,-6.6739999999999995,-8.1165
2023-02-13,21.44,21.125999999999998,24.182499999999997,-6.18,-6.564,-7.955
2023-02-14,22.17,21.25,24.147,-6.21,-6.6579999999999995,-7.788500000000001
2023-02-15,21.54,21.334,24.053,-5.96,-6.531999999999999,-7.5375
2023-02-16,22.12,21.490000000000002,23.914,-6.98,-6.478,-7.3065
2023-02-17,20.92,21.637999999999998,23.6625,-7.17,-6.5,-7.164500000000001
2023-02-21,20.62,21.474,23.4035,-8.6,-6.984,-7.147500000000001
2023-02-22,16.99,20.438,22.9285,-8.69,-7.4799999999999995,-7.13
2023-02-23,14.64,19.058,22.2455,-8.34,-7.956,-7.096500000000001
2023-02-24,10.47,16.728,21.310499999999998,-9.1,-8.379999999999999,-7.1485
2023-02-27,10.5,14.644,20.5,-8.85,-8.716,-7.2010000000000005
2023-02-28,11.43,12.806000000000001,19.755000000000003,-9.16,-8.828,-7.2125
2023-03-01,14.99,12.406,19.151000000000003,-9.24,-8.937999999999999,-7.291500000000001
2023-03-02,18.22,13.122,18.743000000000002,-8.66,-9.001999999999999,-7.3985
2023-03-03,19.68,14.963999999999999,18.6,-7.41,-8.663999999999998,-7.5065
2023-03-06,16.53,16.169999999999998,18.3345,-7.32,-8.358,-7.561999999999999
2023-03-07,13.27,16.538,17.986,-8.65,-8.256,-7.6579999999999995
2023-03-08,15.14,16.568,17.6655,-8.52,-8.112,-7.797
2023-03-09,10.63,15.05,17.141,-10.08,-8.396,-7.971499999999999
2023-03-10,9.53,13.02,16.550500000000003,-11.27,-9.168000000000001,-8.1725
2023-03-13,10.61,11.836,16.072,-11.41,-9.985999999999999,-8.389999999999999
2023-03-14,11.12,11.405999999999999,15.556000000000001,-10.0,-10.256,-8.581
2023-03-15,6.04,9.586,14.749500000000001,-10.53,-10.658,-8.797
2023-03-16,4.97,8.453999999999999,13.920999999999998,-9.06,-10.453999999999999,-8.952
2023-03-17,5.0,7.547999999999999,13.064999999999998,-10.02,-10.203999999999999,-9.104000000000001
2023-03-20,7.09,6.843999999999999,12.3735,-9.23,-9.768,-9.206999999999999
2023-03-21,6.07,5.8340000000000005,11.645999999999999,-8.08,-9.384,-9.181000000000001
2023-03-22,4.86,5.598,11.0395,-9.56,-9.190000000000001,-9.2245
2023-03-23,5.01,5.606,10.558,-9.35,-9.248000000000001,-9.275
2023-03-24,5.98,5.8020000000000005,10.333499999999999,-9.13,-9.069999999999999,-9.2765
2023-03-27,6.4,5.664,10.128499999999999,-8.98,-9.02,-9.283
2023-03-28,8.69,6.188000000000001,9.991499999999998,-9.14,-9.232000000000001,-9.282
2023-03-29,10.78,7.372,9.780999999999999,-7.87,-8.894,-9.2135
2023-03-30,14.59,9.288,9.599499999999999,-7.33,-8.49,-9.147
2023-03-31,15.53,11.198,9.392,-6.05,-7.8740000000000006,-9.079
2023-04-03,14.13,12.744,9.272,-5.56,-7.19,-8.991000000000001
2023-04-04,10.66,13.138,9.141499999999999,-6.08,-6.578,-8.8625
2023-04-05,10.23,13.028,8.896,-6.3,-6.264,-8.7515
2023-04-06,9.01,11.912,8.815,-5.95,-5.988,-8.545
2023-04-10,9.66,10.738,8.821499999999999,-5.85,-5.9479999999999995,-8.274
2023-04-11,13.97,10.706,8.9895,-5.84,-6.004,-7.9955
2023-04-12,13.39,11.252,9.103,-6.21,-6.029999999999999,-7.806
2023-04-13,13.95,11.995999999999999,9.4985,-5.01,-5.772,-7.529999999999999
2023-04-14,11.93,12.58,9.8465,-5.2,-5.622,-7.337000000000001
2023-04-17,12.94,13.235999999999999,10.243500000000001,-4.88,-5.428,-7.08
2023-04-18,15.13,13.468,10.6455,-4.82,-5.224,-6.8595
2023-04-19,14.03,13.595999999999998,11.0435,-4.83,-4.948,-6.697
2023-04-20,10.35,12.876,11.318,-5.36,-5.018000000000001,-6.487
2023-04-21,6.81,11.852,11.408,-5.3,-5.037999999999999,-6.2845
2023-04-24,7.47,10.758,11.4825,-5.18,-5.098000000000001,-6.087
2023-04-25,3.81,8.494,11.353,-6.43,-5.42,-5.9595
2023-04-26,6.1,6.9079999999999995,11.2235,-6.78,-5.8100000000000005,-5.841500000000001
2023-04-27,7.37,6.311999999999999,11.053,-5.24,-5.786,-5.71
2023-04-28,7.33,6.4159999999999995,10.690000000000001,-4.56,-5.638,-5.5715
2023-05-01,6.48,6.218,10.2375,-4.51,-5.504,-5.4944999999999995
2023-05-02,4.85,6.426,9.7735,-5.49,-5.316,-5.4910000000000005
2023-05-03,5.67,6.34,9.524000000000001,-6.08,-5.176,-5.4910000000000005
2023-05-04,5.64,5.994,9.2945,-6.71,-5.47,-5.5115
2023-05-05,10.32,6.5920000000000005,9.36,-5.15,-5.588,-5.471500000000001
2023-05-08,10.46,7.388,9.4,-5.11,-5.708,-5.4345
2023-05-09,9.76,8.370000000000001,9.189499999999999,-5.5,-5.71,-5.4174999999999995
2023-05-10,8.27,8.889999999999999,8.933499999999999,-5.1,-5.514,-5.362
2023-05-11,4.7,8.702000000000002,8.471,-5.23,-5.218000000000001,-5.372999999999999
