Date,rate_ALB_5D,rate_ALB_20D,rate_VOO_5D,rate_VOO_20D
2022-03-30,-3.34,-12.950999999999999,-1.688,-5.4055
2022-03-31,-2.728,-12.1815,-1.636,-5.2325
2022-04-01,-2.084,-11.1775,-1.614,-5.0075
2022-04-04,-1.0619999999999998,-10.0045,-1.566,-4.6135
2022-04-05,-1.3980000000000001,-9.178500000000001,-1.9939999999999998,-4.2455
2022-04-06,-2.222,-8.597,-2.4899999999999998,-4.0395
2022-04-07,-2.844,-8.0355,-2.596,-3.79
2022-04-08,-3.8620000000000005,-7.4125,-2.814,-3.496
2022-04-11,-5.343999999999999,-6.7,-3.5120000000000005,-3.2510000000000003
2022-04-12,-6.258,-6.1295,-4.044,-3.119
2022-04-13,-6.132,-5.6080000000000005,-4.176,-3.0345
2022-04-14,-6.166,-5.2305,-4.630000000000001,-3.063
2022-04-18,-6.236,-4.9185,-5.034000000000001,-3.1420000000000003
2022-04-19,-5.212000000000001,-4.4350000000000005,-4.822000000000001,-3.1475
2022-04-20,-4.192,-4.1235,-4.556,-3.211
2022-04-21,-4.632,-4.0815,-4.7780000000000005,-3.283
2022-04-22,-5.502,-4.3100000000000005,-5.276,-3.5345
2022-04-25,-6.459999999999999,-4.660500000000001,-5.680000000000001,-3.7855000000000003
2022-04-26,-9.08,-5.1745,-6.894,-4.1985
2022-04-27,-11.225999999999999,-5.7685,-8.05,-4.661
2022-04-28,-12.256,-6.3105,-8.485999999999999,-4.9825
2022-04-29,-12.936000000000002,-6.862,-9.08,-5.3955
2022-05-02,-13.473999999999998,-7.508,-9.604,-5.7829999999999995
2022-05-03,-12.575999999999999,-8.053,-9.538,-6.1915
2022-05-04,-10.466000000000001,-8.035499999999999,-8.99,-6.410000000000001
2022-05-05,-6.781999999999999,-7.4505,-9.512,-6.7379999999999995
2022-05-06,-2.37,-6.7435,-9.48,-7.1165
2022-05-09,0.2719999999999999,-6.474499999999999,-10.168,-7.6215
2022-05-10,2.398,-6.1175,-10.888,-8.0355
2022-05-11,2.1799999999999997,-5.926,-12.406,-8.500499999999999
2022-05-12,0.15799999999999992,-5.877999999999999,-13.308000000000002,-9.021
2022-05-13,-1.0240000000000002,-5.458,-13.709999999999999,-9.3865
2022-05-16,-0.6120000000000002,-5.068499999999999,-13.622,-9.7685
2022-05-17,0.9659999999999996,-4.5729999999999995,-13.236,-10.139
2022-05-18,2.9959999999999996,-4.1290000000000004,-13.262,-10.677
2022-05-19,5.266,-3.4034999999999997,-13.388,-11.1735
2022-05-20,5.944,-2.5965000000000003,-13.901999999999997,-11.543000000000001
2022-05-23,7.422,-1.5979999999999999,-14.040000000000001,-11.8585
2022-05-24,7.772,-0.36000000000000015,-14.64,-12.075500000000002
2022-05-25,7.9079999999999995,0.6545,-14.416,-12.2685
2022-05-26,9.328,1.9925000000000002,-13.745999999999999,-12.4885
2022-05-27,12.394,3.7359999999999998,-12.65,-12.435500000000001
2022-05-31,13.95,5.258000000000001,-11.966,-12.449
2022-06-01,13.636000000000001,6.193,-11.245999999999999,-12.502500000000001
2022-06-02,14.806000000000001,6.972499999999999,-10.34,-12.606
2022-06-03,14.368,7.279999999999999,-10.056000000000001,-12.624500000000001
2022-06-06,13.144,7.614500000000001,-10.154,-12.604
2022-06-07,12.858,8.4045,-9.982,-12.4025
2022-06-08,14.1,9.118500000000001,-9.918000000000001,-12.26
2022-06-09,13.462,9.793,-10.59,-12.152
2022-06-10,12.5,10.3655,-11.475999999999999,-12.1665
2022-06-13,9.804,10.321499999999999,-13.048000000000002,-12.438500000000001
2022-06-14,7.196,10.3565,-14.831999999999999,-12.705
2022-06-15,4.22,9.931999999999999,-16.194,-12.999500000000001
2022-06-16,1.06,9.309000000000001,-17.676,-13.255500000000001
2022-06-17,-0.9019999999999999,8.8235,-18.614,-13.472999999999999
2022-06-21,-1.394,8.486999999999998,-18.532,-13.596
2022-06-22,-1.988,8.004,-18.444,-13.806000000000001
2022-06-23,-2.112,7.461,-18.416,-13.9435
2022-06-24,-0.21799999999999997,7.277500000000001,-17.356,-13.9905
2022-06-27,1.002,6.742,-16.4,-14.136499999999998
2022-06-28,1.564,5.7795000000000005,-16.184,-14.479499999999998
2022-06-29,1.146,4.803,-15.992,-14.8125
2022-06-30,0.6940000000000001,4.2255,-16.096,-15.156
2022-07-01,-0.998,3.3265000000000002,-16.446,-15.517
2022-07-05,-3.2439999999999998,2.339,-16.706,-15.799000000000001
2022-07-06,-5.38,1.1484999999999999,-16.55,-16.0785
2022-07-07,-6.106,0.06200000000000001,-16.096,-16.341
2022-07-08,-6.311999999999999,-0.8774999999999998,-15.524000000000001,-16.5575
2022-07-11,-6.767999999999999,-1.7309999999999999,-15.395999999999997,-16.7185
2022-07-12,-7.186,-2.5825,-15.447999999999999,-16.792
2022-07-13,-7.4,-3.1525,-15.632,-16.7245
2022-07-14,-7.976000000000001,-3.7309999999999994,-16.1,-16.658
2022-07-15,-8.45,-4.045,-16.252000000000002,-16.572
2022-07-18,-8.078,-4.0155,-16.352,-16.3875
2022-07-19,-6.645999999999999,-4.0185,-15.857999999999999,-16.103
2022-07-20,-4.5,-3.929,-15.184000000000001,-15.8875
2022-07-21,-1.8579999999999999,-3.6985,-14.296000000000001,-15.620999999999999
2022-07-22,0.038000000000000166,-3.5074999999999994,-13.868,-15.434999999999999
2022-07-25,2.2,-3.411,-13.288,-15.370499999999998
2022-07-26,3.44,-3.4090000000000003,-13.352,-15.341
2022-07-27,4.787999999999999,-3.1229999999999998,-13.086000000000002,-15.113
2022-07-28,5.766,-2.5435000000000003,-12.774,-14.8165
2022-07-29,7.851999999999999,-1.718,-12.053999999999998,-14.4245
2022-08-01,8.925999999999998,-0.9299999999999999,-11.350000000000001,-14.0965
2022-08-02,10.492,0.025,-10.53,-13.797
2022-08-03,10.925999999999998,0.9535,-9.94,-13.460500000000001
2022-08-04,10.858,1.6974999999999998,-9.578,-13.187000000000001
2022-08-05,10.27,2.4274999999999998,-9.496,-12.9175
2022-08-08,10.6,3.412,-9.425999999999998,-12.604000000000001
2022-08-09,10.652,4.4845,-9.319999999999999,-12.265
2022-08-10,11.914,5.782,-9.162,-11.843
2022-08-11,13.894,7.165000000000001,-8.992,-11.41
2022-08-12,16.656,8.703999999999999,-8.581999999999999,-11.0
2022-08-15,19.112000000000002,10.2095,-8.104000000000001,-10.542
2022-08-16,21.476000000000003,11.515,-7.554,-10.189
2022-08-17,22.822,12.6125,-7.348000000000001,-9.884
2022-08-18,23.826,13.585999999999999,-7.104000000000001,-9.611999999999998
2022-08-19,23.534,14.577999999999998,-7.244,-9.344
2022-08-22,23.266000000000002,15.475999999999999,-7.696,-9.144
2022-08-23,23.380000000000003,16.5,-8.198,-8.9005
2022-08-24,23.954,17.404,-8.578,-8.757
2022-08-25,24.875999999999998,18.363500000000002,-8.822,-8.623999999999999
2022-08-26,25.708,19.041999999999998,-9.31,-8.658
2022-08-29,26.192,19.7925,-9.620000000000001,-8.7115
2022-08-30,25.704,20.303,-10.028,-8.774999999999999
2022-08-31,24.584,20.8185,-10.562,-8.9125
2022-09-01,22.34,21.234,-11.175999999999998,-9.0235
2022-09-02,20.651999999999997,21.6375,-11.492,-9.157
2022-09-06,19.508000000000003,22.0195,-11.768,-9.297
2022-09-07,19.96,22.630000000000003,-11.664,-9.361
2022-09-08,21.666,23.2565,-11.366,-9.4635
2022-09-09,24.804000000000002,23.9615,-10.912,-9.503499999999999
2022-09-12,27.508000000000003,24.3505,-10.162,-9.552
2022-09-13,29.927999999999997,24.723499999999998,-10.129999999999999,-9.803500000000001
2022-09-14,32.2,25.311,-10.290000000000001,-10.045
2022-09-15,31.784000000000002,25.497,-10.74,-10.311499999999999
2022-09-16,30.7,25.68,-11.57,-10.620000000000001
2022-09-19,30.698,26.141499999999997,-12.453999999999999,-10.8545
2022-09-20,29.8,26.357,-12.774,-11.073
2022-09-21,27.924,26.447000000000003,-13.45,-11.358
2022-09-22,26.645999999999997,26.169999999999998,-14.080000000000002,-11.687000000000001
2022-09-23,25.088,25.732999999999997,-14.851999999999999,-12.127500000000001
2022-09-26,22.338,25.299,-15.906,-12.503499999999999
2022-09-27,20.798,25.0085,-16.812,-12.871
2022-09-28,20.204,25.072,-17.18,-13.146
2022-09-29,19.625999999999998,24.930500000000002,-17.748,-13.483500000000001
2022-09-30,19.194000000000003,24.9465,-18.288,-13.905499999999998
2022-10-03,19.848000000000003,25.098000000000003,-18.168,-14.172500000000003
2022-10-04,20.964000000000002,25.3725,-17.518,-14.3085
2022-10-05,20.753999999999998,25.270500000000002,-17.14,-14.515
2022-10-06,21.996000000000002,25.013,-16.595999999999997,-14.791000000000002
2022-10-07,22.596,24.3945,-16.264,-15.243500000000001
2022-10-10,22.974,23.9645,-16.554,-15.770500000000002
2022-10-11,22.035999999999998,23.3995,-17.436,-16.135
2022-10-12,19.824,22.1765,-18.338,-16.526999999999997
2022-10-13,17.65,21.4795,-18.654,-16.7695
2022-10-14,14.588,20.3665,-18.878,-17.070500000000003
2022-10-17,11.966,19.2815,-18.582,-17.3025
2022-10-18,10.108,18.4765,-17.99,-17.439
2022-10-19,10.55,17.833000000000002,-17.464,-17.530499999999996
2022-10-20,10.498,17.442500000000003,-17.482,-17.619999999999997
2022-10-21,13.336000000000002,17.4285,-16.747999999999998,-17.544500000000003
2022-10-24,15.302000000000001,17.5225,-16.216,-17.380000000000003
2022-10-25,17.896,17.751,-15.602,-17.1365
2022-10-26,20.131999999999998,17.815,-15.0,-16.9855
2022-10-27,22.468,18.153,-14.356,-16.772
2022-10-28,23.354,18.4685,-13.709999999999999,-16.4
2022-10-31,24.163999999999998,18.601499999999998,-13.38,-16.183
2022-11-01,23.84,18.470000000000002,-13.325999999999999,-16.0885
2022-11-02,22.39,18.224,-13.568000000000001,-16.0925
2022-11-03,21.622000000000003,18.0595,-13.892000000000001,-16.095999999999997
2022-11-04,21.918,18.299,-14.372,-15.927000000000001
2022-11-07,22.368000000000002,18.45,-14.581999999999999,-15.690000000000001
2022-11-08,24.69,19.1335,-14.696000000000002,-15.4035
2022-11-09,27.566000000000003,20.1595,-14.73,-15.1905
2022-11-10,31.541999999999994,21.5325,-13.697999999999999,-14.857
2022-11-11,35.028000000000006,23.409000000000002,-12.734,-14.391
2022-11-14,37.606,24.86,-12.064,-14.060500000000001
2022-11-15,36.70399999999999,25.7825,-11.342,-13.741499999999998
2022-11-16,35.513999999999996,26.4005,-10.412,-13.4275
2022-11-17,31.722,26.838500000000003,-10.426,-13.093
2022-11-18,27.492,26.947999999999997,-10.528,-12.836000000000002
2022-11-21,24.558,27.174,-10.552000000000001,-12.6445
2022-11-22,23.44,27.1685,-10.488000000000001,-12.463
2022-11-23,23.188,27.164500000000004,-10.180000000000001,-12.2225
2022-11-25,22.784000000000002,26.9175,-9.824,-11.96
2022-11-28,21.832,26.567500000000003,-9.825999999999999,-11.865
2022-11-29,20.706,26.309500000000003,-9.798,-11.749
2022-11-30,20.258000000000003,26.273000000000003,-9.464,-11.4975
2022-12-01,19.404000000000003,26.418,-9.198,-11.129999999999999
2022-12-02,20.29,26.584500000000002,-8.956,-10.725999999999999
2022-12-05,20.134,26.121500000000005,-8.748000000000001,-10.459
2022-12-06,19.011999999999997,25.4705,-8.76,-10.2935
2022-12-07,17.16,24.3905,-9.344,-10.1595
2022-12-08,15.508000000000001,23.4035,-9.834,-9.906000000000002
2022-12-09,12.846,21.910500000000003,-10.424000000000001,-9.9075
2022-12-12,12.34,20.4495,-10.454,-9.889
2022-12-13,12.68,19.239,-10.102,-9.803
2022-12-14,11.832,18.1725,-9.824000000000002,-9.780000000000001
2022-12-15,10.482,17.145500000000002,-10.118,-9.8325
2022-12-16,9.576,16.374000000000002,-10.492,-9.924
2022-12-19,7.318,15.406,-11.258,-10.0715
2022-12-20,4.851999999999999,14.3125,-12.209999999999999,-10.2175
2022-12-21,3.53,13.194999999999999,-12.802000000000001,-10.3585
2022-12-22,2.27,11.916,-13.197999999999999,-10.587
2022-12-23,0.89,10.9005,-13.294,-10.7915
2022-12-27,-0.774,9.7545,-13.309999999999999,-10.942499999999999
2022-12-28,-2.462,8.5205,-13.478,-11.1375
2022-12-29,-3.7760000000000007,7.1865,-13.602,-11.392999999999999
2022-12-30,-4.5680000000000005,5.923,-13.532,-11.6705
2023-01-03,-5.62,4.423,-13.558000000000002,-11.942
2023-01-04,-4.782,3.5255,-13.398000000000001,-12.105
2023-01-05,-4.364,2.6765,-13.216,-12.2515
2023-01-06,-3.9820000000000007,1.9010000000000002,-12.948000000000002,-12.294
2023-01-09,-3.342,1.2105000000000001,-12.646,-12.3735
2023-01-10,-2.534,0.578,-12.218,-12.3905
2023-01-11,-1.4100000000000001,0.08799999999999993,-11.690000000000001,-12.414
2023-01-12,0.72,-0.31350000000000006,-10.91,-12.4535
2023-01-13,2.502,-0.43150000000000005,-10.444,-12.449
2023-01-17,4.154,-0.37150000000000005,-9.992,-12.342
2023-01-18,5.8759999999999994,-0.3470000000000001,-9.952,-12.255500000000001
2023-01-19,6.095999999999999,-0.21750000000000003,-10.256,-12.1635
2023-01-20,6.552,0.11149999999999993,-10.308,-11.978
2023-01-23,8.145999999999999,0.7224999999999999,-10.213999999999999,-11.802
2023-01-24,10.004,1.5619999999999998,-10.113999999999999,-11.571000000000002
2023-01-25,12.358,2.52,-9.72,-11.362
2023-01-26,15.852,3.939,-9.012,-11.089
2023-01-27,18.73,5.4095,-8.57,-10.751
2023-01-30,19.712,6.594499999999999,-8.568,-10.5435
2023-01-31,21.176000000000002,7.998,-8.291999999999998,-10.261
2023-02-01,22.354000000000003,9.5135,-7.794,-9.921
2023-02-02,23.157999999999998,10.924000000000001,-7.231999999999999,-9.5475
2023-02-03,23.518,12.379999999999999,-6.914,-9.175500000000001
2023-02-06,23.842000000000002,13.5505,-6.473999999999999,-8.925
2023-02-07,23.529999999999998,14.716,-6.09,-8.622
2023-02-08,22.130000000000003,15.679499999999999,-6.104,-8.3925
2023-02-09,20.315999999999995,16.3555,-6.5040000000000004,-8.251000000000001
2023-02-10,18.814,16.9035,-6.6739999999999995,-8.1165
2023-02-13,18.312,17.503,-6.564,-7.955
2023-02-14,17.688,18.0995,-6.6579999999999995,-7.788500000000001
2023-02-15,18.046,18.722,-6.531999999999999,-7.5375
2023-02-16,19.484,19.702499999999997,-6.478,-7.3065
2023-02-17,18.651999999999997,19.9285,-6.5,-7.164500000000001
2023-02-21,16.418,19.570999999999998,-6.984,-7.147500000000001
2023-02-22,14.48,19.2185,-7.4799999999999995,-7.13
2023-02-23,12.968,18.8745,-7.956,-7.096500000000001
2023-02-24,10.084,18.2605,-8.379999999999999,-7.1485
2023-02-27,10.004000000000001,17.747,-8.716,-7.2010000000000005
2023-02-28,10.98,17.387999999999998,-8.828,-7.2125
2023-03-01,11.41,16.777,-8.937999999999999,-7.291500000000001
2023-03-02,11.064,16.052,-9.001999999999999,-7.3985
2023-03-03,11.796,15.420000000000002,-8.663999999999998,-7.5065
2023-03-06,11.728,14.7995,-8.358,-7.561999999999999
2023-03-07,11.212,14.230500000000001,-8.256,-7.6579999999999995
2023-03-08,11.252,13.7075,-8.112,-7.797
2023-03-09,10.081999999999999,13.040000000000001,-8.396,-7.971499999999999
2023-03-10,7.198,12.1405,-9.168000000000001,-8.1725
2023-03-13,4.334,11.1795,-9.985999999999999,-8.389999999999999
2023-03-14,2.348,10.2395,-10.256,-8.581
2023-03-15,-0.95,9.047999999999998,-10.658,-8.797
2023-03-16,-2.836,7.819500000000001,-10.453999999999999,-8.952
2023-03-17,-4.267999999999999,6.202499999999999,-10.203999999999999,-9.104000000000001
2023-03-20,-5.112,5.2385,-9.768,-9.206999999999999
2023-03-21,-5.316,4.806,-9.384,-9.181000000000001
2023-03-22,-5.167999999999999,4.136,-9.190000000000001,-9.2245
2023-03-23,-5.078,3.308,-9.248000000000001,-9.275
2023-03-24,-4.273999999999999,2.6130000000000004,-9.069999999999999,-9.2765
2023-03-27,-3.78,1.7924999999999998,-9.02,-9.283
2023-03-28,-4.193999999999999,1.0125,-9.232000000000001,-9.282
2023-03-29,-3.4659999999999997,0.417,-8.894,-9.2135
2023-03-30,-2.8739999999999997,-0.17650000000000005,-8.49,-9.147
2023-03-31,-2.59,-0.9835,-7.8740000000000006,-9.079
2023-04-03,-2.6139999999999994,-1.7930000000000004,-7.19,-8.991000000000001
2023-04-04,-3.342,-2.6260000000000003,-6.578,-8.8625
2023-04-05,-5.731999999999999,-3.8289999999999997,-6.264,-8.7515
2023-04-06,-8.122,-4.727500000000001,-5.988,-8.545
2023-04-10,-9.946,-5.2695,-5.9479999999999995,-8.274
2023-04-11,-11.392,-5.724500000000001,-6.004,-7.9955
2023-04-12,-12.072,-6.231,-6.029999999999999,-7.806
2023-04-13,-11.526,-6.473000000000001,-5.772,-7.529999999999999
2023-04-14,-10.718,-6.698,-5.622,-7.337000000000001
2023-04-17,-10.187999999999999,-6.7495,-5.428,-7.08
2023-04-18,-9.878,-6.9159999999999995,-5.224,-6.8595
2023-04-19,-9.698,-7.3265,-4.948,-6.697
2023-04-20,-10.574,-7.8245000000000005,-5.018000000000001,-6.487
2023-04-21,-13.228,-8.7355,-5.037999999999999,-6.2845
2023-04-24,-15.152000000000001,-9.469,-5.098000000000001,-6.087
2023-04-25,-17.663999999999998,-10.387,-5.42,-5.9595
2023-04-26,-19.644,-11.189,-5.8100000000000005,-5.841500000000001
2023-04-27,-20.262,-12.023499999999999,-5.786,-5.71
2023-04-28,-19.234,-12.8255,-5.638,-5.5715
2023-05-01,-19.73,-13.754000000000001,-5.504,-5.4944999999999995
2023-05-02,-19.919999999999998,-14.713500000000002,-5.316,-5.4910000000000005
2023-05-03,-20.552,-15.491499999999998,-5.176,-5.4910000000000005
2023-05-04,-21.366000000000003,-15.932000000000002,-5.47,-5.5115
2023-05-05,-21.782000000000004,-16.2405,-5.588,-5.471500000000001
2023-05-08,-21.032000000000004,-16.5255,-5.708,-5.4345
2023-05-09,-19.134,-16.648999999999997,-5.71,-5.4174999999999995
2023-05-10,-17.252,-16.786499999999997,-5.514,-5.362
2023-05-11,-15.256,-16.8645,-5.218000000000001,-5.372999999999999
2023-05-12,-13.851999999999999,-17.024,-5.258,-5.3805000000000005
2023-05-15,-12.288,-17.0505,-5.244,-5.3885
2023-05-16,-11.367999999999999,-17.0215,-5.274,-5.430000000000001
2023-05-17,-10.186,-16.9085,-5.166,-5.416500000000001
2023-05-18,-9.166,-16.5125,-4.85,-5.331
2023-05-19,-8.434000000000001,-15.825500000000002,-4.54,-5.255999999999999
2023-05-22,-8.191999999999998,-15.3105,-4.28,-5.184
2023-05-23,-7.276000000000001,-14.4245,-4.109999999999999,-5.1025
2023-05-24,-6.901999999999999,-13.722999999999999,-4.3,-5.039
2023-05-25,-7.358,-13.2865,-4.51,-5.012
2023-05-26,-7.372,-12.86,-4.446,-4.958
2023-05-30,-7.781999999999999,-12.3235,-4.388,-4.905
2023-05-31,-9.766,-11.886,-4.220000000000001,-4.8285
2023-06-01,-11.18,-11.379999999999999,-3.716,-4.674
2023-06-02,-10.836,-10.654,-3.096,-4.4185
2023-06-05,-10.598,-10.064,-2.758,-4.250500000000001
2023-06-06,-9.558,-9.455,-2.386,-4.0745
2023-06-07,-7.281999999999999,-8.922999999999998,-1.9760000000000002,-3.8950000000000005
2023-06-08,-5.1659999999999995,-8.3585,-1.6440000000000001,-3.7065000000000006
2023-06-09,-4.09,-7.8625,-1.558,-3.5035000000000003
2023-06-12,-2.996,-7.35,-1.254,-3.2495
2023-06-13,-1.6039999999999999,-6.784000000000001,-0.86,-2.9785
2023-06-14,-0.8979999999999999,-6.3055,-0.388,-2.6735
2023-06-15,0.1,-5.787,0.22200000000000003,-2.3594999999999997
2023-06-16,0.7779999999999999,-5.3765,0.7260000000000001,-2.1095
2023-06-20,1.988,-4.7445,0.958,-1.875
2023-06-21,2.122,-4.2055,0.9520000000000002,-1.6705
2023-06-22,2.052,-3.9735,1.004,-1.395
2023-06-23,1.1039999999999999,-3.7855000000000003,0.652,-1.1215
2023-06-26,0.842,-3.3265000000000002,0.292,-0.909
2023-06-27,0.386,-2.8049999999999997,0.242,-0.7030000000000001
2023-06-28,-0.796,-2.459,0.30999999999999994,-0.496
2023-06-29,-1.418,-1.8864999999999998,0.304,-0.26400000000000007
2023-06-30,-1.162,-1.2810000000000001,0.682,-0.022
2023-07-03,-0.8119999999999999,-0.8205,1.1720000000000002,0.158
2023-07-05,-0.6479999999999999,-0.3175,1.4,0.3365
2023-07-06,0.28,0.0004999999999999782,1.456,0.46449999999999997
2023-07-07,1.9060000000000001,0.4105,1.468,0.597
2023-07-10,3.374,0.8539999999999999,1.3,0.7140000000000001
2023-07-11,4.236,1.261,1.23,0.8550000000000001
2023-07-12,5.504,1.8074999999999999,1.3619999999999999,0.9904999999999999
2023-07-13,6.74,2.0865,1.8199999999999998,1.1345
2023-07-14,6.540000000000001,2.2700000000000005,2.308,1.2710000000000001
2023-07-17,6.346,2.4155,2.812,1.3615
2023-07-18,6.164,2.6075,3.344,1.5095
2023-07-19,5.200000000000001,2.6105,3.7619999999999996,1.6915
2023-07-20,3.564,2.447,3.882,1.8669999999999998
2023-07-21,1.8640000000000003,2.223,4.0200000000000005,2.025
2023-07-24,-0.5059999999999999,2.0129999999999995,4.1739999999999995,2.242
2023-07-25,-2.67,1.7295000000000003,4.224,2.4925
2023-07-26,-4.654,1.3504999999999998,4.234,2.6895
2023-07-27,-6.168,1.1039999999999999,4.26,2.8545000000000003
2023-07-28,-6.867999999999999,0.8605,4.454,3.0625
2023-07-31,-6.7379999999999995,0.6189999999999998,4.595999999999999,3.2205
2023-08-01,-7.106,0.15599999999999986,4.616,3.3534999999999995
2023-08-02,-7.696,-0.4115000000000001,4.406000000000001,3.441
2023-08-03,-8.232,-1.0240000000000002,4.27,3.558
2023-08-04,-8.89,-1.8384999999999998,3.886,3.6670000000000003
2023-08-07,-10.209999999999999,-2.777,3.6100000000000003,3.7979999999999996
2023-08-08,-11.254,-3.7165,3.342,3.8815
2023-08-09,-11.952000000000002,-4.7755,3.2060000000000004,3.9019999999999997
2023-08-10,-12.512,-5.837000000000001,3.1220000000000003,3.8835
2023-08-11,-13.413999999999998,-6.827,3.104,3.8659999999999997
2023-08-14,-14.154,-7.901999999999999,3.024,3.851
2023-08-15,-14.913999999999998,-8.986,2.848,3.7574999999999994
2023-08-16,-15.736,-10.0095,2.666,3.6279999999999992
2023-08-17,-16.317999999999998,-10.807500000000001,2.366,3.5044999999999993
2023-08-18,-16.578,-11.4375,2.09,3.3835
2023-08-21,-16.422000000000004,-11.880999999999998,1.8239999999999998,3.2634999999999996
2023-08-22,-16.168,-12.360499999999998,1.6780000000000002,3.1209999999999996
2023-08-23,-15.540000000000001,-12.731,1.7759999999999998,3.0134999999999996
2023-08-24,-15.045999999999998,-13.027000000000001,1.8039999999999998,2.8905
2023-08-25,-14.657999999999998,-13.385,1.908,2.747
2023-08-28,-14.563999999999998,-13.8375,2.0100000000000002,2.617
2023-08-29,-13.989999999999998,-14.0815,2.3440000000000003,2.553
2023-08-30,-13.584,-14.203,2.59,2.5595
2023-08-31,-13.107999999999999,-14.246,3.0,2.573
2023-09-01,-12.431999999999999,-14.270499999999998,3.336,2.6094999999999997
2023-09-05,-11.718,-14.214499999999997,3.524,2.5955
2023-09-06,-12.296000000000001,-14.342000000000002,3.4,2.5675
2023-09-07,-13.107999999999999,-14.491999999999999,3.166,2.5495
2023-09-08,-14.195999999999998,-14.667000000000002,2.974,2.5360000000000005
2023-09-11,-15.26,-14.732,2.896,2.5575
2023-09-12,-16.528,-14.807999999999998,2.77,2.532
2023-09-13,-16.97,-14.856,2.786,2.5520000000000005
2023-09-14,-17.194,-14.8565,3.028,2.6399999999999997
2023-09-15,-17.247999999999998,-14.8995,2.9939999999999998,2.693
2023-09-18,-17.658,-15.002,2.854,2.7485
2023-09-19,-18.04,-15.2125,2.782,2.7715000000000005
2023-09-20,-18.932,-15.547,2.498,2.757
2023-09-21,-20.344,-16.057499999999997,1.718,2.6255
