Date,rate_AAPL_5D,rate_AAPL_20D,rate_VOO_5D,rate_VOO_20D
2022-03-30,0.942,-5.508,-1.688,-5.4055
2022-03-31,1.004,-5.2595,-1.636,-5.2325
2022-04-01,0.9580000000000002,-4.9365000000000006,-1.614,-5.0075
2022-04-04,1.266,-4.3950000000000005,-1.566,-4.6135
2022-04-05,0.8719999999999999,-3.8819999999999992,-1.9939999999999998,-4.2455
2022-04-06,0.30399999999999994,-3.599,-2.4899999999999998,-4.0395
2022-04-07,0.12399999999999996,-3.1855,-2.596,-3.79
2022-04-08,-0.21800000000000005,-2.716,-2.814,-3.496
2022-04-11,-1.4280000000000002,-2.2359999999999998,-3.5120000000000005,-3.2510000000000003
2022-04-12,-2.114,-1.831,-4.044,-3.119
2022-04-13,-2.2039999999999997,-1.4809999999999999,-4.176,-3.0345
2022-04-14,-2.8620000000000005,-1.2945,-4.630000000000001,-3.063
2022-04-18,-3.3480000000000003,-1.2085000000000001,-5.034000000000001,-3.1420000000000003
2022-04-19,-3.164,-1.098,-4.822000000000001,-3.1475
2022-04-20,-3.2,-1.0895000000000001,-4.556,-3.211
2022-04-21,-3.614,-1.143,-4.7780000000000005,-3.283
2022-04-22,-3.998,-1.433,-5.276,-3.5345
2022-04-25,-4.238,-1.7114999999999998,-5.680000000000001,-3.7855000000000003
2022-04-26,-5.418,-2.186,-6.894,-4.1985
2022-04-27,-6.606,-2.7619999999999996,-8.05,-4.661
2022-04-28,-6.909999999999999,-3.106,-8.485999999999999,-4.9825
2022-04-29,-7.378,-3.5284999999999997,-9.08,-5.3955
2022-05-02,-7.883999999999999,-3.9219999999999997,-9.604,-5.7829999999999995
2022-05-03,-7.536,-4.3865,-9.538,-6.1915
2022-05-04,-6.428,-4.587000000000001,-8.99,-6.410000000000001
2022-05-05,-7.151999999999999,-4.97,-9.512,-6.7379999999999995
2022-05-06,-7.146000000000001,-5.346,-9.48,-7.1165
2022-05-09,-7.806,-5.819,-10.168,-7.6215
2022-05-10,-8.356,-6.1185,-10.888,-8.0355
2022-05-11,-10.556000000000001,-6.6975,-12.406,-8.500499999999999
2022-05-12,-12.168,-7.461,-13.308000000000002,-9.021
2022-05-13,-13.318000000000001,-7.959999999999999,-13.709999999999999,-9.3865
2022-05-16,-14.063999999999998,-8.498000000000001,-13.622,-9.7685
2022-05-17,-14.663999999999998,-8.993500000000001,-13.236,-10.139
2022-05-18,-15.315999999999999,-9.7265,-13.262,-10.677
2022-05-19,-15.918000000000001,-10.537,-13.388,-11.1735
2022-05-20,-17.012,-11.2135,-13.901999999999997,-11.543000000000001
2022-05-23,-17.292,-11.7615,-14.040000000000001,-11.8585
2022-05-24,-18.316,-12.218,-14.64,-12.075500000000002
2022-05-25,-18.351999999999997,-12.663,-14.416,-12.2685
2022-05-26,-17.612000000000002,-13.2125,-13.745999999999999,-12.4885
2022-05-27,-16.222,-13.4245,-12.65,-12.435500000000001
2022-05-31,-15.558000000000002,-13.680000000000001,-11.966,-12.449
2022-06-01,-14.518,-13.9635,-11.245999999999999,-12.502500000000001
2022-06-02,-13.212,-14.359,-10.34,-12.606
2022-06-03,-12.954000000000002,-14.663,-10.056000000000001,-12.624500000000001
2022-06-06,-13.286000000000001,-14.9595,-10.154,-12.604
2022-06-07,-13.228,-15.035499999999999,-9.982,-12.4025
2022-06-08,-13.314000000000002,-15.203,-9.918000000000001,-12.26
2022-06-09,-14.303999999999998,-15.296000000000001,-10.59,-12.152
2022-06-10,-15.262,-15.4365,-11.475999999999999,-12.1665
2022-06-13,-16.918,-15.8595,-13.048000000000002,-12.438500000000001
2022-06-14,-18.770000000000003,-16.212,-14.831999999999999,-12.705
2022-06-15,-20.226,-16.5935,-16.194,-12.999500000000001
2022-06-16,-21.688,-16.889000000000003,-17.676,-13.255500000000001
2022-06-17,-22.333999999999996,-17.0405,-18.614,-13.472999999999999
2022-06-21,-21.869999999999997,-17.074,-18.532,-13.596
2022-06-22,-21.568,-17.281,-18.444,-13.806000000000001
2022-06-23,-21.238,-17.323999999999998,-18.416,-13.9435
2022-06-24,-19.890000000000004,-17.2735,-17.356,-13.9905
2022-06-27,-18.718,-17.317,-16.4,-14.136499999999998
2022-06-28,-18.536,-17.6525,-16.184,-14.479499999999998
2022-06-29,-18.086,-17.913,-15.992,-14.8125
2022-06-30,-18.266,-18.261000000000003,-16.096,-15.156
2022-07-01,-18.482,-18.591,-16.446,-15.517
2022-07-05,-18.402,-18.679,-16.706,-15.799000000000001
2022-07-06,-17.676,-18.75,-16.55,-16.0785
2022-07-07,-16.758000000000003,-18.7955,-16.096,-16.341
2022-07-08,-15.468,-18.799500000000002,-15.524000000000001,-16.5575
2022-07-11,-14.788,-18.712,-15.395999999999997,-16.7185
2022-07-12,-14.288,-18.435499999999998,-15.447999999999999,-16.792
2022-07-13,-13.988,-18.017500000000002,-15.632,-16.7245
2022-07-14,-13.74,-17.538,-16.1,-16.658
2022-07-15,-13.374,-17.0865,-16.252000000000002,-16.572
2022-07-18,-13.118,-16.569499999999998,-16.352,-16.3875
2022-07-19,-12.52,-15.982000000000003,-15.857999999999999,-16.103
2022-07-20,-11.64,-15.459999999999999,-15.184000000000001,-15.8875
2022-07-21,-10.838,-14.855500000000001,-14.296000000000001,-15.620999999999999
2022-07-22,-10.382000000000001,-14.372500000000002,-13.868,-15.434999999999999
2022-07-25,-9.696000000000002,-14.021,-13.288,-15.370499999999998
2022-07-26,-9.602,-13.703,-13.352,-15.341
2022-07-27,-9.232,-13.134,-13.086000000000002,-15.113
2022-07-28,-9.076,-12.603,-12.774,-14.8165
2022-07-29,-8.26,-11.870999999999999,-12.053999999999998,-14.4245
2022-08-01,-7.382,-11.246,-11.350000000000001,-14.0965
2022-08-02,-6.494,-10.726,-10.53,-13.797
2022-08-03,-5.616,-10.119,-9.94,-13.460500000000001
2022-08-04,-4.82,-9.6185,-9.578,-13.187000000000001
2022-08-05,-4.574,-9.1475,-9.496,-12.9175
2022-08-08,-4.298,-8.6235,-9.425999999999998,-12.604000000000001
2022-08-09,-3.8939999999999997,-8.127500000000001,-9.319999999999999,-12.265
2022-08-10,-3.656,-7.536,-9.162,-11.843
2022-08-11,-3.45,-7.045999999999999,-8.992,-11.41
2022-08-12,-2.9240000000000004,-6.535000000000001,-8.581999999999999,-11.0
2022-08-15,-2.272,-5.912,-8.104000000000001,-10.542
2022-08-16,-1.6380000000000003,-5.407,-7.554,-10.189
2022-08-17,-1.224,-4.932,-7.348000000000001,-9.884
2022-08-18,-0.784,-4.532500000000001,-7.104000000000001,-9.611999999999998
2022-08-19,-0.826,-4.146,-7.244,-9.344
2022-08-22,-1.2580000000000002,-3.8024999999999998,-7.696,-9.144
2022-08-23,-1.7020000000000004,-3.432000000000001,-8.198,-8.9005
2022-08-24,-2.242,-3.1845,-8.578,-8.757
2022-08-25,-2.5580000000000003,-2.9029999999999996,-8.822,-8.623999999999999
2022-08-26,-3.164,-2.872,-9.31,-8.658
2022-08-29,-3.6380000000000003,-2.8665,-9.620000000000001,-8.7115
2022-08-30,-4.2780000000000005,-2.878,-10.028,-8.774999999999999
2022-08-31,-5.07,-3.048,-10.562,-8.9125
2022-09-01,-5.962,-3.1885000000000003,-11.175999999999998,-9.0235
2022-09-02,-6.526000000000001,-3.3600000000000003,-11.492,-9.157
2022-09-06,-7.016,-3.5460000000000003,-11.768,-9.297
2022-09-07,-7.1739999999999995,-3.6980000000000004,-11.664,-9.361
2022-09-08,-7.364,-3.975,-11.366,-9.4635
2022-09-09,-7.3340000000000005,-4.1594999999999995,-10.912,-9.503499999999999
2022-09-12,-6.489999999999999,-4.2515,-10.162,-9.552
2022-09-13,-6.630000000000001,-4.6354999999999995,-10.129999999999999,-9.803500000000001
2022-09-14,-6.744,-4.974500000000001,-10.290000000000001,-10.045
2022-09-15,-7.0280000000000005,-5.426,-10.74,-10.311499999999999
2022-09-16,-7.812,-5.9165,-11.57,-10.620000000000001
2022-09-19,-8.822,-6.250500000000001,-12.453999999999999,-10.8545
2022-09-20,-8.47,-6.4385,-12.774,-11.073
2022-09-21,-8.652,-6.712000000000001,-13.45,-11.358
2022-09-22,-8.614,-7.019,-14.080000000000002,-11.687000000000001
2022-09-23,-8.654,-7.4405,-14.851999999999999,-12.127500000000001
2022-09-26,-9.081999999999999,-7.7299999999999995,-15.906,-12.503499999999999
2022-09-27,-9.674,-7.947500000000001,-16.812,-12.871
2022-09-28,-10.122,-8.173,-17.18,-13.146
2022-09-29,-11.315999999999999,-8.5805,-17.748,-13.483500000000001
2022-09-30,-12.744,-9.136,-18.288,-13.905499999999998
2022-10-03,-13.638,-9.508,-18.168,-14.172500000000003
2022-10-04,-14.223999999999998,-9.7495,-17.518,-14.3085
2022-10-05,-14.55,-10.017,-17.14,-14.515
2022-10-06,-14.132,-10.272499999999999,-16.595999999999997,-14.791000000000002
2022-10-07,-13.836000000000002,-10.761500000000002,-16.264,-15.243500000000001
2022-10-10,-14.072,-11.403500000000001,-16.554,-15.770500000000002
2022-10-11,-14.901999999999997,-11.817499999999999,-17.436,-16.135
2022-10-12,-15.844,-12.292,-18.338,-16.526999999999997
2022-10-13,-16.124000000000002,-12.5465,-18.654,-16.7695
2022-10-14,-16.324,-12.889500000000002,-18.878,-17.070500000000003
2022-10-17,-16.09,-13.220499999999998,-18.582,-17.3025
2022-10-18,-15.528,-13.582000000000003,-17.99,-17.439
2022-10-19,-14.876,-13.848000000000003,-17.464,-17.530499999999996
2022-10-20,-14.828,-14.1,-17.482,-17.619999999999997
2022-10-21,-13.780000000000001,-14.171000000000001,-16.747999999999998,-17.544500000000003
2022-10-24,-12.947999999999999,-14.187000000000001,-16.216,-17.380000000000003
2022-10-25,-11.932,-14.1465,-15.602,-17.1365
2022-10-26,-11.283999999999999,-14.138499999999999,-15.0,-16.9855
2022-10-27,-11.117999999999999,-14.050500000000003,-14.356,-16.772
2022-10-28,-10.116,-13.514,-13.709999999999999,-16.4
2022-10-31,-9.656,-13.1915,-13.38,-16.183
2022-11-01,-9.808,-13.0425,-13.325999999999999,-16.0885
2022-11-02,-10.254000000000001,-13.0645,-13.568000000000001,-16.0925
2022-11-03,-10.872,-13.235499999999998,-13.892000000000001,-16.095999999999997
2022-11-04,-12.841999999999999,-13.2655,-14.372,-15.927000000000001
2022-11-07,-14.466,-13.290000000000001,-14.581999999999999,-15.690000000000001
2022-11-08,-15.751999999999999,-13.255,-14.696000000000002,-15.4035
2022-11-09,-16.932,-13.336500000000001,-14.73,-15.1905
2022-11-10,-15.994,-13.203,-13.697999999999999,-14.857
2022-11-11,-14.666,-12.850999999999999,-12.734,-14.391
2022-11-14,-13.565999999999999,-12.659,-12.064,-14.060500000000001
2022-11-15,-12.325999999999999,-12.4545,-11.342,-13.741499999999998
2022-11-16,-10.692,-12.2905,-10.412,-13.4275
2022-11-17,-10.238,-12.0555,-10.426,-13.093
2022-11-18,-10.047999999999998,-11.918000000000001,-10.528,-12.836000000000002
2022-11-21,-10.08,-11.941999999999998,-10.552000000000001,-12.6445
2022-11-22,-10.062000000000001,-11.987,-10.488000000000001,-12.463
2022-11-23,-9.790000000000001,-11.917,-10.180000000000001,-12.2225
2022-11-25,-10.1,-11.801,-9.824,-11.96
2022-11-28,-10.94,-12.123999999999999,-9.825999999999999,-11.865
2022-11-29,-11.756,-12.466999999999999,-9.798,-11.749
2022-11-30,-12.012,-12.538,-9.464,-11.4975
2022-12-01,-12.290000000000001,-12.426,-9.198,-11.129999999999999
2022-12-02,-12.272,-12.151,-8.956,-10.725999999999999
2022-12-05,-11.928,-11.895500000000002,-8.748000000000001,-10.459
2022-12-06,-11.66,-11.7655,-8.76,-10.2935
2022-12-07,-12.443999999999999,-11.711,-9.344,-10.1595
2022-12-08,-13.11,-11.4705,-9.834,-9.906000000000002
2022-12-09,-13.776,-11.5965,-10.424000000000001,-9.9075
2022-12-12,-14.030000000000001,-11.7365,-10.454,-9.889
2022-12-13,-13.728,-11.806,-10.102,-9.803
2022-12-14,-13.459999999999999,-11.994499999999999,-9.824000000000002,-9.780000000000001
2022-12-15,-14.192000000000002,-12.3455,-10.118,-9.8325
2022-12-16,-15.101999999999999,-12.8125,-10.492,-9.924
2022-12-19,-16.541999999999998,-13.36,-11.258,-10.0715
2022-12-20,-18.106,-13.8125,-12.209999999999999,-10.2175
2022-12-21,-19.026000000000003,-14.235499999999998,-12.802000000000001,-10.3585
2022-12-22,-19.534,-14.7815,-13.197999999999999,-10.587
2022-12-23,-19.85,-15.25,-13.294,-10.7915
2022-12-27,-20.130000000000003,-15.657499999999999,-13.309999999999999,-10.942499999999999
2022-12-28,-20.878,-16.093,-13.478,-11.1375
2022-12-29,-21.576,-16.6265,-13.602,-11.392999999999999
2022-12-30,-21.85,-17.1715,-13.532,-11.6705
2023-01-03,-22.546,-17.8185,-13.558000000000002,-11.942
2023-01-04,-22.872,-18.3935,-13.398000000000001,-12.105
2023-01-05,-22.882,-18.898500000000002,-13.216,-12.2515
2023-01-06,-22.762,-19.206,-12.948000000000002,-12.294
2023-01-09,-22.616,-19.548,-12.646,-12.3735
2023-01-10,-21.934,-19.857999999999997,-12.218,-12.3905
2023-01-11,-21.07,-20.1535,-11.690000000000001,-12.414
2023-01-12,-20.056,-20.4805,-10.91,-12.4535
2023-01-13,-19.434,-20.6995,-10.444,-12.449
2023-01-17,-18.734,-20.683500000000002,-9.992,-12.342
2023-01-18,-18.192,-20.6305,-9.952,-12.255500000000001
2023-01-19,-17.976,-20.512,-10.256,-12.1635
2023-01-20,-17.436,-20.313,-10.308,-11.978
2023-01-23,-16.668,-20.110000000000003,-10.213999999999999,-11.802
2023-01-24,-15.870000000000001,-19.767500000000002,-10.113999999999999,-11.571000000000002
2023-01-25,-15.065999999999999,-19.4345,-9.72,-11.362
2023-01-26,-14.016,-18.9835,-9.012,-11.089
2023-01-27,-13.041999999999998,-18.354,-8.57,-10.751
2023-01-30,-12.813999999999998,-17.919500000000003,-8.568,-10.5435
2023-01-31,-12.602,-17.4555,-8.291999999999998,-10.261
2023-02-01,-12.118,-16.827499999999997,-7.794,-9.921
2023-02-02,-11.25,-16.078,-7.231999999999999,-9.5475
2023-02-03,-10.184000000000001,-15.179499999999999,-6.914,-9.175500000000001
2023-02-06,-9.092,-14.502,-6.473999999999999,-8.925
2023-02-07,-7.858,-13.766,-6.09,-8.622
2023-02-08,-7.0920000000000005,-13.116999999999999,-6.104,-8.3925
2023-02-09,-7.072,-12.5785,-6.5040000000000004,-8.251000000000001
2023-02-10,-7.474000000000001,-12.034,-6.6739999999999995,-8.1165
2023-02-13,-7.258,-11.458000000000002,-6.564,-7.955
2023-02-14,-7.402000000000001,-10.933,-6.6579999999999995,-7.788500000000001
2023-02-15,-7.062,-10.334500000000002,-6.531999999999999,-7.5375
2023-02-16,-6.772,-9.7775,-6.478,-7.3065
2023-02-17,-6.606,-9.3265,-6.5,-7.164500000000001
2023-02-21,-7.1240000000000006,-9.072,-6.984,-7.147500000000001
2023-02-22,-7.537999999999999,-8.85,-7.4799999999999995,-7.13
2023-02-23,-8.110000000000001,-8.5955,-7.956,-7.096500000000001
2023-02-24,-8.784,-8.4695,-8.379999999999999,-7.1485
2023-02-27,-9.232000000000001,-8.373999999999999,-8.716,-7.2010000000000005
2023-02-28,-9.34,-8.2035,-8.828,-7.2125
2023-03-01,-9.672,-8.1175,-8.937999999999999,-7.291500000000001
2023-03-02,-9.988,-8.062999999999999,-9.001999999999999,-7.3985
2023-03-03,-9.496,-8.031,-8.663999999999998,-7.5065
2023-03-06,-8.822,-8.0335,-8.358,-7.561999999999999
2023-03-07,-8.348,-8.017500000000002,-8.256,-7.6579999999999995
2023-03-08,-7.548,-8.04,-8.112,-7.797
2023-03-09,-7.072,-8.058,-8.396,-7.971499999999999
2023-03-10,-7.384,-8.109,-9.168000000000001,-8.1725
2023-03-13,-7.767999999999999,-8.107,-9.985999999999999,-8.389999999999999
2023-03-14,-7.648000000000001,-8.114999999999998,-10.256,-8.581
2023-03-15,-7.624,-8.0955,-10.658,-8.797
2023-03-16,-7.004,-8.0435,-10.453999999999999,-8.952
2023-03-17,-6.244,-7.976999999999999,-10.203999999999999,-9.104000000000001
2023-03-20,-5.426,-7.812,-9.768,-9.206999999999999
2023-03-21,-4.634,-7.4925000000000015,-9.384,-9.181000000000001
2023-03-22,-4.064,-7.226999999999999,-9.190000000000001,-9.2245
2023-03-23,-3.6980000000000004,-6.9405,-9.248000000000001,-9.275
2023-03-24,-3.0740000000000003,-6.5495,-9.069999999999999,-9.2765
2023-03-27,-2.9699999999999998,-6.2465,-9.02,-9.283
2023-03-28,-3.166,-5.949,-9.232000000000001,-9.282
2023-03-29,-2.81,-5.5115,-8.894,-9.2135
2023-03-30,-2.394,-5.042,-8.49,-9.147
2023-03-31,-1.83,-4.633,-7.8740000000000006,-9.079
2023-04-03,-0.882,-4.2615,-7.19,-8.991000000000001
2023-04-04,0.07799999999999999,-3.8425,-6.578,-8.8625
2023-04-05,0.434,-3.5159999999999996,-6.264,-8.7515
2023-04-06,0.706,-3.0974999999999997,-5.988,-8.545
2023-04-10,0.358,-2.6975000000000002,-5.9479999999999995,-8.274
2023-04-11,-0.28600000000000003,-2.391,-6.004,-7.9955
2023-04-12,-0.952,-2.1685,-6.029999999999999,-7.806
2023-04-13,-0.734,-1.7934999999999999,-5.772,-7.529999999999999
2023-04-14,-0.6659999999999999,-1.5130000000000001,-5.622,-7.337000000000001
2023-04-17,-0.282,-1.207,-5.428,-7.08
2023-04-18,0.402,-0.9339999999999999,-5.224,-6.8595
2023-04-19,1.3119999999999998,-0.682,-4.948,-6.697
2023-04-20,1.4440000000000002,-0.4164999999999999,-5.018000000000001,-6.487
2023-04-21,1.422,-0.233,-5.037999999999999,-6.2845
2023-04-24,1.436,-0.07950000000000002,-5.098000000000001,-6.087
2023-04-25,1.108,0.08549999999999999,-5.42,-5.9595
2023-04-26,0.6399999999999999,0.26949999999999996,-5.8100000000000005,-5.841500000000001
2023-04-27,0.8539999999999999,0.4995,-5.786,-5.71
2023-04-28,1.418,0.72,-5.638,-5.5715
2023-05-01,1.918,0.8574999999999999,-5.504,-5.4944999999999995
2023-05-02,2.482,0.9265000000000001,-5.316,-5.4910000000000005
2023-05-03,2.9139999999999997,0.9785,-5.176,-5.4910000000000005
2023-05-04,2.586,1.0374999999999999,-5.47,-5.5115
2023-05-05,3.038,1.3030000000000002,-5.588,-5.471500000000001
2023-05-08,3.508,1.645,-5.708,-5.4345
2023-05-09,3.8939999999999997,1.9715,-5.71,-5.4174999999999995
2023-05-10,4.628,2.3735,-5.514,-5.362
2023-05-11,5.5840000000000005,2.617,-5.218000000000001,-5.372999999999999
2023-05-12,5.464,2.8355,-5.258,-5.3805000000000005
2023-05-15,5.290000000000001,3.038,-5.244,-5.3885
2023-05-16,5.3260000000000005,3.2024999999999997,-5.274,-5.430000000000001
2023-05-17,5.2219999999999995,3.351,-5.166,-5.416500000000001
2023-05-18,5.380000000000001,3.6010000000000004,-4.85,-5.331
2023-05-19,5.694,3.9034999999999997,-4.54,-5.255999999999999
2023-05-22,5.953999999999999,4.1675,-4.28,-5.184
2023-05-23,5.894,4.399,-4.109999999999999,-5.1025
2023-05-24,5.792,4.639,-4.3,-5.039
2023-05-25,5.542,4.773,-4.51,-5.012
2023-05-26,5.574,4.942500000000001,-4.446,-4.958
2023-05-30,5.9479999999999995,5.175,-4.388,-4.905
2023-05-31,6.636,5.4375,-4.220000000000001,-4.8285
2023-06-01,7.593999999999999,5.809,-3.716,-4.674
2023-06-02,8.518,6.256,-3.096,-4.4185
2023-06-05,8.98,6.428,-2.758,-4.250500000000001
2023-06-06,9.172,6.590999999999999,-2.386,-4.0745
2023-06-07,9.202,6.764500000000001,-1.9760000000000002,-3.8950000000000005
2023-06-08,9.26,6.9670000000000005,-1.6440000000000001,-3.7065000000000006
2023-06-09,9.262,7.1754999999999995,-1.558,-3.5035000000000003
2023-06-12,9.772,7.505,-1.254,-3.2495
2023-06-13,10.267999999999999,7.835500000000001,-0.86,-2.9785
2023-06-14,11.008,8.185,-0.388,-2.6735
2023-06-15,11.666,8.578,0.22200000000000003,-2.3594999999999997
2023-06-16,12.144,8.866499999999998,0.7260000000000001,-2.1095
2023-06-20,12.290000000000001,9.154,0.958,-1.875
2023-06-21,12.368,9.439,0.9520000000000002,-1.6705
2023-06-22,12.738000000000001,9.896,1.004,-1.395
2023-06-23,12.818000000000001,10.334500000000002,0.652,-1.1215
2023-06-26,12.86,10.696,0.292,-0.909
2023-06-27,13.23,11.068000000000001,0.242,-0.7030000000000001
2023-06-28,13.870000000000001,11.4195,0.30999999999999994,-0.496
2023-06-29,14.181999999999999,11.7825,0.304,-0.26400000000000007
2023-06-30,15.063999999999998,12.202000000000002,0.682,-0.022
2023-07-03,15.863999999999999,12.5325,1.1720000000000002,0.158
2023-07-05,16.19,12.870499999999998,1.4,0.3365
2023-07-06,16.43,13.234,1.456,0.46449999999999997
2023-07-07,16.496000000000002,13.606,1.468,0.597
2023-07-10,15.784000000000002,13.833000000000002,1.3,0.7140000000000001
2023-07-11,15.26,14.032,1.23,0.8550000000000001
2023-07-12,15.075999999999999,14.1965,1.3619999999999999,0.9904999999999999
2023-07-13,14.925999999999998,14.398500000000002,1.8199999999999998,1.1345
2023-07-14,14.928,14.586000000000002,2.308,1.2710000000000001
2023-07-17,15.574000000000002,14.810000000000002,2.812,1.3615
2023-07-18,16.252000000000002,15.059000000000001,3.344,1.5095
2023-07-19,16.890000000000004,15.3465,3.7619999999999996,1.6915
2023-07-20,17.2,15.6065,3.882,1.8669999999999998
2023-07-21,17.35,15.739,4.0200000000000005,2.025
2023-07-24,17.200000000000003,15.9055,4.1739999999999995,2.242
2023-07-25,17.172,16.137,4.224,2.4925
2023-07-26,17.07,16.3065,4.234,2.6895
2023-07-27,17.072000000000003,16.407,4.26,2.8545000000000003
2023-07-28,17.484,16.564500000000002,4.454,3.0625
2023-07-31,17.863999999999997,16.6055,4.595999999999999,3.2205
2023-08-01,17.994,16.6695,4.616,3.3534999999999995
2023-08-02,17.73,16.6915,4.406000000000001,3.441
2023-08-03,17.456,16.6635,4.27,3.558
2023-08-04,15.992,16.438499999999998,3.886,3.6670000000000003
2023-08-07,14.148000000000001,16.1965,3.6100000000000003,3.7979999999999996
2023-08-08,12.546,15.991000000000003,3.342,3.8815
2023-08-09,11.11,15.7,3.2060000000000004,3.9019999999999997
2023-08-10,9.796000000000001,15.381,3.1220000000000003,3.8835
2023-08-11,9.388,15.0535,3.104,3.8659999999999997
2023-08-14,9.440000000000001,14.663,3.024,3.851
2023-08-15,9.244,14.238999999999999,2.848,3.7574999999999994
2023-08-16,9.114,13.756,2.666,3.6279999999999992
2023-08-17,8.792,13.279,2.366,3.5044999999999993
2023-08-18,8.526,12.8475,2.09,3.3835
2023-08-21,8.228,12.42,1.8239999999999998,3.2634999999999996
2023-08-22,8.209999999999999,11.9985,1.6780000000000002,3.1209999999999996
2023-08-23,8.582,11.634,1.7759999999999998,3.0134999999999996
2023-08-24,8.778,11.205499999999999,1.8039999999999998,2.8905
2023-08-25,9.116,10.7555,1.908,2.747
2023-08-28,9.472,10.322,2.0100000000000002,2.617
2023-08-29,10.034,10.0085,2.3440000000000003,2.553
2023-08-30,10.565999999999999,9.843,2.59,2.5595
2023-08-31,11.504000000000001,9.7175,3.0,2.573
2023-09-01,12.334,9.841,3.336,2.6094999999999997
2023-09-05,13.054000000000002,10.0485,3.524,2.5955
2023-09-06,12.776,10.065999999999999,3.4,2.5675
2023-09-07,11.622,9.971,3.166,2.5495
2023-09-08,10.522,9.899,2.974,2.5360000000000005
2023-09-11,9.484,9.865,2.896,2.5575
2023-09-12,8.065999999999999,9.705,2.77,2.532
2023-09-13,7.08,9.525,2.786,2.5520000000000005
2023-09-14,6.861999999999999,9.408,3.028,2.6399999999999997
2023-09-15,6.486,9.3225,2.9939999999999998,2.693
2023-09-18,6.322,9.313999999999998,2.854,2.7485
2023-09-19,6.648000000000001,9.309999999999999,2.782,2.7715000000000005
2023-09-20,6.794,9.171,2.498,2.757
