Date,rate_VHT,rate_VOO_5D,rate_VOO_20D
2023-09-05,-1.02,-0.3680000000000007,-0.30400000000000016
2023-09-06,-1.48,-0.6780000000000007,-0.3850000000000002
2023-09-07,-1.23,-0.9440000000000008,-0.4505000000000002
2023-09-08,-1.32,-1.0860000000000007,-0.5180000000000001
2023-09-11,-0.59,-1.1280000000000006,-0.5700000000000002
2023-09-12,-0.85,-1.0940000000000007,-0.6450000000000002
2023-09-13,-0.78,-0.9540000000000006,-0.7035000000000002
2023-09-14,-0.65,-0.8380000000000007,-0.7275000000000001
2023-09-15,-1.35,-0.8440000000000006,-0.7570000000000002
2023-09-18,-1.68,-1.0620000000000007,-0.8050000000000003
2023-09-19,-1.62,-1.2160000000000006,-0.8555000000000001
2023-09-20,-1.7,-1.4000000000000008,-0.9005000000000001
2023-09-21,-2.69,-1.8080000000000005,-1.0040000000000002
2023-09-22,-2.88,-2.1140000000000008,-1.092
2023-09-25,-2.45,-2.2680000000000007,-1.182
2023-09-26,-3.12,-2.5680000000000005,-1.3115
2023-09-27,-3.51,-2.9300000000000006,-1.4905000000000004
2023-09-28,-3.44,-3.080000000000001,-1.6675
2023-09-29,-4.08,-3.3200000000000003,-1.8410000000000004
2023-10-02,-4.33,-3.6960000000000006,-2.0385
2023-10-03,-5.21,-4.114000000000001,-2.248
2023-10-04,-4.96,-4.404000000000001,-2.4219999999999997
2023-10-05,-4.35,-4.586,-2.5780000000000003
2023-10-06,-3.41,-4.452,-2.6825
2023-10-09,-3.16,-4.218000000000001,-2.811
2023-10-10,-2.58,-3.692,-2.8975
2023-10-11,-3.13,-3.3260000000000005,-3.015
2023-10-12,-4.2,-3.2960000000000007,-3.1925000000000003
2023-10-13,-3.62,-3.338000000000001,-3.306
2023-10-16,-2.88,-3.282000000000001,-3.3659999999999997
2023-10-17,-2.88,-3.342000000000001,-3.4290000000000007
2023-10-18,-3.87,-3.4900000000000007,-3.5375
2023-10-19,-4.86,-3.6220000000000008,-3.646
2023-10-20,-5.22,-3.942,-3.7629999999999995
2023-10-23,-5.88,-4.542000000000001,-3.9345000000000008
2023-10-24,-5.45,-5.056000000000001,-4.051
2023-10-25,-6.44,-5.570000000000001,-4.1975
2023-10-26,-7.28,-6.054,-4.3895
2023-10-27,-8.86,-6.782000000000001,-4.628500000000001
2023-10-30,-8.39,-7.284000000000001,-4.8315
2023-10-31,-7.77,-7.748,-4.9595
2023-11-01,-7.42,-7.944000000000001,-5.0825000000000005
2023-11-02,-6.03,-7.694000000000001,-5.166500000000001
2023-11-03,-5.38,-6.998000000000002,-5.265
2023-11-06,-4.94,-6.308000000000002,-5.354
2023-11-07,-4.77,-5.708,-5.463500000000001
2023-11-08,-5.12,-5.248,-5.563000000000001
2023-11-09,-7.15,-5.472,-5.710500000000001
2023-11-10,-6.66,-5.728000000000001,-5.8625
2023-11-13,-6.06,-5.952,-6.0215000000000005
2023-11-14,-4.99,-5.996,-6.127000000000001
2023-11-15,-4.89,-5.950000000000001,-6.178
2023-11-16,-4.63,-5.446000000000001,-6.166500000000001
2023-11-17,-4.7,-5.054,-6.1405
2023-11-20,-4.1,-4.662000000000001,-6.0515
2023-11-21,-3.62,-4.388,-5.96
2023-11-22,-3.14,-4.038000000000001,-5.795
2023-11-24,-2.65,-3.6420000000000003,-5.5635
2023-11-27,-3.18,-3.338000000000001,-5.2795000000000005
2023-11-28,-3.73,-3.2640000000000007,-5.0465
2023-11-29,-3.64,-3.2680000000000007,-4.84
2023-11-30,-2.49,-3.138000000000001,-4.593500000000001
2023-12-01,-1.83,-2.974000000000001,-4.3835
2023-12-04,-1.52,-2.642000000000001,-4.1905
2023-12-05,-1.72,-2.240000000000001,-4.0295000000000005
2023-12-06,-1.59,-1.8300000000000007,-3.8705000000000007
2023-12-07,-1.68,-1.6680000000000006,-3.6985
2023-12-08,-1.56,-1.6140000000000008,-3.4189999999999996
2023-12-11,-1.04,-1.5180000000000007,-3.1380000000000003
2023-12-12,-0.44,-1.262000000000001,-2.857
2023-12-13,1.57,-0.6300000000000008,-2.5290000000000004
2023-12-14,1.37,-0.020000000000000684,-2.216
2023-12-15,0.43,0.37799999999999934,-1.9629999999999999
2023-12-18,0.57,0.6999999999999993,-1.6995000000000005
2023-12-19,1.04,0.9959999999999993,-1.4425000000000003
2023-12-20,-0.38,0.6059999999999992,-1.2805000000000002
