Date,rate_V,rate_VOO_5D,rate_VOO_20D
2022-09-26,-13.84,-11.402000000000001,-6.720000000000001
2022-09-27,-15.12,-12.716,-7.260000000000001
2022-09-28,-14.5,-13.439999999999998,-7.7540000000000004
2022-09-29,-14.09,-13.968,-8.185500000000001
2022-09-30,-15.22,-14.553999999999998,-8.7025
2022-10-03,-13.02,-14.39,-9.072999999999999
2022-10-04,-11.15,-13.596,-9.363499999999998
2022-10-05,-10.21,-12.738,-9.6415
2022-10-06,-11.18,-12.156,-9.9745
2022-10-07,-12.0,-11.512,-10.445
2022-10-10,-12.77,-11.462,-10.985
2022-10-11,-14.19,-12.069999999999999,-11.439
2022-10-12,-14.62,-12.952000000000002,-11.9085
2022-10-13,-11.6,-13.035999999999998,-12.136
2022-10-14,-12.56,-13.148,-12.364999999999998
2022-10-17,-11.33,-12.86,-12.5285
2022-10-18,-10.42,-12.106,-12.622
2022-10-19,-10.78,-11.338,-12.617
2022-10-20,-10.4,-11.098,-12.564499999999999
2022-10-21,-8.91,-10.368,-12.3955
2022-10-24,-8.75,-9.852,-12.141
2022-10-25,-7.01,-9.17,-11.735499999999998
2022-10-26,-2.79,-7.572,-11.15
2022-10-27,-2.33,-5.958,-10.562
2022-10-28,0.05,-4.1659999999999995,-9.7985
2022-10-31,-0.98,-2.612,-9.1965
2022-11-01,-1.06,-1.4220000000000002,-8.692
2022-11-02,-3.82,-1.6280000000000001,-8.372499999999999
2022-11-03,-6.67,-2.496,-8.147
2022-11-04,-5.64,-3.6340000000000003,-7.828999999999999
2022-11-07,-4.21,-4.279999999999999,-7.401000000000001
2022-11-08,-3.42,-4.752000000000001,-6.8625
2022-11-09,-7.09,-5.406000000000001,-6.486
2022-11-10,-1.65,-4.401999999999999,-5.9885
2022-11-11,-1.92,-3.658,-5.4565
2022-11-14,-1.05,-3.0260000000000002,-4.9425
2022-11-15,0.42,-2.258,-4.400499999999999
2022-11-16,0.49,-0.742,-3.8369999999999997
2022-11-17,0.89,-0.23399999999999999,-3.2725
2022-11-18,0.81,0.312,-2.7864999999999998
2022-11-21,-1.3,0.26200000000000007,-2.4139999999999997
2022-11-22,0.6,0.29800000000000004,-2.0335
2022-11-23,1.26,0.45199999999999996,-1.831
2022-11-25,2.24,0.722,-1.6025000000000003
2022-11-28,1.04,0.768,-1.553
2022-11-29,-0.0,1.028,-1.504
2022-11-30,3.76,1.6600000000000001,-1.263
2022-12-01,3.67,2.1420000000000003,-0.8885
2022-12-02,3.97,2.488,-0.35649999999999993
2022-12-05,2.13,2.706,0.03200000000000003
2022-12-06,-0.02,2.702,0.24150000000000005
2022-12-07,-0.62,1.8259999999999998,0.3815
2022-12-08,-0.01,1.0899999999999999,0.7355
2022-12-09,-0.2,0.2559999999999999,0.808
2022-12-12,2.56,0.3419999999999999,1.032
2022-12-13,1.83,0.712,1.1760000000000002
2022-12-14,1.96,1.228,1.253
2022-12-15,-0.59,1.1119999999999999,1.199
2022-12-16,-1.07,0.938,1.101
2022-12-19,-2.05,0.015999999999999924,0.9580000000000002
2022-12-20,-1.79,-0.7080000000000001,0.9334999999999999
2022-12-21,-1.11,-1.322,0.8480000000000001
2022-12-22,-1.94,-1.592,0.688
2022-12-23,-1.57,-1.6920000000000002,0.49749999999999994
2022-12-27,-1.35,-1.552,0.378
2022-12-28,-1.97,-1.5880000000000003,0.27949999999999997
2022-12-29,-0.51,-1.4680000000000002,0.06599999999999999
2022-12-30,-0.65,-1.2100000000000002,-0.15
2023-01-03,-0.81,-1.058,-0.38900000000000007
2023-01-04,1.64,-0.46000000000000013,-0.4135
2023-01-05,0.93,0.11999999999999986,-0.366
2023-01-06,4.07,1.036,-0.1315
2023-01-09,4.47,2.06,0.09249999999999999
2023-01-10,5.65,3.3519999999999994,0.385
2023-01-11,6.13,4.25,0.5635
2023-01-12,6.85,5.434,0.8145
2023-01-13,6.58,5.936,1.0455
2023-01-17,6.55,6.352,1.4024999999999999
2023-01-18,4.88,6.1979999999999995,1.7
2023-01-19,5.33,6.037999999999999,2.069
2023-01-20,7.17,6.101999999999999,2.5170000000000003
2023-01-23,7.11,6.208,2.928
2023-01-24,6.97,6.292,3.3735
2023-01-25,7.45,6.806,3.8244999999999996
2023-01-26,7.36,7.212000000000001,4.26
2023-01-27,10.54,7.886,4.8855
2023-01-30,9.44,8.352,5.383000000000001
2023-01-31,9.96,8.95,5.9135
2023-02-01,10.05,9.47,6.4565
2023-02-02,9.43,9.884,6.845999999999999
2023-02-03,9.7,9.716,7.2844999999999995
2023-02-06,9.38,9.704,7.55
2023-02-07,10.13,9.738000000000001,7.833
2023-02-08,9.68,9.664,8.0345
2023-02-09,9.34,9.645999999999999,8.195
2023-02-10,8.49,9.404,8.277000000000001
2023-02-13,9.16,9.36,8.406
2023-02-14,9.38,9.209999999999999,8.547500000000001
2023-02-15,9.17,9.108,8.762
2023-02-16,7.83,8.806000000000001,8.887
2023-02-17,6.84,8.476,8.870500000000002
2023-02-21,5.56,7.7559999999999985,8.793000000000001
2023-02-22,5.3,6.94,8.7095
2023-02-23,5.78,6.262,8.626000000000001
2023-02-24,5.09,5.7139999999999995,8.5125
2023-02-27,5.44,5.433999999999999,8.2575
2023-02-28,5.25,5.372,8.048
2023-03-01,4.43,5.198,7.7715000000000005
2023-03-02,4.74,4.99,7.506
2023-03-03,6.85,5.3420000000000005,7.377000000000001
2023-03-06,8.18,5.89,7.300999999999999
2023-03-07,6.53,6.146,7.158499999999999
2023-03-08,6.07,6.473999999999999,6.955500000000001
2023-03-09,5.07,6.539999999999999,6.725
2023-03-10,3.29,5.828,6.422499999999999
2023-03-13,2.52,4.696,6.1240000000000006
2023-03-14,4.49,4.287999999999999,5.8905
2023-03-15,3.41,3.7560000000000002,5.592
2023-03-16,3.92,3.526,5.3294999999999995
2023-03-17,3.89,3.646,5.132499999999999
2023-03-20,4.25,3.992,5.003
2023-03-21,6.04,4.3020000000000005,5.027
2023-03-22,5.14,4.648000000000001,5.019
2023-03-23,6.34,5.132,5.047
2023-03-24,5.61,5.476000000000001,5.073
2023-03-27,5.97,5.82,5.099500000000001
2023-03-28,5.28,5.668,5.101000000000001
2023-03-29,6.68,5.976000000000001,5.2135
2023-03-30,6.23,5.954,5.288
2023-03-31,7.7,6.372,5.3305
2023-04-03,9.17,7.0120000000000005,5.38
2023-04-04,8.54,7.664,5.4805
2023-04-05,8.78,8.084,5.6160000000000005
2023-04-06,7.76,8.39,5.7505
2023-04-10,7.96,8.442,5.984
2023-04-11,8.91,8.389999999999999,6.3035
2023-04-12,8.61,8.404,6.5095
2023-04-13,10.91,8.829999999999998,6.8845
2023-04-14,11.53,9.584,7.264999999999999
2023-04-17,11.28,10.248,7.6345
2023-04-18,11.34,10.734,7.989
2023-04-19,10.85,11.181999999999999,8.2295
2023-04-20,11.81,11.362,8.562999999999999
2023-04-21,11.55,11.366,8.8235
2023-04-24,10.94,11.298,9.09
2023-04-25,9.67,10.964000000000002,9.275
2023-04-26,9.09,10.612,9.4655
2023-04-27,9.43,10.136,9.603
2023-04-28,10.93,10.011999999999999,9.838000000000001
2023-05-01,10.61,9.946,9.9835
2023-05-02,8.22,9.656,9.936
2023-05-03,7.79,9.395999999999999,9.8985
2023-05-04,7.62,9.034,9.8405
2023-05-05,10.29,8.906,9.967
2023-05-08,10.49,8.882,10.0935
2023-05-09,10.95,9.428,10.1955
2023-05-10,10.05,9.88,10.2675
2023-05-11,9.94,10.344,10.219
2023-05-12,10.1,10.306000000000001,10.147499999999999
2023-05-15,10.75,10.358,10.121
2023-05-16,9.67,10.102,10.0375
2023-05-17,10.68,10.227999999999998,10.029
2023-05-18,11.11,10.462,9.994
2023-05-19,10.98,10.638,9.9655
2023-05-22,10.04,10.495999999999999,9.9205
2023-05-23,6.91,9.943999999999999,9.7825
2023-05-24,5.82,8.972,9.619
2023-05-25,6.34,8.018,9.4645
2023-05-26,7.11,7.244,9.2735
2023-05-30,5.53,6.3420000000000005,9.0195
2023-05-31,5.24,6.008000000000001,8.8705
2023-06-01,7.64,6.372,8.863000000000001
2023-06-02,8.71,6.846000000000001,8.9175
2023-06-05,7.76,6.976000000000001,8.791
2023-06-06,8.45,7.56,8.689
2023-06-07,7.05,7.9220000000000015,8.494
2023-06-08,6.01,7.595999999999999,8.292
2023-06-09,6.25,7.103999999999999,8.1075
2023-06-12,7.48,7.048,7.9765
2023-06-13,6.17,6.5920000000000005,7.7475
2023-06-14,6.19,6.42,7.5735
2023-06-15,7.48,6.714,7.413499999999999
2023-06-16,8.77,7.218000000000001,7.2965
2023-06-20,7.62,7.2459999999999996,7.1285
2023-06-21,7.99,7.610000000000001,7.026000000000001
2023-06-22,8.53,8.078,7.106999999999999
2023-06-23,9.07,8.395999999999999,7.269500000000001
2023-06-26,7.54,8.15,7.3295
2023-06-27,8.03,8.232000000000001,7.3755
2023-06-28,8.32,8.298,7.514999999999999
2023-06-29,11.32,8.856,7.819
2023-06-30,12.82,9.606,8.078
2023-07-03,12.78,10.654,8.281500000000001
2023-07-05,13.46,11.74,8.5665
2023-07-06,13.2,12.716,8.804
2023-07-07,12.08,12.868,9.055499999999999
2023-07-10,12.87,12.878,9.3985
2023-07-11,13.82,13.085999999999999,9.777
2023-07-12,14.48,13.290000000000001,10.127
2023-07-13,14.92,13.634,10.564499999999999
2023-07-14,14.86,14.190000000000001,10.998000000000001
2023-07-17,15.19,14.654,11.383500000000002
2023-07-18,13.91,14.672,11.6405
2023-07-19,14.17,14.61,11.968
2023-07-20,13.45,14.315999999999999,12.241
2023-07-21,13.3,14.004,12.4795
2023-07-24,13.89,13.744,12.7205
2023-07-25,13.0,13.562000000000001,12.993500000000001
2023-07-26,12.31,13.190000000000001,13.2075
2023-07-27,11.15,12.73,13.349
2023-07-28,11.72,12.414000000000001,13.369
2023-07-31,12.59,12.154,13.357499999999998
2023-08-01,13.25,12.203999999999999,13.381
2023-08-02,12.26,12.193999999999999,13.321000000000002
2023-08-03,12.79,12.522,13.3005
2023-08-04,12.89,12.756,13.341
2023-08-07,14.01,13.040000000000001,13.398
2023-08-08,13.24,13.038,13.369
2023-08-09,13.41,13.268,13.3155
2023-08-10,13.55,13.420000000000002,13.247
2023-08-11,13.5,13.542000000000002,13.178999999999998
2023-08-14,14.5,13.64,13.144499999999999
2023-08-15,13.51,13.693999999999999,13.124500000000001
2023-08-16,13.33,13.678,13.082500000000001
2023-08-17,12.72,13.512,13.046000000000001
2023-08-18,12.97,13.406,13.029500000000002
2023-08-21,13.39,13.184000000000001,13.004499999999998
2023-08-22,13.74,13.23,13.0415
2023-08-23,14.29,13.422,13.1405
2023-08-24,13.39,13.556000000000001,13.252500000000001
2023-08-25,14.38,13.838,13.385499999999999
2023-08-28,14.77,14.114,13.494499999999999
2023-08-29,15.25,14.416,13.5945
2023-08-30,15.53,14.664000000000001,13.758000000000001
2023-08-31,15.36,15.058000000000002,13.886499999999998
2023-09-01,15.8,15.341999999999999,14.032
2023-09-05,14.95,15.378,14.078999999999999
2023-09-06,15.27,15.382,14.1805
2023-09-07,15.68,15.412,14.294
2023-09-08,15.74,15.488,14.4035
2023-09-11,15.72,15.472,14.514500000000002
2023-09-12,15.75,15.632,14.577000000000002
2023-09-13,15.97,15.772,14.7
2023-09-14,13.3,15.296000000000001,14.6985
2023-09-15,13.12,14.772,14.7185
2023-09-18,14.63,14.553999999999998,14.801499999999999
2023-09-19,14.15,14.234,14.839500000000001
2023-09-20,13.39,13.718,14.822
2023-09-21,11.07,13.272,14.661000000000001
2023-09-22,10.39,12.726,14.511
2023-09-25,9.63,11.725999999999999,14.273499999999999
2023-09-26,7.93,10.482,13.9315
2023-09-27,7.87,9.378,13.5625
2023-09-28,8.85,8.934000000000001,13.2285
2023-09-29,8.1,8.475999999999999,12.8655
2023-10-02,8.51,8.252,12.501000000000001
2023-10-03,7.38,8.142,12.122499999999999
2023-10-04,8.48,8.264,11.783
2023-10-05,9.52,8.398,11.475
2023-10-06,10.23,8.824000000000002,11.199499999999999
2023-10-09,9.95,9.111999999999998,10.911
2023-10-10,10.95,9.825999999999999,10.671
2023-10-11,10.53,10.235999999999999,10.399
2023-10-12,11.04,10.54,10.286
2023-10-13,11.45,10.784,10.2025
2023-10-16,12.56,11.306000000000001,10.099
2023-10-17,13.08,11.732,10.0455
2023-10-18,11.35,11.896,9.943499999999998
2023-10-19,9.65,11.618,9.872499999999999
2023-10-20,9.45,11.218,9.825500000000002
2023-10-23,8.59,10.424000000000001,9.773499999999999
2023-10-24,10.04,9.815999999999999,9.879000000000001
2023-10-25,11.06,9.758000000000001,10.0385
2023-10-26,8.47,9.522,10.0195
2023-10-27,7.54,9.14,9.991499999999998
2023-10-30,9.31,9.284,10.0315
2023-10-31,10.25,9.325999999999999,10.175
2023-11-01,11.64,9.441999999999998,10.333
2023-11-02,13.77,10.501999999999999,10.5455
2023-11-03,13.93,11.78,10.730500000000001
2023-11-06,13.88,12.694,10.927
2023-11-07,14.47,13.538,11.103
2023-11-08,14.07,14.024000000000001,11.28
2023-11-09,13.03,13.876,11.3795
2023-11-10,14.69,14.028,11.5415
2023-11-13,14.42,14.136,11.6345
2023-11-14,15.47,14.336000000000002,11.754000000000001
2023-11-15,16.02,14.725999999999999,11.9875
2023-11-16,16.23,15.366,12.316500000000001
2023-11-17,16.69,15.766,12.6785
2023-11-20,16.88,16.258,13.093
2023-11-21,17.92,16.748,13.487
2023-11-22,18.61,17.266000000000002,13.864499999999998
2023-11-24,18.88,17.796,14.385000000000002
2023-11-27,18.81,18.22,14.948500000000001
2023-11-28,18.25,18.494,15.395499999999998
2023-11-29,18.85,18.68,15.8255
2023-11-30,19.99,18.955999999999996,16.243000000000002
2023-12-01,19.51,19.082,16.53
2023-12-04,18.6,19.04,16.7635
2023-12-05,18.66,19.122,17.0025
2023-12-06,18.54,19.06,17.206
2023-12-07,19.14,18.89,17.4595
2023-12-08,19.1,18.808,17.762999999999998
2023-12-11,19.41,18.97,17.999
2023-12-12,20.71,19.380000000000003,18.3135
2023-12-13,21.91,20.054000000000002,18.6355
2023-12-14,20.35,20.296,18.852
2023-12-15,20.05,20.486,19.043
2023-12-18,20.2,20.644,19.2185
2023-12-19,20.82,20.666,19.4155
2023-12-20,19.72,20.228,19.5055
2023-12-21,20.64,20.286,19.607
2023-12-22,20.22,20.32,19.674
2023-12-26,20.5,20.380000000000003,19.758499999999998
2023-12-27,20.41,20.298,19.8665
2023-12-28,20.97,20.548,19.9725
2023-12-29,20.95,20.61,20.020500000000002
2024-01-02,20.02,20.57,20.046
2024-01-03,19.65,20.4,20.098499999999998
2024-01-04,20.36,20.389999999999997,20.183500000000002
2024-01-05,20.4,20.276,20.2765
2024-01-08,21.7,20.426,20.404500000000002
2024-01-09,22.06,20.833999999999996,20.5525
2024-01-10,22.62,21.427999999999997,20.713
2024-01-11,22.38,21.832,20.796499999999998
2024-01-12,22.44,22.240000000000002,20.823
2024-01-16,22.93,22.485999999999997,20.951999999999998
2024-01-17,23.57,22.788000000000004,21.128
2024-01-18,24.25,23.114,21.3305
2024-01-19,25.51,23.74,21.565
2024-01-22,25.65,24.381999999999998,21.8615
2024-01-23,25.68,24.932,22.1135
2024-01-24,25.86,25.389999999999997,22.395500000000002
2024-01-25,26.29,25.798000000000002,22.685
2024-01-26,24.16,25.528,22.8725
2024-01-29,26.77,25.752,23.1625
2024-01-30,27.89,26.194,23.509499999999996
2024-01-31,26.65,26.351999999999997,23.841
2024-02-01,27.36,26.565999999999995,24.2265
2024-02-02,27.4,27.214,24.5785
2024-02-05,26.9,27.24,24.9035
2024-02-06,27.3,27.122000000000003,25.1835
2024-02-07,28.18,27.427999999999997,25.4895
2024-02-08,26.96,27.348000000000003,25.7065
2024-02-09,27.18,27.303999999999995,25.946500000000004
2024-02-12,26.72,27.268,26.160499999999995
2024-02-13,27.02,27.212,26.365000000000002
2024-02-14,27.72,27.119999999999997,26.572499999999998
2024-02-15,29.08,27.544,26.814
2024-02-16,28.11,27.729999999999997,26.944
2024-02-20,26.76,27.738,26.9995
2024-02-21,27.4,27.814,27.085499999999996
2024-02-22,30.18,28.306,27.301500000000004
2024-02-23,30.12,28.514,27.492999999999995
2024-02-26,30.34,28.96,27.802
2024-02-27,29.95,29.598000000000003,27.961000000000002
2024-02-28,30.93,30.304000000000002,28.113
2024-02-29,29.74,30.215999999999998,28.267500000000002
2024-03-01,29.42,30.076,28.370500000000003
2024-03-04,28.39,29.686,28.419999999999998
2024-03-05,27.91,29.278,28.470499999999998
2024-03-06,28.35,28.762,28.523000000000003
2024-03-07,27.43,28.3,28.485499999999995
2024-03-08,28.19,28.054000000000002,28.547000000000004
2024-03-11,28.41,28.058,28.6085
2024-03-12,29.88,28.451999999999998,28.7665
2024-03-13,30.42,28.866000000000003,28.936499999999995
2024-03-14,30.97,29.574,29.099
2024-03-15,29.49,29.834000000000003,29.1195
2024-03-18,30.38,30.228,29.232999999999997
2024-03-19,31.4,30.532,29.464999999999996
2024-03-20,32.26,30.9,29.708
2024-03-21,32.75,31.255999999999993,29.836499999999994
2024-03-22,29.58,31.274,29.809499999999996
2024-03-25,28.66,30.93,29.7255
2024-03-26,28.39,30.327999999999996,29.647499999999997
2024-03-27,27.68,29.412,29.485000000000003
2024-03-28,27.7,28.401999999999997,29.383
2024-04-01,26.87,27.860000000000003,29.255499999999994
2024-04-02,26.94,27.516000000000002,29.183
2024-04-03,26.28,27.094,29.101499999999998
2024-04-04,24.96,26.55,28.932
2024-04-05,26.36,26.282000000000004,28.878500000000003
2024-04-08,26.64,26.236,28.801
2024-04-09,26.17,26.082000000000004,28.689
2024-04-10,25.17,25.860000000000003,28.453500000000002
2024-04-11,25.7,26.008,28.2175
2024-04-12,25.83,25.901999999999997,27.960500000000003
2024-04-15,23.73,25.32,27.672500000000003
2024-04-16,23.76,24.838,27.341500000000003
2024-04-17,24.36,24.676,26.989500000000003
2024-04-18,23.77,24.29,26.564999999999998
2024-04-19,23.05,23.734,26.080000000000002
2024-04-22,24.2,23.827999999999996,25.811
2024-04-23,25.01,24.078,25.628499999999995
2024-04-24,25.42,24.29,25.48
2024-04-25,25.48,24.632,25.369999999999997
2024-04-26,25.19,25.06,25.2445
2024-04-29,23.98,25.016,25.1
2024-04-30,22.52,24.518,24.878999999999998
2024-05-01,21.57,23.748,24.6435
2024-05-02,21.69,22.990000000000002,24.48
2024-05-03,22.09,22.37,24.2665
